Block,Time,NR/01102023/13082046/L_NR_2021_12,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,SR/01032024/15032024/BYPL-APPCPL-KSEB,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01032024/22032024/HP-59,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/02012046/L_NR_2021_17,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01032024/31032024/NVVN/OA/16997,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/14032024/14032024/DD20240314NR23255,NR/01032024/22032024/HP-56,NR/01102023/06022042/L_NR_2012_02,NR/01012024/31032024/ ChanjuII,NR/01102023/31052040/LT-31,NR/26072023/31072042/L_NR_2023_07,SR/01032024/31032024/SJVN010324NR1590,NR/01032024/31032024/SJVN010324NR1588,WR/01102023/01102023/L_NR_2022_09,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_07,NR/22102023/11042047/L_NR_2021_17,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,NR/01032024/15032024/HP-62,WR/01102023/30052048/L_NR_2022_10,NR/01032024/31032024/SJVN010324NR1589
6,01:15-01:30,0,1.340000,0,51.84,96.26,11.34,0,1.010000,99.740000,30.800000,24.860000,32.760000,0,0,0.000000,0,25.990000,48.130000,0,0,35.100000,1.070000,0,17.29,48.13,0.000000,76.520000,188.060000,5.420000,0.000000,0,0,0,47.67,96.26,133.800000,0.000000,0.000000,0,44.190000,0,144.390000,0,0,17.28,7.01,98.190000,47.67,0

7,01:30-01:45,0,1.340000,0,51.37,96.26,13.66,0,1.010000,99.740000,25.980000,25.980000,32.760000,0,0,0.000000,0,25.030000,48.130000,0,0,35.100000,1.070000,0,17.13,48.13,0.000000,76.520000,188.060000,5.420000,0.000000,0,0,0,48,96.26,133.800000,0.000000,0.000000,0,44.190000,0,144.390000,0,0,17.12,7.01,98.190000,48,0

8,01:45-02:00,0,1.340000,0,50.89,96.26,13.66,0,1.010000,99.740000,25.980000,25.980000,32.760000,0,0,0.000000,0,25.030000,48.130000,0,0,35.100000,1.070000,0,16.97,48.13,0.000000,76.520000,188.060000,5.420000,0.000000,0,0,0,47,96.26,133.800000,0.000000,0.000000,0,44.190000,0,144.390000,0,0,16.96,7.01,98.190000,47,0

9,02:00-02:15,0,1.340000,0,50.05,96.26,13.66,0,1.010000,70.870000,25.980000,25.980000,32.760000,0,0,0.000000,0,25.030000,48.130000,0,0,35.100000,1.030000,0,16.69,48.13,0.000000,76.520000,188.060000,5.420000,0.000000,0,0,0,46.33,96.26,133.800000,0.000000,0.000000,0,33.690000,0,144.390000,0,0,16.68,7.01,98.190000,46.33,0

10,02:15-02:30,0,1.340000,0,49.13,96.26,13.34,0,1.010000,52.940000,25.980000,25.980000,32.760000,0,0,0.000000,0,24.060000,48.130000,0,0,35.100000,1.030000,0,16.38,48.13,0.000000,76.520000,188.060000,5.420000,0.000000,0,0,0,46,96.26,133.800000,0.000000,0.000000,0,33.690000,0,144.390000,0,0,16.38,7.01,98.190000,46,0

11,02:30-02:45,0,1.340000,0,47.92,96.26,13,0,1.010000,62.570000,25.980000,25.980000,32.760000,0,0,0.000000,0,24.060000,48.130000,0,0,35.100000,1.030000,0,15.97,48.13,0.000000,76.520000,188.060000,5.420000,0.000000,0,0,0,44.67,96.26,133.800000,0.000000,0.000000,0,33.690000,0,144.390000,0,0,15.98,7.01,98.190000,44.67,0

12,02:45-03:00,0,1.340000,0,46.92,96.26,12.66,0,1.010000,67.380000,25.980000,25.980000,32.760000,0,0,0.000000,0,24.060000,48.130000,0,0,35.100000,1.030000,0,15.63,48.13,0.000000,76.520000,188.060000,5.420000,0.000000,0,0,0,44,96.26,133.800000,0.000000,0.000000,0,33.690000,0,144.390000,0,0,15.64,7.01,98.190000,44,0

13,03:00-03:15,0,1.340000,0,45.56,96.26,12.34,0,1.010000,96.260000,25.980000,25.980000,32.760000,0,0,0.000000,0,24.060000,48.130000,0,0,35.100000,1.030000,0,15.17,48.13,0.000000,76.520000,188.060000,5.420000,0.000000,0,0,0,48.33,96.26,133.800000,0.000000,0.000000,0,33.690000,0,144.390000,0,0,15.19,7.01,98.190000,48.33,0

14,03:15-03:30,0,1.340000,0,43.88,96.26,12,0,1.010000,99.740000,25.980000,25.980000,32.760000,0,0,0.000000,0,24.060000,48.130000,0,0,35.100000,1.030000,0,14.63,48.13,0.000000,76.520000,188.060000,5.420000,0.000000,0,0,0,47.33,96.26,133.800000,0.000000,0.000000,0,33.690000,0,144.390000,0,0,14.63,7.01,98.190000,47.33,0

15,03:30-03:45,0,1.340000,0,52.69,96.26,11.66,0,1.010000,99.740000,25.980000,25.980000,32.760000,0,0,0.000000,0,24.060000,48.130000,0,0,35.100000,1.030000,0,17.56,48.13,0.000000,76.520000,188.060000,5.420000,0.000000,0,0,0,46,96.26,133.800000,0.000000,0.000000,0,33.690000,0,144.390000,0,0,17.57,7.01,98.190000,46,0

16,03:45-04:00,0,1.340000,0,52.05,96.26,11.34,0,1.010000,99.740000,25.980000,25.980000,32.760000,0,0,0.000000,0,24.060000,48.130000,0,0,35.100000,1.030000,0,17.36,48.13,0.000000,76.520000,188.060000,5.420000,0.000000,0,0,0,44,96.26,133.800000,0.000000,0.000000,0,33.690000,0,144.390000,0,0,17.35,7.01,98.190000,44,0

17,04:00-04:15,0,1.300000,0,50.97,96.26,10.34,0,1.010000,99.740000,25.980000,25.980000,32.760000,0,0,0.000000,0,24.060000,48.130000,0,0,35.100000,1.030000,0,16.98,48.13,0.000000,76.520000,216.940000,5.330000,0.000000,0,0,0,41.67,96.26,133.800000,0.000000,0.000000,0,57.760000,0,144.390000,0,0,16.99,7.01,98.190000,41.67,0

18,04:15-04:30,0,1.300000,0,49.96,96.26,9.66,0,1.010000,99.740000,25.980000,25.980000,32.760000,0,0,0.000000,0,24.060000,48.130000,0,0,35.100000,1.030000,0,16.66,48.13,0.000000,76.520000,216.940000,5.330000,0.000000,0,0,0,38.33,96.26,133.800000,0.000000,0.000000,0,67.890000,0,144.390000,0,0,16.65,7.01,98.190000,38.33,0

19,04:30-04:45,0,1.300000,0,48.83,96.26,13.4,0,1.010000,99.740000,25.980000,25.980000,32.760000,0,0,0.000000,0,24.060000,48.130000,0,0,33.020000,1.030000,0,16.28,48.13,0.000000,76.520000,216.940000,5.330000,0.000000,0,0,0,35,96.26,133.800000,0.000000,0.000000,0,67.890000,0,144.390000,0,0,16.28,7.01,98.190000,35,0

20,04:45-05:00,0,1.300000,0,47.68,96.26,12.94,0,1.010000,99.740000,25.980000,25.980000,32.760000,0,0,0.000000,0,24.060000,48.130000,0,0,33.020000,1.030000,0,15.9,48.13,0.000000,76.520000,236.800000,5.330000,0.000000,0,0,0,31.67,96.26,133.800000,0.000000,0.000000,0,67.890000,0,144.390000,0,0,15.89,7.01,98.190000,31.67,0

21,05:00-05:15,0,1.300000,0,57.78,96.26,12.48,0,1.010000,99.740000,25.980000,25.980000,32.760000,0,0,0.000000,0,24.060000,48.130000,0,0,33.020000,0.990000,0,19.25,48.13,0.000000,76.520000,216.940000,5.330000,0.000000,0,0,0,43.33,96.26,133.800000,0.000000,0.000000,0,67.890000,0,144.390000,0,0,19.26,7.01,98.190000,43.33,0

22,05:15-05:30,0,1.300000,0,56.19,96.26,11.81,0,1.010000,99.740000,25.980000,25.980000,32.760000,0,0,0.000000,0,24.060000,48.130000,0,0,33.020000,0.990000,0,18.74,48.13,0.000000,76.520000,188.060000,5.330000,0.000000,0,0,0,42.33,96.26,133.800000,0.000000,0.000000,0,67.890000,0,144.390000,0,0,18.73,7.01,98.190000,42.33,0

23,05:30-05:45,0,1.300000,0,53.78,96.26,11.18,0,1.010000,99.740000,25.980000,25.980000,32.760000,0,0,0.000000,0,25.030000,48.130000,0,0,33.020000,0.990000,0,17.93,48.13,0.000000,76.520000,216.940000,5.330000,0.000000,0,0,0,32.33,96.26,133.800000,0.000000,0.000000,0,67.890000,0,144.390000,0,0,17.93,7.01,98.190000,32.33,0

24,05:45-06:00,0,1.300000,0,51.36,96.26,10.84,0,1.010000,99.740000,25.980000,25.980000,32.760000,0,0,0.000000,0,25.030000,48.130000,0,0,57.740000,0.990000,0,17.12,48.13,0.000000,76.520000,236.800000,5.330000,0.000000,0,0,0,30.67,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,17.12,7.01,98.190000,30.67,0

25,06:00-06:15,0,1.300000,0,40,96.26,12.34,0,0.930000,99.740000,11.930000,30.800000,0.000000,0,0,0.000000,0,25.030000,48.130000,0,0,57.740000,0.990000,0,13.34,48.13,0.000000,0.000000,236.800000,5.240000,0.000000,0,0,0,29,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,13.33,7.01,0.000000,29,0

26,06:15-06:30,0.01,1.300000,0.88,37,96.26,11.66,0,0.930000,99.740000,11.930000,30.800000,0.000000,0,0,0.000000,0,24.060000,48.130000,0,0,57.740000,0.990000,2.04,12.34,48.13,0.000000,0.000000,236.800000,5.240000,0.000000,0,0,0,27,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0.5,12.33,7.01,0.000000,27,0

27,06:30-06:45,0.01,1.300000,5.98,34.5,96.26,11.34,0,0.930000,99.740000,0.000000,30.800000,0.000000,1.65461,0,0.000000,0,23.100000,48.130000,0,0,57.740000,0.990000,5.85,11.5,48.13,0.000000,0.000000,236.800000,5.240000,0.000000,0,0,0,25.33,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,2,11.5,7.01,0.000000,25.33,0

28,06:45-07:00,0.01,1.300000,15.12,31.5,96.26,10.66,0,0.930000,99.740000,0.000000,30.800000,0.000000,7.163488,0,0.000000,0,23.100000,48.130000,0,0,57.740000,0.990000,13.04,10.5,48.13,0.000000,0.000000,236.800000,5.240000,0.000000,1,0,0,23.67,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,1,7,10.5,7.01,0.000000,23.67,0

29,07:00-07:15,0.54,1.300000,28.7,27.5,96.26,10.34,0.11,0.930000,99.740000,0.000000,30.800000,0.000000,13.577535,2.61,0.000000,0,22.140000,48.130000,2,0,57.740000,0.990000,22.31,9.16,48.13,0.000000,0.000000,236.800000,5.240000,0.160000,4,0,0,22.33,96.26,133.800000,0.160000,0.170000,1,86.830000,1,144.390000,1,13,9.17,7.01,0.000000,22.33,0

30,07:15-07:30,5.53,1.300000,31.33,25,96.26,10,1.11,0.930000,99.740000,0.000000,30.800000,0.000000,20.867552,6.83,0.000000,0,22.140000,48.130000,6,0,57.740000,0.990000,31.33,8.34,48.13,0.000000,0.000000,236.800000,5.240000,0.640000,11,0,0,21,96.26,133.800000,0.640000,0.660000,4,86.830000,3,144.390000,4,24.99,8.33,7.01,0.000000,21,0

31,07:30-07:45,18.78,1.300000,30.72,22.5,96.26,9.34,3.76,0.930000,99.740000,0.000000,30.800000,0.000000,30.07497,11.85,0.000000,0,22.140000,48.130000,11,0,57.740000,0.990000,30.72,7.5,48.13,0.000000,0.000000,236.800000,5.240000,1.490000,20,0,0,19.67,96.26,133.800000,1.490000,1.520000,5,86.830000,6,144.390000,8,30.71,7.5,7.01,0.000000,19.67,0

32,07:45:08:00,39.53,1.300000,30.72,21.5,96.26,9,7.9,0.930000,99.740000,0.000000,30.800000,0.000000,41.180323,16.86,0.000000,0,22.140000,48.130000,18,0,57.740000,0.990000,30.72,7.16,48.13,0.000000,0.000000,236.800000,5.240000,2.590000,33,0,0,18.33,96.26,133.800000,2.590000,2.650000,5,86.830000,9,144.390000,14,30.71,7.17,7.01,0.000000,18.33,0

33,08:00-08:15,60.97,1.340000,30.72,21.5,96.26,8.66,12.19,0.930000,99.740000,0.000000,30.800000,0.000000,53.414704,21.8,0.000000,0,22.140000,48.130000,25,0,57.740000,1.070000,30.72,7.16,48.13,0.000000,0.000000,236.800000,5.240000,3.740000,49,0,0,16.67,96.26,133.800000,3.740000,3.840000,5,86.830000,12,144.390000,21,30.71,7.17,7.01,0.000000,16.67,0

34,08:15-08:30,84.09,1.340000,30.72,21.5,96.26,8.66,16.82,0.930000,99.740000,0.000000,30.800000,0.000000,65.658818,27.56,0.000000,0,22.140000,48.130000,33,0,57.740000,1.070000,30.72,7.16,48.13,0.000000,0.000000,236.800000,5.240000,5.150000,70,0,0,15,96.26,133.800000,5.150000,5.270000,5,86.830000,16,144.390000,30,30.71,7.17,7.01,0.000000,15,0

35,08:30-08:45,107.36,1.340000,31.72,21.5,96.26,8.34,21.47,0.930000,99.740000,30.800000,30.800000,0.000000,77.134025,33.54,0.000000,0,21.180000,48.130000,40,0,57.740000,1.070000,31.72,7.16,48.13,19.250000,0.000000,236.800000,5.240000,6.470000,88,0,0,15,96.26,133.800000,6.470000,6.630000,24.1,86.830000,20,144.390000,37,31.71,7.17,7.01,0.000000,15,0

36,08:45:09:00,130.33,1.340000,31.72,21.5,96.26,8,26.07,0.930000,99.740000,30.800000,30.800000,0.000000,87.98632,44.16,0.000000,0,21.180000,48.130000,49,0,57.740000,1.070000,31.72,7.16,48.13,125.140000,0.000000,236.800000,5.240000,7.830000,105,0,0,15.33,96.26,133.800000,7.830000,8.030000,28.1,86.830000,24,144.390000,45,31.71,7.17,7.01,0.000000,15.33,0

37,09:00:09:15,152.1,1.340000,31.72,20,96.26,7.66,30.42,0.930000,99.740000,30.800000,30.800000,0.000000,91.110613,54.03,0.000000,0,21.180000,48.130000,57,0,57.740000,1.070000,31.72,6.66,48.13,231.020000,0.000000,236.800000,5.150000,9.130000,123,19.54,0,15.33,96.26,133.800000,9.130000,9.360000,31.4,86.830000,29,144.390000,52,31.71,6.67,7.01,0.000000,15.33,0

38,09:15-09:30,171.6,1.340000,31.72,19,96.26,7.34,34.32,0.930000,99.740000,30.800000,30.800000,0.000000,100.940943,62.91,0.000000,0,21.180000,48.130000,66,0,57.740000,1.070000,31.72,6.34,48.13,240.650000,0.000000,236.800000,5.150000,10.330000,140,19.54,0,15,96.26,133.800000,10.330000,10.590000,34.5,86.830000,33,144.390000,60,31.71,6.33,7.01,0.000000,15,0

39,09:30-09:45,188.11,1.340000,31.72,18.5,96.26,7,37.62,0.930000,99.740000,30.800000,30.800000,0.000000,110.119162,71.2,0.000000,0,21.180000,48.130000,72,0,57.740000,1.070000,31.72,6.16,48.13,216.580000,0.000000,236.800000,5.150000,11.490000,158,19.54,0,14.67,96.26,133.800000,11.490000,11.780000,37.5,86.830000,36,144.390000,67,31.71,6.17,7.01,0.000000,14.67,0

40,09:45-10:00,205.13,1.340000,32.05,18.5,96.26,6.66,41.02,0.930000,99.740000,30.800000,30.800000,0.000000,118.421411,78.87,0.000000,0,21.180000,48.130000,80,0,57.740000,1.070000,32.05,6.16,48.13,182.890000,0.000000,236.800000,5.150000,12.470000,172,19.54,0,14.33,96.26,133.800000,12.470000,12.790000,40.5,86.830000,40,144.390000,73,32.05,6.17,7.01,0.000000,14.33,0

41,10:00-10:15,220.44,1.390000,32.05,18.5,96.26,6.66,44.09,1.010000,99.740000,11.930000,30.800000,0.000000,125.711428,85.62,0.000000,0,21.180000,48.130000,87,0,57.740000,1.070000,32.05,6.16,48.13,154.020000,0.000000,236.800000,5.150000,13.470000,186,19.54,0,13.67,96.26,133.800000,13.470000,13.800000,43.1,86.830000,43,144.390000,79,32.05,6.17,7.01,0.000000,13.67,0

42,10:15-10:30,234.68,1.390000,32.05,18.5,96.26,6.66,46.94,1.010000,99.740000,11.930000,30.800000,0.000000,131.736155,91.93,0.000000,0,21.180000,48.130000,92,0,57.740000,1.070000,32.05,6.16,48.13,120.320000,0.000000,236.800000,5.150000,14.240000,196,19.54,0,13,96.26,133.800000,14.240000,14.590000,45.2,86.830000,46,144.390000,84,32.05,6.17,7.01,0.000000,13,0

43,10:30-10:45,246.58,1.390000,32.05,18.5,96.26,6.66,49.31,1.010000,99.740000,11.930000,30.800000,0.000000,138.899643,92.52,0.000000,0,21.180000,48.130000,94,0,57.740000,1.070000,32.05,6.16,48.13,96.260000,0.000000,236.800000,5.150000,14.940000,203,0,24.07,13,96.26,133.800000,14.940000,15.320000,46.8,76.320000,47,144.390000,87,32.05,6.17,7.01,0.000000,13,28.88

44,10:45-11:00,246.58,1.390000,32.05,18.5,96.26,6.66,49.31,1.010000,70.870000,11.930000,30.800000,0.000000,142.909639,92.33,0.000000,0,21.180000,48.130000,94,0,57.740000,1.070000,32.05,6.16,48.13,72.200000,0.000000,236.800000,5.150000,15.610000,210,0,24.07,13,96.26,133.800000,15.610000,16.010000,48,76.320000,47,144.390000,90,32.05,6.17,7.01,0.000000,13,28.88

45,11:00-11:15,246.58,1.390000,32.05,18.5,96.26,6.66,49.31,1.010000,52.940000,11.930000,30.800000,0.000000,145.858738,92.29,0.000000,0,21.180000,48.130000,94,0,57.740000,1.110000,32.05,6.16,48.13,48.130000,0.000000,207.670000,5.150000,16.170000,210,0,24.07,13,96.26,133.800000,16.170000,16.580000,48.2,76.320000,47,144.390000,90,32.05,6.17,7.01,0.000000,13,28.88

46,11:15-11:30,246.58,1.390000,32.05,18.5,96.26,6.66,49.31,1.010000,52.940000,24.860000,30.800000,0.000000,148.554779,92.41,0.000000,0,21.180000,48.130000,94,0,57.740000,1.110000,32.05,6.16,48.13,38.500000,0.000000,207.670000,5.150000,16.360000,210,0,24.07,13,96.26,133.800000,16.360000,16.770000,48.2,76.320000,47,144.390000,90,32.05,6.17,7.01,0.000000,13,28.88

47,11:30-11:45,246.58,1.390000,32.05,18.5,96.26,6.66,49.31,1.010000,52.940000,25.980000,25.980000,0.000000,150.588976,92.52,0.000000,0,21.180000,48.130000,94,0,57.740000,1.110000,32.05,6.16,48.13,0.000000,0.000000,207.670000,5.150000,16.650000,210,0,24.07,13,96.26,133.800000,16.650000,17.070000,48.2,76.320000,47,144.390000,90,32.05,6.17,7.01,0.000000,13,28.88

48,11:45-12:00,246.58,1.390000,32.05,18.5,96.26,6.66,49.31,1.010000,52.940000,25.980000,25.980000,0.000000,151.669339,92.34,0.000000,0,21.180000,48.130000,94,0,57.740000,1.110000,32.05,6.16,48.13,0.000000,0.000000,207.670000,5.150000,16.810000,210,0,24.07,13,96.26,133.800000,16.810000,17.230000,48.2,76.320000,47,144.390000,90,32.05,6.17,7.01,0.000000,13,28.88

49,12:00-12:15,246.58,1.390000,32.05,18.5,96.26,6.66,49.31,1.010000,52.940000,25.980000,25.980000,0.000000,151.192422,92.63,0.000000,0,22.140000,48.130000,94,0,57.740000,1.150000,32.05,6.16,48.13,0.000000,0.000000,207.670000,5.050000,16.810000,210,0,24.07,13,96.26,133.800000,16.810000,17.230000,48.2,76.320000,47,144.390000,90,32.05,6.17,7.01,0.000000,13,28.88

50,12:15-12:30,246.58,1.390000,32.05,18.5,96.26,6.66,49.31,1.010000,52.940000,25.980000,25.980000,0.000000,151.163223,92.52,0.000000,0,22.140000,48.130000,94,0,57.740000,1.150000,32.05,6.16,48.13,0.000000,0.000000,207.670000,5.050000,16.810000,210,0,24.07,13,96.26,133.800000,16.810000,17.230000,48.2,76.320000,47,144.390000,90,32.05,6.17,7.01,0.000000,13,28.88

51,12:30-12:45,246.58,1.390000,32.05,18.5,96.26,6.66,49.31,1.010000,52.940000,25.980000,25.980000,0.000000,150.384583,92.52,0.000000,0,22.140000,48.130000,94,0,57.740000,1.150000,32.05,6.16,48.13,0.000000,0.000000,207.670000,5.050000,16.810000,210,0,24.07,13,96.26,133.800000,16.810000,17.230000,48.2,76.320000,47,144.390000,90,32.05,6.17,6.01,0.000000,13,28.88

52,12:45-13:00,246.58,1.390000,32.05,18.5,96.26,6.66,49.31,1.010000,52.940000,25.980000,25.980000,0.000000,149.090094,92.19,0.000000,0,22.140000,48.130000,94,0,57.740000,1.150000,32.05,6.16,48.13,0.000000,0.000000,207.670000,5.050000,16.810000,210,0,24.07,13,96.26,133.800000,16.810000,17.230000,48.2,76.320000,47,144.390000,90,32.05,6.17,6.01,0.000000,13,28.88

53,13:00-13:15,246.58,1.390000,32.05,18.5,96.26,6.66,49.31,1.010000,52.940000,25.980000,25.980000,0.000000,147.776139,92.41,0.000000,0,22.140000,48.130000,94,0,33.020000,1.150000,32.05,6.16,48.13,0.000000,0.000000,207.670000,5.050000,16.810000,210,0,24.07,13,96.26,133.800000,16.810000,17.230000,48.2,52.630000,47,144.390000,90,32.05,6.17,6.01,0.000000,13,28.88

54,13:15-13:30,246.58,1.390000,32.05,18.5,96.26,6.66,49.31,1.010000,52.940000,25.980000,25.980000,0.000000,146.403786,92.51,0.000000,0,22.140000,48.130000,94,0,57.740000,1.150000,32.05,6.16,48.13,0.000000,0.000000,182.540000,5.050000,16.810000,210,0,24.07,13,96.26,133.800000,16.810000,17.230000,48.2,52.630000,47,144.390000,90,32.05,6.17,6.01,0.000000,13,28.88

55,13:30-13:45,246.58,1.390000,32.05,18.5,96.26,6.66,49.31,1.010000,52.940000,25.980000,25.980000,0.000000,142.111533,92.63,0.000000,0,22.140000,48.130000,94,0,57.740000,1.150000,32.05,6.16,48.13,0.000000,0.000000,182.540000,5.050000,16.810000,210,0,24.07,13,96.26,133.800000,16.810000,17.230000,48,52.630000,47,144.390000,90,32.05,6.17,6.01,0.000000,13,28.88

56,13:45-14:00,246.58,1.390000,32.05,18.5,96.26,6.66,49.31,1.010000,52.940000,25.980000,25.980000,0.000000,139.503089,92.22,0.000000,0,22.140000,48.130000,94,0,57.740000,1.150000,32.05,6.16,48.13,0.000000,0.000000,177.720000,5.050000,16.810000,210,0,24.07,13,96.26,133.800000,16.810000,17.230000,48,52.630000,47,144.390000,90,32.05,6.17,6.01,0.000000,13,28.88

57,14:00-14:15,246.58,1.430000,32.05,18.5,96.26,6.66,49.31,1.090000,52.940000,25.980000,25.980000,0.000000,136.008942,92.15,0.000000,0,22.140000,48.130000,94,0,57.740000,1.150000,32.05,6.16,48.13,0.000000,0.000000,177.720000,5.050000,16.660000,200,0,24.07,13,96.26,133.800000,16.660000,17.080000,48,52.630000,47,144.390000,85,32.05,6.17,6.01,0.000000,13,28.88

58,14:15-14:30,246.58,1.430000,32.05,18.5,96.26,6.66,49.31,1.090000,52.940000,25.980000,25.980000,0.000000,131.619359,92.04,0.000000,0,22.140000,48.130000,94,0,57.740000,1.150000,32.05,6.16,48.13,0.000000,0.000000,177.720000,5.050000,16.240000,200,0,24.07,13,96.26,133.800000,16.240000,16.650000,48,52.630000,47,144.390000,85,32.05,6.17,6.01,0.000000,13,28.88

