Block,Time,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/22052037/LT-59,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,WR/01102023/30052048/L_NR_2022_10,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01
84,20:45-21:00,0.000000,23.510000,118.510000,3.120000,0.000000,0,0,0,272.310000,0,30.48,0,2.640000,25,0,0,8.33,0,8.34,23.510000,209.260000,30.48,2.690000,30.010000,6.66,0,0,0,7.21,73.730000,0.000000,0,0,0,0.000000,101.410000

85,21:00-21:15,0.000000,23.760000,118.510000,3.120000,0.000000,0,0,0,272.310000,0,30.72,0,2.640000,25,0,0,8.33,0,8.34,23.770000,209.260000,30.72,2.610000,30.010000,6.66,0,0,0,7.21,73.730000,0.000000,0,0,0,0.000000,101.410000

86,21:15-21:30,0.000000,23.760000,118.510000,3.120000,0.000000,0,0,0,272.310000,0,31.37,0,2.640000,25,0,0,8.33,0,8.34,23.770000,209.260000,31.37,2.610000,30.010000,6.66,0,0,0,7.21,73.730000,0.000000,0,0,0,0.000000,101.410000

87,21:30-21:45,0.000000,23.760000,118.510000,2.980000,0.000000,0,0,0,272.310000,0,31.79,0,2.640000,25,0,0,8.33,0,8.34,23.770000,209.260000,31.79,2.610000,30.010000,6.66,0,0,0,7.21,73.730000,0.000000,0,0,0,0.000000,101.410000

88,21:45-22:00,0.000000,23.760000,118.510000,2.980000,0.000000,0,0,0,272.310000,0,32.26,0,2.640000,25,0,0,8.33,0,8.34,23.770000,209.260000,32.26,2.610000,30.010000,6.66,0,0,0,7.21,73.730000,0.000000,0,0,0,0.000000,101.410000

89,22:00-22:15,0.000000,23.760000,118.510000,2.980000,0.000000,0,0,0,272.310000,0,32.66,0,2.570000,25,0,0,8.33,0,8.34,23.770000,209.260000,32.66,2.610000,29.050000,6.66,0,0,0,7.21,73.730000,0.000000,0,0,0,0.000000,101.410000

90,22:15-22:30,0.000000,23.760000,118.510000,2.980000,0.000000,0,0,0,272.310000,0,32.55,0,2.570000,25,0,0,8.33,0,8.34,23.770000,209.260000,32.55,2.610000,29.050000,6.66,0,0,0,7.21,73.730000,0.000000,0,0,0,0.000000,101.410000

91,22:30-22:45,0.000000,23.760000,118.510000,2.980000,0.000000,0,0,0,272.310000,0,32.82,0,2.570000,25,0,0,8.33,0,8.34,23.770000,209.260000,32.82,2.610000,29.050000,6.66,0,0,0,7.21,73.730000,0.000000,0,0,0,0.000000,101.410000

92,22:45-23:00,0.000000,23.760000,118.510000,2.980000,0.000000,0,0,0,272.310000,0,33.24,0,2.570000,25,0,0,8.33,0,8.34,23.770000,209.260000,33.24,2.610000,29.050000,6.66,0,0,0,7.21,73.730000,0.000000,0,0,0,0.000000,101.410000

93,23:00-23:15,0.000000,23.760000,118.510000,2.980000,0.000000,0,0,0,272.310000,0,33.34,0,2.570000,25,0,0,8.33,0,8.34,23.770000,209.260000,33.34,2.540000,28.080000,6.66,0,0,0,7.21,73.730000,0.000000,0,0,0,0.000000,101.410000

94,23:15-23:30,0.000000,23.760000,118.510000,2.980000,0.000000,0,0,0,272.310000,0,33.45,0,2.570000,25,0,0,8.33,0,8.34,23.770000,209.260000,33.45,2.540000,28.080000,6.66,0,0,0,7.21,73.730000,0.000000,0,0,0,0.000000,101.410000

95,23:30-23:45,0.000000,23.760000,118.510000,2.980000,0.000000,0,0,0,272.310000,0,33.37,0,2.570000,25,0,0,8.33,0,8.34,23.770000,209.260000,33.37,2.540000,28.080000,6.66,0,0,0,7.21,73.730000,0.000000,0,0,0,0.000000,101.410000

96,23:45-24:00,0.000000,23.760000,118.510000,2.980000,0.000000,0,0,0,272.310000,0,33.22,0,2.570000,25,0,0,8.33,0,8.34,23.770000,209.260000,33.22,2.540000,28.080000,6.66,0,0,0,7.21,73.730000,0.000000,0,0,0,0.000000,101.410000

