Block,Time Block,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,MAPS,CHAMERA1,BSIUL,BRBCL,DADRT2,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,KOTESHWR,KUDGI,NLCTS2EXP,NNTPP,RAMPUR,NTPL,PARBATI3,RAPPC,RIHAND1,RAPPB,RIHAND3,RIHAND2,RSTPSU1TO6,SIMHST1,RSTPSU7,SALAL,SEWA2,SASAN,TALST2,TALA,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,VALLURNTECL,URI2,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,TANAKPUR,TelanganaSTPP,TEHRI,TANDA2,ANTA_LF,DADRI_GF,AURY_GF,ANTA_GF,DADRI_CRF,DADRI_RF,AURY_CRF,ANTA_CRF,AURY_RF,ANTA_RF,DADRI_LF,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,41.18,0,0,0,0,0,0,0,19.19,340.7,0,0,0,10.02,0,231.47,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,12.26,0,401.05,0,0,15.13,1.59,14.87,0,19.08,0,4.38,0,0,134,6.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,41.18,0,0,0,0,0,0,0,19.19,379.07,0,0,0,10.02,0,231.47,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,12.26,0,401.05,0,0,15.13,1.59,14.87,0,19.08,0,4.38,0,0,134,6.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,41.18,0,0,0,0,0,0,0,18.54,453.89,0,0,0,10.13,0,231.47,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,12.26,0,401.05,0,0,15.13,1.59,14.87,0,19.08,0,4.38,0,0,134,6.14,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,41.18,0,0,0,0,0,0,0,19.19,530.64,0,0,0,14.26,0,239.14,0,0,94.85,43.38,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,12.26,0,401.05,0,0,17.93,1.59,14.87,0,22.57,0,4.38,0,0,134,6.14,0,29.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,41.18,22.44,0,0,0,0,0,0,19.19,620.45,0,0,0,14.26,15.81,258.33,0,0,94.85,43.38,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,12.26,0,401.05,0,0,17.93,1.06,14.87,0,22.57,0,4.38,0,0,134,4.3,0,44.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,41.18,36.06,0,0,0,0,0,0,19.19,651.3,0,0,0,14.26,15.81,287.66,0,0,94.85,43.38,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,12.26,0,401.05,0,0,20.33,1.06,16.93,0,25.32,0,4.38,0,0,134,4.3,0,44.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,41.18,62.14,0,0,0,0,0,0,19.19,650.96,0,0,0,14.26,15.81,250.91,0,0,94.85,43.38,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,12.26,0,401.05,0,0,20.33,1.06,17,0,25.32,0,4.38,0,0,134,2.34,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,41.18,89.75,0,0,0,0,11.52,1.06,19.19,650.96,9.29,3.19,8.76,14.26,15.81,250.91,0,0,94.85,43.38,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,53.5,0,401.05,0,0,20.33,1.06,17,0,25.32,0,4.38,0,0,134,2.34,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,41.18,112.19,0,0,0,0,25.77,6.25,19.19,650.96,18.57,7.67,17.53,13.5,31.62,296.96,0,0,94.85,43.38,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,53.5,5.06,401.05,0,0,20.33,1.06,17,0,0,0,4.38,0,0,134,2.34,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,41.18,134.63,0,0,0,0,39.74,12.51,19.19,650.96,27.88,37.9,35.06,13.5,31.62,354.52,0,0,94.85,43.38,0,0,0,0,9.46,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,53.5,10.11,401.05,0,0,20.33,1.06,17,0,0,0,4.38,0,0,134,2.34,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,41.18,134.63,0,0,0,0,40.43,12.51,19.19,654.99,27.88,37.9,35.06,13.5,31.62,416.87,0,0,94.85,43.38,0,0,0,0,9.46,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,53.5,10.11,401.05,0,0,20.33,1.06,19.66,0,0,0,4.38,0,0,134,2.34,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,41.18,134.63,0,0,0,0,40.43,12.51,18.67,654.99,27.88,37.9,35.06,13.5,31.62,416.87,0,0,94.85,43.38,0,0,0,0,9.46,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,12.26,10.11,401.05,0,0,20.33,1.06,19.72,0,0,0,4.38,0,0,134,2.34,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,41.18,134.63,0,0,0,0,40.43,12.51,19.19,650.96,27.88,37.9,35.06,13.5,31.62,354.52,0,0,94.85,43.38,0,0,0,0,9.46,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,10.11,401.05,0,0,20.33,1.06,17,0,2.17,0,4.38,0,0,134,2.34,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,41.18,134.63,0,0,0,0,40.43,12.51,18.98,650.96,27.88,37.9,35.06,13.5,31.62,296.96,0,0,94.85,43.38,0,0,0,0,9.46,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,10.11,401.05,0,0,20.33,1.06,17,0,5.41,0,4.38,0,0,134,2.34,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,41.18,134.63,0,0,0,0,40.43,12.51,19.19,623.32,27.88,37.9,35.06,13.5,31.62,297.25,0,0,94.85,43.38,0,0,0,0,9.46,0,0,0,0,0,3.66,50.88,43.17,0,119.26,113.93,0,0,0,1.34,10.11,401.05,0,0,20.33,4.23,17,0,9.94,0,4.38,0,0,134,2.34,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,41.18,134.63,0,0,0,0,25.09,6.25,19.19,623.32,9.29,1.79,17.49,13.5,15.81,251.2,0,0,94.85,43.38,0,0,0,0,8.51,0,0,0,0,0,15.88,50.88,43.17,0,119.26,113.93,0,0,0,1.34,10.11,401.05,0,0,17.53,4.23,17,0,13.25,0,4.38,0,0,134,2.34,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,41.18,112.19,0,0,0,0,11.52,6.25,19.19,623.32,0,0,8.74,13.5,15.81,250.91,0,0,94.85,43.38,0,0,0,0,8.51,0,0,0,0,0,15.88,50.88,43.17,0,119.26,113.93,0,0,0,1.34,5.06,401.05,0,0,20.33,26.48,17,0,16.56,0,4.38,0,0,134,2.34,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,41.18,89.75,0,0,0,0,0,1.06,19.19,651.3,0,0,0,11.88,15.81,250.91,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,15.88,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,17.53,26.48,17,0,18.51,0,4.38,0,0,134,2.34,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,41.18,67.31,0,0,0,0,0,0,19.19,651.3,0,0,0,11.88,15.81,250.91,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,15.88,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,17.53,3.18,17,0,21.27,0,4.38,0,0,134,1.1,0,44.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,41.18,44.88,0,0,0,0,0,0,19.19,651.3,0,0,0,11.88,15.81,250.91,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,15.88,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,17.53,1.59,17,0,21.82,0,4.38,0,0,134,1.1,0,44.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,41.18,22.44,0,0,0,0,0,0,19.19,581.75,0,0,0,11.88,15.81,250.91,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,15.88,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,17.53,1.59,15.2,0,21.82,0,4.38,0,0,134,1.1,0,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,41.18,0,0,0,0,0,0,0,19.19,499.94,0,0,0,11.88,15.81,250.91,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,3.05,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,17.53,1.59,14.87,0,21.82,0,4.38,0,0,134,1.1,0,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,41.18,0,0,0,0,0,0,0,19.19,499.94,0,0,0,11.88,15.81,250.91,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,17.53,1.59,14.87,0,21.82,0,4.38,0,0,134,1.1,0,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,41.18,0,0,0,0,0,0,0,19.19,518.17,0,0,0,11.88,15.81,250.91,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,17.53,1.59,14.87,0,21.82,0,4.38,0,0,134,1.1,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,41.18,0,0,0,0,0,0,0,19.19,504.74,0,0,0,11.88,15.81,250.91,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,17.53,6.36,14.87,0,21.82,0,4.38,0,0,134,1.1,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,41.18,0,0,0,0,0,0,0,19.19,513.37,0,0,0,11.88,15.81,250.91,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,17.53,6.36,14.87,0,21.82,0,4.38,0,0,134,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,41.18,0,0,0,0,0,0,0,19.19,465.4,0,0,0,11.88,15.81,250.91,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,17.53,26.48,14.87,0,21.82,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,41.18,0,0,0,0,0,0,0,19.19,446.22,0,0,0,11.88,15.81,250.91,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,17.53,26.48,14.87,0,21.82,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,41.18,0,0,0,0,0,0,0,19.19,465.4,0,0,0,11.88,15.81,231.19,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,17.53,2.12,14.87,0,21.82,0,4.38,0,0,134,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,41.18,0,0,0,0,0,0,0,19.19,465.4,0,0,0,11.88,15.81,231.19,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,17.53,1.59,14.87,0,21.82,0,4.38,0,0,134,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,41.18,0,0,0,0,0,0,0,19.19,446.22,0,0,0,11.88,15.81,231.19,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,17.53,1.59,14.87,0,21.82,0,4.38,0,0,134,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,41.18,0,0,0,0,0,0,0,19.19,446.22,0,0,0,11.88,15.81,231.19,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,17.53,1.59,14.87,0,21.82,0,4.38,0,0,134,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,41.18,0,0,0,0,0,0,0,19.19,398.25,0,0,0,11.88,15.81,231.19,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,17.53,1.59,14.87,0,21.82,0,4.38,0,0,134,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,41.18,0,0,0,0,0,0,0,19.19,350.29,0,0,0,11.88,15.81,231.19,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,17.53,1.59,14.87,0,21.82,0,4.38,0,0,134,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

