Block,Time,L_NR_2012_02,LT-59,LT-36,L_NR_2012_01,LT-31,SH-07,L_NR_2020_02,LT-05,L_NR_2023_04,LT-35,L_NR_2019_11,SH-06,L_NR_2012_04,L_NR_2012_07,L_NR_2018_61,L_NR_2022_08,L_NR_2022_09,L_NR_2021_15,L_NR_2019_07,L_NR_2019_05,L_NR_2020_07,L_NR_2021_14,L_NR_2020_05,L_NR_2021_17,L_NR_2021_13,L_NR_2022_10,L_NR_2019_06,L_NR_2019_19,L_NR_2021_12,L_NR_2021_16,L_NR_2020_06
12,02:45-03:00,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,0.000000,115.890000,25.100000,0.000000,10.750000,0.000000,271.520000,74.030000,43.36,6.48,30.34,0,0,0,11.82,0,35.51,0,0,30.34,0,0,0,0,11.84

13,03:00-03:15,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,0.000000,85.210000,25.100000,0.000000,10.750000,0.000000,271.520000,74.030000,43.39,6.15,29.87,0,0,0,10.01,0,30.03,0,0,29.87,0,0,0,0,10.01

14,03:15-03:30,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,0.000000,85.210000,25.100000,0.000000,10.750000,0.000000,271.520000,74.030000,43.58,5.92,29.16,0,0,0,9.69,0,29.08,0,0,29.16,0,0,0,0,9.69

15,03:30-03:45,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,0.000000,85.210000,25.100000,0.000000,10.750000,0.000000,271.520000,74.030000,44.07,8.7,35.59,0,0,0,9.32,0,27.96,0,0,35.59,0,0,0,0,9.32

16,03:45-04:00,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,0.000000,85.210000,25.100000,0.000000,10.750000,0.000000,271.520000,74.030000,44.05,8.64,34.61,0,0,0,9.43,0,28.26,0,0,34.61,0,0,0,0,9.42

17,04:00-04:15,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,0.000000,85.210000,25.100000,0.000000,10.750000,0.000000,271.520000,74.030000,44.04,8.65,33.12,0,0,0,9.84,0,29.5,0,0,33.12,0,0,0,0,9.83

18,04:15-04:30,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,0.000000,85.210000,26.070000,0.000000,10.750000,0.000000,271.520000,74.030000,44.04,8.04,32.2,0,0,0,9.86,0,29.57,0,0,32.2,0,0,0,0,9.85

19,04:30-04:45,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,0.000000,85.210000,25.100000,0.000000,10.750000,0.000000,271.520000,74.030000,44.03,7.37,44.77,0,0,0,9.29,0,27.86,0,0,44.77,0,0,0,0,9.29

20,04:45-05:00,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,0.000000,85.210000,25.100000,0.000000,10.750000,0.000000,271.520000,74.030000,44.41,10.72,43.68,0,0,0,15.84,0,47.51,0,0,43.68,0,0,0,0,15.84

21,05:00-05:15,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,0.000000,85.210000,25.100000,0.000000,10.750000,0.000000,271.520000,74.030000,43.94,10.42,42.91,0,0,0,15.7,0,47.12,0,0,42.91,0,0,0,0,15.71

22,05:15-05:30,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,0.000000,85.210000,25.100000,0.000000,10.750000,0.000000,271.520000,74.030000,44.22,10.05,41.78,0,0,0,15.73,0,47.19,0,0,41.78,0,0,0,0,15.73

23,05:30-05:45,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,0.000000,85.210000,25.100000,0.000000,10.750000,0.000000,271.520000,74.030000,44.11,9.55,41.65,0,0,0,15.86,0,47.56,0,0,41.65,0,0.526878,0,0,15.85

24,05:45-06:00,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,0.000000,85.210000,25.100000,0.000000,10.750000,0.000000,271.520000,74.030000,44.04,9.01,41.54,0,0,0,15.96,0,47.86,0.67,0.03,41.54,0,4.117454,0.14,1.33,15.95

25,06:00-06:15,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,0.000000,85.210000,25.100000,0.000000,10.750000,0.000000,271.520000,74.030000,43.61,8.67,30.19,0.62,1.24,14.54,16.03,0.03,48.12,3,0.62,30.19,17.81,9.142309,3.1,6,16.04

26,06:15-06:30,235.170000,10.330000,0.650000,101.130000,0.650000,0.000000,0.000000,85.210000,25.100000,0.650000,10.750000,0.000000,271.520000,74.030000,41.73,8.42,29.49,1.63,1.91,23.88,16.01,0.03,48.04,4,1.9,29.49,24.1,13.893968,9.5,8,16.01

27,06:30-06:45,235.170000,10.330000,1.060000,101.130000,1.060000,0.000000,0.000000,85.210000,24.140000,1.060000,10.750000,0.000000,271.520000,74.030000,37.14,8.3,28.93,2.84,5.42,33,10.96,0.33,32.86,4.67,3.33,28.93,33,18.606599,16.65,9.33,10.95

28,06:45-07:00,235.170000,10.330000,1.380000,101.130000,1.380000,0.000000,0.000000,85.210000,25.100000,1.380000,10.750000,0.000000,271.520000,74.030000,36.28,8.2,28.12,4.37,9.93,33,10.82,1,32.48,5.33,4.45,28.12,33,24.168089,22.23,10.67,10.83

29,07:00-07:15,196.610000,10.330000,2.030000,101.130000,2.030000,0.000000,0.000000,47.340000,25.100000,2.030000,10.750000,0.000000,271.520000,49.890000,35.14,7.85,26.58,6.43,15.34,33,10.59,4,31.76,7,6.15,26.58,33,30.529653,30.77,14,10.59

30,07:15-07:30,196.610000,10.330000,2.810000,101.130000,2.810000,0.000000,0.000000,47.340000,25.100000,2.810000,10.750000,0.000000,271.520000,49.890000,34.3,7.5,24.76,8.97,22.56,32.77,10.34,8.33,31.01,10.33,8.52,24.76,32.77,36.657049,42.61,20.67,10.34

31,07:30-07:45,196.610000,10.330000,3.680000,101.130000,3.680000,0.000000,0.000000,47.340000,24.140000,3.680000,10.750000,0.000000,271.520000,49.890000,38.81,7.12,23.43,11.74,30.67,30.66,10.12,13.47,30.35,14.67,11.35,23.43,30.67,41.916072,56.77,29.33,10.12

32,07:45:08:00,196.610000,10.330000,4.850000,101.130000,4.850000,0.000000,0.000000,47.340000,24.140000,4.850000,10.750000,0.000000,271.520000,49.890000,38.95,7.12,22.32,14.68,31,31,10.04,20.17,30.11,17.66,14.46,22.32,31,47.438534,72.3,35.34,10.04

33,08:00-08:15,168.010000,10.330000,5.720000,72.160000,5.720000,0.000000,11.880000,47.340000,25.100000,5.720000,10.750000,0.000000,231.700000,49.890000,39.28,7.12,18.48,20.86,32.33,32.34,7.04,29.53,21.09,20.33,17.85,18.48,32.33,52.39509,89.27,40.67,7.03

34,08:15-08:30,168.010000,10.330000,6.810000,53.100000,6.810000,0.000000,11.880000,47.340000,26.070000,6.810000,10.750000,0.000000,193.080000,49.890000,39.53,7.12,18.42,24.56,32.33,32.34,7.02,36.9,21.07,23,20.79,18.42,32.33,56.658899,103.96,46,7.02

35,08:30-08:45,168.010000,10.330000,8.130000,53.100000,8.130000,0.000000,11.880000,47.340000,26.070000,8.130000,10.750000,0.000000,193.080000,49.890000,39.95,7.12,18.22,28.11,32.33,32.34,7.04,45.27,21.11,25.33,24.46,18.22,32.33,60.737325,122.3,50.67,7.04

36,08:45:09:00,168.010000,10.330000,8.920000,53.100000,8.920000,0.000000,11.880000,47.340000,26.070000,8.920000,10.750000,0.000000,193.080000,49.890000,43.47,7.12,18.07,31.26,32.33,32.34,7.08,52.87,21.23,27.66,27.92,18.07,32.33,64.737695,139.6,55.34,7.08

37,09:00:09:15,168.010000,10.330000,9.440000,53.100000,9.440000,0.000000,11.320000,47.340000,27.030000,9.440000,10.750000,0.000000,193.080000,49.890000,43.46,7.12,17.95,33.83,32.33,32.34,7,59.23,21,30.33,31.25,17.95,32.33,68.211187,156.23,60.67,7

38,09:15-09:30,168.010000,10.330000,9.870000,53.100000,9.870000,0.000000,11.320000,47.340000,27.030000,9.870000,10.750000,0.000000,193.080000,49.890000,43.58,6.93,17.44,36,32.33,32.34,7.32,64.2,21.98,32,34.58,17.44,32.33,70.474811,172.88,64,7.33

39,09:30-09:45,168.010000,10.330000,10.310000,53.100000,10.310000,0.000000,11.320000,47.340000,28.000000,10.310000,10.750000,0.000000,193.080000,49.890000,43.61,6.69,16.77,39.31,32.33,32.34,7.24,70.83,21.74,33.66,37.7,16.77,32.33,71.567595,188.51,67.34,7.25

40,09:45-10:00,168.010000,10.330000,10.510000,53.100000,10.510000,0.000000,11.320000,47.340000,28.000000,10.510000,10.750000,0.000000,193.080000,49.890000,43.6,6.95,16.12,41.28,32.33,32.34,7.18,76.3,21.55,35.66,40.48,16.12,32.33,72.270099,202.41,71.34,7.18

41,10:00-10:15,168.010000,10.330000,10.700000,53.100000,10.700000,0.000000,11.140000,47.340000,28.000000,10.700000,10.750000,0.000000,231.700000,49.890000,43.51,6.74,15.77,42.91,32.33,32.34,7.29,80.9,21.85,40,43.02,15.77,32.33,73.987331,215.11,80,7.28

42,10:15-10:30,168.010000,10.330000,10.890000,53.100000,10.890000,0.000000,11.140000,47.340000,27.030000,10.890000,10.750000,0.000000,271.520000,49.890000,43.53,6.73,15.45,43.79,32.33,32.34,7.17,85.23,21.52,43.33,45.26,15.45,32.33,76.748562,226.31,86.67,7.18

43,10:30-10:45,168.010000,10.330000,10.890000,53.100000,10.890000,0.000000,11.140000,47.340000,28.960000,10.890000,10.750000,0.000000,271.520000,49.890000,43.57,6.72,15.09,43.52,32.33,32.34,7.3,88.2,21.88,45,47.5,15.09,32.33,79.822017,237.5,90,7.29

44,10:45-11:00,168.010000,10.330000,10.890000,53.100000,10.890000,0.000000,11.140000,47.340000,28.960000,10.890000,10.750000,0.000000,271.520000,49.890000,43.47,6.68,22.49,42.99,32.33,32.34,7.17,89.63,21.5,46.66,47.5,22.49,32.33,83.529677,237.5,93.34,7.17

45,11:00-11:15,196.610000,10.330000,10.890000,101.130000,10.890000,0.000000,11.040000,47.340000,29.930000,10.890000,10.750000,0.000000,271.520000,59.030000,43.47,6.8,22.35,43.83,32.67,32.66,7.18,90.67,21.54,47.33,47.5,22.35,32.67,87.461748,237.5,94.67,7.18

46,11:15-11:30,196.610000,10.330000,10.890000,101.130000,10.890000,0.000000,11.040000,47.340000,28.000000,10.890000,10.750000,0.000000,271.520000,59.030000,43.54,6.73,22.33,43.51,32.67,32.66,7.28,91.2,21.83,47.33,47.5,22.33,32.67,90.623016,237.5,94.67,7.28

47,11:30-11:45,235.170000,10.330000,10.890000,101.130000,10.890000,0.000000,11.040000,47.340000,28.960000,10.890000,10.750000,0.000000,271.520000,59.030000,43.53,6.72,22.45,46.09,32.67,32.66,7.26,91.27,21.75,47.33,47.5,22.45,32.67,93.189107,237.5,94.67,7.25

48,11:45-12:00,235.170000,10.330000,10.890000,101.130000,10.890000,0.000000,11.040000,47.340000,30.890000,10.890000,10.750000,0.000000,271.520000,59.030000,43.52,6.78,22.53,48.09,32.67,32.66,7.22,91.27,21.67,47.33,47.5,22.53,32.67,95.950338,237.5,94.67,7.22

49,12:00-12:15,206.570000,10.330000,10.890000,101.130000,10.890000,0.000000,11.880000,115.890000,28.960000,10.890000,10.750000,0.000000,271.520000,74.030000,43.57,6.71,22.68,49.39,32.67,32.66,7.29,91.27,21.84,47.33,47.5,22.68,32.67,113.112901,237.5,94.67,7.28

50,12:15-12:30,206.570000,10.330000,10.890000,70.470000,10.890000,0.000000,11.880000,115.890000,28.000000,10.890000,10.750000,0.000000,271.520000,65.260000,29.06,6.81,23.05,50,32.67,32.66,7.18,91.27,21.57,47.33,47.5,23.05,32.67,113.161686,237.5,94.67,7.19

51,12:30-12:45,206.570000,10.330000,10.890000,70.470000,10.890000,0.000000,11.880000,115.890000,28.960000,10.890000,10.750000,0.000000,271.520000,65.260000,29.34,8.78,25.12,50,32.67,32.66,9.44,91.27,28.33,47.33,47.5,25.12,32.67,108.722251,237.5,94.67,9.44

52,12:45-13:00,206.570000,10.330000,10.890000,70.470000,10.890000,0.000000,11.880000,115.890000,29.930000,10.890000,10.750000,0.000000,271.520000,65.260000,29.39,8.86,25.12,50,32.67,32.66,9.74,91.23,29.25,47.33,47.5,25.12,32.67,110.849277,237.5,94.67,9.75

53,13:00-13:15,206.570000,10.330000,10.890000,70.470000,10.890000,0.000000,11.880000,66.270000,29.930000,10.890000,10.750000,0.000000,271.520000,65.260000,42.6,8.99,25.22,50,32.67,32.66,10.01,91.13,30.08,47.33,47.5,25.22,32.67,111.239557,237.5,94.67,10.03

54,13:15-13:30,206.570000,10.330000,10.890000,70.470000,10.890000,0.000000,11.880000,66.270000,30.890000,10.890000,10.750000,0.000000,271.520000,65.260000,42.55,9.07,25.16,50,32.67,32.66,10.37,91.1,31.1,47.33,47.5,25.16,32.67,110.907819,237.5,94.67,10.37

55,13:30-13:45,206.570000,10.330000,10.890000,70.470000,10.890000,0.000000,11.880000,115.890000,28.000000,10.890000,10.750000,0.000000,271.520000,65.260000,42.52,9.11,25.53,50,32.67,32.66,10.69,91.13,32.1,47.33,47.5,25.53,32.67,108.907634,237.5,94.67,10.7

56,13:45-14:00,206.570000,10.330000,10.890000,101.130000,10.890000,0.000000,11.880000,115.890000,28.000000,10.890000,10.750000,0.000000,271.520000,65.260000,42.61,9.31,25.53,50,32.67,32.66,11.09,90.9,33.24,47.33,47.5,25.53,32.67,105.453656,237.5,94.67,11.08

57,14:00-14:15,235.170000,10.330000,10.890000,101.130000,10.890000,0.000000,11.320000,115.890000,27.030000,10.890000,10.750000,0.000000,271.520000,74.030000,42.61,9.53,34.56,40,32.67,32.66,14.18,90,42.52,47.33,47.5,34.56,32.67,100.604427,237.5,94.67,14.17

58,14:15-14:30,235.170000,10.330000,10.890000,101.130000,10.890000,0.000000,11.320000,115.890000,28.000000,10.890000,10.750000,0.000000,271.520000,74.030000,42.45,10.04,35.37,40,32.67,32.66,14.57,89.43,43.73,46.66,47.5,35.37,32.67,89.754643,237.5,93.34,14.58

59,14:30-14:45,235.170000,10.330000,10.890000,101.130000,10.890000,0.000000,11.320000,115.890000,28.960000,10.890000,10.750000,0.000000,271.520000,74.030000,42.43,10.74,36.35,40,32.67,32.66,15.09,88.37,45.26,45,47.5,36.35,32.67,83.597976,237.5,90,15.09

60,14:45-15:00,235.170000,10.330000,10.890000,101.130000,10.890000,0.000000,11.320000,115.890000,29.930000,10.890000,10.750000,0.000000,271.520000,74.030000,42.47,11.44,37.58,23.52,32.67,32.66,15.63,86.57,46.87,41.66,47.5,37.58,32.67,77.509608,237.5,83.34,15.62

61,15:00-15:15,235.170000,10.330000,10.890000,101.130000,10.890000,0.000000,11.600000,115.890000,30.890000,10.890000,10.750000,0.000000,271.520000,74.030000,42.6,12.53,38.54,22.69,32.67,32.66,16.21,82.47,48.6,34.66,46.59,38.54,32.67,72.065202,232.95,69.34,16.2

62,15:15-15:30,235.170000,10.330000,10.890000,101.130000,10.890000,0.000000,11.600000,115.890000,30.890000,10.890000,10.750000,0.000000,271.520000,74.030000,42.43,13.88,37.21,21.72,32.67,32.66,15.06,76.87,45.17,32.66,44.42,37.21,32.67,67.440384,222.11,65.34,15.06

63,15:30-15:45,235.170000,10.330000,10.700000,101.130000,10.700000,0.000000,11.600000,115.890000,31.860000,10.700000,10.750000,0.000000,271.520000,74.030000,39.69,13.54,37.59,21.08,32.67,32.66,15.27,72.53,45.81,31,41.07,37.59,32.67,62.532613,205.33,62,15.27

64,15:45-16:00,235.170000,10.330000,10.400000,101.130000,10.400000,0.000000,11.600000,115.890000,31.860000,10.400000,10.750000,0.000000,271.520000,74.030000,39.89,14.54,39.04,0,32.67,32.66,15.43,66.83,46.31,29.33,38.54,39.04,32.67,57.312618,192.69,58.67,15.44

65,16:00-16:15,235.170000,10.330000,9.700000,101.130000,9.700000,0.000000,11.510000,115.890000,31.860000,9.700000,10.750000,0.000000,271.520000,74.030000,40.14,15.17,40.52,0,32.67,32.66,15.63,60.87,46.89,26.33,36.33,40.52,32.67,52.014567,181.64,52.67,15.63

66,16:15-16:30,235.170000,10.330000,9.160000,101.130000,9.160000,0.000000,11.510000,115.890000,31.860000,9.160000,10.750000,0.000000,271.520000,74.030000,40.49,16.28,42.45,20,32.67,32.66,16.38,54.6,49.17,24.66,33.55,42.45,32.67,46.433563,167.76,49.34,16.39

67,16:30-16:45,235.170000,10.330000,8.600000,101.130000,8.600000,0.000000,11.510000,115.890000,31.860000,8.600000,10.750000,0.000000,271.520000,55.990000,42.09,16.99,44.23,28.79,31.6,33,16.88,48.23,50.66,23.66,30.34,44.23,33,40.257382,151.7,47.34,16.89

68,16:45-17:00,235.170000,10.330000,7.820000,101.130000,7.820000,0.000000,11.510000,115.890000,31.860000,7.820000,10.750000,0.000000,271.520000,55.990000,42.89,17.58,41.58,25.13,22.56,33,17.36,41.9,52.03,19,27.07,41.58,33,33.583594,135.36,38,17.34

69,17:00-17:15,235.170000,10.330000,6.950000,101.130000,6.950000,0.000000,11.510000,115.890000,31.860000,6.950000,10.750000,0.000000,271.520000,47.240000,42.98,17.69,42.27,21.49,16.25,33,17.69,33.6,53.06,14.67,23.74,42.27,33,27.456198,118.72,29.33,17.69

70,17:15-17:30,235.170000,10.330000,5.470000,101.130000,5.470000,0.000000,11.510000,115.890000,31.860000,5.470000,10.750000,0.000000,271.520000,47.240000,42.97,17.25,43.35,17.9,10.83,33,17.94,27.57,53.79,13.33,20.4,43.35,33,22.236203,101.98,26.67,17.93

71,17:30-17:45,235.170000,10.330000,4.200000,101.130000,4.200000,0.000000,11.510000,115.890000,31.860000,4.200000,10.750000,0.000000,271.520000,47.240000,42.73,16.77,43.69,14.27,7.49,21.74,17.75,20.2,53.24,8.67,17.03,43.69,32.19,17.650413,85.18,17.33,17.75

72,17:45-18:00,235.170000,10.330000,3.320000,101.130000,3.320000,0.000000,11.510000,115.890000,31.860000,3.320000,10.750000,0.000000,271.520000,47.240000,43.69,17.03,44.51,10.92,2.31,12.44,18.03,11.2,54.11,7,13.63,44.51,26.91,13.445146,68.16,14,18.04

73,18:00-18:15,235.170000,10.330000,2.550000,101.130000,2.550000,0.000000,11.510000,115.890000,28.960000,2.550000,10.750000,0.000000,271.520000,65.260000,44.02,17.23,46.74,8.02,0,0,18.54,7.47,55.62,5.33,10.39,46.74,0,9.903355,51.98,10.67,18.54

74,18:15-18:30,235.170000,10.330000,1.870000,101.130000,1.870000,0.000000,11.510000,115.890000,28.960000,1.870000,10.750000,0.000000,271.520000,65.260000,44.02,18.53,46.87,5.62,0,0,18.79,2,56.4,3.67,7.55,46.87,0,6.576218,37.78,7.33,18.8

75,18:30-18:45,235.170000,10.330000,0.830000,101.130000,0.830000,0.000000,11.790000,115.890000,28.960000,0.830000,10.750000,0.000000,271.520000,74.030000,44.02,18.64,46.94,3.81,0,0,19.01,1,57.08,3,5.2,46.94,0,3.395436,25.99,6,19.03

76,18:45-19:00,235.170000,10.330000,0.560000,101.130000,0.560000,0.000000,11.790000,115.890000,28.960000,0.560000,10.750000,0.000000,271.520000,74.030000,44.02,18.33,47.25,2.37,0,0,19.38,0.33,58.14,2,3.34,47.25,0,1.395251,16.7,4,19.38

77,19:00-19:15,235.170000,10.330000,0.320000,101.130000,0.320000,0.000000,11.790000,115.890000,28.000000,0.320000,10.750000,0.000000,271.520000,74.030000,44.02,17.93,47.52,1.28,0,0,19.33,0.03,58.01,1,1.98,47.52,0,0.419551,9.92,2,19.34

78,19:15-19:30,235.170000,10.330000,0.040000,101.130000,0.040000,0.000000,11.790000,115.890000,28.000000,0.040000,10.750000,0.000000,271.520000,74.030000,44.02,18.03,47.75,0.42,0,0,19.32,0,57.99,0.33,0.95,47.75,0,0,4.74,0.67,19.33

79,19:30-19:45,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.790000,115.890000,28.960000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,18.1,47.93,0,0,0,19.48,0,58.42,1,0.18,47.93,0,0,0.91,1,19.47

80,19:45-20:00,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.790000,115.890000,28.960000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,18.28,47.89,0,0,0,21.76,0,65.26,0,0,47.89,0,0,0,0,21.75

81,20:00-20:15,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.880000,115.890000,28.960000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,16.99,46.54,0,0,0,21.64,0,64.9,0,0,46.54,0,0,0,0,21.63

82,20:15-20:30,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.880000,115.890000,28.960000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,16.88,46.52,0,0,0,21.56,0,64.65,0,0,46.52,0,0,0,0,21.55

83,20:30-20:45,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.880000,115.890000,28.960000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,16.94,47.46,0,0,0,21.42,0,64.28,0,0,47.46,0,0,0,0,21.43

84,20:45-21:00,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.880000,115.890000,28.960000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,17.24,48.13,0,0,0,21.8,0,65.39,0,0,48.13,0,0,0,0,21.8

85,21:00-21:15,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.880000,115.890000,28.960000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,17.6,48.62,0,0,0,22.32,0,66.98,0,0,48.62,0,0,0,0,22.33

86,21:15-21:30,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.880000,115.890000,28.960000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,17.82,48.87,0,0,0,21.93,0,65.82,0,0,48.87,0,0,0,0,21.94

87,21:30-21:45,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.880000,115.890000,28.000000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,16.69,40.21,0,0,0,16.8,0,50.4,0,0,40.21,0,0,0,0,16.8

88,21:45-22:00,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.880000,115.890000,28.000000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,16.65,40.19,0,0,0,16.96,0,50.88,0,0,40.19,0,0,0,0,16.96

89,22:00-22:15,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.790000,115.890000,28.000000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,16.58,39.32,0,0,0,17.06,0,51.18,0,0,39.32,0,0,0,0,17.06

90,22:15-22:30,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.790000,115.890000,25.100000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,17.71,46.87,0,0,0,19.61,0,58.81,0,0,46.87,0,0,0,0,19.6

91,22:30-22:45,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.790000,115.890000,26.070000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,17.64,46.95,0,0,0,19.77,0,59.31,0,0,46.95,0,0,0,0,19.77

92,22:45-23:00,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.790000,115.890000,26.070000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,17.35,46.99,0,0,0,19.94,0,59.79,0,0,46.99,0,0,0,0,19.93

93,23:00-23:15,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.790000,115.890000,25.100000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,17.35,46.97,0,0,0,19.79,0,59.4,0,0,46.97,0,0,0,0,19.8

94,23:15-23:30,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.790000,115.890000,25.100000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,17.53,46.95,0,0,0,19.77,0,59.29,0,0,46.95,0,0,0,0,19.76

95,23:30-23:45,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.790000,115.890000,26.070000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,17.53,46.89,0,0,0,19.8,0,59.42,0,0,46.89,0,0,0,0,19.81

96,23:45-24:00,235.170000,10.330000,0.000000,101.130000,0.000000,0.000000,11.790000,115.890000,25.100000,0.000000,10.750000,0.000000,271.520000,74.030000,44.02,17.56,46.78,0,0,0,19.68,0,59.03,0,0,46.78,0,0,0,0,19.67

