Block,Time Block,DADRI_RF,TelanganaSTPP,UNCHAHAR1,UNCHAHAR2,URI2,DADRI_CRF,UNCHAHAR3,ANTA_GF,AURY_CRF,AURY_RF,URI,ANTA_CRF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,UNCHAHAR4,VALLURNTECL,ANTA_LF,AURY_GF,NAPP,NLCEXP,NJPC,NLCIIST2,NLCIIST1,FSTPP I & II,DULHASTI,SIMHST2,TANDA2,SINGRAULI,TALST2,TANAKPUR,SINGRAULI_HYDRO,TEHRIPSP,TALA,TEHRI,KHSTPP-I,KOTESHWR,KHSTPP-II,KKNP,KGSU1AND2,KKNPPU2,KUDGI,KOLDAM,KGSU3AND4,KISHANGANGA,DHAULIGNGA,DADRT2,CHAMERA3,JHAJJAR,CHAMERA2,BRBCL,CHAMERA1,BSIUL,MAPS,SALAL,SEWA2,SASAN,RSTPSU1TO6,SIMHST1,RSTPSU7,RAPPC,RIHAND3,RIHAND2,RIHAND1,RAPPD,PARBATI3,RAPPB,NNTPP,RAMPUR,NTPL,PARBATI2,NLCTS2EXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
14,03:15-03:30,0,0,10.45,23.99,36.92,0,13.29,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,3.65,111.08,0,8.06,1.13,0,16.36,28.71,24.24,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,7.37,33.95,317.29,47.31,15.9,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,51.78,80.56,53.11,25.09,76.42,0,0,6.81,0,56.16,0,0,0,0,0,0

15,03:30-03:45,0,0,10.45,23.99,36.92,0,13.29,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,3.65,111.08,0,9.3,1.13,0,17.2,28.71,24.24,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,7.37,33.95,317.29,47.31,15.74,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,51.78,80.56,53.11,25.09,76.42,0,0,6.81,0,56.16,0,0,0,0,0,0

16,03:45-04:00,0,0,10.45,23.99,36.92,0,13.29,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,3.65,111.08,0,9.3,1.13,0,17.2,28.71,24.24,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,7.37,33.95,317.29,47.31,15.4,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,51.78,80.56,53.11,25.09,76.42,0,0,6.81,0,56.16,0,0,0,0,0,0

17,04:00-04:15,0,0,10.45,23.99,36.92,0,13.29,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,3.65,111.08,0,9.3,1.13,0,17.2,28.71,24.24,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,7.37,33.95,317.29,47.31,14.64,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,51.78,80.56,53.11,25.09,76.42,0,0,6.81,0,56.16,0,0,0,0,0,0

18,04:15-04:30,0,0,10.45,23.99,36.92,0,13.29,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,3.65,111.08,0,9.3,1.13,0,17.2,28.71,24.24,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,7.37,33.95,317.29,47.31,16.44,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,51.78,80.56,53.11,25.09,76.42,0,0,6.81,0,56.16,0,0,0,0,0,0

19,04:30-04:45,0,0,10.45,23.99,36.92,0,13.29,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,3.65,111.08,0,9.3,1.13,0,18.91,28.71,24.24,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,7.37,33.95,317.29,47.31,15.28,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,51.78,80.56,53.11,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

20,04:45-05:00,0,0,10.45,23.99,36.92,0,13.29,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,3.65,111.08,0,9.3,1.13,0,18.91,28.71,24.24,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,7.37,33.95,317.29,47.31,17.89,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,51.78,80.56,53.11,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

21,05:00-05:15,0,0,10.45,23.99,36.92,0,13.29,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,3.65,111.08,0,7.43,1.13,0,18.91,28.71,24.24,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,72.67,33.95,317.29,47.31,20.63,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,86.16,80.56,53.11,25.09,66.91,0,0,6.81,0,56.16,0,0,0,0,0,0

22,05:15-05:30,0,0,10.45,23.99,36.92,0,13.29,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,3.65,111.08,0,7.43,1.13,0,18.91,28.71,24.24,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,7.39,33.95,317.29,47.31,22.15,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,86.16,80.56,53.11,25.09,66.91,0,0,6.81,0,56.16,0,0,0,0,0,0

23,05:30-05:45,0,0,10.45,23.99,36.92,0,13.29,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,3.65,111.08,0,7.43,1.13,0,18.91,28.71,24.24,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,7.39,33.95,317.29,47.31,20.74,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,86.16,80.56,53.11,25.09,74.34,0,0,6.81,0,56.16,0,0,0,0,0,0

24,05:45-06:00,0,0,10.45,23.99,36.92,0,13.29,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,3.65,111.08,0,7.43,1.13,0,18.91,28.71,24.24,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,7.39,33.95,317.29,47.31,19.04,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,86.16,80.56,53.11,25.09,74.34,0,0,6.81,0,56.16,0,0,0,0,0,0

25,06:00-06:15,0,0,12.04,26.13,36.92,0,16.53,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,11.98,56.87,0,3.65,111.08,0,7.43,1.13,0,18.91,28.71,24.5,10.1,99.07,0,0,0,0,10.3,0,8.43,42.42,7.39,33.95,317.29,47.31,18.76,40.78,12.61,0,80.37,0,402.38,0,0,0,66.16,86.16,96.42,59.53,25.09,74.34,0,0,6.81,0,56.16,0,0,0,0,0,0

26,06:15-06:30,0,0,12.04,26.13,36.92,0,16.53,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,11.98,56.87,0,3.65,111.08,0,7.43,1.13,0,18.91,28.71,24.5,10.1,99.07,0,0,0,0,10.3,0,8.43,42.42,7.39,33.95,317.29,47.31,23.16,40.78,12.61,0,80.37,0,402.38,0,0,0,66.16,86.16,96.42,59.53,25.09,74.34,0,0,6.81,0,56.16,0,0,0,0,0,0

27,06:30-06:45,0,0,10.45,23.99,36.92,0,13.29,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,3.65,111.08,0,5.57,1.13,0,19.4,28.71,24.24,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,7.39,33.95,317.29,47.31,21.73,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,86.16,83.11,53.11,25.09,74.34,0,0,6.81,0,56.16,0,0,0,0,0,0

28,06:45-07:00,0,0,10.45,23.99,36.92,0,13.29,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,3.65,111.08,0,5.57,1.13,0,19.4,28.71,24.24,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,7.39,33.95,317.29,47.31,20.48,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,86.16,80.56,53.11,25.09,74.34,0,0,6.81,0,56.16,0,0,0,0,0,0

29,07:00-07:15,0,0,10.45,23.99,36.92,0,13.29,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,3.65,111.08,0,5.57,1.13,0,19.4,28.71,28.11,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,7.39,33.95,317.29,47.31,21.5,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,86.16,80.56,53.11,25.09,74.34,0,0,6.81,0,56.16,0,0,0,0,0,0

30,07:15-07:30,0,0,10.45,23.99,36.92,0,13.29,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,3.65,111.08,0,5.57,1.13,0,19.4,28.71,28.11,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,7.39,33.95,317.29,47.31,21.05,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,86.16,80.56,53.11,25.09,74.34,0,0,6.81,0,56.16,0,0,0,0,0,0

31,07:30-07:45,0,0,10.45,23.99,36.92,0,13.29,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,4.01,111.08,0,5.57,1.13,0,19.97,28.71,28.11,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,7.39,33.95,317.29,47.31,20.13,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,86.16,80.56,53.11,25.09,74.34,0,0,6.81,0,56.16,0,0,0,0,0,0

32,07:45-08:00,0,0,10.45,23.99,36.92,0,13.29,0,0,0,49.13,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,4.01,111.08,0,5.57,1.13,0,19.97,28.71,28.11,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,7.39,33.95,317.29,47.31,18.96,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,86.16,80.56,53.11,25.09,74.34,0,0,6.81,0,56.16,0,0,0,0,0,0

33,08:00-08:15,0,0,10.11,23.4,36.92,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,111.08,0,5.57,1.13,0,19.97,28.71,28.11,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,4.98,33.95,218.63,47.31,18.43,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,86.16,80.56,53.11,25.09,68.4,0,0,6.81,0,56.16,0,0,0,0,0,0

34,08:15-08:30,0,0,10.11,23.4,36.92,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,111.08,0,5.57,1.13,0,19.97,19.14,28.11,10.1,94.51,0,0,0,0,10.3,0,8.43,42.42,4.98,33.95,218.63,47.31,19.65,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,86.16,80.56,53.11,25.09,68.4,0,0,6.81,0,56.16,0,0,0,0,0,0

35,08:30-08:45,0,0,10.11,23.4,36.92,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,111.08,0,5.57,1.13,0,19.97,9.57,28.11,10.1,86.47,0,0,0,0,10.3,0,8.43,42.42,4.98,33.95,218.63,47.31,19.92,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,86.16,80.56,53.11,25.09,68.4,0,0,6.81,0,56.16,0,0,0,0,0,0

36,08:45-09:00,0,0,10.11,23.4,36.92,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,111.08,0,5.57,1.13,0,19.97,0,28.11,10.1,93.62,0,0,0,0,10.3,0,8.43,42.42,4.98,33.95,218.63,47.31,20.5,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,86.16,80.56,53.11,25.09,68.4,0,0,6.81,0,56.16,0,0,0,0,0,0

37,09:00-09:15,0,0,10.11,23.4,36.92,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,111.08,0,5.57,1.13,0,20.25,0,28.11,10.1,93.62,0,0,0,0,10.3,0,8.43,42.42,4.98,33.95,218.63,47.31,17.12,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,86.16,80.56,53.11,25.09,66.91,0,0,6.81,0,56.16,0,0,0,0,0,0

38,09:15-09:30,0,0,10.11,23.4,36.92,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,111.08,0,5.57,1.13,0,20.25,0,28.11,10.1,93.62,0,0,0,0,10.3,0,8.43,42.42,4.98,33.95,121.89,47.31,18.61,40.78,12.61,0,80.37,0,375.86,0,0,0,66.16,86.16,80.56,53.11,25.09,66.91,0,0,6.81,0,56.16,0,0,0,0,0,0

39,09:30-09:45,0,0,10.11,23.4,36.92,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,89.25,0,5.57,1.13,0,20.25,0,28.11,0,93.62,0,0,0,0,10.3,0,8.43,42.42,4.98,33.95,121.89,47.31,19.58,27.18,12.61,0,80.37,0,375.86,0,0,0,66.16,70.43,67.47,53.11,25.09,68.4,0,0,6.81,0,56.16,0,0,0,0,0,0

40,09:45-10:00,0,0,10.11,23.4,36.92,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,89.25,0,7.43,1.13,0,20.25,0,28.11,0,93.62,0,0,0,0,10.3,0,8.43,42.42,4.98,33.95,121.89,47.31,18.97,27.18,12.61,0,80.37,0,375.86,0,0,0,66.16,70.43,67.47,53.11,25.09,68.4,0,0,6.81,0,56.16,0,0,0,0,0,0

41,10:00-10:15,0,0,10.11,23.4,36.92,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,89.32,0,9.92,1.13,0,20.25,0,28.11,0,97.22,0,0,0,0,10.3,0,8.43,42.42,4.98,33.95,121.89,47.31,19.75,27.18,12.61,0,80.37,0,375.86,0,0,0,66.16,70.43,67.47,53.11,25.09,68.4,0,0,6.81,0,56.16,0,0,0,0,0,0

42,10:15-10:30,0,0,10.11,23.4,36.92,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,89.32,0,9.92,1.13,0,20.25,0,28.11,0,97.22,0,0,0,0,10.3,0,8.43,42.42,4.98,33.95,121.89,47.31,16.94,27.18,12.61,0,80.37,0,375.86,0,0,0,66.16,70.43,67.47,53.11,25.09,68.4,0,0,6.81,0,56.16,0,0,0,0,0,0

43,10:30-10:45,0,0,10.11,23.4,36.92,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,89.31,0,9.92,1.13,0,20.25,0,28.11,0,97.22,0,0,0,0,10.3,0,8.43,42.42,4.98,33.95,121.89,47.31,15.47,27.18,12.61,0,80.37,0,375.86,0,0,0,66.16,70.43,67.47,53.11,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

44,10:45-11:00,0,0,10.11,23.4,36.92,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,89.31,0,9.92,1.13,0,20.25,0,28.11,0,97.22,0,0,0,0,10.3,0,8.43,42.42,4.98,33.95,121.89,47.31,16.22,27.18,12.61,0,80.37,0,375.86,0,0,0,66.16,70.43,67.47,53.11,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

45,11:00-11:15,0,0,10.11,23.4,36.92,0,13.01,0,0,0,51.26,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,82.78,0,11.65,1.13,0,20.25,0,28.11,0,97.22,0,0,0,0,10.3,0,8.43,42.42,4.98,33.95,121.89,47.31,15.53,27.18,12.61,0,80.37,0,375.86,0,0,0,66.16,70.43,67.47,53.11,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

46,11:15-11:30,0,0,10.11,23.4,36.92,0,13.01,0,0,0,51.26,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,82.78,0,11.65,1.13,0,20.25,0,28.11,0,97.22,0,0,0,0,10.3,0,8.43,42.42,4.98,33.95,121.89,47.31,15.63,27.18,12.61,0,80.37,0,375.86,0,0,0,66.16,70.43,67.47,53.11,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

47,11:30-11:45,0,0,10.11,23.4,36.92,0,13.01,0,0,0,51.26,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,111.08,0,9.92,1.13,0,20.25,0,28.11,0,97.22,0,0,0,0,10.3,0,8.43,31.82,4.98,33.95,121.89,47.31,17.36,13.59,12.61,0,80.37,0,349.65,0,0,0,66.16,81.32,80.52,53.11,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

48,11:45-12:00,0,0,10.11,23.4,36.92,0,13.01,0,0,0,51.26,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,111.08,0,9.92,1.13,0,20.25,0,28.11,0,97.22,0,0,0,0,10.3,0,8.43,31.82,4.98,33.95,121.89,47.31,19.63,0,12.61,0,80.37,0,349.65,0,0,0,66.16,81.32,80.52,53.11,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

49,12:00-12:15,0,0,10.11,23.4,28.02,0,13.01,0,0,0,51.26,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,127.02,0,5.57,1.13,0,20.25,0,28.11,0,97.22,0,0,0,0,10.3,0,8.43,31.82,4.98,33.95,121.89,47.31,19.8,0,12.61,0,80.37,0,371.51,0,0,0,66.16,81.32,80.52,53.11,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

50,12:15-12:30,0,0,10.11,23.4,28.02,0,13.01,0,0,0,51.26,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,126.86,0,5.57,1.13,0,20.25,0,28.11,0,97.22,0,0,0,0,10.3,0,8.43,31.82,4.98,33.95,121.89,47.31,18.58,0,12.61,0,80.37,0,376.16,0,0,0,66.16,81.32,80.52,53.11,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

51,12:30-12:45,0,0,10.11,23.4,28.02,0,13.01,0,0,0,51.26,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,128.37,0,9.3,1.15,0,20.25,0,28.11,0,102.17,0,0,0,0,10.3,0,8.43,31.82,4.98,33.95,121.89,47.31,18.45,0,12.61,0,80.37,0,376.16,0,0,0,66.16,81.32,80.52,53.11,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

52,12:45-13:00,0,0,10.11,23.4,28.02,0,13.01,0,0,0,51.26,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,125.79,0,9.3,1.15,0,20.25,0,28.11,0,97.22,0,0,0,0,10.3,0,8.43,31.82,4.98,33.95,121.89,47.31,18.73,0,12.61,0,80.37,0,376.16,0,0,0,66.16,81.32,80.52,53.11,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

