Block,Time,RIHAND2,DADRI_RF,NAPP,KISHANGANGA,AURY_CRF,AURY_GF,JHAJJAR,DADRT2,TANAKPUR,RIHAND1,URI,RAPPB,CHAMERA1,TEHRI,ANTA_GF,CHAMERA3,RAPPC,BSIUL,AURY_LF,DHAULIGNGA,URI2,PARBATI3,RIHAND3,UNCHAHAR1,DADRI_GF,SALAL,KOLDAM,UNCHAHAR4,UNCHAHAR3,DADRI_CRF,SEWA2,NJPC,KOTESHWR,ANTA_RF,ANTA_LF,RAMPUR,DADRI_LF,AURY_RF,SINGRAULI,TANDA2,SINGRAULI_HYDRO,CHAMERA2,ANTA_CRF,UNCHAHAR2,DULHASTI,KHSTPP-I,NLCIIST2,SOLAPUR,GANDHAR-ComGas,MOUDA_II,NLCTS2EXP,TALA,RSTPSU7,VSTPS V,KAWAS-RLNG,SIPAT II,VSTPS III,KUDGI,FSTPP I & II,GADARWARA-I,NLCIIST1,KHARGONE-I,MOUDA,SASAN,TAPS-II,LARA-I,TALST2,KHSTPP-II,KGSU1AND2,GANDHAR-RLNG,VALLURNTECL,KAWAS-APM,NTPL,GANDHAR-APM,KAWAS-ComGas,GANDHAR-NAPM,NNTPP,KGSU3AND4,KSTPS7,VSTPS IV,KAPS,KAWAS-zLIQ,SIMHST2,KAWAS-NAPM,RSTPSU1TO6,VSTPS I,KSTPS I&II,NLCEXP,VSTPS II,MAPS,BRBCL,SIPAT I,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,130.673313,182.261914,5.695198,92.676288,48.549228,0.000000,12.216560,35.178923,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,36.456330,0.000000,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.762860,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.174522,0.000000,0.977660,29.821813,0.000000,22.947900,54.974040,19.122782,0.46,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,14.135449,0.000000,0.86,1.700152,1.860319,337.284338,1.316072,3.950996,0.00,65.209852,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.257861,2.598688,1.72,1.864989,0.24,10.642456,5.100457,1.57,0,0,0,0,0

7,01:30-01:45,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,130.673313,182.261914,0.000000,92.676288,48.549228,0.000000,12.216560,35.178923,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,36.456330,0.000000,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.762860,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.174522,0.000000,0.977660,29.821813,0.000000,22.947900,54.974040,12.564500,0.46,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,14.135449,0.000000,0.86,1.700152,1.860319,337.284338,1.316072,3.950996,0.00,43.492500,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.257861,2.598688,1.72,1.864989,0.24,8.550078,5.100457,1.57,0,0,0,0,0

8,01:45-02:00,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,130.673313,182.071915,0.000000,92.676288,48.549228,0.000000,0.000000,23.452616,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,36.456330,0.000000,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.762860,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.174522,0.000000,0.977660,29.821813,0.000000,22.947900,54.974040,12.564500,0.46,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,14.135449,0.000000,0.86,1.700152,1.860319,337.284338,1.316072,3.950996,0.00,43.492500,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.257861,2.598688,1.72,1.864989,0.24,8.882550,5.100457,1.57,0,0,0,0,0

9,02:00-02:15,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,130.673313,182.071915,0.000000,92.676288,48.549228,0.000000,0.000000,11.726308,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,36.456330,0.000000,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.762860,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.174522,0.000000,0.977660,29.821813,0.000000,22.947900,36.554168,12.564500,0.46,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,14.135449,0.000000,0.86,1.700152,1.860319,337.284338,1.316072,3.950996,0.00,43.492500,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.257861,2.598688,1.67,1.864989,0.24,10.321246,5.100457,1.57,0,0,0,0,0

10,02:15-02:30,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,130.673313,182.071915,0.000000,92.676288,48.549228,0.000000,0.000000,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,36.456330,0.000000,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.185133,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.174522,0.000000,0.977660,29.821813,0.000000,22.686786,36.554168,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,14.135449,0.000000,0.85,1.700152,1.860319,337.284338,1.316072,3.950996,0.00,43.492500,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.257861,2.598688,1.67,1.864989,0.24,10.783306,5.100457,1.57,0,0,0,0,0

11,02:30-02:45,92.619067,0.000000,46.513944,4.133308,0.000000,0.000000,120.042963,182.071915,0.000000,42.912503,48.549228,0.000000,0.000000,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,36.456330,0.000000,64.587136,3.983526,0.000000,47.169066,0.000000,0.000000,13.762860,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,0.998028,29.821813,0.000000,22.947900,36.554168,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,3.950996,0.00,43.492500,1.93,0.000000,1.48,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.257861,2.598688,1.69,1.864989,0.24,8.805676,5.100457,1.57,0,0,0,0,0

12,02:45-03:00,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.071915,0.000000,42.912503,48.549228,0.000000,0.000000,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,36.456330,0.000000,64.587136,3.983526,0.000000,47.169066,0.000000,0.000000,13.762860,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,0.998028,29.821813,0.000000,22.947900,36.554168,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,3.950996,0.00,43.492500,1.93,0.000000,1.48,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.257861,2.598688,1.69,1.864989,0.24,11.968042,5.100457,1.57,0,0,0,0,0

13,03:00-03:15,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.071915,0.000000,43.470376,48.549228,0.000000,0.000000,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,35.283775,0.000000,64.587136,3.983526,0.000000,47.169066,0.000000,0.000000,13.762860,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,0.998028,29.821813,0.000000,22.947900,36.554168,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,3.950996,0.00,43.492500,1.93,0.000000,1.48,0.000000,3.65,0.000000,0.000000,0.000000,0.20,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.257861,2.598688,1.69,1.864989,0.24,12.986133,5.100457,1.57,0,0,0,0,0

14,03:15-03:30,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.071915,0.000000,44.831267,48.549228,0.000000,0.000000,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,35.283775,0.000000,64.653813,3.983526,0.000000,47.169066,0.000000,0.000000,13.762860,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,0.998028,29.821813,0.000000,22.947900,36.554168,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,3.950996,0.00,43.492500,1.93,0.000000,1.48,0.000000,3.65,0.000000,0.000000,0.000000,0.20,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.257861,2.598688,1.69,1.864989,0.24,13.963996,5.100457,1.57,0,0,0,0,0

15,03:30-03:45,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.071915,0.000000,44.831267,48.549228,0.000000,0.000000,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,35.283775,0.000000,64.653813,3.983526,0.000000,47.169066,0.000000,0.000000,13.762860,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,0.998028,29.821813,0.000000,22.947900,36.554168,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,3.950996,0.00,43.492500,1.93,0.000000,1.48,0.000000,3.65,0.000000,0.000000,0.000000,0.20,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

16,03:45-04:00,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.071915,0.000000,44.831267,48.549228,0.000000,0.000000,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,35.283775,0.000000,64.653813,3.983526,0.000000,47.169066,0.000000,0.000000,13.762860,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,0.998028,29.821813,0.000000,22.947900,36.554168,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,3.950996,0.00,43.492500,1.93,0.000000,1.48,0.000000,3.65,0.000000,0.000000,0.000000,0.20,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

17,04:00-04:15,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.261914,0.000000,43.470376,48.549228,0.000000,0.000000,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,35.283775,0.000000,64.843797,3.983526,0.000000,47.169066,0.000000,0.000000,13.762860,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,0.998028,29.821813,0.000000,22.947900,36.554168,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.003820,0.00,43.492500,1.93,0.000000,1.48,0.000000,3.65,0.000000,0.000000,0.000000,0.20,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278040,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

18,04:15-04:30,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.261914,0.000000,43.470376,48.549228,0.000000,0.000000,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,35.283775,0.000000,64.843797,3.983526,0.000000,47.169066,0.000000,0.000000,13.762860,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,0.998028,29.821813,0.000000,22.947900,36.554168,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.005491,0.00,43.492500,1.93,0.000000,1.48,0.000000,3.65,0.000000,0.000000,0.000000,0.21,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

19,04:30-04:45,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.261914,0.000000,44.831267,48.549228,0.000000,0.000000,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,35.283775,0.000000,64.843797,3.983526,0.000000,80.861256,0.000000,0.000000,13.762860,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.018396,29.821813,0.000000,22.947900,36.554168,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.005491,0.00,43.492500,1.93,0.000000,1.55,0.000000,3.65,0.000000,0.000000,0.000000,0.21,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

20,04:45-05:00,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.261914,0.000000,44.831267,48.549228,0.000000,0.000000,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,35.283775,0.000000,64.843797,3.983526,0.000000,80.861256,0.000000,0.000000,13.762860,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.018396,29.821813,0.000000,22.947900,36.554168,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.005491,0.00,43.492500,1.93,0.000000,1.68,0.000000,3.65,0.000000,0.000000,0.000000,0.21,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

21,05:00-05:15,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,181.953196,0.000000,42.912503,48.549228,0.000000,0.000000,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,35.283775,0.000000,64.587136,3.983526,0.000000,80.861256,0.000000,0.000000,13.711010,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.038763,29.821813,0.000000,22.947900,36.554168,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.005491,0.00,43.492500,1.93,0.000000,0.63,0.000000,3.65,0.000000,0.000000,0.000000,0.21,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

22,05:15-05:30,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,181.953196,0.000000,42.912503,48.549228,0.000000,0.000000,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,35.283775,0.000000,64.587136,3.983526,0.000000,80.861256,1.723588,0.000000,13.711010,0.000000,17.502089,20.793010,8.831140,0.000000,0.000000,0.641088,0.000000,0.000000,104.179035,0.000000,1.038763,29.821813,0.000000,22.947900,36.554168,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.005491,0.00,43.492500,1.93,0.000000,0.89,0.000000,3.65,0.000000,0.000000,0.000000,0.21,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

23,05:30-05:45,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,177.035763,1.238086,42.912503,12.804192,0.000000,0.000000,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,35.283775,0.000000,64.587136,3.983526,0.000000,80.861256,1.723588,0.000000,11.733260,0.000000,17.502089,51.358735,8.831140,0.000000,0.000000,1.579825,0.000000,0.000000,104.179035,0.000000,1.038763,29.821813,0.000000,21.663657,36.554168,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.005491,0.00,43.492500,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.20,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

24,05:45-06:00,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,177.035763,1.238086,42.912503,4.268064,0.000000,0.000000,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,0.000000,35.283775,0.000000,64.587136,3.983526,0.000000,80.861256,1.723588,0.000000,11.733260,0.000000,17.502089,77.038104,8.831140,0.000000,0.000000,2.369737,0.000000,0.000000,104.179035,0.000000,1.038763,29.821813,0.000000,21.663657,36.554168,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.82,1.700152,1.860319,337.284338,1.316072,4.005491,0.00,43.492500,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

25,06:00-06:15,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,177.035763,1.238086,42.912503,4.268064,0.000000,13.514570,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,10.105907,35.283775,0.000000,64.587136,3.983526,0.000000,80.861256,1.723588,0.000000,11.733260,0.000000,17.502089,77.038104,8.831140,0.000000,0.000000,2.369737,0.000000,0.000000,104.179035,0.000000,1.038763,29.821813,0.000000,18.927743,54.974040,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.83,1.700152,1.860319,337.284338,1.316072,4.005491,0.00,43.492500,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

26,06:15-06:30,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,177.035763,1.238086,42.912503,12.804192,0.000000,13.514570,0.000000,0.000000,21.563004,62.775129,19.002743,0.000000,20.211813,35.283775,0.000000,64.587136,3.983526,0.000000,80.861256,1.723588,0.000000,11.733260,0.000000,17.502089,77.038104,8.831140,0.000000,0.000000,2.369737,0.000000,0.000000,104.179035,0.000000,1.038763,29.821813,0.000000,18.927743,54.974040,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.83,1.700152,1.860319,337.284338,1.316072,4.005491,0.00,43.492500,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

