Block,Time,RIHAND2,DADRI_RF,NAPP,KISHANGANGA,AURY_CRF,AURY_GF,JHAJJAR,DADRT2,TANAKPUR,RIHAND1,URI,RAPPB,CHAMERA1,TEHRI,ANTA_GF,CHAMERA3,RAPPC,BSIUL,AURY_LF,DHAULIGNGA,URI2,PARBATI3,RIHAND3,UNCHAHAR1,DADRI_GF,SALAL,KOLDAM,UNCHAHAR4,UNCHAHAR3,DADRI_CRF,SEWA2,NJPC,KOTESHWR,ANTA_RF,ANTA_LF,RAMPUR,DADRI_LF,AURY_RF,SINGRAULI,TANDA2,SINGRAULI_HYDRO,CHAMERA2,ANTA_CRF,UNCHAHAR2,DULHASTI,KHSTPP-I,NLCIIST2,SOLAPUR,GANDHAR-ComGas,MOUDA_II,NLCTS2EXP,TALA,RSTPSU7,VSTPS V,KAWAS-RLNG,SIPAT II,VSTPS III,KUDGI,FSTPP I & II,GADARWARA-I,NLCIIST1,KHARGONE-I,MOUDA,SASAN,TAPS-II,LARA-I,TALST2,KHSTPP-II,KGSU1AND2,GANDHAR-RLNG,VALLURNTECL,KAWAS-APM,NTPL,GANDHAR-APM,KAWAS-ComGas,GANDHAR-NAPM,NNTPP,KGSU3AND4,KSTPS7,VSTPS IV,KAPS,KAWAS-zLIQ,SIMHST2,KAWAS-NAPM,RSTPSU1TO6,VSTPS I,KSTPS I&II,NLCEXP,VSTPS II,MAPS,BRBCL,SIPAT I,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,59.481503,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.688546,2.476173,46.779716,47.482212,0.000000,13.514570,35.178923,0.000000,0.000000,62.775129,12.668495,0.000000,8.787745,35.283775,0.000000,54.476299,3.983526,0.000000,47.169066,0.000000,0.000000,13.779833,0.000000,17.502089,41.586021,8.831140,0.000000,0.000000,1.282177,0.000000,0.000000,102.295326,0.000000,1.059132,0.000000,0.000000,22.123523,36.554168,10.631500,0.42,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,2.899500,0.000000,0.82,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,43.009250,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.546886,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.77,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

56,13:45-14:00,59.481503,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.688546,2.476173,46.779716,47.482212,0.000000,13.514570,35.178923,0.000000,0.000000,62.775129,12.668495,0.000000,8.787745,35.283775,0.000000,51.932806,3.983526,0.000000,47.169066,0.000000,0.000000,13.779833,0.000000,17.502089,44.808938,8.831140,0.000000,0.000000,1.373761,0.000000,0.000000,102.295326,0.000000,1.059132,0.000000,0.000000,22.123523,36.554168,10.631500,0.42,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,2.899500,0.000000,0.82,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,38.660000,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.546886,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.77,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

57,14:00-14:15,59.481503,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.922052,2.476173,46.765030,47.482212,0.000000,25.196655,35.178923,0.000000,0.000000,62.775129,12.668495,0.000000,8.787745,35.283775,0.000000,51.864747,3.983526,0.000000,47.169066,0.000000,0.000000,13.779833,0.000000,17.502089,44.912902,8.831140,0.000000,0.000000,1.385209,0.000000,0.000000,102.295326,0.000000,1.059132,0.000000,0.000000,22.123523,36.554168,10.631500,0.42,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,2.899500,0.000000,0.82,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,38.660000,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.957051,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.77,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

58,14:15-14:30,59.481503,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,183.260831,2.476173,46.765030,47.482212,0.000000,25.578422,35.178923,0.000000,0.000000,62.775129,12.668495,0.000000,8.787745,35.283775,0.000000,51.864747,3.983526,0.000000,47.169066,0.000000,0.000000,13.779833,0.000000,17.502089,41.586021,8.831140,0.000000,0.000000,1.282177,0.000000,0.000000,102.295326,0.000000,1.059132,0.000000,0.000000,22.123523,36.554168,10.631500,0.42,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,2.899500,0.000000,0.82,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,38.660000,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.957051,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.77,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

59,14:30-14:45,59.481503,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,183.144264,2.476173,46.765030,47.482212,0.000000,27.105492,35.178923,0.000000,0.000000,62.775129,12.668495,0.000000,8.787745,35.283775,0.000000,51.864747,3.983526,0.000000,47.169066,0.000000,0.000000,13.779833,0.000000,17.502089,41.586021,8.831140,0.000000,0.000000,1.282177,0.000000,0.000000,102.295326,0.000000,1.059132,14.835217,0.000000,22.575384,36.554168,10.631500,0.42,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,2.899500,0.000000,0.82,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,38.660000,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.957051,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.77,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

60,14:45-15:00,59.481503,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,2.476173,46.765030,47.482212,0.000000,27.157413,35.178923,0.000000,0.000000,62.775129,12.668495,0.000000,8.787745,35.283775,0.000000,51.864747,3.983526,0.000000,47.169066,0.000000,0.000000,13.779833,0.000000,17.502089,41.586021,8.831140,0.000000,0.000000,1.282177,0.000000,0.000000,102.295326,0.000000,1.059132,14.835217,0.000000,22.575384,36.554168,10.631500,0.41,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,2.899500,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,38.660000,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.957051,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.77,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

61,15:00-15:15,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,4.333303,42.912503,47.482212,0.000000,40.736119,35.178923,0.000000,0.000000,62.775129,12.668495,0.000000,10.105907,35.283775,0.000000,61.784117,3.983526,0.000000,34.815263,0.000000,0.000000,13.779833,0.000000,17.502089,41.586021,8.831140,0.000000,0.000000,1.282177,0.000000,0.000000,118.999056,0.000000,1.059132,14.835217,0.000000,22.575384,36.554168,10.631500,0.41,1.700152,0.000000,3.370763,0.32,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,2.899500,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,38.660000,1.93,0.000000,1.25,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.957051,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.77,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

62,15:15-15:30,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,4.333303,42.912503,47.482212,0.000000,40.736119,35.178923,0.000000,0.000000,62.775129,12.668495,0.000000,10.105907,35.283775,0.000000,64.587136,3.983526,0.000000,34.815263,0.000000,0.000000,13.779833,0.000000,17.502089,41.586021,8.831140,0.000000,0.000000,1.282177,0.000000,0.000000,118.999056,0.000000,1.059132,14.835217,0.000000,22.575384,52.546615,10.631500,0.41,1.700152,0.000000,3.370763,0.32,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,2.899500,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,38.660000,1.93,0.000000,1.25,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.957051,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.77,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

63,15:30-15:45,74.615926,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,4.333303,42.429253,47.482212,0.000000,40.736119,35.178923,0.000000,10.781503,62.775129,12.668495,0.000000,10.105907,35.712323,0.000000,64.587136,3.983526,0.000000,34.815263,0.000000,0.000000,13.779833,0.000000,17.502089,41.586021,8.831140,0.000000,0.000000,1.282177,0.000000,0.000000,99.177042,0.000000,1.059132,29.912641,0.000000,22.575384,55.019733,10.631500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,2.899500,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,38.660000,1.93,0.000000,0.36,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.957051,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.77,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

64,15:45-16:00,74.615926,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,4.333303,42.429253,47.482212,0.000000,40.736119,35.178923,0.000000,10.781503,62.775129,12.668495,0.000000,10.105907,35.712323,0.000000,64.587136,3.983526,0.000000,34.815263,0.000000,0.000000,13.779833,0.000000,17.502089,41.586021,8.831140,0.000000,0.000000,1.282177,0.000000,0.000000,95.871194,0.000000,1.059132,29.912641,0.000000,22.575384,55.019733,10.631500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,2.899500,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,38.660000,1.93,0.000000,0.36,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.957051,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.77,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

65,16:00-16:15,74.615926,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,4.333303,42.429253,47.482212,0.000000,40.736119,35.178923,0.000000,10.781503,62.775129,12.668495,0.000000,10.105907,35.712323,0.000000,64.587136,3.983526,0.000000,34.815263,0.000000,0.000000,13.779833,0.000000,17.502089,41.586021,8.831140,0.000000,0.000000,1.282177,0.000000,0.000000,95.871194,0.000000,1.059132,44.868962,0.000000,22.575384,55.019733,10.631500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,2.899500,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,38.660000,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.957051,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.72,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

66,16:15-16:30,74.615926,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,4.333303,42.429253,51.216768,0.000000,40.736119,35.178923,0.000000,10.781503,62.775129,12.668495,0.000000,10.105907,35.712323,0.000000,64.587136,3.983526,0.000000,34.815263,0.000000,0.000000,13.779833,0.000000,17.502089,41.586021,8.831140,0.000000,0.000000,1.282177,0.000000,0.000000,95.871194,0.000000,1.059132,44.868962,0.000000,22.575384,55.019733,10.631500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,2.899500,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,72.737920,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.957051,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.72,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

67,16:30-16:45,74.615926,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,1.857130,42.429253,51.216768,0.000000,40.736119,35.178923,0.000000,21.563004,62.775129,12.668495,0.000000,10.105907,35.712323,0.000000,64.587136,3.983526,0.000000,34.815263,0.000000,0.000000,13.779833,0.000000,17.502089,41.586021,8.831140,0.000000,0.000000,1.282177,0.000000,0.000000,95.871194,0.000000,1.059132,44.868962,0.000000,22.575384,55.019733,10.631500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,2.899500,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,72.737920,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.957051,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.72,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

68,16:45-17:00,74.615926,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,1.857130,42.429253,48.549228,0.000000,40.736119,35.178923,0.000000,21.563004,62.775129,12.651485,0.000000,10.105907,35.712323,0.000000,64.587136,3.983526,0.000000,34.815263,0.000000,0.000000,13.779833,0.000000,17.502089,41.586021,8.831140,0.000000,0.000000,1.282177,0.000000,0.000000,95.871194,0.000000,1.059132,44.868962,0.000000,22.575384,55.019733,10.631500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,2.899500,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,38.660000,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.957051,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.72,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

69,17:00-17:15,118.328199,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,5.323772,91.492422,48.549228,0.000000,40.736119,35.178923,0.000000,21.563004,62.775129,12.651485,0.000000,10.105907,35.712323,0.000000,99.572242,3.983526,0.000000,34.815263,0.000000,0.000000,13.779833,0.000000,17.502089,41.586021,8.831140,0.000000,0.000000,1.282177,0.000000,0.000000,104.274739,0.000000,1.059132,44.868962,0.000000,22.575384,55.019733,10.631500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,2.899500,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,50.362268,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.957051,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.72,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

70,17:15-17:30,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,5.323772,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,21.563004,62.775129,19.002743,0.000000,10.105907,35.712323,0.000000,123.904522,3.983526,0.000000,34.815263,1.723588,0.000000,13.779833,0.000000,17.502089,41.586021,8.831140,0.000000,0.000000,1.282177,0.000000,0.000000,104.930199,0.000000,1.059132,44.868962,0.000000,22.575384,55.019733,10.631500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,2.899500,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,72.737920,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.957051,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.72,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

71,17:30-17:45,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,4.828537,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,21.563004,62.775129,19.002743,0.000000,10.105907,35.712323,0.000000,124.147022,3.983526,0.000000,47.169066,3.447178,0.000000,13.779833,0.000000,17.502089,41.586021,8.831140,0.000000,0.000000,1.282177,0.000000,0.000000,104.930199,0.000000,1.059132,44.868962,0.000000,21.971674,55.019733,10.631500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,2.899500,0.000000,0.85,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,89.682308,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.957051,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.72,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

72,17:45-18:00,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,4.828537,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,19.860663,62.775129,12.651485,0.000000,10.105907,35.712323,0.000000,124.147022,3.983526,0.000000,80.861256,4.178398,0.000000,13.779833,0.000000,17.502089,62.379031,8.831140,0.000000,0.000000,1.923265,0.000000,0.000000,104.930199,0.000000,1.059132,44.868962,0.000000,21.971674,55.019733,10.631500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,2.899500,0.000000,0.85,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,89.682308,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.957051,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.72,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

73,18:00-18:15,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,4.209494,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,19.860663,62.775129,12.651485,0.000000,10.105907,35.712323,0.000000,124.147022,3.915871,0.000000,80.861256,4.178398,0.000000,13.815178,0.000000,17.502089,62.379031,8.831140,0.000000,0.000000,1.923265,0.000000,0.000000,104.930199,0.000000,1.079500,44.868962,0.000000,21.971674,55.019733,10.631500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,2.899500,0.000000,0.85,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,89.682308,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.970724,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.72,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

74,18:15-18:30,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,4.209494,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,21.584285,62.775129,12.651485,0.000000,20.211813,35.712323,0.000000,124.147022,3.915871,0.000000,80.861256,4.178398,0.000000,13.815178,0.000000,17.502089,88.370294,17.662279,0.000000,0.000000,2.713178,0.000000,0.000000,104.930199,0.000000,1.079500,44.868962,0.000000,21.971674,55.019733,10.631500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,2.899500,0.000000,0.85,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,89.682308,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.970724,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.72,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

75,18:30-18:45,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,4.209494,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,21.584285,62.775129,19.002743,0.000000,30.317720,35.712323,0.000000,124.147022,3.915871,0.000000,80.861256,5.170767,0.000000,13.779833,0.000000,17.502089,114.361557,26.493419,0.000000,0.000000,3.514538,0.000000,0.000000,105.301045,0.000000,1.079500,44.868962,0.000000,19.365923,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.85,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,95.774069,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.970724,0.000000,0.00,0.000000,7.39,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

76,18:45-19:00,118.328595,0.000000,46.513944,4.227248,0.000000,0.000000,119.075313,0.000000,4.209494,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,40.423627,35.712323,0.000000,124.147022,3.915871,0.000000,47.169066,6.894356,0.000000,13.779833,0.000000,17.502089,154.076207,28.001174,0.000000,0.000000,4.670788,0.000000,0.000000,105.301045,0.000000,1.079500,44.868962,0.000000,19.365923,55.019733,16.807435,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.85,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,108.186328,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.970724,0.000000,0.00,0.000000,7.39,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

77,19:00-19:15,118.328595,0.000000,46.513944,4.227248,0.000000,0.000000,119.075313,0.000000,4.209494,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,40.423627,35.712323,3.545580,124.147022,4.051181,0.000000,47.169066,6.894356,0.000000,11.852857,0.000000,17.502089,154.076207,28.001174,0.000000,0.000000,4.670788,0.000000,0.000000,105.301045,0.000000,1.079500,44.868962,0.000000,19.365923,55.019733,10.631500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.87,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,108.502914,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.984395,0.000000,0.00,0.000000,7.39,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

78,19:15-19:30,118.328595,0.000000,46.513944,4.227248,0.000000,0.000000,119.075313,0.000000,4.209494,92.676288,51.216768,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,40.423627,35.712323,7.091160,124.147022,4.051181,0.000000,47.169066,6.894356,0.000000,11.852857,0.000000,17.502089,154.076207,28.001174,0.000000,0.000000,4.670788,0.000000,0.000000,105.301045,0.000000,1.079500,44.868962,0.000000,19.365923,55.019733,10.631500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.87,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,108.502914,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.984395,0.000000,0.00,0.000000,7.39,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

79,19:30-19:45,118.328595,0.000000,46.513944,4.227248,0.000000,0.000000,131.639813,0.000000,4.209494,92.676288,51.216768,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,40.423627,35.712323,36.874036,124.147022,7.599976,0.000000,47.169066,6.894356,0.000000,13.295534,0.000000,17.502089,154.076207,28.001174,0.000000,0.000000,4.670788,0.000000,0.000000,105.301045,0.000000,1.079500,44.868962,0.000000,22.045501,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,108.502914,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.984395,0.000000,0.00,0.000000,7.55,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

80,19:45-20:00,118.328595,0.000000,46.513944,4.227248,0.000000,0.000000,131.639813,0.000000,4.209494,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,40.423627,35.712323,36.874036,124.147022,7.599976,0.000000,47.169066,6.894356,0.000000,13.295534,0.000000,17.502089,154.076207,28.001174,0.000000,0.000000,4.670788,0.000000,0.000000,105.301045,0.000000,1.079500,44.868962,0.000000,22.045501,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,108.502914,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.984395,0.000000,0.00,0.000000,7.56,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

81,20:00-20:15,118.328595,0.000000,46.513944,4.227248,0.000000,0.000000,131.639813,0.000000,1.733321,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,40.423627,35.712323,36.874036,124.147022,7.599976,0.000000,47.169066,6.894356,0.000000,13.295534,0.000000,17.502089,154.076207,28.001174,0.000000,0.000000,4.670788,0.000000,0.000000,105.301045,0.000000,1.079500,44.868962,0.000000,22.045501,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,108.502914,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.998068,0.000000,0.00,0.000000,7.56,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

82,20:15-20:30,118.328595,0.000000,46.513944,4.227248,0.000000,0.000000,131.639813,0.000000,1.733321,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,40.423627,35.712323,36.874036,124.147022,7.599976,0.000000,47.169066,6.894356,0.000000,13.295534,0.000000,17.502089,154.076207,28.001174,0.000000,0.000000,4.670788,0.000000,0.000000,105.301045,0.000000,1.079500,44.868962,0.000000,22.045501,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,108.502914,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.998068,0.000000,0.00,0.000000,7.56,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

