Block,Time Block,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,CHAMERA1,CHAMERA3,JHAJJAR,DHAULIGNGA,FSTPP I & II,BSIUL,DULHASTI,CHAMERA2,DADRT2,BRBCL,KISHANGANGA,KHSTPP-I,KUDGI,KGSU1AND2,KOTESHWR,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,PARBATI3,NLCEXP,NLCIIST1,MAPS,NLCIIST2,NJPC,NLCTS2EXP,NNTPP,NAPP,NTPL,SALAL,SEWA2,SINGRAULI,RIHAND3,RAPPB,RIHAND2,RIHAND1,SASAN,RAMPUR,RAPPC,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,TANDA2,TALST2,TANAKPUR,TALA,TelanganaSTPP,ANTA_CRF,UNCHAHAR2,URI,TEHRI,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,ANTA_LF,URI2,ANTA_GF,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
24,05:45-06:00,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,0,51.79,42.58,461.5506,14.44,4.16,27.9189,0,0,37.21,0,125.3034,0,0,5.15,35.18,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,389.97,3.41,58.14,0,0.92,0,0,0,1.48,0,6.16,10.05,0,0,36.2286,29.76,63.27,0,17.6607,0,0,23.48,0,22.8097,0,0,0,0,0

25,06:00-06:15,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,0,51.79,42.58,461.5506,14.44,4.16,27.9189,0,0,37.21,0,125.3034,0,0,5.15,35.18,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,384.56,3.41,58.14,0,0.92,0,0,0,1.48,0,6.16,9.76,0,0,36.2286,37.21,63.27,0,17.6607,0,0,23.48,0,22.8097,0,0,0,0,0

26,06:15-06:30,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,0,51.79,42.58,461.5506,14.44,4.16,27.9189,0,0,37.21,0,125.3034,0,0,5.15,35.18,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,384.56,3.41,58.14,0,0.92,0,0,0,1.48,0,11.1,9.91,0,0,36.2286,37.21,63.27,0,17.6607,0,0,23.48,0,22.8097,0,0,0,0,0

27,06:30-06:45,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,0,51.79,42.58,461.5506,14.44,4.16,30.98,0,0,37.21,0,140.9516,0,0,5.15,35.18,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,384.56,3.41,58.14,0,0.92,0,0,0,1.48,0,5.92,9.63,0,0,36.2286,29.76,63.27,0,17.6607,0,0,23.48,0,22.8097,0,0,0,0,0

28,06:45-07:00,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,0,51.79,42.58,461.5506,14.44,4.16,30.98,0,0,37.21,0,142.3216,0,0,5.15,35.18,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,384.56,3.41,58.14,0,0.92,0,0,0,1.48,0,5.92,9.48,0,0,36.2286,29.76,63.27,0,17.6607,0,0,23.48,0,22.8097,0,0,0,0,0

29,07:00-07:15,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,0,51.79,42.58,461.5506,14.44,4.16,30.98,0,0,37.21,0,142.3216,0,0,5.15,35.18,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,384.56,3.41,58.14,0,0.92,0,0,0,1.48,0,5.92,9.34,0,0,36.2286,29.76,63.27,0,17.6607,0,0,23.48,0,22.8097,0,0,0,0,0

30,07:15-07:30,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,0,51.79,42.58,461.5506,14.44,4.16,30.98,0,0,37.21,0,142.3216,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,384.56,3.41,58.14,0,0.92,0,0,0,1.48,0,5.92,9.34,0,0,36.2286,29.76,63.27,0,17.6607,0,0,23.48,0,22.8097,0,0,0,0,0

31,07:30-07:45,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,0,51.79,42.58,413.4006,14.44,4.16,27.9189,0,0,37.21,0,142.3216,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,384.56,3.41,58.14,0,0.92,0,0,0,1.48,0,5.92,9.34,0,0,36.2286,29.76,63.27,0,17.6607,0,0,34.71,0,22.8097,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,10.4006,0,51.79,42.58,363.34,14.44,4.16,23.7191,0,0,37.21,0,123.0616,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,384.56,3.41,58.14,0,0.92,0,0,0,1.48,0,11.1,9.34,0,0,30.6205,29.76,63.27,0,14.9317,0,0,34.71,0,22.8097,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,10.4006,0,51.79,42.58,363.34,14.44,4.16,23.7191,0,0,37.21,0,104.1234,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,384.56,3.41,58.14,0,0.92,0,0,0,1.48,0,5.67,9.48,0,0,30.6205,29.76,63.27,0,14.9317,0,0,34.71,0,22.8097,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,10.4006,0,51.79,42.58,363.34,14.44,4.16,23.7191,0,0,37.21,0,104.1234,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,384.56,3.41,58.14,0,0.92,0,0,0,1.48,0,5.67,9.48,0,0,30.6205,29.76,63.27,0,14.9317,0,0,34.71,0,22.8097,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,10.4006,0,51.79,42.58,363.34,14.44,4.16,23.7191,0,0,37.21,0,104.1234,0,0,5.15,29.77,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,384.56,3.41,58.14,0,0.92,0,0,0,1.48,0,5.67,9.63,0,0,23.28,29.76,63.27,0,11.79,0,0,21.34,0,18.3861,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,10.4006,0,51.79,42.58,363.34,14.44,4.16,23.7191,0,0,37.21,0,104.1234,0,0,5.15,29.77,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,384.56,3.41,58.14,0,0.92,0,0,0,1.48,0,5.67,9.63,0,0,23.28,29.76,63.27,0,11.79,0,0,21.34,0,18.3861,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,10.4006,0,51.79,42.58,363.34,14.44,4.16,23.7191,0,0,37.21,0,111.8234,0,0,5.15,29.77,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,373.72,3.41,58.14,0,0.92,0,0,0,1.48,0,5.67,9.76,0,0,30.6205,25.51,63.27,0,14.9317,0,0,21.34,0,22.8097,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,10.4006,0,51.79,42.58,363.34,14.44,4.16,23.7191,0,0,37.21,0,104.1234,0,0,5.15,29.77,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,373.72,3.41,58.14,0,0.92,0,0,0,1.48,0,11.1,9.91,0,0,30.6205,25.51,63.27,0,14.9317,0,0,21.34,0,22.8097,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,10.4006,0,51.79,42.58,363.34,14.44,4.16,23.7191,0,0,37.21,0,104.1234,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,373.72,3.41,58.14,0,0.92,0,0,0,1.48,0,5.67,9.91,0,0,30.6205,37.21,63.27,0,14.9317,0,0,34.71,0,22.8097,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,10.4006,0,51.79,42.58,363.34,14.44,4.16,27.9189,0,0,37.21,0,123.3834,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,373.72,3.41,58.14,0,0.92,0,0,0,1.48,0,5.67,9.91,0,0,30.6205,37.21,63.27,0,14.9317,0,0,34.71,0,22.8097,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,10.4006,6.28,51.79,42.58,363.34,14.44,4.16,27.9189,0,0,27.9,0,123.3834,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,373.72,3.41,58.14,0,0.92,0,0,0,1.48,0,6.16,9.91,0,0,30.6205,29.76,63.27,0,14.9317,0,0,23.48,0,22.8097,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,10.4006,6.28,51.79,42.58,363.34,14.44,4.16,27.9189,0,0,27.9,0,123.3834,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,373.72,3.41,58.14,0,0.92,0,0,0,1.48,0,5.67,9.91,0,0,30.6205,29.76,63.27,0,14.9317,0,0,23.48,0,22.8097,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,10.4006,12.56,51.79,42.58,363.34,14.44,4.16,27.9189,0,0,27.9,0,123.3834,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,373.72,3.41,58.14,0,0.92,0,0,0,1.48,0,5.67,9.91,0,0,30.6205,29.76,63.27,0,14.9317,0,0,23.48,0,22.8097,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,10.4006,12.56,51.79,42.58,363.34,14.44,4.16,27.9189,0,0,27.9,0,123.3834,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,0,123.01,122.8699,0,117.19,76.27,373.72,3.41,58.14,0,0.92,0,0,0,1.48,0,11.1,9.91,0,0,30.6205,31.89,63.27,0,14.9317,0,0,23.48,0,22.8097,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,12.56,51.79,42.58,363.34,14.44,4.16,27.9189,0,0,27.9,0,123.3834,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,5.58,123.01,122.8699,0,117.19,76.27,373.72,3.41,58.14,0,0.92,0,0,0,1.48,0,6.79,9.91,0,0,30.6205,31.89,63.27,0,14.9317,0,0,23.48,0,22.8097,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,12.56,51.79,42.58,363.34,14.44,4.16,27.9189,0,0,27.9,0,123.3834,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,5.58,123.01,122.8699,0,117.19,76.27,373.72,3.41,58.14,0,0.92,0,0,0,1.48,0,6.79,9.91,0,0,30.6205,31.89,63.27,0,14.9317,0,0,23.48,0,22.8097,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,18.83,51.79,42.58,363.34,14.44,4.16,27.9189,0,0,27.9,0,123.3834,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,5.58,123.01,122.8699,0,117.19,81.1163,373.72,3.41,58.14,0,0.92,0,0,0,1.48,0,6.79,9.91,0,0,30.6205,31.89,63.27,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,18.83,51.79,42.58,363.34,14.44,4.16,27.9189,0,0,27.9,0,123.3834,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,5.58,123.01,122.8699,0,117.19,81.1163,373.72,3.41,58.14,0,0.92,0,0,0,1.48,0,6.79,9.91,0,0,30.6205,31.89,63.27,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,18.83,51.79,42.58,409.36,14.44,4.16,27.9189,0,0,27.9,0,123.3834,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,5.58,123.01,122.8699,0,117.19,81.1163,373.72,3.41,58.14,0,0.92,0,0,0,1.48,0,5.67,9.91,0,0,30.6205,37.21,63.27,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,18.83,51.79,42.58,409.36,14.44,4.16,27.9189,0,0,27.9,0,123.3834,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,5.58,123.01,122.8699,0,117.19,81.1163,373.72,3.41,58.14,0,0.92,0,0,0,1.48,0,5.67,9.91,0,0,30.6205,37.21,63.27,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,18.83,51.79,42.58,457.5,14.44,4.16,27.9189,0,0,27.9,0,123.3834,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,5.58,123.01,122.8699,0,117.19,81.1163,373.72,3.41,58.14,0,0.92,0,0,0,1.48,0,6.79,9.91,0,0,36.2286,31.89,63.27,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,18.83,51.79,42.58,457.5,14.44,4.16,27.9189,0,0,27.9,0,123.3834,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,5.58,123.01,122.8699,0,117.19,81.1163,373.72,3.41,58.14,0,0.92,0,0,0,1.48,0,6.79,9.91,0,0,36.2286,31.89,63.27,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,18.83,49.07,42.58,457.5,14.44,4.16,27.9189,0,0,27.9,0,123.3834,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,5.58,123.01,122.8699,0,117.19,81.1163,373.72,3.41,58.14,0,0.87,0,0,0,1.48,0,6.79,9.48,0,0,30.6205,29.76,63.27,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

