Block,Time Block,DHAULIGNGA,FSTPP I & II,DULHASTI,URI2,UNCHAHAR3,TALST2,URI,TANAKPUR,UNCHAHAR2,UNCHAHAR1,TALA,TelanganaSTPP,VALLURNTECL,TEHRI,UNCHAHAR4,TANDA2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,NTPL,PARBATI3,NLCTS2EXP,PARBATI2,NNTPP,RIHAND2,SASAN,RIHAND1,RAPPB,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,SIMHST2,RAPPD,RSTPSU7,SINGRAULI,SALAL,SEWA2,RAMPUR,RIHAND3,RAPPC,KOLDAM,KUDGI,MAPS,NLCIIST2,NJPC,NLCEXP,NAPP,KOTESHWR,NLCIIST1,KKNPPU2,KISHANGANGA,KHSTPP-I,KKNP,KHSTPP-II,CHAMERA2,CHAMERA3,DADRT2,BRBCL,CHAMERA1,BSIUL,KGSU3AND4,KGSU1AND2,JHAJJAR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,10.57,16.1,57.44,36.78,14.69,0,46.88,0,23.89,11.9,0,0,0,22.31,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,11.6,0,95.65,404.24,64.74,0,0.92,0,0,0,6.97,0,125.47,0,12.17,3.19,92.58,66.18,9.26,0,0,0,80.11,0,24.88,10.07,0,0,8.33,32.28,0,114.84,47.12,22.52,50.8,10.75,40.69,12.59,0,0,241.6,0,0,0,0,0

10,02:15-02:30,10.57,16.1,57.44,36.78,14.98,0,46.88,0.99,23.91,12.32,0,0,0,22.31,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,11.6,0,95.65,404.24,64.74,0,0.92,0,0,0,6.97,0,125.47,0,12.17,3.19,92.58,66.18,9.26,0,0,0,80.11,0,24.88,10.07,0,0,8.33,32.28,0,114.84,47.12,22.52,50.8,10.75,40.69,12.59,0,0,241.6,0,0,0,0,0

11,02:30-02:45,10.57,16.1,57.44,36.78,14.98,0,46.88,0.99,23.91,12.32,0,0,0,22.31,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,11.6,0,95.65,404.24,64.74,0,0.92,0,0,0,6.97,0,125.47,0,12.17,3.19,92.58,66.18,9.26,0,0,0,80.11,0,24.88,10.07,0,0,8.33,32.23,0,114.84,47.12,22.52,50.8,12.13,40.69,12.59,0,0,241.6,0,0,0,0,0

12,02:45-03:00,10.57,16.1,57.44,36.78,14.98,0,46.88,0.99,23.91,12.32,0,0,0,22.31,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,11.6,0,95.65,404.24,64.74,0,0.92,0,0,0,6.97,0,125.47,0,12.17,3.19,92.58,66.18,9.26,0,0,0,80.11,0,24.88,10.07,0,0,8.33,32.23,0,114.84,47.12,22.52,50.8,12.09,40.69,12.59,0,0,241.6,0,0,0,0,0

13,03:00-03:15,10.57,16.1,57.44,36.78,14.98,0,46.88,0.99,23.91,12.32,0,0,0,22.31,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,11.6,0,95.65,404.24,64.74,0,0.92,0,0,0,10.46,0,125.47,0,12.17,3.19,92.58,66.18,6.94,0,0,0,80.11,0,24.88,10.07,0,0,8.33,32.23,0,114.84,47.12,22.52,49.84,13.82,40.69,12.59,0,0,241.6,0,0,0,0,0

14,03:15-03:30,10.57,16.1,57.44,36.78,14.98,0,46.88,0.99,23.91,12.32,0,0,0,22.31,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,11.6,0,95.65,404.24,64.74,0,0.92,0,0,0,10.46,0,125.47,0,12.17,3.19,92.58,66.18,4.62,0,0,0,80.11,0,24.88,10.07,0,0,8.33,32.23,0,114.84,47.12,22.52,49.84,13.62,40.69,12.59,0,0,241.6,0,0,0,0,0

15,03:30-03:45,10.57,12.94,57.44,36.78,14.98,0,46.88,0.99,23.91,12.32,0,0,0,11.16,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,11.6,0,95.65,404.24,64.74,0,0.92,0,0,0,13.94,0,125.47,0,12.17,3.19,92.58,66.18,4.62,0,0,0,80.11,0,24.88,10.07,0,0,8.33,32.23,0,114.84,47.12,22.52,49.84,14.29,40.69,12.59,0,0,241.6,0,0,0,0,0

16,03:45-04:00,10.57,12.94,57.44,36.78,14.98,0,46.88,0.99,23.91,12.32,0,0,0,11.16,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,11.6,0,95.65,404.24,64.74,0,0.92,0,0,0,13.94,0,125.47,0,12.17,3.19,92.58,66.18,4.62,0,0,0,80.11,0,24.88,10.07,0,0,8.33,32.23,0,114.84,47.12,22.52,49.84,15.92,40.69,12.59,0,0,241.6,0,0,0,0,0

17,04:00-04:15,10.57,12.94,57.44,36.78,14.69,0,46.88,0.99,23.89,11.9,0,0,0,11.16,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,95.65,404.24,64.74,0,0.92,0,0,0,17.42,0,125.47,0,11.08,3.19,92.58,66.18,4.62,0,0,0,80.11,0,24.88,10.07,0,0,8.33,30.41,0,114.84,31.4,22.52,49.84,18.19,40.69,12.59,0,0,241.6,0,0,0,0,0

18,04:15-04:30,10.57,12.94,57.44,36.78,14.69,0,46.88,0.99,23.89,11.9,0,0,0,11.16,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,95.65,404.24,64.74,0,0.92,0,0,0,17.42,0,125.47,0,10.32,3.19,92.58,66.18,4.62,0,0,0,80.11,0,24.88,10.07,0,0,8.33,30.41,0,114.84,31.4,22.52,49.84,19.31,40.69,12.59,0,0,241.6,0,0,0,0,0

19,04:30-04:45,10.57,13.32,57.44,36.78,14.69,0,46.88,0.99,23.89,11.9,0,0,0,11.16,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,95.65,404.24,64.74,0,0.92,0,0,0,20.91,0,125.47,0,10.32,3.19,92.58,66.18,4.62,0,0,0,80.11,0,24.88,10.07,0,0,8.33,29.6,0,114.84,31.4,22.52,49.84,19.31,40.69,12.59,0,0,241.6,0,0,0,0,0

20,04:45-05:00,10.57,13.32,57.44,36.78,14.69,0,46.88,0.99,23.89,11.9,0,0,0,11.16,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,95.65,404.24,64.74,0,0.92,0,0,0,20.91,0,125.47,0,10.32,3.19,122.15,66.18,4.62,0,0,0,80.11,0,24.88,10.07,0,0,8.33,29.19,0,114.84,31.4,22.52,49.84,19.31,40.69,12.59,0,0,241.6,0,0,0,0,0

21,05:00-05:15,10.57,13.32,57.44,36.78,14.69,0,46.88,0.99,23.89,11.9,0,0,0,11.16,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,118.07,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,0,6.08,3.19,126.25,66.18,4.62,0,0,0,80.11,0,24.88,10.07,0,0,8.33,29.19,0,95.07,31.4,22.52,49.84,19.31,40.69,12.59,0,0,241.6,0,0,0,0,0

22,05:15-05:30,10.57,13.32,57.44,36.78,14.69,0,46.88,0.99,23.89,11.9,0,0,0,11.16,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,0,6.08,3.19,126.25,66.18,4.62,0,0,0,80.11,0,24.88,10.07,0,0,8.33,29.19,0,114.84,31.4,22.52,49.84,19.31,40.69,12.59,0,0,241.6,0,0,0,0,0

23,05:30-05:45,10.57,13.32,57.44,36.78,14.69,0,46.88,0.99,23.89,11.9,0,0,0,22.31,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,0,0,3.19,126.25,66.18,4.62,0,0,0,80.11,0,24.88,10.07,0,0,8.33,29.19,0,114.84,31.4,22.52,49.84,19.31,40.69,12.59,0,0,241.6,0,0,0,0,0

24,05:45-06:00,10.57,13.32,57.44,36.78,14.69,0,46.88,0.99,23.89,11.9,0,0,0,33.47,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,0,0,4.25,126.25,66.18,4.62,0,0,0,106.83,0,24.88,10.07,0,0,8.33,29.19,0,114.84,31.4,22.52,49.84,19.31,40.69,12.59,0,0,241.6,0,0,0,0,0

25,06:00-06:15,21.12,13.32,57.44,36.78,17.67,0,46.88,0.99,28.1,13.97,0,0,0,33.47,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,0,0,4.25,126.25,66.18,4.62,0,0,0,106.83,0,24.88,10.07,0,0,8.33,29.19,0,114.84,31.4,22.52,83.56,19.31,40.69,12.59,0,0,261.87,0,0,0,0,0

26,06:15-06:30,21.12,13.32,57.44,36.78,17.67,0,46.88,0.99,28.22,13.97,0,0,0,33.47,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,12.34,0,4.25,126.25,66.18,4.62,0,0,0,106.83,0,24.88,10.07,0,0,8.33,29.19,0,114.84,31.4,22.52,64.25,19.31,40.69,12.59,0,0,261.87,0,0,0,0,0

27,06:30-06:45,21.12,13.32,57.44,36.78,17.67,0,46.88,0.99,28.22,13.97,0,0,0,33.47,1.1,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,106.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,12.34,0,4.25,126.25,66.18,2.1,0,0,0,106.83,0,24.88,10.07,0,0,8.33,29.19,0,114.84,31.4,22.52,49.84,19.31,40.69,12.59,0,0,248.35,0,0,0,0,0

28,06:45-07:00,21.12,13.32,57.44,36.78,14.69,0,46.88,0.99,23.89,11.9,0,0,0,33.47,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,95.65,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,12.34,0,4.25,92.58,66.18,0,0,0,0,106.83,0,24.88,10.07,0,0,8.33,29.19,0,114.84,31.4,22.52,49.84,19.31,40.69,12.59,0,0,241.6,0,0,0,0,0

29,07:00-07:15,21.12,13.32,57.44,36.78,14.69,0,46.88,0.99,23.89,11.9,0,0,0,33.47,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,95.65,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,12.34,0,4.25,92.58,66.18,0,0,0,0,106.83,0,24.88,10.07,0,0,8.33,29.19,0,114.84,31.4,22.52,49.84,19.31,40.69,12.59,0,0,241.6,0,0,0,0,0

30,07:15-07:30,21.12,13.32,57.44,36.78,14.69,0,46.88,0.99,23.89,11.9,0,0,0,33.47,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,95.65,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,12.34,0,4.25,92.58,66.18,0,0,0,0,106.83,0,24.88,10.07,0,0,8.33,29.19,0,95.07,31.4,22.52,49.84,19.31,40.69,12.59,0,0,241.6,0,0,0,0,0

31,07:30-07:45,21.12,13.32,57.44,36.78,14.69,0,46.88,0,23.89,11.9,0,0,0,33.47,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,95.65,404.24,52.48,0,0.92,0,0,0,21.26,0,107.68,0,0,4.25,92.58,66.18,0,0,0,0,106.83,0,24.88,10.07,0,0,8.33,29.19,0,95.07,31.4,22.52,49.84,19.31,40.69,12.59,0,0,241.6,0,0,0,0,0

32,07:45-08:00,21.12,10.74,57.44,36.78,14.69,0,46.88,0,23.89,11.9,0,0,0,22.31,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,95.65,404.24,52.48,0,0.92,0,0,0,21.26,0,107.68,0,0,4.25,92.58,66.18,0,0,0,0,106.83,0,24.88,10.07,0,0,8.33,29.19,0,95.07,31.4,22.52,49.84,19.31,27.12,12.59,0,0,241.6,0,0,0,0,0

33,08:00-08:15,10.57,10.74,57.44,36.78,14.69,0,46.88,0,23.89,11.9,0,0,0,22.31,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,120.26,404.24,52.48,0,0.92,0,0,0,21.26,0,107.68,0,0,4.25,126.25,66.18,0,0,0,0,106.83,0,24.88,10.07,0,0,8.33,29.19,0,95.07,31.4,22.52,49.84,19.31,12.2,12.59,0,0,241.6,0,0,0,0,0

34,08:15-08:30,10.57,10.74,57.44,36.78,16.36,0,46.88,0,25.92,11.9,0,0,0,10.85,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,120.26,404.24,52.48,0,0.92,0,0,0,21.26,0,107.68,12.9,0,4.25,126.25,66.18,0,0,0,0,106.83,0,24.88,0,0,0,8.33,29.19,0,95.07,31.4,22.52,49.84,19.31,12.2,12.59,0,0,230.01,0,0,0,0,0

35,08:30-08:45,10.57,10.74,57.44,36.78,16.36,0,46.88,0,25.81,11.9,0,0,0,10.85,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,14.5,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.38,0,0,3.19,126.25,66.18,0,0,0,0,80.11,0,24.88,0,0,0,8.33,29.19,0,95.07,31.4,22.52,49.84,19.31,9.62,12.59,0,0,230.01,0,0,0,0,0

36,08:45-09:00,10.57,10.74,57.44,36.78,16.36,0,46.88,0,25.81,11.9,0,0,0,0,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,14.5,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,123.85,0,0,3.19,126.25,66.18,0,0,0,0,80.11,0,24.88,0,0,0,8.33,29.19,0,95.07,31.4,22.52,49.84,19.31,0,12.59,0,0,181.73,0,0,0,0,0

37,09:00-09:15,10.57,10.74,57.44,36.78,16.36,0,46.88,0,25.72,11.9,0,0,0,0,0.97,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,14.5,0,117.85,404.24,91.68,0,0.92,0,0,0,21.26,0,134.4,51.6,0,3.19,123.58,66.18,0,0,0,0,80.11,0,24.88,0,0,0,8.33,29.19,0,95.07,31.4,22.52,49.84,19.31,0,12.59,0,0,179.18,0,0,0,0,0

38,09:15-09:30,10.57,10.74,57.44,36.78,16.36,0,46.88,0,25.72,11.9,0,0,0,0,0.97,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,14.5,0,117.85,404.24,91.68,0,0.92,0,0,0,21.26,0,134.4,64.5,0,3.19,123.58,66.18,0,0,0,0,80.11,0,24.88,0,0,0,8.33,29.19,0,95.07,31.4,22.52,49.84,19.31,0,12.59,0,0,179.18,0,0,0,0,0

39,09:30-09:45,0,10.74,57.44,36.78,16.36,0,46.88,6.05,25.72,11.9,0,0,0,0,0.97,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,14.5,0,117.85,404.24,85.17,0,0.92,0,0,0,21.26,0,134.4,76.63,0,3.19,123.58,66.18,0,0,0,0,80.11,0,24.88,0,0,0,8.33,29.19,0,95.07,31.4,22.52,49.84,19.31,0,12.59,0,0,150.22,0,0,0,0,0

40,09:45-10:00,0,10.74,57.44,36.78,16.36,0,46.88,6.05,25.72,11.9,0,0,0,0,0.97,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,14.5,0,117.85,404.24,75.52,0,0.92,0,0,0,21.26,0,134.4,76.63,0,3.19,123.58,66.18,0,0,0,0,80.11,0,24.88,0,0,0,8.33,29.19,0,95.07,31.4,22.52,49.84,19.31,0,12.59,0,0,150.22,0,0,0,0,0

41,10:00-10:15,0,10.74,57.44,36.78,16.36,0,46.88,6.05,25.72,13.11,0,0,0,0,0.97,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,14.5,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,119.44,76.63,0,2.11,89.91,66.18,0,0,0,0,53.41,0,24.88,0,0,0,8.33,29.19,0,95.07,31.4,22.52,49.84,19.31,0,12.59,0,0,130.91,0,0,0,0,0

42,10:15-10:30,0,10.74,57.44,36.78,16.36,0,46.88,6.05,25.72,13.11,0,0,0,0,0.97,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,14.5,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,119.44,76.63,0,2.11,89.91,66.18,0,0,0,0,53.41,0,24.88,0,0,0,8.33,29.19,0,95.07,31.4,22.52,49.84,19.31,0,12.59,0,0,130.91,0,0,0,0,0

43,10:30-10:45,0,10.74,57.44,36.78,16.36,0,46.88,6.05,25.67,13.11,0,0,0,0,0.97,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,117.85,404.24,91.68,0,0.92,0,0,0,21.26,0,134.4,64.5,0,2.11,123.58,66.18,0,0,0,0,53.41,0,24.88,0,0,0,8.33,29.19,0,95.07,31.4,22.52,49.84,19.31,0,12.59,0,0,130.91,0,0,0,0,0

44,10:45-11:00,0,10.74,57.44,36.78,16.36,0,46.88,6.05,25.67,13.11,0,0,0,0,0.97,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,14.5,0,117.85,404.24,91.68,0,0.92,0,0,0,21.26,0,134.4,64.5,0,2.11,123.58,66.18,0,0,0,0,53.41,0,24.88,0,0,0,8.33,29.19,0,95.07,31.4,22.52,49.84,19.31,0,12.59,0,0,130.91,0,0,0,0,0

45,11:00-11:15,0,10.74,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,117.85,404.24,91.68,0,0.92,0,0,0,21.26,0,134.4,64.5,0,1.06,123.58,66.18,0,0,0,0,26.7,0,24.88,0,0,0,8.33,29.9,0,97.78,31.4,22.52,49.84,18.8,0,12.59,0,0,130.91,0,0,0,0,0

46,11:15-11:30,0,10.74,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,117.85,404.24,91.68,0,0.92,0,0,0,21.26,0,134.4,64.5,0,0,123.58,66.18,0,0,0,0,0,0,24.88,0,0,0,8.33,29.9,0,97.78,31.4,22.52,49.84,17.54,0,12.59,0,0,130.91,0,0,0,0,0

47,11:30-11:45,0,10.74,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,117.85,404.24,91.68,0,0.92,0,0,0,21.26,0,134.4,64.5,0,0,123.58,66.18,0,0,0,0,0,0,24.88,0,0,0,8.33,29.9,0,97.78,31.4,22.52,49.84,18.78,0,12.59,0,0,130.91,0,0,0,0,0

48,11:45-12:00,0,12.94,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,119.44,64.5,0,0,89.91,66.18,0,0,0,0,0,0,24.88,0,0,0,8.33,29.9,0,97.78,15.71,11.27,49.84,19.31,0,12.59,0,0,130.91,0,0,0,0,0

49,12:00-12:15,0,12.94,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,119.44,64.5,0,0,89.91,66.18,0,0,0,0,0,0,24.88,0,0,0,8.33,35.26,0,114.84,15.71,11.27,49.84,19.31,0,12.59,0,0,130.91,0,0,0,0,0

50,12:15-12:30,0,12.94,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,119.44,64.5,0,1.03,89.91,66.18,0,0,0,0,25.95,0,24.88,0,0,0,8.33,35.26,0,114.84,15.71,11.27,49.84,19.31,0,12.59,0,0,130.91,0,0,0,0,0

51,12:30-12:45,0,12.94,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,119.44,64.5,0,1.03,89.91,66.18,0,0,0,0,25.95,0,24.88,0,0,0,8.33,29.9,0,97.78,15.71,11.27,49.84,19.31,0,12.59,0,0,130.91,0,0,0,0,0

52,12:45-13:00,0,12.94,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,119.44,64.5,0,1.03,89.91,66.18,0,0,0,0,25.95,0,24.88,0,0,0,8.33,29.9,0,97.78,15.71,11.27,49.84,19.31,0,12.59,0,0,130.91,0,0,0,0,0

53,13:00-13:15,0,10.74,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,119.44,64.5,0,1.03,123.58,66.18,0,0,0,0,25.95,0,24.88,0,0,0,8.33,28.01,0,97.78,15.71,11.27,49.84,19.31,0,12.59,0,0,130.91,0,0,0,0,0

54,13:15-13:30,0,10.74,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,119.44,64.5,0,1.03,123.58,66.18,0,0,0,0,25.95,0,24.88,0,0,0,8.33,28.01,0,97.78,15.71,11.27,49.84,19.31,0,12.59,0,0,150.22,0,0,0,0,0

