Block,Time,CHAMERA2,JHAJJAR,KGSU1AND2,KUDGI,NLCEXP,NLCTS2EXP,RSTPSU1TO6,SIMHST1,SINGRAULI_HYDRO,TANDA2,TelanganaSTPP,ANTA_LF,DADRI_RF,KGSU3AND4,KKNPPU2,MAPS,NTPL,RAMPUR,RAPPC,TANAKPUR,UNCHAHAR1,UNCHAHAR3,DADRI_CRF,KHSTPP-II,KISHANGANGA,RIHAND3,TEHRI,ANTA_GF,DADRI_LF,CHAMERA1,FSTPP I & II,KHSTPP-I,NAPP,UNCHAHAR2,AURY_GF,AURY_LF,CHAMERA3,DADRT2,KOLDAM,NLCIIST2,NNTPP,PARBATI3,RAPPB,SEWA2,AURY_RF,BRBCL,DHAULIGNGA,KOTESHWR,RIHAND1,SALAL,SINGRAULI,URI2,DADRI_GF,BSIUL,DULHASTI,KKNP,NJPC,NLCIIST1,RIHAND2,SASAN,SIMHST2,TALA,TALST2,URI,ANTA_CRF,AURY_CRF,RSTPSU7,UNCHAHAR4,VALLURNTECL,ANTA_RF
65,16:00-16:15,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.27,26.39,0,148.3,0,124.32,15.56,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,42.94

66,16:15-16:30,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.27,26.39,0,148.3,0,124.32,31.12,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,42.94

67,16:30-16:45,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.27,26.39,0,148.3,0,124.32,44.79,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,18.94,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,42.94

68,16:45-17:00,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.27,26.39,0,148.3,0,124.32,44.79,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,682.79,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,37.88,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,42.94

69,17:00-17:15,3.33,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.27,26.39,0,148.3,0,124.32,44.79,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,682.79,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,1.1,16.48,0,70.17,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,43.26

70,17:15-17:30,13.17,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.27,26.39,0,148.3,0,124.32,44.79,0,23.57,12.04,20.8,33.69,44.21,42.39,0,0,9.67,682.79,0,0,0,0,0,7.9,71.24,20,7.92,8.88,92,1.4,125.96,4.31,0,6.52,32.95,0,75.76,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,43.57

71,17:30-17:45,26.34,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.27,26.39,0,148.3,0,124.32,62.24,0,23.57,27.14,20.8,33.69,44.21,42.39,0,0,19.38,682.79,0,0,0,0,0,7.9,71.24,20,15.98,19.72,92,1.4,125.96,4.31,0,13.04,32.95,0,100.19,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,44.41

72,17:45-18:00,26.34,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.27,26.39,0,148.3,0,124.32,62.24,0,23.57,27.14,20.8,33.69,44.21,42.39,0,0,19.38,682.79,0,0,0,0,0,7.9,71.24,20,15.98,19.72,92,1.4,125.96,4.31,0,13.04,32.95,0,100.19,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,44.41

73,18:00-18:15,26.34,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.27,26.39,0,148.3,0,124.32,62.24,0,23.57,27.14,20.8,33.69,44.21,42.39,0,0,19.38,682.79,0,0,0,0,0,7.9,71.24,20,26.56,19.72,92,1.4,125.96,4.31,0,13.04,32.95,0,95.83,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,44.63

74,18:15-18:30,26.34,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.27,26.39,0,148.3,0,124.32,62.24,0,23.57,27.14,20.8,33.69,44.21,42.39,0,0,19.38,682.79,0,0,0,0,0,7.9,71.24,20,26.56,19.72,92,1.4,125.96,4.31,0,13.04,32.95,0,93.56,0,118.75,416.25,0,0,0,26.49,0,0,0,0,0,44.83

75,18:30-18:45,26.34,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.39,26.39,0,148.3,0,124.32,62.24,0,23.57,12.04,20.8,33.69,44.21,42.39,0,0,19.38,682.79,0,0,0,0,0,7.9,71.24,20,15.98,19.72,92,1.4,125.96,4.31,0,13.04,32.95,0,93.56,0,118.75,416.25,0,0,0,26.49,0,0,0,0,0,44.83

76,18:45-19:00,26.34,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.39,26.39,0,148.3,0,124.32,62.24,0,23.57,0,20.8,33.69,44.21,42.39,0,0,9.67,682.79,0,0,0,0,0,0,71.24,20,15.98,8.88,92,1.4,125.96,4.31,0,2.2,32.95,0,70.17,0,118.75,416.25,0,0,0,8.83,0,0,0,0,0,44.83

77,19:00-19:15,13.17,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.39,26.39,0,148.3,0,124.32,46.68,0,23.57,0,20.8,33.69,44.21,42.39,0,0,9.67,682.79,0,0,0,3.82,0,0,71.24,20,10.57,8.88,92,1.4,125.96,10.76,0,0,16.48,0,70.17,0,118.75,416.25,0,0,0,8.83,0,0,0,0,0,45.05

78,19:15-19:30,13.17,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.39,26.39,0,148.3,0,124.32,45.42,0,23.57,0,20.8,33.69,44.21,42.39,0,0,9.67,682.79,0,0,0,16.55,0,0,71.24,20,7.92,8.88,92,1.4,125.96,10.76,0,0,16.48,0,70.17,0,118.75,416.25,0,0,0,8.83,0,0,0,0,0,45.05

79,19:30-19:45,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.39,26.39,0,148.3,0,124.32,31.12,0,23.57,0,20.8,33.69,44.21,42.39,0,0,9.67,682.79,0,0,0,16.55,0,0,71.24,20,0,8.88,92,1.4,125.96,10.76,0,0,16.48,0,70.17,0,118.75,416.25,0,0,0,8.83,0,0,0,0,0,44.41

80,19:45-20:00,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.39,26.39,0,148.3,0,124.32,29.86,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,682.79,0,0,0,16.55,0,0,71.24,20,0,8.88,92,1.4,125.96,10.76,0,0,16.48,0,42.61,0,118.75,416.25,0,0,0,8.83,0,0,0,0,0,44.41

81,20:00-20:15,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.39,26.39,0,148.3,0,124.32,29.86,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,682.78,0,0,0,16.55,0,0,71.24,20,0,8.88,92,1.4,125.96,10.76,0,0,16.48,0,18.94,0,118.75,416.25,0,0,0,8.83,0,0,0,0,0,44.41

82,20:15-20:30,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.39,26.39,0,148.3,0,124.32,15.56,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,682.78,0,0,0,16.55,0,0,71.24,20,0,8.88,92,1.4,125.96,10.76,0,0,16.48,0,0,0,118.75,416.25,0,0,0,8.83,0,0,0,0,0,44.41

83,20:30-20:45,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.39,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,623.21,0,0,0,16.55,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,16.48,0,0,0,118.75,416.25,0,0,0,8.83,0,0,0,0,0,44.41

84,20:45-21:00,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.39,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,573.22,0,0,0,3.56,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,16.48,0,0,0,118.75,416.25,0,0,0,8.83,0,0,0,0,0,44.41

85,21:00-21:15,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.9,10.39,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,16.48,0,0,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,44.41

86,21:15-21:30,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.9,10.39,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,16.48,0,0,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,44.41

87,21:30-21:45,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.9,10.39,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,16.48,0,0,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,44.41

88,21:45-22:00,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.9,10.39,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,16.48,0,0,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,44.41

89,22:00-22:15,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.9,10.39,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,16.48,0,0,0,118.75,416.25,0,0,0,4.41,0,0,0,0,0,44.63

90,22:15-22:30,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.9,10.39,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,9.29,125.96,4.31,0,0,16.48,0,0,0,118.75,416.25,0,0,0,4.41,0,0,0,0,0,44.83

91,22:30-22:45,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.9,10.39,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,41.83,125.96,4.31,0,0,16.48,0,0,0,118.75,416.25,0,0,0,1.11,0,0,0,0,0,44.83

92,22:45-23:00,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.9,10.39,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,41.83,125.96,4.31,0,0,16.48,0,0,0,118.75,416.25,0,0,0,1.11,0,0,0,0,0,44.83

93,23:00-23:15,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.9,10.39,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,41.83,125.96,4.31,0,0,16.48,0,0,0,118.75,416.25,0,0,0,0.55,0,0,0,0,0,44.83

94,23:15-23:30,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.9,10.39,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,41.83,125.96,4.31,0,0,16.48,0,0,0,118.75,416.25,0,0,0,0.55,0,0,0,0,0,45.05

95,23:30-23:45,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.9,10.39,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,41.83,125.96,4.31,0,0,16.48,0,0,0,118.75,416.25,0,0,0,0.55,0,0,0,0,0,45.05

96,23:45-24:00,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.9,10.39,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,41.83,125.96,4.31,0,0,16.48,0,0,0,118.75,416.25,0,0,0,0.55,0,0,0,0,0,45.05

