Block,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,SR/01112023/30112023/KSEB_BYPL-NOV23,SR/01102023/07102043/L_NR_2018_61,NR/03112023/30112023/IEX-231101-05680,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/31102037/L_NR_2019_11,NR/03112023/30112023/HPX-TAMDLY-011123-05147,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01112023/30112023/HP-09,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,WR/01102023/16072048/L_NR_2022_08,NR/01112023/30112023/HP-10,NR/01102023/23072042/L_NR_2012_04,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/31052040/LT-31,NR/22102023/11042047/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01102023/14082046/L_NR_2021_16,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/30042040/GNA_LT_36
37,09:00:09:15,29.72,7.34,144.68,10.94,48.220000,29.71,1.690000,48.220000,14,88.594134,7.33,22,21.98,0.000000,29.72,14,0.000000,1.630000,2.180000,6.66,203.780000,271.270000,45.5,40,6.460000,22,260.990000,25.190000,0,20.89,30.860000,72.340000,67.520000,68.030000,0,6.460000,23.150000,104.46,95,44,6.620000

38,09:15-09:30,29.82,7.34,144.68,10.13,48.220000,29.81,1.690000,48.220000,14,96.569454,7.33,22,24.2,0.000000,29.82,14,0.000000,1.630000,2.180000,6.66,203.780000,271.270000,51.48,46,7.560000,25,260.990000,26.030000,0,24.41,26.030000,72.340000,67.520000,68.030000,0,7.560000,23.150000,122.07,109,50,7.750000

39,09:30-09:45,29.82,7.34,144.68,10.08,48.220000,29.81,1.690000,48.220000,14,103.951488,7.33,22,26.77,0.000000,29.82,14,0.000000,1.630000,2.180000,6.66,203.780000,271.270000,56.79,50,8.560000,27,260.990000,26.030000,0,27.08,26.030000,72.340000,117.670000,87.000000,0,8.560000,25.080000,135.39,118,55,8.780000

40,09:45-10:00,29.82,7.34,144.68,10.1,48.220000,29.81,1.690000,48.220000,14,110.29284,7.33,22,29.63,0.000000,29.82,14,0.000000,1.630000,2.180000,6.66,203.780000,271.270000,62.27,56,9.490000,30,260.990000,26.030000,0,30.08,26.030000,72.340000,117.670000,87.000000,0,9.490000,25.080000,150.43,132,61,9.720000

41,10:00-10:15,29.82,7.34,144.68,10.06,48.220000,29.81,1.690000,48.220000,14,115.379538,7.33,22,31.54,0.000000,29.82,14,0.000000,1.630000,2.180000,6.66,203.780000,271.270000,54.22,61,10.380000,33,260.990000,26.030000,0,33.11,26.030000,72.340000,117.670000,87.000000,0,10.380000,25.080000,165.55,144,66,10.640000

42,10:15-10:30,29.82,7.34,144.68,9.74,48.220000,29.81,1.690000,48.220000,14,119.43528,7.33,22,33.82,0.000000,29.82,14,0.000000,1.630000,2.180000,6.66,203.780000,271.270000,57.49,66,11.140000,33,260.990000,26.030000,0,35.62,26.030000,72.340000,117.670000,87.000000,0,11.140000,25.080000,178.11,154,67,11.420000

43,10:30-10:45,29.82,7.34,144.68,8.94,48.220000,29.81,1.690000,48.220000,14,115.486524,7.33,22,35.27,0.000000,29.82,14,0.000000,1.630000,2.180000,6.66,203.780000,271.270000,60.39,69,12.150000,31,260.990000,26.030000,0,37.58,26.030000,72.340000,117.670000,87.000000,0,12.150000,25.080000,187.9,161,63,12.440000

44,10:45-11:00,29.82,7.34,144.68,6.61,48.220000,29.81,1.690000,48.220000,14,119.09487,7.33,22,36.87,0.000000,29.82,14,0.000000,1.630000,2.180000,6.66,203.780000,271.270000,62.71,72,12.690000,33,260.990000,26.030000,0,39.29,26.030000,72.340000,117.670000,87.000000,0,12.690000,25.080000,196.48,168,65,13.020000

45,11:00-11:15,29.82,7.34,144.68,6.61,48.220000,29.81,1.770000,48.220000,14,122.372532,7.33,22,36.22,0.000000,29.82,14,0.000000,1.630000,2.180000,6.66,203.780000,271.270000,64.73,76,13.200000,34,260.990000,26.030000,0,40.67,26.030000,91.630000,109.370000,87.000000,0,13.200000,25.080000,203.37,179,69,13.530000

46,11:15-11:30,29.48,7.34,144.68,6.61,48.220000,29.49,1.770000,48.220000,14,124.424718,7.33,22,36.61,0.000000,29.48,14,0.000000,1.630000,2.180000,6.66,203.780000,271.270000,66.56,79,13.560000,36,260.990000,26.030000,0,42.22,26.030000,101.020000,109.370000,87.000000,0,13.560000,25.080000,211.1,186,71,13.900000

47,11:30-11:45,29.48,7.34,144.68,6.61,48.220000,29.49,1.770000,48.220000,14,125.932248,7.33,22,37.15,0.000000,29.48,14,0.000000,1.630000,2.180000,6.66,203.780000,271.270000,67.84,78,13.870000,38,260.990000,26.030000,0,43.14,26.030000,101.020000,67.520000,87.000000,0,13.870000,25.080000,215.73,182,75,14.210000

48,11:45-12:00,29.48,7.34,144.68,6.61,48.220000,29.49,1.770000,48.220000,14,127.031286,7.33,22,37.17,0.000000,29.48,14,0.000000,1.630000,2.180000,6.66,203.780000,271.270000,72.85,78,12.470000,39,260.990000,26.030000,0,43.22,26.030000,101.020000,67.520000,87.000000,0,12.470000,25.080000,216.13,182,78,12.790000

49,12:00-12:15,29.48,7.34,144.68,6.61,48.220000,29.49,1.840000,48.220000,12.67,127.079916,7.33,22,37.26,0.000000,29.48,12.67,0.000000,1.710000,2.180000,6.66,203.780000,271.270000,76.12,78,12.470000,37,260.990000,26.030000,0,43.22,26.030000,101.020000,67.520000,87.000000,0,12.470000,24.110000,216.13,182,74,12.790000

50,12:15-12:30,29.48,7.34,144.68,6.61,48.220000,29.49,1.840000,48.220000,12.67,126.418548,7.33,22,37.5,0.000000,29.48,12.67,0.000000,1.710000,2.180000,6.66,203.780000,271.270000,76.78,78,12.470000,37,260.990000,26.030000,0,43.22,26.030000,101.020000,67.520000,87.000000,0,12.470000,24.110000,216.13,182,74,12.790000

51,12:30-12:45,29.48,7.34,144.68,6.61,48.220000,29.49,1.840000,48.220000,12.67,124.609512,7.33,22,37.66,0.000000,29.48,12.67,0.000000,1.710000,2.280000,6.66,203.780000,271.270000,79.45,76,12.470000,37,243.930000,26.030000,0,43.22,26.030000,101.020000,67.520000,87.000000,0,12.470000,23.150000,216.13,179,74,12.790000

52,12:45-13:00,29.48,7.34,144.68,6.61,48.220000,29.49,1.840000,48.220000,12.67,121.876506,7.33,22,37.68,0.000000,29.48,12.67,0.000000,1.710000,2.280000,6.66,203.780000,271.270000,79.08,76,12.470000,37,243.930000,26.030000,0,43.22,26.030000,72.340000,67.520000,87.000000,0,12.470000,23.150000,216.13,179,75,12.790000

53,13:00-13:15,29.48,7.34,144.68,6.61,48.220000,29.49,1.920000,48.220000,12.67,118.384872,7.33,22,37.63,0.000000,29.48,12.67,0.000000,1.780000,2.280000,6.34,203.780000,231.480000,78,76,12.470000,37,205.350000,26.030000,0,43.22,26.030000,72.340000,67.520000,68.030000,0,12.470000,23.150000,216.13,179,75,12.790000

54,13:15-13:30,29.48,7.34,144.68,6.61,48.220000,29.49,1.920000,48.220000,12.67,114.270774,7.33,22,37.64,0.000000,29.48,12.67,0.000000,1.780000,2.280000,6.34,203.780000,183.260000,76.58,76,12.470000,34,205.350000,26.030000,0,43.22,26.030000,51.170000,67.520000,68.030000,0,12.470000,23.150000,216.13,179,69,12.790000

55,13:30-13:45,29.48,6.66,144.68,6.61,48.220000,29.49,1.920000,48.220000,12.67,112.160232,6.67,20,35,0.000000,29.48,12.67,0.000000,1.780000,2.280000,6.34,203.780000,183.260000,74.48,75,12.110000,30,205.350000,26.030000,0,43.22,26.030000,69.770000,67.520000,68.030000,0,12.110000,23.150000,216.13,175,59,12.420000

56,13:45-14:00,29.48,6.66,144.68,6.61,48.220000,29.49,1.920000,48.220000,12.67,107.092986,6.67,20,34,0.000000,29.48,12.67,0.000000,1.780000,2.280000,6.34,203.780000,231.480000,72.74,72,11.570000,26,205.350000,26.030000,0,43.07,26.030000,69.770000,67.520000,68.030000,0,11.570000,23.150000,215.33,168,53,11.850000

57,14:00-14:15,29.48,6.66,144.68,6.61,48.220000,29.49,1.920000,48.220000,12.67,100.975332,6.67,20,31,0.000000,29.48,12.67,0.000000,1.860000,2.280000,6.34,203.780000,271.270000,69.42,67,11.040000,26,243.930000,26.030000,0,42.66,26.030000,85.840000,67.520000,68.030000,0,11.040000,23.150000,213.31,158,53,11.310000

58,14:15-14:30,29.48,6.66,144.68,6.61,48.220000,29.49,1.920000,48.220000,12.67,93.90453,6.67,20,30,0.000000,29.48,12.67,0.000000,1.860000,2.280000,6.34,203.780000,271.270000,65.93,64,10.340000,24,243.930000,26.030000,0,40.45,26.030000,85.840000,67.520000,68.030000,0,10.340000,23.150000,202.25,151,47,10.600000

59,14:30-14:45,29.48,6.66,144.68,6.61,48.220000,29.49,1.920000,48.220000,12.67,86.483592,6.67,20,27.03,0.000000,29.48,12.67,0.000000,1.860000,2.280000,6.34,203.780000,271.270000,59.33,58,9.760000,21,260.990000,26.030000,0,35.47,26.030000,85.840000,67.520000,87.000000,0,9.760000,23.150000,177.33,137,43,10.000000

60,14:45-15:00,29.48,6.66,144.68,6.61,48.220000,29.49,1.920000,48.220000,12.67,78.790326,6.67,20,23.44,0.000000,29.48,12.67,0.000000,1.860000,2.280000,6.34,203.780000,271.270000,53.4,54,8.770000,19,260.990000,26.030000,0,33.51,26.030000,101.020000,67.520000,87.000000,0,8.770000,23.150000,167.56,126,37,8.990000

61,15:00-15:15,29.68,6.66,144.68,6.61,48.220000,29.69,1.920000,48.220000,12.67,70.960896,6.67,20,22,0.000000,29.68,12.67,0.000000,1.940000,2.280000,6.34,203.780000,271.270000,47.71,49,7.960000,18,260.990000,18.700000,0,30.81,30.860000,101.020000,67.520000,87.000000,0,7.960000,23.150000,154.08,116,36,8.170000

62,15:15-15:30,30.02,6.66,144.68,7.21,48.220000,30.01,1.920000,48.220000,12.67,61.721196,6.67,20,21.31,0.000000,30.02,12.67,0.000000,1.940000,2.280000,6.34,203.780000,271.270000,42.97,43,6.850000,14,260.990000,18.700000,0,28.27,30.860000,101.020000,96.450000,87.000000,0,6.850000,23.150000,141.34,102,29,7.020000

63,15:30-15:45,30.02,6.66,144.68,7.21,48.220000,30.01,1.920000,48.220000,12.67,52.063278,6.67,20,19,0.000000,30.02,12.67,0.000000,1.940000,2.280000,6.34,203.780000,271.270000,38.52,36,5.900000,12,260.990000,18.700000,0,22.42,30.860000,101.020000,111.880000,87.000000,0,5.900000,23.150000,112.08,84,25,6.050000

64,15:45-16:00,30.02,6.66,144.68,7.21,48.220000,30.01,1.920000,48.220000,12.67,42.01632,6.67,20,12.05,0.000000,30.02,12.67,0.000000,1.940000,2.280000,6.34,203.780000,271.270000,33.65,30,4.980000,11,260.990000,18.700000,0,19.44,30.860000,101.020000,111.880000,87.000000,0,4.980000,23.150000,97.21,70,23,5.100000

65,16:00-16:15,30.02,6.66,144.68,7.21,48.220000,30.01,1.920000,48.220000,13,31.278816,6.67,20,10.8,0.000000,30.02,13,0.000000,1.940000,2.310000,6.34,203.780000,271.270000,29.28,24,4.030000,10,260.990000,18.700000,0,16.55,30.860000,101.020000,111.880000,87.000000,0,4.030000,26.040000,82.74,56,20,4.130000

66,16:15-16:30,26,6.66,144.68,7.21,48.220000,31.48,1.920000,48.220000,13.5,22.330896,6.67,20,8,0.000000,29.67,13.5,0.000000,1.940000,2.310000,6.34,203.780000,271.270000,24.14,18,3.270000,6,260.990000,18.700000,0,13.53,30.860000,101.020000,111.880000,87.000000,0,3.270000,26.040000,67.67,42,12,3.350000

67,16:30-16:45,12,6.66,144.68,7.21,48.220000,16.06,1.920000,48.220000,14.35,13.927632,6.67,20,8,0.000000,11.07,14.35,0.000000,1.940000,2.310000,6.34,203.780000,271.270000,18.96,13,2.210000,2,260.990000,18.700000,0,10.02,30.860000,101.020000,111.880000,87.000000,0,2.210000,25.080000,50.11,32,4,2.260000

68,16:45-17:00,5,6.66,144.68,7.21,48.220000,7.45,1.920000,48.220000,15.24,7.615458,6.67,20,7,0.000000,5.7,15.24,0.000000,1.940000,2.310000,6.34,203.780000,271.270000,13.06,9,1.430000,2,260.990000,0.000000,0,7.17,30.860000,101.020000,111.880000,87.000000,0,1.430000,25.080000,35.84,21,5,1.470000

69,17:00-17:15,1,6.66,144.68,7.21,48.220000,5,1.920000,48.220000,14.67,3.374922,6.67,20,5,0.000000,2.85,14.67,0.000000,1.940000,2.310000,6.34,203.780000,271.270000,7.21,7,0.780000,4,260.990000,0.000000,0,5.23,30.860000,101.020000,111.880000,87.000000,0,0.780000,25.080000,26.18,18,7,0.800000

70,17:15-17:30,0,6.84,144.68,7.21,48.220000,1,1.920000,48.220000,14.88,1.186572,6.83,20.5,2,0.000000,0.95,14.88,0.000000,1.940000,2.310000,6.34,203.780000,271.270000,1.23,7,0.350000,5,260.990000,0.000000,0,3.1,30.860000,101.020000,111.880000,87.000000,0,0.350000,26.040000,15.5,18,9,0.360000

71,17:30-17:45,0,7.01,144.68,7.21,48.220000,0,1.920000,48.220000,15.01,0,7,21.01,1,0.000000,0.1,15.01,0.000000,1.940000,2.310000,6.34,203.780000,271.270000,0.24,6,0.110000,3,260.990000,0.000000,0,1.45,30.860000,101.020000,111.880000,87.000000,0,0.110000,26.040000,7.23,14,6,0.110000

