Block,Time Block,KOTESHWR,NAPP,KKNPPU2,KUDGI,KOLDAM,MAPS,UNCHAHAR2,URI,TEHRI,TANDA2,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,TALST2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,TALA,JHAJJAR,KGSU1AND2,KGSU3AND4,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KKNP,KISHANGANGA,KHSTPP-I,KHSTPP-II,RIHAND3,SALAL,SEWA2,SINGRAULI,RIHAND2,SASAN,RSTPSU1TO6,SIMHST1,SINGRAULI_HYDRO,RSTPSU7,SIMHST2,NJPC,NLCEXP,NLCTS2EXP,RAMPUR,RIHAND1,NNTPP,RAPPB,NTPL,RAPPC,PARBATI3,NLCIIST1,NLCIIST2,CHAMERA3,CHAMERA1,BSIUL,BRBCL,CHAMERA2,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,ANTA_RF,ANTA_LF,AURY_RF,ANTA_GF,AURY_CRF,ANTA_CRF,AURY_GF,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
19,04:30-04:45,8.53,41.8,0,0,0,0,22.43,1.28,0,0,11.55,0,0,4.27,0,14.76,0,0,0,346.12,0,0,0,9.63,0,249.11,0,0,24.55,61.66,87.76,1.35,0,110.4,79.96,389.53,0,0,0,0,0,0,0,0,0,60.91,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,8.53,41.8,0,0,0,0,22.43,1.28,0,0,11.55,0,0,4.27,0,14.76,0,0,0,346.12,0,0,0,9.63,0,270.27,0,0,28.36,61.66,87.76,1.35,0,110.4,79.96,389.53,0,0,0,0,0,0,0,0,0,60.91,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,8.53,41.8,0,0,0,0,22.43,1.28,0,0,12.7,0,0,4.27,0,17.75,0,0,0,346.12,0,0,0,11.48,0,297.2,0,0,43.49,88.38,102.7,1.35,0,121.16,111.07,389.53,0,0,0,0,0,0,0,0,0,73.35,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,8.53,41.8,0,0,0,0,31.17,1.28,14.97,0,17.53,0,0,4.27,0,21.9,6.03,0,0,349.56,0,0,0,14.29,0,316.43,0,0,43.49,95.09,118.02,1.35,0,121.16,114.22,389.53,0,0,0,0,0,18.22,0,0,0,86.74,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,8.53,41.8,0,0,0,0,35.97,1.28,29.94,0,17.53,0,0,4.27,0,22.79,6.03,0,0,349.56,0,0,0,14.42,0,341.44,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,389.53,0,0,0,0,0,36.43,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,8.53,41.8,0,0,0,0,35.97,1.28,44.91,0,17.53,0,0,4.27,0,22.79,6.03,0,0,349.56,0,0,0,14.42,15.85,344.18,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,389.53,0,0,0,0,0,54.65,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,8.53,41.8,0,0,0,0,36.19,1.07,59.86,0,17.53,0,0,4.27,0,22.79,0,0,0,349.56,0,0,7.63,14.42,31.7,456.86,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,389.53,0,0,0,0,0,91.08,0,0,0,88.49,0,0,0,51.99,3.67,0,0,0,0,0,19.24,12.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,25.6,41.8,0,0,0,0,36.19,1.07,59.86,0,17.53,0,0,4.27,0,22.79,0,0,0,349.56,0,0,15.37,14.42,31.7,512.79,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,389.53,0,0,0,0,0,112.48,0,0,0,88.49,0,0,0,51.99,15.92,0,0,9.31,0,0,19.24,25.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,38.31,41.8,0,0,0,0,40.78,1.07,59.86,0,19.77,0,0,4.27,0,25.38,0,0,0,466.27,0,0,35.15,16.95,31.7,604.7,0,0,43.49,95.09,119.57,8.94,5.07,121.16,114.22,389.53,0,0,0,0,0,134.98,0,0,0,88.49,0,0,0,51.99,15.92,0,0,27.95,11.55,0,19.24,25.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,38.31,41.8,0,0,0,0,40.78,1.07,59.86,0,19.77,0,0,4.27,0,25.38,0,0,0,548.88,0,0,35.15,16.95,31.7,656.71,0,0,43.49,95.09,119.57,40.23,5.07,121.16,114.22,389.53,0,0,0,0,0,134.98,0,0,0,88.49,0,0,0,51.99,15.92,0,0,27.95,26.98,0,19.24,25.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,38.31,41.8,0,0,0,0,40.78,1.07,59.86,0,19.77,0,0,4.27,0,25.38,0,0,0,629.32,0,0,35.15,16.95,31.7,656.71,0,0,43.49,95.09,119.57,40.23,5.07,121.16,114.22,389.53,0,0,0,0,0,134.98,0,0,0,88.49,0,0,0,51.99,15.92,0,0,27.95,26.98,0,19.24,25.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,38.31,41.8,0,0,0,0,40.78,1.07,59.86,0,19.77,0,0,4.27,0,25.38,0,0,0,629.32,0,0,35.15,16.95,31.7,656.71,0,0,43.49,95.09,119.57,40.23,5.07,121.16,114.22,389.53,0,0,0,0,0,134.98,0,0,0,88.49,0,0,0,51.99,15.92,0,0,27.95,26.98,0,19.24,25.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,38.31,41.8,0,0,0,0,40.78,1.07,59.86,0,19.77,0,0,4.27,0,25.38,0,0,0,629.32,0,0,35.15,16.95,31.7,656.71,0,0,43.49,95.09,119.57,40.23,5.07,121.16,114.22,378.71,0,0,0,0,0,134.98,0,0,0,88.49,0,0,0,51.99,15.92,0,0,27.95,26.98,0,19.24,25.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,38.31,41.8,0,0,0,0,40.78,25.48,59.86,0,19.77,0,0,4.27,0,25.38,0,0,0,629.32,0,0,35.15,16.95,31.7,656.71,0,0,43.49,95.09,119.57,40.23,5.07,121.16,114.22,378.71,0,0,0,0,0,112.48,0,0,0,88.49,0,0,0,51.99,3.42,0,0,27.95,13.51,0,19.24,25.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,18.97,41.8,0,0,0,0,40.78,25.48,59.86,0,19.77,0,0,4.27,0,25.38,0,0,0,629.32,0,0,15.37,16.95,31.7,656.71,0,0,43.49,95.09,119.57,40.23,0,121.16,114.22,378.71,0,0,0,0,0,86.89,0,0,0,88.49,0,0,0,51.99,0,0,0,1.84,13.51,0,19.24,25.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,8.53,41.8,0,0,0,0,40.78,3.18,44.91,0,19.77,0,0,4.27,0,25.38,0,0,0,629.32,0,0,7.75,16.95,31.7,656.71,0,0,43.49,95.09,119.57,8.94,0,121.16,114.22,378.71,0,0,0,0,0,59.21,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,12.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,8.53,41.8,0,0,0,0,40.78,1.6,44.91,0,19.77,0,0,4.27,0,25.38,0,0,0,629.32,0,0,0,16.95,31.7,656.71,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,19.4,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,8.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,8.53,41.8,0,0,0,0,40.78,1.6,29.94,0,19.77,0,0,4.27,0,25.38,0,0,0,629.32,0,0,0,16.95,31.7,656.71,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,8.53,41.8,0,0,0,0,40.78,1.6,29.94,0,19.77,0,0,4.27,0,25.38,6.03,0,0,600.94,0,0,0,16.95,31.7,612.12,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,8.53,41.8,0,0,0,0,40.78,1.6,14.97,0,19.77,0,0,4.27,0,25.38,6.03,0,0,600.94,0,0,0,16.95,15.85,624.62,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,8.53,41.8,0,0,0,0,40.78,1.6,14.97,0,19.77,0,0,4.27,0,25.38,6.03,0,0,581.71,0,0,0,16.95,15.85,656.71,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,8.53,41.8,0,0,0,0,40.78,25.48,14.97,0,19.77,0,0,4.27,0,25.38,0,0,0,581.71,0,0,0,16.95,15.85,647.97,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,8.53,41.8,0,0,0,0,40.78,25.48,14.97,0,19.77,0,0,4.27,0,25.38,0,0,0,543.22,0,0,0,16.95,0,632.06,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,8.53,41.8,0,0,0,0,40.78,25.48,0,0,19.77,0,0,10.35,0,25.38,0,0,0,456.65,0,0,0,16.95,0,642.64,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,8.53,41.8,0,0,0,0,40.78,3.18,0,0,19.77,0,0,10.35,0,25.38,0,0,0,377.79,0,0,0,16.95,0,599.2,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,8.53,41.8,0,0,0,0,40.78,1.6,0,0,19.77,0,0,10.35,0,25.38,0,0,0,377.79,0,0,0,16.95,0,584.77,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,8.53,41.8,0,0,0,0,40.78,1.6,0,0,19.77,0,0,10.35,0,25.38,0,0,0,377.79,0,0,0,16.95,0,571.31,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,8.53,41.8,0,0,0,0,40.78,1.6,0,0,18.04,0,0,10.35,0,25.38,0,0,0,377.79,0,0,0,16.95,0,571.91,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,8.53,41.8,0,0,0,0,35,1.6,0,0,15.42,0,0,10.35,0,22.4,0,0,0,367.83,0,0,0,15.18,0,571.91,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,8.53,41.8,0,0,0,0,35,1.6,0,0,15.42,0,0,4.27,0,22.4,0,0,0,353.4,0,0,0,15.18,0,571.91,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,8.53,41.8,0,0,0,0,35,25.48,0,0,17.55,0,0,4.27,0,22.4,1.11,0,0,377.79,0,0,0,15.18,0,571.91,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,8.53,41.8,0,0,0,0,35,25.48,0,0,17.55,0,0,4.27,0,22.4,1.11,0,0,377.79,0,0,0,15.18,0,484.49,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,8.53,41.8,0,0,0,0,35,2.65,0,0,15.42,0,0,4.27,0,22.4,0,0,0,348.59,0,0,0,13.73,0,418.38,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,8.53,41.8,0,0,0,0,35,1.6,0,0,15.42,0,0,4.27,0,22.4,0,0,0,348.59,0,0,0,13.73,0,331.82,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,8.53,41.8,0,0,0,0,30.41,1.6,0,0,15.42,0,0,4.27,0,20.29,0,0,0,348.59,0,0,0,13.73,0,264.5,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,8.53,41.8,0,0,0,0,30.41,1.6,0,0,15.42,0,0,4.27,0,19.8,0,0,0,348.59,0,0,0,13.73,0,247.57,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,8.53,41.8,0,0,0,0,30.41,1.6,0,0,15.42,0,0,4.27,0,19.8,0,0,0,348.59,0,0,0,13.73,0,199.09,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,8.53,41.8,0,0,0,0,30.41,1.6,0,0,15.42,0,0,4.27,0,19.8,0,0,0,348.59,0,0,0,13.73,0,214.48,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,8.53,41.8,0,0,0,0,30.41,1.6,0,0,15.42,0,0,4.27,0,19.8,0,0,0,348.59,0,0,0,15.13,0,215.44,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,8.53,41.8,0,0,0,0,30.41,1.6,0,0,15.42,0,0,4.27,0,19.8,0,0,0,348.59,0,0,0,15.18,0,232.76,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,8.53,41.8,0,0,0,0,30.41,1.6,0,0,15.42,0,0,4.27,0,19.8,0.49,0,0,348.59,0,0,0,15.18,0,257.76,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,8.53,41.8,0,0,0,0,30.41,1.6,0,0,15.42,0,0,4.27,0,19.8,0.49,0,0,348.59,0,0,0,15.18,0,278.92,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,8.53,41.8,0,0,0,0,34,1.6,0,0,15.42,0,0,4.27,0,21.92,0.49,0,0,349.56,0,0,0,15.18,0,340.48,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,8.53,41.8,0,0,0,0,35,1.6,0,0,15.42,0,0,4.27,0,22.4,0.49,0,0,377.79,0,0,0,15.18,0,375.56,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

