Block,Time,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01032024/31032024/SJVN010324NR1589,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,SR/01032024/31032024/SJVN010324NR1590,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/01032024/31032024/SJVN010324NR1588,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,NR/01032024/22032024/HP-56,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01012024/31032024/ ChanjuII,NR/01032024/31032024/NVVN/OA/16997,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/16032024/22032024/HP-63,NR/01032024/22032024/HP-59,NR/01102023/06022042/L_NR_2012_07
62,15:15-15:30,236.98,31,41.5,6.5,12.67,10.01,42,76,31,0,48.13,22.43,7,104.999604,31,47.4,91.07,12.67,48.13,0,0,96.260000,19.5,85,0,179,6.5,0.000000,13.480000,13.150000,153.050000,1.430000,0.000000,52.940000,1.090000,13.150000,1.300000,21.180000,4.970000,48.130000,30.800000,30.800000,112.620000,0.000000,0.000000,0.000000,33.690000

63,15:30-15:45,220.89,31,39.3,6.33,12.67,10.01,39,73,31,0,48.13,22.43,7,96.249637,31,44.18,84.9,12.67,48.13,0,0,96.260000,19,78,0,172,6.34,0.000000,12.570000,12.260000,153.050000,1.430000,0.000000,52.940000,1.090000,12.260000,1.300000,22.140000,4.970000,48.130000,30.800000,30.800000,112.620000,0.000000,0.000000,0.000000,33.690000

64,15:45-16:00,204.37,31,36.2,6.17,12.67,10.21,37,67,31,0,48.13,22.43,7,86.730763,31,40.87,78.72,12.67,48.13,0,0,96.260000,18.5,73,0,158,6.16,0.000000,11.370000,11.100000,153.050000,1.430000,0.000000,52.940000,1.090000,11.100000,1.300000,22.140000,4.970000,48.130000,30.800000,30.800000,141.500000,0.000000,0.000000,0.000000,33.690000

65,16:00-16:15,187.33,31,33.4,6.17,12.67,10.61,32,61,31,0,48.13,22.43,7,77.416282,31,37.47,71.13,12.67,48.13,0,0,96.260000,18.5,64,0,144,6.16,0.000000,10.230000,9.980000,172.310000,1.430000,0.000000,52.940000,1.090000,9.980000,1.340000,22.140000,5.050000,48.130000,30.800000,30.800000,158.830000,0.000000,0.000000,0.000000,33.690000

66,16:15-16:30,169.37,31,30,6,13.33,10.61,29,54,31,28.88,48.13,0,7,67.313428,31,33.87,62.76,13.33,48.13,0,0,96.260000,18,57,24.07,126,6,0.000000,9.360000,9.130000,192.520000,1.430000,0.000000,81.820000,1.090000,9.130000,1.340000,22.140000,5.050000,48.130000,30.800000,30.800000,233.830000,0.000000,0.000000,0.000000,57.390000

67,16:30-16:45,149.82,33,26.3,6,13.33,11.01,25,46,33,28.88,48.13,0,7,56.227541,20.87,29.96,53.88,13.33,48.13,0,0,96.260000,18,50,24.07,109,6,0.000000,7.710000,7.530000,211.770000,1.430000,0.000000,99.740000,1.090000,7.530000,1.340000,23.100000,5.050000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

68,16:45-17:00,130.33,33,22.5,6,13.33,11.01,20,39,33,0,48.13,22.43,7,45.949493,10.97,26.06,44.78,13.33,48.13,0,0,96.260000,18,40,0,91,6,0.000000,6.460000,6.290000,211.770000,1.430000,0.000000,99.740000,1.090000,6.290000,1.340000,24.060000,5.050000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

69,17:00-17:15,109.55,33,17.5,6,13.33,11.01,15,31,33,0,48.13,0,7,34.542417,4.08,21.91,34.9,13.33,48.13,0,0,96.260000,18,30,0,74,6,0.000000,4.990000,4.870000,211.770000,1.390000,0.000000,99.740000,1.090000,4.870000,1.340000,25.030000,5.150000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

70,17:15-17:30,88.11,22,12,6.17,13.67,10.61,12,22,33,0,48.13,0,7,25.023543,0.58,17.62,26.89,13.67,48.13,0,0,96.260000,18.5,23,0,53,6.16,0.000000,3.630000,3.540000,211.770000,1.390000,0.000000,99.740000,1.090000,3.540000,1.340000,25.030000,5.150000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

71,17:30-17:45,67.28,7,8,6.33,14,9.81,8,16,13.59,0,48.13,0,7,15.310009,0,13.46,21.8,14,48.13,0,0,96.260000,19,16,0,39,6.34,0.000000,2.600000,2.540000,211.770000,1.390000,0.000000,99.740000,1.090000,2.540000,1.180000,25.030000,5.150000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

72,17:45-18:00,47.02,1,5,6.5,14.33,9.21,4,7,4.42,0,48.13,0,7,8.681836,0,9.4,16.79,14.33,48.13,0,0,96.260000,19.5,9,0,18,6.5,0.000000,1.690000,1.640000,211.770000,1.390000,0.000000,99.740000,1.090000,1.640000,1.180000,25.990000,5.150000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

73,18:00-18:15,26.01,0,4,7.17,14.33,11.01,1,3,0,0,48.13,0,7,3.328686,0,5.2,11.85,14.33,96.26,0,0,96.260000,21.5,3,0,7,7.16,0.000000,0.950000,0.930000,211.770000,1.390000,0.000000,99.740000,1.160000,0.930000,1.180000,26.950000,5.240000,48.130000,30.320000,30.320000,260.480000,0.000000,0.000000,0.000000,86.830000

74,18:15-18:30,13.25,0,3,8.33,14.67,10.61,0,1,0,0,48.13,0,7,1.226358,0,2.65,5.09,14.67,96.26,0,0,96.260000,25,0,0,1,8.34,0.000000,0.420000,0.410000,211.770000,1.390000,0.000000,99.740000,1.160000,0.410000,1.180000,26.950000,5.240000,48.130000,30.320000,30.320000,260.480000,0.000000,0.000000,0.000000,86.830000

75,18:30-18:45,2.25,0,2,9.5,15,10.41,0,0,0,0,48.13,0,7,0,0,0.45,2.51,15,96.26,0,0,96.260000,28.5,0,0,1,9.5,0.000000,0.040000,0.040000,211.770000,1.390000,0.000000,99.740000,1.160000,0.040000,1.180000,26.950000,5.240000,48.130000,30.320000,30.320000,260.480000,0.000000,0.000000,0.000000,86.830000

76,18:45-19:00,0.78,0,1,10.83,15,10.01,0,0,0,0,48.13,0,7,0,0,0.16,0,15,96.26,0,0,96.260000,32.5,0,0,0,10.84,0.000000,0.000000,0.000000,211.770000,1.390000,0.000000,99.740000,1.160000,0.000000,1.180000,26.950000,5.240000,48.130000,30.320000,30.320000,260.480000,0.000000,0.000000,0.000000,86.830000

77,19:00-19:15,0,0,0,10.83,15.33,9.61,0,0,0,0,48.13,0,7,0,0,0,0,15.33,96.26,0,0,96.260000,32.5,0,0,0,10.84,0.000000,0.000000,0.000000,211.770000,1.390000,0.000000,99.740000,1.160000,0.000000,1.180000,26.950000,5.330000,48.130000,30.320000,30.320000,260.480000,0.000000,0.000000,0.000000,86.830000

78,19:15-19:30,0,0,0,10.83,15.67,9.21,0,0,0,0,48.13,0,7,0,0,0,0,15.67,96.26,0,0,96.260000,32.5,0,0,0,10.84,0.000000,0.000000,0.000000,211.770000,1.390000,0.000000,99.740000,1.160000,0.000000,1.180000,26.950000,5.330000,48.130000,30.320000,30.320000,260.480000,0.000000,0.000000,0.000000,86.830000

79,19:30-19:45,0,0,0,13.33,16,7.41,0,0,0,0,48.13,0,11.66,0,0,0,0,16,96.26,0,0,96.260000,40,0,0,0,13.34,0.000000,0.000000,0.000000,211.770000,1.390000,0.000000,99.740000,1.160000,0.000000,1.180000,26.950000,5.330000,48.130000,30.320000,30.320000,260.480000,0.000000,0.000000,0.000000,86.830000

80,19:45-20:00,0,0,0,13.83,17.33,7.41,0,0,0,0,48.13,0,12.34,0,0,0,0,17.33,96.26,0,0,96.260000,41.5,0,0,0,13.84,0.000000,0.000000,0.000000,211.770000,1.390000,0.000000,99.740000,1.160000,0.000000,1.180000,26.950000,5.330000,48.130000,30.320000,30.320000,260.480000,0.000000,0.000000,0.000000,86.830000

81,20:00-20:15,0,0,0,14.5,22.33,7.41,0,0,0,0,48.13,0,12.66,0,0,0,0,22.33,96.26,0,0,192.520000,43.5,0,0,0,14.5,0.000000,0.000000,0.000000,211.770000,1.340000,0.000000,99.740000,1.160000,0.000000,1.150000,26.950000,5.420000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

82,20:15-20:30,0,0,0,15,25,7.41,0,0,0,0,48.13,0,14,0,0,0,0,25,96.26,0,0,192.520000,45,0,0,0,15,0.000000,0.000000,0.000000,211.770000,1.340000,0.000000,99.740000,1.160000,0.000000,1.150000,26.950000,5.420000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

83,20:30-20:45,0,0,0,15.67,38.33,7.41,0,0,0,0,48.13,0,17.34,0,0,0,0,38.33,96.26,0,0,192.520000,47,0,0,0,15.66,0.000000,0.000000,0.000000,211.770000,1.340000,0.000000,99.740000,1.160000,0.000000,1.150000,26.950000,5.420000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

84,20:45-21:00,0,0,0,16.67,39.33,7.01,0,0,0,0,48.13,0,18.34,0,0,0,0,39.33,96.26,0,0,192.520000,50,0,0,0,16.66,0.000000,0.000000,0.000000,211.770000,1.340000,0.000000,99.740000,1.160000,0.000000,1.150000,26.950000,5.420000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

85,21:00-21:15,0,0,0,17.67,41.67,7.01,0,0,0,0,48.13,0,18.34,0,0,0,0,41.67,96.26,0,0,192.520000,53,0,0,0,17.66,0.000000,0.000000,0.000000,228.140000,1.340000,0.000000,99.740000,1.160000,0.000000,1.150000,26.950000,5.520000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

86,21:15-21:30,0,0,0,19,45.67,7.01,0,0,0,0,48.13,0,18.34,0,0,0,0,45.67,96.26,0,0,192.520000,57,0,0,0,19,0.000000,0.000000,0.000000,228.140000,1.340000,0.000000,99.740000,1.160000,0.000000,1.150000,25.990000,5.520000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

87,21:30-21:45,0,0,0,20,43.33,7.01,0,0,0,0,48.13,0,18.34,0,0,0,0,43.33,96.26,0,0,192.520000,60,0,0,0,20,0.000000,0.000000,0.000000,228.140000,1.340000,0.000000,99.740000,0.930000,0.000000,1.150000,25.990000,5.520000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

88,21:45-22:00,0,0,0,20.5,42.67,7.01,0,0,0,0,48.13,0,18.34,0,0,0,0,42.67,96.26,0,0,192.520000,61.5,0,0,0,20.5,0.000000,0.000000,0.000000,228.140000,1.340000,0.000000,99.740000,0.930000,0.000000,1.150000,25.990000,5.520000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

89,22:00-22:15,0,0,0,19.67,23.33,7.01,0,0,0,0,48.13,0,10.34,0,0,0,0,23.33,96.26,0,0,192.520000,59,0,0,0,19.66,76.520000,0.000000,0.000000,228.140000,1.300000,0.000000,99.740000,0.930000,0.000000,1.150000,25.030000,5.600000,48.130000,30.800000,30.800000,260.480000,0.000000,78.560000,32.760000,86.830000

90,22:15-22:30,0,0,0,19.33,24,7.01,0,0,0,0,48.13,0,10.66,0,0,0,0,24,96.26,0,0,192.520000,58,0,0,0,19.34,76.520000,0.000000,0.000000,228.140000,1.300000,0.000000,99.740000,0.930000,0.000000,1.150000,25.030000,5.600000,48.130000,30.800000,30.800000,260.480000,0.000000,78.560000,32.760000,86.830000

91,22:30-22:45,0,0,0,12.5,25,7.01,0,0,0,0,48.13,0,11,0,0,0,0,25,96.26,0,0,192.520000,37.5,0,0,0,12.5,76.520000,0.000000,0.000000,228.140000,1.300000,0.000000,99.740000,1.010000,0.000000,1.150000,25.030000,5.600000,48.130000,30.800000,30.800000,260.480000,0.000000,78.560000,32.760000,86.830000

92,22:45-23:00,0,0,0,12.17,26,7.01,0,0,0,0,48.13,0,11,0,0,0,0,26,96.26,0,0,192.520000,36.5,0,0,0,12.16,76.520000,0.000000,0.000000,228.140000,1.300000,0.000000,99.740000,1.010000,0.000000,1.150000,25.030000,5.600000,48.130000,30.800000,30.800000,260.480000,0.000000,78.560000,32.760000,86.830000

93,23:00-23:15,0,0,0,12,38.33,7.01,0,0,0,0,48.13,0,11.34,0,0,0,0,38.33,96.26,0,0,192.520000,36,0,0,0,12,76.520000,0.000000,0.000000,228.140000,1.300000,0.000000,70.870000,1.010000,0.000000,1.110000,25.030000,5.700000,48.130000,30.800000,30.800000,227.100000,0.000000,78.560000,32.760000,76.320000

94,23:15-23:30,0,0,0,12,39.33,7.01,0,0,0,0,48.13,0,11,0,0,0,0,39.33,96.26,0,0,192.520000,36,0,0,0,12,76.520000,0.000000,0.000000,228.140000,1.300000,0.000000,53.910000,1.010000,0.000000,1.110000,25.030000,5.700000,48.130000,30.800000,30.800000,227.100000,0.000000,78.560000,32.760000,76.320000

95,23:30-23:45,0,0,0,14.17,40,7.01,0,0,0,0,48.13,0,10.34,0,0,0,0,40,96.26,0,0,192.520000,42.5,0,0,0,14.16,76.520000,0.000000,0.000000,228.140000,1.300000,0.000000,53.910000,1.010000,0.000000,1.110000,25.030000,5.700000,48.130000,30.800000,30.800000,227.100000,0.000000,78.560000,32.760000,76.320000

96,23:45-24:00,0,0,0,14.67,41.67,7.01,0,0,0,0,48.13,0,9.34,0,0,0,0,41.67,96.26,0,0,192.520000,44,0,0,0,14.66,76.520000,0.000000,0.000000,228.140000,1.300000,0.000000,53.910000,1.010000,0.000000,1.110000,25.030000,5.700000,48.130000,30.800000,30.800000,227.100000,0.000000,78.560000,32.760000,76.320000

