Block,Time Block,NJPC,NAPP,KHSTPP-I,KGSU3AND4,KKNPPU2,KHSTPP-II,KKNP,KISHANGANGA,MAPS,KUDGI,SEWA2,SIMHST1,RSTPSU7,SALAL,SASAN,KOTESHWR,KOLDAM,RIHAND3,RAPPC,RSTPSU1TO6,RAPPB,RIHAND2,RIHAND1,KGSU1AND2,JHAJJAR,DULHASTI,FSTPP I & II,DHAULIGNGA,RAMPUR,DADRT2,CHAMERA3,CHAMERA2,NTPL,PARBATI3,VALLURNTECL,URI,UNCHAHAR4,UNCHAHAR3,URI2,BRBCL,CHAMERA1,BSIUL,UNCHAHAR2,TelanganaSTPP,UNCHAHAR1,NLCTS2EXP,NNTPP,TANDA2,TEHRI,TANAKPUR,TALA,TALST2,NLCEXP,NLCIIST1,NLCIIST2,DADRI_RF,DADRI_LF,DADRI_GF,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,ANTA_CRF,ANTA_RF,AURY_GF,ANTA_LF,DADRI_CRF,AURY_RF,ANTA_GF,AURY_CRF,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,20.01,42.58,28.94,0,0,94.82,0,0,0,0,0,0,0,1.35,399.93,8.53,0,119.45,52.18,0,0,114.09,43.24,0,345.76,0,9.62,0,0,362.37,0,0,0,0,0,0.32,0,14.36,4.14,13.87,0,0,22.72,0,11.54,0,0,0,0,5.53,0,0,0,0,0,0,0,0,0,104.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,20.01,42.58,28.94,0,0,94.82,0,0,0,0,0,0,0,1.35,399.93,8.53,0,119.45,52.18,0,0,114.09,74.54,0,345.76,0,9.62,0,0,362.37,0,0,0,0,0,0.32,0,14.36,4.14,13.69,0,0,22.72,0,11.54,0,0,0,0,5.53,0,0,0,0,0,0,0,0,0,104.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,20.01,42.58,28.94,0,0,94.82,0,0,0,0,0,0,0,1.35,399.93,8.53,0,119.45,52.18,0,0,114.09,74.54,0,345.76,0,9.62,0,0,362.37,0,0,0,0,0,0.32,0,14.36,4.14,14.07,0,0,22.72,0,11.54,0,0,0,0,5.53,0,0,0,0,0,0,0,0,0,104.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,20.01,42.58,24.52,0,0,79.63,0,0,0,0,0,0,0,1.35,399.93,8.53,0,88.06,52.18,0,0,92.81,46.9,0,345.76,0,9.62,0,0,362.37,0,0,0,0,0,0.32,0,14.36,4.14,13.92,0,0,22.72,0,11.54,0,0,0,0,5.53,0,0,0,0,0,0,0,0,0,66.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,20.01,42.58,24.52,0,0,78.37,0,0,0,0,0,0,0,1.35,399.93,8.53,0,88.06,52.18,0,0,92.81,46.9,0,345.76,0,9.62,0,0,362.37,0,0,0,0,0,0.32,0,14.36,4.14,14.06,0,0,22.72,0,11.54,0,0,0,0,5.53,0,0,0,0,0,0,0,0,0,66.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,42.58,24.52,0,0,78.37,0,0,0,0,0,0,0,1.35,399.93,8.53,0,88.06,52.18,0,0,92.81,46.9,0,345.76,0,9.62,0,0,362.37,0,0,0,0,0,0.32,0,14.36,4.14,15.32,0,0,22.72,0,11.54,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,66.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,42.58,24.52,0,0,78.37,0,0,0,0,0,0,0,1.35,399.93,8.53,0,88.06,52.18,0,0,92.81,46.9,0,345.76,0,9.62,0,0,362.37,0,0,0,0,0,0.32,0,14.36,4.14,17.87,0,0,22.72,0,11.54,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,66.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,42.58,24.52,0,0,78.37,0,0,0,0,0,0,0,1.35,399.93,8.53,0,88.06,52.18,0,0,92.81,46.9,0,345.76,0,9.62,0,0,362.37,0,0,0,0,0,0,0,14.36,4.14,17.78,0,0,22.72,0,11.54,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,66.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,42.58,24.52,0,0,78.37,0,0,0,0,0,0,0,1.35,399.93,8.53,0,88.06,52.18,0,0,92.81,46.9,0,345.76,0,9.62,0,0,362.37,0,0,0,0,0,0,0,14.36,4.14,17.23,0,0,22.72,0,11.54,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,66.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,42.58,24.52,0,0,78.37,0,0,0,0,0,0,0,1.35,399.93,8.53,0,88.06,52.18,0,0,92.81,46.9,0,345.76,0,9.62,0,0,362.37,0,0,0,0,0,0,0,14.36,4.14,16.62,0,0,22.72,0,11.54,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,66.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,42.58,24.52,0,0,78.37,0,0,0,0,0,0,0,1.35,399.93,8.53,0,88.06,52.18,0,0,92.81,46.9,0,345.76,0,9.62,8.78,0,362.37,0,0,0,0,0,0,0,14.36,4.14,16.94,0,0,22.72,0,11.54,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,66.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,42.58,24.52,0,0,78.37,0,0,0,0,0,0,0,8.93,399.93,8.53,0,88.06,52.18,0,0,92.81,46.9,0,345.76,0,9.62,8.78,0,362.37,0,0,0,0,0,0,0,14.36,4.14,18.05,0,0,22.72,0,11.54,0,0,0,0,5.53,0,0,0,0,0,0,0,0,0,66.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,42.58,24.52,0,0,78.37,0,0,0,0,0,0,0,53.58,399.93,8.53,0,88.06,52.18,0,0,92.81,46.9,0,345.76,0,9.62,8.78,0,362.37,0,0,0,0,0,0,0,14.36,4.14,19.22,0,0,22.72,0,11.54,0,0,0,0,5.53,0,0,0,0,0,0,0,0,0,66.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,42.58,24.52,0,0,78.37,0,0,0,0,0,0,0,53.58,399.93,8.53,0,88.06,52.18,0,0,92.81,46.9,0,345.76,0,9.62,8.78,0,362.37,0,0,0,0,0,0,0,14.36,4.14,19.22,0,0,22.72,0,11.54,0,0,0,0,5.53,0,0,0,0,0,0,0,0,0,66.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,42.58,24.52,0,0,78.37,0,0,0,0,0,0,0,53.58,399.93,8.53,0,88.06,52.18,0,0,92.81,46.9,0,345.76,0,9.62,8.78,0,362.37,0,0,0,0,0,0,0,14.36,4.14,19.22,0,0,22.72,0,11.54,0,0,0,14.95,5.53,0,0,0,0,0,0,0,0,0,66.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,42.58,24.52,0,0,78.37,0,0,0,0,0,0,0,53.58,399.93,8.53,0,88.06,52.18,0,0,92.81,46.9,0,345.76,0,9.62,8.78,0,362.37,0,0,0,0,0,0,0,14.36,4.14,19.22,0,0,22.72,0,11.54,0,0,0,29.9,0.49,0,0,0,0,0,0,0,0,0,93.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,42.58,24.52,0,0,78.37,0,0,0,0,0,0,0,40.19,399.93,8.53,0,88.06,52.18,0,0,92.81,46.9,0,345.76,0,9.62,8.78,0,362.37,0,0,0,0,0,0,0,14.36,4.14,19.22,0,0,22.72,0,11.54,0,0,0,29.9,0.49,0,0,0,0,0,0,0,0,0,110.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,20.01,42.58,24.52,0,0,78.37,0,0,0,0,0,0,0,40.19,399.93,8.53,0,119.45,52.18,0,0,114.09,74.54,0,345.76,15.83,9.62,8.78,0,350.84,0,0,0,0,0,0,0,14.36,4.14,19.22,0,0,22.72,0,11.54,0,0,0,29.9,0.49,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,38.66,42.58,31.96,0,0,105.08,0,0,0,0,0,0,0,8.93,399.93,8.53,0,119.45,52.18,0,0,114.09,74.54,0,345.76,15.83,9.62,8.78,0,362.37,0,0,0,0,0,0,0,14.36,4.14,19.22,0,0,22.72,0,11.54,0,0,0,44.85,0.49,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,56.42,42.58,41.83,0,0,142.32,0,0,0,0,0,0,0,1.35,399.93,8.53,0,119.45,52.18,0,0,114.09,74.54,0,363.89,15.83,12.18,17.55,0,362.37,0,0,0,3.67,0,0,0,17.94,4.14,19.22,0,1.06,28.65,0,13.66,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,74.61,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,399.93,17.05,0,119.45,52.18,0,0,114.09,74.54,0,378.1,31.66,14.51,17.55,0,362.37,0,2.57,0,15.9,0,0,0,21.85,4.14,19.22,0,6.26,35.11,0,17,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,90.99,42.58,43.45,0,0,142.49,0,0,0,0,5.06,0,0,1.35,399.93,25.59,0,119.45,52.18,0,0,114.09,74.54,0,446.23,31.66,14.69,26.34,0,425.73,9.29,7.69,0,15.9,0,0.63,0,24.13,4.14,19.22,13.5,6.26,38.88,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,131.94,42.58,43.45,0,0,142.49,0,0,0,0,10.12,0,0,1.35,399.93,38.27,0,119.45,52.18,0,0,114.09,74.54,0,523.1,31.66,14.69,26.34,0,494.96,18.62,25.31,0,15.9,0,0.63,0,21.85,4.14,19.22,13.5,12.53,35.11,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,131.94,42.58,43.45,0,0,142.49,0,0,0,0,10.12,0,0,1.35,399.93,38.27,0,119.45,52.18,0,0,114.09,74.54,0,616.4,31.66,14.69,26.34,0,599.11,18.62,25.31,0,15.9,0,0.63,0,25.21,4.14,19.22,13.5,12.53,40.27,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,131.94,42.58,43.45,0,0,142.49,0,0,0,0,10.12,0,0,1.35,399.93,38.27,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,26.34,0,656.36,18.62,25.31,0,15.9,0,1.07,0,25.36,4.14,19.22,13.5,12.53,40.73,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,119.2,42.58,43.45,0,0,142.49,0,0,0,0,10.12,0,0,1.35,399.93,38.27,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,26.34,0,656.02,18.62,25.31,0,15.9,0,25.45,0,25.36,4.14,19.22,13.5,12.53,40.73,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,109.19,42.58,43.45,0,0,142.49,0,0,0,0,5.06,0,0,1.35,399.93,38.27,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,26.34,0,656.02,18.62,25.31,0,3.42,0,25.45,0,25.36,4.14,19.22,13.5,12.53,40.73,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,109.19,42.58,43.45,0,0,142.49,0,0,0,0,5.06,0,0,1.35,399.93,38.27,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,26.34,0,656.02,18.62,25.31,0,0,0,25.45,0,25.36,4.14,18.86,13.5,12.53,40.73,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,90.99,42.58,43.45,0,0,142.49,0,0,0,0,4.88,0,0,1.35,399.93,38.27,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,15.35,0,656.02,18.62,25.31,0,0,0,1.07,0,25.36,4.14,17.97,13.44,12.53,40.73,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,72.79,42.58,43.45,0,0,142.49,0,0,0,0,4.86,0,0,1.35,372.91,18.95,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,8.28,0,656.02,9.29,3.2,0,0,0,1.07,0,25.36,4.14,18.77,13.44,6.26,40.73,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,56.42,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,353.46,8.53,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,0,0,656.02,0,0,0,0,0,1.07,0,25.36,4.14,19.22,0,6.26,40.73,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,54.59,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,333.99,8.53,0,119.45,52.18,0,0,114.09,74.54,0,597.91,15.83,14.69,0,0,656.02,0,0,0,0,0,1.07,0,25.36,4.14,19.22,0,1.06,40.73,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,38.22,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,314.55,8.53,0,119.45,52.18,0,0,114.09,74.54,0,597.91,15.83,14.69,0,0,656.02,0,0,0,0,0,25.45,0,25.36,4.14,19.22,0,0,40.73,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,18.28,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,295.08,8.53,0,119.45,52.18,0,0,114.09,74.54,0,549.87,15.83,14.69,0,0,656.02,0,0,0,0,0,25.45,0,25.36,7.75,19.22,0,0,40.73,0,19.75,0,0,0,44.85,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,275.63,8.53,0,119.45,52.18,0,0,114.09,74.54,0,549.87,15.83,14.69,0,0,656.02,0,0,0,0,0,1.07,0,25.36,7.75,19.22,0,0,40.73,0,19.75,0,0,0,44.85,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,256.17,8.53,0,119.45,52.18,0,0,114.09,74.54,0,549.87,15.83,14.69,0,0,656.02,0,0,0,0,0,1.07,0,25.36,7.75,19.22,0,0,40.73,0,19.75,0,0,0,29.9,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,236.72,8.53,0,119.45,52.18,0,0,114.09,74.54,0,549.87,15.83,14.69,0,0,656.36,0,0,0,0,0,1.07,0,25.36,7.75,19.22,0,0,40.73,0,19.75,0,0,0,29.9,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,236.72,8.53,0,119.45,52.18,0,0,114.09,74.54,0,530.65,15.83,14.69,0,0,656.36,0,0,0,0,0,1.07,0,25.36,7.75,19.22,0,0,40.73,0,19.75,0,0,0,14.95,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,246.45,8.53,0,119.45,52.18,0,0,114.09,74.54,0,530.65,15.83,14.69,0,0,656.36,0,0,0,0,0,1.07,0,25.36,7.75,16.43,0,0,40.73,0,19.75,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,265.91,8.53,0,119.45,52.18,0,0,114.09,74.54,0,628.65,0,14.69,0,0,652.32,0,0,0,0,0,1.07,0,25.36,4.14,16,0,0,40.73,0,19.75,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,284.29,8.53,0,119.45,52.18,0,0,114.09,74.54,0,600.3,0,14.69,0,0,652.32,0,0,0,0,0,1.07,0,25.36,4.14,16.3,0,0,40.73,0,19.75,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,296.42,8.53,0,119.45,52.18,0,0,114.09,74.54,0,504.22,0,14.69,0,0,595.8,0,0,0,0,0,1.07,0,23.18,4.14,18.81,0,0,35.58,0,17.97,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,307.23,8.53,0,119.45,52.18,0,0,114.09,74.54,0,408.14,0,14.69,0,0,582.02,0,0,0,0,0,1.07,0,25.36,4.14,19.22,0,0,35.11,0,19.75,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,318.03,8.53,0,119.45,52.18,0,0,114.09,74.54,0,347.98,0,13.15,0,0,573.38,0,0,0,0,0,1.07,0,25.36,4.14,19.22,0,0,40.73,0,19.75,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,328.84,8.53,0,119.45,52.18,0,0,114.09,74.54,0,347.98,0,12.66,0,0,573.38,0,0,0,0,0,1.07,0,21.85,4.14,19.22,0,0,35.11,0,17.03,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,339.65,8.53,0,119.45,52.18,0,0,114.09,74.54,0,347.98,0,12.66,0,0,487.27,0,0,0,0,0,1.07,0,21.85,4.14,19.22,0,0,35.11,0,17.03,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,350.46,8.53,0,119.45,52.18,0,0,114.09,74.54,0,347.98,0,12.66,0,0,420.01,0,0,0,0,0,1.07,0,21.85,4.14,19.22,0,0,35.11,0,17.03,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,361.27,8.53,0,119.45,52.18,0,0,114.09,74.54,0,347.98,0,11.82,0,0,379.63,0,0,0,0,0,1.07,0,19.25,4.14,19.22,0,0,30.52,0,15.77,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,372.08,8.53,0,119.45,52.18,0,0,114.09,74.54,0,347.98,0,11.82,0,0,363.88,0,0,0,0,0,1.07,0,19.25,4.14,19.22,0,0,30.52,0,14.89,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,42.58,37.45,0,0,122.81,0,0,0,0,0,0,0,1.35,382.89,8.53,0,119.45,52.18,0,0,114.09,74.54,0,347.98,0,11.82,0,0,353.4,0,0,0,0,0,1.07,0,19.25,4.14,19.22,0,0,30.52,0,14.89,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,42.58,37.45,0,0,122.81,0,0,0,0,0,0,0,1.35,392.61,8.53,0,119.45,52.18,0,0,114.09,74.54,0,347.98,0,11.82,0,0,347.95,0,0,0,0,0,1.07,0,19.25,4.14,19.22,0,0,30.52,0,14.89,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,394.52,8.53,0,119.45,52.18,0,0,114.09,74.54,0,347.98,0,11.82,0,0,317.21,0,0,0,0,0,1.07,0,19.25,4.14,19.22,0,0,30.52,0,14.89,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,394.52,8.53,0,119.45,52.18,0,0,114.09,74.54,0,347.98,0,11.82,0,0,317.21,0,0,0,0,0,1.07,0,19.25,4.14,19.22,0,0,30.52,0,14.89,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,394.52,8.53,0,119.45,52.18,0,0,114.09,74.54,0,347.98,0,11.82,0,0,352.76,0,0,0,0,0,1.07,0,19.25,4.14,19.22,0,0,30.52,0,14.89,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,394.52,8.53,0,119.45,52.18,0,0,114.09,74.54,0,347.98,0,12.66,0,0,352.76,0,0,0,0,0,1.07,0,21.85,4.14,19.22,0,0,34.08,0,17.03,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,394.52,8.53,0,119.45,52.18,0,0,114.09,74.54,0,348.94,15.83,12.66,0,0,371.97,0,0,0,0,0,1.07,0,19.25,4.14,19.22,0,0,30.52,0,14.89,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,8.93,394.52,8.53,0,119.45,52.18,0,0,114.09,74.54,0,348.94,15.83,14.69,0,0,390.23,0,0,0,0,0,1.07,0,19.25,4.14,19.22,0,0,30.52,0,14.89,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

