Block,Time,JHAJJAR,NTPL,RAMPUR,UNCHAHAR4,VALLURNTECL,AURY_LF,DADRI_GF,BRBCL,FSTPP I & II,KGSU1AND2,KGSU3AND4,KOLDAM,NAPP,ANTA_CRF,CHAMERA3,DHAULIGNGA,NJPC,SALAL,TALA,ANTA_LF,ANTA_RF,DADRT2,NLCIIST1,NLCTS2EXP,RAPPC,RIHAND2,SASAN,UNCHAHAR1,AURY_RF,KHSTPP-II,MAPS,NLCIIST2,SIMHST1,SIMHST2,URI,AURY_CRF,DADRI_LF,DULHASTI,KHSTPP-I,KKNP,KKNPPU2,KOTESHWR,NNTPP,PARBATI3,RAPPB,RSTPSU7,SINGRAULI_HYDRO,UNCHAHAR2,BSIUL,KISHANGANGA,SINGRAULI,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR3,AURY_GF,DADRI_CRF,DADRI_RF,CHAMERA1,CHAMERA2,KUDGI,NLCEXP,RIHAND1,RIHAND3,RSTPSU1TO6,SEWA2,TANDA2,TEHRI,URI2,ANTA_GF
6,01:15-01:30,413.81,0,3.54,1.62,0,0,0,14.31,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,83.67,10.44,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,61.5,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,21.08,0,0,0,43.71,13.04,1.44,128.54,0,12.94,0,27.05,0,0,74.61,0,44.22,0,0,78.18,127.6,0,5.79,2.89,34.01,36.05,0

7,01:30-01:45,413.81,0,3.54,1.62,0,0,0,14.49,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,83.67,10.49,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,61.5,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,21.08,0,0,0,43.71,13.04,1.44,128.54,0,12.94,0,27.05,0,0,74.61,0,44.22,0,0,78.18,127.6,0,5.79,2.89,34.01,32.51,0

8,01:45-02:00,413.81,0,3.54,1.62,0,0,0,14.47,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,83.67,10.49,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,61.5,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,21.08,0,0,0,43.71,13.04,1.44,128.54,0,12.94,0,27.05,0,0,74.61,0,44.22,0,0,78.18,127.6,0,5.79,2.89,34.01,32.51,0

9,02:00-02:15,413.81,0,3.54,1.62,0,0,0,14.59,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,83.67,10.49,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,61.5,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,21.08,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,74.61,0,44.22,0,0,78.18,127.6,0,5.79,2.89,34.01,31.03,0

10,02:15-02:30,413.81,0,3.54,1.62,0,0,0,14.6,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,83.67,10.49,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,61.5,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,21.08,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,74.61,0,44.22,0,0,78.18,127.6,0,5.79,2.89,34.01,31.03,0

11,02:30-02:45,413.81,0,3.54,1.62,0,0,0,17.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,83.67,10.49,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,61.5,98.87,0,0,0,0,46.37,0,0,53.79,44.31,0,0,9.66,0,21.08,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,74.61,0,44.22,0,0,78.18,127.6,0,5.79,2.89,34.01,36.05,0

12,02:45-03:00,413.81,0,3.54,1.62,0,0,0,16.95,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,83.67,10.49,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,61.5,98.87,0,0,0,0,46.37,0,0,53.79,44.31,0,0,9.66,0,21.08,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,74.61,0,44.22,0,0,78.18,127.6,0,5.79,2.89,34.01,36.05,0

13,03:00-03:15,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,10.21,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,61.5,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,21.08,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,74.61,0,44.22,0,0,78.18,127.6,0,5.79,2.89,34.01,36.05,0

14,03:15-03:30,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,10.21,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,61.5,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,21.08,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,74.61,0,44.22,0,0,78.18,127.6,0,5.79,2.89,34.01,36.05,0

15,03:30-03:45,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,10.21,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,61.5,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,7.03,0,0,0,43.71,13.04,1.44,89.59,0,12.94,0,27.05,0,0,74.61,0,44.22,0,0,78.18,127.6,0,5.79,2.89,34.01,36.05,0

16,03:45-04:00,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,10.14,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,61.5,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,7.03,0,0,0,43.71,13.04,1.44,89.59,0,12.94,0,27.05,0,0,74.61,0,44.22,0,0,78.18,127.6,0,5.79,2.89,34.01,36.05,0

17,04:00-04:15,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,10.14,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,61.5,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,7.03,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,74.61,0,44.22,0,0,78.18,127.6,0,5.79,2.89,34.01,32.51,0

18,04:15-04:30,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,10.14,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,61.5,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,7.03,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,74.61,0,44.22,0,0,78.18,127.6,0,5.79,2.89,34.01,32.51,0

19,04:30-04:45,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,9.85,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,61.5,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,7.03,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,74.61,0,44.22,0,0,78.18,127.6,0,5.79,2.89,34.01,32.51,0

20,04:45-05:00,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,9.85,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,61.5,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,7.03,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,74.61,0,44.22,0,0,78.18,127.6,0,5.79,2.89,34.01,32.51,0

21,05:00-05:15,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,9.7,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,7.03,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,74.61,0,44.22,0,0,78.18,127.6,0,5.79,2.89,34.01,32.51,0

22,05:15-05:30,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,9.41,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,7.03,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,74.61,0,44.22,0,0,78.18,127.6,0,5.79,2.89,34.01,32.51,0

23,05:30-05:45,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,8.82,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,9.84,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,74.61,0,44.22,0,0,59.16,127.6,0,5.79,2.89,34.01,32.51,0

24,05:45-06:00,413.81,0,3.54,1.62,0,0,0,20,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,8.53,0,48.150000000000006,686.07,0,0,60.23,121.71,342.56,16.3,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,36.54,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,74.61,0,44.22,0,0,59.16,127.6,0,5.79,2.89,34.01,32.51,0

25,06:00-06:15,413.81,0,3.54,1.62,0,0,0,20,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,8.53,0,46.96,686.07,0,0,60.23,121.71,342.56,16.3,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,36.54,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,74.61,12.1,44.22,0,0,59.16,127.6,0,5.79,2.89,34.01,33.98,0

26,06:15-06:30,413.81,0,3.54,1.62,0,0,0,20,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,8.53,0,46.96,686.07,0,0,60.23,121.71,342.56,16.3,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,36.54,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,74.61,12.1,44.22,0,0,59.16,127.6,0,5.79,2.89,34.01,33.98,0

27,06:30-06:45,413.81,0,3.54,1.62,0,0,0,20,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,8.53,0,46.96,686.07,0,0,60.23,121.71,342.56,16.3,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,36.54,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,74.61,12.1,44.22,0,0,59.16,127.6,0,5.79,2.89,34.01,33.98,0

28,06:45-07:00,413.81,0,3.54,1.62,0,0,0,20,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,8.53,0,46.96,686.07,0,0,60.23,121.71,342.56,16.3,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,36.54,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,74.61,12.1,44.22,0,0,59.16,127.6,0,5.79,2.89,34.01,33.98,0

29,07:00-07:15,413.81,0,3.54,1.62,0,0,0,20,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,8.53,0,46.96,686.07,0,0,60.23,121.71,342.56,16.3,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,36.54,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,74.61,14.05,44.22,0,0,59.16,127.6,0,5.79,2.89,34.01,33.98,0

30,07:15-07:30,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,8.68,0,46.96,686.07,0,0,60.23,121.71,342.56,16.3,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,74.61,14.05,44.22,0,0,59.16,127.6,0,5.79,2.89,34.01,33.98,0

31,07:30-07:45,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,8.82,0,46.96,686.07,0,0,60.23,121.71,342.56,13.97,62.11,98.87,0,0,0,0,46.37,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,74.61,14.05,44.22,0,0,59.16,127.6,0,5.79,2.89,17,33.98,0

32,07:45-08:00,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,9.11,0,46.96,686.07,0,0,60.23,121.71,342.56,9.9,62.11,98.87,0,0,0,0,46.37,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,74.61,14.05,44.22,0,0,59.16,127.6,0,5.79,2.89,17,33.98,0

33,08:00-08:15,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,8.96,0,46.96,686.07,0,0,60.23,121.71,342.56,9.9,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,74.61,14.05,44.22,0,0,59.16,127.6,0,5.79,2.89,17,33.98,0

34,08:15-08:30,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,11.82,0,46.96,686.07,0,0,60.23,121.71,342.56,9.9,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,72.75,14.05,44.22,0,0,59.16,127.6,0,5.79,2.89,17,33.98,0

35,08:30-08:45,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,11.82,0,46.96,686.07,0,0,60.23,121.71,342.56,9.9,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,72.75,14.05,44.22,0,0,59.16,127.6,0,5.79,2.89,17,33.98,0

36,08:45-09:00,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,11.82,0,46.96,686.07,0,0,60.23,121.71,342.56,9.9,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,72.75,28.1,44.22,0,0,59.16,127.6,0,5.79,2.89,17,33.98,0

37,09:00-09:15,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,12.11,0,46.96,686.07,0,0,60.23,121.71,342.56,9.9,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,72.75,28.1,44.22,0,0,59.16,127.6,0,5.79,2.89,17,32.51,0

38,09:15-09:30,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,12.11,0,46.96,686.07,0,0,60.23,121.71,342.56,9.9,62.11,98.87,0,0,0,0,46.37,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,72.75,28.1,44.22,0,0,59.16,127.6,0,5.79,2.89,17,32.51,0

39,09:30-09:45,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,12.25,0,46.96,686.07,0,0,60.23,121.71,342.56,9.9,62.11,98.87,0,0,0,0,46.37,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,72.75,28.1,44.22,0,0,59.16,127.6,0,5.79,2.89,17,32.51,0

40,09:45-10:00,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,12.25,0,46.96,686.07,0,0,60.23,121.71,342.56,9.9,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,72.75,28.1,44.22,0,0,59.16,127.6,0,5.79,2.89,17,32.51,0

41,10:00-10:15,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,12.25,0,46.72,686.07,0,0,60.23,121.71,342.56,9.9,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,72.75,28.1,44.22,0,0,59.16,127.6,0,5.79,2.89,0,32.51,0

42,10:15-10:30,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,12.25,0,46.72,686.07,0,0,60.23,121.71,342.56,9.9,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,72.75,28.1,44.22,0,0,59.16,127.6,0,5.79,2.89,0,32.51,0

43,10:30-10:45,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,11.82,0,46.72,686.07,0,0,60.23,121.71,342.56,9.9,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,2.56,0,27.05,0,0,72.75,28.1,44.22,0,0,59.16,127.6,0,5.79,2.89,0,32.51,0

44,10:45-11:00,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,11.82,0,46.72,686.07,0,0,60.23,121.71,342.56,9.9,62.11,98.87,0,0,0,0,39.75,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,2.56,0,27.05,0,0,72.75,28.1,44.22,0,0,59.16,127.6,0,5.79,2.89,0,32.51,0

45,11:00-11:15,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,11.82,0,46.72,686.07,0,0,60.23,121.71,342.56,9.9,61.86,98.87,0,0,0,0,33.12,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,3.85,0,27.05,0,0,72.75,28.1,44.22,0,0,59.16,127.6,0,5.79,2.89,0,32.51,0

46,11:15-11:30,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,11.82,0,46.72,686.07,0,0,60.23,121.71,342.56,9.9,61.86,98.87,0,0,0,0,33.12,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,72.75,28.1,44.22,0,0,59.16,127.6,0,5.79,2.89,0,32.51,0

47,11:30-11:45,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,13.43,0,46.72,686.07,0,0,60.23,121.71,342.56,9.9,61.86,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,72.75,28.1,44.22,0,0,59.16,127.6,0,5.79,2.89,0,32.51,0

48,11:45-12:00,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,13.43,0,46.72,686.07,0,0,60.23,121.71,342.56,9.9,61.86,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,72.75,28.1,44.22,0,0,59.16,127.6,0,5.79,2.89,0,32.51,0

49,12:00-12:15,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,12.11,0,46.370000000000005,686.07,0,0,60.23,121.71,342.56,9.9,61.86,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,72.75,28.1,44.22,0,0,59.16,127.6,0,5.79,2.89,0,32.51,0

50,12:15-12:30,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,12.11,0,46.370000000000005,686.07,0,0,60.23,121.71,342.56,9.9,61.86,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,13.04,1.44,89.59,0,11.53,0,27.05,0,0,72.75,28.1,44.22,0,0,59.16,127.6,0,5.79,2.89,0,32.51,0

51,12:30-12:45,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,12.11,0,46.370000000000005,686.07,0,0,60.23,121.71,342.56,9.9,61.86,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,72.75,28.1,44.22,0,0,59.16,127.6,0,5.79,2.89,0,32.51,0

52,12:45-13:00,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,11.97,0,46.370000000000005,686.07,0,0,60.23,121.71,342.56,9.9,61.86,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,72.75,28.1,44.22,0,0,59.16,127.6,0,5.79,2.89,0,32.51,0

53,13:00-13:15,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,11.97,0,46.370000000000005,686.07,0,0,60.23,121.71,342.56,9.9,61.86,98.87,0,0,0,0,46.37,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,72.75,42.15,31.33,0,0,59.16,127.6,0,5.79,2.89,0,32.51,0

54,13:15-13:30,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,11.97,0,46.370000000000005,686.07,0,0,60.23,121.71,342.56,9.9,61.86,98.87,0,0,0,0,46.37,0,0,53.79,44.31,0,0,0,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,72.75,42.15,31.33,0,0,59.16,127.6,0,5.79,2.89,0,32.51,0

55,13:30-13:45,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,11.62,0,46.370000000000005,686.07,0,0,60.23,121.71,342.56,9.9,61.86,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,72.75,42.15,31.33,0,0,64.3,127.6,0,5.79,2.89,0,29.56,0

56,13:45-14:00,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,11.62,0,46.370000000000005,686.07,0,0,60.23,121.71,342.56,9.9,61.86,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,72.75,42.15,31.33,0,0,69.45,127.6,0,5.79,2.89,0,29.56,0

