Block,Time,L_NR_2012_02,LT-36,L_NR_2023_04,L_NR_2012_04,SH-07,LT-59,L_NR_2019_11,LT-05,LT-31,L_NR_2012_07,SH-06,L_NR_2012_01,L_NR_2020_02,LT-35,L_NR_2022_08,L_NR_2019_19,L_NR_2021_12,L_NR_2019_06,L_NR_2020_07,L_NR_2022_09,L_NR_2018_61,L_NR_2021_14,L_NR_2022_10,L_NR_2021_16,L_NR_2019_05,L_NR_2021_13,L_NR_2023_07,L_NR_2020_06,L_NR_2021_15,L_NR_2023_10,L_NR_2021_17,L_NR_2019_07,L_NR_2020_05
9,02:00-02:15,261.590000,0.000000,29.630000,271.880000,30.930000,6.530000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.320000,0.000000,22.75,0,0,0,28.61,62.11,18.06,0,62.11,0,0,0,0,28.6,0,0,0,0,85.81

10,02:15-02:30,261.590000,0.000000,29.630000,271.880000,30.930000,6.530000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.320000,0.000000,22.85,0,0,0,28.12,62.11,17.27,0,62.11,0,0,0,0,28.13,0,0,0,0,84.38

11,02:30-02:45,261.590000,0.000000,30.630000,271.880000,30.930000,6.840000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.320000,0.000000,22.97,0,0,0,27.63,61.93,17.07,0,61.93,0,0,0,0,27.64,0,0,0,0,82.91

12,02:45-03:00,261.590000,0.000000,30.630000,271.880000,30.930000,6.840000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.320000,0.000000,23.22,0,0,0,27.06,61.52,16.96,0,61.52,0,0,0,0,27.07,0,0,0,0,81.19

13,03:00-03:15,261.590000,0.000000,29.670000,271.880000,30.930000,6.840000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.320000,0.000000,23.39,0,0,0,26.97,61.61,17.35,0,61.61,0,0,0,0,26.97,0,0,0,0,80.9

14,03:15-03:30,261.590000,0.000000,29.670000,271.880000,30.930000,6.840000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.320000,0.000000,23.57,0,0,0,26.86,61.44,17.7,0,61.44,0,0,0,0,26.85,0,0,0,0,80.56

15,03:30-03:45,261.590000,0.000000,29.670000,271.880000,30.930000,6.840000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.320000,0.000000,19.44,0,0,0,26.56,62.66,16.46,0,62.66,0,0,0,0,26.55,0,0,0,0,79.65

16,03:45-04:00,240.100000,0.000000,29.670000,271.880000,30.930000,6.840000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.320000,0.000000,19.32,0,0,0,26.4,63.32,16.83,0,63.32,0,0,0,0,26.4,0,0,0,0,79.2

17,04:00-04:15,201.430000,0.000000,29.670000,271.880000,30.930000,6.690000,6.150000,58.000000,0.000000,0.000000,30.930000,101.260000,6.320000,0.000000,19.34,0,0,0,26.77,63.86,17.53,0,63.86,0,0,0,0,26.77,0,0,0,0,80.32

18,04:15-04:30,201.430000,0.000000,29.670000,271.880000,30.930000,6.690000,6.150000,58.000000,0.000000,0.000000,30.930000,101.260000,6.320000,0.000000,19.31,0,0,0,27.21,64.16,10.46,0,64.16,0,0,0,0,27.22,0,0,0,0,81.65

19,04:30-04:45,201.430000,0.000000,29.670000,271.880000,30.930000,6.690000,6.150000,58.000000,0.000000,0.000000,30.930000,101.260000,6.320000,0.000000,21.74,0,0,0,27.67,63.36,10.13,0,63.36,0,0,0,0,27.67,0,0,0,0,83

20,04:45-05:00,201.430000,0.000000,29.670000,271.880000,30.930000,6.690000,6.150000,58.000000,0.000000,0.000000,30.930000,101.260000,6.320000,0.000000,21.56,0,0,0,28.22,62.88,9.98,0,62.88,0,0,0,0,28.22,0,0,0,0,84.67

21,05:00-05:15,201.430000,0.000000,29.670000,271.880000,30.930000,6.690000,6.150000,58.000000,0.000000,0.000000,30.930000,101.260000,6.230000,0.000000,21.46,0,0,0,30.08,67.54,9.82,0,67.54,0,0,0,0,30.08,0,0,0,0,90.24

22,05:15-05:30,201.430000,0.000000,29.670000,271.880000,30.930000,6.690000,6.150000,58.000000,0.000000,0.000000,30.930000,101.260000,6.230000,0.000000,21.43,0,0,0,30.66,67.41,9.62,0,67.41,0,0,0,0,30.66,0,0,0,0,91.98

23,05:30-05:45,201.430000,0.000000,29.670000,271.880000,30.930000,6.690000,6.150000,58.000000,0.000000,0.000000,30.930000,101.260000,6.230000,0.000000,21.46,0,0,0,31.41,68.16,9.47,0,68.16,0,0,0,0,31.41,0,0,0,0,94.24

24,05:45-06:00,201.430000,0.000000,30.680000,271.880000,30.930000,6.690000,6.150000,58.000000,0.000000,0.000000,30.930000,101.260000,6.230000,0.000000,24.71,0,0,0,32.03,68.34,9.53,0,68.34,0,0,0,0,32.03,0,0,0,0,96.08

25,06:00-06:15,201.430000,0.000000,30.680000,271.880000,30.930000,6.530000,6.230000,58.000000,0.000000,0.000000,30.930000,101.260000,6.230000,0.000000,24.34,0.457968,0,3.45,32.37,72.95,9.5,0,72.95,0,3.55,0,0,32.36,0,0,0,6.53,97.09

26,06:15-06:30,201.430000,0.010000,30.680000,271.880000,30.930000,6.530000,6.230000,58.000000,0.010000,0.000000,30.930000,101.260000,6.230000,0.010000,24.06,1.841616,0,8.99,32.68,72.59,9.42,0,72.59,3,8.75,0,1.11,32.69,0,0.47,1,10.02,98.06

27,06:30-06:45,201.430000,0.190000,30.680000,271.880000,30.930000,6.530000,6.230000,58.000000,0.190000,0.000000,30.930000,101.260000,6.230000,0.190000,23.97,4.111968,2.58,15.48,33.37,71.87,13.07,0.33,71.87,4,15.49,0.52,3.35,33.38,1,1.43,2,15.44,100.14

28,06:45-07:00,201.430000,0.620000,30.680000,271.880000,30.930000,6.530000,6.230000,58.000000,0.600000,0.000000,30.930000,101.260000,6.230000,0.600000,24.03,7.317744,9.52,25.49,33.7,71.39,12.66,1.67,71.39,8,25.45,1.9,8.34,33.69,2,3.58,4,22.42,101.08

29,07:00-07:15,201.430000,1.270000,29.720000,271.880000,30.930000,6.530000,6.230000,58.000000,1.240000,0.000000,30.930000,101.260000,6.040000,1.240000,23.84,11.410224,18.02,28.48,33.69,70.53,12.35,3.33,70.53,11,28.49,3.6,15.71,33.68,4,6.73,5,28.48,101.04

30,07:15-07:30,201.430000,2.060000,29.720000,271.880000,30.930000,6.530000,6.230000,58.000000,2.020000,0.000000,30.930000,101.260000,6.040000,2.020000,23.65,15.795024,28.92,28.82,33.6,70.33,11.67,6.67,70.33,15,28.81,5.78,24.72,33.59,7,10.6,8,28.82,100.78

31,07:30-07:45,201.430000,3.060000,29.720000,271.880000,30.930000,6.530000,6.230000,58.000000,2.990000,0.000000,30.930000,101.260000,6.040000,2.990000,23.59,16.5648,43.18,29.48,33.46,70,11.1,10,70,19,29.49,8.64,49,33.47,9,21,10,29.48,100.4

32,07:45:08:00,201.430000,4.150000,29.720000,271.880000,30.930000,6.530000,6.230000,58.000000,4.060000,0.000000,30.930000,101.260000,6.040000,4.060000,23.43,16.5648,59.87,29.65,33.29,74.02,10.07,18.03,74.02,23,29.65,11.97,56,33.29,13,24,12,29.65,99.88

33,08:00-08:15,201.430000,5.340000,27.780000,271.880000,30.930000,6.380000,6.070000,58.000000,5.200000,0.000000,30.930000,101.260000,6.040000,5.200000,22.82,18.435648,78.52,31.18,35.32,73.94,10.29,25.07,73.94,30,31.19,15.7,70,35.32,16.7,30,15,31.18,105.96

34,08:15-08:30,201.430000,6.530000,27.780000,271.880000,30.930000,6.380000,6.070000,58.000000,6.370000,0.000000,30.930000,101.260000,6.040000,6.370000,22.43,20.325984,97.9,31.18,35.11,73.04,10.68,32.49,73.04,34,31.19,19.58,84,35.11,22.24,36,17,31.18,105.32

35,08:30-08:45,201.430000,7.710000,27.780000,271.880000,30.930000,6.380000,6.070000,58.000000,7.520000,0.000000,30.930000,101.260000,6.040000,7.520000,22.17,24.01896,117.11,31.52,34.74,73.35,10.94,39.88,73.35,38,31.51,23.42,98,34.74,24,42,19,31.52,104.21

36,08:45:09:00,201.430000,8.850000,27.780000,271.880000,30.930000,6.380000,6.070000,58.000000,8.640000,0.000000,30.930000,101.260000,6.040000,8.640000,21.9,24.70104,137.03,31.52,34.59,72.68,11.13,47.08,72.68,43,31.51,27.41,112,34.59,27,48,21,31.52,103.77

37,09:00:09:15,201.430000,9.930000,29.720000,271.880000,30.930000,6.380000,6.070000,58.000000,9.680000,0.000000,30.930000,101.260000,6.040000,9.680000,21.48,37.36824,155.43,31.85,34.14,72.23,11.22,53.86,72.23,51,31.85,31.08,123,34.15,31,52,25,31.85,102.44

38,09:15-09:30,201.430000,10.940000,29.720000,271.880000,30.930000,6.380000,6.070000,58.000000,10.680000,0.000000,30.930000,101.260000,6.040000,10.680000,21.17,44.18904,172.39,31.85,33.49,70.36,23.68,60.35,70.36,56,31.85,34.48,137,33.48,33,58,28,31.85,100.44

39,09:30-09:45,201.430000,11.850000,29.720000,271.880000,30.930000,6.380000,6.070000,58.000000,11.570000,0.000000,30.930000,101.260000,6.040000,11.570000,28.45,75.964224,188.54,32.53,32.65,70.12,23.08,66.49,70.12,62,32.54,37.71,147,32.64,36,63,31,32.53,97.93

40,09:45-10:00,201.430000,12.670000,29.720000,271.880000,30.930000,6.380000,6.070000,58.000000,12.360000,0.000000,30.930000,101.260000,6.040000,12.360000,28.1,83.077344,203.15,32.53,31.61,70.12,22.54,71.9,70.12,65,32.54,40.63,158,31.62,37,67,33,32.53,94.85

41,10:00-10:15,201.430000,13.360000,26.640000,271.880000,30.930000,6.380000,5.920000,58.000000,13.040000,0.000000,30.930000,101.260000,6.320000,13.040000,26.78,90.843312,217.08,32.53,31.39,70.22,22.12,76.89,70.22,69,32.54,43.42,168,31.39,39,72,34,32.53,94.17

42,10:15-10:30,201.430000,13.910000,26.640000,271.880000,30.930000,6.380000,5.920000,58.000000,13.570000,0.000000,30.930000,101.260000,6.320000,13.570000,25.12,114.121728,229.33,32.53,31.08,70.22,33.12,81.25,70.22,72,32.54,45.87,182,31.1,40.8,78,36,32.53,93.29

43,10:30-10:45,201.430000,14.400000,26.640000,271.880000,30.930000,6.380000,5.920000,58.000000,14.050000,0.000000,30.930000,101.260000,6.320000,14.050000,24.1,117.103392,241.21,32.53,30.83,69.67,32.94,85.16,69.67,75,32.54,48.24,186,30.85,41,79,38,32.53,92.54

44,10:45-11:00,201.430000,14.790000,26.640000,271.880000,30.930000,6.380000,5.920000,58.000000,14.430000,0.000000,30.930000,101.260000,6.320000,14.430000,22.47,120.201984,250,32.67,30.51,69.29,32.48,88.57,69.29,78,32.66,50,189,30.52,41.7,81,39,32.67,91.55

45,11:00-11:15,201.430000,15.960000,23.740000,271.880000,30.930000,6.380000,5.920000,58.000000,15.580000,0.000000,30.930000,101.260000,6.180000,15.580000,22.53,121.712304,250,32.67,29.49,69.08,31.92,89.45,69.08,78,32.66,50,189,29.49,43.5,81,39,32.67,88.47

46,11:15-11:30,201.430000,16.080000,23.740000,271.880000,30.930000,6.380000,5.920000,58.000000,15.690000,0.000000,30.930000,101.260000,6.180000,15.690000,22.41,122.793888,250,32.67,28.99,68.36,31.28,90.15,68.36,78,32.66,50,189,29,44.5,81,39,32.67,86.99

47,11:30-11:45,201.430000,16.170000,23.740000,271.880000,30.930000,6.380000,6.150000,58.000000,15.770000,0.000000,30.930000,101.260000,6.180000,15.770000,22.4,123.583152,250,32.67,28.71,67.8,30.56,92.33,67.8,78,32.66,50,189,28.73,45.5,81,39,32.67,86.18

48,11:45-12:00,201.430000,16.250000,23.740000,271.880000,30.930000,6.380000,6.150000,58.000000,15.860000,0.000000,30.930000,101.260000,6.180000,15.860000,22.43,96.4656,250,32.67,28.37,67.32,30.2,92.32,67.32,78,32.66,50,189,28.38,45.5,81,39,32.67,85.14

49,12:00-12:15,201.430000,16.260000,23.740000,271.880000,30.930000,6.380000,6.300000,58.000000,15.870000,0.000000,30.930000,50.270000,6.510000,15.870000,23.11,96.4656,250,32.67,28.04,68.2,29.57,92.33,68.2,78,32.66,50,189,28.03,45.5,81,39,32.67,84.1

50,12:15-12:30,201.430000,16.210000,23.740000,271.880000,30.930000,6.380000,6.300000,58.000000,15.810000,0.000000,30.930000,50.270000,6.510000,15.810000,23.83,96.4656,250,32.67,27.45,61.67,34.25,92.35,61.67,78,32.66,50,189,27.46,45.5,81,39,32.67,82.38

51,12:30-12:45,201.430000,16.220000,23.740000,271.880000,30.930000,6.380000,6.300000,58.000000,15.810000,0.000000,30.930000,50.270000,6.510000,15.810000,21.4,96.4656,250,32.67,23.11,61.67,33.98,92.38,61.67,78,32.66,50,189,23.11,45.5,81,39,32.67,69.32

52,12:45-13:00,201.430000,16.200000,23.740000,271.880000,30.930000,6.380000,6.300000,58.000000,15.810000,0.000000,30.930000,50.270000,6.510000,15.810000,21.35,96.4656,250,32.67,23.05,61.67,34.13,92.32,61.67,78,32.66,50,189,23.04,45.5,81,39,32.67,69.12

53,13:00-13:15,201.430000,16.160000,23.740000,271.880000,30.930000,6.530000,6.300000,58.000000,15.770000,0.000000,30.930000,50.270000,6.370000,15.770000,21.23,96.4656,250,32.67,22.95,61.67,34.3,92.32,61.67,78,32.66,50,189,22.94,45.5,81,39,32.67,68.82

54,13:15-13:30,201.430000,16.140000,23.740000,271.880000,30.930000,6.530000,6.300000,58.000000,15.750000,0.000000,30.930000,50.270000,6.370000,15.750000,17.32,54.137664,250,32.67,22.93,63.03,34.64,92.31,63.03,78,32.66,50,189,22.93,45.5,81,39,32.67,68.79

55,13:30-13:45,201.430000,16.100000,23.740000,271.880000,30.930000,6.530000,6.300000,58.000000,15.700000,0.000000,30.930000,50.270000,6.370000,15.700000,17.38,57.060864,250,32.67,22.86,63.05,34.92,92.13,63.05,79,32.66,50,189,22.87,42,81,39,32.67,68.61

56,13:45-14:00,201.430000,15.650000,23.740000,271.880000,30.930000,6.530000,6.300000,58.000000,15.270000,0.000000,30.930000,50.270000,6.370000,15.270000,17.19,58.990176,225.21,32.67,22.72,53.73,38.08,90.99,53.73,80,32.66,45.04,189,22.7,41,81,40,32.67,68.11

57,14:00-14:15,201.430000,15.300000,26.640000,271.880000,30.930000,6.530000,6.530000,58.000000,14.930000,0.000000,30.930000,50.270000,6.270000,14.930000,17.16,61.932864,225.21,32.67,19.46,53.84,38.08,88.92,53.84,79,32.66,45.04,189,19.46,39,81,39,32.67,58.38

58,14:15-14:30,201.430000,14.910000,26.640000,271.880000,30.930000,6.530000,6.530000,58.000000,14.540000,0.000000,30.930000,50.270000,6.270000,14.540000,17.34,63.881664,221.04,32.67,19.76,54.07,38.08,87.98,54.07,77,32.66,44.21,186,19.77,38,79,38,32.67,59.31

59,14:30-14:45,201.430000,14.330000,26.640000,271.880000,30.930000,6.530000,6.530000,58.000000,13.970000,0.000000,30.930000,101.260000,6.270000,13.970000,17.44,66.931536,217.48,32.67,20.15,54.74,38.08,84.6,54.74,75,32.66,43.49,182,20.14,37,78,37,32.67,60.43

60,14:45-15:00,201.430000,13.720000,26.640000,271.880000,30.930000,6.530000,6.530000,58.000000,13.390000,0.000000,30.930000,101.260000,6.270000,13.390000,17.51,70.780416,212.18,32.67,20.56,55.4,38.08,80.69,55.4,70,32.66,42.43,171,20.55,36,73,35,32.67,61.66

61,15:00-15:15,261.590000,13.210000,26.640000,271.880000,30.930000,6.690000,6.530000,58.000000,12.880000,0.000000,30.930000,101.260000,5.860000,12.880000,17.55,54.118176,199.62,32.67,21.06,51.27,38.08,76.38,51.27,60,32.66,39.92,164,21.05,35,70,30,32.67,63.15

62,15:15-15:30,261.590000,12.650000,26.640000,271.880000,30.930000,6.690000,6.530000,58.000000,12.350000,0.000000,30.930000,101.260000,5.860000,12.350000,17.62,52.32528,204.48,32.67,21.55,51.55,38.08,71.6,51.55,57,32.66,40.9,157,21.56,34.5,67,29,32.67,64.67

63,15:30-15:45,261.590000,11.850000,26.640000,271.880000,30.930000,6.690000,6.530000,58.000000,11.570000,0.000000,30.930000,101.260000,5.950000,11.570000,17.71,48.564096,193.64,32.67,21.71,51.89,31.14,66.36,51.89,55,32.66,38.73,144,21.71,33,62,28,32.67,65.12

64,15:45-16:00,261.590000,10.940000,26.640000,271.880000,30.930000,6.690000,6.530000,58.000000,10.680000,0.000000,30.930000,101.260000,5.950000,10.680000,17.84,45.329088,179.17,32.67,22.09,52.21,31.74,60.44,52.21,53,32.66,35.83,133,22.09,31,57,27,32.67,66.28

65,16:00-16:15,261.590000,9.860000,26.640000,271.880000,30.930000,6.840000,6.690000,58.000000,9.620000,0.000000,30.930000,101.260000,6.040000,9.620000,18.17,39.472944,162.96,32.67,22.99,52.37,32.34,54.38,52.37,49,32.66,32.59,123,23,29,52,24,32.67,68.99

66,16:15-16:30,261.590000,8.710000,26.640000,271.880000,30.930000,6.840000,6.690000,58.000000,8.500000,0.000000,30.930000,101.260000,6.040000,8.500000,18.72,33.451152,146.56,32.67,23.97,53.01,33.14,48,53.01,45,32.66,29.31,112,23.97,26,48,22,32.67,71.91

67,16:30-16:45,261.590000,7.590000,26.640000,271.880000,30.930000,6.840000,6.690000,58.000000,7.410000,0.000000,30.930000,101.260000,6.040000,7.410000,19.47,27.38064,128.27,32.67,24.88,54.1,33.49,41.47,54.1,40,32.66,25.65,91,24.89,23,39,20,32.67,74.66

68,16:45-17:00,261.590000,6.410000,26.640000,271.880000,30.930000,6.840000,6.690000,58.000000,6.260000,0.000000,30.930000,101.260000,6.040000,6.260000,21.89,26.854464,109.24,33,26.06,65,34.47,34.59,65,33,33,21.85,74,26.06,20,32,16,31.99,78.18

69,17:00-17:15,261.590000,5.230000,27.610000,271.880000,30.930000,7.000000,6.690000,58.000000,5.100000,0.000000,30.930000,101.260000,6.230000,5.100000,22.07,25.860576,89.78,33,28.92,65,35.38,27.53,65,31,30.48,17.96,63,28.92,18,27,16,18.48,86.76

70,17:15-17:30,261.590000,4.020000,27.610000,271.880000,30.930000,7.000000,6.690000,58.000000,3.930000,0.000000,30.930000,101.260000,6.230000,3.930000,22.35,22.937376,70.12,30.88,29.14,65,35.74,20.65,65,27,20.15,14.03,49,29.14,17,21,13,6.53,87.43

71,17:30-17:45,261.590000,3.010000,29.540000,271.880000,30.930000,7.000000,6.690000,58.000000,2.930000,0.000000,30.930000,101.260000,6.230000,2.930000,23.29,15.161664,50.97,15,29.17,65,35.49,13.82,65,22,14.3,10.19,39,29.17,12,16,11,1.09,87.51

72,17:45-18:00,261.590000,2.050000,29.540000,271.880000,30.930000,7.000000,6.690000,58.000000,2.010000,0.000000,30.930000,101.260000,6.230000,2.010000,24.11,8.750112,33.55,7,29.33,65,35.07,7.72,65,19,5.88,6.71,28,29.34,9,12,10,0.05,88.01

73,18:00-18:15,261.590000,1.240000,29.540000,271.880000,30.930000,7.150000,6.380000,58.000000,1.210000,0.000000,30.930000,101.260000,6.420000,1.210000,24.89,4.034016,18.17,0,29.7,65,34.54,1.01,65,16,0,3.63,18,29.71,7,7,8,0,89.13

74,18:15-18:30,261.590000,0.620000,29.540000,271.880000,30.930000,7.150000,6.380000,58.000000,0.600000,0.000000,30.930000,101.260000,6.420000,0.600000,22.12,2.017008,10.23,0,25.83,65,33.19,0.33,65,11,0,2.04,11,25.84,4,4,6,0,77.51

75,18:30-18:45,261.590000,0.150000,29.540000,271.880000,30.930000,7.150000,6.380000,58.000000,0.150000,0.000000,30.930000,101.260000,6.420000,0.150000,22.16,0,4.54,0,26.17,65,32.09,0,65,6,0,0.91,4,26.17,3,1,3,0,78.51

76,18:45-19:00,261.590000,0.000000,29.540000,271.880000,30.930000,7.150000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.420000,0.000000,22.04,0,1.13,0,26.51,65,30.67,0,65,3,0,0.23,1,26.5,1,0,2,0,79.51

77,19:00-19:15,261.590000,0.000000,29.540000,271.880000,30.930000,7.150000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.600000,0.000000,22.52,0,0,0,26.83,65.32,30.05,0,65.32,0,0,0,0,26.84,0,0,0,0,80.51

78,19:15-19:30,261.590000,0.000000,29.540000,271.880000,30.930000,7.150000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.600000,0.000000,22.82,0,0,0,27.49,66.98,28.05,0,66.98,0,0,0,0,27.49,0,0,0,0,82.46

79,19:30-19:45,261.590000,0.000000,29.540000,271.880000,30.930000,7.150000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.600000,0.000000,23.27,0,0,0,27.77,67.24,27.06,0,67.24,0,0,0,0,27.77,0,0,0,0,83.32

80,19:45-20:00,261.590000,0.000000,29.540000,271.880000,30.930000,7.150000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.600000,0.000000,23.64,0,0,0,28.26,73.33,25.66,0,73.33,0,0,0,0,28.25,0,0,0,0,84.76

81,20:00-20:15,261.590000,0.000000,29.540000,271.880000,30.930000,7.150000,6.150000,58.000000,0.000000,0.000000,30.930000,101.260000,6.790000,0.000000,28.78,0,0,0,33.7,73.33,31.92,0,73.33,0,0,0,0,33.7,0,0,0,0,101.09

82,20:15-20:30,261.590000,0.000000,29.540000,271.880000,30.930000,7.150000,6.150000,58.000000,0.000000,0.000000,30.930000,101.260000,6.790000,0.000000,28.85,0,0,0,34.11,73.33,31.09,0,73.33,0,0,0,0,34.12,0,0,0,0,102.36

83,20:30-20:45,261.590000,0.000000,29.540000,271.880000,30.930000,7.150000,6.530000,58.000000,0.000000,0.000000,30.930000,101.260000,6.140000,0.000000,28.89,0,0,0,34.64,73.33,30.04,0,73.33,0,0,0,0,34.65,0,0,0,0,103.93

84,20:45-21:00,261.590000,0.000000,29.540000,271.880000,30.930000,7.150000,6.530000,58.000000,0.000000,0.000000,30.930000,101.260000,6.140000,0.000000,29.34,0,0,0,34.78,73.33,28.92,0,73.33,0,0,0,0,34.8,0,0,0,0,104.39

85,21:00-21:15,261.590000,0.000000,28.580000,271.880000,30.930000,7.150000,6.530000,58.000000,0.000000,0.000000,30.930000,101.260000,6.230000,0.000000,29.71,0,0,0,35.38,73.33,28.02,0,73.33,0,0,0,0,35.39,0,0,0,0,106.15

86,21:15-21:30,261.590000,0.000000,28.580000,271.880000,30.930000,7.150000,6.530000,58.000000,0.000000,0.000000,30.930000,101.260000,6.230000,0.000000,29.8,0,0,0,36.16,73.33,26.24,0,73.33,0,0,0,0,36.17,0,0,0,0,108.51

87,21:30-21:45,261.590000,0.000000,28.580000,271.880000,30.930000,7.150000,6.530000,58.000000,0.000000,0.000000,30.930000,101.260000,6.230000,0.000000,31.56,0,0,0,36.95,78.33,28.87,0,78.33,0,0,0,0,36.95,0,0,0,0,110.86

88,21:45-22:00,261.590000,0.000000,28.580000,271.880000,30.930000,7.150000,6.530000,58.000000,0.000000,0.000000,30.930000,101.260000,6.230000,0.000000,31.71,0,0,0,37.81,78.33,28.29,0,78.33,0,0,0,0,37.8,0,0,0,0,113.4

89,22:00-22:15,261.590000,0.000000,27.610000,271.880000,30.930000,7.000000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.230000,0.000000,31.98,0,0,0,38.04,78.33,28.16,0,78.33,0,0,0,0,38.02,0,0,0,0,114.07

90,22:15-22:30,261.590000,0.000000,28.620000,271.880000,30.930000,7.000000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.230000,0.000000,31.33,0,0,0,38.16,78.33,28.26,0,78.33,0,0,0,0,38.17,0,0,0,0,114.5

91,22:30-22:45,261.590000,0.000000,28.620000,271.880000,30.930000,7.000000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.230000,0.000000,31.33,0,0,0,38.16,78.33,28.25,0,78.33,0,0,0,0,38.17,0,0,0,0,114.5

92,22:45-23:00,261.590000,0.000000,28.620000,271.880000,30.930000,7.000000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.230000,0.000000,31.33,0,0,0,38.16,78.33,28.51,0,78.33,0,0,0,0,38.17,0,0,0,0,114.5

93,23:00-23:15,261.590000,0.000000,27.660000,271.880000,30.930000,7.000000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.140000,0.000000,31.33,0,0,0,38.16,78.33,28.56,0,78.33,0,0,0,0,38.17,0,0,0,0,114.5

94,23:15-23:30,261.590000,0.000000,27.660000,271.880000,30.930000,7.000000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.140000,0.000000,31.33,0,0,0,38.16,78.33,28.57,0,78.33,0,0,0,0,38.17,0,0,0,0,114.5

95,23:30-23:45,261.590000,0.000000,27.660000,271.880000,30.930000,7.000000,6.380000,58.000000,0.000000,0.000000,30.930000,101.260000,6.140000,0.000000,31.33,0,0,0,38.16,78.33,28.03,0,78.33,0,0,0,0,38.17,0,0,0,0,114.5

