Column1,Time,GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/1899,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/30092023/26122029/SH-06,GNA/NR/2024/12/01/7739,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,GNA/SR/2024/12/01/6968,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,GNA/NR/2024/12/01/1599,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,GNA/NR/2024/12/01/1475,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/12/01/2197,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/3428,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11
7,01:30-01:45,25.97,8.66,0,0,54.49,0,18.17,0,0,29,0,0,0,0,0,31.71,7.8,0,11.67,29,0,18.17,0,24.22,0,52.9,150,74.79,0,0,95.13,0,94.56,0,0.77,0,0,25.97,1.92,25.97,70.13,8.66,1.66,1.3

8,01:45-02:00,25.97,8.66,0,0,52.99,0,17.67,0,0,28.33,0,0,0,0,0,31.71,7.6,0,10.67,28.34,0,17.67,0,24.22,0,52.9,150,74.79,0,0,95.13,0,94.56,0,0.77,0,0,25.97,1.92,25.97,70.13,8.66,1.66,1.3

9,02:00-02:15,25.97,8.66,0,0,51.49,0,17.17,0,0,35,0,0,0,0,0,31.71,7.2,0,10,35,0,17.17,0,24.22,0,52.9,150,74.79,0,0,95.13,0,94.56,0,0.69,0,0,25.97,1.92,25.97,70.13,8.66,1.66,1.22

10,02:15-02:30,25.97,8.66,0,0,50.51,0,16.83,0,0,34.67,0,0,0,0,0,31.71,7,0,9.33,34.66,0,16.83,0,24.22,0,52.9,150,74.79,0,0,95.13,0,94.56,0,0.69,0,0,25.97,1.92,25.97,70.13,8.66,1.66,1.22

11,02:30-02:45,25.97,8.66,0,0,49.01,0,16.33,0,0,34,0,0,0,0,0,31.71,7,0,8.67,34,0,16.33,0,24.22,0,52.9,150,74.79,0,0,95.13,0,94.56,0,0.69,0,0,25.97,1.92,25.97,70.13,8.66,1.66,1.22

12,02:45-03:00,25.97,8.66,0,0,48,0,16,0,0,33,0,0,0,0,0,31.71,7,0,8.33,33,0,16,0,24.22,0,52.9,150,74.79,0,0,95.13,0,94.56,0,0.69,0,0,25.97,1.92,25.97,70.13,8.66,1.66,1.22

13,03:00-03:15,25.97,8.66,0,0,56.51,0,18.83,0,0,32.33,0,0,0,0,0,31.71,7,0,8,32.34,0,18.83,0,24.22,0,52.9,150,74.79,0,0,95.13,0,94.56,0,0.69,0,0,25.97,1.84,25.97,70.13,8.66,1.66,1.22

14,03:15-03:30,25.97,8.66,0,0,57,0,19,0,0,31.67,0,0,0,0,0,31.71,7,0,8.33,31.66,0,19,0,24.22,0,52.9,150,74.79,0,0,95.13,0,94.56,0,0.69,0,0,25.97,1.84,25.97,70.13,8.66,1.66,1.22

15,03:30-03:45,25.97,8.66,0,0,57,0,19,0,0,31.33,0,0,0,0,0,31.71,7,0,8.33,31.34,0,19,0,24.73,0,52.9,150,74.79,0,0,95.13,0,94.56,0,0.69,0,0,25.97,1.84,25.97,70.13,8.66,1.66,1.22

16,03:45-04:00,25.97,8.66,0,0,57,0,19,0,0,30.67,0,0,0,0,0,31.71,7,0,8.67,30.66,0,19,0,24.73,0,52.9,150,74.79,0,0,95.13,0,94.56,0,0.69,0,0,25.97,1.84,25.97,70.13,8.66,1.66,1.22

17,04:00-04:15,25.97,8.66,0,0,57,0,19,0,0,30,0,0,0,0,0,31.71,14.21,0,8.67,30,0,19,0,24.73,0,52.9,150,74.79,0,0,95.13,0,94.56,0,0.69,0,0,25.97,1.84,25.97,70.13,8.66,1.62,1.22

18,04:15-04:30,25.97,8.66,0,0,57.49,0,19.17,0,0,29,0,0,0,0,0,31.71,15.01,0,9,29,0,19.17,0,24.22,0,52.9,150,74.79,0,0,95.13,0,94.56,0,0.69,0,0,25.97,1.84,25.97,70.13,8.66,1.62,1.22

19,04:30-04:45,25.97,8.66,0,0,58.01,0,19.33,0,0,40,0,0,0,0,0,31.71,15.81,0,9,40,0,19.33,0,24.22,0,52.9,150,74.79,0,0,95.13,0,94.56,0,0.69,0,0,25.97,1.84,25.97,70.13,8.66,1.62,1.22

20,04:45-05:00,25.97,8.66,0,0,57.49,0,19.17,0,0,40,0,0,0,0,0,31.71,16.81,0,9,40,0,19.17,0,24.22,0,52.9,150,74.79,0,0,95.13,0,94.56,0,0.69,0,0,25.97,1.84,25.97,70.13,8.66,1.62,1.22

21,05:00-05:15,25.97,8.66,0,0,57,0,19,0,0,48.33,0,0,0,0,0,31.71,17.61,0,9,48.34,0,19,0,24.22,0,57.71,150,94.87,0,0,95.13,0,94.56,0,0.69,0,0,25.97,1.84,25.97,70.13,8.66,1.62,1.22

22,05:15-05:30,25.97,8.66,0,0,56.51,0,18.83,0,0,48.33,0,0,0,0,0,31.71,18.61,0,8.67,48.34,0,18.83,0,24.22,0,62.52,150,115.07,0,0,95.13,0,113.77,0,0.69,0,0,25.97,1.84,25.97,70.13,8.66,1.62,1.22

23,05:30-05:45,25.97,8.66,0,0,55.99,0,18.67,0,0,48.33,0,0,0,0,0,31.71,18.61,0,13.33,48.34,0,18.67,0,24.22,0,67.33,150,135.27,0,0,95.13,0,113.77,0,0.69,0,0,25.97,1.84,25.97,70.13,8.66,1.62,1.22

24,05:45-06:00,25.97,8.66,0,0,55.01,0,18.33,0,0,48,0,0,0,0,0,31.71,18.61,0,13.33,48,0,18.33,0,24.22,0,100.2,150,135.27,0,0,95.13,0,113.77,0,0.69,0,0,25.97,1.84,25.97,70.13,8.66,1.62,1.22

25,06:00-06:15,28.85,8.66,0,0,67.5,0,22.5,0,0,47,0,0,0,0,0,0,11.21,0.7,13.33,47,0,22.5,0,23.72,0,100.2,150,135.27,0,0,0,0,130.56,0,0.69,0,0,28.85,1.92,28.85,65.99,8.66,1.62,1.14

26,06:15-06:30,28.85,8.66,0,0,67.5,0,22.5,0,0,46,0,0,0,0,0,0,11.21,1.31,12.67,46,0,22.5,0,23.72,0,100.2,150,135.27,0,0,0,0,130.56,0,0.69,0,0,28.85,1.92,28.85,65.99,8.66,1.62,1.14

27,06:30-06:45,31.74,8.66,0,0,67.5,0,22.5,0,0,44.67,0,0,0,0,0,0,11.21,3.02,12.33,44.66,0.18,22.5,1,23.72,0.11,100.2,150,135.27,0,0.11,0,0,130.56,0.11,0.69,0,0,31.74,1.92,31.74,65.99,8.66,1.62,1.14

28,06:45-07:00,31.74,8.66,0,0,67.5,0,22.5,0,0,43.33,0,0,0,0,0,0,11.21,6.1,12,43.34,3.71,22.5,6,23.22,0.23,100.2,150,135.27,0,0.23,0,0,130.56,0.23,0.69,0,0,31.74,1.92,31.74,74.47,8.66,1.62,1.14

29,07:00-07:15,31.74,8.66,0.11,0,67.5,0,22.5,2,0,42,1,0.58,1,0.58,0,0,18.61,14.7,11.33,42,13.63,22.5,11,23.22,0.54,100.2,150,135.27,0,0.54,0,0,130.56,0.55,0.69,0,0,31.74,1.84,31.74,82.96,8.66,1.62,1.14

30,07:15-07:30,31.74,8.66,0.54,1,67.5,1,22.5,3,1,41,4,2.68,2,1.68,0,0,18.61,25.39,11,41,25.21,22.5,18,23.22,0.93,100.2,150,135.27,0,0.93,0,0,130.56,0.95,0.69,0,0,31.74,1.84,31.74,115,8.66,1.62,1.14

31,07:30-07:45,34.62,8.66,1.18,2,67.5,3,22.5,6,3,40,7,5.89,5,3.26,0,0,18.61,28.25,10.67,40,28.25,22.5,24,23.22,1.62,100.2,150,135.27,0,1.62,0,0,130.56,1.66,0.69,0,0,34.62,1.84,34.62,115,8.66,1.62,1.14

32,07:45-08:00,34.62,8.66,3.34,4,66.49,4,22.17,8,4,39,11,16.69,8,5.77,0,0,18.61,27.5,10,39,27.5,22.17,27.5,23.22,2.32,100.2,150,135.27,0,2.32,0,0,130.56,2.38,0.69,0,0,34.62,1.84,34.62,115,8.66,1.62,1.14

33,08:00-08:15,36.55,11.54,6.54,5,42.49,12,14.17,15,8,38,28,32.68,17,8.91,0,0,18.21,30.4,9.33,38,30.4,14.17,30.4,23.22,3.08,100.2,150,135.27,0,3.08,0,0,130.56,3.15,0.69,0,0,36.55,1.84,36.55,115,11.54,1.62,1.14

34,08:15-08:30,36.55,11.54,10.81,9,40.5,18,13.5,23,12,37,42,54.06,23,11.96,0,0,18.01,30.73,8.67,37,30.73,13.5,30.74,23.22,3.83,100.2,150,135.27,0,3.83,0,0,130.56,3.93,0.69,0,0,36.55,1.84,36.55,115,11.54,1.62,1.14

35,08:30-08:45,36.55,11.54,15.34,15,37.5,27,12.5,30,17,21.67,63,76.71,33,15.56,0,0,9,30.73,6.67,21.66,30.73,12.5,30.74,22.71,4.56,100.2,150,135.27,0,4.56,0,0,130.56,4.68,0.69,0,0,36.55,1.84,36.55,115,11.54,1.62,1.14

36,08:45-09:00,36.55,11.54,19.75,20,34.01,34,11.33,42,20,21,81,98.74,40,22.08,0,0,8.6,31.13,6.67,21,31.13,11.33,31.14,22.71,5.53,100.2,150,135.27,0,5.53,0,0,130.56,5.67,0.69,0,0,36.55,1.84,36.55,115,11.54,1.62,1.14

37,09:00-09:15,28.85,8.66,24.2,24,31.5,43,10.5,47,25,20,102,121.03,50,33.65,0,0,8.2,31.13,6.67,20,31.13,10.5,31.14,22.71,7.03,100.2,150,135.27,0,7.03,0,0,130.56,7.21,0.69,0,0,28.85,1.84,28.85,115,8.66,1.66,1.14

38,09:15-09:30,28.85,8.66,28.4,27,29.51,51,9.83,53,29,19.33,119,142.02,59,51.13,0,0,7.8,31.13,6.67,19.34,31.13,9.83,31.14,22.21,7.88,100.2,150,135.27,0,7.88,0,0,130.56,8.07,0.69,0,0,28.85,1.84,28.85,115,8.66,1.66,1.14

39,09:30-09:45,28.85,8.66,32.49,30,28.01,46,9.33,63,28,18.33,109,162.44,57,72.74,0,0,7.4,31.13,6.67,18.34,31.13,9.33,31.14,22.21,8.87,100.2,150,135.27,0,8.87,0,0,130.56,9.09,0.69,0,0,28.85,1.84,28.85,115,8.66,1.66,1.14

40,09:45-10:00,28.85,8.66,36.19,33,26.51,52,8.83,70,32,17.67,123,180.96,64,94.13,0,0,7,31.13,6.67,17.66,31.13,8.83,31.14,22.21,11.02,100.2,150,135.27,0,11.02,0,0,130.56,11.3,0.69,0,0,28.85,1.84,28.85,115,8.66,1.66,1.14

41,10:00-10:15,28.85,8.66,40.6,35,25.5,58,8.5,75,35,16.67,137,203,70,111.32,0,0,7,31.13,6.67,16.66,31.13,8.5,31.14,22.21,11.99,100.2,150,135.27,0,11.99,0,0,130.56,12.29,0.69,0,0,28.85,1.92,28.85,115,8.66,1.66,1.14

42,10:15-10:30,28.85,8.66,43.43,37,22.5,61,7.5,80,37,16,144,217.13,75,122.86,0,0,7,31.13,6.67,16,31.13,7.5,31.14,22.21,12.58,100.2,150,135.27,0,12.58,0,0,130.56,12.89,0.69,0,0,28.85,1.92,28.85,115,8.66,1.66,1.14

43,10:30-10:45,28.85,8.66,45.85,39,32.51,67,10.83,86,38,20,158,229.24,77,129.95,0,0,7,31.13,6.67,20,31.13,10.83,31.14,22.21,13.27,100.2,150,135.27,0,13.27,0,0,130.56,13.61,0.69,0,0,28.85,1.92,28.85,94.27,8.66,1.66,1.14

44,10:45-11:00,28.85,8.66,47.85,40,33,70,11,90,40,20.33,165,239.25,80,134.45,0,0,7,31.13,6.67,20.34,31.13,11,31.14,21.2,13.87,100.2,150,135.27,0,13.87,0,0,130.56,14.22,0.69,0,0,28.85,1.92,28.85,65.99,8.66,1.66,1.14

45,11:00-11:15,25.97,8.66,48.33,42,34.01,73,11.33,92,42,20.67,172,241.67,83,137.42,0,0,7,31.13,6.67,20.66,31.13,11.33,31.14,20.69,14.27,100.2,150,135.27,0,14.27,0,0,130.56,14.63,0.69,0,0,25.97,1.84,25.97,65.99,8.66,1.71,1.14

46,11:15-11:30,25.97,8.66,48.33,43,34.99,76,11.67,93,42,21.67,179,241.67,83,139.72,0,0,7,31.13,7.33,21.66,31.13,11.67,31.14,20.69,14.96,100.2,150,135.27,0,14.96,0,0,130.56,15.33,0.69,0,0,25.97,1.84,25.97,65.99,8.66,1.71,1.14

47,11:30-11:45,25.97,8.66,48.33,43,27,78,9,94,43,21.67,182,241.67,87,141.28,0,0,7,31.13,8,21.66,31.13,9,31.14,20.69,14.96,100.2,150,135.27,0,14.96,0,0,130.56,15.33,0.69,0,0,25.97,1.84,25.97,65.99,8.66,1.71,1.14

48,11:45-12:00,25.97,8.66,48.33,44,28.5,78,9.5,95,43,22,182,241.67,87,142.2,0,0,7,31.13,9,22,31.13,9.5,31.14,21.7,14.96,100.2,150,135.27,0,14.96,0,0,130.56,15.33,0.69,0,0,25.97,1.84,25.97,65.99,8.66,1.71,1.14

49,12:00-12:15,25.97,8.66,48.33,44,29.51,78,9.83,95,43,15,182,241.67,87,142.55,0,0,7,31.13,6.67,15,31.13,9.83,31.14,22.21,14.96,100.2,150,135.27,0,14.96,0,0,130.56,15.33,0.77,0,0,25.97,1.84,25.97,70.13,8.66,1.71,1.22

50,12:15-12:30,25.97,8.66,48.33,45,31.99,78,10.67,95,43,15,182,241.67,87,141.79,0,0,7,31.13,7.33,15,31.13,10.67,31.14,22.21,14.96,100.2,150,135.27,0,14.96,0,0,130.56,15.33,0.77,0,0,25.97,1.84,25.97,70.13,8.66,1.71,1.22

51,12:30-12:45,25.97,8.66,48.33,44,34.5,78,11.5,95,43,15.33,182,241.67,87,140.38,0,0,7,31.13,8,15.34,31.13,11.5,31.14,22.71,14.96,100.2,150,135.27,0,14.96,0,0,130.56,15.33,0.77,0,0,25.97,1.84,25.97,70.13,8.66,1.71,1.22

52,12:45-13:00,25.97,8.66,48.33,44,36.49,78,12.17,94,43,16,182,241.67,87,138.19,0,0,7,31.13,8.67,16,31.13,12.17,31.14,22.71,15.09,100.2,150,135.27,0,15.09,0,0,130.56,15.46,0.77,0,0,25.97,1.84,25.97,70.13,8.66,1.71,1.22

53,13:00-13:15,25.97,8.66,48.33,44,39,79,13,94,43,19.33,186,241.67,87,135.34,0,0,7,31.13,13.67,19.34,31.13,13,31.14,22.71,15.09,100.2,150,135.27,0,15.09,0,0,113.77,15.46,0.85,0,0,25.97,1.84,25.97,70.13,8.66,1.76,1.22

54,13:15-13:30,25.97,8.66,48.33,43,40.99,78,13.67,93,43,20.67,182,241.67,87,131.81,0,0,7,31.13,14.33,20.66,31.13,13.67,31.14,22.21,15.09,53.86,150,135.27,0,15.09,0,0,113.77,15.46,0.85,0,0,25.97,1.84,25.97,70.13,8.66,1.76,1.22

55,13:30-13:45,25.97,8.66,48.33,42,47.51,75,15.83,93,42,21.67,175,241.67,85,127.58,0,0,7,31.13,15,21.66,31.13,15.83,31.14,21.7,14.46,53.86,150,135.27,0,14.46,0,0,113.77,14.82,0.85,0,0,25.97,1.84,25.97,70.13,8.66,1.76,1.22

56,13:45-14:00,25.97,8.66,48.33,41,49.5,72,16.5,92,42,22.33,168,241.67,83,122.48,0,0,7,31.13,16.33,22.34,31.13,16.5,31.14,21.7,14.32,53.86,150,135.27,0,14.32,0,0,113.77,14.67,0.85,0,0,25.97,1.84,25.97,70.13,8.66,1.76,1.22

57,14:00-14:15,25.97,8.66,47.85,40,51,69,17,90,40,28.33,161,239.25,80,116.63,0,0,7,31.13,17.33,28.34,31.13,17,31.14,21.2,13.82,53.86,150,135.27,0,13.82,0,0,113.77,14.17,0.85,0,0,25.97,1.92,25.97,70.13,8.66,1.76,1.3

58,14:15-14:30,25.97,8.66,47.01,38,52.5,66,17.5,87,38,30.33,154,235.07,77,109.94,0,0,7,31.13,18.33,30.34,31.13,17.5,31.14,21.2,13.06,53.86,150,135.27,0,13.06,0,0,113.77,13.39,0.85,0,0,25.97,1.92,25.97,70.13,8.66,1.76,1.3

59,14:30-14:45,25.97,8.66,45.04,36,54,63,18,83,36,27,147,225.21,72,102.41,0,0,7,31.13,6.67,27,31.13,18,31.14,21.2,12.34,53.86,150,135.27,0,12.34,0,0,113.77,12.64,0.85,0,0,25.97,1.92,25.97,70.13,8.66,1.76,1.3

60,14:45-15:00,25.97,8.66,42.41,34,55.01,58,18.33,78,33,27.33,137,212.05,67,94.19,0,0,7,31.13,6.67,27.34,31.13,18.33,31.14,21.2,11.26,53.86,150,135.27,0,11.26,0,0,113.77,11.54,0.85,0,0,25.97,1.92,25.97,70.13,8.66,1.76,1.3

61,15:00-15:15,25.97,8.66,39.61,31,64.01,54,21.33,72,30,33.33,126,198.07,60,85.09,0,0,7,31.63,6.67,33.34,31.63,21.33,31.64,21.7,10.43,53.86,150,135.27,0,10.43,0,0,113.77,10.7,0.93,0,0,25.97,1.84,25.97,70.13,8.66,1.81,1.3

62,15:15-15:30,25.97,8.66,36.77,29,66,48,22,64,27,33.67,112,183.84,53,75,0,0,7,31.63,6.67,33.66,31.63,22,31.64,21.7,9.3,53.86,150,135.27,0,9.3,0,0,113.77,9.54,0.93,0,0,25.97,1.84,25.97,65.99,8.66,1.81,1.3

63,15:30-15:45,31.74,8.66,33.63,27,67.99,42,22.67,59,23,35,98,168.13,47,64.01,0,0,7,32.45,6.67,35,32.45,22.67,30,22.21,8.25,100.2,150,135.27,0,8.25,0,0,113.77,8.45,0.93,0,0,31.74,1.84,31.74,65.99,8.66,1.81,1.3

64,15:45-16:00,31.74,8.66,30.24,23,70.01,36,23.33,52,20,37,84,151.2,40,52.17,0,0,7,32.93,6.67,37,32.93,23.33,25.99,22.71,7.19,100.2,150,135.27,0,7.19,0,0,113.77,7.36,0.93,0,0,31.74,1.84,31.74,65.99,8.66,1.81,1.3

65,16:00-16:15,31.74,8.66,26.6,19,75,30,25,43,17,41.67,70,132.98,33,39.87,0,0,7,33,7.67,41.66,33,25,20,23.22,6.1,100.2,150,135.27,0,6.1,0,0,113.77,6.26,0.85,0,0,31.74,1.84,31.74,65.99,8.66,1.81,1.38

66,16:15-16:30,31.74,8.66,22.74,13,77.51,24,25.83,35,13,42.33,56,113.71,27,28.09,0,0,7,26.03,8.67,42.34,33,25.83,13,23.22,4.96,100.2,150,135.27,0,4.96,0,0,113.77,5.08,0.85,0,0,31.74,1.84,31.74,65.99,8.66,1.81,1.38

67,16:30-16:45,36.55,9.62,18.46,8,79.01,18,26.33,27,10,42.67,42,92.3,20,18.26,0,0,7,14.9,18.33,42.66,23.78,26.33,7,23.22,3.81,91.92,150,135.27,0,3.81,0,0,130.56,3.91,0.85,0,0,36.55,1.84,36.55,82.94,9.62,1.81,1.38

68,16:45-17:00,36.55,9.62,13.2,5,79.99,12,26.67,18,7,42.33,28,66.01,13,11.75,0,0,7,6.23,18,42.34,9.65,26.67,1,23.22,2.67,91.92,150,135.27,0,2.67,0,0,130.56,2.74,0.85,0,0,36.55,1.84,36.55,115,9.62,1.81,1.38

69,17:00-17:15,37.51,12.5,8.18,2,79.99,6,26.67,12,3,43,14,40.9,6,7.41,0,0,7,1.49,17.33,43,3.53,26.67,0,23.72,1.89,91.92,150,135.27,0,1.89,0,0,130.56,1.94,0.85,0,0,37.51,1.84,37.51,115,12.5,1.76,1.45

70,17:15-17:30,37.51,12.5,4.23,1,80.51,2,26.83,7,1,44.33,6,21.14,2,2.83,0,0,7,2.31,17,44.34,1,26.83,0,24.73,1.29,91.92,150,135.27,0,1.29,0,0,130.56,1.32,0.85,0,0,37.51,1.84,37.51,115,12.5,1.76,1.45

71,17:30-17:45,37.51,12.5,1.5,0,79.01,1,26.33,3,0,46,2,7.51,1,0,0,0,7,1.32,20,46,0.05,26.33,0,25.74,0.8,91.92,150,135.27,0,0.8,0,0,130.56,0.83,0.85,0,0,37.51,1.84,37.51,115,12.5,1.76,1.45

72,17:45-18:00,37.51,12.5,0.22,0,79.01,0,26.33,2,0,48.33,0,1.1,0,0,0,0,7,0.73,20,48.34,0.03,26.33,0,25.74,0.45,91.92,150,135.27,0,0.45,0,0,130.56,0.46,0.85,0,0,37.51,1.84,37.51,115,12.5,1.76,1.45

73,18:00-18:15,37.51,12.5,0,0,69,0,23,0,0,51.67,0,0,0,0,0,0,7,0,15,51.66,0,23,0,25.74,0.26,91.92,150,135.27,0,0.26,0,0,130.56,0.26,0.85,50,150,37.51,1.92,37.51,115,12.5,1.76,1.38

74,18:15-18:30,37.51,12.5,0,0,72.49,0,24.17,0,0,53.33,0,0,0,0,0,0,7,0,15,53.34,0,24.17,0,25.74,0,91.92,150,135.27,0,0,0,0,130.56,0,0.85,50,150,37.51,1.92,37.51,115,12.5,1.76,1.38

75,18:30-18:45,37.51,12.5,0,0,78,0,26,0,0,55,0,0,0,0,0,0,7,0,16,55,0,26,0,25.74,0,91.92,150,135.27,0,0,0,0,130.56,0,0.85,50,150,37.51,1.92,37.51,115,12.5,1.76,1.38

76,18:45-19:00,37.51,12.5,0,0,87.49,0,29.17,0,0,56.67,0,0,0,0,0,0,7,0,16.33,56.66,0,29.17,0,25.74,0,91.92,150,135.27,0,0,0,0,130.56,0,0.85,50,150,37.51,1.92,37.51,115,12.5,1.76,1.38

77,19:00-19:15,37.51,8.66,0,0,93.49,0,31.17,0,0,58.67,0,0,0,0,0,0,7,0,16.67,58.66,0,31.17,0,25.74,0,91.92,150,135.27,0,0,0,0,130.56,0,0.85,50,150,37.51,1.92,37.51,115,8.66,1.71,1.3

78,19:15-19:30,37.51,8.66,0,0,97.99,0,32.67,0,0,60.67,0,0,0,0,0,0,7,0,17,60.66,0,32.67,0,25.23,0,91.92,150,135.27,0,0,0,0,130.56,0,0.85,50,150,37.51,1.92,37.51,115,8.66,1.71,1.3

79,19:30-19:45,37.51,8.66,0,0,98.51,0,32.83,0,0,62.33,0,0,0,0,0,0,7,0,17.67,62.34,0,32.83,0,25.23,0,91.92,150,135.27,0,0,0,0,130.56,0,0.85,50,150,37.51,1.92,37.51,115,8.66,1.71,1.3

80,19:45-20:00,37.51,8.66,0,0,99.49,0,33.17,0,0,64,0,0,0,0,0,0,7,0,18.33,64,0,33.17,0,25.23,0,91.92,150,135.27,0,0,0,0,130.56,0,0.85,50,150,37.51,1.92,37.51,115,8.66,1.71,1.3

81,20:00-20:15,34.62,8.66,0,0,99.49,0,33.17,0,0,66.67,0,0,0,0,0,0,7,0,23.33,66.66,0,33.17,0,25.23,0,91.92,150,135.27,0,0,0,0,130.56,0,0.85,50,250,34.62,1.92,34.62,106.52,8.66,1.71,1.3

82,20:15-20:30,34.62,8.66,0,0,99.49,0,33.17,0,0,68.33,0,0,0,0,0,0,7,0,23.33,68.34,0,33.17,0,25.23,0,91.92,150,135.27,0,0,0,0,130.56,0,0.85,50,250,34.62,1.92,34.62,98.04,8.66,1.71,1.3

83,20:30-20:45,34.62,8.66,0,0,99.49,0,33.17,0,0,69.67,0,0,0,0,0,0,7,0,23.33,69.66,0,33.17,0,25.23,0,91.92,150,135.27,0,0,0,0,130.56,0,0.85,50,250,34.62,1.92,34.62,89.55,8.66,1.71,1.3

