Block,Time,DADRT2,JHAJJAR,MAPS,NAPP,NJPC,NLCEXP,NNTPP,NTPL,RAPPC,SINGRAULI_HYDRO,DADRI_CRF,DADRI_LF,BSIUL,KGSU1AND2,KKNP,KOLDAM,RIHAND3,SALAL,SIMHST2,UNCHAHAR3,URI2,ANTA_RF,BRBCL,KUDGI,RIHAND1,SEWA2,UNCHAHAR1,AURY_LF,CHAMERA2,KISHANGANGA,NLCIIST1,CHAMERA3,DULHASTI,KOTESHWR,RIHAND2,TALST2,TANAKPUR,UNCHAHAR4,AURY_GF,DADRI_RF,DHAULIGNGA,FSTPP I & II,KGSU3AND4,RAMPUR,RSTPSU1TO6,RSTPSU7,SINGRAULI,TALA,TEHRI,TelanganaSTPP,AURY_RF,CHAMERA1,KHSTPP-I,NLCIIST2,NLCTS2EXP,PARBATI3,RAPPB,SIMHST1,TANDA2,VALLURNTECL,AURY_CRF,DADRI_GF,KHSTPP-II,KKNPPU2,SASAN,UNCHAHAR2,URI,ANTA_CRF,ANTA_GF,ANTA_LF
11,02:30-02:45,683.14,434.65,0,43.68,0,0,0,0,25.89,0.71,0,0,6.52,0,0,0,62.16,2.33,0,26.4,9.42,44.21,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,337.5,42.39,6.63,0,0,0

12,02:45-03:00,683.14,434.65,0,43.68,0,0,0,0,25.89,0.71,0,0,6.52,0,0,0,62.16,2.33,0,26.4,9.42,44.21,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,337.5,42.39,6.63,0,0,0

13,03:00-03:15,683.14,434.65,0,43.68,0,0,0,0,25.89,0.71,0,0,6.52,0,0,0,62.16,2.33,0,26.4,9.42,44.42,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,337.5,42.39,6.63,0,0,0

14,03:15-03:30,683.14,434.65,0,43.68,0,0,0,0,25.89,0.71,0,0,6.52,0,0,0,62.16,2.33,0,26.4,9.42,44.42,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,337.5,42.39,6.63,0,0,0

15,03:30-03:45,683.14,434.65,0,43.68,0,0,0,0,25.89,0.71,0,0,6.52,0,0,0,62.16,2.33,0,26.4,9.42,44.42,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,337.5,42.39,6.63,0,0,0

16,03:45-04:00,683.14,434.65,0,43.68,0,0,0,0,25.89,0.71,0,0,6.52,0,0,0,62.16,2.33,0,26.4,9.42,44.52,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,337.5,42.39,6.63,0,0,0

17,04:00-04:15,683.14,434.65,0,43.68,0,0,0,0,25.89,0.71,0,0,6.52,0,0,0,62.16,2.33,0,26.4,9.42,44.52,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,348.75,42.39,6.63,0,0,0

18,04:15-04:30,683.14,434.65,0,43.68,0,0,0,0,25.89,0.71,0,0,6.52,0,0,0,62.16,2.33,0,26.4,9.42,44.52,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,348.75,42.39,6.63,0,0,0

19,04:30-04:45,683.14,434.65,0,43.68,0,0,0,0,25.89,0.71,0,0,6.52,0,0,0,62.16,2.33,0,26.4,9.42,44.52,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,12.16,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,348.75,42.39,6.63,0,0,0

20,04:45-05:00,683.14,434.65,0,43.68,18.94,0,0,0,25.89,0.71,0,0,6.52,0,0,0,62.16,2.33,0,26.4,9.42,44.52,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,12.16,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,348.75,42.39,6.63,0,0,0

21,05:00-05:15,683.14,434.65,0,20.29,18.94,0,0,0,25.89,0.71,0,0,6.52,0,0,0,62.16,2.33,0,26.4,9.42,44.52,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,24.32,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,360,42.39,7.18,0,0,0

22,05:15-05:30,683.14,434.65,0,20.29,18.94,0,0,0,25.89,0.71,0,0,6.52,0,0,0,62.16,2.33,0,26.4,9.42,44.52,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,36.48,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,371.25,42.39,7.18,0,0,0

23,05:30-05:45,683.14,434.65,0,20.29,18.94,0,0,0,25.89,0.71,0,0,6.52,0,0,0,62.16,2.33,0,26.4,13.46,44.73,20,0,92,15.81,19.98,0,2.66,0,0,1.27,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,36.48,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,382.5,42.39,8.83,0,0,0

24,05:45-06:00,683.14,434.65,0,20.29,20.84,0,0,0,25.89,0.71,0,0,6.52,0,0,0,62.16,2.33,0,26.4,13.46,44.73,20,0,92,15.81,19.98,0,7.99,0,0,7.64,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,36.48,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,393.75,42.39,8.83,0,0,0

25,06:00-06:15,682.78,434.65,0,20.29,41.67,0,0,0,25.89,0.71,0,0,13.04,0,0,0,62.16,2.33,0,26.4,14.79,44.73,20,0,92,15.81,19.98,0,7.99,0,0,7.64,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,36.48,0,70.81,0,45.53,0,0,3.57,0,0,0,0,0,0,148.3,0,405,42.39,8.83,0,0,0

26,06:15-06:30,682.78,434.65,0,20.29,58.05,0,0,0,25.89,0.71,0,0,13.04,0,0,0,62.16,2.33,0,26.4,14.79,44.73,20,0,92,15.81,19.98,0,13.06,0,0,7.64,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,48.63,0,70.81,0,45.53,0,0,16.54,0,0,0,0,0,0,148.3,0,418.77,42.39,26.49,0,0,0

27,06:30-06:45,682.79,434.65,0,20.29,83.33,0,0,0,25.89,0.71,0,0,13.04,0,0,0,62.16,2.33,0,26.4,18.83,44.73,20,0,92,15.81,19.98,0,13.17,0,0,9.68,32.96,17.75,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,48.63,0,70.81,14.05,45.53,0,0,16.54,0,0,0,0,0,0,148.3,0,418.77,42.39,26.49,0,0,0

28,06:45-07:00,682.79,434.65,0,20.29,113.64,0,0,0,25.89,0.71,0,0,19.56,0,0,0,62.16,2.33,0,26.4,18.83,44.73,20,0,92,15.81,19.98,0,39.51,0,0,29.06,49.43,39.05,118.76,0,0,0,0,59.73,7.92,20.8,0,0,0,0,139.69,0,49.64,0,70.81,28.1,45.53,0,0,16.54,0,0,0,0,0,0,148.3,0,418.77,42.39,26.49,0,0,0

29,07:00-07:15,682.79,434.65,0,20.29,113.64,0,0,0,25.89,0.71,0,0,19.56,0,0,0,62.16,2.33,0,26.4,18.83,44.73,20,0,92,15.81,19.98,0,39.51,0,0,29.06,49.43,39.05,118.76,0,0,0,0,59.73,15.85,20.8,0,0,0,0,139.69,0,49.64,0,70.81,28.1,45.53,0,0,16.54,0,0,0,0,0,0,148.3,0,418.77,42.39,26.49,0,0,0

30,07:15-07:30,682.79,434.65,0,20.29,113.64,0,0,0,25.89,0.71,0,0,19.56,0,0,0,62.16,13.95,0,26.4,18.83,44.73,20,0,92,15.81,19.98,0,39.51,0,0,29.06,49.43,39.05,118.76,0,0,0,0,59.73,15.85,20.8,0,0,0,0,139.69,0,49.64,0,70.81,28.1,45.53,0,0,16.54,0,0,0,0,0,0,148.3,0,418.77,42.39,11.04,0,0,0

31,07:30-07:45,682.79,434.65,0,20.29,113.64,0,0,0,25.89,0.71,0,0,19.56,0,0,0,62.16,69.72,0,26.4,18.83,44.73,20,0,92,15.81,19.98,0,39.51,0,0,29.06,49.43,39.05,118.76,0,0,0,0,59.73,15.85,20.8,0,0,0,0,139.69,0,49.64,0,70.81,28.1,45.53,0,0,16.54,0,0,0,0,0,0,148.3,0,418.77,42.39,8.83,0,0,0

32,07:45-08:00,682.79,434.65,0,20.29,113.64,0,0,0,25.89,0.71,0,0,19.56,0,0,0,62.16,69.72,0,26.4,18.83,44.73,20,0,92,15.81,19.98,0,39.51,0,0,29.06,49.43,39.05,118.76,0,0,0,0,59.73,8.72,20.8,0,0,0,0,139.69,0,49.64,0,70.81,28.1,45.53,0,0,3.82,0,0,0,0,0,0,148.3,0,418.77,42.39,8.83,0,0,0

33,08:00-08:15,682.79,434.65,0,20.29,113.64,0,0,0,25.89,0.71,0,0,19.56,0,0,0,62.16,69.72,0,26.4,14.79,44.52,20,0,92,15.81,19.98,0,39.51,0,0,29.06,49.43,29.58,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,49.64,0,70.81,28.1,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,26.49,0,0,0

34,08:15-08:30,682.79,434.65,0,20.29,113.64,0,0,0,25.89,0.71,0,0,3.3,0,0,0,62.16,69.72,0,26.4,14.79,44.42,20,0,92,15.81,19.98,0,13.17,0,0,9.68,32.96,26.62,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,48.63,0,70.81,28.1,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,26.49,0,0,0

35,08:30-08:45,682.79,434.65,0,20.29,83.43,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.95,0,26.4,18.83,44.42,20,0,92,15.81,19.98,0,13.17,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,48.63,0,70.81,14.05,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,8.83,0,0,0

36,08:45-09:00,682.79,434.65,0,20.29,62.51,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,2.33,0,26.4,18.83,44.42,20,0,92,15.81,19.98,0,13.17,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,36.48,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,8.83,0,0,0

37,09:00-09:15,682.79,434.65,0,20.29,41.67,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,2.33,0,26.4,18.83,44.21,20,0,92,15.81,19.98,0,13.17,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,133.5,0,36.48,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,8.83,0,0,0

38,09:15-09:30,682.79,434.65,0,20.29,18.94,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,2.33,0,26.4,18.83,43.99,20,0,92,15.81,19.98,0,13.17,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,133.5,0,36.48,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,8.83,0,0,0

39,09:30-09:45,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,18.83,43.57,20,0,92,15.81,19.98,0,13.17,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,133.5,0,36.48,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,26.49,0,0,0

40,09:45-10:00,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,18.83,43.57,20,0,92,15.81,19.98,0,13.17,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,133.5,0,36.48,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,26.49,0,0,0

41,10:00-10:15,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,18.83,43.47,20,0,92,15.81,19.98,0,13.17,0,0,0,16.48,8.87,118.76,0,5.76,0,0,59.73,0,20.8,0,0,0,0,133.5,0,36.48,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,26.49,0,0,0

42,10:15-10:30,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,18.83,43.26,20,0,92,15.81,19.98,0,0,0,0,0,16.48,8.87,118.76,0,5.76,0,0,59.73,0,20.76,0,0,0,0,133.5,0,24.32,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,15.45,0,0,0

43,10:30-10:45,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,18.83,43.05,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,5.76,0,0,59.73,0,20.8,0,0,0,0,133.5,0,24.32,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.08,0,0,0

44,10:45-11:00,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,18.83,42.84,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,5.76,0,0,59.73,0,20.8,0,0,0,0,133.5,0,24.32,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.08,0,0,0

45,11:00-11:15,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,24.21,42.73,20,0,92,10.53,19.98,0,0,0,0,0,0,8.87,118.76,0,5.76,0,0,59.73,0,20.8,0,0,0,0,133.5,0,24.32,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,13.25,0,0,0

46,11:15-11:30,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,24.21,42.52,20,0,92,10.53,19.98,0,0,0,0,0,0,8.87,118.76,0,5.76,0,0,59.73,0,20.8,0,0,0,0,133.5,0,24.32,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,13.25,0,0,0

47,11:30-11:45,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,24.21,42.52,20,0,92,10.53,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,133.5,0,24.32,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.08,0,0,0

48,11:45-12:00,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,24.21,42.32,20,0,92,10.53,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,133.5,0,24.32,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.08,0,0,0

49,12:00-12:15,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,24.21,42.32,20,0,92,10.53,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,133.5,0,12.16,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.08,0,0,0

50,12:15-12:30,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,24.21,42,20,0,92,10.53,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,133.5,0,12.16,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.08,0,0,0

51,12:30-12:45,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,24.21,41.9,20,0,92,10.53,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,133.5,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,24.29,0,0,0

52,12:45-13:00,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,24.21,41.9,20,0,92,10.53,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,133.5,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,24.29,0,0,0

53,13:00-13:15,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,24.21,41.9,20,0,92,10.53,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,23.19,0,0,0

54,13:15-13:30,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,24.21,41.68,20,0,92,10.53,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,23.19,0,0,0

55,13:30-13:45,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,16.14,41.68,20,0,92,10.53,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,23.19,0,0,0

56,13:45-14:00,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,16.14,41.48,20,0,92,10.53,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,23.19,0,0,0

57,14:00-14:15,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,13.46,41.48,20,0,92,10.53,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,12.35,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.08,0,0,0

58,14:15-14:30,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,13.46,41.48,20,0,92,10.53,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,12.35,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.08,0,0,0

59,14:30-14:45,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,14.79,41.48,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,24.69,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.08,0,0,0

60,14:45-15:00,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,14.79,41.48,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,24.69,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.08,0,0,0

61,15:00-15:15,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,14.79,41.48,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0.51,0,0,59.73,0,20.8,0,0,0,0,139.69,0,24.69,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.08,0,0,0

62,15:15-15:30,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,14.79,41.48,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0.51,0,0,59.73,0,20.8,0,0,0,0,139.69,0,24.69,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.08,0,0,0

63,15:30-15:45,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,24.21,41.48,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,24.69,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

