Column1,Block,NR/2024/23963/A/43640,NR/2024/23420/A/43621,NR/2024/23918/A/43593,NR/2024/23769/A/43595,NR/2024/23809/A/43594,GNA/NR/2024/11/01/1868,WR/2024/24788/A/43736,GNA/NR/2024/11/01/5474,NR/30092023/26122029/SH-06,NR/2024/24028/C,NR/2024/24027/C,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/9061,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/4503,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,GNA/WR/2024/10/15/7089,GNA/WR/2024/11/01/4200,Total
64,15:45-16:00,0,0.86,4.8,5.76,4.8,8.65,0,0,0,23.73,29.11,25.94,25.94,25.94,17.29,0,8.65,2.38,0,0,0,183.85

65,16:00-16:15,0,0.77,2.88,5.76,4.8,8.65,0,0,0,19.41,33.43,25.94,25.94,25.94,17.29,0,8.65,2.38,0,0,0,181.83999999999997

66,16:15-16:30,0,0.77,2.88,5.76,4.8,8.65,0,0,0,15.18,23.35,25.94,25.94,25.94,17.29,0,8.65,2.38,0,0,0,167.53

67,16:30-16:45,0,0.77,2.88,5.76,4.8,8.65,0,0,0,10.95,14.22,25.94,25.94,25.94,17.29,0,8.65,2.38,0,0,0,154.17

68,16:45-17:00,0,0.77,2.88,5.76,4.8,8.65,0,0,0,7.11,5.57,25.94,25.94,25.94,17.29,0,8.65,2.38,0,0,0,141.68

69,17:00-17:15,0.96,0.58,0.96,5.76,4.8,8.65,0,0,0,0,0,28.82,28.82,28.82,24.98,0,8.65,2.38,0,0,0,144.17999999999998

70,17:15-17:30,0.96,0.58,0.96,5.76,4.8,8.65,0,0,0,0,0,28.82,28.82,28.82,24.98,0,8.65,2.38,0,0,0,144.17999999999998

71,17:30-17:45,0.96,0.58,0.96,5.76,4.8,8.65,0,0,0,0,0,28.82,28.82,28.82,24.98,0,8.65,2.38,0,0,0,144.17999999999998

72,17:45-18:00,0.96,0.58,0.96,5.76,4.8,8.65,0,0,0,0,0,28.82,28.82,28.82,24.98,0,8.65,2.38,0,0,0,144.17999999999998

73,18:00-18:15,0.96,0.62,0,5.76,4.8,8.65,38.43,0,0,0,0,28.82,28.82,28.82,24.98,0,8.65,2.38,0,150,50,381.68999999999994

74,18:15-18:30,0.96,0.62,0,5.76,4.8,8.65,38.43,0,0,0,0,28.82,28.82,28.82,24.98,0,8.65,2.38,0,150,50,381.68999999999994

75,18:30-18:45,0.96,0.62,0,5.76,4.8,8.65,38.43,0,0,0,0,28.82,28.82,28.82,24.98,0,8.65,2.38,0,150,50,381.68999999999994

76,18:45-19:00,0.96,0.62,0,5.76,4.8,8.65,38.43,0,0,0,0,28.82,28.82,28.82,24.98,0,8.65,2.38,0,150,50,381.68999999999994

77,19:00-19:15,0.96,0.62,0,5.76,4.8,8.65,38.43,0,0,0,0,28.82,28.82,28.82,24.98,0,8.65,2.38,0,150,50,381.68999999999994

78,19:15-19:30,0.96,0.62,0,5.76,4.8,8.65,38.43,0,0,0,0,28.82,28.82,28.82,24.98,0,8.65,2.38,0,150,50,381.68999999999994

79,19:30-19:45,0.96,0.62,0,5.76,4.8,8.65,38.43,0,0,0,0,28.82,28.82,28.82,24.98,0,8.65,2.38,0,150,50,381.68999999999994

80,19:45-20:00,0.96,0.62,0,5.76,4.8,8.65,38.43,0,0,0,0,28.82,28.82,28.82,24.98,0,8.65,2.38,0,150,50,381.68999999999994

81,20:00-20:15,0,0.62,0,5.76,4.8,8.65,38.43,0,0,0,0,28.82,28.82,28.82,24.98,0,8.65,2.48,0,200,50,430.83

82,20:15-20:30,0,0.62,0,5.76,4.8,8.65,38.43,0,0,0,0,28.82,28.82,28.82,24.98,0,8.65,2.48,0,200,50,430.83

83,20:30-20:45,0,0.62,0,5.76,4.8,8.65,38.43,0,0,0,0,28.82,28.82,28.82,24.98,0,8.65,2.48,0,200,50,430.83

84,20:45-21:00,0,0.62,0,5.76,4.8,8.65,38.43,0,0,0,0,28.82,28.82,28.82,24.98,0,8.65,2.48,0,200,50,430.83

85,21:00-21:15,0,0.62,0,5.76,4.8,8.65,38.43,0,0,0,0,25.94,25.94,25.94,17.29,0,8.65,2.48,0,200,50,414.5

86,21:15-21:30,0,0.62,0,5.76,4.8,8.65,38.43,0,0,0,0,25.94,25.94,25.94,17.29,0,8.65,2.48,0,200,50,414.5

87,21:30-21:45,0,0.62,0,5.76,4.8,8.65,38.43,0,0,0,0,25.94,25.94,25.94,17.29,0,8.65,2.48,0,200,50,414.5

88,21:45-22:00,0,0.62,0,5.76,4.8,8.65,38.43,0,0,0,0,25.94,25.94,25.94,17.29,0,8.65,2.48,0,200,50,414.5

89,22:00-22:15,0,0.62,0,5.76,4.8,8.65,38.43,142.69,0,0,0,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,200,50,604.75

90,22:15-22:30,0,0.62,0,5.76,4.8,8.65,38.43,142.69,0,0,0,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,200,50,604.75

91,22:30-22:45,0,0.62,0,5.76,4.8,8.65,38.43,142.69,0,0,0,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,200,50,604.75

92,22:45-23:00,0,0.62,0,5.76,4.8,8.65,38.43,142.69,0,0,0,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,200,50,604.75

93,23:00-23:15,0,0.62,0,5.76,4.8,8.65,38.43,142.69,0,0,0,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,200,50,604.75

94,23:15-23:30,0,0.62,0,5.76,4.8,8.65,38.43,142.69,0,0,0,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,200,50,604.75

95,23:30-23:45,0,0.62,0,5.76,4.8,8.65,38.43,142.69,0,0,0,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,200,50,604.75

96,23:45-24:00,0,0.62,0,5.76,4.8,8.65,38.43,142.69,0,0,0,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,200,50,604.75

