Block,Time,BRBCL,CHAMERA2,KKNP,NJPC,NLCTS2EXP,SINGRAULI,TelanganaSTPP,VALLURNTECL,DHAULIGNGA,KKNPPU2,RAPPB,UNCHAHAR3,ANTA_CRF,KGSU1AND2,KUDGI,NLCEXP,RAPPD,SALAL,SEWA2,TANDA2,TEHRI,URI,ANTA_RF,AURY_GF,DADRI_LF,DADRI_RF,CHAMERA3,DULHASTI,KGSU3AND4,NNTPP,RIHAND2,RIHAND3,AURY_RF,DADRI_CRF,CHAMERA1,KISHANGANGA,MAPS,RAMPUR,RSTPSU1TO6,SASAN,SINGRAULI_HYDRO,TALST2,TANAKPUR,AURY_LF,DADRI_GF,KHSTPP-II,KOTESHWR,NLCIIST1,RSTPSU7,UNCHAHAR1,BSIUL,DADRT2,KHSTPP-I,NAPP,NLCIIST2,NTPL,PARBATI3,SIMHST2,UNCHAHAR4,URI2,AURY_CRF,FSTPP I & II,JHAJJAR,KOLDAM,PARBATI2,RAPPC,RIHAND1,SIMHST1,TALA,UNCHAHAR2,ANTA_GF,ANTA_LF
6,01:15-01:30,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,6.3,5.7,29.61,50.79,51.17,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,402.19,1.11,0,11.53,0,0,148.3,10.43,0,0,21.64,6.52,573.92,45.53,25.11,0,0,59.07,0,3.2,40.16,0,20.8,605.67,9.59,48.84,68.56,97.23,0,14.11,45,0,0

7,01:30-01:45,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,6.3,5.7,29.61,50.79,51.17,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,402.19,1.11,0,7.68,0,0,148.3,10.43,0,0,21.64,6.52,573.92,45.53,25.11,0,0,59.07,0,3.2,40.16,0,20.8,605.67,9.59,48.84,68.56,97.23,0,14.11,45,0,0

8,01:45-02:00,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,5.58,5.7,29.61,50.79,51.17,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,402.19,1.11,0,7.68,0,0,148.3,10.43,0,0,21.64,6.52,573.92,45.53,25.11,0,0,59.07,0,3.2,40.16,0,20.8,670.67,9.59,48.84,68.56,97.23,0,14.11,45,0,0

9,02:00-02:15,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,5.21,5.7,29.61,50.79,51.83,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,405,1.11,0,7.68,0,0,148.3,10.43,0,0,21.64,6.52,573.92,45.53,25.11,0,0,59.07,0,3.2,40.16,0,20.8,670.67,9.59,48.84,68.56,97.23,0,15.29,45,0,0

10,02:15-02:30,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,50.79,51.83,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,405,1.11,0,7.68,0,0,148.3,10.43,0,0,21.64,6.52,573.92,45.53,25.11,0,0,59.07,0,3.2,40.16,0,20.8,670.67,9.59,48.84,68.56,97.23,0,15.29,45,0,0

11,02:30-02:45,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,50.79,51.83,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,405,1.11,0,11.53,0,0,148.3,10.43,0,0,21.64,6.52,573.92,45.53,25.11,0,0,59.07,0,3.2,40.16,0,20.8,670.67,9.59,48.84,68.56,97.23,0,17.23,45,0,0

12,02:45-03:00,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,50.79,51.83,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,405,1.11,0,11.53,0,0,148.3,10.43,0,0,21.64,13.04,573.92,45.53,25.11,0,0,59.07,0,3.2,40.16,0,20.8,670.67,9.59,48.84,68.56,97.23,0,17.23,45,0,0

13,03:00-03:15,20,48.81,0,180.89,0,135.57,0,0,20.94,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,52.99,52.22,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,405,1.11,0,7.68,0,0,148.3,10.43,0,0,21.64,13.04,573.92,45.53,25.11,0,0,59.07,0,3.2,38.1,0,20.8,670.67,9.59,48.84,68.56,97.23,0,17.23,45,0,0

14,03:15-03:30,20,48.81,0,180.89,0,135.57,0,0,20.94,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,52.99,52.22,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,405,1.11,0,7.68,0,0,148.3,10.43,0,0,21.64,13.04,573.92,45.53,25.11,0,0,59.07,0,3.2,38.1,0,20.8,670.67,9.59,48.84,68.56,97.23,0,17.23,45,0,0

15,03:30-03:45,20,48.81,0,180.89,0,135.57,0,0,20.94,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,52.99,52.22,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,405,1.11,0,7.68,0,0,148.3,10.43,0,0,21.64,13.04,573.92,45.53,25.11,0,0,59.07,0,3.2,38.1,0,20.8,670.67,9.59,48.84,68.56,97.23,0,18.4,45,0,0

16,03:45-04:00,20,48.81,0,180.89,0,135.57,0,0,20.94,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,52.99,52.22,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,405,1.11,0,7.68,0,0,148.3,10.43,0,0,21.64,13.04,573.92,45.53,25.11,0,0,59.07,0,3.2,38.1,0,20.8,670.67,9.59,48.84,68.56,97.23,0,18.4,45,0,0

17,04:00-04:15,20,48.81,0,180.89,0,135.57,0,0,20.94,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,52.99,52.22,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,405,1.11,0,7.68,0,0,148.3,10.43,0,0,21.64,13.04,573.92,45.53,25.11,0,0,59.07,0,3.2,38.1,0,20.8,670.67,9.59,48.84,68.56,97.23,0,20.29,45,0,0

18,04:15-04:30,20,48.81,0,180.89,0,135.57,0,0,21.91,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,52.99,52.22,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,405,1.11,0,7.68,0,0,148.3,10.43,0,0,21.64,13.04,573.92,45.53,25.11,0,0,59.07,0,3.2,38.1,0,20.8,670.67,9.59,48.84,68.56,97.23,0,20.29,45,0,0

19,04:30-04:45,20,48.81,0,180.89,0,135.57,0,0,21.91,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,52.99,52.22,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,405,1.11,0,7.68,0,0,148.3,10.43,0,0,21.64,13.04,573.92,45.53,25.11,0,0,59.07,0,3.2,38.1,0,20.8,670.67,9.59,48.84,68.56,97.23,0,20.29,45,0,0

20,04:45-05:00,20,48.81,0,180.89,0,135.57,0,0,21.91,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,52.99,52.22,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,405,1.11,0,7.68,0,0,148.3,10.43,0,0,21.64,13.04,573.92,45.53,25.11,0,0,59.07,0,3.2,38.1,0,20.8,670.67,9.59,48.84,68.56,97.23,0,20.29,45,0,0

21,05:00-05:15,20,48.81,0,180.89,0,135.57,0,0,21.91,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,52.99,52.22,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,407.25,1.11,0,6.4,0,0,148.3,10.43,0,0,21.64,13.04,688.92,45.53,25.11,0,0,59.07,0,3.2,38.1,0,20.8,670.67,9.59,48.84,68.56,97.23,0,20.29,45,0,0

22,05:15-05:30,20,48.81,0,180.89,0,135.57,0,0,21.91,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,52.99,52.22,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,407.25,1.11,0,6.4,0,0,148.3,10.43,0,0,21.64,13.04,688.92,45.53,25.11,0,0,59.07,0,3.2,38.1,0,20.8,670.67,9.59,48.84,68.56,97.23,0,20.29,45,0,0

23,05:30-05:45,20,48.81,0,180.89,0,135.57,0,0,21.91,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,52.99,52.22,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,407.25,1.11,0,6.4,0,0,148.3,10.43,0,0,21.64,13.04,688.92,45.53,25.11,0,0,59.07,0,3.2,38.1,0,20.8,670.67,9.59,48.84,68.56,97.23,0,19.99,45,0,0

24,05:45-06:00,20,48.81,0,180.89,0,135.57,0,0,21.91,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,52.99,52.22,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,407.25,1.11,0,6.4,0,0,148.3,10.43,0,0,21.64,13.04,688.92,45.53,25.11,0,0,59.07,0,3.2,38.1,0,20.8,670.67,9.59,48.84,68.56,97.23,0,19.85,45,0,0

25,06:00-06:15,20,48.81,0,180.89,0,135.57,0,0,21.91,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,50.79,52.22,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,407.25,1.11,0,6.4,0,0,148.3,10.43,0,0,21.64,13.04,688.92,45.53,25.11,0,0,59.07,0,3.2,38.1,0,20.8,670.67,9.59,46.59,68.56,97.23,0,19.85,45,0,0

26,06:15-06:30,20,48.81,0,180.89,0,135.57,0,0,21.91,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,50.79,52.22,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,407.25,1.11,0,6.4,0,0,148.3,10.43,0,0,21.64,13.04,688.92,45.53,25.11,0,0,59.07,0,3.2,38.1,0,20.8,670.67,9.59,46.59,68.56,97.23,0,19.85,45,0,0

27,06:30-06:45,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,50.79,52.22,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,407.25,1.11,0,6.4,0,0,148.3,10.43,0,0,21.64,13.04,688.92,45.53,25.11,0,0,59.07,0,3.2,38.1,0,20.8,670.67,9.59,46.59,68.56,97.23,0,24.84,45,0,0

28,06:45-07:00,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,50.79,52.22,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,407.25,1.11,0,6.4,0,0,148.3,10.43,0,0,21.64,13.04,688.92,45.53,25.11,0,0,59.07,0,3.2,38.1,0,20.8,670.67,9.59,46.59,68.56,97.23,0,24.84,45,0,0

29,07:00-07:15,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,50.79,51.83,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,407.25,1.11,0,5.76,0,0,148.3,10.43,0,0,21.64,13.04,688.92,45.53,25.11,0,0,59.07,0,3.2,38.1,0,20.8,670.67,9.59,46.59,68.56,97.23,0,24.84,45,0,0

30,07:15-07:30,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,50.79,51.83,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,407.25,1.11,0,5.76,0,0,148.3,10.43,0,0,21.64,13.04,688.92,45.53,25.11,0,0,50.64,0,3.2,38.1,0,20.8,670.67,9.59,46.59,68.56,97.23,0,24.84,45,0,0

31,07:30-07:45,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,50.79,51.83,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,407.25,1.11,0,5.13,0,0,148.3,10.43,0,0,21.64,13.04,688.92,45.53,25.11,0,0,42.96,0,3.2,38.1,0,20.8,670.67,9.59,45.08,68.56,97.23,0,24.99,45,0,0

32,07:45-08:00,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,0,5.7,6.1,50.79,51.83,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,407.25,1.11,0,5.13,0,0,148.3,10.43,0,0,21.64,13.04,688.92,45.53,25.11,0,0,42.96,0,3.2,38.1,0,20.8,670.67,9.59,45.08,68.56,97.23,0,24.99,45,0,0

33,08:00-08:15,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,37.53,51.17,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,407.25,1.11,0,5.13,0,0,148.3,10.43,0,0,21.64,13.04,688.92,45.53,25.11,0,0,42.96,0,3.2,38.1,0,20.8,670.67,9.59,45.08,68.56,97.23,0,24.99,45,0,0

34,08:15-08:30,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,26.49,51.17,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,407.25,1.11,0,5.13,0,0,148.3,10.43,0,0,21.64,13.04,688.92,45.53,25.11,0,0,42.96,0,3.2,38.1,0,20.8,670.67,9.59,45.08,68.56,97.23,0,25.14,45,0,0

35,08:30-08:45,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,17.67,51.17,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,414,1.11,0,5.13,0,0,148.3,10.43,0,0,21.64,19.56,688.92,45.53,25.11,0,0,42.96,0,3.2,38.1,0,20.8,670.67,9.59,45.08,68.56,97.23,0,30.13,45,0,0

36,08:45-09:00,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,13.25,51.17,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,24.49,0,0,6.98,0,414,1.11,0,5.13,0,0,148.3,10.43,0,0,21.64,19.56,688.92,45.53,25.11,0,0,42.96,0,3.2,38.1,0,20.8,670.67,9.59,45.08,68.56,97.23,0,30.28,45,0,0

37,09:00-09:15,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,51.17,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,5.13,0,0,148.3,10.43,0,0,21.64,19.56,688.92,45.53,25.11,0,0,50.64,0,3.2,38.1,0,20.8,670.67,9.59,45.08,68.56,97.23,0,30.58,45,0,0

38,09:15-09:30,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,51.17,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,5.13,0,0,148.3,10.43,0,0,21.64,19.56,688.92,45.53,25.11,0,0,50.64,0,3.2,0,0,20.8,670.67,9.59,45.08,68.56,97.23,0,30.58,45,0,0

39,09:30-09:45,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,51.17,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,5.13,0,0,148.3,10.43,0,0,21.64,6.52,688.92,45.53,25.11,0,0,50.64,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,30.28,45,0,0

40,09:45-10:00,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,51.17,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,5.13,0,0,148.3,10.43,0,0,21.64,6.52,688.92,45.53,25.11,0,0,50.64,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,30.28,45,0,0

41,10:00-10:15,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,51.17,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,5.13,0,0,148.3,15.06,0,0,21.64,6.52,688.92,45.53,25.11,0,0,42.96,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,29.99,45,0,0

42,10:15-10:30,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,51.17,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,5.13,0,0,148.3,15.06,0,0,21.64,6.52,688.92,45.53,25.11,0,0,42.96,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,29.99,45,0,0

43,10:30-10:45,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,51.17,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,5.13,0,0,148.3,7.76,0,0,21.64,6.52,688.92,45.53,25.11,0,0,42.96,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,29.99,45,0,0

44,10:45-11:00,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,51.17,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,5.13,0,0,148.3,4.64,0,0,21.64,6.52,688.92,45.53,25.11,0,0,42.96,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,29.99,45,0,0

45,11:00-11:15,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,50.51,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,5.13,0,0,148.3,4.64,0,0,21.64,6.52,688.92,45.53,25.11,0,0,39.28,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,29.85,45,0,0

46,11:15-11:30,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,50.51,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,5.13,0,0,148.3,4.64,0,0,21.64,6.52,688.92,45.53,25.11,0,0,39.28,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,29.93,45,0,0

47,11:30-11:45,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,50.51,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,5.13,0,0,148.3,4.64,0,0,21.64,6.52,688.92,45.53,25.11,0,0,33.76,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,29.93,45,0,0

48,11:45-12:00,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,50.51,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,5.13,0,0,148.3,4.64,0,0,21.64,6.52,688.92,45.53,25.11,0,0,33.76,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,29.93,45,0,0

49,12:00-12:15,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,49.86,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,5.13,0,0,148.3,7.53,0,0,21.64,6.52,688.92,45.53,25.11,0,0,33.76,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,24.99,45,0,0

50,12:15-12:30,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,49.86,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,5.13,0,0,148.3,7.53,0,0,21.64,6.52,688.92,45.53,25.11,0,0,33.76,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,24.99,45,0,0

51,12:30-12:45,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,49.86,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,11.53,0,0,148.3,7.53,0,0,21.64,6.52,688.92,45.53,25.11,0,0,33.76,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,26.28,45,0,0

52,12:45-13:00,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,49.86,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,11.53,0,0,148.3,7.53,0,0,21.64,6.52,688.92,45.53,25.11,0,0,33.76,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,26.28,45,0,0

53,13:00-13:15,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,49.86,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,11.53,0,0,148.3,7.53,0,0,21.64,6.52,688.92,45.53,25.11,0,0,33.76,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,26.28,45,0,0

54,13:15-13:30,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,49.2,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,11.53,0,0,148.3,7.53,0,0,21.64,6.52,688.92,45.53,25.11,0,0,33.76,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,26.28,45,0,0

55,13:30-13:45,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,49.2,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,7.05,0,0,148.3,7.53,0,0,21.64,6.52,688.92,45.53,25.11,0,0,33.76,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,21.03,45,0,0

56,13:45-14:00,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,0,0,49.2,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,7.05,0,0,148.3,7.53,0,0,21.64,6.52,688.92,45.53,25.11,0,0,33.76,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,21.03,45,0,0

