Time,Block,NR/2023/18105/A/2189,NR/2023/18074/A/2185,NR/2023/18197/C,NR/2023/17270/A,NR/2023/18062/A/2190,NR/2023/17525/A,WR/2023/19446/A,WR/2023/20256/A/2302,NER/2023/1789/C,WR/2023/20577/A/2305,NR/2023/18196/C,Total
51,12:30-12:45,0.960000,0.770000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,6.48,189.81

52,12:45-13:00,0.960000,0.770000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,6.58,189.91

53,13:00-13:15,0.960000,0.770000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,6.36,189.69

54,13:15-13:30,0.960000,0.770000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,6.35,189.68

55,13:30-13:45,0.960000,0.770000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,6.13,189.46

56,13:45-14:00,0.960000,0.770000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,5.77,189.1

57,14:00-14:15,0.960000,0.770000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,5.78,189.11

58,14:15-14:30,0.960000,0.770000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,5.39,188.72

59,14:30-14:45,0.960000,0.770000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,5.04,188.37

60,14:45-15:00,0.960000,0.770000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,4.68,188.01

61,15:00-15:15,0.960000,0.630000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,4.34,187.53

62,15:15-15:30,0.960000,0.630000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,3.6,186.79

63,15:30-15:45,0.960000,0.630000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,3,186.19

64,15:45-16:00,0.960000,0.630000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,2.57,185.76

65,16:00-16:15,0.960000,0.480000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,2.16,185.2

66,16:15-16:30,0.960000,0.480000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,1.76,184.8

67,16:30-16:45,0.960000,0.480000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,1.37,184.41

68,16:45-17:00,0.960000,0.480000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,0.95,183.99

69,17:00-17:15,0.960000,0.480000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,0.59,183.63

70,17:15-17:30,0.960000,0.480000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,0.34,183.38

71,17:30-17:45,0.960000,0.480000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,0.15,183.19

72,17:45-18:00,0.960000,0.480000,1.780000,100.000000,4.820000,0.000000,75.000000,0.000000,0.000000,0.000000,0,183.04

73,18:00-18:15,0.960000,0.530000,1.780000,100.000000,4.820000,0.000000,75.000000,25.000000,0.000000,55.000000,0,263.09

74,18:15-18:30,0.960000,0.530000,1.780000,100.000000,4.820000,0.000000,75.000000,25.000000,0.000000,55.000000,0,263.09

75,18:30-18:45,0.960000,0.530000,1.780000,100.000000,4.820000,0.000000,75.000000,25.000000,0.000000,55.000000,0,263.09

76,18:45-19:00,0.960000,0.530000,1.780000,100.000000,4.820000,0.000000,75.000000,25.000000,0.000000,55.000000,0,263.09

77,19:00-19:15,0.960000,0.530000,1.780000,100.000000,4.820000,0.000000,75.000000,25.000000,0.000000,55.000000,0,263.09

78,19:15-19:30,0.960000,0.530000,1.780000,100.000000,4.820000,0.000000,75.000000,25.000000,0.000000,55.000000,0,263.09

79,19:30-19:45,0.960000,0.530000,1.780000,100.000000,4.820000,0.000000,75.000000,25.000000,0.000000,55.000000,0,263.09

80,19:45-20:00,0.960000,0.530000,1.780000,100.000000,4.820000,0.000000,75.000000,25.000000,0.000000,55.000000,0,263.09

81,20:00-20:15,0.960000,0.530000,1.780000,0.000000,4.820000,0.000000,75.000000,25.000000,0.000000,55.000000,0,163.09

82,20:15-20:30,0.960000,0.530000,1.780000,0.000000,4.820000,0.000000,75.000000,25.000000,0.000000,55.000000,0,163.09

83,20:30-20:45,0.960000,0.530000,1.780000,0.000000,4.820000,0.000000,75.000000,25.000000,0.000000,55.000000,0,163.09

84,20:45-21:00,0.960000,0.530000,1.780000,0.000000,4.820000,0.000000,75.000000,25.000000,0.000000,55.000000,0,163.09

85,21:00-21:15,0.960000,0.530000,1.780000,0.000000,4.820000,0.000000,75.000000,25.000000,0.000000,55.000000,0,163.09

86,21:15-21:30,0.960000,0.530000,1.780000,0.000000,4.820000,0.000000,75.000000,25.000000,0.000000,55.000000,0,163.09

87,21:30-21:45,0.960000,0.530000,1.780000,0.000000,4.820000,0.000000,75.000000,25.000000,0.000000,55.000000,0,163.09

88,21:45-22:00,0.960000,0.530000,1.780000,0.000000,4.820000,0.000000,75.000000,25.000000,0.000000,55.000000,0,163.09

89,22:00-22:15,0.960000,0.480000,1.780000,0.000000,4.820000,51.110000,75.000000,0.000000,0.000000,55.000000,0,189.15

90,22:15-22:30,0.960000,0.480000,1.780000,0.000000,4.820000,51.110000,75.000000,0.000000,0.000000,55.000000,0,189.15

91,22:30-22:45,0.960000,0.480000,1.780000,0.000000,4.820000,51.110000,75.000000,0.000000,0.000000,55.000000,0,189.15

92,22:45-23:00,0.960000,0.480000,1.780000,0.000000,4.820000,51.110000,75.000000,0.000000,0.000000,55.000000,0,189.15

93,23:00-23:15,0.960000,0.430000,1.780000,0.000000,4.820000,51.110000,75.000000,0.000000,0.000000,0.000000,0,134.1

94,23:15-23:30,0.960000,0.430000,1.780000,0.000000,4.820000,51.110000,75.000000,0.000000,0.000000,0.000000,0,134.1

95,23:30-23:45,0.960000,0.430000,1.780000,0.000000,4.820000,51.110000,75.000000,0.000000,0.000000,0.000000,0,134.1

96,23:45-24:00,0.960000,0.430000,1.780000,0.000000,4.820000,51.110000,75.000000,0.000000,0.000000,0.000000,0,134.1

