Block,Time,UNCHAHAR4,KISHANGANGA,SEWA2,KOTESHWR,ANTA_LF,UNCHAHAR3,DADRI_CRF,RIHAND2,DADRI_RF,URI,AURY_LF,RAPPC,RAMPUR,UNCHAHAR2,TANDA2,JHAJJAR,CHAMERA1,SALAL,DHAULIGNGA,NJPC,AURY_GF,TANAKPUR,AURY_RF,NAPP,SINGRAULI_HYDRO,BSIUL,DADRI_GF,KOLDAM,ANTA_CRF,DADRI_LF,DADRT2,TEHRI,DULHASTI,RIHAND1,RAPPB,ANTA_RF,SINGRAULI,CHAMERA2,CHAMERA3,PARBATI3,RIHAND3,KHSTPP-I,KKNP,MOUDA_II,ANTA_GF,AURY_CRF,UNCHAHAR1,TALST2,GANDHAR-ComGas,SOLAPUR,SIPAT II,VALLURNTECL,VSTPS I,NNTPP,SASAN,TAPS-II,SIPAT I,KHSTPP-II,FSTPP I & II,RSTPSU7,VSTPS III,RSTPSU1TO6,KSTPS7,KSTPS I&II,KHARGONE-I,KGSU3AND4,KAWAS-RLNG,NLCEXP,KAWAS-zLIQ,KAWAS-ComGas,VSTPS IV,TALA,KUDGI,VSTPS V,MAPS,KAWAS-NAPM,NLCIIST1,GANDHAR-RLNG,URI2,NLCIIST2,NTPL,GADARWARA-I,SIMHST2,BRBCL,NLCTS2EXP,KGSU1AND2,KAWAS-APM,VSTPS II,GANDHAR-NAPM,KAPS,MOUDA,GANDHAR-APM,LARA-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,2.301331,4.068498,17.436898,8.798246,0.000000,20.466632,0.000000,117.887847,0.000000,51.025997,0.000000,62.541305,0.000000,33.797790,3.938161,581.559653,41.077314,80.560066,0.000000,0.000000,0.000000,5.427290,0.000000,44.767769,1.014603,0.000000,0.000000,3.434338,0.000000,0.000000,547.259786,49.651177,54.814796,92.331090,0.000000,0.000000,128.969983,44.701835,32.256539,0.000000,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,16.721721,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.845350,141.797521,19.860198,1.87,1.874035,7.53,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,30.390654,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

7,01:30-01:45,2.301331,4.068498,17.436898,8.798246,0.000000,20.466632,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,33.797790,3.938161,581.559653,41.077314,80.560066,0.000000,0.000000,0.000000,0.246695,0.000000,44.767769,1.014603,0.000000,0.000000,3.434338,0.000000,0.000000,499.114786,37.238383,54.814796,92.331090,0.000000,0.000000,134.541565,44.701835,32.256539,0.000000,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,16.721721,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.845350,141.797521,19.860198,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,30.390654,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

8,01:45-02:00,2.301331,4.068498,17.436898,8.798246,0.000000,20.466632,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,33.797790,3.938161,581.559653,41.077314,80.560066,0.000000,0.000000,0.000000,0.246695,0.000000,44.767769,1.014603,0.000000,0.000000,3.434338,0.000000,0.000000,470.227786,24.825589,54.814796,92.331090,0.000000,0.000000,135.075071,44.701835,32.256539,0.000000,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,16.721721,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.845350,141.797521,19.860198,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,30.390654,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

9,02:00-02:15,2.301331,4.068498,17.436898,8.798246,0.000000,20.466632,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,33.797790,3.938161,581.559653,41.077314,80.560066,0.000000,0.000000,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,3.434338,0.000000,0.000000,387.042461,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,16.721721,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.845350,141.797521,19.860198,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,35.282808,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

10,02:15-02:30,2.301331,4.068498,17.436898,8.798246,0.000000,14.352602,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,33.797790,3.938161,581.559653,41.077314,80.560066,0.000000,0.000000,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,3.434338,0.000000,0.000000,363.339462,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,16.721721,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.845350,141.797521,19.860198,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,35.282808,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

11,02:30-02:45,2.301331,4.068498,17.436898,8.798246,0.000000,14.352602,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,33.797790,3.938161,581.559653,41.077314,80.560066,0.000000,0.000000,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,3.434338,0.000000,0.000000,363.336517,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,12.123007,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.845350,141.797521,19.860198,1.87,1.874035,7.60,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,30.390654,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

12,02:45-03:00,1.657536,4.068498,17.436898,8.798246,0.000000,14.352602,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,33.797790,3.938161,574.500901,41.077314,80.560066,0.000000,0.000000,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,1.717168,0.000000,0.000000,363.339462,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,12.123007,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.845350,141.797521,19.860198,1.87,1.874035,7.60,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,30.390654,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

13,03:00-03:15,1.657536,4.068498,17.436898,8.798246,0.000000,19.344180,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,40.077439,3.938161,574.500901,41.077314,76.420173,0.000000,0.000000,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,0.000000,0.000000,0.000000,363.961232,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,16.488700,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.516852,141.797521,19.860198,1.87,1.874035,7.60,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,30.390654,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

14,03:15-03:30,1.657536,4.068498,17.436898,8.798246,0.000000,19.344180,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,40.077439,3.938161,574.500901,41.077314,76.420173,0.000000,0.000000,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,0.000000,0.000000,0.000000,363.963617,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,16.488700,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.516852,141.797521,19.860198,1.87,1.874035,7.60,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,30.390654,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

15,03:30-03:45,1.657536,4.068498,17.436898,8.798246,0.000000,19.344180,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,31.059874,2.691608,574.500901,41.077314,76.420173,0.000000,0.000000,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,0.000000,0.000000,0.000000,364.087049,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,16.488700,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.759246,141.797521,15.045698,1.87,1.874035,7.49,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,30.390654,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

16,03:45-04:00,1.657536,4.068498,17.436898,8.798246,0.000000,19.344180,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,30.477133,2.153203,574.500901,41.077314,76.420173,0.000000,0.000000,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,0.000000,0.000000,0.000000,364.089271,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,16.488700,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.817975,141.797521,15.045698,1.87,1.874035,7.49,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,30.390654,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

17,04:00-04:15,1.657536,4.068498,17.436898,8.798246,0.000000,19.344180,0.000000,117.887847,0.000000,51.025997,0.000000,62.541305,0.638700,30.477133,2.153103,574.500901,41.077314,76.420173,0.000000,20.715561,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,0.000000,0.000000,0.000000,364.996579,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,16.488700,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.870783,141.797521,15.045698,1.87,1.874035,7.49,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,30.390654,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

18,04:15-04:30,1.657536,4.068498,17.436898,8.798246,0.000000,19.344180,0.000000,117.887847,0.000000,51.025997,0.000000,62.541305,0.638700,30.477133,2.153103,574.500901,41.077314,76.420173,0.000000,20.715561,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,0.000000,0.000000,0.000000,365.511756,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,16.488700,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.872726,141.797521,15.045698,1.87,1.874035,7.49,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,30.390654,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

19,04:30-04:45,1.657536,4.068498,17.436898,8.798246,0.000000,19.344180,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.638700,30.477133,2.153103,572.393787,41.077314,76.420173,0.000000,20.715561,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,0.000000,0.000000,0.000000,363.872615,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,16.488700,2.92,0.000000,1.693819,1.788485,3.44,2.259769,0.19,191.737462,1.311170,4.872726,98.668459,15.045698,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,30.390654,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

20,04:45-05:00,1.657536,4.068498,17.436898,8.798246,0.000000,19.344180,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.638700,30.477133,2.153103,572.393787,41.077314,76.420173,0.000000,20.715561,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,0.000000,0.000000,0.000000,363.875084,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,16.488700,2.92,0.000000,1.693819,1.788485,3.44,2.259769,0.19,191.737462,1.311170,4.872726,98.668459,15.045698,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,30.390654,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

21,05:00-05:15,1.657536,4.068498,17.436898,8.798246,0.000000,19.344180,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.638700,30.477133,2.152856,546.511035,41.077314,76.420173,0.000000,20.715561,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,0.000000,0.000000,0.000000,354.966959,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,16.488700,2.92,0.000000,1.693819,1.788485,3.44,2.259769,0.19,191.737462,1.311170,4.872726,98.668459,15.045698,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,35.282808,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

22,05:15-05:30,1.657536,4.068498,17.436898,8.798246,0.000000,19.344180,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.638700,30.477133,2.152856,556.140035,41.077314,76.420173,0.000000,20.715561,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,1.717168,0.000000,0.000000,354.986009,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,16.488700,2.92,0.000000,1.693819,1.788485,3.44,2.259769,0.19,191.737462,1.311170,4.872726,98.668459,15.045698,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,35.282808,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

23,05:30-05:45,1.657536,4.068498,17.436898,8.798246,0.000000,19.344180,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,1.277401,30.477133,2.152809,556.140035,41.077314,76.420173,0.000000,41.431122,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,3.434338,0.000000,0.000000,355.099310,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,16.488700,2.92,0.000000,1.693819,1.788485,3.44,2.259769,0.19,191.737462,1.311170,4.872726,98.668459,15.045698,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,30.390654,0.87,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

24,05:45-06:00,1.657536,4.068498,17.436898,8.798246,0.000000,19.344180,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,2.075777,30.477133,2.152809,546.511035,41.077314,76.420173,10.068264,67.325573,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,3.434338,0.000000,0.000000,355.118039,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,16.488700,2.92,0.000000,1.693819,1.788485,3.44,2.259769,0.19,191.737462,1.311170,4.872726,98.668459,15.045698,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.91,0.000000,30.390654,0.89,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

25,06:00-06:15,1.657536,4.068498,17.436898,8.798246,0.000000,19.344180,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,2.703072,30.477133,2.111466,546.511035,41.077314,76.420173,20.136529,88.041134,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,2.775223,0.000000,0.000000,355.106068,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,16.488700,2.92,0.000000,1.693819,1.788485,3.44,2.259769,0.19,191.737462,1.311170,4.872726,98.668459,15.045698,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.91,0.000000,30.390654,0.90,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

26,06:15-06:30,1.657536,4.068498,17.436898,8.798246,0.000000,19.344180,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,3.147881,30.477133,2.111466,546.511035,41.077314,76.420173,30.204793,102.334871,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,3.434338,0.000000,0.000000,355.124786,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,16.488700,2.92,0.000000,1.693819,1.788485,3.44,2.259769,0.19,191.737462,1.311170,4.872726,98.668459,15.045698,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.91,0.000000,30.390654,0.90,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

