Block,Time,UNCHAHAR4,KISHANGANGA,SEWA2,KOTESHWR,ANTA_LF,UNCHAHAR3,DADRI_CRF,RIHAND2,DADRI_RF,URI,AURY_LF,RAPPC,RAMPUR,UNCHAHAR2,TANDA2,JHAJJAR,CHAMERA1,SALAL,DHAULIGNGA,NJPC,AURY_GF,TANAKPUR,AURY_RF,NAPP,SINGRAULI_HYDRO,BSIUL,DADRI_GF,KOLDAM,ANTA_CRF,DADRI_LF,DADRT2,TEHRI,DULHASTI,RIHAND1,RAPPB,ANTA_RF,SINGRAULI,CHAMERA2,CHAMERA3,PARBATI3,RIHAND3,KHSTPP-I,KKNP,MOUDA_II,ANTA_GF,AURY_CRF,UNCHAHAR1,TALST2,GANDHAR-ComGas,SOLAPUR,SIPAT II,VALLURNTECL,VSTPS I,NNTPP,SASAN,TAPS-II,SIPAT I,KHSTPP-II,FSTPP I & II,RSTPSU7,VSTPS III,RSTPSU1TO6,KSTPS7,KSTPS I&II,KHARGONE-I,KGSU3AND4,KAWAS-RLNG,NLCEXP,KAWAS-zLIQ,KAWAS-ComGas,VSTPS IV,TALA,KUDGI,VSTPS V,MAPS,KAWAS-NAPM,NLCIIST1,GANDHAR-RLNG,URI2,NLCIIST2,NTPL,GADARWARA-I,SIMHST2,BRBCL,NLCTS2EXP,KGSU1AND2,KAWAS-APM,VSTPS II,GANDHAR-NAPM,KAPS,MOUDA,GANDHAR-APM,LARA-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,1.193350,4.068498,17.436898,8.798246,0.000000,13.266514,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,16.257411,2.153103,345.593972,41.077314,72.727837,10.068264,0.000000,0.000000,1.356822,0.000000,44.767769,0.994311,0.000000,0.000000,0.000000,0.000000,0.000000,364.511206,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,14.779958,10.741344,0.000000,123.684601,14.801025,0.00,3.358207,0.000000,0.000000,11.737362,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,265.399312,1.311170,5.081459,98.917947,7.958754,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.91,0.000000,31.131890,0.90,3.64,4.106229,1.78,14.443459,0.79,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

56,13:45-14:00,1.193350,4.068498,17.436898,8.798246,0.000000,13.266514,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,27.898678,2.153103,345.593972,41.077314,72.727837,10.068264,0.000000,0.000000,1.356822,0.000000,44.767769,0.994311,0.000000,0.000000,0.000000,0.000000,0.000000,364.499202,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,14.779958,10.741344,0.000000,123.684601,27.084451,0.00,3.358207,0.000000,0.000000,11.737362,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,265.399312,1.311170,5.081459,98.917947,14.082798,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.91,0.000000,31.131890,0.90,3.64,4.106229,1.78,14.443459,0.79,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

57,14:00-14:15,1.193350,4.068498,17.436898,8.798246,0.000000,13.213054,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,16.257411,2.153103,345.593972,41.077314,72.727837,10.068264,0.000000,0.000000,1.356822,0.000000,44.767769,0.994311,0.000000,0.000000,0.000000,0.000000,0.000000,364.185863,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,14.779958,10.741344,0.000000,123.684601,14.801025,0.00,3.358207,0.000000,0.000000,11.105564,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,268.242877,1.311170,5.081459,98.917947,14.082798,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.91,0.000000,31.131890,0.90,3.64,4.106229,1.78,14.443459,0.77,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

58,14:15-14:30,1.193350,4.068498,17.436898,8.798246,0.000000,13.213054,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,11.298476,2.153103,352.248183,41.077314,72.727837,10.068264,0.000000,0.000000,1.356822,0.000000,44.767769,0.994311,0.000000,0.000000,0.000000,0.000000,0.000000,364.173153,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,14.779958,10.741344,0.000000,123.684601,14.801025,0.00,3.358207,0.000000,0.000000,11.105564,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,268.649100,1.311170,5.081459,98.917947,14.082798,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.91,0.000000,31.131890,0.90,3.64,4.106229,1.78,14.443459,0.77,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

59,14:30-14:45,1.193350,4.068498,17.436898,8.798246,0.000000,13.213054,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,23.823205,2.142805,457.293343,41.077314,72.727837,10.068264,0.000000,0.000000,1.233475,0.000000,44.767769,0.994311,0.000000,0.000000,0.000000,0.000000,0.000000,364.185863,0.000000,18.209005,92.331090,0.000000,0.000000,128.970826,14.779958,10.741344,0.000000,123.684601,27.084451,0.00,3.358207,0.000000,0.000000,11.105564,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,268.649100,1.311170,5.081459,98.917947,14.082798,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.91,0.000000,31.131890,0.90,3.64,4.106229,1.78,14.443459,0.77,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

60,14:45-15:00,1.193350,4.068498,17.436898,8.798246,0.000000,13.989446,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,23.823205,2.142805,496.772243,41.077314,72.727837,10.068264,0.000000,0.000000,1.233475,0.000000,44.767769,0.994311,0.000000,0.000000,0.000000,0.000000,0.000000,364.188864,0.000000,18.209005,92.331090,0.000000,0.000000,128.970826,14.779958,10.741344,0.000000,123.684601,27.084451,0.00,3.358207,0.000000,0.000000,11.508229,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,268.649100,1.311170,5.081459,98.917947,14.082798,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.87,3.64,4.106229,1.78,14.443459,0.77,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

61,15:00-15:15,1.193350,4.068498,17.436898,8.798246,0.000000,13.989446,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.798376,23.823205,2.142805,495.029394,41.077314,72.727837,10.068264,25.894451,0.000000,1.233475,0.000000,44.767769,0.994311,0.000000,0.000000,0.000000,0.000000,0.000000,362.946755,24.825589,18.209005,92.331090,0.000000,0.000000,128.970826,14.779958,10.741344,0.000000,123.684601,27.084451,0.00,3.358207,0.000000,0.000000,11.508229,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,284.825820,1.311170,5.081459,98.917947,14.082798,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.87,3.64,4.106229,1.78,14.443459,0.82,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

62,15:15-15:30,1.193350,4.068498,17.436898,8.798246,0.000000,13.989446,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.798376,29.148042,2.142805,503.695494,41.077314,72.727837,10.068264,25.894451,0.000000,1.233475,0.000000,44.767769,0.994311,0.000000,0.000000,0.000000,0.000000,0.000000,362.950195,37.238383,18.209005,92.331090,0.000000,0.000000,128.970826,14.779958,10.741344,0.000000,123.684601,27.084451,0.00,3.358207,0.000000,0.000000,11.508229,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,301.074758,1.311170,5.081459,98.917947,14.082798,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.87,3.64,4.106229,1.78,14.443459,0.84,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

63,15:30-15:45,1.193350,4.068498,17.436898,8.798246,0.000000,13.161967,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,28.762882,3.938161,507.229337,41.077314,72.727837,10.068264,0.000000,0.000000,1.233475,0.000000,44.767769,0.994311,0.000000,0.000000,0.000000,0.000000,0.000000,363.102878,49.651177,18.209005,92.331090,0.000000,0.000000,128.970826,14.779958,10.741344,0.000000,123.684601,27.084451,0.00,3.358207,0.000000,0.000000,11.114594,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,314.110457,1.311170,5.081459,98.917947,14.082798,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.87,3.64,4.106229,1.78,14.443459,0.84,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

64,15:45-16:00,1.193350,4.068498,17.436898,8.798246,0.000000,13.161967,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,28.762882,3.938161,505.303537,41.077314,72.727837,10.068264,0.000000,0.000000,1.233475,0.000000,44.767769,0.994311,0.000000,0.000000,0.000000,0.000000,0.000000,363.106187,49.651177,18.209005,92.331090,0.000000,0.000000,128.970826,14.779958,10.741344,0.000000,123.684601,27.084451,0.00,3.358207,0.000000,0.000000,11.114594,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,319.742981,1.311170,5.081459,104.469667,14.082798,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.87,3.64,4.106229,1.78,14.443459,0.84,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

65,16:00-16:15,1.119646,4.068498,17.436898,8.798246,0.000000,12.811020,0.000000,117.887847,0.000000,45.710789,0.000000,62.541305,0.000000,23.543964,3.938161,513.006737,41.077314,72.727837,10.068264,0.000000,0.000000,1.233475,0.000000,44.767769,0.994311,0.000000,0.000000,0.000000,0.000000,0.000000,353.607061,49.651177,18.209005,92.331090,0.000000,0.000000,128.970826,14.779958,0.000000,0.000000,123.684601,26.911129,0.00,3.358207,0.000000,0.000000,11.554035,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,327.470254,1.311170,5.081459,117.262270,13.976879,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.87,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

66,16:15-16:30,1.119646,4.068498,17.436898,8.798246,0.000000,12.811020,0.000000,117.887847,0.000000,45.710789,0.000000,62.541305,0.000000,23.543964,3.938161,509.155137,41.077314,72.727837,10.068264,0.000000,0.000000,1.233475,0.000000,44.767769,0.994311,0.000000,0.000000,0.000000,0.000000,0.000000,353.636678,49.651177,18.209005,92.331090,0.000000,0.000000,128.970826,14.779958,0.000000,0.000000,123.684601,26.911129,0.00,3.358207,0.000000,0.000000,11.613394,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,330.395062,1.311170,5.081459,138.894508,13.976879,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.87,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

67,16:30-16:45,1.119646,4.068498,17.436898,8.798246,0.000000,12.811020,0.000000,117.887847,0.000000,45.710789,0.000000,62.541305,0.000000,23.543964,3.938161,523.598637,41.077314,72.727837,10.068264,0.000000,0.000000,1.233475,0.000000,44.767769,1.014603,0.000000,0.000000,0.000000,0.000000,0.000000,353.601997,49.651177,18.209005,92.331090,0.000000,0.000000,128.970826,14.779958,0.000000,0.000000,123.684601,26.911129,0.00,3.358207,0.000000,0.000000,11.613394,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,330.395062,1.311170,5.081459,98.917947,13.976879,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.87,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

68,16:45-17:00,1.119646,4.068498,17.436898,8.798246,0.000000,12.811020,0.000000,117.887847,0.000000,45.710789,0.000000,62.541305,0.000000,23.543964,3.938161,528.413137,41.077314,72.727837,10.068264,0.000000,0.000000,1.233475,0.000000,44.767769,1.014603,0.000000,0.000000,0.000000,0.000000,0.000000,353.612189,49.651177,18.209005,92.331090,0.000000,0.000000,128.970826,14.779958,0.000000,0.000000,123.684601,26.911129,0.00,3.358207,0.000000,0.000000,11.613394,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,330.395062,1.311170,5.081459,98.917947,13.976879,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.87,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

69,17:00-17:15,1.116442,4.068498,17.436898,8.798246,0.000000,11.982131,0.000000,117.887847,0.000000,45.710789,0.000000,62.541305,0.000000,23.543964,3.938161,549.596937,41.077314,72.727837,10.068264,0.000000,0.000000,1.603517,0.000000,44.767769,1.014603,6.355140,0.000000,0.000000,0.000000,0.000000,352.776964,49.651177,18.209005,92.331090,0.000000,0.000000,128.970826,14.779958,0.000000,0.000000,123.684601,26.911129,0.00,3.358207,0.000000,0.000000,10.207250,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,330.395062,1.311170,5.081459,98.917947,13.976879,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.87,3.64,4.106229,1.78,14.443459,0.79,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

70,17:15-17:30,1.116442,4.068498,17.436898,8.798246,0.000000,11.982131,0.000000,117.887847,0.000000,45.710789,0.000000,62.541305,0.000000,23.543964,3.938161,542.856637,41.077314,72.727837,10.068264,0.000000,0.000000,1.603517,0.000000,44.767769,1.014603,6.355140,0.000000,0.000000,0.000000,0.000000,352.787730,49.651177,18.209005,92.331090,0.000000,0.000000,128.970826,14.779958,0.000000,0.000000,123.684601,26.911129,0.00,3.358207,0.000000,0.000000,10.207250,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,330.395062,1.311170,5.081459,132.619447,13.976879,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.87,3.64,4.106229,1.78,14.443459,0.79,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

71,17:30-17:45,1.116442,4.068498,17.436898,8.798246,0.000000,11.982131,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,0.638700,23.543964,3.938161,536.116337,41.077314,72.727837,10.068264,20.715561,0.000000,1.110127,0.000000,44.767769,1.034894,6.355140,0.000000,0.225486,0.000000,0.000000,352.776964,35.047889,18.209005,92.331090,0.000000,0.000000,128.970826,14.779958,10.741344,0.000000,123.684601,26.911129,0.00,3.358207,0.000000,0.000000,10.628319,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,330.395062,1.311170,5.081459,142.042795,13.976879,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.87,3.64,4.106229,1.78,14.443459,0.79,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

72,17:45-18:00,1.116442,4.068498,17.436898,8.798246,0.000000,14.162372,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,1.277401,29.098544,3.938161,527.864284,41.077314,72.727837,10.068264,41.431122,0.000000,1.110127,0.000000,44.767769,1.034894,12.710280,0.000000,1.717168,0.000000,0.000000,352.787730,35.047889,18.209005,92.331090,0.000000,0.000000,128.970826,14.779958,10.741344,0.000000,123.684601,26.911129,0.00,3.358207,0.000000,0.000000,11.022990,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,330.395062,1.311170,5.081459,142.042795,13.976879,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.87,3.64,4.106229,1.78,14.443459,0.79,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

73,18:00-18:15,2.301331,4.068498,17.436898,8.798246,0.000000,20.230625,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,1.916102,42.681567,3.938161,566.751578,41.077314,72.727837,10.068264,62.146683,0.000000,1.110127,0.000000,44.767769,1.034894,12.710280,0.000000,2.775223,0.000000,0.000000,362.497885,35.047889,36.418010,92.331090,0.000000,0.000000,136.035431,14.779958,10.741344,0.000000,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,13.830229,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.319871,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.87,3.64,4.106229,1.78,14.443459,0.79,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

74,18:15-18:30,2.301331,4.068498,17.436898,8.798246,0.000000,20.230625,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,2.383723,42.681567,3.938161,634.154578,41.077314,72.727837,20.136529,77.683354,0.000000,1.110127,0.000000,44.767769,1.034894,12.710280,0.000000,5.151506,0.000000,0.000000,404.700226,35.047889,36.418010,92.331090,0.000000,0.000000,136.035431,29.801223,21.503887,0.000000,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,13.830229,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.87,3.64,4.106229,1.78,14.443459,0.79,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

75,18:30-18:45,2.301331,4.068498,17.436898,17.596491,0.000000,23.155774,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,3.022423,42.681567,3.938161,642.328094,41.077314,72.727837,30.204793,98.398915,0.000000,1.110127,0.000000,44.767769,1.034894,19.065420,0.000000,5.151506,0.000000,0.000000,418.112268,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,29.801223,21.503887,0.000000,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,16.625634,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.93,0.000000,31.131890,0.91,3.64,4.106229,1.78,14.443459,0.80,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

76,18:45-19:00,2.301331,4.068498,17.436898,27.896876,0.000000,26.099308,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,3.820798,42.681567,3.938161,642.328094,41.077314,72.727837,40.273058,124.293366,0.000000,1.110127,0.000000,44.767769,1.034894,19.065420,0.000000,6.868676,0.000000,0.000000,423.138606,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,44.701835,32.256539,0.000000,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,16.963400,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.94,0.000000,31.131890,0.93,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

77,19:00-19:15,2.301331,4.068498,17.436898,27.896876,0.000000,26.099308,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,4.619174,42.681567,3.938161,642.328094,41.077314,72.727837,40.273058,150.187817,0.000000,1.110127,0.000000,44.767769,1.034894,19.065420,0.000000,6.868676,0.000000,0.000000,428.947107,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,44.701835,32.256539,3.532374,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,16.963400,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.94,0.000000,31.131890,0.93,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

78,19:15-19:30,2.301331,4.068498,17.436898,27.896876,0.000000,26.099308,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,4.653390,42.681567,3.938161,642.328094,41.077314,72.727837,40.273058,153.502307,0.000000,1.110127,0.000000,44.767769,1.034894,19.065420,0.000000,6.868676,0.000000,0.000000,428.947107,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,44.701835,32.256539,7.064747,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,16.963400,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.94,0.000000,31.131890,0.93,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

79,19:30-19:45,2.301331,4.068498,17.436898,27.896876,0.000000,26.099308,0.000000,117.887847,0.000000,51.025997,0.000000,62.541305,4.653390,42.681567,3.938161,642.328094,41.077314,72.727837,40.273058,153.502307,0.000000,1.110127,0.000000,44.767769,1.034894,19.065420,0.000000,6.868676,0.000000,0.000000,428.947107,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,44.701835,32.256539,36.736688,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,16.963400,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.94,0.000000,31.131890,0.93,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

80,19:45-20:00,2.301331,4.068498,17.436898,27.896876,0.000000,26.099308,0.000000,117.887847,0.000000,51.025997,0.000000,62.541305,4.653390,42.681567,3.938161,642.328094,41.077314,72.727837,40.273058,153.502307,0.000000,1.110127,0.000000,44.767769,1.034894,19.065420,0.000000,6.868676,0.000000,0.000000,428.947107,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,44.701835,32.256539,36.736688,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,16.963400,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.94,0.000000,31.131890,0.93,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

81,20:00-20:15,2.301331,4.068498,17.436898,27.896876,0.000000,26.099308,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,3.957662,42.681567,3.938161,642.328094,41.077314,72.727837,40.273058,128.643635,0.000000,0.000000,0.000000,44.767769,1.034894,19.065420,0.000000,6.868676,0.000000,0.000000,479.624534,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,44.701835,32.256539,36.736688,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,16.963400,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.94,0.000000,31.131890,0.93,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

82,20:15-20:30,2.301331,4.068498,17.436898,27.896876,0.000000,26.099308,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,3.501447,42.681567,3.938161,642.328094,41.077314,72.727837,40.273058,113.935585,0.000000,0.000000,0.000000,44.767769,1.034894,19.065420,0.000000,6.868676,0.000000,0.000000,496.610090,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,44.701835,32.256539,36.736688,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,16.963400,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.94,0.000000,31.131890,0.93,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

