Block,Time,DHAULIGNGA,JHAJJAR,KISHANGANGA,RAPPB,TEHRI,ANTA_CRF,AURY_CRF,AURY_GF,DADRI_GF,CHAMERA2,DADRT2,KKNPPU2,NAPP,SASAN,UNCHAHAR1,UNCHAHAR3,URI2,DULHASTI,KHSTPP-I,KHSTPP-II,NLCIIST1,SIMHST1,SINGRAULI,TALST2,ANTA_RF,AURY_RF,KUDGI,PARBATI3,RIHAND2,UNCHAHAR2,UNCHAHAR4,CHAMERA3,KKNP,RIHAND1,SEWA2,TANAKPUR,URI,VALLURNTECL,ANTA_GF,AURY_LF,DADRI_LF,DADRI_RF,BSIUL,KGSU1AND2,KOLDAM,MAPS,NJPC,RSTPSU7,TALA,TelanganaSTPP,BRBCL,KOTESHWR,NTPL,RAMPUR,RIHAND3,RSTPSU1TO6,SALAL,SIMHST2,SINGRAULI_HYDRO,ANTA_LF,CHAMERA1,FSTPP I & II,KGSU3AND4,NLCEXP,NLCIIST2,NLCTS2EXP,NNTPP,RAPPC,TANDA2,DADRI_CRF
65,16:00-16:15,0,654.31,0,0,30.87,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,28.77,70.59,0,0,118.76,21.19,0,0,0,92,0,6.27,1.11,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

66,16:15-16:30,0,654.31,0,0,31.13,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,28.77,70.59,0,0,118.76,21.19,0,0,0,92,0,6.27,1.11,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

67,16:30-16:45,0,654.31,0,0,46.69,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,28.77,70.59,0,0,118.76,11.75,0,0,0,92,0,1.15,1.11,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

68,16:45-17:00,0,654.31,0,0,62.24,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,28.77,70.59,0,0,118.76,0.71,0,0,0,92,0,1.15,1.11,0,0,0,22.47,67.95,0,0,0,0,23.39,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

69,17:00-17:15,8.06,459.81,0,0,62.24,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,16.48,45.22,98.87,0,0,139.68,0,28.77,70.59,0,0,118.76,0.75,0,0,0,92,0,1.15,2.21,0,0,0,22.47,67.95,0,0,0,0,46.78,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

70,17:15-17:30,16.16,459.81,0,0,62.24,0,0,0,0,3.33,683.14,0,43.57,396.56,20.56,26.39,4.44,32.96,45.22,98.87,0,0,139.68,0,29.09,70.59,0,0,118.76,0.75,0,0,0,92,0,1.15,2.21,0,0,0,22.47,67.95,1.1,0,0,0,70.74,0,0,0,20,17.75,0,0,124.32,0,1.4,0,0,0,12.01,18.2,0,0,0,0,0,54.06,0,0

71,17:30-17:45,16.41,459.81,0,0,62.24,0,0,0,0,13.17,683.14,0,43.57,396.56,20.56,26.39,4.44,49.43,45.22,98.87,0,0,139.68,0,29.09,70.59,0,0,118.76,0.75,0,9.68,0,92,0,1.15,7.95,0,0,0,22.47,67.95,6.52,0,0,0,93.56,0,0,0,20,26.62,0,0,124.32,0,1.4,0,0,0,24.49,18.2,0,0,0,0,0,54.06,0,0

72,17:45-18:00,36.55,459.81,0,0,62.24,0,0,0,0,26.34,683.14,0,43.57,396.56,20.56,26.39,4.44,49.43,45.22,98.87,0,0,139.68,0,29.09,70.59,0,0,118.76,0.75,0,29.06,0,92,5.27,1.15,7.95,0,0,0,22.47,67.95,13.04,0,0,0,140.34,0,0,0,20,39.83,0,0,124.32,0,1.4,0,0,0,42.15,18.2,0,0,0,0,0,54.06,0,0

73,18:00-18:15,36.55,459.81,0,0,62.24,0,0,0,0,26.34,683.14,0,43.57,396.56,20.56,26.39,4.44,49.43,45.22,98.87,0,0,139.68,0,29.09,70.59,0,0,118.76,0.75,0,29.06,0,92,5.27,1.15,4.41,0,0,0,22.47,67.95,13.04,0,0,0,140.34,0,0,0,20,39.83,0,0,124.32,0,1.4,0,0,0,42.15,18.2,0,0,0,0,0,54.06,0,0

74,18:15-18:30,36.55,459.81,0,0,62.24,0,0,0,0,26.34,683.14,0,43.57,396.56,20.56,26.39,4.44,49.43,45.22,98.87,0,0,139.68,0,29.09,70.59,0,0,118.76,0.75,0,29.06,0,92,5.27,1.15,4.41,0,0,0,22.47,67.95,13.04,0,0,0,140.34,0,0,0,20,39.83,0,0,124.32,0,1.4,0,0,0,42.15,18.2,0,0,0,0,0,54.06,0,0

75,18:30-18:45,36.55,459.81,0,0,62.24,0,0,0,0,26.34,683.14,0,43.57,396.56,20.56,26.39,4.44,49.43,45.22,98.87,0,0,139.68,0,29.71,70.59,0,0,118.76,0.75,0,29.06,0,92,5.27,1.15,4.41,0,0,0,22.47,67.95,13.04,0,0,0,140.34,0,0,0,20,39.83,0,0,124.32,0,1.4,0,0,0,42.15,18.2,0,0,0,0,0,54.06,0,0

76,18:45-19:00,36.55,459.81,0,0,62.24,0,0,0,0,26.34,683.14,0,43.57,396.56,20.56,26.39,4.44,49.43,45.22,98.87,0,0,139.68,0,29.71,70.59,0,0,118.76,0.75,0,29.06,0,92,5.27,1.15,4.41,0,0,0,22.47,67.95,13.04,0,0,0,140.34,0,0,0,20,39.83,0,0,124.32,0,1.4,0,0,0,42.15,18.2,0,0,0,0,0,54.06,0,0

77,19:00-19:15,24.57,654.31,0,0,62.24,0,0,0,0,26.34,683.14,0,43.57,396.56,20.56,26.39,4.44,49.43,45.22,98.87,0,0,139.68,0,29.71,70.59,0,3.82,118.76,0.75,0,29.06,0,92,5.27,1.15,26.49,0,0,0,22.47,67.95,13.04,0,0,0,116.95,0,0,0,20,39.83,0,0,124.32,0,1.4,0,0,0,42.15,18.2,0,0,0,0,0,54.06,0,0

78,19:15-19:30,16.12,654.31,0,0,62.24,0,0,0,0,13.06,683.14,0,43.57,396.56,20.56,26.39,4.44,32.96,45.22,98.87,0,0,139.68,0,29.71,70.59,0,16.55,118.76,0.75,0,1.27,0,92,0,1.15,26.49,0,0,0,22.47,67.95,6.52,0,0,0,93.56,0,0,0,20,19.72,0,0,124.32,0,9.29,0,0,0,24.49,18.2,0,0,0,0,0,54.06,0,0

79,19:30-19:45,8.06,654.31,0,0,62.24,0,0,0,0,13.06,683.14,0,43.57,396.56,20.56,26.39,4.44,16.48,45.22,98.87,0,0,139.68,0,29.71,70.59,0,16.55,118.76,0.75,0,0,0,92,0,1.15,26.49,0,0,0,22.47,67.95,1.1,0,0,0,66.29,0,0,0,20,8.87,0,0,124.32,0,41.83,0,0,0,12.01,18.2,0,0,0,0,0,54.06,0,0

80,19:45-20:00,0,654.31,0,0,62.24,0,0,0,0,13.06,683.14,0,43.57,396.56,20.56,26.39,4.44,16.48,45.22,98.87,0,0,139.68,0,29.71,70.59,0,16.55,118.76,0.75,0,0,0,92,0,1.15,3.31,0,0,0,22.47,67.95,0,0,0,0,66.29,0,0,0,20,8.87,0,0,124.32,0,41.83,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

81,20:00-20:15,0,654.31,0,0,62.24,0,0,0,0,12,683.14,0,43.57,407.81,20.56,26.39,4.44,16.48,45.22,98.87,0,0,139.68,0,29.71,70.59,0,16.55,118.76,11.75,0,0,0,92,0,1.15,3.31,0,0,0,22.47,67.95,0,0,0,0,42.62,0,0,0,20,8.87,0,0,124.32,0,41.83,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

82,20:15-20:30,0,654.31,0,0,62.24,0,0,0,0,12,683.14,0,43.57,407.81,20.56,26.39,4.44,16.48,45.22,98.87,0,0,139.68,0,29.71,70.59,0,16.55,118.76,11.75,0,0,0,92,0,1.15,3.31,0,0,0,22.47,67.95,0,0,0,0,20.83,0,0,0,20,8.87,0,0,124.32,0,41.83,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

83,20:30-20:45,0,654.31,0,0,62.24,0,0,0,0,12,683.14,0,43.57,407.81,20.56,26.39,4.44,16.48,45.22,98.87,0,0,139.68,0,29.71,70.59,0,16.55,118.76,11.75,0,0,0,92,0,1.15,7.95,0,0,0,22.47,67.95,0,0,0,0,20.83,0,0,0,20,8.87,0,0,124.32,0,9.29,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

84,20:45-21:00,0,654.31,0,0,62.24,0,0,0,0,12,683.14,0,43.57,407.81,20.56,26.39,4.44,16.48,45.22,98.87,0,0,139.68,0,29.71,70.59,0,3.56,118.76,11.75,0,0,0,92,0,1.15,7.95,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

85,21:00-21:15,0,654.31,0,0,62.24,0,0,0,0,0,683.14,0,43.57,407.81,20.56,26.39,4.44,16.48,45.22,98.87,0,0,139.68,0,29.93,70.59,0,0,118.76,11.75,0,0,0,92,0,1.15,7.95,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

86,21:15-21:30,0,654.31,0,0,62.24,0,0,0,0,0,683.14,0,43.57,407.81,20.56,26.39,4.44,16.48,45.22,98.87,0,0,139.68,0,29.93,70.59,0,0,118.76,11.75,0,0,0,92,0,1.15,7.95,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

87,21:30-21:45,0,654.31,0,0,62.24,0,0,0,0,0,683.14,0,43.57,407.81,20.56,26.39,4.44,16.48,45.22,98.87,0,0,139.68,0,29.93,70.59,0,0,118.76,11.75,0,0,0,92,0,1.15,7.95,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

88,21:45-22:00,0,654.31,0,0,62.24,0,0,0,0,0,683.14,0,43.57,407.81,20.56,26.39,4.44,16.48,45.22,98.87,0,0,139.68,0,29.93,70.59,0,0,118.76,11.75,0,0,0,92,0,1.15,7.95,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

89,22:00-22:15,0,654.31,0,0,62.24,0,0,0,0,0,683.14,0,43.57,407.81,20.56,26.39,4.44,16.48,45.22,98.87,0,0,139.68,0,29.93,70.59,0,0,118.76,11.75,0,0,0,92,0,1.15,7.95,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

90,22:15-22:30,0,654.31,0,0,46.69,0,0,0,0,0,683.14,0,43.57,407.81,20.56,26.39,4.44,16.48,45.22,98.87,0,0,139.68,0,29.93,70.59,0,0,118.76,11.75,0,0,0,92,0,1.15,7.95,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

91,22:30-22:45,0,654.31,0,0,46.69,0,0,0,0,0,683.14,0,43.57,407.81,20.56,26.39,4.44,16.48,45.22,98.87,0,0,139.68,0,29.93,70.59,0,0,118.76,11.75,0,0,0,92,0,1.15,7.95,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

92,22:45-23:00,0,654.31,0,0,46.69,0,0,0,0,0,683.14,0,43.57,407.81,20.56,26.39,4.44,16.48,45.22,98.87,0,0,139.68,0,30.13,70.59,0,0,118.76,11.75,0,0,0,92,0,1.15,7.95,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

93,23:00-23:15,0,654.31,0,0,31.13,0,0,0,0,0,683.14,0,43.57,407.81,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,30.13,70.59,0,0,118.76,11.75,0,0,0,92,0,1.15,7.95,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

94,23:15-23:30,0,654.31,0,0,15.44,0,0,0,0,0,683.14,0,43.57,407.81,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,30.13,70.59,0,0,118.76,11.75,0,0,0,92,0,1.15,7.95,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

95,23:30-23:45,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,407.81,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,30.13,70.59,0,0,118.76,11.75,0,0,0,92,0,0.51,9.93,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

96,23:45-24:00,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,407.81,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,30.13,70.59,0,0,118.76,11.75,0,0,0,92,0,0.51,9.93,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

