Block,Time Block,BRBCL,CHAMERA1,BSIUL,CHAMERA2,CHAMERA3,NTPL,PARBATI3,PARBATI2,UNCHAHAR3,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_LF,ANTA_GF,ANTA_CRF,DHAULIGNGA,DADRT2,DULHASTI,FSTPP I & II,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,KKNP,KKNPPU2,KISHANGANGA,KOLDAM,KOTESHWR,KUDGI,MAPS,NLCEXP,NJPC,NAPP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,RAPPC,RAPPB,RAPPD,RAMPUR,RSTPSU7,RIHAND3,RIHAND2,RIHAND1,RSTPSU1TO6,SIMHST2,SALAL,SEWA2,SASAN,SIMHST1,AURY_GF,DADRI_CRF,AURY_CRF,AURY_RF,ANTA_RF,AURY_LF,DADRI_RF,DADRI_LF,DADRI_GF,SINGRAULI_HYDRO,SINGRAULI,TALA,TALST2,TANDA2,TANAKPUR,TelanganaSTPP,TEHRI,URI2,URI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
13,03:00-03:15,18.45,24.4,12.59,47.11,22.52,0,22.22,21.76,15.67,28.2,12.16,0.97,0,0,0,0,10.57,6.97,56.65,13.18,113.87,0,0,113.58,26.43,0,0,8.33,4.62,20.12,0,0,0,80.1,0,0,0,0,0,66.17,0,25.64,3.19,0,84.99,63.62,22.79,0,0,79.63,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,123.62,18.17,0,2.93,2.36,0,28.12,36.77,50.08,0,0,0,0,0

14,03:15-03:30,19.3,24.4,12.59,47.11,22.52,0,22.22,21.76,15.67,28.2,12.16,0.97,0,0,0,0,10.57,6.97,56.65,13.18,113.87,0,0,113.58,26.43,0,0,8.33,4.62,20.12,0,0,0,80.1,0,0,0,0,0,66.17,0,25.64,3.19,0,84.99,63.62,22.79,0,0,79.63,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,123.62,18.17,0,2.93,2.36,0,28.12,36.77,50.08,0,0,0,0,0

15,03:30-03:45,17.95,24.4,12.59,47.11,22.52,0,22.22,21.76,15.67,28.2,12.16,0.97,0,0,0,0,10.57,6.97,56.65,13.18,113.87,0,0,113.58,26.43,0,0,8.33,4.62,20.12,0,0,0,80.1,0,0,0,0,0,66.17,0,25.64,3.19,0,84.99,63.62,22.79,0,0,79.07,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,123.62,18.17,0,2.93,2.36,0,28.12,36.77,50.08,0,0,0,0,0

16,03:45-04:00,19.05,24.4,12.59,47.11,22.52,0,22.22,21.76,15.67,28.2,12.16,0.97,0,0,0,0,10.57,6.97,56.65,13.18,113.87,0,0,113.58,26.43,0,0,8.33,4.62,20.12,0,0,0,80.1,0,0,0,0,0,66.17,0,25.64,3.19,0,84.99,63.62,22.79,0,0,79.07,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,123.62,18.17,0,2.93,2.36,0,28.12,36.77,50.08,0,0,0,0,0

17,04:00-04:15,15.7,24.4,12.59,31.4,22.52,0,20.73,21.76,15.67,28.2,12.16,0.97,0,0,0,0,10.57,6.97,56.65,10.22,113.87,0,0,113.58,27.61,0,0,8.33,4.62,20.12,0,0,0,80.1,0,0,0,0,0,66.17,0,25.64,3.19,0,84.99,63.62,22.79,0,0,76.62,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,123.62,18.17,0,2.93,2.36,0,28.12,36.77,51.15,0,0,0,0,0

18,04:15-04:30,17.65,24.4,12.59,31.4,22.52,0,20.73,21.76,15.67,28.2,12.16,0.97,0,0,0,0,10.57,6.97,56.65,10.22,113.87,0,0,113.58,27.61,0,0,8.33,4.62,20.12,0,0,0,80.1,0,0,0,0,0,66.17,0,25.64,3.19,0,84.99,63.62,22.79,0,0,76.62,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,123.62,18.17,0,2.93,2.36,0,28.12,36.77,51.15,0,0,0,0,0

19,04:30-04:45,17.87,24.4,12.59,31.4,22.52,0,20.73,21.76,15.67,28.2,12.16,0.97,0,0,0,0,10.57,6.97,56.65,10.22,113.87,0,0,113.58,27.74,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,84.99,63.62,22.79,0,0,76.62,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,123.62,11.07,0,2.93,2.36,0,28.12,36.77,51.15,0,0,0,0,0

20,04:45-05:00,19.3,24.4,12.59,31.4,22.52,0,20.73,21.76,15.67,28.2,12.16,0.97,0,0,0,0,10.57,6.97,56.65,10.22,113.87,0,0,113.58,27.74,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,84.99,63.62,22.79,0,0,76.62,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,123.62,11.07,0,2.93,2.36,0,28.12,36.77,51.15,0,0,0,0,0

21,05:00-05:15,19.3,12.2,12.59,31.4,22.52,0,20.73,21.76,13.17,24.75,10.37,0.97,0,0,0,0,21.12,6.97,56.65,10.22,113.87,0,0,113.58,28.4,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,84.99,63.62,22.79,0,0,76.62,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,123.62,13.11,0,2.93,2.36,0,28.12,36.77,51.15,0,0,0,0,0

22,05:15-05:30,19.3,12.2,12.59,31.4,22.52,0,20.73,21.76,13.17,23.76,10.37,0.97,0,0,0,0,21.12,6.97,56.65,10.22,113.87,0,0,113.58,25.34,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,84.99,63.62,22.79,0,0,76.62,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,123.62,11.07,0,2.93,2.36,0,28.12,36.77,51.15,0,0,0,0,0

23,05:30-05:45,19.3,12.2,12.59,31.4,22.52,0,22.22,21.76,13.17,23.76,10.37,0.97,0,0,0,0,21.12,6.97,56.65,10.22,113.87,0,0,113.58,25.64,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,84.99,63.62,22.79,0,0,76.62,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,123.62,11.07,0,2.93,2.36,0,28.12,36.77,51.15,0,0,0,0,0

24,05:45-06:00,19.3,12.2,12.59,31.4,22.52,0,22.22,21.76,13.17,23.76,10.37,0.97,0,0,0,0,21.12,6.97,56.65,10.22,113.87,0,0,113.58,25.64,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,84.99,63.62,22.79,0,0,76.62,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,123.62,11.07,0,2.93,2.36,0,28.12,36.77,51.15,0,0,0,0,0

25,06:00-06:15,19.3,12.2,12.59,31.4,22.52,0,22.22,21.76,13.17,23.76,10.37,0.97,0,0,0,0,21.12,83.22,56.65,10.02,113.87,0,0,113.58,27.64,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,118.37,117.42,29.64,0,0,76.62,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,123.62,11.07,0,2.93,4.32,0,28.12,36.77,51.15,0,0,0,0,0

26,06:15-06:30,19.3,0,12.59,31.4,22.52,0,22.22,21.76,13.17,23.76,10.37,0.97,0,0,0,0,21.12,13.73,56.65,10.02,113.87,0,0,113.58,26.75,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,118.37,117.42,29.64,0,0,76.62,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,123.62,11.07,0,2.93,4.32,0,28.12,36.77,51.15,0,0,0,0,0

27,06:30-06:45,19.3,0,12.59,31.4,22.52,0,17.77,16.68,13.17,23.76,10.37,0.97,0,0,0,0,21.12,7.36,56.65,10.02,113.87,0,0,113.58,26.75,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,118.37,91.83,29.64,0,0,76.62,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,123.62,9.93,0,2.93,4.32,0,28.12,36.77,51.15,0,0,0,0,0

28,06:45-07:00,19.3,0,12.59,31.4,22.52,0,17.77,16.68,13.17,23.76,10.37,0.97,0,0,0,0,21.12,7.36,56.65,10.02,113.87,0,0,95.55,26.75,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,118.37,91.83,29.64,0,0,76.62,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,123.62,9.93,0,2.93,4.32,0,28.12,36.77,51.15,0,0,0,0,0

29,07:00-07:15,19.08,0,6.29,31.4,22.52,0,17.77,16.68,13.17,23.76,10.37,0.97,0,0,0,0,21.12,7.36,56.65,10.02,113.87,0,0,95.55,25.43,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,86.17,91.83,29.64,0,0,76.62,0,368.8,0,0,0,0,0,0,0,0,0,0,1.14,123.62,9.93,0,2.93,4.32,0,28.12,36.77,50.08,0,0,0,0,0

30,07:15-07:30,19.3,0,6.29,31.4,22.52,0,17.77,16.68,13.17,23.76,10.37,0.97,0,0,0,0,21.12,7.36,56.65,10.02,113.87,0,0,95.55,25.43,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,86.17,91.83,29.64,0,0,76.62,0,368.8,0,0,0,0,0,0,0,0,0,0,1.14,123.62,9.93,0,2.93,4.32,0,28.12,36.77,50.08,0,0,0,0,0

31,07:30-07:45,19.3,0,6.29,31.4,22.52,0,17.77,16.68,13.17,23.76,10.37,0.97,0,0,0,0,21.12,7.36,56.65,10.02,113.87,0,0,88.8,28.1,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,86.17,91.83,29.64,0,0,76.62,0,368.8,0,0,0,0,0,0,0,0,0,0,1.14,123.62,9.93,0,3.87,4.32,0,28.12,36.77,50.08,0,0,0,0,0

32,07:45-08:00,19.3,0,6.29,31.4,22.52,0,17.77,16.68,13.17,23.76,10.37,0.97,0,0,0,0,21.12,7.36,56.65,10.02,113.87,0,0,78.73,28.1,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,86.17,78.16,29.64,0,0,76.62,0,368.8,0,0,0,0,0,0,0,0,0,0,1.14,83.01,9.93,0,3.87,4.32,0,28.12,36.77,50.08,0,0,0,0,0

33,08:00-08:15,19.3,0,6.29,31.4,22.52,0,17.77,16.68,13.17,23.76,10.37,0.97,0,0,0,0,21.12,7.36,56.65,10.02,113.87,0,0,83.68,28.1,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,69.43,78.16,29.64,0,0,76.62,0,368.8,0,0,0,0,0,0,0,0,0,0,1.14,79.81,9.93,0,2.93,4.32,0,28.12,36.77,50.08,0,0,0,0,0

34,08:15-08:30,19.3,0,6.29,31.4,22.52,0,17.77,16.68,13.17,23.76,10.37,0.97,0,0,0,0,21.12,7.36,56.65,10.02,113.87,0,0,83.68,28.1,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,69.43,78.16,29.64,0,0,76.62,0,368.8,0,0,0,0,0,0,0,0,0,0,1.14,79.81,9.93,0,2.93,4.32,0,28.12,36.77,50.08,0,0,0,0,0

35,08:30-08:45,19.3,0,6.29,31.4,22.52,0,17.77,16.68,13.17,23.76,10.37,0.97,0,0,0,0,21.12,7.36,56.65,10.02,113.87,0,0,90.17,28.1,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,69.43,78.16,29.64,0,0,76.62,0,368.8,0,0,0,0,0,0,0,0,0,0,1.14,79.81,9.93,0,2.93,4.32,0,28.12,36.77,50.08,0,0,0,0,0

36,08:45-09:00,19.3,0,6.29,31.4,22.52,0,17.77,16.68,13.17,23.76,10.37,0.97,0,0,0,0,21.12,7.36,56.65,10.02,113.87,0,0,90.17,28.1,0,0,8.33,4.62,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,69.43,78.16,29.64,0,0,76.62,0,368.8,0,0,0,0,0,0,0,0,0,0,1.14,79.81,9.93,0,2.93,4.32,0,28.12,36.77,50.08,0,0,0,0,0

37,09:00-09:15,19.3,0,6.29,31.4,22.52,0,17.77,16.68,13.17,23.76,10.37,0.97,0,0,0,0,21.12,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,69.43,78.16,29.64,0,0,76.62,0,368.8,0,0,0,0,0,0,0,0,0,0,1.14,79.81,9.93,0,2.93,4.32,0,28.12,36.77,50.08,0,0,0,0,0

38,09:15-09:30,18.03,0,6.29,31.4,22.52,0,17.77,16.68,13.17,23.76,10.37,0.97,0,0,0,0,21.12,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,69.43,72.37,29.64,0,0,76.62,0,368.8,0,0,0,0,0,0,0,0,0,0,1.14,79.81,9.93,0,2.93,4.32,0,28.12,36.77,50.08,0,0,0,0,0

39,09:30-09:45,18.29,0,6.29,31.4,11.26,0,16.29,13.05,13.17,23.76,10.37,0.97,0,0,0,0,21.12,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,69.43,78.16,29.64,0,0,76.62,0,368.8,0,0,0,0,0,0,0,0,0,0,1.14,79.81,9.93,0,2.93,4.32,0,28.12,36.77,50.62,0,0,0,0,0

40,09:45-10:00,19.3,0,6.29,31.4,11.26,0,16.29,13.05,13.17,23.76,10.37,0.97,0,0,0,0,21.12,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,69.43,78.16,29.64,0,0,76.62,0,368.8,0,0,0,0,0,0,0,0,0,0,1.14,79.81,9.93,0,2.93,4.32,0,28.12,36.77,50.62,0,0,0,0,0

41,10:00-10:15,19.3,0,6.29,31.4,11.26,0,16.29,13.05,13.17,23.76,10.37,0.97,0,0,0,0,10.57,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,69.43,78.16,29.64,0,0,79.63,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,91.69,9.93,0,2.93,4.32,0,28.12,36.77,50.62,0,0,0,0,0

42,10:15-10:30,19.3,0,6.29,31.4,11.26,0,16.29,13.05,13.17,23.76,10.37,0.97,0,0,0,0,10.57,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,20.12,0,0,0,94.05,0,0,0,0,0,66.17,0,25.64,3.74,0,69.43,78.16,29.64,0,0,79.63,0,399.59,0,0,0,0,0,0,0,0,0,0,1.14,92.51,9.93,0,2.93,4.32,0,28.12,36.77,50.62,0,0,0,0,0

43,10:30-10:45,15.42,0,6.29,15.7,11.26,0,16.29,13.05,13.17,23.76,10.37,0.97,0,0,0,0,10.57,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,69.43,78.16,29.64,0,0,79.63,0,387.33,0,0,0,0,0,0,0,0,0,0,1.14,92.51,9.93,0,2.93,4.32,0,28.12,36.77,50.62,0,0,0,0,0

44,10:45-11:00,12.96,0,6.29,15.7,11.26,0,16.29,13.05,13.17,23.76,10.37,0.97,0,0,0,0,10.57,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,69.43,78.16,29.64,0,0,79.63,0,361.05,0,0,0,0,0,0,0,0,0,0,1.14,92.51,9.93,0,2.93,4.32,0,11.08,36.77,50.62,0,0,0,0,0

45,11:00-11:15,13.8,0,6.29,15.7,11.26,0,16.29,13.05,13.17,23.76,10.37,0.97,0,0,0,0,0,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,13.75,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,69.43,80.57,30.7,0,0,51.59,0,342.07,0,0,0,0,0,0,0,0,0,0,1.14,96.93,9.93,0,3.87,4.32,0,0,36.77,50.62,0,0,0,0,0

46,11:15-11:30,15.46,0,6.29,15.7,11.26,0,16.29,13.05,13.17,23.76,10.37,0.97,0,0,0,0,0,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,0,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,69.43,80.57,30.7,0,0,51.59,0,354.19,0,0,0,0,0,0,0,0,0,0,1.14,96.93,9.93,0,3.87,4.32,0,0,24.82,12.79,0,0,0,0,0

47,11:30-11:45,17.76,0,6.29,15.7,11.26,0,4.14,7.26,13.17,23.76,10.37,0.97,0,0,0,0,0,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,0,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,103.42,80.57,30.7,0,0,51.59,0,375.85,0,0,0,0,0,0,0,0,0,0,1.14,96.93,9.93,0,3.87,4.32,0,0,24.82,12.79,0,0,0,0,0

48,11:45-12:00,18.17,0,6.29,15.7,11.26,0,4.14,7.26,13.17,23.76,10.37,0.97,0,0,0,0,0,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,0,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,103.42,80.57,30.7,0,0,51.59,0,389.36,0,0,0,0,0,0,0,0,0,0,1.14,96.93,9.93,0,3.87,4.32,0,0,24.82,12.79,0,0,0,0,0

49,12:00-12:15,19.3,0,6.29,15.7,11.26,0,4.14,7.26,13.17,23.76,10.37,0.97,0,0,0,0,0,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,0,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,103.42,106.15,78.82,0,0,77.39,0,399.1,0,0,0,0,0,0,0,0,0,0,1.14,96.93,9.93,0,3.87,4.32,0,0,36.77,12.79,0,0,0,0,0

50,12:15-12:30,19.3,0,6.29,15.7,11.26,0,4.14,7.26,13.17,23.76,10.37,0.97,0,0,0,0,0,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,0,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,103.42,106.15,78.82,0,0,77.39,0,399.1,0,0,0,0,0,0,0,0,0,0,1.14,96.93,9.93,0,3.87,4.32,0,0,36.77,50.62,0,0,0,0,0

51,12:30-12:45,19.3,0,6.29,15.7,11.26,0,4.14,7.26,13.17,23.76,10.37,0.97,0,0,0,0,0,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,0,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,126.24,119.82,78.82,0,0,77.39,0,399.1,0,0,0,0,0,0,0,0,0,0,1.14,95.96,9.93,0,3.87,4.32,0,0,36.77,50.62,0,0,0,0,0

52,12:45-13:00,18.43,0,6.29,15.7,11.26,0,4.14,7.26,13.17,23.76,10.37,0.97,0,0,0,0,0,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,126.24,119.82,78.82,0,0,77.39,0,399.1,0,0,0,0,0,0,0,0,0,0,1.14,95.96,9.93,0,3.87,4.32,0,0,36.77,50.62,0,0,0,0,0

53,13:00-13:15,19.3,0,6.29,15.7,11.26,0,4.14,13.05,13.17,23.76,10.37,0.97,0,0,0,0,0,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,126.24,119.82,78.82,0,0,77.39,0,399.1,0,0,0,0,0,0,0,0,0,0,1.14,95.96,9.36,0,3.87,4.32,0,0,36.77,50.62,0,0,0,0,0

