Block,Time,DADRT2,KGSU1AND2,NAPP,NJPC,NLCEXP,NLCTS2EXP,AURY_CRF,AURY_RF,KHSTPP-I,KKNP,KUDGI,MAPS,PARBATI3,SALAL,SEWA2,TANDA2,AURY_LF,DHAULIGNGA,DULHASTI,JHAJJAR,KHSTPP-II,NNTPP,RAPPC,SINGRAULI,UNCHAHAR4,ANTA_CRF,ANTA_RF,KOLDAM,RIHAND2,SIMHST1,SIMHST2,TALA,TALST2,TelanganaSTPP,ANTA_LF,DADRI_RF,CHAMERA3,KGSU3AND4,RAMPUR,RAPPB,UNCHAHAR1,UNCHAHAR2,ANTA_GF,RIHAND1,RSTPSU1TO6,URI2,DADRI_CRF,CHAMERA2,FSTPP I & II,KISHANGANGA,KOTESHWR,NLCIIST1,NLCIIST2,RSTPSU7,SINGRAULI_HYDRO,URI,BRBCL,BSIUL,CHAMERA1,KKNPPU2,NTPL,RIHAND3,SASAN,TANAKPUR,TEHRI,UNCHAHAR3,VALLURNTECL,AURY_GF,DADRI_GF,DADRI_LF
6,01:15-01:30,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.83,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,5.76,0,26.39,0,0,0,23.57

7,01:30-01:45,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.83,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,0,26.39,0,0,0,23.57

8,01:45-02:00,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.83,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,0,26.39,0,0,0,23.57

9,02:00-02:15,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.83,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,0,26.39,0,0,0,23.57

10,02:15-02:30,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.83,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,0,26.39,0,0,0,23.57

11,02:30-02:45,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.83,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,0,26.39,0,0,0,23.57

12,02:45-03:00,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.05,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,0,26.39,0,0,0,23.57

13,03:00-03:15,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.05,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,0,26.39,0,0,0,23.57

14,03:15-03:30,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.05,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,0,26.39,0,0,0,23.57

15,03:30-03:45,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.05,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,0,26.39,0,0,0,23.57

16,03:45-04:00,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.05,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,0,26.39,0,0,0,23.57

17,04:00-04:15,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.05,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,0,26.39,0,0,0,23.57

18,04:15-04:30,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.05,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,0,26.39,0,0,0,23.57

19,04:30-04:45,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.25,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,0,26.39,0,0,0,23.57

20,04:45-05:00,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.25,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,14.93,26.39,0,0,0,23.57

21,05:00-05:15,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.25,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,14.93,26.39,0,0,0,23.57

22,05:15-05:30,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.25,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,29.86,26.39,0,0,0,23.57

23,05:30-05:45,683.14,0,43.68,23.39,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.25,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,29.86,26.39,0,0,0,23.57

24,05:45-06:00,683.14,0,43.68,23.39,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.25,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,29.86,26.39,0,0,0,23.57

25,06:00-06:15,683.14,0,43.68,46.79,0,0,0,53.76,33.69,0,0,0,3.82,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.25,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,29.86,26.39,0,0,0,23.57

26,06:15-06:30,683.14,0,43.68,70.17,0,0,0,53.76,33.69,0,0,0,16.55,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.47,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,3.33,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0,29.86,26.39,0,0,0,23.57

27,06:30-06:45,682.79,0,43.68,93.56,0,0,0,53.76,33.69,0,0,0,16.55,1.4,0,0,0,7.92,32.95,654.3,98.87,0,53.3,125.96,0,0,45.47,0,118.75,0,0,0,0,0,0,69.05,9.67,0,0,0,10.27,42.39,0,92,0,4.31,0,13.17,20.8,0,17.75,0,0,0,0,1.11,20,2.2,12.01,0,0,124.32,348.98,0,46.68,26.39,0,0,0,23.57

28,06:45-07:00,682.79,0,43.68,116.96,0,0,0,53.76,33.69,0,0,0,16.55,1.4,7.9,0,0,27.41,32.95,654.3,98.87,0,53.3,125.96,0,0,45.47,0,118.75,0,0,0,0,0,0,69.05,19.38,0,0,0,10.27,42.39,0,92,0,4.31,0,26.34,20.8,0,29.58,0,0,0,0,1.11,20,13.04,12.25,0,0,124.32,348.98,0,62.24,26.39,0,0,0,23.57

29,07:00-07:15,682.79,0,43.68,116.96,0,0,0,53.76,33.69,0,0,0,16.55,1.4,7.9,0,0,27.41,32.95,654.3,98.87,0,53.3,125.96,0,0,45.47,0,118.75,0,0,0,0,0,0,69.05,19.38,0,0,0,10.27,42.39,0,92,0,4.31,0,26.34,20.8,0,29.58,0,0,0,0,1.11,20,13.04,28.1,0,0,124.32,348.98,0,62.24,26.39,0,0,0,23.57

30,07:15-07:30,682.79,0,43.68,116.96,0,0,0,53.76,33.69,0,0,0,16.55,9.29,7.9,0,0,27.41,32.95,654.3,98.87,0,53.3,125.96,0,0,45.47,0,118.75,0,0,0,0,0,0,69.05,19.38,0,0,0,10.27,42.39,0,92,0,4.31,0,26.34,20.8,0,29.58,0,0,0,0,1.11,20,13.04,28.1,0,0,124.32,348.98,0,62.24,26.39,0,0,0,23.57

31,07:30-07:45,682.79,0,43.68,116.96,0,0,0,53.76,33.69,0,0,0,16.55,41.83,8.19,0,0,27.41,32.95,549.78,98.87,0,53.3,125.96,0,0,45.47,0,118.75,0,0,0,0,0,0,69.05,19.38,0,0,0,10.27,42.39,0,92,0,10.76,0,26.34,20.8,0,29.58,0,0,0,0,26.49,20,13.04,28.1,0,0,124.32,348.98,0,62.24,26.39,0,0,0,23.57

32,07:45-08:00,682.79,0,43.68,116.96,0,0,0,53.76,33.69,0,0,0,3.56,41.83,8.19,0,0,27.41,32.95,549.78,98.87,0,53.3,125.96,0,0,45.47,0,118.75,0,0,0,0,0,0,69.05,19.38,0,0,0,10.27,42.39,0,92,0,10.76,0,26.34,20.8,0,29.58,0,0,0,0,26.49,20,13.04,28.1,0,0,124.32,348.98,0,62.24,26.39,0,0,0,23.57

33,08:00-08:15,682.79,0,43.68,93.56,0,0,0,53.76,33.69,0,0,0,0,41.83,8.19,0,0,27.41,32.95,468.22,98.87,0,53.3,125.96,0,0,45.47,0,118.75,0,0,0,0,0,0,69.05,19.38,0,0,0,10.27,42.39,0,92,0,10.76,0,26.34,20.8,0,29.58,0,0,0,0,26.49,20,13.04,28.1,0,0,124.32,348.98,5.76,62.24,26.39,0,0,0,23.57

34,08:15-08:30,682.79,0,43.68,93.56,0,0,0,53.76,33.69,0,0,0,0,41.83,8.19,0,0,15.98,32.95,468.22,98.87,0,53.3,125.96,0,0,45.47,0,118.75,0,0,0,0,0,0,69.05,19.38,0,0,0,10.27,42.39,0,92,0,4.31,0,26.34,20.8,0,29.58,0,0,0,0,6.63,20,13.04,28.1,0,0,124.32,348.98,5.76,62.24,26.39,0,0,0,23.57

35,08:30-08:45,682.79,0,43.68,70.17,0,0,0,53.76,33.69,0,0,0,0,41.83,0,0,0,7.92,16.48,468.22,98.87,0,53.3,125.96,0,0,45.25,0,118.75,0,0,0,0,0,0,69.05,9.67,0,0,0,10.27,42.39,0,92,0,4.31,0,13.17,20.8,0,19.72,0,0,0,0,4.41,20,2.2,12.01,0,0,124.32,348.98,5.76,62.24,26.39,0,0,0,23.57

36,08:45-09:00,682.79,0,43.68,70.17,0,0,0,53.76,33.69,0,0,0,0,41.83,0,0,0,0,16.48,468.22,98.87,0,53.3,125.96,0,0,45.05,0,118.75,0,0,0,0,0,0,69.05,9.67,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,6.63,20,0,0,0,0,124.32,348.98,5.76,46.68,26.39,0,0,0,23.57

37,09:00-09:15,682.79,0,43.68,46.79,0,0,0,53.76,33.69,0,0,0,0,9.29,0,0,0,0,16.48,468.22,98.87,0,53.3,125.96,0,0,44.83,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,10.76,0,0,20.8,0,8.88,0,0,0,0,26.49,20,0,0,0,0,124.32,348.98,5.76,46.68,26.39,0,0,0,23.57

38,09:15-09:30,682.79,0,43.68,46.79,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,468.22,98.87,0,53.3,125.96,0,0,44.83,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,10.76,0,0,20.8,0,8.88,0,0,0,0,26.49,20,0,0,0,0,124.32,348.98,5.76,31.12,26.39,0,0,0,23.57

39,09:30-09:45,682.79,0,43.68,46.79,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,468.22,98.87,0,53.3,125.96,0,0,44.63,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,10.76,0,0,20.8,0,8.88,0,0,0,0,26.49,20,0,0,0,0,124.32,348.98,0.51,31.12,26.39,0,0,0,23.57

40,09:45-10:00,682.79,0,43.68,46.79,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,468.22,98.87,0,53.3,125.96,0,0,44.41,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,10.76,0,0,20.8,0,8.88,0,0,0,0,26.49,20,0,0,0,0,124.32,348.98,0.51,31.12,26.39,0,0,0,23.57

41,10:00-10:15,683.14,0,43.68,23.39,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,468.22,98.87,0,53.3,125.96,0,0,44.31,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,6.63,20,0,0,0,0,124.32,348.98,0.51,31.12,26.39,0,0,0,23.57

42,10:15-10:30,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,44.31,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,3.31,20,0,0,0,0,124.32,348.98,0.51,31.12,26.39,0,0,0,23.57

43,10:30-10:45,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,44.1,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,3.31,20,0,0,0,0,124.32,348.98,0.51,31.12,26.39,0,0,0,23.57

44,10:45-11:00,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,43.89,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,3.31,20,0,0,0,0,124.32,348.98,0.51,31.12,26.39,0,0,0,23.57

45,11:00-11:15,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,43.68,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,3.31,20,0,0,0,0,124.32,348.98,0.51,31.12,26.39,0,0,0,23.57

46,11:15-11:30,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,43.68,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,3.31,20,0,0,0,0,124.32,348.98,0.51,31.12,26.39,0,0,0,23.57

47,11:30-11:45,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,43.47,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0.51,31.12,26.39,0,0,0,23.57

48,11:45-12:00,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,43.47,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0.51,31.12,26.39,0,0,0,23.57

49,12:00-12:15,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,43.36,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0.51,31.12,26.39,0,0,0,23.57

50,12:15-12:30,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,43.16,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0.51,14.93,26.39,0,0,0,23.57

51,12:30-12:45,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,43.16,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0.51,14.93,26.39,0,0,0,23.57

52,12:45-13:00,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,42.94,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0.51,14.93,26.39,0,0,0,23.57

53,13:00-13:15,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,42.94,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0.51,0,26.39,0,0,0,23.57

54,13:15-13:30,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,42.94,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0.51,0,26.39,0,0,0,23.57

55,13:30-13:45,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,42.94,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0.51,0,26.39,0,0,0,23.57

56,13:45-14:00,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,42.74,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0.51,0,26.39,0,0,0,23.57

57,14:00-14:15,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,42.94,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0.51,0,26.39,0,0,0,23.57

58,14:15-14:30,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,42.94,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0.51,0,26.39,0,0,0,23.57

59,14:30-14:45,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,42.94,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0.51,0,26.39,0,0,0,23.57

60,14:45-15:00,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,42.94,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,348.98,0.51,15.56,26.39,0,0,0,23.57

61,15:00-15:15,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,42.94,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,376.88,0.51,15.56,26.39,0,0,0,23.57

62,15:15-15:30,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,42.94,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,382.5,0.51,15.56,26.39,0,0,0,23.57

63,15:30-15:45,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,42.94,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,388.12,0.51,15.56,26.39,0,0,0,23.57

64,15:45-16:00,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,42.94,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,399.38,0.51,31.12,26.39,0,0,0,23.57

