Column1,Time,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/6957,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/9154,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/5800,GNA/NR/2025/04/01/8964,GNA/ER/2025/05/14/4547,GNA/NR/2025/05/01/9320,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,GNA/NR/2025/05/01/6160,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/8954,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/2069,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8510,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/6363,GNA/NR/2025/04/01/8456,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/9395,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08
7,01:30-01:45,28.89,192.6,9.4,0,0,144.45,115.16,28.89,13.48,67.41,5.78,100,192.6,4.04,30,14.44,0,0,30,5.78,0,4.02,100.33,0,27.24,260.59,272.29,7.79,86.86,14.44,10.43,4.45,28.94,10.59,0,0,0,0,0,0,0,0,0,0,20.2,53,0,19.17,19.17,0,57.49,53,0,0,19

8,01:45-02:00,28.89,192.6,9.4,0,0,144.45,115.16,28.89,13.48,67.41,5.78,100,192.6,4.04,30,14.44,0,0,30,5.78,0,4.02,100.33,0,27.24,260.59,272.29,7.79,86.86,14.44,10.43,4.45,28.94,10.59,0,0,0,0,0,0,0,0,0,0,21.01,53.67,0,19.17,19.17,0,57.49,53.67,0,0,19.67

9,02:00-02:15,0,192.6,9.22,0,0,144.45,115.16,28.89,13.48,0,5.78,100,192.6,4.04,30,14.44,0,0,23.51,0,0,3.83,100.33,96.3,27.24,260.59,272.29,7.79,86.86,0,10.43,4.45,28.94,10.59,0,0,0,0,0,0,0,0,0,0,19.61,45,0,17.5,17.5,0,52.5,45,0,0,18.67

10,02:15-02:30,0,192.6,9.22,0,0,144.45,115.16,28.89,13.48,0,5.78,100,192.6,4.04,30,14.44,0,0,23.51,0,0,3.83,100.33,96.3,27.24,260.59,272.29,7.79,86.86,0,10.43,4.45,28.94,10.59,0,0,0,0,0,0,0,0,0,0,17.41,46.67,0,18,18,0,54,46.67,0,0,19.33

11,02:30-02:45,0,192.6,9.22,0,0,144.45,115.16,28.89,13.48,0,5.78,100,192.6,4.04,30,14.44,0,0,23.51,0,0,3.83,100.33,96.3,27.24,260.59,272.29,15.49,86.86,0,10.43,4.45,28.94,10.59,0,0,0,0,0,0,0,0,0,0,15.81,48.67,0,18.67,18.67,0,55.99,48.67,0,0,15

12,02:45-03:00,0,192.6,9.22,0,0,144.45,115.16,28.89,13.48,0,5.78,100,192.6,4.04,30,14.44,0,0,23.51,0,0,3.83,100.33,96.3,27.24,260.59,272.29,15.49,86.86,0,10.43,4.45,28.94,10.59,0,0,0,0,0,0,0,0,0,0,14.41,51,0,18.67,18.67,0,55.99,51,0,0,14.67

13,03:00-03:15,0,192.6,9.12,0,0,144.45,115.16,28.89,13.48,0,5.78,100,192.6,4.04,26.5,14.44,0,0,26.5,0,0,3.83,100.33,96.3,27.24,260.59,272.29,15.49,86.86,0,10.43,4.3,28.94,10.59,0,0,0,0,0,0,0,0,0,0,19.61,53.33,0,18.5,18.5,0,55.5,53.33,0,0,14.33

14,03:15-03:30,0,192.6,9.12,0,0,144.45,115.16,28.89,13.48,0,5.78,100,192.6,4.04,26.5,14.44,0,0,26.5,0,0,3.83,100.33,96.3,27.24,260.59,272.29,15.49,86.86,0,10.43,4.3,28.94,10.59,0,0,0,0,0,0,0,0,0,0,19.61,53,0,18.67,18.67,0,55.99,53,0,0,14

15,03:30-03:45,0,192.6,9.12,0,0,144.45,115.16,28.89,13.48,0,5.78,100,192.6,4.04,26.5,14.44,0,0,26.5,0,0,3.83,100.33,96.3,27.24,260.59,272.29,15.49,86.86,0,10.43,4.3,28.94,10.59,0,0,0,0,0,0,0,0,0,0,19.61,51,0,18.67,18.67,0,55.99,51,0,0,13.67

16,03:45-04:00,0,192.6,9.12,0,0,144.45,66.07,28.89,13.48,0,5.78,100,192.6,4.04,26.5,14.44,0,0,26.5,0,0,3.83,100.33,96.3,27.24,224.29,272.29,15.49,74.66,0,10.43,4.3,28.94,10.59,0,0,0,0,0,0,0,0,0,0,19.61,49.67,0,18.67,18.67,0,55.99,49.67,0,0,13.33

17,04:00-04:15,0,192.6,9.03,0,0,144.45,66.07,28.89,13.48,0,5.78,100,192.6,4.04,26.5,14.44,0,0,26.5,0,0,3.83,100.33,96.3,27.24,164.36,272.29,15.49,56.73,0,10.43,4.3,28.94,10.59,0,0,0,0,0,0,0,0,0,0,19.41,48.67,0,18.67,18.67,0,55.99,48.67,0,0,13

18,04:15-04:30,0,192.6,9.03,0,0,144.45,66.07,28.89,13.48,0,5.78,100,192.6,4.04,26.5,14.44,0,0,26.5,0,0,3.83,100.33,96.3,27.24,164.36,272.29,15.49,56.73,0,10.43,4.3,28.94,10.59,0,0,0,0,0,0,0,0,0,0,19.21,47.67,0,18.17,18.17,0,54.49,47.67,0,0,12

19,04:30-04:45,0,192.6,9.03,0,0,144.45,115.16,28.89,13.48,0,5.78,100,192.6,4.04,26.5,14.44,0,0,26.5,0,0,3.83,100.33,96.3,27.24,200.66,272.29,15.49,68.93,0,10.43,4.3,28.94,10.59,0,0,0,0,0,0,0,0,0,0,18.81,47,0,20,20,0,60,47,0,0,11

20,04:45-05:00,0,192.6,9.03,0,0,144.45,66.07,28.89,13.48,0,5.78,100,192.6,4.04,26.5,14.44,0,0,26.5,0,0,3.83,100.33,96.3,26.74,200.66,272.29,15.49,68.93,0,10.43,4.3,28.94,10.59,0,0,0,0,0,0,0,0,0,0,18.61,44.67,0,19.67,19.67,0,58.99,44.67,0,0,10

21,05:00-05:15,0,192.6,8.85,0,0,144.45,66.07,28.89,13.48,0,5.78,100,192.6,3.88,26.5,14.44,0,0,26.5,0,0,3.74,100.33,96.3,26.74,164.36,272.29,15.49,56.73,0,10.43,4.15,28.94,10.59,0,0,0,0,0,0,0,0,0,0,10.4,44,0,19.17,19.17,0,57.49,44,0,0,13.33

22,05:15-05:30,0,192.6,8.85,0,0,144.45,66.07,28.89,13.48,0,5.78,100,192.6,3.88,26.5,14.44,0,0,26.5,0,0,3.74,100.33,96.3,26.74,164.36,272.29,15.49,56.73,0,10.43,4.15,28.94,10.59,0,0,0,0,0,0.02,0,0,0,0,9.8,44.33,0,18.83,18.83,0,56.51,44.33,0,0,13

23,05:30-05:45,0,192.6,8.85,0,0,144.45,66.07,28.89,13.48,0,5.78,100,192.6,3.88,26.5,14.44,0,0,26.5,0,0,3.74,100.33,96.3,27.75,164.36,272.29,15.49,56.73,0,10.43,4.15,28.94,10.59,0,0,0,0,0,0.12,0,0,0,0,6.4,26.67,0,12.76,12.76,0,38.3,26.67,0,0,12.67

24,05:45-06:00,0,192.6,8.85,0,0,144.45,66.07,28.89,13.48,0,5.78,100,192.6,3.88,26.5,14.44,0,0,26.5,0,0,3.74,100.33,96.3,27.75,164.36,272.29,15.49,56.73,0,10.43,4.15,28.94,10.59,0,0,0,0,0,0.13,0,0,0,0,6.4,26.33,0,12.49,12.49,1.32,37.49,26.33,0,0,12.33

25,06:00-06:15,0,192.6,8.75,0,0,144.45,115.16,28.89,13.48,0,5.78,0,192.6,3.88,26.5,14.44,0,0,26.5,0,0,3.74,100.33,96.3,28.76,200.66,272.29,15.49,68.93,0,10.43,4.15,28.94,10.59,0,2.23,0,1,1,0.68,1,0,0.45,1,6.4,26,4.3,13.33,13.33,3.2,39.98,26,5.2,0,12

26,06:15-06:30,0,192.6,8.75,0,0,144.45,106.66,28.89,13.48,0,5.78,0,192.6,3.88,26.5,14.44,0,0,26.5,0,0,3.74,100.33,96.3,28.76,164.36,272.29,15.49,56.73,0,10.43,4.15,28.94,10.59,0,3.73,0,2,5,1.44,2,0,0.75,2,6.4,25.67,13.6,12.57,12.57,7.06,37.72,25.67,15.6,1.96,11.67

27,06:30-06:45,0,192.6,8.75,0,0,144.45,98.17,28.89,13.48,0,5.78,0,192.6,3.88,26.5,14.44,0.53,0.69,26.5,0,0.69,3.74,100.33,96.3,28.26,164.36,272.29,15.49,56.73,0,10.43,4.15,28.94,10.59,0,10.65,0,3,7,4.78,3,0,2.13,3,6.4,25.33,27.3,11.74,11.74,12.07,35.23,25.33,25.2,4.9,11.33

28,06:45-07:00,0,192.6,8.75,0,0,144.45,89.67,28.89,13.48,0,5.78,0,192.6,3.88,26.5,14.44,0.99,1.29,26.5,0,1.29,3.74,100.33,96.3,27.75,164.36,272.29,15.49,56.73,0,10.43,4.15,28.94,10.59,0,18.14,0,5,9,7.97,6,1,3.63,4,6.4,25,32.98,10.61,10.61,18.31,31.8,25,32.98,7.83,11

29,07:00-07:15,0,192.6,8.67,0,0,144.45,81.18,28.89,13.48,0,5.78,0,192.6,3.88,26.5,14.44,1.59,2.05,26.5,0,2.05,3.74,100.33,96.3,27.25,164.36,272.29,15.49,56.73,0,10.43,4.15,28.94,10.59,0,28.76,0,7,13,11.99,9,6,5.75,7,6.4,31.67,33,11.67,11.67,25.66,34.99,31.67,33,12.74,10.67

30,07:15-07:30,0,192.6,8.67,0,0,144.45,70.23,28.89,13.48,0,5.78,0,192.6,3.88,26.5,14.44,2.28,2.95,26.5,0,2.95,3.74,100.33,96.3,26.74,129.04,231.12,15.49,46.22,0,10.43,4.15,28.94,10.59,0,41.27,0,9,19,17.19,13,12,8.26,9,6.4,30,33,11.5,11.5,33.62,34.5,30,33,15.68,10.33

31,07:30-07:45,0,192.6,8.67,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.88,26.5,14.44,3.1,4.02,26.5,0,4.02,3.74,71.44,96.3,26.74,129.04,192.6,15.49,46.22,0,10.43,4.15,28.94,10.59,0,55.22,0,12,30,23.38,20,18,11.05,15,6.4,29,33,11.33,11.33,41.82,34.01,29,33,21.56,10

32,07:45-08:00,0,192.6,8.67,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.88,26.5,14.44,3.99,5.16,26.5,0,5.16,3.74,52.96,96.3,27.25,129.04,149.76,15.49,46.22,0,10.43,4.15,28.94,10.59,0,71.95,0,16,37,30.25,26,24,14.39,18,6.4,28.33,33,11.17,11.17,50.07,33.49,28.33,33,29.4,9.67

33,08:00-08:15,0,192.6,8.57,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.5,14.44,4.76,6.16,26.5,0,6.16,3.74,52.96,0,27.75,129.04,149.76,15.49,46.22,0,10.43,4.23,28.94,10.59,0,91.5,0,21,44,37.64,35,30,18.3,22,6.4,27.33,33,11,11,58.39,33,27.33,33,33,9.33

34,08:15-08:30,0,192.6,8.57,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.5,14.44,5.63,7.29,26.5,0,7.29,3.74,52.96,0,28.26,129.04,149.76,15.49,46.22,0,10.43,4.23,28.94,10.59,0,110.17,0,25,50,45.09,41,37,22.03,25,6.4,26,33,10.83,10.83,66.61,32.51,26,33,33,9

35,08:30-08:45,0,192.6,8.57,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.5,14.44,6.47,8.38,26.5,0,8.38,3.74,52.96,0,28.76,129.04,149.76,15.49,46.22,0,10.43,4.23,28.94,10.59,0,128.09,0,27,57,52.52,49,45,25.62,28,6.4,24.84,33,10.67,10.67,74.57,31.99,24.84,33,33,5.67

36,08:45-09:00,0,192.6,8.57,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.5,14.44,7.24,9.37,26.5,0,9.37,3.74,52.96,0,29.27,129.04,149.76,15.49,46.22,0,10.43,4.23,28.94,10.59,0,145.37,0,30,63,60.1,55,52,29.07,31,6.4,24.91,33,10.5,10.5,82.27,31.5,24.91,33,33,5.67

37,09:00-09:15,0,192.6,8.47,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.61,14.44,8.07,10.45,26.61,0,10.45,3.54,52.96,0,28.25,129.04,149.76,15.49,46.22,0,10.43,4.23,28.94,10.59,0,162.97,0,32,69,67.46,63,58,32.6,34,6.4,20.12,33,7.5,7.5,89.75,22.5,20.12,33,33,5.67

38,09:15-09:30,0,192.6,8.47,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.61,14.44,8.79,11.37,26.61,0,11.37,3.54,52.96,0,28.76,129.04,149.76,15.49,46.22,0,10.43,4.23,28.94,10.59,0,179.09,0,34,72,73.73,68,64,35.82,36,6.4,20.25,33,7.5,7.5,96.43,22.5,20.25,33,33,5.67

39,09:30-09:45,0,192.6,8.47,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.61,14.44,9.38,12.13,26.61,0,12.13,3.54,52.96,0,29.27,129.04,149.76,15.49,46.22,0,10.43,4.23,28.94,10.59,0,193.18,0,36,77,79.76,74,70,38.64,39,6.4,20.28,33,7.5,7.5,102.78,22.5,20.28,33,33,5.67

40,09:45-10:00,0,192.6,8.47,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.61,14.44,10.08,13.04,26.61,0,13.04,3.54,52.96,0,29.27,129.04,149.76,15.49,46.22,0,10.43,4.23,28.94,10.59,0,206.51,0,38,83,85.45,79,76,41.3,42,6.4,20.53,33,7.83,7.83,108.7,23.51,20.53,33,33,5.67

41,10:00-10:15,0,192.6,8.39,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.61,14.44,10.64,13.76,26.61,0,13.76,3.54,52.96,0,29.27,129.04,149.76,15.49,46.22,0,10.43,4.15,28.94,10.59,0,219.76,0,40,89,90.57,87,81,43.95,45,6.4,20.96,33,8,8,113.21,24,20.96,33,33,5.67

42,10:15-10:30,0,192.6,8.39,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.61,14.44,11.2,14.49,26.61,0,14.49,3.54,52.96,0,29.27,129.04,149.76,15.49,46.22,0,10.43,4.15,28.94,10.59,0,232.27,0,41,93,95.32,92,84,46.46,47,6.4,21.36,33,8.33,8.33,116.36,25.01,21.36,33,33,5.67

43,10:30-10:45,0,192.6,8.39,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.61,14.44,11.93,15.43,26.61,0,15.43,3.54,52.96,0,29.27,129.04,149.76,15.49,46.22,0,10.43,4.15,28.94,10.59,0,241.67,0,43,93,99.57,93,87,48.33,47,6.4,20.33,33,8.5,8.5,118.07,25.5,20.33,33,33,5.67

44,10:45-11:00,0,192.6,8.39,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.61,14.44,12.38,16.02,26.61,0,16.02,3.54,52.96,0,28.76,129.04,149.76,15.49,46.22,0,10.43,4.15,28.94,10.59,0,241.67,0,43,93,100,95,88,48.33,47,6.4,20,33,8.83,8.83,119.01,26.51,20,33,33,5.67

45,11:00-11:15,0,192.6,8.29,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.61,14.44,12.95,16.76,26.61,0,16.76,3.54,52.96,0,27.75,133.86,149.76,15.49,46.22,0,10.43,4.15,28.94,10.59,0,241.67,0,44,95,100,99,90,48.33,47,6.4,20.33,33,8.83,8.83,119.41,26.51,20.33,33,33,5.67

46,11:15-11:30,0,192.6,8.29,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.61,14.44,13.12,16.98,26.61,0,16.98,3.54,52.96,0,27.75,133.86,149.76,15.49,46.22,0,10.43,4.15,28.94,10.59,0,241.67,0,44,96,100,99,90,48.33,48,6.4,20.67,33,9,9,119.39,27,20.67,33,33,5.67

47,11:30-11:45,0,192.6,8.29,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.61,14.44,13.15,17.02,26.61,0,17.02,3.54,100.33,0,27.75,133.86,192.6,11.58,46.22,0,10.43,4.15,28.94,10.59,0,241.67,0,44,98,100,99,90,48.33,49,6.4,21.33,33,9,9,119.91,27,21.33,33,33,5.67

48,11:45-12:00,0,192.6,8.29,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.61,14.44,13.15,17.02,26.61,0,17.02,3.54,100.33,0,27.75,133.86,192.6,11.58,46.22,0,10.43,4.15,28.94,10.59,0,241.67,0,44,99,100,99,90,48.33,49,6.4,21.67,33,9,9,120.16,27,21.67,33,33,5.67

49,12:00-12:15,0,192.6,8.2,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.7,14.44,13.15,17.02,26.7,0,17.02,3.54,100.33,0,27.75,133.86,231.12,11.58,46.22,0,10.43,4.15,28.94,10.59,0,241.67,0,44,99,100,99,90,48.33,49,6.4,22.67,33,9.5,9.5,120.15,28.5,22.67,33,33,8.33

50,12:15-12:30,0,192.6,8.2,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.7,14.44,13.15,17.02,26.7,0,17.02,3.54,100.33,0,28.25,133.86,231.12,11.58,46.22,0,10.43,4.15,28.94,10.59,0,241.67,0,44,99,100,99,90,48.33,49,6.4,24.33,33,10.17,10.17,119.49,30.49,24.33,33,33,8.67

51,12:30-12:45,0,192.6,8.2,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.7,14.44,13.15,17.02,26.7,0,17.02,3.54,100.33,0,28.76,133.86,231.12,11.58,46.22,0,10.43,4.15,28.94,10.59,0,241.67,0,44,99,100,99,90,48.33,49,6.4,26.67,33,10.83,10.83,118.19,32.51,26.67,33,33,9.33

52,12:45-13:00,0,192.6,8.2,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.73,26.7,14.44,13.15,17.02,26.7,0,17.02,3.54,100.33,0,29.27,133.86,192.6,11.58,46.22,0,10.43,4.15,28.94,10.59,0,241.67,0,43,99,100,99,90,48.33,49,6.4,28.67,33,11.67,11.67,116.8,34.99,28.67,33,33,10.33

53,13:00-13:15,0,192.6,8.11,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.88,26.7,14.44,13.15,17.02,26.7,0,17.02,3.54,100.33,0,29.27,133.86,192.6,11.58,46.22,0,10.43,4.3,28.94,10.59,0,241.67,0,43,99,100,99,90,48.33,49,6.4,32,33,12.67,12.67,115.07,37.99,32,33,33,10

54,13:15-13:30,0,192.6,8.11,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.88,26.7,14.44,13.13,16.99,26.7,0,16.99,3.54,100.33,0,29.27,133.86,231.12,11.58,46.22,0,10.43,4.3,28.94,10.59,0,241.67,0,43,99,100,99,90,48.33,49,6.4,35,33,13.5,13.5,112.95,40.5,35,33,33,11.33

55,13:30-13:45,0,192.6,8.11,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.88,26.7,14.44,12.99,16.81,26.7,0,16.81,3.54,100.33,0,29.77,133.86,272.29,11.58,46.22,0,9.69,4.3,28.94,10.59,0,241.67,0,42,97,100,97,90,48.33,48,6.4,38,33,10.83,10.83,107.6,32.51,38,33,33,12.33

56,13:45-14:00,0,192.6,8.11,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,3.88,26.7,14.44,12.99,16.81,26.7,0,16.81,3.54,100.33,0,30.28,133.86,272.29,11.58,46.22,0,9.69,4.3,28.94,10.59,0,241.67,0,42,95,100,95,90,48.33,48,6.4,41.67,33,12,12,101.51,36,41.67,33,33,14

57,14:00-14:15,0,192.6,8.11,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,4.03,26.7,14.44,12.87,16.66,26.7,0,16.66,3.74,100.33,0,29.78,133.86,272.29,11.58,46.22,0,9.69,4.6,28.94,10.59,0,241.67,0,41,90,100,93,88,48.33,45,6.4,45,33,13,13,95.13,39,45,33,33,15.6

58,14:15-14:30,0,192.6,8.11,0,0,144.45,70.23,28.89,13.48,0,6.64,0,192.6,4.03,26.7,14.44,12.34,15.98,26.7,0,15.98,3.74,100.33,0,30.29,133.86,272.29,11.58,46.22,0,9.69,4.6,28.94,10.59,0,241.67,0,41,89,100,91,87,48.33,44,6.4,47,33,14.33,14.33,88.5,43.01,47,33,33,17.02

59,14:30-14:45,0,192.6,8.11,0,0,144.45,66.07,28.89,13.48,0,6.64,0,192.6,4.03,26.7,14.44,12.07,15.62,26.7,0,15.62,3.74,100.33,0,30.29,133.86,272.29,11.58,46.22,0,9.69,4.6,28.94,10.59,0,241.67,0,39,85,98.32,87,84,48.33,43,7.6,48.33,33,15.67,15.67,84.04,46.99,48.33,33,33,18.63

60,14:45-15:00,0,192.6,8.11,0,0,144.45,66.07,28.89,13.48,0,6.64,0,192.6,4.03,26.7,14.44,11.68,15.11,26.7,0,15.11,3.74,100.33,0,30.29,133.86,272.29,11.58,46.22,0,9.69,4.6,28.94,10.59,0,233.92,0,38,83,94.44,85,81,46.79,41,9,50.67,33,17.33,17.33,79.38,52.01,50.67,33,33,20.41

61,15:00-15:15,0,192.6,8.11,0,0,144.45,66.07,28.89,13.48,0,6.64,0,192.6,4.19,26.7,14.44,11.19,14.49,26.7,0,14.49,3.92,100.33,0,29.28,169.18,272.29,11.58,46.22,0,9.69,4.83,28.94,10.59,0,223.52,0,37,77,90.14,81,69,44.71,38,11.81,54.67,33,18.5,18.5,74.56,55.5,54.67,33,33,21.45

62,15:15-15:30,0,192.6,8.11,0,0,144.45,66.07,28.89,13.48,0,6.64,0,192.6,4.19,26.7,14.44,10.57,13.68,26.7,0,13.68,3.92,100.33,0,29.28,169.18,272.29,11.58,46.22,0,9.69,4.83,28.94,10.59,0,211.43,0,36,72,85.53,78,64,42.29,36,11.81,55,33,19.5,19.5,69.23,58.5,55,33,33,22.55

63,15:30-15:45,0,192.6,8.11,0,0,144.45,66.07,28.89,13.48,0,6.64,0,192.6,4.19,26.7,14.44,9.85,12.74,26.7,0,12.74,3.92,100.33,0,29.28,169.18,272.29,11.58,56.73,0,9.69,4.83,28.94,10.59,0,197.87,0,34,69,80.18,73,61,39.58,35,12.41,55,33,20.67,20.67,66.6,61.99,55,33,33,23.68

