Block,Time Block,NLCEXP,NLCIIST1,KUDGI,NJPC,MAPS,NLCIIST2,NAPP,KOTESHWR,KHSTPP-II,KKNP,KGSU3AND4,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,JHAJJAR,KGSU1AND2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,BRBCL,BSIUL,CHAMERA3,CHAMERA2,CHAMERA1,ANTA_GF,AURY_CRF,VALLURNTECL,AURY_RF,UNCHAHAR4,ANTA_CRF,ANTA_RF,URI2,AURY_LF,DADRI_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,URI,DADRI_RF,TEHRI,SEWA2,SINGRAULI,UNCHAHAR1,UNCHAHAR3,TANDA2,TALST2,TANAKPUR,TelanganaSTPP,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR2,SIMHST2,TALA,SALAL,RAPPB,RIHAND3,RIHAND2,SASAN,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,NTPL,RSTPSU1TO6,PARBATI3,RSTPSU7,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,0,0,0,0,42.37,8.49,77.97,0,0,0,0,0,18.3,344,0,0,6.16,15.75,358.61,14.82,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.11,0,0,0,120.41,11.02,13.87,0,0,5.51,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

7,01:30-01:45,0,0,0,0,0,0,42.37,8.49,77.97,0,0,0,0,0,18.3,344,0,0,6.16,15.75,358.61,13.53,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.11,0,0,0,120.41,11.02,13.87,0,0,5.51,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

8,01:45-02:00,0,0,0,0,0,0,42.37,8.49,77.97,0,0,0,0,0,18.3,344,0,0,6.16,15.75,358.61,14.81,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.11,0,0,0,120.41,11.02,13.87,0,0,5.51,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0,0,0,0,0,0,42.37,8.49,77.97,0,0,0,0,0,18.3,344,0,0,6.16,15.75,358.61,14.05,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.11,0,0,0,120.41,11.02,13.87,0,0,5.51,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,0,0,0,0,0,42.37,8.49,77.97,0,0,0,0,0,18.3,344,0,0,6.16,15.75,358.61,12.68,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.11,0,0,0,120.41,11.02,13.87,0,0,5.51,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,0,0,0,0,42.37,8.49,77.96,0,0,0,0,0,18.3,344,0,0,6.16,15.75,358.61,12.37,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.11,0,0,0,120.41,11.02,13.87,0,0,0.49,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,0,0,0,42.37,8.49,77.96,0,0,0,0,0,18.3,344,0,0,6.16,15.75,358.61,13.88,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.11,0,0,0,120.41,11.02,13.87,0,0,0.49,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,0,0,0,42.37,8.49,77.96,0,0,0,0,0,18.3,344,0,0,6.16,15.75,358.61,15.85,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.11,0,0,0,120.41,11.02,13.87,0,0,0.49,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,0,0,0,42.37,8.49,77.96,0,0,0,0,0,18.3,344,0,0,6.16,15.75,358.61,14.31,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.11,0,0,0,120.41,11.02,13.87,0,0,0.49,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,0,0,0,42.37,8.49,77.96,0,0,0,0,0,18.3,344,0,0,6.16,15.75,358.61,14.9,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.64,0,0,0,120.41,11.02,13.87,0,0,0.49,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,0,0,0,42.37,8.49,77.96,0,0,0,0,0,18.3,344,0,0,6.16,15.75,358.61,15.14,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.64,0,0,0,120.41,11.02,13.87,0,0,0.49,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,18.1,0,0,42.37,8.49,77.96,0,0,0,0,0,18.3,344,0,0,6.16,15.75,358.61,15.02,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.64,0,0,0,120.41,11.02,13.87,0,0,0.49,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,18.1,0,0,42.37,8.49,77.96,0,0,0,0,0,18.3,344,0,0,6.16,15.75,358.61,16.74,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.64,0,0,0,120.41,11.02,13.87,0,0,0.49,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,18.1,0,0,42.37,8.49,77.96,0,0,0,0,0,18.3,344,0,0,6.16,15.75,358.61,17.54,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.64,0,0,0,120.41,11.02,13.87,0,0,0.49,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,18.1,0,0,42.37,8.49,77.96,0,0,0,0,0,18.3,344,0,0,6.16,15.75,358.61,17.71,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.64,0,0,0,120.41,11.02,13.87,0,0,0.49,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,18.1,0,0,42.37,8.49,77.96,0,0,0,0,0,18.3,344,0,0,6.16,15.75,358.61,17.01,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.64,0,0,0,120.41,11.48,13.87,0,0,0.49,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,18.1,0,0,42.37,8.49,77.96,0,0,0,0,0,18.3,344,0,0,6.16,15.75,358.61,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.64,0,0,0,120.41,11.48,13.87,0,0,0.49,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,18.1,0,0,42.37,8.49,122.18,0,0,0,0,0,28.01,344,0,0,8.61,15.75,358.61,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.64,0,0,0,120.41,11.48,13.87,0,0,0.49,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,18.1,0,0,42.37,8.49,122.18,0,0,0,0,0,28.01,344,0,0,9.17,15.75,359.16,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.64,0,14.87,0,120.41,11.48,13.87,0,0,0.49,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,0,19.64,0,0,42.37,8.49,122.18,0,0,0,0,0,28.01,344,0,0,9.17,15.75,359.16,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.64,0,14.87,0,120.41,11.48,13.87,0,0,0.49,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,3.65,0,0,0,0,0,0

26,06:15-06:30,0,0,0,44.73,0,0,42.37,8.49,141.59,0,0,0,0,0,32.49,344,0,7.57,10.63,15.75,359.16,19.12,0,0,1.91,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,25.32,0,29.75,0,120.41,11.48,13.87,0,0,0.49,0,0,0,22.28,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,15.82,0,0,0,0,0,0

27,06:30-06:45,0,0,0,67.08,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,376.09,0,10.1,10.63,15.75,415.96,19.12,1.05,9.24,3.82,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,25.32,0,44.62,0,120.41,14.34,17.84,0,0,0.49,0,0,0,29.58,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,15.82,0,0,0,0,0,0

28,06:45-07:00,0,0,0,89.43,0,0,42.37,9.43,141.76,0,0,0,0,0,32.49,462.12,0,15.28,10.63,31.5,456.5,19.12,12.46,18.53,25.18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,25.32,0,59.5,0,120.41,14.82,19.16,0,0,0.49,0,0,0,30.37,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,15.82,0,0,0,0,0,0

29,07:00-07:15,0,0,0,89.43,0,0,42.37,9.43,141.76,0,0,0,0,0,32.49,578.12,0,26.2,10.63,31.5,534.68,19.12,12.46,18.53,25.18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,25.32,0,59.5,7.55,120.41,17.46,23.82,0,0,0.49,0,0,0,36.45,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,15.82,0,0,0,0,0,0

30,07:15-07:30,0,0,0,111.8,0,0,42.37,9.43,141.76,0,0,0,0,0,32.49,625.45,0,26.2,10.63,31.5,632.86,19.12,12.46,18.53,25.18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,25.32,0,59.5,7.55,120.41,19.65,25.23,0,0,0.49,0,0,0,40.43,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,15.82,0,0,0,0,0,0

31,07:30-07:45,0,0,0,111.8,0,0,42.37,9.43,141.76,0,0,0,0,0,32.49,625.45,0,26.2,10.63,31.5,652.73,19.12,12.46,18.53,25.18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3.16,0,59.5,7.83,120.41,19.65,25.23,0,0,0.49,0,0,0,40.52,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,15.82,0,0,0,0,0,0

32,07:45-08:00,0,0,0,111.8,0,0,42.37,9.43,141.76,0,0,0,0,0,32.49,625.45,0,26.2,10.63,31.5,652.73,19.12,12.46,18.53,25.18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3.16,0,59.5,7.83,120.41,19.65,25.23,0,0,0.49,0,0,0,40.52,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,3.4,0,0,0,0,0,0

33,08:00-08:15,0,0,0,111.8,0,0,42.37,9.43,141.76,0,0,0,0,0,32.49,625.45,0,26.2,10.63,31.5,652.73,19.02,12.46,18.53,25.18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3.16,0,59.5,7.83,120.41,19.65,25.23,0,0,0.49,0,0,0,40.52,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,0,0,111.8,0,0,42.37,9.43,141.76,0,0,0,0,0,32.49,622.1,0,26.2,10.63,31.5,652.73,19.12,12.46,18.53,25.18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3.16,0,59.5,7.83,120.41,19.65,25.23,0,0,0.49,0,0,0,40.52,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,0,0,111.8,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,625.45,0,10.1,10.63,15.75,652.73,19.02,2.1,1.21,1.27,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,25.32,0,59.5,0,120.41,19.65,25.23,0,0,0.49,0,0,0,40.52,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,0,0,89.43,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,625.45,0,7.57,10.63,15.75,652.73,17.7,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,25.32,0,59.5,0,120.41,19.65,25.23,0,0,0.49,0,0,0,40.52,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,0,67.08,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,624.97,0,0,10.63,0,652.73,19.11,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,25.32,0,29.75,0,120.41,19.65,25.23,0,0,0.49,0,0,0,40.52,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,0,38.03,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,620.19,0,0,10.63,0,652.73,19.06,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,25.32,0,29.75,0,120.41,19.65,25.23,0,0,0.49,0,0,0,40.52,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,0,20.09,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,616.36,0,0,10.63,0,652.73,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,3.16,0,29.75,0,120.41,19.65,25.23,0,0,5.51,0,0,0,40.52,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,606.33,0,0,10.63,0,652.73,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,3.16,0,14.87,0,120.41,19.65,25.23,0,0,5.51,0,0,0,40.52,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,591.99,0,0,10.63,0,624.92,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,3.16,0,0,0,120.41,19.65,25.23,0,0,1.47,0,0,0,40.52,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,568.09,0,0,10.63,0,629.66,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,3.16,0,0,0,120.41,19.65,25.23,0,0,1.47,0,0,0,40.52,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,548.97,0,0,10.63,0,653.01,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,8.44,0,0,0,120.41,19.65,25.23,0,0,1.47,0,0,0,40.52,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,625.45,0,0,10.63,0,653.01,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,8.44,0,0,0,120.41,19.65,25.23,0,0,1.47,0,0,0,40.52,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,595.49,0,0,9.76,0,583.71,17.34,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,8.44,0,0,0,120.41,17.53,22.65,0,0,1.47,0,0,0,35.96,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,595.49,0,0,9.76,0,582.12,17.93,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,8.44,0,0,0,120.41,17.53,22.65,0,0,1.47,0,0,0,35.96,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,595.49,0,0,9.76,0,506.02,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,1.06,0,0,0,120.41,17.53,22.65,0,0,1.47,0,0,0,35.96,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,519.47,0,0,9.76,0,496.46,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,1.06,0,0,0,120.41,14.82,19.16,0,0,1.47,0,0,0,30.37,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,443,0,0,9.76,0,425.52,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,8.44,0,0,0,120.41,15.77,22.65,0,0,3.43,0,0,0,31.25,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,402.38,0,0,9.76,0,377.72,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,8.44,0,0,0,120.41,17.45,22.65,0,0,3.43,0,0,0,34.78,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,29.02,376.09,0,0,9.76,0,301.25,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,8.44,0,0,0,120.41,17.53,22.65,0,0,3.43,0,0,0,35.96,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,29.02,376.09,0,0,9.76,0,263.02,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,8.44,0,0,0,120.41,17.53,22.65,0,0,3.43,0,0,0,35.96,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,0,42.37,8.49,122,0,0,0,0,0,29.02,347.41,0,0,9.76,0,263.02,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,8.44,0,0,0,120.41,17.53,22.65,0,0,2.45,0,0,0,35.96,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,0,42.37,8.49,122,0,0,0,0,0,29.02,347.41,0,0,9.76,0,263.02,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,8.44,0,0,0,120.41,17.53,22.65,0,0,2.45,0,0,0,35.96,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,0,42.37,8.49,122,0,0,0,0,0,29.02,347.41,0,0,9.76,0,263.02,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,8.44,0,0,0,120.41,17.53,22.65,0,0,2.45,0,0,0,35.96,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,42.37,8.49,122,0,0,0,0,0,29.02,347.41,0,0,9.76,0,263.02,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,8.44,0,0,0,120.41,17.53,22.65,0,0,2.45,0,0,0,35.96,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,42.37,8.49,122,0,0,0,0,0,29.02,347.41,0,0,9.76,0,263.02,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.11,0,0,0,120.41,17.53,22.65,0,0,2.45,0,0,0,35.96,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,42.37,8.49,122,0,0,0,0,0,29.02,347.41,0,0,9.76,0,263.02,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.11,0,0,0,120.41,17.53,22.65,0,0,2.45,0,0,0,35.96,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,42.37,8.49,122,0,0,0,0,0,29.02,347.41,0,0,9.76,0,263.02,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.11,0,0,0,120.41,17.53,22.65,0,0,2.45,0,0,0,35.96,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,42.37,8.49,122,0,0,0,0,0,29.02,347.41,0,0,9.76,0,328.83,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.11,0,0,0,120.41,17.53,22.65,0,0,2.45,0,0,0,35.96,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,42.37,8.49,122,0,0,0,0,0,29.02,376.09,0,0,9.76,15.75,357.51,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.11,0,0,0,120.41,17.53,22.65,0,0,2.45,0,0,0,35.96,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,0,42.37,8.49,122,0,0,0,0,0,29.02,376.09,0,0,9.76,15.75,357.51,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.11,0,0,0,120.41,17.53,22.65,0,0,2.45,0,0,0,35.96,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,0,42.37,8.49,122,0,0,0,0,0,29.02,376.09,0,0,9.76,15.75,357.51,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.11,0,14.4,0,120.41,17.53,22.65,0,0,2.45,0,0,0,35.96,0,0,1.34,0,58,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

