Column1,Time,GNA/NR/2025/04/01/8964,NR/01102023/22052037/LT-59,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,GNARE/SR/2025/01/13/4532,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/01/9257,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/7782,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/20/3628,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/8456,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/7663,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/16/6051,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/01/4973,NR/01102023/31052040/LT-31,GNA/NR/2025/06/01/2868,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/07/5932,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/01/5280
42,10:15-10:30,5.28,10.09,0,15.83,33,82.31,15.83,33,47.51,11.67,33,0,173.04,0,31,79,58,34.61,39,79.69,70,15.01,10.39,52.94,52.94,15.26,20.45,13.45,70.18,40.91,11.86,231,163.62,20.76,38.5,10.15,2.82,53.18,20.45,40.91,26.95,26.95,20.45,19.25,5.41,22.49,13.45,14.18,27.25,14.55,-86.42,10.66,11.67

43,10:30-10:45,5.28,10.09,0,17.83,33,88.31,17.83,33,53.51,15.54,33,0,178.06,0,31,82,59,35.61,41,78.81,73,14.81,10.72,52.94,52.94,15.26,20.45,13.87,70.18,40.91,11.86,231,163.62,20.76,38.5,10.15,2.82,53.18,20.45,40.91,26.95,26.95,20.45,19.25,5.41,22.49,13.87,14.18,27.25,14.55,-86.42,10.66,11.67

44,10:45-11:00,5.28,10.09,0,18,33,86.35,18,33,54,16.12,33,0,183.08,0,32,83,63,36.62,42,81.89,76,14.81,11.04,52.94,52.94,15.26,20.45,14.29,70.18,40.91,11.86,231,163.62,20.76,38.5,10.15,3.59,53.18,20.45,40.91,26.95,26.95,20.45,19.25,5.41,22.49,14.29,14.18,27.25,14.55,-86.42,10.66,11.67

45,11:00-11:15,5.28,10.24,0,18.17,33,84,18.17,33,54.49,16.51,33,0,188.98,0,32,85,60,37.8,42,84.53,78,12.41,10.23,52.94,52.94,15.26,20.45,13.24,70.18,40.91,11.86,192.5,163.62,20.76,38.5,10.15,4.36,53.18,20.45,40.91,26.95,26.95,20.45,19.25,4.39,22.49,13.24,14.18,28.26,14.47,-86.42,10.66,11.67

46,11:15-11:30,5.28,10.24,0,18.17,33,76.31,18.17,33,54.49,16.81,33,0,194.89,0,33,85,63,38.98,42,87.03,78,12.41,10.23,52.94,52.94,15.26,20.45,13.24,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,5.13,53.18,20.45,40.91,26.95,26.95,20.45,19.25,4.39,22.49,13.24,14.18,28.26,14.47,-86.42,10.66,11.67

47,11:30-11:45,5.28,10.24,0,17.33,33,76.31,17.33,33,52.01,10,33,0,186.68,0,34,91,72,37.34,45,88.67,78,12.41,10.23,52.94,52.94,15.26,20.45,13.24,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,5.78,53.18,20.45,40.91,26.95,26.95,20.45,19.25,4.39,22.49,13.24,14.18,26.75,14.47,-86.42,10.66,11.67

48,11:45-12:00,5.28,10.24,0,17.17,33,103.42,17.17,33,51.49,10.67,33,0,194.47,0,35,91,72,38.89,45,88.67,78,13.21,10.23,52.94,52.94,15.26,20.45,13.24,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,5.7,53.18,20.45,40.91,26.95,26.95,20.45,19.25,4.39,22.49,13.24,14.18,26.75,14.47,-86.42,10.66,11.67

49,12:00-12:15,5.28,10.48,0,15,33,102.45,15,33,45,10,33,0,202.08,0,36,91,82,40.42,45,88.67,78,15.01,10.23,52.94,52.94,15.26,20.45,13.24,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,5.57,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.6,22.49,13.24,14.18,26.75,14.37,-86.42,10.66,11.67

50,12:15-12:30,5.28,10.48,0,15.83,33,101.47,15.83,33,47.51,10.67,33,0,204.57,0,37,91,82,40.92,45,88.67,78,15.61,10.23,52.94,52.94,15.26,20.45,13.24,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,5.47,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.6,22.49,13.24,14.18,26.75,14.37,-86.42,10.66,11.67

51,12:30-12:45,5.28,10.48,0,16.67,33,99.52,16.67,33,49.99,11.67,33,0,203.22,0,38,92,85,40.65,46,88.67,79,16.81,10.23,52.94,52.94,15.26,20.45,13.24,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,5.36,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.6,22.49,13.24,14.18,26.75,14.37,-86.42,10.14,11.67

52,12:45-13:00,5.28,10.48,0,17.5,33,97.57,17.5,33,52.5,12.33,33,0,201.94,0,39,92,85,40.39,46,88.67,79,18.01,10.23,52.94,52.94,15.26,20.45,13.24,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,5.24,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.6,22.49,13.24,14.18,26.75,14.37,-86.42,10.14,11.67

53,13:00-13:15,5.28,10.48,0,22.5,33,97.57,22.5,33,67.5,20,33,0,185.87,0,40,92,85,37.17,46,88.67,79,18.01,10.23,52.94,52.94,15.26,20.45,13.24,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,5.11,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.69,22.49,13.24,14.18,25.74,14.37,-86.42,10.14,11.67

54,13:15-13:30,5.28,10.48,0,23.33,33,99.52,23.33,33,70.01,20.67,33,0,181.97,0,40,92,85,36.39,46,88.67,79,19.41,10.23,52.94,52.94,15.26,20.45,13.24,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,5.11,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.69,22.49,13.24,14.18,25.74,14.37,-86.42,10.14,11.67

55,13:30-13:45,5.28,10.48,0,24.17,33,97.57,24.17,33,72.49,21.67,33,0,181.52,0,39,92,91,36.3,46,88.67,78,21.81,10.23,52.94,52.94,15.26,20.45,13.24,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,5.11,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.69,22.49,13.24,14.18,25.74,14.37,-86.42,10.14,11.67

56,13:45-14:00,5.28,10.48,0,25,33,94.64,25,33,75,22.67,33,0,180.87,0,39,89,91,36.17,45,88.67,76,21.81,10.23,52.94,52.94,15.26,20.45,13.24,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,5.11,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.69,22.49,13.24,14.18,25.74,14.37,-86.42,10.14,11.67

57,14:00-14:15,5.28,10.48,0,26.67,33,82.93,26.67,33,79.99,29.33,33,0,177.42,0,37,87,91,35.49,43,87.84,72,24.61,10.23,52.94,52.94,15.26,20.45,13.24,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,5.11,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.88,22.49,13.24,14.18,26.24,14.37,-86.42,10.36,11.67

58,14:15-14:30,5.28,10.48,0,28.33,33,80.98,28.33,33,85.01,29.33,33,0,176.28,0,36,83,90,35.26,42,85.79,69,26.21,10.23,52.94,52.94,15.26,20.45,13.24,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,5.11,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.88,22.49,13.24,14.18,26.24,14.37,-86.42,10.36,11.67

59,14:30-14:45,5.28,10.48,0,31.67,33,78.06,31.67,33,94.99,29.67,33,0,172.75,0,37,79,89,34.55,40,83.41,66,26.01,11.25,52.94,52.94,15.26,20.45,14.56,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,5.11,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.88,22.49,14.56,14.18,26.75,14.37,-86.42,10.36,11.67

60,14:45-15:00,5.28,10.48,0,33.17,33,43.09,33.17,33,99.49,29.67,33,0,167.9,0,36,73,86,33.58,37,81.1,63,26.61,10.77,52.94,52.94,15.26,20.45,13.93,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,5.11,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.88,22.49,13.93,14.18,26.75,14.37,-86.42,10.36,11.67

61,15:00-15:15,5.28,10.56,0,37.5,33,41.96,37.5,33,112.5,30.33,33,0,158.8,0,35,73,83,31.76,37,78.81,66,28.41,10.43,52.94,52.94,15.26,20.45,13.49,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,5.11,53.18,20.45,40.91,26.97,26.97,20.45,19.25,6.06,22.49,13.49,14.18,26.24,14.74,-86.42,10.66,11.67

