Block,Time Block,RAMPUR,RAPPB,SASAN,RIHAND1,SIMHST1,RSTPSU1TO6,RAPPC,RSTPSU7,SALAL,SEWA2,RIHAND3,SIMHST2,RIHAND2,NTPL,PARBATI3,NLCTS2EXP,NNTPP,NJPC,NAPP,NLCIIST1,MAPS,NLCIIST2,NLCEXP,KOLDAM,KUDGI,KOTESHWR,KGSU1AND2,KGSU3AND4,KKNP,KHSTPP-I,KISHANGANGA,KHSTPP-II,KKNPPU2,DULHASTI,DHAULIGNGA,DADRT2,FSTPP I & II,JHAJJAR,CHAMERA2,BRBCL,CHAMERA1,BSIUL,CHAMERA3,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,SINGRAULI,TelanganaSTPP,TEHRI,TANDA2,TALST2,SINGRAULI_HYDRO,TANAKPUR,TALA,URI2,UNCHAHAR2,UNCHAHAR1,URI,VALLURNTECL,UNCHAHAR4,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,325.89,69.06,0,0,24.47,0,66.88,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,408.53,17.46,250.34,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,5.52,0,23.22,29.97,12.31,34.94,0,0,17.61,0,0,0,0,0

7,01:30-01:45,0,0,325.89,69.06,0,0,24.47,0,66.88,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,401.56,17.46,250.34,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,5.52,0,23.22,29.97,11.39,34.94,0,0,17.61,0,0,0,0,0

8,01:45-02:00,0,0,325.89,69.06,0,0,24.47,0,66.88,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,393.25,17.46,250.34,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,5.52,0,23.22,29.97,11.39,34.94,0,0,17.61,0,0,0,0,0

9,02:00-02:15,0,0,325.89,69.06,0,0,24.47,0,16.73,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,415.89,15.52,231.07,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,31.66,13.99,34.94,0,0,18.73,0,0,0,0,0

10,02:15-02:30,0,0,325.89,69.06,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,407.26,15.52,231.07,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,31.66,13.99,34.94,0,0,18.73,0,0,0,0,0

11,02:30-02:45,0,0,325.89,69.06,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,399.58,15.52,230.69,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,23.12,11.79,34.94,0,0,13.93,0,0,0,0,0

12,02:45-03:00,0,0,325.89,69.06,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,392.22,15.52,230.69,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,23.12,11.79,34.94,0,0,13.93,0,0,0,0,0

13,03:00-03:15,0,0,325.89,73.86,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,390.64,15.52,231.43,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,27.6,12.95,34.94,0,0,17.3,0,0,0,0,0

14,03:15-03:30,0,0,325.89,82.82,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,392.55,15.52,231.43,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,27.6,12.95,34.94,0,0,17.3,0,0,0,0,0

15,03:30-03:45,0,0,325.89,69.06,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,393.77,15.52,231.43,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,27.6,12.95,34.94,0,0,17.3,0,0,0,0,0

16,03:45-04:00,0,0,325.89,69.06,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,403.36,15.52,231.43,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,27.6,12.95,34.94,0,0,17.3,0,0,0,0,0

17,04:00-04:15,0,0,325.89,69.06,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,422.55,15.37,231.43,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,27.6,12.95,34.94,0,0,17.3,0,0,0,0,0

18,04:15-04:30,0,0,325.89,69.06,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,445.57,16.46,231.43,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,27.6,12.95,34.94,0,0,17.3,0,0,0,0,0

19,04:30-04:45,0,0,325.89,88.25,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,463.76,17.46,279.18,0,19.18,0,12.51,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,11.66,0,0,0.72,0,0,23.22,33.21,15.66,34.94,0,0,20.81,0,0,0,0,0

20,04:45-05:00,0,0,325.89,88.25,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,496.5,17.46,335.09,0,19.18,0,12.51,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,11.9,0,0,0.72,0,0,23.22,33.21,15.66,34.94,0,0,20.81,0,0,0,0,0

21,05:00-05:15,0,0,325.89,88.25,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,537.49,17.46,344.07,0,19.18,0,12.51,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,23.26,0,0,0.72,0,0,23.22,40.66,19.71,34.94,0,0,25.32,0,0,0,0,0

22,05:15-05:30,0,0,325.89,76.74,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,593.47,17.46,378.71,0,19.18,0,12.51,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,34.81,0,0,0.72,0,0,23.22,40.66,19.71,34.94,0,0,25.32,0,0,0,0,0

23,05:30-05:45,0,0,325.89,67.14,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,22.44,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,631.83,17.46,416.92,0,19.18,13.42,12.51,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,34.81,0,0,0.72,0,0,31.74,40.66,19.71,34.94,0,0,25.32,0,0,0,0,0

24,05:45-06:00,0,0,325.89,57.55,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,44.87,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,652.62,17.46,416.92,0,19.18,26.91,12.51,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,34.81,0,0,0.72,0,0,31.74,40.66,19.71,34.94,0,0,25.32,0,0,0,0,0

25,06:00-06:15,0,0,325.89,57.55,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,67.31,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,7.6,654.92,17.46,416.92,12.63,19.18,40.43,12.51,9.29,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,34.81,0,0,0.72,0,0,31.74,40.66,19.71,38.13,0,0,25.32,0,0,0,0,0

26,06:15-06:30,0,0,325.89,57.55,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,3.42,0,0,89.74,22.84,0,0,0,0,0,0,17.03,0,0,0,43.67,0,142.25,0,31.62,15.33,654.92,17.46,416.92,25.27,19.18,40.43,12.51,18.56,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,46.41,0,0,0.72,0,0,31.74,40.66,19.71,38.13,0,0,25.32,0,0,0,0,0

27,06:30-06:45,0,0,325.89,57.55,0,0,24.47,0,25.64,15.16,59.62,0,113.91,0,3.66,0,0,112.18,22.84,0,0,0,0,0,0,37.46,0,0,0,43.67,0,142.25,0,47.41,26.29,654.92,17.46,416.92,37.9,19.18,40.43,18.76,27.87,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,47.14,0,0,0.72,0,0,31.74,40.66,19.71,38.13,0,0,25.32,0,0,0,0,0

28,06:45-07:00,0,0,325.89,57.55,0,0,24.47,0,25.64,15.16,59.62,0,113.91,0,15.87,0,0,134.62,22.84,0,0,0,0,0,0,37.46,0,0,0,43.67,0,142.25,0,47.41,26.29,654.92,17.46,416.92,37.9,19.18,40.43,18.76,27.87,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,47.14,0,0,0.72,0,0,31.74,40.66,19.71,38.13,0,0,25.32,0,0,0,0,0

29,07:00-07:15,0,0,325.89,57.55,0,0,24.47,0,25.64,15.16,59.62,0,113.91,0,15.87,0,0,134.62,22.84,0,0,0,0,0,0,37.46,0,0,0,43.67,0,142.25,0,47.41,26.29,654.92,17.46,416.92,37.9,19.18,40.43,18.76,27.87,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,47.14,0,0,0.72,0,0,31.74,40.66,19.71,34.94,0,0,25.32,0,0,0,0,0

30,07:15-07:30,0,0,325.89,57.55,0,0,24.47,0,25.64,15.16,59.62,0,113.91,0,15.87,0,0,134.62,22.84,0,0,0,0,0,0,37.46,0,0,0,43.67,0,142.25,0,47.41,26.29,654.92,17.46,416.92,37.9,19.18,40.43,18.76,27.87,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,47.14,0,0,0.72,0,0,31.74,40.66,19.71,34.94,0,0,25.32,0,0,0,0,0

31,07:30-07:45,0,0,325.89,57.55,0,0,24.47,0,25.64,15.16,59.62,0,113.91,0,15.87,0,0,115.9,22.84,0,0,0,0,0,0,37.46,0,0,0,43.67,0,142.25,0,47.41,26.29,654.92,17.46,416.92,37.9,19.18,40.43,18.76,27.87,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,47.14,0,0,0.72,0,0,31.74,40.66,19.71,34.94,0,0,25.32,0,0,0,0,0

32,07:45-08:00,0,0,325.89,57.55,0,0,24.47,0,25.64,15.16,59.62,0,113.91,0,3.42,0,0,89.74,22.84,0,0,0,0,0,0,37.46,0,0,0,43.67,0,142.25,0,47.41,26.29,654.92,17.46,416.92,37.9,19.18,40.43,18.76,27.87,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,47.14,0,0,0.72,0,0,31.74,40.66,19.71,34.94,0,0,25.32,0,0,0,0,0

33,08:00-08:15,0,0,325.89,57.55,0,0,24.47,0,25.64,15.16,59.62,0,113.91,0,0,0,0,67.31,22.84,0,0,0,0,0,0,17.03,0,0,0,43.67,0,142.25,0,31.62,15.33,610.46,17.46,416.92,37.9,19.18,23.64,6.25,9.29,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,47.14,0,0,0.72,0,0,31.74,40.66,19.71,34.94,0,0,25.32,0,0,0,0,0

34,08:15-08:30,0,0,325.89,57.55,0,0,24.47,0,25.64,15.16,59.62,0,113.91,0,0,0,0,44.87,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,7.6,597.99,17.46,416.92,12.63,19.18,23.64,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,47.14,0,0,0.72,0,0,31.74,40.66,19.71,38.13,0,0,25.32,0,0,0,0,0

35,08:30-08:45,0,0,325.89,57.55,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,22.44,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,7.6,546.08,17.46,416.92,12.63,19.18,13.42,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,47.14,0,0,0.72,0,0,23.22,40.66,19.71,38.13,0,0,25.32,0,0,0,0,0

36,08:45-09:00,0,0,325.89,57.55,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,22.44,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,498.12,17.46,368.55,0,19.18,13.42,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,34.81,0,0,0.72,0,0,23.22,40.66,19.71,38.13,0,0,25.32,0,0,0,0,0

37,09:00-09:15,0,0,325.89,57.55,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,502.55,17.46,368.55,0,19.18,13.42,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,34.81,0,0,0.72,0,0,23.22,40.66,19.71,38.13,0,0,25.32,0,0,0,0,0

38,09:15-09:30,0,0,325.89,57.55,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,447.13,17.46,322.05,0,19.18,11.83,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,34.81,0,0,0.72,0,0,23.22,33.89,15.67,34.94,0,0,21.07,0,0,0,0,0

39,09:30-09:45,0,0,325.89,57.55,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,395.33,17.46,268.74,0,19.18,11.83,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,34.81,0,0,0.72,0,0,23.22,27.6,12.95,34.94,0,0,17.3,0,0,0,0,0

40,09:45-10:00,0,0,325.89,57.55,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,360.8,17.46,228.71,0,19.18,11.83,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,34.81,0,0,0.72,0,0,23.22,22.36,11.39,34.94,0,0,13.93,0,0,0,0,0

41,10:00-10:15,0,0,325.89,64.17,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,0,0,360.8,15.39,228.71,0,19.18,11.8,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,34.81,0,0,0.72,0.49,0,23.22,22.36,11.39,34.94,0,0,13.93,0,0,0,0,0

42,10:15-10:30,0,0,325.89,77.41,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,0,0,360.8,15.39,228.71,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,23.82,0,0,0.72,5.52,0,23.22,22.36,11.39,34.94,0,0,13.93,0,0,0,0,0

43,10:30-10:45,0,0,325.89,87.57,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,0,0,360.8,15.39,228.71,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,23.82,0,0,0.72,5.52,0,23.22,22.36,11.39,34.94,0,0,13.93,0,0,0,0,0

44,10:45-11:00,0,0,325.89,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,0,0,360.8,15.39,231.43,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,23.82,0,0,0.72,5.52,0,23.22,22.36,11.39,34.94,0,0,13.93,0,0,0,0,0

45,11:00-11:15,0,0,325.89,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,37.64,0,142.25,0,0,0,360.8,15.39,231.43,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,23.82,0,0,0.72,5.52,0,23.22,22.36,11.39,34.94,0,0,13.93,0,0,0,0,0

46,11:15-11:30,0,0,325.89,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,37.64,0,142.25,0,0,0,360.8,15.39,231.43,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,23.82,0,0,0.72,5.52,0,23.22,22.36,11.39,34.94,0,0,13.93,0,0,0,0,0

47,11:30-11:45,0,0,325.89,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,37.64,0,142.25,0,0,0,360.8,15.39,231.43,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,23.82,0,0,0.72,5.52,0,23.22,22.36,11.39,34.94,0,0,19.27,0,0,0,0,0

48,11:45-12:00,0,0,325.89,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,37.64,0,142.25,0,0,0,360.8,15.39,228.71,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,23.82,0,0,0.72,0,0,23.22,22.36,11.39,34.94,0,0,19.41,0,0,0,0,0

49,12:00-12:15,0,0,320.49,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,37.64,0,142.25,0,0,0,360.8,15.39,228.71,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,11.9,0,0,0.72,0,0,23.22,22.36,11.39,34.94,0,0,19.41,0,0,0,0,0

50,12:15-12:30,0,0,320.49,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,37.64,0,122.6,0,0,0,307.91,15.39,228.71,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,11.9,0,0,0.72,0,0,23.22,22.36,11.39,34.94,0,0,19.41,0,0,0,0,0

51,12:30-12:45,0,0,320.49,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,24.48,0,94.66,0,15.81,0,264.88,15.39,228.71,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,22.36,11.39,34.94,0,0,19.41,0,0,0,0,0

52,12:45-13:00,0,0,320.49,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,24.48,0,94.66,0,15.81,0,264.88,15.39,228.71,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,22.36,11.39,34.94,0,0,19.41,0,0,0,0,0

53,13:00-13:15,0,0,320.49,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,24.48,0,79.72,0,0,0,264.88,15.39,228.71,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,22.36,11.39,34.94,0,0,19.41,0,0,0,0,0

54,13:15-13:30,0,0,320.49,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,24.48,0,79.72,0,0,0,264.88,15.39,228.71,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,22.36,11.39,34.94,0,0,19.41,0,0,0,0,0

55,13:30-13:45,0,0,320.49,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,24.48,0,79.72,0,0,0,264.88,15.39,228.71,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,22.36,12.34,34.94,0,0,20.77,0,0,0,0,0

56,13:45-14:00,0,0,320.49,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,24.48,0,79.72,0,0,0,264.88,15.39,228.71,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,22.36,12.34,34.94,0,0,20.77,0,0,0,0,0

57,14:00-14:15,0,0,320.49,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,24.48,0,78.24,0,0,0,264.88,15.39,228.71,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,11.9,0,0,0.72,0,0,23.22,22.36,12.34,34.94,0,0,20.77,0,0,0,0,0

58,14:15-14:30,0,0,320.49,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,24.48,0,78.24,0,0,0,264.88,15.39,228.71,0,19.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,11.9,0,0,0.72,0,0,23.22,22.36,12.34,34.94,0,0,20.77,0,0,0,0,0

59,14:30-14:45,0,0,320.49,88.25,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,24.48,0,92.95,0,0,0,264.88,15.39,228.71,0,19.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,11.9,0,0,0.72,0,0,23.22,22.36,12.34,34.94,0,0,20.77,0,0,0,0,0

60,14:45-15:00,0,0,320.49,88.25,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,24.48,0,94.66,0,0,0,332.03,15.39,228.71,0,19.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,23.82,0,0,0.72,0,0,23.22,22.36,12.34,34.94,0,0,20.77,0,0,0,0,0

