Block,Time Block,KOTESHWR,KOLDAM,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,BSIUL,BRBCL,CHAMERA2,CHAMERA1,KKNPPU2,KKNP,VALLURNTECL,ANTA_LF,ANTA_GF,ANTA_CRF,TALST2,TANAKPUR,TALA,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,UNCHAHAR4,TANDA2,URI2,SASAN,SIMHST1,SINGRAULI_HYDRO,SIMHST2,SALAL,SEWA2,SINGRAULI,KHSTPP-II,KGSU3AND4,KISHANGANGA,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KHSTPP-I,JHAJJAR,KGSU1AND2,RSTPSU7,CHAMERA3,RAMPUR,RIHAND2,RAPPC,RIHAND3,PARBATI3,RAPPB,RSTPSU1TO6,RIHAND1,NAPP,NNTPP,NTPL,NLCEXP,NLCIIST1,KUDGI,NJPC,NLCIIST2,MAPS,NLCTS2EXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,8.53,0,0,0,0,0,0,0,0,0,0,0,13.96,0,0,0,0,0,0,0,0,0,8.01,0,18.84,0,29.45,1.28,0,15.42,0,0,18.11,346.25,0,0,0,1.35,0,121.16,78.43,0,0,0,8.79,0,187.69,31.6,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,8.53,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1.72,0,18.84,0,29.45,1.28,0,15.42,0,0,18.11,346.25,0,0,0,1.35,0,121.16,78.43,0,0,0,8.79,0,187.69,31.6,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,8.53,0,0,0,0,0,0,0,0,0,0,0,13.15,0,0,0,0,0,0,0,0,0,1.72,0,18.84,0,29.45,1.28,0,15.42,0,0,4.27,346.25,0,0,0,1.35,0,121.16,78.43,0,0,0,8.79,0,187.69,31.6,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,8.53,0,0,0,0,0,0,0,0,0,0,0,11.86,0,0,0,0,0,0,0,0,0,8.01,0,18.84,0,29.45,1.28,0,15.42,0,0,4.27,346.25,0,0,0,1.35,0,121.16,78.43,0,0,0,8.79,0,187.69,31.6,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,8.53,0,0,0,0,0,0,0,0,0,0,0,13.48,0,0,0,0,0,0,0,0,0,1.72,0,18.84,0,29.45,1.28,0,15.42,0,0,4.27,346.25,0,0,0,1.35,0,121.16,78.43,0,0,0,8.79,0,187.69,31.6,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,8.53,0,0,0,0,0,0,0,0,0,0,0,15.61,0,0,0,0,0,0,0,0,0,1.72,0,18.84,0,29.45,1.28,0,15.42,0,0,4.27,346.25,0,0,0,1.35,0,121.16,78.43,0,0,0,8.79,0,187.69,31.6,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,8.53,0,0,0,0,0,0,0,0,0,0,0,15.57,0,0,0,0,0,0,0,0,0,1.72,0,18.84,0,29.45,1.28,0,15.42,0,0,4.27,346.25,0,0,0,1.35,0,121.16,78.43,0,0,0,8.79,0,187.69,31.6,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,8.53,0,0,0,0,0,0,0,0,0,0,0,17.62,0,0,0,0,0,0,0,0,0,8.01,0,18.84,0,29.45,1.28,0,15.42,0,0,4.27,346.25,0,0,0,1.35,0,121.16,65.81,0,0,0,8.79,0,187.69,31.6,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,8.53,0,0,0,0,0,0,0,0,0,0,0,15.65,0,0,0,0,0,0,0,0,0,8.01,0,18.84,0,29.45,1.28,0,15.42,0,0,4.27,346.25,0,0,0,1.35,0,121.16,65.81,0,0,0,8.79,0,187.69,31.6,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,8.53,0,0,0,0,0,0,0,0,0,0,0,16.97,0,0,0,0,0,0,0,0,0,8.01,0,18.84,0,29.45,1.28,0,15.42,0,0,4.27,346.25,0,0,0,1.35,0,121.16,65.81,0,0,0,8.79,0,187.69,31.6,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.72,0,18.84,0,29.45,1.28,0,15.42,0,0,4.27,346.25,0,0,0,1.35,0,121.16,65.81,0,0,0,8.79,0,187.69,31.6,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.72,0,18.84,0,29.45,1.28,0,15.42,0,0,4.27,346.25,0,0,0,1.35,0,121.16,65.81,0,0,0,8.79,15.85,187.69,31.6,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.72,0,18.84,0,29.45,1.28,0,15.42,0,0,4.27,346.25,0,0,0,1.35,0,121.16,65.81,0,0,0,8.79,15.85,216.4,31.6,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.72,0,18.84,0,29.45,1.28,0,15.42,0,0,4.27,346.25,0,0,0,1.35,0,121.16,78.43,0,0,0,8.79,15.85,263.76,31.6,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,8.01,0,18.84,0,29.45,1.28,0,15.42,0,0,4.27,346.25,0,0,0,1.35,0,121.16,78.43,0,0,0,8.79,15.85,311.85,31.6,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,8.01,0,18.84,0,29.45,1.28,0,15.42,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,8.79,15.85,359.94,43.49,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.72,0,18.84,0,29.45,1.28,0,15.42,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,8.79,15.85,408.03,43.49,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,8.01,0,22.02,0,35.96,1.28,0,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,10.32,15.85,456.12,43.49,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,18.22,0,0,0,0,0,0,0,0

24,05:45-06:00,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,3.2,0,0,0,0,0,0,0,0,1.72,0,22.79,0,36.19,1.28,0,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,10.32,15.85,513.47,43.49,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,36.43,0,0,0,0,0,0,0,0

25,06:00-06:15,8.53,0,0,0,0,0,0,0,0,0,0,1.06,19.24,12.67,0,0,0,0,0,0,0,0,1.72,0,25.38,0,40.78,1.28,14.97,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,8.78,11.25,15.85,513.47,43.49,293.35,0,0,0,0,114.22,51.99,119.57,3.67,0,0,88.49,42.22,0,0,0,0,0,54.65,0,0,0,0,0,0,0,0

26,06:15-06:30,25.6,0,0,0,0,0,0,0,0,0,0,6.27,19.24,25.33,0,0,0,0,0,0,0,0,8.01,0,25.38,0,40.78,1.28,29.94,17.64,0,0,4.27,346.25,0,0,0,8.94,0,121.16,95.09,0,0,8.78,11.25,31.7,543.06,43.49,381.83,0,0,9.31,0,114.22,51.99,119.57,15.92,0,0,88.49,42.22,0,0,0,0,0,91.08,0,0,0,0,0,0,0,0

27,06:30-06:45,38.31,0,0,0,0,0,0,0,0,0,0,12.54,19.24,25.33,11.55,0,0,0,0,0,0,0,8.01,0,25.38,0,40.78,1.28,59.86,17.64,0,0,4.27,346.25,0,0,0,40.23,0,121.16,95.09,0,0,15.88,11.25,47.54,546.99,43.49,423.19,0,0,27.95,0,114.22,51.99,119.57,15.92,0,0,88.49,42.22,0,0,0,0,0,112.48,0,0,0,0,0,0,0,0

28,06:45-07:00,38.31,0,0,0,0,0,0,0,0,0,0,12.54,19.24,25.33,26.98,0,0,0,0,0,0,0,6.03,0,25.38,0,40.78,1.28,59.86,17.64,0,0,4.27,346.25,0,0,0,40.23,5.07,121.16,95.09,0,0,35.15,11.25,47.54,610.6,43.49,423.19,0,0,27.95,0,114.22,51.99,119.57,15.92,0,0,88.49,42.22,0,0,0,0,0,129.7,0,0,0,0,0,0,0,0

29,07:00-07:15,38.31,0,0,0,0,0,0,0,0,0,0,12.54,19.24,25.33,26.98,0,0,0,0,0,0,0,0,0,25.38,0,40.78,2.13,59.86,17.66,0,0,4.27,346.25,0,0,0,40.23,5.07,121.16,95.09,0,0,35.15,11.25,47.54,657.04,43.49,423.19,0,0,27.95,0,114.22,51.99,119.57,15.92,0,0,88.49,42.22,0,0,0,0,0,134.98,0,0,0,0,0,0,0,0

30,07:15-07:30,38.31,0,0,0,0,0,0,0,0,0,0,12.54,19.24,25.33,26.98,0,0,0,0,0,0,0,0,0,25.38,0,40.78,25.48,59.86,19.34,0,0,4.27,346.25,0,0,0,40.23,5.07,121.16,95.09,0,0,35.15,11.25,47.54,652.85,43.49,408.51,0,0,27.95,0,114.22,51.99,119.57,15.92,0,0,88.49,42.22,0,0,0,0,0,134.98,0,0,0,0,0,0,0,0

31,07:30-07:45,38.31,0,0,0,0,0,0,0,0,0,0,12.54,19.24,25.33,26.98,0,0,0,0,0,0,0,0,0,25.38,0,40.78,25.48,59.86,19.77,0,0,4.27,346.25,0,0,0,8.94,5.07,121.16,95.09,0,0,35.15,11.25,47.54,652.85,43.49,422.85,0,0,27.95,0,114.22,51.99,119.57,15.92,0,0,88.49,42.22,0,0,0,0,0,134.98,0,0,0,0,0,0,0,0

32,07:45-08:00,38.31,0,0,0,0,0,0,0,0,0,0,12.54,19.24,25.33,13.51,0,0,0,0,0,0,0,0,0,25.38,0,40.78,25.48,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,35.15,11.25,47.54,652.85,43.49,422.85,0,0,27.95,0,114.22,51.99,119.57,3.42,0,0,88.49,42.22,0,0,0,0,0,134.98,0,0,0,0,0,0,0,0

33,08:00-08:15,18.97,0,0,0,0,0,0,0,0,0,0,6.27,19.24,25.33,13.51,0,0,0,0,0,0,0,1.11,0,25.38,0,40.78,3.18,44.91,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,15.5,11.25,31.7,652.85,43.49,422.85,0,0,9.31,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,91.08,0,0,0,0,0,0,0,0

34,08:15-08:30,8.53,0,0,0,0,0,0,0,0,0,0,1.06,19.24,25.33,0,0,0,0,0,0,0,0,1.11,0,25.38,0,40.78,1.6,44.91,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,7.75,11.25,15.85,657.04,43.49,422.85,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,59.21,0,0,0,0,0,0,0,0

35,08:30-08:45,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,12.67,0,0,0,0,0,0,0,0,1.11,0,25.38,0,40.78,1.6,29.94,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,657.04,43.49,422.85,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,38.26,0,0,0,0,0,0,0,0

36,08:45-09:00,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,12.67,0,0,0,0,0,0,0,0,1.11,0,25.38,0,40.78,1.6,14.97,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,652.85,43.49,422.85,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0

37,09:00-09:15,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.11,0,25.38,0,40.78,1.6,14.97,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,652.85,43.49,422.85,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0

38,09:15-09:30,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.11,0,25.38,0,40.78,25.48,0,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,652.85,43.49,422.85,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,21.22,0,0,0,0,0,0,0,0

39,09:30-09:45,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.11,0,25.38,0,40.78,25.48,0,19.77,0,0,10.35,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,652.85,43.49,422.85,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.11,0,25.38,0,40.78,25.48,0,19.77,0,0,10.35,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,654.77,43.49,422.85,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.11,0,25.38,0,40.78,3.18,0,19.77,0,0,10.35,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,638.62,43.49,423.19,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.11,0,25.38,0,40.78,1.6,0,19.77,0,0,10.35,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,629,43.49,423.19,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.11,0,25.38,0,40.78,1.28,0,17.64,0,0,10.35,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,586.33,43.49,364.52,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.11,0,25.38,0,40.78,1.28,0,17.64,0,0,10.35,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,552.67,43.49,305.85,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.11,0,25.38,0,40.78,1.28,0,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,518.04,43.49,253.92,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.11,0,25.38,0,40.78,1.28,0,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,518.04,43.49,253.92,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.11,0,25.38,0,40.78,1.28,0,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,0,460.7,43.49,253.92,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,3.08,0,25.38,0,40.78,1.28,0,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,0,412.61,43.49,253.92,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,3.08,0,25.38,0,40.78,1.28,0,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,0,364.52,43.49,253.92,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,3.08,0,25.38,0,40.78,1.28,0,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,0,316.43,43.49,253.92,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,3.08,0,25.38,0,40.78,1.28,0,17.64,0,0,4.27,346.25,0,0,0,8.94,0,121.16,95.09,0,0,0,11.25,0,297.2,43.49,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,3.08,0,25.38,0,40.78,1.28,0,17.64,0,0,4.27,346.25,0,0,0,40.23,0,121.16,95.09,0,0,0,11.25,0,281.81,43.49,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,3.45,0,22.79,0,36.19,1.28,0,17.64,0,0,4.27,346.25,0,0,0,40.23,0,121.16,95.09,0,0,0,10.38,0,232.76,43.49,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,3.45,0,22.79,0,36.19,1.28,0,17.64,0,0,4.27,346.25,0,0,0,40.23,0,121.16,95.09,0,0,0,10.32,0,203.9,43.49,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,3.45,0,22.79,0,36.19,1.28,0,17.64,0,0,4.27,346.25,0,0,0,40.23,0,121.16,95.09,0,0,0,10.32,0,199.09,43.49,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,3.45,0,22.79,0,36.19,1.28,0,17.64,0,0,4.27,346.25,0,0,0,8.94,0,121.16,95.09,0,0,0,10.32,0,199.09,43.49,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,3.45,0,22.79,0,36.19,1.28,0,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,10.32,0,215.44,43.49,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,3.45,0,22.79,0,36.19,1.28,0,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,10.32,0,232.76,43.49,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,3.45,0,22.79,0,36.19,1.28,9.81,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,10.32,0,257.76,43.49,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,3.45,0,22.79,0,36.19,1.28,14.97,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,10.32,0,278.92,43.49,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,3.45,0,22.79,0,36.19,1.28,29.94,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,10.32,0,297.2,43.49,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,3.45,0,22.79,0,36.19,1.28,44.91,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,10.32,0,354.9,43.49,232.76,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

