Block,Time,BRBCL,KHSTPP-I,KISHANGANGA,RIHAND1,SINGRAULI,TALA,TALST2,TANAKPUR,DADRT2,FSTPP I & II,JHAJJAR,KGSU3AND4,KOTESHWR,NLCIIST1,NLCIIST2,PARBATI3,SEWA2,SIMHST1,TANDA2,CHAMERA2,KGSU1AND2,KHSTPP-II,KKNP,NNTPP,RAPPB,RIHAND3,RSTPSU1TO6,SALAL,SASAN,UNCHAHAR3,URI2,VALLURNTECL,CHAMERA1,KOLDAM,KUDGI,NJPC,NLCEXP,RAMPUR,UNCHAHAR1,ANTA_CRF,AURY_CRF,KKNPPU2,MAPS,NLCTS2EXP,UNCHAHAR4,ANTA_LF,AURY_GF,RAPPC,SINGRAULI_HYDRO,URI,ANTA_GF,AURY_RF,DADRI_RF,BSIUL,CHAMERA3,DULHASTI,RSTPSU7,TEHRI,ANTA_RF,AURY_LF,DADRI_CRF,DADRI_GF,DHAULIGNGA,NAPP,NTPL,RIHAND2,SIMHST2,TelanganaSTPP,UNCHAHAR2,DADRI_LF
65,16:00-16:15,20,45.22,0,92,139.68,0,0,5.13,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,15.56,28.04,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

66,16:15-16:30,20,45.22,0,92,139.68,0,0,5.13,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,15.56,28.04,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

67,16:30-16:45,20,45.22,0,92,139.68,0,0,5.13,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,18.94,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,31.13,28.04,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

68,16:45-17:00,20,45.22,0,92,139.68,0,0,5.13,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,33.14,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,31.13,28.04,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

69,17:00-17:15,20,45.22,0,92,139.68,0,0,3.07,682.78,14.87,434.9,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,62.5,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,46.69,28.04,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

70,17:15-17:30,20,45.22,0,92,139.68,0,0,3.07,682.78,14.87,434.9,0,8.87,0,0,0,0,0,0,4,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,12.01,0,0,93.56,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,1.1,9.68,0,0,46.69,28.04,0,0,0,9.13,43.04,0,118.76,0,0,21.19,22.47

71,17:30-17:45,20,45.22,0,92,139.68,0,0,3.07,682.78,14.87,434.9,0,8.87,0,0,0,5.27,0,0,8,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,26.86,0,0,116.95,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,6.52,19.36,16.48,0,62.24,28.04,0,0,0,18.27,43.04,0,118.76,0,0,21.19,22.47

72,17:45-18:00,20,45.22,0,92,139.68,0,0,3.07,682.78,14.87,434.9,0,9.86,0,0,0,10.54,0,0,26.34,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,41.43,0,0,140.34,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,13.04,29.06,32.96,0,62.24,28.04,0,0,0,36.55,43.04,0,118.76,0,0,21.19,22.47

73,18:00-18:15,20,45.22,0,92,139.68,0,0,3.07,682.78,14.87,434.9,0,9.86,0,0,0,10.54,0,0,26.34,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,42.15,0,0,140.34,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,4.41,0,70.59,66.85,13.04,29.06,32.96,0,62.24,28.35,0,0,0,36.55,43.04,0,118.76,0,0,21.19,22.47

74,18:15-18:30,20,45.22,0,92,139.68,0,0,3.07,682.78,14.87,434.9,0,9.86,0,0,0,10.54,0,0,26.34,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,42.15,0,0,140.34,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,4.41,0,70.59,66.85,13.04,29.06,32.96,0,62.24,28.35,0,0,0,36.55,43.04,0,118.76,0,0,21.19,22.47

75,18:30-18:45,20,45.22,0,92,139.68,0,0,3.07,682.78,14.87,434.9,0,9.86,0,0,0,10.54,0,0,26.34,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,42.15,0,0,140.34,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,39.75,0,70.59,66.85,13.04,29.06,32.96,0,62.24,28.35,0,0,0,36.55,43.04,0,118.76,0,0,21.19,22.47

76,18:45-19:00,20,45.22,0,92,139.68,0,0,3.07,682.78,14.87,434.9,0,9.86,0,0,0,10.54,0,0,26.34,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,42.15,0,0,140.34,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,39.75,0,70.59,66.85,13.04,29.06,32.96,0,62.24,28.35,0,0,0,36.55,43.04,0,118.76,0,0,21.19,22.47

77,19:00-19:15,20,45.22,0,92,139.68,0,0,3.07,683.14,14.87,436.2,0,9.86,0,0,3.82,10.54,0,0,26.34,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,10.76,0,42.15,0,0,140.34,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,3.31,0,70.59,66.85,13.04,29.06,32.96,0,62.24,28.46,0,0,0,36.55,43.04,0,118.76,0,0,21.19,22.47

78,19:15-19:30,20,45.22,0,92,139.68,0,0,3.07,683.14,14.87,436.2,0,8.87,0,0,16.55,10.54,0,0,13.06,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,10.76,0,26.15,0,0,140.34,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,6.52,9.68,16.48,0,62.24,28.46,0,0,0,18.23,43.04,0,118.76,0,0,21.19,22.47

79,19:30-19:45,20,45.22,0,92,139.68,0,0,3.07,683.14,14.87,436.2,0,8.87,0,0,16.55,5.27,0,0,4,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,10.76,0,12.01,0,0,116.95,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,6.52,0,0,0,62.24,28.46,0,0,0,9.11,43.04,0,118.76,0,0,21.19,22.47

80,19:45-20:00,20,45.22,0,92,139.68,0,0,3.07,683.14,14.87,436.2,0,8.87,0,0,16.55,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,10.76,0,0,0,0,93.56,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,1.1,0,0,0,62.24,28.46,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

81,20:00-20:15,20,45.22,0,92,139.68,0,0,1.15,683.14,14.87,436.2,0,8.87,0,0,16.55,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,64.4,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,6.63,0,70.59,66.85,0,0,0,0,46.69,28.77,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

82,20:15-20:30,20,45.22,0,92,139.68,0,0,1.15,683.14,14.87,436.2,0,8.87,0,0,16.55,0,0,0,1.87,0,98.87,0,0,0,124.32,0,12.78,418.77,26.39,4.57,0,0,0,0,43.18,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,6.63,0,70.59,66.85,0,0,0,0,46.69,28.77,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

83,20:30-20:45,20,45.22,0,92,139.68,0,0,1.15,683.14,14.87,436.2,0,8.87,0,0,16.55,0,0,0,1.87,0,98.87,0,0,0,124.32,0,55.77,418.77,26.39,4.57,0,0,0,0,23.39,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,3.31,0,70.59,66.85,0,0,0,0,31.13,28.77,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

84,20:45-21:00,20,45.22,0,92,139.68,0,0,1.15,683.14,14.87,436.2,0,8.87,0,0,3.18,0,0,0,1.87,0,98.87,0,0,0,124.32,0,55.77,418.77,26.39,4.57,0,0,0,0,17.05,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,3.31,0,70.59,66.85,0,0,0,0,15.56,28.77,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

85,21:00-21:15,20,45.22,0,92,139.68,0,0,1.15,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,55.77,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,39.75,0,70.59,66.85,0,0,0,0,15.56,28.88,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

86,21:15-21:30,20,45.22,0,92,139.68,0,0,1.15,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,55.77,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,39.75,0,70.59,66.85,0,0,0,0,0,28.88,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

87,21:30-21:45,20,45.22,0,92,139.68,0,0,1.15,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,12.78,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,11.04,0,70.59,66.85,0,0,0,0,0,28.88,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

88,21:45-22:00,20,45.22,0,92,139.68,0,0,1.15,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,4.41,0,70.59,66.85,0,0,0,0,0,28.88,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

89,22:00-22:15,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,3.31,0,70.59,66.85,0,0,0,0,0,28.88,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

90,22:15-22:30,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,3.31,0,70.59,66.85,0,0,0,0,0,28.88,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

91,22:30-22:45,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,3.31,0,70.59,66.85,0,0,0,0,0,28.88,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

92,22:45-23:00,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,3.31,0,70.59,66.85,0,0,0,0,0,28.88,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

93,23:00-23:15,20,45.22,0,92,139.68,0,0,3.85,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.11,0,70.59,66.85,0,0,0,0,0,28.88,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

94,23:15-23:30,20,45.22,0,92,139.68,0,0,3.85,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.11,0,70.59,66.85,0,0,0,0,0,28.88,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

95,23:30-23:45,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.11,0,70.59,66.85,0,0,0,0,0,28.88,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

96,23:45-24:00,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,0,28.88,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

