Column1,Time,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05,GNARE/NR/2024/12/20/3668,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,GNA/NR/2025/08/01/4452,GNA/NR/2025/06/07/5932,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/6209,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/6475,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/08/01/4125,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/08/01/6187,GNA/NR/2025/08/01/5784,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/2952,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/2414,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/6452,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/3698
46,11:15-11:30,29.33,26.66,70.33,8,79.97,99.77,93.9,26.66,70.34,98,33,93,47,33,33,48.5,242.5,0,87,47,15.21,-216.67,15.16,6.49,81.58,3.17,20.71,37.93,14.54,269.94,28.86,81.58,58.87,10.71,11.72,70,15.16,11.3,4.42,19.2,40.79,26.95,20.4,27.25,10.46,26.95,50.67,6.05,20.4,14.54

47,11:30-11:45,36.7,31.67,77.67,8,94.99,100,95.63,31.67,77.66,98,33,97,48,33,33,48.5,242.5,0,87,48,15.21,-216.67,16.66,6.49,81.58,3.17,20.71,57.77,14.54,269.94,28.86,81.58,81.74,10.71,12.87,70,16.66,11.3,4.42,19.2,40.79,26.95,20.4,27.25,10.46,26.95,50.67,6.05,20.4,14.54

48,11:45-12:00,37.43,32.17,77.67,8,96.49,100,107.18,32.17,77.66,98,33,97,48,33,33,48.5,242.5,0,87,48,15.21,-216.67,17.02,6.49,81.58,3.17,20.71,57.77,14.54,269.94,28.86,81.58,81.74,10.71,13.16,70,17.02,11.3,4.42,19.2,40.79,26.95,20.4,26.24,10.46,26.95,50.67,6.05,20.4,14.54

49,12:00-12:15,30,32.67,78,8,97.99,100,109.13,32.67,78,98,33,90,45,33,33,48.5,242.5,0,81,48,15.21,-216.67,17.06,6.88,81.58,3.22,20.71,75.64,14.54,269.94,28.86,81.58,111.61,10.71,13.18,70,17.06,11.3,4.62,19.2,40.79,26.96,20.4,26.24,10.46,26.96,50.67,6.98,20.4,14.54

50,12:15-12:30,30.3,33.67,78.67,8,100.99,100,110.11,33.67,78.66,98,33,90,45,33,33,48.5,242.5,0,81,48,15.21,-216.67,17.12,6.88,81.58,3.22,20.71,75.64,14.54,269.94,28.86,81.58,111.61,10.71,13.23,70,17.12,11.3,4.62,19.2,40.79,26.96,20.4,26.24,10.46,26.96,50.67,6.98,20.4,14.54

51,12:30-12:45,28.17,30.9,70.8,8,92.72,100,111.08,30.9,70.8,98,33,90,45,33,33,47.5,237.5,0,81,50,15.21,-216.67,17.21,6.88,81.58,3.22,20.71,75.64,14.54,269.94,28.86,81.58,111.61,10.71,13.3,70,17.21,11.3,4.62,19.2,40.79,26.96,20.4,26.24,10.46,26.96,50.67,6.98,20.4,14.54

52,12:45-13:00,27.94,30.73,71.1,8,92.16,100,112.06,30.73,71.1,98,33,90,45,33,33,47.5,237.5,0,81,50,15.21,-216.67,17.33,6.88,81.58,3.22,20.71,75.64,14.54,269.94,28.86,81.58,111.61,10.71,13.39,70,17.33,11.3,4.62,19.2,40.79,26.96,20.4,26.24,10.46,26.96,50.67,6.98,20.4,14.54

53,13:00-13:15,27.94,26.67,71.1,9.2,79.99,98.33,112.06,26.67,71.1,97,33,90,45,33,33,46.06,230.28,0,81,50,15.21,-216.67,17.18,6.88,81.58,3.22,20.71,55.8,14.54,231.55,28.86,81.58,83.92,10.71,13.28,70,17.18,14.05,4.62,19.2,40.79,26.96,20.4,26.24,10.46,26.96,50.67,7.45,20.4,14.54

54,13:15-13:30,28.08,27,70.5,9.6,81,98.33,112.06,27,70.5,95,33,90,45,33,33,46.06,230.28,0,81,50,15.21,-216.67,17.09,6.88,81.58,3.22,20.71,55.8,14.54,193.16,28.86,81.58,83.92,10.71,13.2,70,17.09,14.05,4.62,19.2,40.79,26.96,20.4,26.24,10.46,26.96,50.67,7.45,20.4,14.54

55,13:30-13:45,33,27.33,64,16,82.01,98.33,102.31,27.33,64,93,33,90,45,33,33,46.06,230.28,0,81,48,15.21,-216.67,17.05,6.88,81.58,3.22,20.71,55.8,14.54,210.55,28.86,81.58,83.92,10.71,13.17,70,17.05,14.05,4.62,19.2,40.79,26.96,20.4,26.24,10.46,26.96,50.67,11.16,20.4,14.54

56,13:45-14:00,33.33,27.5,63.67,16.4,82.5,98.33,100.36,27.5,63.66,92,33,90,45,33,33,46.06,230.28,0,81,48,15.21,-216.67,17.07,6.88,81.58,3.22,20.71,55.8,14.54,248.94,28.86,81.58,103.59,10.71,13.19,70,17.07,14.05,4.62,19.2,40.79,26.96,20.4,26.24,10.46,26.96,50.67,11.16,20.4,14.54

57,14:00-14:15,33.67,27.67,66.67,17,82.99,96.58,97.44,27.67,66.66,88,33,80,40,33,33,43.75,218.77,0,76,45,15.21,-216.67,16.66,6.88,81.58,3.22,20.71,55.8,14.54,210.55,28.86,81.58,83.92,0,12.88,70,16.66,14.05,4.39,19.2,40.79,26.96,20.4,26.24,0,26.96,50.67,0,20.4,14.54

58,14:15-14:30,34,27.83,66,18.8,83.51,94.46,94.52,27.83,66,87,33,80,40,33,33,43.45,217.23,0,75,43,15.21,-216.67,16.3,6.88,81.58,3.22,20.71,55.8,14.54,172.16,28.86,81.58,83.92,0,12.59,70,16.3,14.05,4.39,19.2,40.79,26.96,20.4,26.24,0,26.96,50.67,0,20.4,14.54

59,14:30-14:45,34.29,28,72.6,21.41,84,91.75,92.57,28,72.6,87,33,83,42,33,33,42.99,214.93,0,78,41,15.21,-216.67,15.96,6.88,81.58,3.22,20.71,55.8,14.54,201.5,28.86,81.58,83.92,0,12.33,70,15.96,14.05,4.39,19.2,40.79,26.96,20.4,26.24,0,26.96,50.67,0,20.4,14.54

60,14:45-15:00,33.63,28.17,72.97,21.01,84.49,88.56,87.7,28.17,72.96,85,33,83,42,33,33,42.22,211.09,0,75,39,15.21,-216.67,15.66,6.88,81.58,3.22,20.71,55.8,14.54,230.26,28.86,81.58,83.92,0,12.1,70,15.66,14.05,4.39,19.2,40.79,26.96,20.4,26.75,0,26.96,50.67,0,20.4,14.54

61,15:00-15:15,32.97,28.67,72.6,21.01,85.99,87.94,83.8,28.67,72.6,80,33,80,40,33,33,43.04,215.18,0,72,40,15.21,-216.67,15.26,6.87,81.58,3.22,20.71,55.8,14.54,250.19,28.86,81.58,83.92,0,11.79,70,15.26,14.05,4.39,19.2,40.79,26.96,20.4,27.25,0,26.96,50.67,0,20.4,14.54

62,15:15-15:30,32.31,28.83,71.5,21.01,86.51,83.5,79.9,28.83,71.5,77,33,77,38,33,33,41.13,205.63,0,69,38,15.21,-108.33,14.34,6.87,81.58,3.22,20.71,55.8,14.54,261.66,28.86,81.58,83.92,0,11.08,70,14.34,14.05,4.39,19.2,40.79,26.96,20.4,28.27,0,26.96,50.67,0,20.4,14.54

63,15:30-15:45,31.32,32.29,70.77,21.01,96.89,78.63,76,32.29,70.76,71,33,73,37,33,33,38.95,194.75,0,64,36,15.21,-0,13.43,6.87,81.58,3.22,20.71,55.8,14.54,269.94,28.86,81.58,111.61,0,10.38,70,13.43,14.05,4.39,19.2,40.79,26.96,20.4,28.27,0,26.96,50.67,0,20.4,14.54

64,15:45-16:00,30.66,32.32,69.67,21.01,96.95,73.78,74.05,32.32,69.66,65,33,68,34,33,33,36.62,183.11,0,60,34,15.21,-0,12.52,6.87,81.58,3.22,20.71,75.31,14.54,269.94,28.86,81.58,111.61,0,9.68,70,12.52,14.05,4.39,19.2,40.79,26.96,20.4,28.77,0,26.96,50.67,0,20.4,14.54

65,16:00-16:15,32.2,31.73,73.33,21.01,95.16,68.67,72.11,31.73,73.34,61,33,63,32,24,33,35.33,176.63,0,55,32,15.21,-0,11.29,6.74,81.58,3.22,20.71,75.33,14.54,269.94,28.86,81.58,111.61,0,8.74,70,11.29,14.05,4.39,19.2,40.79,26.96,20.4,29.27,0,26.96,50.67,0,20.4,14.54

