Column1,Time,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,GNARE/SR/2025/01/13/4532,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/6160,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/4138,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/01/6957,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/7902,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/9395,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/3877,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/8456,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/01/9154,GNA/NR/2025/05/01/5800,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/8068,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/2474
19,04:30-04:45,0,0,0,0,0,0,0,28.01,0,0,0,0,14.44,11.61,0,0,0,15.49,163.71,30,13.48,96.3,0,0,0,0,0,0,0,0,0,0,3.11,272.29,0,88.02,3.64,0,86.86,28.89,27.24,5.2,10.17,30,260.59,0,122.78,0,16.99,0,10.59,5.14,163.71,28.94

20,04:45-05:00,0,0,0,0,0,0,0,25.81,0,0,0,0,14.44,11.61,0,0,0,15.49,163.71,30,13.48,96.3,0,0,0,0,0,0,0,0,0,0,3.5,272.29,0,88.02,3.64,0,86.86,28.89,27.24,5.2,10.17,30,260.59,0,122.78,0,16.99,0,10.59,5.14,163.71,28.94

21,05:00-05:15,0,0,0,0,0,0,0,23.41,0,0,0,0,14.44,11.33,0,0,0,9.29,163.71,30,13.48,96.3,0,13.33,0,0,13.33,41.33,40.01,41.34,12.67,0,4.28,272.29,0,88.02,3.64,0,67.97,28.89,26.24,5.2,10.17,30,200.66,0,122.78,0,18.87,0,10.59,4.99,163.71,28.94

22,05:15-05:30,0,0,0,0.02,0,0,0,21.21,0,0,0,0,14.44,11.33,0,0,0,9.29,163.71,30,13.48,96.3,0,12.67,0,0,12.67,39.67,37.99,39.66,12,0,4.28,272.29,0,88.02,3.64,0,67.97,28.89,26.24,5.2,10.17,30,200.66,0,122.78,0,21.23,0,10.59,4.99,163.71,28.94

23,05:30-05:45,0,0,0,0.12,0,0,0,19.61,0,0,0,0,14.44,11.33,0,0,0,9.29,163.71,30,13.48,96.3,0,19.43,0,0,19.43,50,58.28,49.99,11.33,0,4.28,272.29,0,88.02,3.64,0,67.97,28.89,27.25,5.2,10.17,30,260.59,0,122.78,0,23.6,0,10.59,4.99,163.71,28.94

24,05:45-06:00,0,0,0,0.13,0,1.14,0,18.01,0,0,0,0,14.44,11.33,0,0,0,9.29,163.71,30,13.48,96.3,0,18.1,0,0,18.1,47.88,54.31,47.87,10.67,0,4.28,272.29,0,88.02,3.64,0,67.97,28.89,27.25,5.2,10.17,30,260.59,0,122.78,0,25.96,0,10.59,4.99,163.71,28.94

25,06:00-06:15,5.1,1,0,0.67,1,3.29,0,16.21,2.23,0.45,1,0,14.44,11.15,0,0,0,9.29,163.71,30,13.48,96.3,0,18.15,0,1,18.15,45.98,54.47,45.97,13.63,5.2,4.11,272.29,0,88.02,3.64,0,67.97,28.89,28.26,5.2,9.55,30,200.66,0,122.78,0,28.32,0,10.59,4.83,163.71,28.94

26,06:15-06:30,15.6,2,0,1.42,2,7.1,0,14.81,3.73,0.75,5,0,14.44,11.15,0,0,0,9.29,163.71,25.4,13.48,96.3,0,16.39,2,2,16.39,41.88,49.19,41.87,12.4,13.6,4.11,272.29,0,88.02,3.64,0,67.97,28.89,28.26,5.2,9.55,30,200.66,0,122.78,0,30.68,0,10.59,4.83,163.71,28.94

27,06:30-06:45,30.98,3,0,5.13,3,11.79,0,11.61,10.65,2.13,7,0,14.44,11.15,0,0,0.69,9.29,163.71,25.4,13.48,96.3,0,14.63,5,3,14.63,38.6,43.88,38.59,11.11,25.6,4.11,272.29,0.69,88.02,3.64,0,67.97,28.89,27.25,5.2,9.55,30,200.66,0.53,122.78,0,33.04,0,10.59,4.83,163.71,28.94

28,06:45-07:00,32.15,6,1,8.18,5,17.64,0,10.2,18.14,3.63,9,0,14.44,11.15,0,0,1.29,9.29,163.71,25.4,13.48,96.3,0,13.18,8,4,13.18,36.71,39.55,36.7,9.87,32.14,4.11,272.29,1.29,88.02,3.64,0,67.97,28.89,27.25,5.2,9.55,30,200.66,0.99,122.78,0,35.11,0,10.59,4.83,163.71,28.94

29,07:00-07:15,31.65,9,6,12.17,7,24.39,0,9,28.76,5.75,13,0,14.44,10.97,0,0,2.05,9.29,163.71,26.5,13.48,96.3,0,13.2,13,7,13.2,33.78,39.59,33.77,9.14,31.65,4.11,272.29,2.05,88.02,3.54,0,67.97,28.89,27.25,5.2,9.55,26.5,200.66,1.59,122.78,0,35.11,0,10.59,4.83,163.71,28.94

30,07:15-07:30,32.34,13,12,17.24,9,26.97,0,8.4,41.27,8.26,19,0,14.44,10.97,0,0,2.95,9.29,163.71,26.5,13.48,96.3,0,11.6,16,9,11.6,32.05,34.81,32.05,8.4,32.33,4.11,272.29,2.95,88.02,3.54,0,55.77,28.89,28.26,5.2,9.55,26.5,200.66,2.28,122.78,0,35.11,0,10.59,4.83,163.71,28.94

31,07:30-07:45,32.1,20,18,23.34,12,31.47,0,14.81,55.22,11.05,25,0,14.44,10.97,0,0,4.02,9.29,163.71,26.5,13.48,96.3,0,13.33,22,13,13.33,31.37,40.01,31.37,7.74,32.1,3.96,231.12,4.02,88.02,3.54,0,57.46,28.89,28.26,5.2,9.55,26.5,165.34,3.1,122.78,0,35.11,0,10.59,4.83,163.71,28.94

32,07:45-08:00,30.1,26,24,30.14,16,38.44,0,13.61,71.95,14.39,32,0,14.44,10.97,0,0,5.16,9.29,163.71,26.5,13.48,96.3,0,13,30,16,13,32.07,39,32.06,7.39,30.1,3.96,192.6,5.16,88.02,3.54,0,45.26,28.89,28.26,5.2,9.55,26.5,133.86,3.99,122.78,0,35.11,0,10.59,4.83,163.71,28.94

33,08:00-08:15,30.73,34,30,37.28,21,45.55,0,12.41,91.5,18.3,39,0,14.44,10.79,0,0,6.16,9.29,163.71,26.5,13.48,0,0,12.5,30.73,19,12.5,46.67,37.5,46.66,10.5,30.74,3.96,149.76,6.16,100.33,3.54,0,45.26,28.89,28.76,5.2,9.55,26.5,133.86,4.76,122.78,0,35.11,0,10.59,4.76,163.71,28.94

34,08:15-08:30,31.23,40,37,44.44,25,52.66,0,11.61,110.17,22.03,45,0,14.44,10.79,0,0,7.29,9.29,163.71,26.5,13.48,0,0,12.17,31.23,23,12.17,46.33,36.49,46.34,9.74,31.24,3.96,149.76,7.29,100.33,3.54,0,45.26,28.89,29.27,5.2,9.55,26.5,133.86,5.63,122.78,0,35.11,0,10.59,4.76,163.71,28.94

35,08:30-08:45,31.23,49,45,51.78,27,61.93,0,11,128.09,25.62,52,0,14.44,10.79,0,0,8.38,9.29,163.71,26.5,13.48,0,0,11.67,31.23,26,11.67,46,34.99,46,9.25,31.24,4.28,149.76,8.38,52.96,3.54,0,45.26,28.89,29.27,5.2,9.55,26.5,133.86,6.47,122.78,0,35.11,0,10.59,4.76,163.71,28.94

36,08:45-09:00,31.9,55,52,59.02,30,73.57,0,10,145.37,29.07,59,0,14.44,10.79,0,0,9.37,9.29,163.71,26.5,13.48,0,0,11.33,31.9,29,11.33,45.33,34.01,45.34,8.73,31.9,4.28,149.76,9.37,52.96,3.54,0,45.26,28.89,29.78,5.2,9.55,26.5,133.86,7.24,122.78,0,35.11,0,10.59,4.76,163.71,28.94

37,09:00-09:15,32.5,62,58,65.52,32,70.52,0,9,162.97,32.6,67,0,14.44,10.6,0,0,10.45,9.29,163.71,26.61,13.48,0,0,10.83,32.5,33,10.83,44.67,32.51,44.66,8.48,32.5,4.28,149.76,10.45,52.96,3.46,0,45.26,28.89,28.76,5.2,9.55,26.61,133.86,8.07,122.78,0,35.11,0,10.59,4.76,163.71,28.94

38,09:15-09:30,32.5,66,64,72.09,34,79.9,0,8,179.09,35.82,72,0,14.44,10.6,0,0,11.37,9.29,163.71,26.61,13.48,0,0,10.33,32.5,36,10.33,44,31.01,44,8.24,32.5,4.28,149.76,11.37,52.96,3.46,0,45.26,28.89,29.27,5.2,9.55,26.61,133.86,8.79,122.78,0,35.11,0,10.59,4.76,163.71,28.94

39,09:30-09:45,32.5,73,70,78.18,36,87.55,0,7,197.05,39.41,77,0,14.44,10.6,0,0,12.13,9.29,163.71,26.61,13.48,0,0,10,32.5,39,10,29,30,29,8,32.5,4.28,149.76,12.13,52.96,3.46,0,45.26,28.89,30.28,5.2,9.55,26.61,133.86,9.38,122.78,0,35.11,0,10.59,4.76,163.71,28.94

40,09:45-10:00,32.5,79,76,83.21,38,95.21,0,6.4,210.64,42.13,83,0,14.44,10.6,0,0,13.04,9.29,163.71,26.61,13.48,0,0,9.67,32.5,42,9.67,28.67,28.99,28.66,7.84,32.5,4.28,149.76,13.04,52.96,3.46,0,45.26,28.89,30.28,5.2,9.55,26.61,133.86,10.08,122.78,0,35.11,0,10.59,4.76,163.71,28.94

41,10:00-10:15,32.5,84,81,87.72,40,102.04,0,6.4,224.15,44.83,89,0,14.44,10.41,0,0,13.76,9.29,163.71,26.61,13.48,0,0,9.17,32.5,45,9.17,34.67,27.49,34.66,9.73,32.5,4.19,149.76,13.76,52.96,3.46,0,45.26,28.89,26.74,5.2,9.55,26.61,133.86,10.64,122.78,0,35.11,0,10.59,4.6,163.71,28.94

42,10:15-10:30,32.5,87,84,91.71,41,107.79,0,6.4,236.92,47.38,93,0,14.44,10.41,0,0,14.49,9.29,163.71,26.61,13.48,0,0,9.85,32.5,47,9.85,34,29.52,34,10.33,32.5,4.19,149.76,14.49,52.96,3.46,0,45.26,28.89,26.74,5.2,9.55,26.61,133.86,11.2,122.78,0,35.11,0,10.59,4.6,163.71,28.94

43,10:30-10:45,32.5,91,85,95.46,42,121.21,0,6.4,246.5,49.3,93,0,14.44,10.41,0,0,15.43,7.74,163.71,26.61,13.48,0,0,10.5,32.5,47,10.5,33.33,31.48,33.34,10.86,32.5,4.19,192.6,15.43,52.96,3.46,0,45.26,28.89,26.74,5.2,9.55,26.61,133.86,11.93,122.78,0,35.11,0,10.59,4.6,163.71,28.94

44,10:45-11:00,32.5,94,85,99.12,43,123.64,0,6.4,246.5,49.3,93,0,14.44,10.41,0,0,16.02,7.74,163.71,26.61,13.48,0,0,11.14,32.5,47,11.14,33.33,33.43,33.34,11.4,32.5,4.19,231.12,16.02,52.96,3.46,0,45.26,28.89,26.74,5.2,9.55,26.61,133.86,12.38,122.78,0,35.11,0,10.59,4.6,163.71,28.94

45,11:00-11:15,33,97,85,100,43,115.96,0,2.6,246.5,49.3,93,0,14.44,10.32,0,0,16.76,7.74,163.71,26.61,13.48,0,0,12.03,33,47,12.03,38.67,36.07,38.66,12.27,33,4.19,231.12,16.76,52.96,3.36,0,45.26,28.89,25.73,5.2,9.55,26.61,133.86,12.95,122.78,0,35.11,0,10.59,4.6,163.71,28.94

46,11:15-11:30,33,98,85,100,43,117.6,0,2.6,246.5,49.3,93,0,14.44,10.32,0,0,16.98,7.74,163.71,26.61,13.48,0,0,12.97,33,47,12.97,39.33,38.93,39.34,13.23,33,4.19,231.12,16.98,52.96,3.36,0,45.26,28.89,25.73,5.2,9.55,26.61,133.86,13.12,122.78,0,35.11,0,10.59,4.6,163.71,28.94

47,11:30-11:45,33,99,85,100,43,118.21,0,2.6,246.5,49.3,98,0,14.44,10.32,0,0,17.02,7.74,163.71,26.61,13.48,0,0,13.92,33,49,13.92,40.67,41.73,40.66,14.19,33,4.19,192.6,17.02,52.96,3.36,0,45.26,28.89,25.73,5.2,9.55,26.61,133.86,13.15,122.78,0,35.11,0,10.59,4.6,163.71,28.94

48,11:45-12:00,33,99,85,100,44,123.59,0,2.6,246.5,49.3,98,0,14.44,10.32,0,0,17.02,7.74,163.71,26.61,13.48,0,0,14.92,33,49,14.92,42,44.76,42,15.29,33,4.19,192.6,17.02,52.96,3.36,0,45.26,28.89,25.73,5.2,9.55,26.61,133.86,13.15,122.78,0,35.11,0,10.59,4.6,163.71,28.94

49,12:00-12:15,33,99,85,100,44,123.06,0,3.4,246.5,49.3,98,0,14.44,10.23,0,0,17.02,7.74,163.71,26.7,13.48,0,0,19.59,33,49,19.59,49.33,58.76,49.34,20.5,33,4.19,192.6,17.02,52.96,3.46,0,45.26,28.89,24.72,5.2,9.55,26.7,133.86,13.15,122.78,0,35.11,0,10.59,4.6,163.71,28.94

50,12:15-12:30,33,99,85,100,44,121.8,0,3.6,246.5,49.3,98,0,14.44,10.23,0,0,17.02,7.74,163.71,26.7,13.48,0,0,20.88,33,49,20.88,51.33,62.64,51.34,21.8,33,4.19,192.6,17.02,52.96,3.46,0,45.26,28.89,24.22,5.2,9.55,26.7,133.86,13.15,122.78,0,35.11,0,10.59,4.6,163.71,28.94

51,12:30-12:45,33,99,85,100,44,120.25,0,4,246.5,49.3,98,0,14.44,10.23,0,0,17.02,7.74,163.71,26.7,13.48,0,0,22.29,33,49,22.29,53.33,66.85,53.34,23.11,33,4.19,192.6,17.02,52.96,3.46,0,45.26,28.89,24.22,5.2,9.55,26.7,133.86,13.15,122.78,0,35.11,0,10.59,4.6,163.71,28.94

52,12:45-13:00,33,99,85,100,43,119.12,0,4.2,246.5,49.3,98,0,14.44,10.23,0,0,17.02,7.74,163.71,26.7,13.48,0,0,23.62,33,49,23.62,55.33,70.83,55.34,24.3,33,4.19,192.6,17.02,52.96,3.46,0,45.26,28.89,25.23,5.2,9.55,26.7,133.86,13.15,122.78,0,35.11,0,10.59,4.6,163.71,28.94

53,13:00-13:15,33,98,85,100,43,116.44,0,4.6,246.5,49.3,98,0,14.44,10.04,0,0,17.02,7.74,163.71,26.7,13.48,0,0,24.07,33,49,24.07,57.67,72.18,57.66,24.92,33,4.35,149.76,17.02,52.96,3.54,0,45.26,28.89,25.23,5.2,9.55,26.7,133.86,13.15,122.78,0,35.11,0,10.59,4.68,163.71,28.94

54,13:15-13:30,33,97,85,100,43,122.8,0,5.2,246.5,49.3,97,0,14.44,10.04,0,0,16.99,7.74,163.71,26.7,13.48,0,0,24.49,33,48,24.49,59.67,73.49,59.66,25.59,33,4.35,149.76,16.99,52.96,3.54,0,45.26,28.89,25.23,5.2,9.55,26.7,133.86,13.13,122.78,0,35.11,0,10.59,4.68,163.71,28.94

55,13:30-13:45,33,95,85,100,42,118.16,0,5.8,246.5,49.3,96,0,14.44,10.04,0,0,16.81,7.74,163.71,26.7,13.48,0,0,24.93,33,48,24.93,62,74.79,62,26.35,33,4.35,149.76,16.81,52.96,3.54,0,45.26,28.89,25.23,5.2,9.55,26.7,133.86,12.99,122.78,0,35.11,0,10.59,4.68,163.71,28.94

56,13:45-14:00,33,93,85,100,42,115.85,0,6.2,246.5,49.3,95,0,14.44,10.04,0,0,16.81,7.74,163.71,26.7,13.48,0,0,25.91,33,48,25.91,63.67,77.73,63.66,26.92,33,4.35,149.76,16.81,52.96,3.54,0,45.26,28.89,25.23,5.2,9.55,26.7,133.86,12.99,122.78,0,35.11,0,10.59,4.68,163.71,28.94

57,14:00-14:15,33,92,85,100,41,112.59,0,7.6,246.5,49.3,93,0,14.44,9.96,0,0,16.66,7.74,163.71,26.7,13.48,0,0,28.51,33,47,28.51,65.67,85.55,65.66,31.73,33,4.51,149.76,16.66,52.96,3.64,0,45.26,28.89,24.23,5.2,9.55,26.7,133.86,12.87,122.78,0,35.11,0,10.59,4.76,163.71,28.94

58,14:15-14:30,33,91,85,97.31,41,108.21,0,8.4,241.67,48.33,93,0,14.44,9.96,0,0,15.98,7.74,163.71,26.7,13.48,0,0,29.37,33,47,29.37,67.33,88.1,67.34,32.67,33,4.51,149.76,15.98,52.96,3.64,0,45.26,28.89,24.23,5.2,9.55,26.7,133.86,12.34,122.78,0,35.11,0,10.59,4.76,163.71,28.94

59,14:30-14:45,33,87,84,92.92,39,102.29,0,8.8,241.67,48.33,90,0,14.44,9.96,0,0,15.62,7.74,163.71,26.7,13.48,0,0,21.83,33,45,21.83,67,65.51,67,26.67,33,4.51,192.6,15.62,52.96,3.64,0,45.26,28.89,25.24,5.2,9.55,26.7,133.86,12.07,122.78,0,35.11,0,10.59,4.76,163.71,28.94

60,14:45-15:00,33,85,81,90.1,38,88.23,0,9,233.92,46.79,85,0,14.44,9.96,0,0,15.11,7.74,163.71,26.7,13.48,0,0,22.67,33,43,22.67,67.33,67.99,67.34,27.33,33,4.51,231.12,15.11,52.96,3.64,0,45.26,28.89,25.24,5.2,9.55,26.7,133.86,11.68,122.78,0,35.11,0,10.59,4.76,163.71,28.94

61,15:00-15:15,33,81,75,87.08,36,86.86,0,14.01,223.52,44.71,80,0,14.44,9.96,0,0,14.49,7.74,163.71,26.7,13.48,0,0,22.17,33,40,22.17,62.33,66.49,62.34,27.67,33,4.82,272.29,14.49,52.96,3.83,0,45.26,28.89,25.23,5.2,9.55,26.7,133.86,11.19,122.78,0,35.11,0,10.59,4.99,163.71,28.94

62,15:15-15:30,33,77,70,82.63,34,81.41,0,14.41,211.43,42.29,77,0,14.44,9.96,0,0,13.68,7.74,163.71,26.7,13.48,0,0,22,33,38,22,62.67,66,62.66,28,33,4.82,272.29,13.68,52.96,3.83,0,45.26,28.89,25.23,5.2,9.55,26.7,133.86,10.57,122.78,0,35.11,0,10.59,4.99,163.71,28.94

63,15:30-15:45,33,72,63,76.89,31,76.72,0,14.81,197.87,39.58,70,0,14.44,9.96,0,0,12.74,7.74,163.71,26.7,13.48,0,0,21.83,33,35,21.83,63,65.51,63,28.33,33,4.82,272.29,12.74,81.86,3.83,0,55.77,28.89,25.23,5.2,10.17,26.7,169.18,9.85,122.78,0,35.11,0,10.59,4.99,163.71,28.94

64,15:45-16:00,33,66,57,70.96,30,59.83,0,15.01,183.02,36.61,63,0,14.44,9.96,0,0,11.79,7.74,163.71,26.7,13.48,0,0,21.5,33,32,21.5,63.33,64.5,63.34,28.33,33,4.82,272.29,11.79,100.33,3.83,0,55.77,28.89,25.23,5.2,10.17,26.7,200.66,9.12,122.78,0,35.11,0,10.59,4.99,163.71,28.94

