Column1,Block,GNA/NR/2025/02/01/2143,GNA/NR/2025/02/16/1380,GNA/SR/2025/02/01/6460,GNA/NR/2025/02/16/1676,GNA/WR/2024/11/01/4200,NR/2024/24418/A/55101,NR/2025/25070/A/55382,GNA/WR/2025/01/01/8625,WR/2025/26047/A/55395,GNA/WR/2025/01/01/9606,GNA/NR/2025/02/01/2594,GNA/NR/2025/02/01/5886,NR/2025/25265/A/55213,NR/2025/25266/A/55207,NR/2025/25420/C,NR/2025/25267/A/55217,GNARE/NR/2024/12/20/3668,NR/2025/25419/C,NR/30092023/26122029/SH-06,GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/9969,GNA/NR/2025/02/01/4863,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,Total
3,00:30-00:45,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,3.12,26.87,298.02000000000004

4,00:45-01:00,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,3.12,26.87,298.02000000000004

5,01:00-01:15,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,3.04,26.87,297.94000000000005

6,01:15-01:30,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,3.04,26.87,297.94000000000005

7,01:30-01:45,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,3.04,26.87,297.94000000000005

8,01:45-02:00,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,3.04,26.87,297.94000000000005

9,02:00-02:15,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,2.94,26.87,297.84000000000003

10,02:15-02:30,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,2.94,26.87,297.84000000000003

11,02:30-02:45,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,2.94,26.87,297.84000000000003

12,02:45-03:00,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,2.94,26.87,297.84000000000003

13,03:00-03:15,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,2.86,26.87,297.76000000000005

14,03:15-03:30,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,2.86,26.87,297.76000000000005

15,03:30-03:45,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,2.86,26.87,297.76000000000005

16,03:45-04:00,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,2.86,26.87,297.76000000000005

17,04:00-04:15,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,2.76,26.87,297.66

18,04:15-04:30,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,2.76,26.87,297.66

19,04:30-04:45,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,2.76,26.87,297.66

20,04:45-05:00,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,2.76,26.87,297.66

21,05:00-05:15,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,2.67,26.87,297.57000000000005

22,05:15-05:30,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,2.67,26.87,297.57000000000005

23,05:30-05:45,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,2.67,26.87,297.57000000000005

24,05:45-06:00,23.07,15.85,75,47.56,0,0.38,17.3,0,0,0,23.07,8.65,0,0,0,0,0,0,26.87,0,23.07,7.21,2.67,26.87,297.57000000000005

25,06:00-06:15,36.53,0,75,0,0,0.43,17.3,0,0,0,36.53,13.46,0,0,0,0,0.01,0,22.92,0,43.26,7.21,2.67,22.92,278.24

26,06:15-06:30,36.53,0,75,0,0,0.43,17.3,0,0,0,36.53,13.46,0,0,0,0,0.05,0,19.4,0,43.26,7.21,2.67,19.4,271.24

27,06:30-06:45,36.53,0,75,0,0,0.43,17.3,0,0,0,36.53,13.46,0,0,0,0,0.1,0,32,0,43.26,7.21,2.67,32,296.49

28,06:45-07:00,36.53,0,75,0,0,0.43,17.3,0,0,0,36.53,13.46,0,0,0,0,0.18,0,32,0,43.26,7.21,2.67,32,296.57000000000005

29,07:00-07:15,36.53,0,75,0,0,0.48,17.3,0,0,0,36.53,13.46,0,0,0,0,1.09,0,32,0,43.26,7.21,2.67,32,297.53000000000003

30,07:15-07:30,36.53,0,75,0,0,0.48,17.3,0,0,0,36.53,13.46,0,0,0,0,2.01,0,32,0,43.26,7.21,2.67,32,298.45

31,07:30-07:45,36.53,0,75,0,0,0.48,17.3,0,0,0,36.53,13.46,0,0,0,0,2.92,0,32,0,43.26,7.21,2.67,32,299.36

32,07:45-08:00,36.53,0,75,0,0,0.48,17.3,0,0,0,36.53,13.46,0,0,0,0,3.84,0,32,0,43.26,7.21,2.67,32,300.28000000000003

33,08:00-08:15,36.53,0,75,0,0,0.87,17.3,0,0,0,36.53,13.46,0,0,0,0,7.36,0,32,0,43.26,7.21,2.67,32,304.19000000000005

34,08:15-08:30,36.53,0,75,0,0,0.87,17.3,0,0,0,36.53,13.46,0,0,0,0,9.46,0,32,0,43.26,7.21,2.67,32,306.29

35,08:30-08:45,36.53,0,75,0,0,0.87,17.3,0,0,0,36.53,13.46,0,0,0,0,11.55,0,32,0,43.26,7.21,2.67,32,308.38000000000005

36,08:45-09:00,36.53,0,75,0,0,0.87,17.3,0,0,0,36.53,13.46,0,0,0,0,13.75,0,32,0,43.26,7.21,2.67,32,310.58000000000004

37,09:00-09:15,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0,0,10.57,0,23.26,24.51,32,0,23.07,7.21,2.67,32,303.25

38,09:15-09:30,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0.02,0.02,10.48,0.01,29.05,32.01,32,0,23.07,7.21,2.67,32,316.5

39,09:30-09:45,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0.02,0.02,7.88,0.01,34.85,37.88,32,0,23.07,7.21,2.67,32,325.57

40,09:45-10:00,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0,0,8.84,0,40.65,38.45,32,0,23.07,7.21,2.67,32,332.85

41,10:00-10:15,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0,0,9.81,0,45.34,38.45,32,0,23.07,7.21,2.67,32,338.51

42,10:15-10:30,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0.77,0,10.48,0,47.89,38.45,32,0,23.07,7.21,2.67,32,342.5

43,10:30-10:45,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0.77,0,9.81,0,47.56,38.45,32,0,23.07,7.21,2.67,32,341.5

44,10:45-11:00,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0.77,0,10,0,50.27,38.45,32,0,23.07,7.21,2.67,32,344.40000000000003

45,11:00-11:15,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0.77,1.06,5,0.48,48.33,38.45,25.25,0,23.07,7.21,2.67,32,332.25

46,11:15-11:30,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0.77,1.06,5,0.48,50.33,38.45,25.25,0,23.07,7.21,2.67,32,334.25

47,11:30-11:45,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0.77,1.06,5,0.48,51,38.45,25.25,0,23.07,7.21,2.67,32,334.92

48,11:45-12:00,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0.77,1.06,5.19,0.48,51,38.45,25.25,0,23.07,7.21,2.67,32,335.11

49,12:00-12:15,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0.77,1.06,5.58,0.48,57.42,38.45,25.25,0,23.07,7.21,2.67,32,341.92

50,12:15-12:30,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0.77,1.06,6.25,0.48,57.49,38.45,25.25,0,23.07,7.21,2.67,32,342.66

51,12:30-12:45,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0.77,1.06,7.02,0.48,57.98,38.45,25.25,0,23.07,7.21,2.67,32,343.92

52,12:45-13:00,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0.77,1.06,7.59,0.48,58.02,38.45,25.25,0,23.07,7.21,2.67,32,344.53000000000003

53,13:00-13:15,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0.77,1.06,7.69,0.48,57.87,38.45,25.25,0,23.07,7.21,2.67,32,344.48

54,13:15-13:30,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0,1.06,7.98,0.48,57.87,38.45,25.25,0,23.07,7.21,2.67,32,344

55,13:30-13:45,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0,1.06,8.17,0.48,63.32,38.45,25.25,0,23.07,7.21,2.67,32,349.64

56,13:45-14:00,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0,1.06,8.65,0.48,65.08,38.45,25.25,0,23.07,7.21,2.67,32,351.88

57,14:00-14:15,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0,0,9.13,0,66.53,38.45,25.25,0,23.07,7.21,2.67,32,352.27

58,14:15-14:30,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0,0,9.71,0,66.53,38.45,25.25,0,23.07,7.21,2.67,32,352.85

59,14:30-14:45,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0,0,9.13,0,66.53,38.45,25.25,0,23.07,7.21,3.41,32,353.01

60,14:45-15:00,23.07,0,75,0,0,0.87,17.3,0,0,0,23.07,8.65,0,0,8.17,0,66.36,38.45,25.25,0,23.07,7.21,3.41,32,351.88

61,15:00-15:15,23.07,0,75,0,0,0.67,17.3,0,0,0,23.07,8.65,0.11,0.14,7.5,0.07,68,38.45,25.25,0,23.07,7.21,3.41,32,352.96999999999997

62,15:15-15:30,23.07,0,75,0,0,0.67,17.3,0,0,0,23.07,8.65,0.09,0.12,6.73,0.06,63.87,38.45,25.25,0,23.07,7.21,3.41,32,348.02

63,15:30-15:45,23.07,0,75,0,0,0.67,17.3,0,0,0,23.07,8.65,0.07,0.1,5.58,0.04,58.29,38.45,25.25,0,23.07,7.21,3.41,32,341.22999999999996

64,15:45-16:00,23.07,0,75,0,0,0.67,17.3,0,0,0,23.07,8.65,0.04,0.06,5.58,0.03,53.81,38.45,25.25,0,23.07,7.21,3.41,32,336.67

65,16:00-16:15,23.07,0,75,0,0,0.53,17.3,0,0,0,23.07,8.65,0,0,8.07,0,49.35,34.61,25.25,0,23.07,7.21,3.41,32,330.59

66,16:15-16:30,23.07,0,75,0,0,0.53,17.3,0,0,0,23.07,8.65,0,0,7.59,0,45.39,28.84,25.25,0,23.07,7.21,3.41,32,320.38000000000005

67,16:30-16:45,36.53,0,75,0,0,0.53,17.3,0,0,0,36.53,13.46,0,0,4.9,0,39.37,22.88,25.25,0,43.26,7.21,3.41,32,357.63

68,16:45-17:00,36.53,0,75,0,0,0.53,17.3,0,0,0,36.53,13.46,0,0,2.98,0,33.07,16.82,25.25,0,43.26,7.21,3.41,32,343.35

69,17:00-17:15,36.53,0,75,0,0,0.53,17.3,0,0,0,36.53,13.46,0,0,0,0,27.66,0,25.25,0,43.26,7.21,3.41,32,318.14000000000004

70,17:15-17:30,36.53,0,75,0,0,0.53,17.3,0,0,0,36.53,13.46,0,0,0,0,22.14,0,25.25,0,43.26,7.21,3.41,32,312.62

71,17:30-17:45,36.53,0,75,0,0,0.53,17.3,0,0,0,36.53,13.46,0,0,0,0,15.42,0,25.25,0,43.26,7.21,3.41,32,305.90000000000003

72,17:45-18:00,36.53,0,75,0,0,0.53,17.3,0,0,0,36.53,13.46,0,0,0,0,10.24,0,10.56,0,43.26,7.21,3.41,32,286.03000000000003

73,18:00-18:15,36.53,0,75,0,50,0.53,17.3,0,38.45,200,36.53,13.46,0,0,0,0,3.2,0,32,0,43.26,7.21,4.52,32,589.99

74,18:15-18:30,36.53,0,75,0,50,0.53,17.3,0,38.45,200,36.53,13.46,0,0,0,0,1.58,0,32,0,43.26,7.21,4.52,32,588.37

75,18:30-18:45,36.53,0,75,0,50,0.53,17.3,0,38.45,200,36.53,13.46,0,0,0,0,0.57,0,32,50,43.26,7.21,4.52,32,637.36

76,18:45-19:00,36.53,0,75,0,50,0.53,17.3,0,38.45,200,36.53,13.46,0,0,0,0,0,0,32,50,43.26,7.21,4.52,32,636.79

77,19:00-19:15,36.53,0,75,0,50,0.62,17.3,0,38.45,200,36.53,13.46,0,0,0,0,0,0,32,50,43.26,7.21,4.52,32,636.8800000000001

78,19:15-19:30,36.53,0,75,0,50,0.62,17.3,0,38.45,200,36.53,13.46,0,0,0,0,0,0,32,50,43.26,7.21,4.52,32,636.8800000000001

79,19:30-19:45,36.53,0,75,0,50,0.62,17.3,0,38.45,200,36.53,13.46,0,0,0,0,0,0,32,50,43.26,7.21,4.52,32,636.8800000000001

80,19:45-20:00,36.53,0,75,0,50,0.62,17.3,0,38.45,200,36.53,13.46,0,0,0,0,0,0,32,50,43.26,7.21,4.52,32,636.8800000000001

81,20:00-20:15,36.53,0,75,0,50,0.62,17.3,0,38.45,150,36.53,13.46,0,0,0,0,0,0,32,50,43.26,7.21,4.52,32,586.8800000000001

82,20:15-20:30,36.53,0,75,0,50,0.62,17.3,0,38.45,150,36.53,13.46,0,0,0,0,0,0,32,50,43.26,7.21,4.52,32,586.8800000000001

83,20:30-20:45,36.53,0,75,0,50,0.62,17.3,0,38.45,150,36.53,13.46,0,0,0,0,0,0,32,50,43.26,7.21,4.52,32,586.8800000000001

84,20:45-21:00,36.53,0,75,0,50,0.62,17.3,0,38.45,150,36.53,13.46,0,0,0,0,0,0,32,50,43.26,7.21,4.52,32,586.8800000000001

85,21:00-21:15,23.07,0,75,0,50,0.58,17.3,0,38.45,150,23.07,8.65,0,0,0,0,0,0,32,50,23.07,7.21,4.52,32,534.92

86,21:15-21:30,23.07,0,75,0,50,0.58,17.3,0,38.45,150,23.07,8.65,0,0,0,0,0,0,32,50,23.07,7.21,4.52,32,534.92

87,21:30-21:45,23.07,0,75,0,50,0.58,17.3,0,38.45,150,23.07,8.65,0,0,0,0,0,0,25.25,50,23.07,7.21,4.52,32,528.17

88,21:45-22:00,23.07,0,75,0,50,0.58,17.3,0,38.45,150,23.07,8.65,0,0,0,0,0,0,25.25,50,23.07,7.21,4.52,32,528.17

89,22:00-22:15,23.07,15.85,75,47.56,50,0.53,17.3,0,38.45,150,23.07,8.65,0,0,0,0,0,0,25.25,50,23.07,7.21,4.52,32,591.5300000000001

90,22:15-22:30,23.07,15.85,75,47.56,50,0.53,17.3,0,38.45,150,23.07,8.65,0,0,0,0,0,0,25.25,50,23.07,7.21,4.52,32,591.5300000000001

91,22:30-22:45,23.07,15.85,75,47.56,50,0.53,17.3,0,38.45,150,23.07,8.65,0,0,0,0,0,0,25.25,50,23.07,7.21,4.52,32,591.5300000000001

92,22:45-23:00,23.07,15.85,75,47.56,50,0.53,17.3,0,38.45,150,23.07,8.65,0,0,0,0,0,0,25.25,50,23.07,7.21,4.52,32,591.5300000000001

93,23:00-23:15,23.07,15.85,75,47.56,50,0.48,17.3,0,38.45,150,23.07,8.65,0,0,0,0,0,0,25.25,50,23.07,7.21,4.52,32,591.4800000000001

94,23:15-23:30,23.07,15.85,75,47.56,50,0.48,17.3,0,38.45,150,23.07,8.65,0,0,0,0,0,0,25.25,50,23.07,7.21,4.52,32,591.4800000000001

95,23:30-23:45,23.07,15.85,75,47.56,50,0.48,17.3,0,38.45,150,23.07,8.65,0,0,0,0,0,0,25.25,50,23.07,7.21,4.52,32,591.4800000000001

96,23:45-24:00,23.07,15.85,75,47.56,50,0.48,17.3,0,38.45,150,23.07,8.65,0,0,0,0,0,0,25.25,50,23.07,7.21,4.52,32,591.4800000000001

