Block,Time,KGSU3AND4,KHSTPP-II,KISHANGANGA,KOTESHWR,KUDGI,NLCEXP,NLCIIST2,NNTPP,RAMPUR,RAPPD,SIMHST2,TALA,TALST2,TANDA2,ANTA_CRF,FSTPP I & II,NJPC,NLCIIST1,RIHAND3,SALAL,SASAN,AURY_GF,CHAMERA2,RIHAND1,RSTPSU1TO6,TANAKPUR,UNCHAHAR3,ANTA_RF,AURY_LF,AURY_RF,DADRI_CRF,DADRI_RF,DADRT2,DHAULIGNGA,KGSU1AND2,KHSTPP-I,NTPL,PARBATI2,SINGRAULI,TelanganaSTPP,UNCHAHAR2,ANTA_GF,SINGRAULI_HYDRO,VALLURNTECL,AURY_CRF,BRBCL,BSIUL,DULHASTI,JHAJJAR,KKNPPU2,KOLDAM,NAPP,PARBATI3,RIHAND2,SIMHST1,UNCHAHAR1,UNCHAHAR4,CHAMERA1,MAPS,NLCTS2EXP,RAPPC,URI,URI2,DADRI_GF,DADRI_LF,CHAMERA3,KKNP,RAPPB,RSTPSU7,SEWA2,TEHRI,ANTA_LF
16,03:45-04:00,0,148.3,8.63,10.43,0,0,0,0,2.98,30,0,0,0,5.7,0,18.2,75.04,0,130.79,53.45,412.88,0,32.53,97.23,0,0,27.68,51.17,0,76.74000000000001,0,98.4,688.58,0,0,45.53,0,13.52,150.34,0,44.5,0,1,0,0,15,13.04,59.5,448.67,0,0,26.03,19.64,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,23.33,0,0,0,12.61,0,0

17,04:00-04:15,0,148.3,8.63,10.43,0,0,0,0,2.98,30,0,0,0,5.7,0,18.2,75.04,0,130.79,53.45,412.88,0,32.53,97.23,0,0,27.68,51.17,0,76.74000000000001,0,98.4,688.58,0,0,45.53,0,13.52,150.34,0,44.5,0,1,0,0,15,13.04,59.5,448.67,0,0,26.03,16.88,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,23.33,0,0,0,12.61,0,0

18,04:15-04:30,0,148.3,8.63,10.43,0,0,0,0,2.98,30,0,0,0,5.7,0,18.2,75.04,0,130.79,53.45,412.88,0,32.53,97.23,0,0,27.68,51.17,0,76.74000000000001,0,98.4,688.58,0,0,45.53,0,13.52,150.34,0,44.5,0,1,0,0,15,13.04,59.5,438.67,0,0,26.03,16.88,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,23.33,0,0,0,12.61,0,0

19,04:30-04:45,0,148.3,8.63,10.43,0,0,0,0,2.98,30,0,0,0,5.7,0,18.2,75.04,0,130.79,53.45,412.88,0,32.53,97.23,0,0,27.68,51.17,0,76.74000000000001,0,98.4,688.58,0,0,45.53,0,13.52,150.34,0,44.5,0,1,0,0,15,13.04,59.5,438.67,0,0,26.03,19.64,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,23.33,0,0,0,12.61,0,0

20,04:45-05:00,0,148.3,8.63,10.43,0,0,0,0,2.98,30,0,0,0,5.7,0,18.2,75.04,0,130.79,53.45,412.88,0,32.53,97.23,0,0,27.68,49.86,0,76.74000000000001,0,98.4,688.58,0,0,45.53,0,13.52,150.34,0,44.5,0,1,0,0,15,13.04,59.5,438.67,0,0,26.03,19.64,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,23.33,0,0,0,12.61,0,0

21,05:00-05:15,0,148.3,8.63,10.43,0,0,0,0,2.98,30,0,0,0,5.7,0,18.2,75.04,0,130.79,53.45,412.88,0,32.53,97.23,0,6.27,27.68,49.86,0,76.74000000000001,0,98.4,688.58,0,0,45.53,0,13.52,150.34,0,44.5,0,1,0,0,15,13.04,59.5,438.67,0,0,26.03,19.64,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,23.33,0,0,0,6.3,11.8,0

22,05:15-05:30,0,148.3,8.63,10.43,0,0,0,0,2.98,30,0,0,0,5.7,0,18.2,75.04,0,130.79,53.45,412.88,0,32.53,97.23,0,6.27,27.68,49.86,0,76.74000000000001,0,98.4,688.58,0,0,45.53,0,13.52,150.34,0,44.5,0,1,0,0,15,13.04,59.5,438.67,0,0,26.03,19.64,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,23.33,0,0,0,0,11.8,0

23,05:30-05:45,0,148.3,8.63,10.43,0,0,0,0,2.98,30,0,0,0,5.7,0,18.2,75.04,0,130.79,53.45,412.88,0,32.53,97.23,0,6.27,27.68,49.86,0,76.74000000000001,0,98.4,688.58,0,0,45.53,0,13.52,150.34,0,44.5,0,1,0,0,15,13.04,59.5,438.67,0,0,26.03,19.64,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,23.33,0,0,0,0,23.59,0

24,05:45-06:00,0,148.3,8.63,10.43,0,0,0,0,2.98,30,0,0,0,5.7,0,18.2,75.04,0,130.79,53.45,412.88,0,32.53,97.23,0,6.27,27.68,49.86,0,76.74000000000001,0,98.4,688.58,0,0,45.53,0,13.52,150.34,0,44.5,0,1,0,0,15,13.04,59.5,438.67,0,0,26.03,19.64,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,23.59,0

25,06:00-06:15,0,148.3,8.63,10.43,0,0,0,0,2.98,30,0,0,0,5.7,0,18.2,75.04,0,130.79,53.45,412.88,0,16.27,97.23,0,6.27,27.68,49.86,0,76.74000000000001,0,98.4,688.58,10.95,0,45.53,0,13.52,150.34,0,44.5,0,1,0,0,15,13.04,59.5,438.67,0,0,26.03,19.64,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,23.59,0

26,06:15-06:30,0,148.3,8.63,10.43,0,0,0,0,2.98,30,0,0,0,5.7,0,18.2,75.04,0,130.79,53.45,412.88,0,16.27,97.23,0,6.27,27.68,49.86,0,76.74000000000001,0,98.4,688.58,10.95,0,45.53,0,13.52,150.34,0,44.5,0,1,0,0,15,13.04,59.5,438.67,0,0,26.03,19.64,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,23.59,0

27,06:30-06:45,0,148.3,8.63,10.43,0,0,0,0,2.98,30,0,0,0,5.7,0,18.2,75.04,0,130.79,53.45,412.88,0,16.27,97.23,0,0,27.68,49.86,0,76.74000000000001,0,98.4,688.58,10.95,0,45.53,0,13.52,150.34,0,44.5,0,1,0,0,15,13.04,59.5,418.67,0,0,26.03,16.88,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,23.59,0

28,06:45-07:00,0,148.3,8.63,10.43,0,0,0,0,2.19,30,0,0,0,5.7,0,18.2,55.33,0,130.79,53.45,412.88,0,16.27,97.23,0,0,27.68,49.86,0,76.74000000000001,0,98.4,688.58,10.95,0,45.53,0,13.52,150.34,0,44.5,0,1,0,0,15,13.04,59.5,418.67,0,0,26.03,16.88,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,11.8,0

29,07:00-07:15,0,148.3,8.63,10.43,0,0,0,0,2.19,30,0,0,0,4.8,0,18.2,55.33,0,130.79,53.45,412.88,0,16.27,97.23,0,0,27.68,49.21,0,76.74000000000001,0,98.4,688.92,10.95,0,45.53,0,13.52,150.34,0,44.3,0,1,0,0,15,13.04,59.5,418.67,0,0,26.03,16.88,124.58,0,21.64,2.1,42.15,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,11.8,0

30,07:15-07:30,0,148.3,8.63,10.43,0,0,0,0,2.19,30,0,0,0,4.8,0,18.2,55.33,0,130.79,53.45,412.88,0,16.27,97.23,0,0,27.68,49.21,0,76.74000000000001,0,98.4,688.92,10.95,0,45.53,0,13.52,150.34,0,44.3,0,1,0,0,15,13.04,59.5,418.67,0,0,26.03,16.88,124.58,0,21.64,2.1,42.15,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,11.8,0

31,07:30-07:45,0,148.3,8.63,10.43,0,0,0,0,2.19,30,0,0,0,5.7,0,18.91,55.33,0,130.79,53.45,343.12,0,32.53,97.23,0,0,27.68,49.21,0,76.74000000000001,0,98.4,688.92,10.95,0,45.53,0,13.52,150.34,0,45,0,1,0,0,15,13.04,59.5,418.67,0,0,26.03,16.88,124.58,0,21.64,3.2,28.1,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,11.8,0

32,07:45-08:00,0,148.3,8.63,10.43,0,0,0,0,2.19,30,0,0,0,5.7,0,19.6,55.33,0,130.79,53.45,343.12,0,32.53,97.23,0,0,27.68,49.21,0,76.74000000000001,0,98.4,688.92,10.95,0,45.53,0,13.52,150.34,0,45,0,1,0,0,15,13.04,59.5,418.67,0,0,26.03,16.88,124.58,0,21.64,3.2,26.02,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,11.8,0

33,08:00-08:15,0,148.3,8.63,10.43,0,0,0,0,2.19,30,0,0,0,5.7,0,20.3,55.33,0,130.79,53.45,343.12,0,32.53,97.23,0,0,27.68,48.54,0,76.74000000000001,0,98.4,688.92,10.95,0,45.53,0,13.52,150.34,0,45,0,1,0,0,15,13.04,59.5,438.67,0,0,26.03,16.88,124.58,0,21.64,3.2,25.28,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,0,0

34,08:15-08:30,0,148.3,8.63,10.43,0,0,0,0,2.19,30,0,0,0,5.7,0,20.8,55.33,0,130.79,53.45,343.12,0,32.53,97.23,0,0,27.68,48.54,0,76.74000000000001,0,98.4,688.92,10.95,0,45.53,0,13.52,150.34,0,45,0,1,0,0,15,13.04,59.5,438.67,0,0,26.03,16.88,124.58,0,21.64,3.2,12.64,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,0,0

35,08:30-08:45,0,148.3,8.63,10.43,0,0,0,0,2.19,30,0,0,0,5.7,0,20.8,55.33,0,130.79,53.45,343.12,0,32.53,97.23,0,0,27.68,48.54,0,76.74000000000001,0,98.4,688.92,21.88,0,45.53,0,13.52,150.34,0,45,0,1,0,0,15,13.04,59.5,438.67,0,0,26.03,16.88,124.58,0,21.64,3.2,12.16,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,0,0

36,08:45-09:00,0,148.3,8.63,10.43,0,0,0,0,2.05,30,0,0,0,5.7,0,20.8,51.53,0,130.79,53.45,343.12,0,32.53,97.23,0,0,27.68,48.54,0,76.74000000000001,0,98.4,688.92,21.88,0,45.53,0,13.52,150.34,0,45,0,1,0,0,15,13.04,59.5,438.67,0,0,26.03,16.88,124.58,0,21.64,3.2,12.16,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,0,0

37,09:00-09:15,0,148.3,8.63,10.43,0,0,0,0,2.05,30,0,0,0,5.7,0,20.8,51.53,0,130.79,53.45,343.12,0,16.27,97.23,0,0.77,27.68,48.54,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,13.52,150.34,0,45,0,1,0,0,15,13.04,59.5,438.67,0,0,26.03,16.88,124.58,0,21.64,3.2,0,0,0,69.23,50.23,38.56,0,0,11.67,0,0,0,0,0,0

38,09:15-09:30,0,148.3,8.63,10.43,0,0,0,0,2.05,30,0,0,0,5.7,0,20.8,51.53,0,130.79,53.45,343.12,0,16.27,97.23,0,0.77,27.68,48.54,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,13.52,150.34,0,45,0,1,0,0,15,13.04,59.5,438.67,0,0,26.03,16.88,124.58,0,21.64,3.2,0,0,0,69.23,50.23,38.56,0,0,11.67,0,0,0,0,0,0

39,09:30-09:45,0,148.3,7.84,10.43,0,0,0,0,2.05,30,0,0,0,5.7,0,20.8,51.53,0,130.79,53.45,343.12,0,16.27,97.23,0,0.77,27.68,48.54,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,3.76,150.34,0,45,0,1,0,0,15,13.04,59.5,438.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,38.56,0,0,11.67,0,0,0,0,0,0

40,09:45-10:00,0,148.3,7.84,10.43,0,0,0,0,2.05,30,0,0,0,5.7,0,20.8,51.53,0,130.79,53.45,343.12,0,16.27,97.23,0,0.77,27.68,48.54,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,13.04,59.5,438.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,38.56,0,0,11.67,0,0,0,0,0,0

41,10:00-10:15,0,148.3,7.84,10.43,0,0,0,0,0.98,30,0,0,0,5.7,0,20.8,24.65,0,130.79,53.45,343.12,0,16.27,97.23,0,0.77,27.68,48.54,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,13.04,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,16.56,35.34,0,0,11.67,0,0,0,0,0,0

42,10:15-10:30,0,148.3,7.84,10.43,0,0,0,0,0,30,0,0,0,5.7,0,20.8,0,0,130.79,53.45,343.12,0,16.27,97.23,0,0.77,27.68,48.54,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,13.04,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,5.52,35.34,0,0,11.67,0,0,0,0,0,0

43,10:30-10:45,0,148.3,7.84,10.43,0,0,0,0,0,30,0,0,0,5.7,0,20.8,0,0,130.79,53.45,343.12,0,16.27,97.23,0,0.77,27.68,48.54,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,13.04,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,5.52,35.34,0,0,11.67,0,0,0,0,0,0

44,10:45-11:00,0,148.3,7.84,10.43,0,0,0,0,0,30,0,0,0,5.7,0,20.8,0,0,130.79,53.45,343.12,0,16.27,97.23,0,0.77,27.68,47.89,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,13.04,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,16.56,35.34,0,0,11.67,0,0,0,0,0,0

45,11:00-11:15,0,148.3,0,10.43,0,0,0,0,0,30,0,0,0,5.7,0,20.8,0,0,130.79,53.45,343.12,0,16.27,97.23,0,0.77,27.68,47.89,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,13.04,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,52.36,35.34,0,0,11.67,0,0,0,0,0,0

46,11:15-11:30,0,148.3,0,10.43,0,0,0,0,0,30,0,0,0,5.7,0,20.8,0,0,130.79,53.45,343.12,0,16.27,97.23,0,0.77,27.68,47.89,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,13.04,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,52.36,35.34,0,0,11.67,0,0,0,0,0,0

47,11:30-11:45,0,148.3,0,10.43,0,0,0,0,0,30,0,0,0,5.7,0,20.8,0,0,130.79,53.45,343.12,0,16.27,97.23,0,0.77,27.68,47.89,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,13.04,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,52.36,35.34,0,0,11.67,0,0,0,0,0,0

48,11:45-12:00,0,148.3,0,10.43,0,0,0,0,0,30,0,0,0,5.7,0,20.8,0,0,130.79,53.45,343.12,0,16.27,97.23,0,0.77,27.68,47.89,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,13.04,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,52.36,35.34,0,0,11.67,0,0,0,0,0,0

49,12:00-12:15,0,148.3,0,10.43,0,0,0,0,0,30,0,0,0,5.7,0,20.8,0,0,130.79,53.45,343.12,0,16.27,97.23,0,0.77,27.68,47.89,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,19.56,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,52.36,35.34,0,0,11.67,0,0,0,0,0,0

50,12:15-12:30,0,148.3,0,10.43,0,0,0,0,0,30,0,0,0,5.7,0,20.8,0,0,130.79,53.45,343.12,0,16.27,97.23,0,0.77,27.68,47.89,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,19.56,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,52.36,35.34,0,0,11.67,0,0,0,0,0,0

51,12:30-12:45,0,148.3,8.63,10.43,0,0,0,0,0,30,0,0,0,5.7,0,20.8,0,0,130.79,53.45,343.12,0,16.27,97.23,0,0.77,27.68,47.89,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,19.56,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,0,0

52,12:45-13:00,0,148.3,8.63,10.43,0,0,0,0,0,30,0,0,0,5.7,0,20.8,0,0,130.79,53.45,343.12,0,16.27,97.23,0,0.77,27.68,47.89,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,19.56,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,0,0

53,13:00-13:15,0,148.3,8.63,10.43,0,0,0,0,0,30,0,0,0,5.7,0,20.8,0,0,130.79,53.45,343.12,0,16.27,97.23,0,1.79,27.68,47.89,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,19.56,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,0,0

54,13:15-13:30,0,148.3,8.63,10.43,0,0,0,0,0,30,0,0,0,5.7,0,20.8,0,0,130.79,53.45,343.12,0,16.27,97.23,0,1.79,27.68,47.89,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,19.56,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,0,0

55,13:30-13:45,0,148.3,8.63,10.43,0,0,0,0,0,30,0,0,0,5.7,0,20.8,0,0,130.79,40.09,343.12,0,16.27,97.23,0,1.79,27.68,47.89,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,19.56,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,0,0

56,13:45-14:00,0,148.3,8.63,10.43,0,0,0,0,0,30,0,0,0,5.7,0,20.8,0,0,130.79,40.09,343.12,0,16.27,97.23,0,1.79,27.68,47.239999999999995,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,13.04,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,0,0

57,14:00-14:15,0,148.3,8.63,10.43,0,0,0,0,0,30,0,0,0,5.7,0,20.8,0,0,130.79,40.09,343.12,0,16.27,97.23,0,1.79,27.68,47.239999999999995,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,13.04,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,0,0

