Block,Time,BRBCL,DHAULIGNGA,DULHASTI,KGSU3AND4,RAPPC,RIHAND2,TEHRIPSP,UNCHAHAR3,URI,CHAMERA3,DADRT2,KUDGI,MAPS,NJPC,NLCTS2EXP,SALAL,SASAN,TEHRI,ANTA_RF,AURY_CRF,AURY_LF,DADRI_RF,NLCIIST1,NLCIIST2,NTPL,UNCHAHAR1,KGSU1AND2,KHSTPP-II,RAPPD,RIHAND1,TALST2,AURY_RF,DADRI_GF,FSTPP I & II,JHAJJAR,KHSTPP-I,NAPP,RSTPSU7,SINGRAULI,UNCHAHAR4,URI2,VALLURNTECL,ANTA_GF,BSIUL,KKNPPU2,KOLDAM,RSTPSU1TO6,SEWA2,TANDA2,ANTA_CRF,AURY_GF,DADRI_CRF,CHAMERA2,KISHANGANGA,NLCEXP,NNTPP,RAMPUR,RAPPB,RIHAND3,SIMHST1,SIMHST2,SINGRAULI_HYDRO,TALA,TANAKPUR,TelanganaSTPP,CHAMERA1,KKNP,KOTESHWR,PARBATI2,PARBATI3,UNCHAHAR2,ANTA_LF,DADRI_LF
6,01:15-01:30,24.99,42.46,38.32,0,65.43,125.27,192.57,21.74,4.41,22.61,689.01,0,0,175.8,0,81.34,416.25,82.36,52.34,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,1.59,37.41,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,31.41,6.97,0,0,5.68,0,130.84,0,0,0,23.52,11.06,0,42.15,0,45.08,25.69,52.04,43.91,0,0

7,01:30-01:45,24.99,42.46,38.32,0,65.43,125.27,192.57,25.36,4.41,22.61,689.02,0,0,175.8,0,81.34,416.25,82.36,52.34,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,1.59,37.41,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,23.52,11.06,0,42.15,0,45.08,25.69,52.04,43.91,0,0

8,01:45-02:00,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,4.41,22.61,689.02,0,0,175.8,0,81.34,416.25,82.36,52.34,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,1.59,37.41,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,23.52,11.06,0,42.15,0,45.08,25.69,52.04,43.91,0,0

9,02:00-02:15,24.99,42.46,38.32,0,65.43,125.27,192.57,26.7,4.41,22.61,689.39,0,0,175.8,0,81.34,416.25,82.36,52.6,0,0,106.06,0,0,0,21.23,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,1.09,37.41,0,0,19.56,0,8.63,0,18.34,2.63,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,23.52,11.06,0,42.15,0,45.08,25.69,52.04,43.15,0,0

10,02:15-02:30,24.99,42.46,38.32,0,65.43,125.27,192.57,26.7,4.41,22.61,689.39,0,0,175.8,0,81.34,416.25,82.36,52.6,0,0,106.06,0,0,0,21.23,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,1.09,37.41,0,0,19.56,0,8.63,0,18.34,2.63,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,23.52,11.06,0,42.15,0,45.08,25.69,52.04,43.15,0,0

11,02:30-02:45,24.99,42.46,38.32,0,65.43,125.27,192.57,26.7,4.41,22.61,689.39,0,0,175.8,0,81.34,416.25,82.36,52.6,0,0,106.06,0,0,0,21.23,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,1.04,37.41,0,0,19.56,0,8.63,0,18.34,2.63,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,23.66,11.06,0,42.15,0,45.08,25.69,52.04,43.15,0,0

12,02:45-03:00,24.99,42.46,38.32,0,65.43,125.27,192.57,26.7,4.41,22.61,689.39,0,0,175.8,0,81.34,416.25,82.36,52.6,0,0,106.06,0,0,0,21.23,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,1.04,37.41,0,0,19.56,0,8.63,0,18.34,2.63,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,23.66,11.06,0,42.15,0,45.08,25.69,52.04,43.15,0,0

13,03:00-03:15,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,16.56,22.61,689.39,0,0,175.8,0,79.01,416.25,82.36,52.6,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,1.04,37.41,0,0,19.56,0,8.63,0,18.34,2.63,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,23.66,11.06,0,42.15,0,45.08,25.69,52.04,44.52,0,0

14,03:15-03:30,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,16.56,22.61,689.39,0,0,175.8,0,79.01,416.25,82.36,52.6,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,1.04,37.41,0,0,19.56,0,8.63,0,18.34,2.63,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,23.66,11.06,0,42.15,0,45.08,25.69,52.04,44.52,0,0

15,03:30-03:45,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,16.56,22.61,689.39,0,0,175.8,0,79.01,408.38,82.36,52.6,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,2.59,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,23.66,11.06,0,42.15,0,45.08,25.69,52.04,44.52,0,0

16,03:45-04:00,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,16.56,22.61,689.39,0,0,175.8,0,79.01,408.38,82.36,52.6,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,2.59,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,23.66,11.06,0,42.15,0,45.08,25.69,52.04,44.52,0,0

17,04:00-04:15,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,52.36,22.61,689.39,0,0,175.8,0,79.6,408.38,82.36,52.85,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,2.59,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,23.66,11.06,0,42.15,0,45.08,25.69,52.04,44.52,0,0

18,04:15-04:30,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,52.36,22.61,689.39,0,0,175.8,0,79.6,408.38,82.36,52.85,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,2.59,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,23.66,9.86,0,42.15,0,45.08,25.69,52.04,44.52,0,0

19,04:30-04:45,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,52.36,22.61,689.39,0,0,175.8,0,79.6,408.38,82.36,52.85,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,2.59,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,23.52,11.91,0,42.15,0,45.08,25.69,52.04,44.52,0,0

20,04:45-05:00,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,48.57,22.61,689.39,0,0,175.8,0,79.6,408.38,82.36,52.85,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,2.59,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,23.38,11.91,0,42.15,0,45.08,25.69,52.04,44.52,0,0

21,05:00-05:15,24.99,42.46,38.32,0,65.43,125.27,192.57,26.7,15.45,22.61,689.39,0,0,175.8,0,79.6,408.38,82.36,52.85,0,0,106.06,0,0,0,21.23,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,1.04,33.52,0,0,19.56,0,8.63,0,18.34,2.63,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,23.07,11.91,0,42.15,0,45.08,25.69,52.04,43.15,0,0

22,05:15-05:30,24.99,42.46,38.32,0,65.43,125.27,192.57,26.7,6.63,22.61,689.39,0,0,175.8,0,79.6,408.38,82.36,52.85,0,0,106.06,0,0,0,21.23,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,1.04,33.52,0,0,19.56,0,8.63,0,18.34,2.63,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,22.79,11.91,0,42.15,0,45.08,25.69,52.04,43.15,0,0

23,05:30-05:45,24.99,42.46,38.32,0,65.43,125.27,192.57,26.7,6.63,22.61,685.72,0,0,175.8,0,79.6,408.38,82.36,52.85,0,0,106.06,0,0,0,21.23,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,1.09,33.52,0,0,19.56,0,8.63,0,18.34,2.63,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,22.64,11.91,0,42.15,0,45.08,25.69,52.04,43.15,0,0

24,05:45-06:00,24.99,42.46,38.32,0,65.43,125.27,192.57,26.7,15.45,22.61,685.72,0,0,175.8,0,79.6,408.38,82.36,52.85,0,0,106.06,0,0,0,21.23,0,98.87,40.15,48.09,0,82.48,0,18.07,667.27,45.53,24.11,0,74.95,1.09,33.52,0,0,19.56,0,8.63,0,18.34,2.63,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,22.49,11.91,0,42.15,0,45.08,25.69,52.04,43.15,0,0

25,06:00-06:15,24.99,42.46,38.32,0,65.43,125.27,192.57,26.7,15.45,22.61,685.72,0,0,175.8,0,79.6,408.38,82.36,52.6,0,0,106.06,0,0,0,21.23,0,98.87,40.15,48.09,0,82.48,0,18.07,466.75,45.53,24.11,0,74.95,1.09,33.52,0,0,19.56,0,8.63,0,18.34,2.63,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,22.2,11.91,0,42.15,0,45.08,25.69,52.04,43.15,0,0

26,06:15-06:30,24.99,42.46,38.32,0,65.43,125.27,192.57,26.7,15.45,22.61,685.72,0,0,175.8,0,79.6,408.38,82.36,52.6,0,0,106.06,0,0,0,21.23,0,98.87,40.15,48.09,0,82.48,0,18.07,515.4,45.53,24.11,0,74.95,1.09,33.52,0,0,19.56,0,8.63,0,18.34,2.63,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,22.2,11.91,0,42.15,0,45.08,25.69,52.04,43.15,0,0

27,06:30-06:45,24.99,42.46,38.32,0,65.43,125.27,192.57,26.7,15.45,22.61,685.72,0,0,175.8,0,79.6,408.38,82.36,52.6,0,0,106.06,0,0,0,21.23,0,98.87,40.15,48.09,0,82.48,0,19.46,667.27,45.53,24.11,0,74.95,1.09,29.62,0,0,19.56,0,8.63,0,18.34,2.63,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,26.91,11.91,0,42.15,0,45.08,25.69,52.04,43.15,0,0

28,06:45-07:00,24.99,42.46,38.32,0,65.43,125.27,192.57,26.7,15.45,22.61,685.72,0,0,175.8,0,79.6,408.38,82.36,52.6,0,0,106.06,0,0,0,21.23,0,98.87,40.15,48.09,0,82.48,0,19.46,667.27,45.53,24.11,0,74.95,1.09,29.62,0,0,19.56,0,8.63,0,18.34,2.63,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,26.91,11.91,0,42.15,0,45.08,25.69,52.04,43.15,0,0

29,07:00-07:15,24.99,42.46,38.32,0,65.43,125.27,192.57,26.7,4.41,22.61,689.39,0,0,175.8,0,79.6,408.38,82.36,52.6,0,0,106.06,0,0,0,21.23,0,98.87,40.15,48.09,0,82.22,0,19.46,667.27,45.53,24.11,0,74.95,1.09,33.52,0,0,19.56,0,8.63,0,18.34,2.63,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,27.19,11.91,0,42.15,0,45.08,25.69,52.04,43.15,0,0

30,07:15-07:30,24.99,42.46,38.32,0,65.43,125.27,192.57,26.7,4.41,22.61,689.39,0,0,175.8,0,79.6,408.38,82.36,52.6,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,82.22,0,19.46,667.27,45.53,24.11,0,74.95,0.95,33.52,0,0,19.56,0,8.63,0,18.34,2.63,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,27.34,11.91,0,42.15,0,45.08,25.69,52.04,43.15,0,0

31,07:30-07:45,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,4.41,22.61,689.39,0,0,175.8,0,79.6,408.38,82.36,52.6,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,82.22,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,27.49,11.91,0,42.15,0,45.08,25.69,52.04,44.52,0,0

32,07:45-08:00,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,4.41,22.61,689.39,0,0,175.8,0,79.6,408.38,82.36,52.6,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,82.22,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,27.49,11.91,0,42.15,0,45.08,25.69,52.04,44.52,0,0

33,08:00-08:15,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,4.41,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,52.09,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,82.22,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,27.49,11.91,0,42.15,0,45.08,25.69,52.04,44.52,0,0

34,08:15-08:30,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,4.41,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,52.09,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,82.22,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,27.49,11.91,0,42.15,0,45.08,25.69,52.04,44.52,0,0

35,08:30-08:45,24.99,42.46,38.32,0,65.43,125.27,103.98,27.38,16.56,22.61,689.39,0,0,175.8,0,79.6,416.25,41.18,52.09,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,82.22,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,22.79,11.91,0,42.15,0,45.08,25.69,52.04,44.52,0,0

36,08:45-09:00,24.99,42.46,38.32,0,65.43,125.27,0,27.38,16.56,22.61,689.39,0,0,175.8,0,79.6,416.25,0,52.09,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,82.22,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,22.84,11.91,0,42.15,0,45.08,25.69,52.04,44.52,0,0

37,09:00-09:15,24.99,42.46,38.32,0,65.43,125.27,0,27.38,16.56,22.61,689.39,0,0,175.8,0,79.6,416.25,0,51.59,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,82.22,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,22.93,11.91,0,42.15,0,45.08,25.69,47.57,44.52,0,0

38,09:15-09:30,24.99,42.46,38.32,0,65.43,125.27,0,27.38,16.56,22.61,689.39,0,0,175.8,0,79.6,416.25,0,51.59,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,82.22,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,22.93,11.91,0,42.15,0,45.08,25.69,47.57,44.52,0,0

39,09:30-09:45,24.99,42.46,38.32,0,65.43,125.27,0,27.38,16.56,22.61,689.39,0,0,175.8,0,79.6,416.25,0,51.59,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,82.22,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,22.93,11.91,0,42.15,0,45.08,25.69,47.57,44.52,0,0

40,09:45-10:00,24.99,42.46,38.32,0,65.43,125.27,0,27.38,16.56,22.61,689.39,0,0,175.8,0,79.6,416.25,0,51.59,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,82.22,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,2.33,0,0,5.68,0,130.84,0,0,0,22.93,11.91,0,42.15,0,45.08,25.69,47.57,44.52,0,0

41,10:00-10:15,24.99,42.46,38.32,0,65.43,125.27,0,27.38,52.36,22.61,689.39,0,0,175.8,0,79.6,416.25,0,50.83,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,82.22,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0.64,0,0,5.68,0,130.84,0,0,0,25.87,9.86,0,42.15,0,45.08,25.69,47.57,44.52,0,0

42,10:15-10:30,24.99,42.46,38.32,0,65.43,125.27,0,27.38,52.36,22.61,689.39,0,0,175.8,0,79.6,416.25,0,50.83,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,81.57,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,25.87,9.86,0,42.15,0,45.08,25.69,47.57,44.52,0,0

43,10:30-10:45,24.99,42.46,38.32,0,65.43,125.27,0,27.38,44.16,22.61,689.39,0,0,175.8,0,79.6,416.25,0,50.58,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,81.57,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,25.87,9.86,0,42.15,0,45.08,25.69,47.57,44.52,0,0

44,10:45-11:00,24.99,42.46,38.32,0,65.43,125.27,0,27.38,44.16,22.61,689.39,0,0,175.8,0,79.6,416.25,0,50.58,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,81.57,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,25.87,9.86,0,42.15,0,45.08,25.69,47.57,44.52,0,0

45,11:00-11:15,24.99,42.46,38.32,0,65.43,125.27,0,27.38,44.16,22.61,689.39,0,0,175.8,0,79.6,416.25,0,50.08,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,81.57,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,25.87,9.86,0,42.15,0,45.08,25.69,44.61,44.52,0,0

46,11:15-11:30,24.99,42.46,38.32,0,65.43,125.27,0,27.38,44.16,22.61,689.39,0,0,175.8,0,79.6,416.25,0,50.08,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,81.57,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,25.87,9.86,0,42.15,0,45.08,25.69,44.61,44.52,0,0

47,11:30-11:45,24.99,42.46,38.32,0,65.43,125.27,0,27.38,44.16,22.61,689.39,0,0,175.8,0,79.6,416.25,0,50.08,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,81.57,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,26.6,9.86,0,42.15,0,45.08,25.69,44.61,44.52,0,0

48,11:45-12:00,24.99,42.46,38.32,0,65.43,125.27,0,27.38,44.16,22.61,689.39,0,0,175.8,0,79.6,416.25,0,50.08,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,81.57,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,26.6,9.86,0,42.15,0,45.08,25.69,44.61,44.52,0,0

49,12:00-12:15,24.99,42.46,38.32,0,65.43,125.27,0,27.38,37.53,22.61,689.39,0,0,175.8,0,79.6,416.25,0,49.81,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,81.57,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,27.05,9.86,0,42.15,0,45.08,25.69,44.61,44.52,0,0

50,12:15-12:30,24.99,42.46,38.32,0,65.43,125.27,0,27.38,37.53,22.61,689.39,0,0,175.8,0,79.6,416.25,0,49.81,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,81.57,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,27.05,9.86,0,42.15,0,45.08,25.69,44.61,44.52,0,0

51,12:30-12:45,24.99,42.46,38.32,0,65.43,125.27,103.98,27.38,11.04,22.61,689.39,0,0,175.8,0,79.6,416.25,41.18,49.81,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,81.57,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,27.05,11.91,0,42.15,0,45.08,25.69,44.61,44.52,0,0

52,12:45-13:00,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,4.41,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,49.81,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,81.57,0,19.46,667.27,45.53,24.11,0,74.95,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,27.05,11.91,0,42.15,0,45.08,25.69,44.61,44.52,0,0

53,13:00-13:15,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,4.41,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,49.56,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,81.57,0,19.46,667.27,45.53,24.11,0,91.33,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,27.05,11.91,0,42.15,0,45.08,25.69,44.61,44.52,0,0

