Block,Time Block,DADRT2,CHAMERA1,DHAULIGNGA,FSTPP I & II,DULHASTI,BRBCL,BSIUL,CHAMERA3,CHAMERA2,KGSU3AND4,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,JHAJJAR,KGSU1AND2,MAPS,KUDGI,NAPP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NLCEXP,NTPL,PARBATI3,RAPPB,RIHAND2,RIHAND1,RAMPUR,RAPPC,RIHAND3,RSTPSU1TO6,SASAN,SINGRAULI_HYDRO,RSTPSU7,SIMHST1,SALAL,SEWA2,SIMHST2,SINGRAULI,TALA,TEHRI,TANDA2,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,UNCHAHAR1,URI2,ANTA_LF,UNCHAHAR3,ANTA_GF,ANTA_CRF,URI,VALLURNTECL,UNCHAHAR4,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,585.93,40.84,39.14,20.15,52.12,10.67,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,149.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,84.73,3.43,58.65,123.63,0,331.36,0,0,0,81.07,16.83,0,122.57,1.71,34.34,0,0,8.44,0,41.07,17.77,34.93,0,25.58,0,0,43.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,585.93,40.84,39.14,20.15,52.12,10.82,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,84.73,3.43,58.65,123.63,0,331.36,0,0,0,81.07,16.83,0,128.85,1.88,34.34,0,0,8.44,0,35.49,17.77,34.93,0,22.95,0,0,26.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,585.93,40.84,39.14,20.15,52.12,10.67,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,84.73,3.43,58.65,123.63,0,331.36,0,0,0,81.07,16.83,0,129.81,1.88,34.34,0,0,8.44,0,29.81,15.03,34.93,0,19.42,0,0,26.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,585.93,40.84,39.14,20.15,52.12,11.61,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,87.39,3.43,58.65,123.63,0,331.36,0,0,0,81.07,16.83,0,129.81,1.88,34.34,0,0,8.44,0,29.81,15.03,34.93,0,19.42,0,0,26.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,557.24,40.84,39.14,20.15,52.12,12.15,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,87.72,3.43,58.65,123.63,0,331.36,0,0,0,81.07,16.83,0,131.27,2.16,34.34,0,0,8.44,0,29.81,15.03,34.93,0,19.42,0,0,26.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,508.8,40.84,39.14,20.15,52.12,11.99,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,331.36,0,0,0,81.07,16.83,0,131.32,2.16,34.34,0,0,8.44,0,29.81,15.03,34.93,0,19.42,0,0,43.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,460.35,40.84,39.14,17.36,52.12,12.63,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,331.36,0,0,0,81.07,16.83,0,131.32,2.16,34.34,0,0,8.44,0,29.81,15.03,34.93,0,19.42,0,0,43.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,460.35,40.84,39.14,17.36,52.12,13.24,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,331.36,0,0,0,77.69,16.83,0,131.32,2.16,34.34,0,0,8.07,0,29.81,15.03,31.5,0,19.42,0,0,43.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,411.91,27.23,39.14,17.36,52.12,14.55,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,331.36,0,0,0,77.69,16.83,0,131.32,2.16,34.34,0,0,8.07,0,29.81,15.03,31.5,0,19.42,0,0,43.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,365.6,27.23,39.14,17.36,52.12,14.39,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,331.36,0,0,0,77.69,16.83,0,122.27,1.88,34.34,0,0,8.07,0,30.78,15.03,31.5,0,19.42,0,0,26.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,365.6,27.23,39.14,17.36,52.12,13.86,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,331.36,0,0,0,77.69,16.83,0,122.27,1.88,34.34,0,0,8.07,0,30.78,15.03,31.5,0,19.42,0,0,26.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,365.6,27.23,39.14,17.36,52.12,15.69,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,331.36,0,0,0,77.69,16.83,0,122.27,1.88,34.34,0,0,8.07,0,30.78,15.03,31.5,0,19.42,0,0,26.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,365.6,27.23,39.14,17.36,52.12,18.81,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,331.36,0,0,0,77.69,16.83,0,122.27,1.88,34.34,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,26.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,365.6,27.23,39.14,17.36,52.12,19.38,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,331.36,0,0,0,77.69,16.83,0,122.27,1.66,34.34,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,37.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,365.6,27.23,39.14,17.36,52.12,19.38,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,331.36,0,0,0,77.69,16.83,0,122.27,1.6,34.34,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,37.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,365.6,27.23,39.14,17.36,52.12,19.38,6.32,31.08,42.84,0,9.36,82.58,0,0,5.18,4.23,28.08,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,331.36,0,0,0,77.69,16.83,0,122.27,1.42,33.64,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,37.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,365.6,27.23,39.14,17.36,52.12,19.38,6.32,31.08,42.84,0,9.36,82.58,0,0,5.18,4.23,28.08,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,5.45,0,117.92,87.72,3.43,58.65,123.63,0,331.36,0,0,0,77.69,16.83,0,122.27,1.09,33.64,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,37.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,365.6,27.23,39.14,17.36,52.12,19.38,6.32,31.08,42.84,0,9.36,82.58,0,0,5.18,4.23,28.08,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,6.81,0,117.92,87.72,3.43,58.65,123.63,0,331.36,0,0,0,77.69,16.83,0,122.27,0.78,33.64,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,28.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,365.6,27.23,39.14,17.36,52.12,19.38,6.32,31.08,42.84,0,9.36,82.58,0,0,5.18,4.23,28.08,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,52.43,0,117.92,87.72,3.43,58.65,123.63,0,331.36,0,0,0,77.69,16.83,0,122.27,0.51,33.64,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,28.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,365.6,27.23,39.14,20.15,52.12,19.38,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,52.43,0,117.92,87.72,3.43,58.65,123.63,0,341.17,0,0,0,77.69,16.83,0,122.27,0.57,33.64,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,28.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,365.6,27.23,39.14,20.15,52.12,19.38,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,52.43,0,117.92,87.72,3.43,58.65,123.63,0,355.51,0,0,0,77.69,16.83,0,122.27,0.54,16.47,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,28.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,365.6,13.61,39.14,20.15,52.12,19.38,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,52.43,0,117.92,87.72,3.43,58.65,123.63,0,369.74,0,0,0,77.69,16.83,0,122.27,2.07,16.47,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,37.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,365.6,13.61,39.14,20.15,52.12,19.38,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,52.43,0,117.92,87.72,3.43,58.65,123.63,0,378.92,0,0,0,77.69,16.83,0,122.27,2.14,16.47,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,37.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,365.6,13.61,39.14,17.17,52.12,19.38,6.32,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,52.43,0,117.92,87.72,3.43,58.65,123.63,0,386.55,0,0,0,77.69,16.83,0,122.27,2.26,16.47,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,37.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,365.6,13.61,39.14,16.63,52.12,19.31,6.32,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,87.72,3.43,58.65,123.63,0,396.37,0,0,0,77.69,16.83,0,122.27,2.28,16.47,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,37.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,365.6,13.61,39.14,16.63,52.12,19.31,6.32,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,87.72,3.43,58.65,123.63,0,400.04,0,0,0,77.69,16.83,0,122.27,2.28,0,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,31.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,365.6,13.61,39.14,13.84,52.12,16.61,6.32,31.08,42.84,0,9.36,82.58,0,0,5.18,4.23,28.08,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,87.72,3.43,58.65,123.63,0,400.04,0,0,0,77.69,16.83,0,122.27,2.28,0,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,31.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,365.6,13.61,39.14,13.56,52.12,18.53,6.32,31.08,42.84,0,9.36,82.08,0,0,5.18,4.23,27.91,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,122.27,2.31,0,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,31.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,365.6,13.61,39.14,13.56,52.12,18.23,6.32,31.08,42.84,0,9.36,63.25,0,0,5.18,4.23,24.24,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,61.55,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,112.58,2.31,0,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,31.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,365.6,12.4,39.14,12.3,52.12,19.38,6.32,24.52,42.84,0,9.36,76.98,0,0,3.53,4.23,28.96,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,61.55,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,112.58,2.14,0,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,33.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,365.6,11.48,39.14,11.63,52.12,19.38,12.63,24.52,42.84,0,9.36,76.98,0,0,3.53,4.23,28.96,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,95.49,61.55,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,112.58,2.14,0,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,33.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,365.6,11.48,39.14,11.63,52.12,19.38,12.63,24.52,42.84,0,9.36,76.98,0,0,3.53,4.23,28.96,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,95.49,61.55,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,112.58,3.51,0,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,37.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,365.6,11.48,39.14,11.63,52.12,19.38,12.63,24.52,42.84,0,9.36,76.98,0,0,3.53,4.23,28.96,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,95.49,61.55,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,112.58,3.64,0,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,37.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,365.6,0,39.14,11.63,52.12,18.45,12.63,24.52,42.84,0,9.36,63.75,0,0,3.53,4.23,24.41,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,95.49,61.55,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,112.58,3.64,0,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,37.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,365.6,0,39.14,11.63,52.12,17.97,12.63,24.52,42.84,0,9.36,63.75,0,0,3.53,4.23,24.41,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,95.49,61.55,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,112.58,3.64,0,0,0,8.07,0,23.29,11.86,31.5,0,14.49,0,0,37.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,365.6,0,39.14,11.63,52.12,16.13,12.63,24.52,42.84,0,9.36,63.75,0,0,3.53,4.23,24.41,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,61.55,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,112.58,3.64,0,0,0,8.07,0,23.29,11.86,31.5,0,14.42,0,0,25.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,365.6,0,39.14,11.63,52.12,14.35,12.63,24.52,42.84,0,9.36,63.75,0,0,2.35,4.23,24.41,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,61.55,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,112.58,3.64,0,0,0,8.07,0,23.29,11.86,31.5,0,14.42,0,0,25.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,365.6,0,39.14,11.63,52.12,17.65,12.63,24.52,42.84,0,9.36,63.75,0,0,2.35,4.23,24.41,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,61.55,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,112.58,3.64,0,0,0,8.07,0,23.29,11.86,31.5,0,14.42,0,0,33.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,365.6,0,39.14,11.63,52.12,19.3,12.63,24.52,42.84,0,9.36,63.75,0,0,2.35,4.23,24.41,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,61.55,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,112.58,3.64,0,0,0,8.07,0,23.29,11.86,31.5,0,14.42,0,0,33.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,365.6,0,39.14,11.63,52.12,19.38,12.63,24.52,42.84,0,9.36,63.75,0,0,1.17,4.23,24.41,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,82.9,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,127.5,4.21,0,0,0,8.07,0,23.29,11.86,31.5,0,14.42,0,0,33.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,365.6,0,29.29,11.63,52.12,18.14,12.63,24.52,42.84,0,9.36,82.58,0,0,1.17,4.23,28.08,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,129.81,4.21,0,0,0,8.07,0,23.29,11.86,31.5,0,14.42,0,0,33.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,365.6,0,19.48,15.15,52.12,19.14,12.63,24.52,31.8,0,9.36,95.8,0,0,1.17,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.93,0,0,0,8.07,0,23.29,11.86,31.5,0,14.42,0,0,33.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,365.6,0,9.74,15.15,52.12,18.44,12.63,24.52,31.8,0,9.36,95.8,0,0,1.17,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.93,0,0,0,8.07,0,23.29,11.86,31.5,0,14.42,0,0,33.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,365.6,0,0,15.15,52.12,19.38,12.63,24.52,31.8,0,9.36,95.8,0,0,1.17,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.93,0,0,0,8.07,0,27.58,14.85,31.5,0,17.12,0,0,36.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,365.6,0,0,15.07,52.12,19.38,12.63,24.52,31.8,0,9.36,95.8,0,0,1.17,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.93,0,0,0,8.07,0,30.6,14.85,31.5,0,19.18,0,0,36.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,365.6,0,0,15.07,52.12,19.38,12.63,24.52,31.8,0,9.36,83.09,0,0,1.17,4.23,29.19,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.93,0,0,0,8.07,0,30.6,14.85,31.5,0,19.18,0,0,37.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,365.6,0,0,15.07,52.12,19.38,12.63,24.52,31.8,0,9.36,83.09,0,0,1.17,4.23,29.19,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.93,0,0,0,8.07,0,30.6,14.85,31.5,0,19.18,0,0,37.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,365.6,0,0,15.07,52.12,19.38,6.32,24.52,31.8,0,9.36,83.09,0,0,1.17,4.23,29.19,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.93,0,0,0,8.07,0,30.6,14.85,31.5,0,19.18,0,0,38.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,365.6,0,0,15.07,52.12,19.02,6.32,24.52,31.8,0,9.36,83.09,0,0,1.17,4.23,29.19,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.93,0,0,0,8.07,0,30.6,14.85,31.5,0,19.18,0,0,38.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,365.6,0,0,17.36,52.12,19.38,6.32,24.52,31.8,0,9.36,95.8,0,0,1.17,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.79,0,0,0,8.07,0,30.6,14.85,31.5,0,19.18,0,0,28.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,365.6,0,0,17.36,52.12,19,6.32,24.52,31.8,0,9.36,95.8,0,0,1.17,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,4.01,0,0,0,8.07,0,30.6,14.85,31.5,0,19.18,0,0,28.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

