Block,Time,SH-07,LT_MEJA_Delhi,L_NR_2012_07,LT-59,L_NR_2012_01,LT-36,LT-05,SH-06,L_NR_2012_04,L_NR_2019_19,L_NR_2020_02,L_NR_2012_02,LT-35,L_NR_2019_11,LT-31,L_NR_2021_17,L_NR_2022_10,L_NR_2022_08,L_NR_2021_12,L_NR_2021_16,L_NR_2020_07,L_NR_2021_13,L_NR_2022_09,L_NR_2019_05,L_NR_2021_15,L_NR_2019_07,L_NR_2020_05,L_NR_2019_06,L_NR_2021_14,L_NR_2020_06,L_NR_2018_61
17,04:00-04:15,0.000000,6.450000,29.000000,4.440000,101.240000,0.000000,70.540000,0.000000,271.830000,0.000000,4.270000,143.700000,0.000000,4.220000,0.000000,0,21.45,4.35,0,0,9.01,0,21.45,0,0,0,27.03,0,0,9.01,5.19

18,04:15-04:30,0.000000,6.450000,29.000000,4.440000,101.240000,0.000000,70.540000,0.000000,271.830000,0.000000,4.270000,143.700000,0.000000,4.220000,0.000000,0,21.83,4.56,0,0,8.6,0,21.83,0,0,0,25.78,0,0,8.59,5.2

19,04:30-04:45,0.000000,6.450000,29.000000,4.440000,101.240000,0.000000,66.370000,0.000000,271.830000,0.000000,4.270000,150.460000,0.000000,4.220000,0.000000,0,12.57,4.45,0,0,8.24,0,12.57,0,0,0,24.69,0,0,8.23,5.41

20,04:45-05:00,0.000000,6.450000,63.380000,4.440000,101.240000,0.000000,66.370000,0.000000,271.830000,0.000000,4.270000,201.390000,0.000000,4.220000,0.000000,0,12.57,4.48,0,0,7.44,0,12.57,0,0,0,22.33,0,0,7.44,5.71

21,05:00-05:15,0.000000,6.450000,63.380000,4.350000,101.240000,0.000000,66.370000,0.000000,271.830000,0.000000,4.180000,230.380000,0.000000,4.220000,0.000000,0,12.64,4.52,0,0,7.33,0,12.64,0,0,0,22.01,0,0,7.34,5.93

22,05:15-05:30,0.000000,6.450000,41.470000,4.350000,101.240000,0.000000,66.370000,0.000000,271.830000,0.000000,4.180000,210.610000,0.000000,4.220000,0.000000,0,12.54,4.39,0,0,7.33,0,12.54,0,0,0,22,0,0,7.33,6.17

23,05:30-05:45,0.000000,6.450000,63.380000,4.350000,101.240000,0.000000,66.370000,0.000000,271.830000,0.040000,4.180000,261.530000,0.000000,4.220000,0.000000,0,12.4,4.45,0,0,7.23,0,12.4,0,0,0,21.74,0,0,7.25,5.53

24,05:45-06:00,0.000000,6.450000,87.180000,4.350000,101.240000,0.000000,66.370000,0.000000,271.830000,2.620000,4.180000,261.530000,0.000000,4.220000,0.000000,0,12.66,4.5,0,0,6.97,0,12.66,0,0,0,20.93,0,0,6.98,5

25,06:00-06:15,0.000000,6.450000,87.180000,4.350000,101.240000,0.020000,66.370000,0.000000,271.830000,7.390000,4.180000,261.530000,0.040000,4.220000,0.040000,0,12.59,4.03,0.37,0,7.05,0.07,12.59,2.58,0.16,1.35,21.16,8.59,0.03,7.05,5.06

26,06:15-06:30,0.000000,6.450000,87.180000,4.350000,101.240000,0.150000,66.370000,0.000000,271.830000,12.450000,4.180000,261.530000,0.270000,4.220000,0.220000,0,12.64,3.95,3.88,0,7.02,0.77,12.64,7.45,0.92,3.74,21.07,15.48,0.03,7.02,4.31

27,06:30-06:45,0.000000,6.450000,87.180000,4.350000,101.240000,0.490000,66.370000,0.000000,271.830000,18.610000,4.180000,261.530000,0.480000,4.220000,0.480000,4.2,12.45,4.1,9.73,8.4,6.63,1.95,12.45,14.44,2.2,10.84,19.9,25.49,1.15,6.63,4.29

28,06:45-07:00,0.000000,6.450000,87.180000,4.350000,101.240000,1.030000,66.370000,0.000000,271.830000,26.370000,4.180000,261.530000,1.000000,4.220000,1.000000,6.63,12.64,3.98,17.6,13.26,6.45,3.52,12.64,25.47,4.09,18.88,19.38,33,3.4,6.46,4.34

29,07:00-07:15,0.000000,6.450000,87.180000,4.350000,101.240000,1.770000,66.370000,0.000000,271.830000,35.440000,4.090000,261.530000,1.730000,4.080000,1.730000,11.67,12.62,4.05,29.72,23.33,6.26,5.94,12.62,32.13,6.6,28.74,18.75,32.13,6.65,6.25,4.31

30,07:15-07:30,0.000000,6.450000,68.170000,4.350000,101.240000,2.710000,66.370000,0.000000,271.830000,45.480000,4.090000,210.610000,2.650000,4.080000,2.650000,15,12.55,4.12,44.29,30,6.1,8.86,12.55,31,9.67,31,18.28,31,11.08,6.09,4.2

31,07:30-07:45,0.000000,6.450000,55.690000,4.350000,101.240000,3.940000,70.540000,0.000000,271.830000,55.820000,4.090000,210.610000,3.850000,4.080000,3.850000,21.33,12.63,3.97,62.2,42.67,5.98,12.44,12.63,31,12.96,31,17.99,31,16.57,6,4.4

32,07:45:08:00,0.000000,6.450000,55.690000,4.350000,101.240000,5.160000,70.540000,0.000000,271.830000,65.310000,4.090000,210.610000,5.030000,4.080000,5.030000,26.66,12.45,4.06,82.04,53.34,5.82,16.41,12.45,31,16.38,31,17.44,31,22.81,5.81,4.28

33,08:00-08:15,0.000000,6.590000,31.890000,4.350000,53.160000,6.320000,70.540000,0.000000,271.830000,73.820000,4.090000,210.610000,6.170000,4.080000,6.170000,30.66,11.88,3.47,103.83,61.34,5.93,20.77,11.88,31.33,21.29,31.34,17.79,31.33,29.72,5.93,4.32

34,08:15-08:30,0.000000,6.590000,31.890000,4.350000,53.160000,7.480000,70.540000,0.000000,271.830000,82.310000,4.090000,179.460000,7.300000,4.080000,7.300000,33,12.13,3.52,126.17,66,5.85,25.23,12.13,31.33,25.05,31.34,17.57,31.33,37.27,5.86,4.27

35,08:30-08:45,0.000000,6.240000,31.890000,4.350000,53.160000,8.490000,70.540000,0.000000,271.830000,91.350000,4.090000,150.460000,8.290000,4.080000,8.290000,36,12.11,3.35,147.13,72,5.96,29.42,12.11,31.33,28.53,31.34,17.83,31.33,47.61,5.94,4.24

36,08:45:09:00,0.000000,5.900000,31.890000,4.350000,53.160000,9.720000,70.540000,0.000000,271.830000,100.630000,4.090000,150.460000,9.480000,4.080000,9.480000,39.33,12.08,3.57,166.52,78.67,5.91,33.3,12.08,31.33,31.79,31.34,17.7,31.33,55.09,5.9,4.25

37,09:00:09:15,0.000000,5.540000,31.890000,4.350000,53.160000,10.750000,70.540000,0.000000,271.830000,109.540000,4.000000,115.010000,10.490000,4.080000,10.490000,40.66,12.09,3.41,170.38,81.34,5.93,34.07,12.09,31.33,34.59,31.34,17.8,31.33,61.47,5.93,4.28

38,09:15-09:30,0.000000,5.390000,31.890000,4.350000,53.160000,11.490000,70.540000,0.000000,271.830000,116.920000,4.000000,115.010000,11.210000,4.080000,11.210000,42.66,11.88,3.48,185,85.34,5.91,37,11.88,31.33,37,31.34,17.68,31.33,67.89,5.89,4.32

39,09:30-09:45,0.000000,5.390000,31.890000,4.350000,53.160000,12.310000,70.540000,0.000000,271.830000,122.440000,4.000000,115.010000,12.020000,4.080000,12.020000,44.66,12.03,3.49,203.9,89.34,5.87,40.78,12.03,31.33,34.26,31.34,17.62,31.33,73.58,5.88,4.39

40,09:45-10:00,0.000000,5.390000,31.890000,4.350000,53.160000,13.140000,70.540000,0.000000,271.830000,127.390000,4.000000,165.940000,12.810000,4.080000,12.810000,46.66,12,3.47,218.58,93.34,5.95,43.72,12,31.33,36.18,31.34,17.87,31.33,78.37,5.96,4.26

41,10:00-10:15,0.000000,5.390000,31.890000,4.350000,53.160000,13.870000,70.540000,0.000000,271.830000,131.750000,4.000000,165.940000,13.540000,4.150000,13.540000,48.33,10.55,3.6,229.85,96.67,5.57,45.97,10.55,31.33,37.79,31.34,16.69,31.33,82.49,5.56,4.22

42,10:15-10:30,0.000000,5.390000,50.910000,4.350000,53.160000,14.510000,70.540000,0.000000,271.830000,135.170000,4.000000,165.940000,14.160000,4.150000,14.160000,48.66,8.58,3.57,229.85,97.34,5.6,45.97,8.58,31.33,39.28,31.34,16.81,31.33,86.16,5.6,4.22

43,10:30-10:45,0.000000,5.390000,50.910000,4.350000,53.160000,15.050000,70.540000,0.000000,271.830000,137.670000,4.000000,165.940000,14.680000,4.150000,14.680000,47.33,8.12,3.36,229.85,94.67,5.59,45.97,8.12,31.33,40.85,31.34,16.77,31.33,89.32,5.59,4.33

44,10:45-11:00,0.000000,5.390000,50.910000,4.350000,53.160000,15.520000,70.540000,0.000000,271.830000,139.250000,4.000000,165.940000,15.130000,4.150000,15.130000,46.33,8.09,3.64,237.97,92.67,5.59,47.59,8.09,31.33,42.26,31.34,16.8,31.33,90.75,5.6,4.38

45,11:00-11:15,0.000000,5.390000,50.910000,4.350000,53.160000,15.920000,70.540000,0.000000,271.830000,140.400000,4.000000,165.940000,15.540000,4.220000,15.540000,46,7.94,3.54,237.97,92,5.64,47.59,7.94,31.33,49.56,31.34,16.94,31.33,91.79,5.65,6.15

46,11:15-11:30,0.000000,5.390000,50.910000,4.350000,53.160000,16.250000,70.540000,0.000000,271.830000,140.410000,4.000000,165.940000,15.850000,4.220000,15.850000,45.33,8.06,3.51,237.97,90.67,5.54,47.59,8.06,31.33,50,31.34,16.6,31.33,91.79,5.53,6.13

47,11:30-11:45,0.000000,5.390000,50.910000,4.350000,53.160000,16.470000,70.540000,0.000000,271.830000,139.220000,4.000000,165.940000,16.070000,4.220000,16.070000,45,7.88,3.47,237.97,90,5.59,47.59,7.88,31.33,50,31.34,16.8,31.33,92.81,5.6,6.16

48,11:45-12:00,0.000000,5.390000,50.910000,4.350000,53.160000,16.820000,70.540000,0.000000,271.830000,137.920000,4.000000,165.940000,16.400000,4.220000,16.400000,44.66,7.98,3.64,237.97,89.34,5.58,47.59,7.98,31.33,50,31.34,16.75,31.33,93.17,5.58,6.13

49,12:00-12:15,0.000000,5.390000,50.910000,4.350000,53.160000,16.840000,70.540000,0.000000,271.830000,139.490000,4.090000,165.940000,16.440000,4.220000,16.440000,44.66,9.32,3.44,237.97,89.34,5.66,47.59,9.32,31.33,50,31.34,16.99,31.33,93.11,5.66,6.18

50,12:15-12:30,0.000000,5.390000,50.910000,4.350000,53.160000,16.870000,70.540000,0.000000,271.830000,136.850000,4.090000,165.940000,16.470000,4.220000,16.470000,44.33,11.49,3.37,237.97,88.67,6.34,47.59,11.49,31.33,50,31.34,19,31.33,93.17,6.33,6.1

51,12:30-12:45,0.000000,5.390000,50.910000,4.350000,53.160000,16.850000,70.540000,0.000000,271.830000,136.070000,4.090000,165.940000,16.440000,4.220000,16.440000,44.33,11.6,3.63,237.97,88.67,6.25,47.59,11.6,31.33,50,31.34,18.76,31.33,92.79,6.26,6.17

52,12:45-13:00,0.000000,5.390000,29.000000,4.350000,53.160000,16.900000,70.540000,0.000000,271.830000,135.210000,4.090000,165.940000,16.500000,4.220000,16.500000,44.33,11.77,3.49,237.97,88.67,6.22,47.59,11.77,31.33,49.42,31.34,18.64,31.33,93.11,6.21,6.2

53,13:00-13:15,0.000000,5.390000,29.000000,4.350000,53.160000,16.830000,70.540000,0.000000,271.830000,134.400000,4.090000,124.680000,16.410000,4.380000,16.410000,44.33,11.89,3.59,237.97,88.67,6.24,47.59,11.89,31.33,48.46,31.34,18.73,31.33,93.03,6.24,6

54,13:15-13:30,0.000000,5.390000,29.000000,4.350000,53.160000,16.720000,70.540000,0.000000,271.830000,133.710000,4.090000,124.680000,16.320000,4.380000,16.320000,44.66,12.01,3.64,237.97,89.34,6.27,47.59,12.01,31.33,47,31.34,18.82,31.33,92.91,6.27,6.06

55,13:30-13:45,0.000000,5.390000,29.000000,3.890000,53.160000,16.520000,70.540000,0.000000,271.830000,131.940000,4.090000,124.680000,16.110000,4.380000,16.110000,45,11.05,3.6,237.97,90,6.32,47.59,11.05,31.33,46.04,31.34,18.93,31.33,92.76,6.31,6.13

56,13:45-14:00,0.000000,5.390000,29.000000,3.890000,53.160000,16.100000,70.540000,0.000000,271.830000,128.020000,4.090000,165.940000,15.710000,4.380000,15.710000,45,11.45,3.56,237.97,90,6.25,47.59,11.45,31.33,44.92,31.34,18.76,31.33,92.21,6.26,6.12

57,14:00-14:15,0.000000,5.390000,29.960000,4.040000,53.160000,15.840000,66.370000,0.000000,271.830000,123.640000,4.180000,164.010000,15.460000,4.380000,15.460000,44,12.21,3.42,237.97,88,6.22,47.59,12.21,31.33,46.45,31.34,18.64,31.33,92.11,6.21,6.1

58,14:15-14:30,0.000000,5.390000,51.870000,4.040000,53.160000,15.550000,74.900000,0.000000,271.830000,118.770000,4.180000,164.010000,15.170000,4.380000,15.170000,42.66,12.89,3.75,237.97,85.34,6.24,47.59,12.89,31.33,45.64,31.34,18.73,31.33,91.36,6.24,6.11

59,14:30-14:45,0.000000,5.390000,51.870000,4.040000,53.160000,14.830000,83.440000,0.000000,271.830000,112.570000,4.180000,212.330000,14.480000,4.380000,14.480000,41.33,13.5,3.88,237.97,82.67,6.27,47.59,13.5,31.33,43.57,31.34,18.82,31.33,90.22,6.27,6.07

60,14:45-15:00,0.000000,5.390000,51.870000,4.040000,53.160000,14.310000,116.050000,0.000000,271.830000,105.560000,4.180000,226.080000,13.970000,4.380000,13.970000,38.66,14.53,3.86,233.33,77.34,6.32,46.67,14.53,31.33,41.17,31.34,18.93,31.33,87.14,6.31,6.02

61,15:00-15:15,0.000000,6.590000,51.870000,4.130000,53.160000,13.680000,116.050000,0.000000,271.830000,100.300000,4.370000,226.080000,13.340000,3.920000,13.340000,38,15.65,3.96,233.33,76,6.82,46.67,15.65,31.33,38.46,31.34,20.46,31.33,83.49,6.82,6.49

62,15:15-15:30,0.000000,6.590000,51.870000,4.130000,53.160000,12.860000,116.050000,0.000000,271.830000,92.240000,4.370000,226.080000,12.540000,3.920000,12.540000,35.66,16.83,4.12,233.33,71.34,7.43,46.67,16.83,31.33,35.55,31.34,22.32,31.33,77.6,7.44,7.1

63,15:30-15:45,0.000000,6.590000,51.870000,4.130000,53.160000,12.210000,116.050000,0.000000,271.830000,83.790000,4.370000,226.080000,11.910000,3.920000,11.910000,34,35.94,5.99,224.27,68,10.87,44.85,35.94,31.33,36.08,31.34,32.63,31.33,73.56,10.88,6.87

64,15:45-16:00,0.000000,6.590000,51.870000,4.130000,53.160000,11.330000,116.050000,0.000000,271.830000,75.490000,4.370000,226.080000,11.050000,3.920000,11.050000,31.33,35.87,6.43,208.82,62.67,11.61,41.76,35.87,31.33,34.79,31.34,34.81,31.33,69.83,11.6,6.73

65,16:00-16:15,0.000000,6.590000,51.970000,4.200000,50.260000,10.250000,116.050000,0.000000,271.830000,67.080000,4.470000,226.390000,10.000000,4.080000,10.000000,30.33,33.77,6.7,174.35,60.67,12.05,34.87,33.77,31.33,32.88,31.34,36.13,31.33,63.81,12.04,6.89

66,16:15-16:30,0.000000,6.590000,51.970000,4.200000,50.260000,9.500000,116.050000,0.000000,271.830000,57.700000,4.470000,226.390000,9.270000,4.080000,9.270000,28,31.88,7.01,153.36,56,12.55,30.67,31.88,31.33,30.4,31.34,37.63,31.33,56.47,12.54,6.89

67,16:30-16:45,0.000000,6.590000,74.810000,4.200000,50.260000,8.260000,116.050000,0.000000,271.830000,47.320000,4.000000,243.480000,8.060000,4.080000,8.060000,26.66,30.55,7.56,139.04,53.34,7.53,27.81,30.55,31.33,26.61,31.34,22.61,31.33,50.01,7.54,6.88

68,16:45-17:00,0.000000,6.590000,74.810000,4.200000,50.260000,7.130000,116.050000,0.000000,271.830000,37.070000,4.000000,261.530000,6.960000,4.080000,6.960000,23.33,29.88,7.73,121.5,46.67,8.08,24.3,29.88,31.33,22.72,31.34,24.26,31.33,43.79,8.09,6.71

69,17:00-17:15,0.000000,6.590000,74.810000,4.350000,70.360000,6.000000,116.050000,0.000000,271.830000,28.060000,4.000000,261.530000,5.850000,4.220000,5.850000,20.33,28.55,7.45,103.02,40.67,8.61,20.6,28.55,33,19.69,24.64,25.83,33,36.23,8.61,6.9

70,17:15-17:30,0.000000,6.590000,74.800000,4.350000,70.360000,4.860000,116.050000,0.000000,271.830000,20.960000,4.000000,261.530000,4.740000,4.220000,4.740000,16.33,27.77,7.01,58.96,32.67,9.43,11.79,27.77,21.58,16,13.97,28.32,33,29.64,9.44,6.88

71,17:30-17:45,0.000000,6.590000,74.800000,4.350000,99.360000,3.760000,116.050000,0.000000,271.830000,15.030000,4.000000,261.530000,3.670000,4.220000,3.670000,13.33,28.81,6.4,46.53,26.67,10.45,9.3,28.81,9.51,12.61,8.14,31.33,18.96,22.47,10.44,6.84

72,17:45-18:00,0.000000,6.590000,84.090000,4.350000,101.240000,2.770000,116.050000,0.000000,271.830000,9.800000,4.000000,261.530000,2.700000,4.220000,2.700000,10,29.96,6.2,37.95,20,11.62,7.59,29.96,4.75,9.26,2.51,34.81,12.03,15.74,11.6,6.71

73,18:00-18:15,0.000000,6.590000,87.180000,4.350000,101.240000,1.860000,116.050000,0.000000,271.830000,5.460000,4.500000,261.530000,1.820000,4.220000,1.820000,6.67,30.4,5.96,23.58,13.33,13.27,4.71,30.4,0,6.34,0,39.81,0,10.17,13.27,6.76

74,18:15-18:30,0.000000,6.590000,87.180000,4.350000,101.240000,1.310000,116.050000,0.000000,271.830000,2.670000,4.500000,261.530000,1.280000,4.220000,1.280000,3.33,30.97,6.55,10.53,6.67,13.43,2.1,30.97,0,4.01,0,40.31,0,5.53,13.44,6.79

75,18:30-18:45,0.000000,6.590000,87.180000,4.350000,101.240000,0.000000,116.050000,0.000000,271.830000,1.130000,4.500000,261.530000,0.000000,4.220000,0.000000,1.67,55.1,13.12,5.21,3.33,22.54,1.04,55.1,0,1.76,0,67.62,0,3.02,22.54,6.84

76,18:45-19:00,0.000000,6.590000,87.180000,4.350000,101.240000,0.000000,116.050000,0.000000,271.830000,0.190000,4.500000,261.530000,0.000000,4.220000,0.000000,0.67,52.07,12.54,2.85,1.33,21.89,0.57,52.07,0,0.44,0,65.67,0,1.06,21.89,6.73

77,19:00-19:15,0.000000,6.590000,87.180000,4.670000,101.240000,0.000000,116.050000,0.000000,271.830000,0.000000,4.500000,261.530000,0.000000,4.300000,0.000000,0.15,52.29,12.12,1.27,0.29,20.61,0.25,52.29,0,0,0,61.81,0,0.03,20.6,6.74

78,19:15-19:30,0.000000,6.590000,87.180000,4.670000,101.240000,0.000000,116.050000,0.000000,271.830000,0.000000,4.500000,261.530000,0.000000,4.300000,0.000000,0,51.28,11.72,0.32,0,19.2,0.06,51.28,0,0,0,57.62,0,0.03,19.21,6.82

79,19:30-19:45,0.000000,6.590000,87.180000,4.670000,101.240000,0.000000,116.050000,0.000000,271.830000,0.000000,4.500000,261.530000,0.000000,4.300000,0.000000,0,49.13,11.86,0,0,17.88,0,49.13,0,0,0,53.64,0,0,17.88,6.88

80,19:45-20:00,0.000000,6.590000,87.180000,4.670000,101.240000,0.000000,116.050000,0.000000,271.830000,0.000000,4.500000,261.530000,0.000000,4.300000,0.000000,0,48.09,11.56,0,0,16.37,0,48.09,0,0,0,49.13,0,0,16.38,6.83

81,20:00-20:15,0.000000,6.310000,75.090000,4.270000,101.240000,0.000000,116.050000,0.000000,271.830000,0.000000,4.500000,261.530000,0.000000,4.300000,0.000000,0,41.04,6.11,0,0,12.03,0,41.04,0,0,0,36.12,0,0,12.04,6.71

82,20:15-20:30,0.000000,6.170000,75.090000,4.270000,101.240000,0.000000,94.810000,0.000000,271.830000,0.000000,4.500000,261.530000,0.000000,4.300000,0.000000,0,38.25,6.14,0,0,12.61,0,38.25,0,0,0,37.82,0,0,12.61,6.77

83,20:30-20:45,0.000000,6.170000,75.090000,4.270000,101.240000,0.000000,94.810000,0.000000,271.830000,0.000000,4.500000,261.530000,0.000000,4.150000,0.000000,0,36.84,6.26,0,0,13.1,0,36.84,0,0,0,39.33,0,0,13.11,6.82

84,20:45-21:00,0.000000,6.170000,75.090000,4.270000,101.240000,0.000000,94.810000,0.000000,271.830000,0.000000,4.500000,261.530000,0.000000,4.150000,0.000000,0,36.01,6.4,0,0,13.72,0,36.01,0,0,0,41.16,0,0,13.72,6.88

85,21:00-21:15,0.000000,6.170000,75.090000,4.190000,101.240000,0.000000,94.810000,0.000000,271.830000,0.000000,4.420000,261.530000,0.000000,4.150000,0.000000,0,36.47,6.42,0,0,14.26,0,36.47,0,0,0,42.83,0,0,14.28,6.73

86,21:15-21:30,0.000000,6.170000,75.090000,4.190000,101.240000,0.000000,94.810000,0.000000,271.830000,0.000000,4.420000,261.530000,0.000000,4.150000,0.000000,0,36.95,6.44,0,0,15.06,0,36.95,0,0,0,45.16,0,0,15.05,6.73

87,21:30-21:45,0.000000,6.170000,75.090000,4.190000,101.240000,0.000000,94.810000,0.000000,271.830000,0.000000,4.420000,261.530000,0.000000,4.150000,0.000000,0,37.58,7.21,0,0,15.4,0,37.58,0,0,0,46.17,0,0,15.39,6.87

88,21:45-22:00,0.000000,6.170000,75.090000,4.190000,101.240000,0.000000,94.810000,0.000000,271.830000,0.000000,4.420000,261.530000,0.000000,4.150000,0.000000,0,38.23,7.54,0,0,15.03,0,38.23,0,0,0,45.07,0,0,15.02,6.72

89,22:00-22:15,0.000000,6.170000,75.090000,4.190000,101.240000,0.000000,94.810000,0.000000,271.830000,0.000000,4.420000,261.530000,0.000000,4.080000,0.000000,0,43.01,8.27,0,0,14.63,0,43.01,0,0,0,43.89,0,0,14.63,6.86

90,22:15-22:30,0.000000,6.170000,75.090000,4.190000,101.240000,0.000000,94.810000,0.000000,271.830000,0.000000,4.420000,261.530000,0.000000,4.080000,0.000000,0,45.37,8.06,0,0,14.19,0,45.37,0,0,0,42.56,0,0,14.19,6.8

91,22:30-22:45,0.000000,6.170000,75.090000,4.120000,101.240000,0.000000,94.810000,0.000000,271.830000,0.000000,4.420000,261.530000,0.000000,4.080000,0.000000,0,46.99,8.17,0,0,13.79,0,46.99,0,0,0,41.35,0,0,13.78,6.83

92,22:45-23:00,0.000000,6.170000,75.090000,4.120000,101.240000,0.000000,94.810000,0.000000,271.830000,0.000000,4.420000,261.530000,0.000000,4.080000,0.000000,0,48.05,7.9,0,0,13.36,0,48.05,0,0,0,40.13,0,0,13.38,6.71

93,23:00-23:15,0.000000,6.170000,75.090000,4.120000,101.240000,0.000000,94.810000,0.000000,271.830000,0.000000,4.370000,261.530000,0.000000,4.080000,0.000000,0,47.23,8.1,0,0,13.77,0,47.23,0,0,0,41.33,0,0,13.78,6.72

94,23:15-23:30,0.000000,6.170000,75.090000,4.120000,101.240000,0.000000,94.810000,0.000000,271.830000,0.000000,4.370000,261.530000,0.000000,4.080000,0.000000,0,46.46,7.61,0,0,14.18,0,46.46,0,0,0,42.54,0,0,14.18,6.83

95,23:30-23:45,0.000000,6.170000,75.090000,4.120000,101.240000,0.000000,94.810000,0.000000,271.830000,0.000000,4.370000,261.530000,0.000000,4.080000,0.000000,0,45.75,7.37,0,0,14.63,0,45.75,0,0,0,43.87,0,0,14.62,6.85

