Block,Time,DULHASTI,FSTPP I & II,JHAJJAR,KGSU1AND2,NLCIIST2,RIHAND2,VALLURNTECL,AURY_GF,DADRI_CRF,KOLDAM,KOTESHWR,NJPC,NLCTS2EXP,RAPPC,RSTPSU7,SEWA2,SIMHST2,UNCHAHAR1,BRBCL,KKNP,NLCEXP,RSTPSU1TO6,TEHRI,URI2,ANTA_CRF,ANTA_LF,AURY_RF,DADRI_LF,DADRI_RF,KISHANGANGA,MAPS,NTPL,RIHAND3,SINGRAULI_HYDRO,TALA,TANAKPUR,TANDA2,UNCHAHAR4,URI,ANTA_GF,AURY_LF,BSIUL,KKNPPU2,NNTPP,RIHAND1,SINGRAULI,TelanganaSTPP,CHAMERA1,KUDGI,RAMPUR,RAPPB,UNCHAHAR2,AURY_CRF,DADRI_GF,CHAMERA3,DHAULIGNGA,KGSU3AND4,KHSTPP-I,NAPP,PARBATI3,SIMHST1,UNCHAHAR3,CHAMERA2,DADRT2,KHSTPP-II,NLCIIST1,SALAL,SASAN,TALST2,ANTA_RF
12,02:45-03:00,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,0,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,69.72,418.77,0,42.84

13,03:00-03:15,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,0,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,13.95,418.77,0,42.84

14,03:15-03:30,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,0,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,42.84

15,03:30-03:45,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,0,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,42.84

16,03:45-04:00,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,0,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,42.84

17,04:00-04:15,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,0,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,42.84

18,04:15-04:30,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,0,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,42.84

19,04:30-04:45,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,0,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,42.84

20,04:45-05:00,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,21.3,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,0,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,42.84

21,05:00-05:15,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,44.7,0,52.03,0,0,0,20.56,20,0,0,0,15.44,4.57,0,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,35.33,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,42.84

22,05:15-05:30,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,68.09,0,52.03,0,0,0,20.56,20,0,0,0,30.87,4.57,0,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,35.33,0,0,1.1,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,42.84

23,05:30-05:45,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,91.48,0,52.03,0,0,0,20.56,20,0,0,0,30.87,4.57,0,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,4.41,0,0,6.52,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,9.13,0,32.78,42.51,0,0,26.39,1.6,683.14,98.87,0,2.33,418.77,0,42.84

24,05:45-06:00,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,116.95,0,52.03,0,0,0,20.56,20,0,0,0,45.68,4.57,0,0,0,22.47,66.85,0,0,0,124.32,0,0,10.25,0,0,1.33,0,0,6.52,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,9.68,18.27,0,32.78,42.51,0,0,26.39,3.73,683.14,98.87,0,2.33,418.77,0,42.84

25,06:00-06:15,32.96,20.8,654.31,0,0,118.76,0,0,0,0,8.87,116.95,0,52.03,0,0,0,20.56,20,0,0,0,62.24,4.57,42.84,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.33,0,0,6.52,0,0,92,104.16,0,11.85,0,0,0,21.19,70.37,0,19.36,27.4,0,32.78,42.51,3.82,0,26.39,8,683.14,98.87,0,2.33,418.77,0,0

26,06:15-06:30,49.43,20.8,654.31,0,0,118.76,0,0,0,0,19.72,140.34,0,52.03,0,5.27,0,20.56,20,0,0,0,62.24,4.57,42.84,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.33,0,0,13.04,0,0,92,104.16,0,28.05,0,0,0,21.19,70.37,0,29.06,36.55,0,32.78,42.51,16.55,0,26.39,39.51,683.14,98.87,0,13.95,418.77,0,0

27,06:30-06:45,49.43,20.8,654.31,0,0,118.76,0,0,0,0,19.72,140.34,0,52.03,0,10.54,0,20.56,20,0,0,0,62.24,4.57,42.84,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.33,0,0,13.04,0,0,92,104.16,0,42.1,0,0,0,21.19,70.37,0,29.06,36.55,0,32.78,42.51,16.55,0,26.39,39.51,683.14,98.87,0,69.72,418.77,0,0

28,06:45-07:00,49.43,20.8,654.31,0,0,118.76,0,0,0,0,19.72,140.34,0,52.03,0,10.54,0,20.56,20,0,0,0,62.24,4.57,42.84,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.77,0,0,13.04,0,0,92,104.16,0,42.1,0,0,0,21.19,70.37,0,29.06,36.55,0,32.78,42.51,16.55,0,26.39,39.51,683.14,98.87,0,69.72,418.77,0,0

29,07:00-07:15,49.43,20.8,654.31,0,0,118.76,0,0,0,0,19.72,140.34,0,52.03,0,10.54,0,20.56,20,0,0,0,62.24,4.57,42.84,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.33,0,0,13.04,0,0,92,104.16,0,39.5,0,0,0,21.19,70.37,0,29.06,36.55,0,32.78,42.51,16.55,0,26.39,39.51,683.14,98.87,0,69.72,418.77,0,0

30,07:15-07:30,49.43,20.8,654.31,0,0,118.76,0,0,0,0,19.72,140.34,0,52.03,0,5.27,0,20.56,20,0,0,0,62.24,4.57,42.84,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.33,0,0,13.04,0,0,92,104.16,0,28.05,0,0,0,21.19,70.37,0,29.06,36.55,0,32.78,42.51,16.55,0,26.39,39.51,683.14,98.87,0,69.72,418.77,0,0

31,07:30-07:45,32.96,20.8,654.31,0,0,118.76,0,0,0,0,8.87,116.95,0,52.03,0,0,0,20.56,20,0,0,0,46.31,4.57,42.84,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.33,0,0,6.52,0,0,92,104.16,0,11.85,0,0,0,21.19,70.37,0,2.55,27.4,0,32.78,42.51,16.55,0,26.39,4,683.14,98.87,0,13.95,418.77,0,0

32,07:45-08:00,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,93.56,0,52.03,0,0,0,20.56,20,0,0,0,30.87,4.57,42.84,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.33,0,0,6.52,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,18.27,0,32.78,42.51,3.56,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

33,08:00-08:15,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,93.56,0,52.03,0,0,0,20.56,20,0,0,0,15.56,4.57,42.63,0,0,22.47,66.85,0,0,0,124.32,0,0,10.25,0,0,35.33,0,0,1.1,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,9.13,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

34,08:15-08:30,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,66.29,0,52.03,0,0,0,20.56,20,0,0,0,14.74,4.57,42.63,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,35.33,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

35,08:30-08:45,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,37.88,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,42.63,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,3.86,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

36,08:45-09:00,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,20.83,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,42.63,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.33,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

37,09:00-09:15,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,42.42,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.33,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

38,09:15-09:30,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,42.42,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.33,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

39,09:30-09:45,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,42.42,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,1.33,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

40,09:45-10:00,16.48,20.8,654.31,0,0,118.76,0,0,0,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,42.42,0,0,22.47,66.85,0,0,0,124.32,0,0,3.85,0,0,35.33,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

41,10:00-10:15,16.48,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,42,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,35.33,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

42,10:15-10:30,16.48,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,42,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,2.76,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

43,10:30-10:45,16.48,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,42,0,0,22.47,0,0,0,0,124.32,0,0,10.25,0,0,1.11,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

44,10:45-11:00,16.48,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,42,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,1.11,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

45,11:00-11:15,16.48,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,18.83,42,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,1.11,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

46,11:15-11:30,16.48,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,18.83,42,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,1.11,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

47,11:30-11:45,16.48,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,18.83,42,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,2.21,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

48,11:45-12:00,16.48,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,18.83,42,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,35.33,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

49,12:00-12:15,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,18.83,41.37,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,35.33,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

50,12:15-12:30,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,18.83,41.37,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,2.76,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

51,12:30-12:45,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,41.37,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,1.11,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

52,12:45-13:00,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,41.37,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,1.11,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

53,13:00-13:15,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,41.37,0,0,22.47,0,0,0,0,124.32,0,0,10.25,0,0,1.11,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,12.78,418.77,0,0

54,13:15-13:30,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,41.37,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,1.11,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,12.78,418.77,0,0

55,13:30-13:45,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,41.37,0,0,22.47,0,0,0,0,124.32,0,0,10.25,0,0,13.25,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,12.78,418.77,0,0

56,13:45-14:00,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,41.37,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,13.25,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,12.78,418.77,0,0

57,14:00-14:15,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,40.95,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,13.25,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,12.78,418.77,0,0

58,14:15-14:30,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,40.95,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,13.25,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,12.78,418.77,0,0

59,14:30-14:45,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,40.95,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,12.78,418.77,0,0

60,14:45-15:00,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,40.95,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,12.78,418.77,0,0

61,15:00-15:15,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,40.95,0,0,22.47,0,0,0,0,124.32,0,0,10.25,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,12.78,418.77,0,0

62,15:15-15:30,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,40.95,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,12.78,418.77,0,0

63,15:30-15:45,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,40.95,0,0,22.47,0,0,0,0,124.32,0,0,10.25,0,0,13.25,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

64,15:45-16:00,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,40.95,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,13.25,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

