Column1,Time,GNA/NR/2025/06/01/2868,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8456,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8510,NR/01102023/19072037/LT-05,GNA/NR/2025/06/09/3517,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/5280,GNA/NR/2025/04/01/8964,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/9257,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06
65,16:00-16:15,28.99,100.67,9.25,132.87,11.76,130.74,26.7,10.34,12.3,9.09,29.27,11.76,6.56,15.35,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.31,87.16,7.79,48.32,11.9,-74.87,24.16,68.03,13.01,77.92,59,51,25,26.67,40,29,29,40,33,33,28.83,153.87,59,30.78,86.51,0,28.83

66,16:15-16:30,28.99,100.67,9.25,132.87,10.57,130.74,26.7,10.34,12.3,8.17,29.27,10.57,6.56,15.35,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.31,87.16,7.79,48.32,11.9,-74.87,24.16,62.02,14.23,68.09,56,46,20,26.67,46.67,25,26,46.67,33,33,29.17,140.64,52,28.13,87.49,0,29.17

67,16:30-16:45,28.99,100.67,9.25,132.87,9.44,130.74,26.7,10.34,12.3,7.3,29.27,9.44,6.56,15.35,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.31,87.16,7.79,48.32,11.9,-74.87,24.16,55.89,24.01,58.96,48,42,15,30,30,20,25,30,33,33,34.17,126.45,50,25.29,102.49,0,34.17

68,16:45-17:00,28.99,100.67,9.25,132.87,8.32,130.74,26.7,10.34,12.3,6.43,29.27,8.32,6.56,15.35,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.31,87.16,7.79,48.32,11.9,-74.87,24.16,49.2,24.61,50.82,41,36,12,30,30,19,22,30,33,33,34.17,111.11,43,22.22,102.49,0,34.17

69,17:00-17:15,28.99,100.67,10.78,132.87,7.24,127.61,25.18,10.34,12.95,5.6,28.77,7.24,7.5,15.35,63.54,0,25.18,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.31,67.19,8.42,48.32,11.9,-74.87,24.16,42.75,33.01,42.84,37,30,10,30,40,14,18,40,33,33,35,95.99,37,19.2,105,0,35

70,17:15-17:30,28.99,100.67,10.78,132.87,6.17,126.81,25.18,10.34,12.95,4.77,28.77,6.17,7.5,15.35,63.54,0,25.18,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.31,67.19,8.42,48.32,11.9,-74.87,24.16,35.86,33.01,34.58,32,24,8,30,46.67,10,15,46.67,33,33,35,80.16,31,16.03,105,0,35

71,17:30-17:45,28.99,100.67,10.78,132.87,5.09,130.74,25.18,10.34,12.95,3.93,28.77,5.09,7.5,15.35,70.71,0,25.18,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.31,87.16,8.42,48.32,11.9,-0,24.16,28.92,33.01,26.36,23,19,1,30,50.67,8,12,50.67,28.27,28.66,35.5,65.34,25,13.07,106.5,0,35.5

72,17:45-18:00,28.99,100.67,10.78,132.87,4.01,130.74,25.18,10.34,12.95,3.1,28.77,4.01,7.5,15.35,103.43,0,25.18,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.31,87.16,8.42,48.32,11.9,-0,24.16,22.65,33.01,18.9,13,12,0,30,50.67,7,13,50.67,19.56,19.82,36.83,51.02,25,10.2,110.51,0,36.83

73,18:00-18:15,28.99,100.67,10.78,132.87,3.25,130.74,25.18,10.34,13.5,2.51,28.26,3.25,8.44,15.35,73.56,0,25.18,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.31,87.16,8.96,48.32,11.9,-0,24.16,16.81,43.02,13.1,8,6,0,33.33,0,5,7,0,0,0,36.83,38.32,15,7.67,110.51,0,36.83

74,18:15-18:30,28.99,100.67,10.78,132.87,2.47,130.74,25.18,10.34,13.5,1.92,28.26,2.47,8.44,15.35,73.39,0,25.18,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.31,87.16,8.96,48.32,11.9,-0,24.16,12.05,43.02,8.91,5,3,0,32.67,0,3,5,0,0,0,36.83,27.65,10,5.53,110.51,0,36.83

75,18:30-18:45,28.99,100.67,10.78,132.87,1.71,130.74,25.18,10.34,13.5,1.33,28.26,1.71,8.44,15.35,73.12,0,25.18,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.09,87.16,9.74,48.32,11.9,-0,24.16,0.99,43.02,5.94,2,1,0,31.67,40,1,3,40,0,0,36.83,18.86,6,3.77,110.51,0,36.83

76,18:45-19:00,28.99,100.67,10.78,132.87,0.95,130.74,21.35,10.34,13.5,0.74,29.27,0.95,8.44,15.35,81.64,0,29,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.09,87.16,9.74,48.32,11.9,-0,24.16,0,43.02,3.12,1,0,0,31,46.67,1,1,46.67,0,0,36.83,12.04,3,2.41,110.51,0,36.83

77,19:00-19:15,28.99,100.67,10.78,132.87,0,130.74,21.35,10.34,13.96,0,29.27,0,9.37,15.35,90.17,48.32,29,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.09,87.16,10.52,48.32,11.9,-0,24.16,0,42.82,0.71,0,0,0,30.67,50.67,0,0,50.67,0,0,36.83,6.84,0,1.37,110.51,0,36.83

78,19:15-19:30,28.99,100.67,10.78,132.87,0,130.74,21.35,10.34,13.96,0,29.27,0,9.37,15.35,108.9,48.32,29,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.09,87.16,10.52,48.32,11.9,-0,24.16,0,42.82,0,0,0,0,30,50.67,0,0,50.67,0,0,36.83,2.59,0,0.52,110.51,0,36.83

79,19:30-19:45,28.99,100.67,10.78,132.87,0,130.74,21.35,10.34,13.96,0,29.27,0,9.37,15.35,108.9,48.32,29,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.09,87.16,10.52,48.32,11.9,-0,24.16,0,42.62,0,0,0,0,29.33,50.67,0,0,50.67,0,0,36.83,0,0,0,110.51,0,36.83

80,19:45-20:00,28.99,100.67,10.78,132.87,0,130.74,29,10.34,13.96,0,29.27,0,9.37,15.35,108.9,48.32,29,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.09,87.16,10.52,48.32,11.9,-0,24.16,0,42.22,0,0,0,0,28.33,50.67,0,0,50.67,0,0,36.83,0,0,0,110.51,0,36.83

81,20:00-20:15,28.99,100.67,10.78,132.87,0,130.74,29.5,10.34,14.61,0,28.26,0,10.3,15.35,104.64,48.32,29.5,48.32,62.81,0,48.32,24.16,24.16,11.91,7.09,87.16,10.52,48.32,11.9,-0,24.16,0,44.22,0,0,0,0,27.33,50.67,0,0,50.67,0,0,35,0,0,0,105,0,35

82,20:15-20:30,28.99,100.67,10.78,132.87,0,130.74,29.5,10.34,14.61,0,28.26,0,10.3,15.35,100.38,48.32,29.5,48.32,62.81,0,48.32,24.16,24.16,11.91,7.09,87.16,10.52,48.32,11.9,-0,24.16,0,43.82,0,0,0,0,23.67,50.67,0,0,50.67,0,0,33.33,0,0,0,100.01,0,33.33

83,20:30-20:45,28.99,100.67,10.78,132.87,0,130.74,29.5,10.34,14.61,0,28.26,0,10.3,15.35,96.12,48.32,29.5,48.32,62.81,0,48.32,24.16,24.16,11.91,7.09,87.16,10.52,48.32,11.9,-0,24.16,0,43.82,0,0,0,0,23.33,50.67,0,0,50.67,0,0,30,0,0,0,90,0,30

84,20:45-21:00,28.99,100.67,10.78,132.87,0,130.74,29.5,10.34,14.61,0,27.25,0,10.3,15.35,91.86,48.32,29.5,48.32,62.81,0,48.32,24.16,24.16,11.91,7.09,87.16,10.52,48.32,11.9,-0,24.16,0,43.22,0,0,0,0,22.67,50.67,0,0,50.67,0,0,29.17,0,0,0,87.49,0,29.17

85,21:00-21:15,28.99,100.67,10.78,132.87,0,130.74,29.5,10.34,13.88,0,28.25,0,10.3,15.35,87.6,48.32,29.5,48.32,62.81,0,48.32,24.16,24.16,11.91,7.09,87.16,10.52,48.32,11.9,-0,24.16,0,42.42,0,0,0,0,22.33,50.67,0,0,50.67,0,0,28.33,0,0,0,85.01,0,28.33

86,21:15-21:30,28.99,100.67,10.78,132.87,0,130.74,29.5,10.34,13.88,0,28.25,0,10.3,15.35,83.33,48.32,29.5,48.32,62.81,0,48.32,24.16,24.16,11.91,7.09,87.16,10.52,48.32,11.9,-0,24.16,0,41.22,0,0,0,0,22,50.67,0,0,50.67,0,0,27.33,0,0,0,82.01,0,27.33

87,21:30-21:45,28.99,100.67,10.78,132.87,0,130.74,29.5,10.34,13.88,0,28.25,0,10.3,15.35,79.07,48.32,29.5,48.32,62.81,0,48.32,24.16,24.16,11.91,7.09,87.16,9.74,48.32,11.9,-0,24.16,0,40.22,0,0,0,0,21.67,50.67,0,0,50.67,0,0,24.6,0,0,0,73.8,0,24.6

88,21:45-22:00,28.99,100.67,10.78,132.87,0,130.74,29.5,10.34,13.88,0,28.25,0,10.3,15.35,74.81,48.32,29.5,48.32,62.81,0,48.32,24.16,24.16,11.91,7.09,87.16,9.74,48.32,11.9,-0,24.16,0,39.42,0,0,0,0,21.33,50.67,0,0,50.67,0,0,24.3,0,0,0,72.9,0,24.3

89,22:00-22:15,28.99,100.67,10.78,132.87,0,130.74,29.5,10.34,13.68,0,29.27,0,10.3,15.35,70.55,48.32,29.5,48.32,62.81,0,48.32,24.16,24.16,11.91,7.09,87.16,9.74,48.32,11.9,-0,24.16,0,38.62,0,0,0,0,21,50.67,0,0,50.67,0,0,23.55,0,0,0,70.65,0,23.55

90,22:15-22:30,28.99,100.67,10.78,132.87,0,130.74,29.5,10.34,13.68,0,28.26,0,10.3,15.35,66.29,48.32,29.5,48.32,62.81,0,48.32,24.16,24.16,11.91,7.09,87.16,9.74,48.32,11.9,-0,24.16,0,38.02,0,0,0,0,17,50.67,0,0,50.67,0,0,22.8,0,0,0,68.4,0,22.8

91,22:30-22:45,28.99,100.67,10.78,132.87,0,130.74,29.5,10.34,13.68,0,28.26,0,10.3,15.35,62.03,48.32,29.5,48.32,62.81,0,48.32,24.16,24.16,11.91,7.09,87.16,10.13,48.32,11.9,-0,24.16,0,37.42,0,0,0,0,16.33,50.67,0,0,50.67,0,0,21.9,0,0,0,65.7,0,21.9

92,22:45-23:00,28.99,100.67,10.78,132.87,0,130.74,29.5,10.34,13.68,0,28.26,0,10.3,15.35,57.96,48.32,29.5,48.32,62.81,0,48.32,24.16,24.16,11.91,7.09,87.16,10.13,48.32,11.9,-0,24.16,0,36.82,0,0,0,0,16,50.67,0,0,50.67,0,0,21,0,0,0,63,0,21

93,23:00-23:15,28.99,100.67,10.78,132.87,0,130.74,29.5,10.34,13.5,0,29.27,0,9.84,15.35,57.96,48.32,29.5,48.32,62.81,0,48.32,24.16,24.16,11.91,7.09,87.16,10.13,48.32,11.9,-0,24.16,0,36.82,0,0,0,0,15,50.67,0,0,50.67,0,0,21,0,0,0,63,0,21

94,23:15-23:30,28.99,100.67,10.78,132.87,0,130.74,29.5,10.34,13.5,0,29.27,0,9.84,15.35,57.96,48.32,29.5,48.32,62.81,0,48.32,24.16,24.16,11.91,7.09,87.16,10.13,48.32,11.9,-0,24.16,0,36.42,0,0,0,0,15,50.67,0,0,50.67,0,0,20.85,0,0,0,62.55,0,20.85

95,23:30-23:45,28.99,100.67,10.78,132.87,0,130.74,29.5,10.34,13.5,0,29.27,0,9.84,15.35,57.96,48.32,29.5,48.32,62.81,0,48.32,24.16,24.16,11.91,7.09,87.16,10.13,48.32,11.9,-0,24.16,0,24.01,0,0,0,0,14.67,50.67,0,0,50.67,0,0,20.55,0,0,0,61.65,0,20.55

96,23:45-24:00,28.99,100.67,10.78,132.87,0,130.74,29.5,10.34,13.5,0,29.27,0,9.84,15.35,57.96,48.32,29.5,48.32,62.81,0,48.32,24.16,24.16,11.91,7.09,87.16,10.13,48.32,12.18,-0,24.16,0,24.01,0,0,0,0,14.67,50.67,0,0,50.67,0,0,20.25,0,0,0,60.75,0,20.25

