Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,GNARE/SR/2025/01/13/4532,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/8954,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/6957,GNA/NR/2025/04/01/8456,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/9320,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/2474,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/9154,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/3877,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/7902,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02
6,01:15-01:30,0,0,7.33,0,16.34,0,16.33,48.33,49,48.34,7.2,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,2.88,56.87,0,164.1,10.45,272.94,26.5,14.48,164.1,26.5,9.6,13.51,0,29.01,29.27,3.75,7.76,14.48,0,67.57,123.08,70.4,28.96,0,3.62,4.05,28.96,0,0,164.76

7,01:30-01:45,0,0,7.67,0,16,0,16,31.67,48,31.66,7.2,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,2.88,46.33,0,164.1,10.45,272.94,26.5,14.48,164.1,26.5,9.6,13.51,0,29.01,29.27,3.75,7.76,14.48,0,67.57,123.08,70.4,28.96,0,3.62,4.05,28.96,0,0,155.41

8,01:45-02:00,0,0,8.33,0,15.84,0,15.83,31,47.5,31,7.2,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,2.88,46.33,0,164.1,10.45,272.94,26.5,14.48,164.1,26.5,9.6,13.51,0,29.01,29.27,3.75,7.76,14.48,0,67.57,123.08,70.4,28.96,0,3.62,4.05,28.96,0,0,155.41

9,02:00-02:15,0,0,8.33,0,16.34,0,16.33,41.67,49,41.66,7.2,0,0,0,0,0,0,0,0,0,0,10.62,0,100.56,3.27,46.33,0,164.1,10.45,231.67,26.5,0,164.1,26.5,9.52,13.51,96.53,29.01,29.27,3.75,7.76,14.48,0,0,123.08,70.4,28.96,0,3.47,4.05,0,0,0,155.41

10,02:15-02:30,0,0,21.67,0,16,0,16,41,48,41,7.2,0,0,0,0,0,0,0,0,0,0,10.62,0,100.56,3.27,46.33,0,164.1,10.45,193.06,26.5,0,164.1,26.5,9.52,13.51,96.53,29.01,28.77,3.75,7.76,14.48,0,0,123.08,70.4,28.96,0,3.47,4.05,0,0,0,155.41

11,02:30-02:45,0,0,20,0,16.16,0,16.17,33,48.5,33,7.2,0,0,0,0,0,0,0,0,0,0,10.62,0,100.56,3.27,46.33,0,164.1,10.45,193.06,26.5,0,164.1,26.5,9.52,13.51,96.53,29.01,28.77,3.75,7.76,14.48,0,0,123.08,70.4,28.96,0,3.47,4.05,0,0,0,155.41

12,02:45-03:00,0,0,18.33,0,16,0,16,32,48,32,7.2,0,0,0,0,0,0,0,0,0,0,10.62,0,100.56,3.27,46.33,0,164.1,10.45,193.06,26.5,0,164.1,26.5,9.52,13.51,96.53,29.01,28.77,3.75,7.76,14.48,0,0,123.08,70.4,28.96,0,3.47,4.05,0,0,0,155.41

13,03:00-03:15,0,0,17.67,0,15.84,0,15.83,29.33,47.5,29.34,7.2,0,0,0,0,0,0,0,0,0,0,10.62,0,100.56,3.27,46.33,0,164.1,10.45,193.06,26.5,0,164.1,26.5,9.52,13.51,96.53,29.01,28.77,3.65,7.76,14.48,0,0,123.08,70.4,28.96,0,3.47,4.05,0,0,0,155.41

14,03:15-03:30,0,0,16.67,0,15.5,0,15.5,28.67,46.5,28.66,7.2,0,0,0,0,0,0,0,0,0,0,10.62,0,100.56,3.27,46.33,0,164.1,10.45,193.06,26.5,0,164.1,26.5,9.52,13.51,96.53,29.01,28.77,3.65,7.76,14.48,0,0,123.08,70.4,28.96,0,3.47,4.05,0,0,0,155.41

15,03:30-03:45,0,0,15,0,15.16,0,15.17,27,45.5,27,6.8,0,0,0,0,0,0,0,0,0,0,10.62,0,100.56,3.12,46.33,0,164.1,10.45,212.37,26.5,0,164.1,26.5,9.52,13.51,96.53,29.01,28.77,3.65,7.76,14.48,0,0,123.08,70.4,28.96,0,3.47,4.05,0,0,0,155.41

16,03:45-04:00,0,0,14.33,0,15.16,0,15.17,25.67,45.5,25.66,6.4,0,0,0,0,0,0,0,0,0,0,10.62,0,100.56,3.12,46.33,0,164.1,10.45,212.37,26.5,0,164.1,26.5,9.52,13.51,96.53,29.01,29.27,3.65,7.76,14.48,0,0,123.08,70.4,28.96,0,3.47,4.05,0,0,0,145.76

17,04:00-04:15,0,0,6.67,0,10.83,0,10.83,26,32.51,26,6,0,0,0,0,0,0,0,0,0,0,10.62,0,100.56,3.12,46.33,0,164.1,10.45,231.67,26.5,0,164.1,26.5,9.42,13.51,96.53,29.01,29.27,3.65,7.76,14.48,0,0,123.08,70.4,28.96,0,3.31,4.05,0,0,0,150.59

18,04:15-04:30,0,0,6.67,0,10.5,0,10.5,24,31.5,24,5.6,0,0,0,0,0,0,0,0,0,0,10.62,0,100.56,3.12,46.33,0,164.1,10.45,231.67,26.5,0,164.1,26.5,9.42,13.51,96.53,29.01,29.27,3.65,7.76,14.48,0,0,123.08,70.4,28.96,0,3.31,4.05,0,0,0,164.76

19,04:30-04:45,0,0,5,0,7.5,0,7.5,23.33,22.5,23.34,5,0,0,0,0,0,0,0,0,0,0,10.62,0,100.56,3.12,46.33,0,164.1,10.45,231.67,26.5,0,164.1,26.5,9.42,13.51,96.53,29.01,29.27,3.65,7.76,14.48,0,0,123.08,70.4,28.96,0,3.31,4.05,0,0,0,164.76

20,04:45-05:00,0,0,5,0,7.5,0,7.5,21.67,22.5,21.66,4.4,0,0,0,0,0,0,0,0,0,0,10.62,0,100.56,3.12,46.33,0,164.1,10.45,231.67,26.5,0,164.1,26.5,9.42,13.51,96.53,29.01,28.77,3.65,7.76,14.48,0,0,123.08,70.4,28.96,0,3.31,4.05,0,0,0,164.76

21,05:00-05:15,0,0,5,0.01,7.5,0,7.5,19.67,22.5,19.66,3.81,0,0.02,0,0,0,0,0,0,0,0,10.62,0,100.56,3.12,46.33,0,164.1,10.45,231.67,26.5,0,164.1,26.5,9.33,13.51,96.53,29.01,28.25,3.65,7.76,14.48,0,0,123.08,70.4,28.96,0,3.31,4.05,0,0,0,129.35

22,05:15-05:30,0,0,5,0.02,7.5,0,7.5,18.67,22.5,18.66,3.79,0,0.07,0,0,0,0,0,0.02,0,0,10.62,0,100.56,3.12,46.33,0,164.1,10.45,272.94,26.5,0,164.1,26.5,9.33,13.51,96.53,29.01,28.25,3.65,7.76,14.48,0,0,123.08,70.4,28.96,0,3.54,4.05,0,0,0,129.35

23,05:30-05:45,0,0,5,0.21,7.5,0,7.5,26.67,22.5,26.66,3.78,0,0.17,0,0,0,0,0,0.03,0,0,10.62,0,100.56,3.12,46.33,0,164.1,10.45,272.94,26.5,0,164.1,26.5,9.33,13.51,96.53,29.01,28.25,3.65,7.76,14.48,0,0,123.08,70.4,28.96,0,3.62,4.05,0,0,0,129.35

24,05:45-06:00,0,0,5,0.22,7.5,0,7.5,26,22.5,26,3.77,0.62,0.3,0,0,0,0,0,0.06,0,0,10.62,0,100.56,3.12,46.33,0,164.1,10.45,272.94,26.5,0,164.1,26.5,9.33,13.51,96.53,29.01,27.75,3.65,7.76,14.48,0,0,123.08,70.4,28.96,0,3.62,4.05,0,0,0,129.35

25,06:00-06:15,0,2.2,5,1.17,11.67,5.5,11.67,25,34.99,25,3.5,2.48,1.52,0,1,0,1,0,0.3,1,0,10.62,0,100.56,2.95,58.56,0,164.1,10.45,272.94,26.5,0,164.1,26.5,9.24,13.51,96.53,29.01,28.26,3.55,7.76,14.48,0,0,123.08,70.4,28.96,0,3.54,4.05,0,0,0,165.73

26,06:15-06:30,2,7.46,5,2.54,11.33,15.26,11.33,23.33,34.01,23.34,3.48,6.18,2.73,0,2,1,5,0,0.55,2,0,10.62,0,100.56,2.95,58.56,0,164.1,10.45,272.94,26.5,0,164.1,26.5,9.24,13.51,96.53,29.01,28.26,3.55,7.76,14.48,0,0,123.08,70.4,28.96,0,3.54,4.05,0,0,0,165.73

27,06:30-06:45,5,19.42,5,4.59,10.83,24.07,10.83,21.67,32.51,21.66,3.49,11.05,3.96,0,3,2,7,0,0.79,3,0,10.62,0,100.56,2.95,58.56,0,164.1,10.45,272.94,26.5,0,164.1,26.5,9.24,13.51,96.53,29.01,27.76,3.55,7.76,14.48,0,0,123.08,70.4,28.96,0.31,3.54,4.05,0,0.23,0.31,165.73

28,06:45-07:00,8,32,5,7.48,10,33,10,18.33,30,18.34,3.49,17.21,19.2,1,5,5,9,0,3.84,4,0,10.62,0,100.56,2.95,58.56,0,164.1,10.45,272.94,26.5,0,164.1,26.5,9.24,13.51,96.53,29.01,26.75,3.55,7.76,14.48,0,0,123.08,70.4,28.96,0.9,3.54,4.05,0,0.69,0.9,165.73

29,07:00-07:15,13,33,5,11.06,9.17,33,9.17,17.67,27.49,17.66,3.5,24.52,29.91,6,6,8,13,0,5.98,7,0,10.62,0,71.61,2.95,46.33,0,164.1,10.45,231.67,26.93,0,164.1,26.93,9.14,13.51,96.53,29.01,26.75,3.55,7.76,14.48,0,0,123.08,70.4,28.96,1.14,3.54,4.05,0,0.87,1.14,129.35

30,07:15-07:30,16,33,5,15.37,8.83,33,8.83,16.67,26.51,16.66,3.45,32.5,41.85,12,7,13,19,0,8.37,9,0,10.62,0,53.09,2.95,46.33,0,164.1,10.45,193.06,26.93,0,164.1,26.93,9.14,13.51,96.53,29.01,26.25,3.55,7.76,14.48,0,0,123.08,70.4,28.96,1.38,3.54,4.05,0,1.08,1.38,129.35

31,07:30-07:45,22,33,5,20.28,7.5,33,7.5,15,22.5,15,3.46,39.46,55.61,18,12,20,15,0,11.12,7,0,10.62,0,53.09,2.95,46.33,0,164.1,2.9,150.11,26.93,0,164.1,26.93,9.14,13.51,96.53,29.01,26.25,3.55,4.14,14.48,0,0,123.08,70.4,28.96,2.05,3.54,0.97,0,1.59,2.05,129.35

32,07:45-08:00,30,33,5,25.86,7.5,33,7.5,15,22.5,15,3.46,47.49,70.96,24,16,26,20,0,14.19,10,0,10.62,0,53.09,2.95,46.33,0,164.1,2.9,150.11,26.93,0,164.1,26.93,9.14,13.51,96.53,29.01,26.25,3.55,4.14,14.48,0,0,123.08,70.4,28.96,2.68,3.54,0.97,0,2.08,2.68,129.35

33,08:00-08:15,33,33,5,31.93,7.5,33,7.5,15,22.5,15,3.63,55.56,87.52,27,16,28,30,0,17.51,15,0,10.62,0,53.09,2.95,46.33,0,164.1,2.9,150.11,26.93,0,164.1,26.93,9.14,13.51,0,29.01,26.25,3.55,4.14,14.48,0,0,123.08,70.4,28.96,3.42,3.47,0.97,0,2.65,3.42,129.35

34,08:15-08:30,33,33,5,38.24,7.5,33,7.5,15,22.5,15,3.61,63.68,104.43,31,20,33,35,0,20.89,18,0,10.62,0,53.09,2.95,46.33,0,164.1,2.9,150.11,26.93,0,164.1,26.93,9.14,13.51,0,29.01,26.25,3.55,4.14,14.48,0,0,123.08,70.4,28.96,3.64,3.47,0.97,0,2.82,3.64,129.35

35,08:30-08:45,33,33,5,44.56,7.5,33,7.5,15,22.5,15,3.69,72.35,121.12,37,25,45,43,0,24.22,22,0,10.62,0,53.09,2.95,46.33,0,164.1,2.9,150.11,26.93,0,164.1,26.93,9.14,13.51,0,29.01,27.25,3.55,4.14,14.48,0,0,123.08,70.4,28.96,4.56,3.47,2.14,0,3.53,4.56,129.35

36,08:45-09:00,33,33,5,50.73,7.5,33,7.5,15,22.5,15,3.72,80.98,137.32,43,27,52,50,0,27.46,25,0,10.62,0,53.09,2.95,46.33,0,164.1,2.9,150.11,26.93,0,164.1,26.93,9.14,13.51,0,29.01,28.26,3.55,4.14,14.48,0,0,123.08,70.4,28.96,5.31,3.47,2.14,0,4.1,5.31,129.35

37,09:00-09:15,33,33,3.33,61.52,7.5,33,7.5,15,22.5,15,3.49,89.56,165.77,51,31,56,53,0,33.16,27,0,10.62,0,53.09,2.95,46.33,0,164.1,5.65,150.11,26.94,0,164.1,26.94,9.05,13.51,0,29.01,27.25,3.65,4.14,14.48,0,0,123.08,70.4,28.96,9.02,3.47,3.98,0,6.97,9.02,129.35

38,09:15-09:30,33,33,3.33,67.49,7.5,33,7.5,15,22.5,15,3.49,97.43,181.37,58,34,62,60,0,36.28,30,0,10.62,0,53.09,2.95,46.33,0,164.1,2.9,150.11,26.94,0,164.1,26.94,9.05,13.51,0,29.01,27.25,3.65,4.14,14.48,0,0,123.08,70.4,28.96,10.09,3.47,3.98,0,7.79,10.09,129.35

39,09:30-09:45,33,33,3.33,72.99,7.5,33,7.5,15,22.5,15,3.46,104.17,195.97,63,36,67,67,0,39.2,33,0,10.62,0,53.09,3.2,46.33,0,164.1,2.9,150.11,26.94,0,164.1,26.94,9.05,13.51,0,29.01,28.25,3.65,4.14,14.48,0,0,123.08,70.4,28.96,11.06,3.47,3.98,0,8.55,11.06,129.35

40,09:45-10:00,33,33,3.33,78,7.5,33,7.5,15,22.5,15,3.47,110.44,209.61,67,39,73,75,0,41.92,37,0,10.62,0,53.09,3.2,46.33,0,164.1,2.9,150.11,26.94,0,164.1,26.94,9.05,13.51,0,29.01,28.25,3.65,4.14,14.48,0,0,123.08,70.4,28.96,11.86,3.47,3.98,0,9.16,11.86,129.35

41,10:00-10:15,33,33,3.33,82.48,7.5,33,7.5,15,22.5,15,3.46,115.6,220.92,72,41,82,82,0,44.18,41,0,10.62,0,53.09,3.2,46.33,0,164.1,2.9,150.11,26.94,0,164.1,26.94,8.96,13.51,0,29.01,28.25,3.65,2.41,14.48,0,0,123.08,70.4,28.96,13.35,3.39,2.14,0,10.31,13.35,129.35

42,10:15-10:30,33,33,3.33,86.43,7.5,33,7.5,15,22.5,15,3.47,119.48,229.73,76,42,88,87,0,45.95,43,0,10.62,0,53.09,3.2,46.33,0,164.1,2.9,150.11,26.94,0,164.1,26.94,8.96,13.51,0,29.01,28.25,3.65,2.41,14.48,0,0,123.08,70.4,28.96,13.45,3.39,2.14,0,10.39,13.45,129.35

43,10:30-10:45,33,33,3.67,89.84,7.5,33,7.5,15,22.5,15,3.49,122.02,235.03,81,43,93,90,0,47.01,45,0,10.62,0,53.09,3.2,46.33,0,164.1,2.9,150.11,26.94,0,164.1,26.94,8.96,13.51,0,29.01,28.25,3.65,2.41,14.48,0,0,123.08,70.4,28.96,13.96,3.39,2.14,0,10.79,13.96,129.35

44,10:45-11:00,33,33,3.67,92.91,7.5,33,7.5,15,22.5,15,3.47,123.47,238.54,85,44,95,90,0,47.71,45,0,10.62,0,53.09,3.2,46.33,0,164.1,2.9,150.11,26.94,0,164.1,26.94,8.96,13.51,0,29.01,28.25,3.65,2.41,14.48,0,0,123.08,70.4,28.96,14.56,3.39,2.14,0,11.25,14.56,129.35

45,11:00-11:15,33,33,4,95.56,7.5,33,7.5,15.67,22.5,15.66,3.47,124.46,237.24,85,45,98,93,0,47.45,47,0,10.62,0,53.09,3.12,46.33,0,164.1,2.9,150.11,26.94,0,164.1,26.94,8.87,13.51,0,29.01,28.25,3.75,4.3,14.48,0,0,123.08,70.4,28.96,14.68,3.39,3.98,0,11.34,14.68,129.35

46,11:15-11:30,33,33,4,97.79,7.5,33,7.5,16.67,22.5,16.66,3.5,125.03,235.24,85,45,98,93,0,47.05,47,0,10.62,0,53.09,3.12,46.33,0,164.1,5.75,150.11,26.94,0,164.1,26.94,8.87,13.51,0,29.01,28.25,3.75,4.25,14.48,0,0,123.08,70.4,28.96,14.95,3.39,3.98,0,11.55,14.95,129.35

47,11:30-11:45,33,33,4.33,97.39,7.5,33,7.5,17,22.5,17,3.49,120.37,234.52,85,45,98,93,0,46.9,47,0,10.62,0,53.09,3.12,46.33,0,164.1,5.65,150.11,26.94,0,164.1,26.94,8.87,13.51,0,29.01,28.25,3.75,4.14,14.48,0,0,123.08,70.4,28.96,15.11,3.39,3.98,0,11.67,15.11,129.35

48,11:45-12:00,33,33,4.67,97.3,7.5,33,7.5,16.67,22.5,16.66,3.47,115.04,234.99,85,45,98,93,0,47,47,0,10.62,0,53.09,3.12,46.33,0,164.1,5.41,150.11,26.94,0,164.1,26.94,8.87,13.51,0,29.01,28.25,3.75,4.14,14.48,0,0,123.08,70.4,28.96,15.22,3.39,3.98,0,11.76,15.22,129.35

49,12:00-12:15,33,33,5.33,96.25,7.5,33,7.5,17.33,22.5,17.34,4.94,109.18,232.27,85,45,98,93,0,46.46,47,0,10.62,0,53.09,3.12,46.33,0,164.1,5.41,150.11,26.95,0,164.1,26.95,8.77,13.51,0,29.01,28.25,3.75,4.14,14.48,0,0,123.08,70.4,28.96,15.39,3.47,3.98,0,11.89,15.39,129.35

50,12:15-12:30,33,33,5.33,95.63,7.5,33,7.5,18.67,22.5,18.66,5.43,102.49,230.78,85,45,98,93,0,46.16,47,0,10.62,0,53.09,3.12,46.33,0,164.1,5.41,150.11,26.95,0,164.1,26.95,8.77,13.51,0,29.01,28.25,3.75,4.14,14.48,0,0,123.08,70.4,28.96,15.65,3.47,3.98,0,12.09,15.65,129.35

51,12:30-12:45,33,33,6.33,95.43,7.5,33,7.5,20.33,22.5,20.34,6.02,107.82,230.48,85,45,98,93,0,46.1,47,0,10.62,0,53.09,3.12,46.33,0,164.1,5.41,150.11,26.95,0,164.1,26.95,8.77,13.51,0,29.01,28.25,3.75,4.14,14.48,0,0,123.08,70.4,28.96,15.69,3.47,3.98,0,12.13,15.69,129.35

52,12:45-13:00,33,33,6.67,95.64,7.5,33,7.5,21.67,22.5,21.66,6.63,112.67,231.32,85,45,98,93,0,46.26,47,0,10.62,0,53.09,3.12,46.33,0,164.1,5.41,150.11,26.95,0,164.1,26.95,8.77,13.51,0,29.01,28.25,3.75,4.14,14.48,0,0,123.08,70.4,28.96,15.32,3.47,3.98,0,11.83,15.32,129.35

53,13:00-13:15,33,33,6.33,94.12,7.5,33,7.5,23.33,22.5,23.34,6.68,116.26,229.92,85,45,98,93,0,45.99,47,0,10.62,0,53.09,3.12,46.33,0,164.1,5.41,150.11,26.95,0,164.1,26.95,8.69,13.51,0,29.01,27.25,3.75,4.14,14.48,0,0,123.08,70.4,28.96,15.16,3.54,3.98,0,11.71,15.16,129.35

54,13:15-13:30,33,33,6.33,93.12,7.5,33,7.5,26,22.5,26,6.73,118.43,229.59,85,45,98,93,0,45.92,47,0,10.62,0,53.09,3.12,46.33,0,164.1,5.41,150.11,26.95,0,164.1,26.95,8.69,13.51,0,29.01,27.25,3.75,4.14,14.48,0,0,123.08,70.4,28.96,15.08,3.54,3.98,0,11.66,15.08,129.35

55,13:30-13:45,33,33,6.67,92.61,7.5,33,7.5,29.67,22.5,29.66,6.74,114.91,230.34,85,44,98,93,0,46.07,47,0,10.62,0,53.09,3.12,46.33,0,164.1,5.41,150.11,26.95,0,164.1,26.95,8.69,13.51,0,29.01,27.25,3.75,4.14,14.48,0,0,123.08,70.4,28.96,14.81,3.54,3.98,0,11.44,14.81,129.35

56,13:45-14:00,33,33,7,92.62,7.5,33,7.5,33.67,22.5,33.66,6.79,110.66,232.22,84,44,98,93,0,46.44,47,0,10.62,0,53.09,3.12,46.33,0,164.1,5.41,150.11,26.95,0,164.1,26.95,8.69,13.51,0,29.01,27.25,3.75,4.14,14.48,0,0,123.08,70.4,28.96,14.58,3.54,3.98,0,11.26,14.58,129.35

57,14:00-14:15,33,33,7.33,90.54,7.5,33,7.5,37.67,22.5,37.66,5.99,106.37,228.83,88,43,97,90,0,45.77,45,0,10.62,0,53.09,3.12,46.33,0,164.1,5.41,150.11,26.95,0,164.1,26.95,8.59,13.51,0,29.01,27.25,3.84,4.14,14.48,0,0,123.08,70.4,28.96,14.02,3.62,3.98,0,10.84,14.02,129.35

58,14:15-14:30,33,33,8.33,88.85,7.5,33,7.5,42.67,22.5,42.66,5.33,101.73,223.27,87,43,95,90,0,44.65,45,0,10.62,0,53.09,3.12,46.33,0,164.1,5.41,150.11,26.95,0,164.1,26.95,8.59,13.51,0,29.01,26.24,3.84,4.14,14.48,0,0,123.08,70.4,28.96,13.7,3.62,3.98,0,10.59,13.7,129.35

59,14:30-14:45,33,33,9.67,87.55,8,33,8,45.33,24,45.34,4.77,96.44,215.97,84,41,91,90,0,43.19,45,0,10.62,0,53.09,3.12,46.33,0,164.1,5.41,150.11,26.95,0,164.1,26.95,8.59,13.51,0,29.01,26.24,3.84,4.14,14.48,0,0,123.08,70.4,28.96,14.33,3.62,3.98,0,11.08,14.33,129.35

60,14:45-15:00,33,33,11,83.53,8.83,33,8.83,46,26.51,46,4.31,90.9,206.52,81,40,89,85,0,41.31,43,0,10.62,0,53.09,3.12,46.33,0,164.1,4.56,150.11,26.95,0,164.1,26.95,8.59,13.51,0,29.01,27.25,3.84,4.14,14.48,0,0,123.08,70.4,28.96,13.26,3.62,3.98,0,10.25,13.26,129.35

61,15:00-15:15,33,33,11,74.77,14.17,33,14.17,41.67,42.49,41.66,7.32,84.93,202.92,78,39,87,80,0,40.59,40,0,10.62,0,53.09,3.12,46.33,0,164.1,4.56,150.11,26.95,0,164.1,26.95,8.59,13.51,0,29.01,26.25,3.84,4.14,14.48,0,0,123.08,70.4,28.96,12.67,3.62,3.98,0,9.8,12.67,129.35

62,15:15-15:30,33,33,11,66.01,15.17,33,15.17,37,45.49,37,7.48,78.99,166.36,73,38,83,77,0,33.27,38,0,10.62,0,53.09,3.12,46.33,0,164.1,4.56,150.11,26.95,0,164.1,26.95,8.59,13.51,0,29.01,26.25,3.84,4.14,14.48,0,0,123.08,70.4,28.96,11.89,3.62,3.98,0,9.19,11.89,129.35

63,15:30-15:45,33,33,11,57.26,16.17,33,16.17,31.67,48.49,31.66,7.63,72.67,129.79,69,33,77,73,0,25.96,37,0,10.62,0,53.09,3.12,46.33,0,164.1,4.56,193.06,26.95,0,164.1,26.95,8.59,13.51,0,29.01,26.75,3.84,4.14,14.48,0,0,123.08,70.4,28.96,11.18,3.62,3.98,0,8.64,11.18,129.35

