Column1,Time,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/NR/2024/10/01/4083,GNA/NR/2024/10/05/3525,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/10/05/8379,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/10/01/3642,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/6101,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/10/01/9582,GNA/NR/2024/10/01/8106,GNA/NR/2024/10/05/7177,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,GNA/NR/2024/10/05/6226,NR/01102023/05012040/L_NR_2020_02,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/19072037/LT-05,GNA/NR/2024/10/01/9072,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31
52,12:45-13:00,95,33,132.11,13.5,13.5,45,33,40.5,39.33,33,0,0,6.09,15.96,68.16,0,273.25,37.33,15.57,37.33,206.37,12.45,12.45,0,4.67,31.29,100.68,32,0,3.76,39.33,7,14.34,42.94,195,83,214.71,91,46,70.46,37.33,1.35,4.08,15.57

53,13:00-13:15,95,33,129.61,13.83,13.84,45,33,41.5,40,33,0,0,6.09,15.96,68.16,0,273.25,37.33,15.57,37.33,206.37,12.45,12.45,0,4.75,31.29,100.68,32,0,3.86,40,7,14.66,46,195,83,230,93,46,70.46,37.33,1.35,4.46,15.57

54,13:15-13:30,95,33,127.89,14.17,14.16,45,33,42.5,40.33,33,0,0,6.09,15.92,68.16,0,273.25,37.33,15.53,37.33,206.37,12.45,12.45,0,4.75,31.29,100.68,32,0,3.86,40.33,7,14.66,46,193,82,230,93,46,70.46,37.33,1.35,4.46,15.53

55,13:30-13:45,93,33,126.6,19.17,19.16,45,33,57.5,45.33,33,0,0,6.09,15.92,57.69,0,273.25,37.33,15.53,37.33,171.67,12.45,12.45,0,4.75,31.29,71.69,32,0,3.86,45.33,7,17.34,46,189,81,230,93,45,70.46,37.33,1.35,4.46,15.53

56,13:45-14:00,91,33,120.72,19.17,19.16,43,33,57.5,45.33,33,0,0,6.09,15.27,57.69,0,273.25,37.33,14.9,37.33,171.67,12.45,12.45,0,4.75,31.29,53.15,32,0,3.86,45.33,7,17.34,46,186,79,230,93,44,70.46,37.33,1.35,4.46,14.9

57,14:00-14:15,87,33,114.61,19.17,19.16,41,33,57.5,45.67,33,0,0,6.18,15.07,57.69,0,273.25,37.33,14.7,37.33,171.67,12.45,12.45,0,4.9,31.29,53.15,32,0,3.95,45.67,7,17.66,46,179,76,230,92,43,70.46,37.33,1.35,4.76,14.7

58,14:15-14:30,83,33,107.93,19.17,19.16,40,33,57.5,45.67,33,0,0,6.18,14.65,57.69,0,273.25,37.33,14.3,37.33,171.67,12.45,12.45,0,4.9,31.29,53.15,32,0,3.95,45.67,7,17.66,46,172,73,230,91,41,70.46,37.33,1.35,4.76,14.3

59,14:30-14:45,79,33,100.9,19.17,19.16,38,33,57.5,53.33,33,0,0,6.18,14.27,87.17,0,273.25,37.33,13.91,37.33,262.38,12.45,12.45,0,4.9,31.29,82.14,32,0,3.95,53.33,7,18,45.6,161,69,228.02,88,40,70.46,37.33,1.35,4.76,13.91

60,14:45-15:00,74,33,93.73,19,19,36,33,57,53.33,33,0,0,6.18,13.59,87.17,0,273.25,37.33,13.26,37.33,262.38,12.45,12.45,0,4.9,31.29,100.68,32,0,3.95,53.33,7,18.34,43.35,154,66,216.76,85,38,70.46,37.33,1.35,4.76,13.26

61,15:00-15:15,69,33,84.82,18.83,18.84,33,33,56.5,53.33,33,0,0,6.37,12.65,87.17,0,273.25,37.33,12.35,37.33,262.38,12.45,12.45,0,5.29,31.29,100.68,32,0,4.09,53.33,7.2,18.34,40.76,161,69,203.79,80,36,70.46,37.33,1.35,5,12.35

62,15:15-15:30,65,33,77.38,18.17,18.16,31,33,54.5,53.33,33,0,0,6.37,11.72,87.17,0,273.25,37.33,11.43,37.33,262.38,12.45,12.45,0,5.29,31.29,100.68,32,0,4.09,53.33,7.4,18.34,38.05,154,66,190.28,75,34,70.46,37.33,1.35,5,11.43

63,15:30-15:45,59,33,69.56,18,18,28,33,54,53.33,33,0,0,6.37,10.79,87.17,0,273.25,37.33,10.52,37.33,262.38,12.45,12.45,0,5.29,31.29,100.68,32,0,4.09,53.33,8.4,18,35.13,137,58,175.67,68,31,70.46,37.33,1.35,5,10.52

64,15:45-16:00,53,33,61.5,17.83,17.84,25,33,53.5,53.33,33,0,0,6.37,9.86,87.17,0,273.25,37.33,9.62,37.33,262.38,12.45,12.45,0,5.29,31.29,100.68,32,0,4.09,53.33,9.6,18,32.1,123,52,160.53,63,29,70.46,37.33,1.35,5,9.62

65,16:00-16:15,44,33,52.92,17.67,17.66,21,33,53,53.67,33,0,0,6.55,8.76,87.17,0,273.25,37.33,8.54,37.33,197.15,12.45,12.45,0,5.44,31.29,100.68,32,0,4.23,53.67,13.01,18,28.93,109,46,144.67,57,25,70.46,37.33,1.35,5.38,8.54

66,16:15-16:30,37,33,44,17.5,17.5,17,33,52.5,54,33,0,0,6.55,7.87,87.17,0,273.25,37.33,7.68,37.33,197.15,12.45,12.45,0,5.44,31.29,100.68,32,0,4.23,54,14.01,17.66,25.46,88,37,127.31,49,21,70.46,37.33,1.35,5.38,7.68

67,16:30-16:45,29,33,33.18,17.33,17.34,14,33,52,53.67,33,0,0,6.55,6.94,87.17,0,273.25,37.33,6.77,37.33,197.15,12.45,12.45,0,5.44,31.29,96.65,32,0,4.23,53.67,15.01,17.66,21.69,74,31,108.46,40,18,70.46,37.33,1.35,4.61,6.77

68,16:45-17:00,21,33,25.59,16.67,16.66,10,33,50,53,24.72,0,0,6.55,5.9,87.17,0,273.25,37.33,5.76,37.33,197.15,12.45,12.45,0,5.44,31.29,96.65,32,0,4.23,53,15.41,17.34,17.82,60,25,89.13,32,14,70.46,37.33,1.35,4.61,5.76

69,17:00-17:15,15,33,18.25,16.67,16.66,7,29.42,50,52.33,17.3,0,0,6.55,4.92,87.17,183.62,273.25,37.33,4.79,37.33,197.15,12.45,12.45,0,5.44,31.29,96.65,32,106.3,4.37,52.33,15.01,17,14.16,46,19,70.79,25,11,66.3,37.33,1.35,4.46,4.79

70,17:15-17:30,8,33,11.47,16.67,16.66,4,12.59,50,51,8.65,0,0,6.55,4.01,87.17,183.62,273.25,37.33,3.92,37.33,197.15,12.45,12.45,0,5.44,31.29,96.65,32,106.3,4.37,51,15.21,17,10.58,32,13,52.92,18,7,66.3,37.33,1.35,4.46,3.92

71,17:30-17:45,4,33,5.52,16.67,16.66,2,1.16,50,41.33,2.47,0,0,6.55,3.06,87.17,183.62,273.25,37.33,2.98,37.33,197.15,12.45,12.45,0,5.44,31.29,96.65,32,106.3,4.37,41.33,14.01,16.34,7.28,18,7,36.41,13,5,66.3,37.33,1.35,4.46,2.98

72,17:45-18:00,1,24.01,0,16.67,16.66,0,0,50,41,0,0,0,6.55,2.21,87.17,183.62,273.25,37.33,2.15,37.33,197.15,12.45,12.45,0,5.44,31.29,96.65,32,106.3,4.37,41,13.01,16,4.36,11,4,21.81,8,5,66.3,37.33,1.35,4.46,2.15

73,18:00-18:15,0,0,0,16.5,16.5,0,0,49.5,40.33,0,0,0,6.46,1.68,87.17,183.62,273.25,37.33,1.64,37.33,197.15,12.45,12.45,0,5.75,31.29,96.65,32,106.3,4.37,40.33,8.4,15.66,2.33,5,2,11.68,4,3,115.54,37.33,1.35,4.46,1.64

74,18:15-18:30,0,0,0,16.17,16.16,0,0,48.5,39.67,0,0,0,6.46,1.19,87.17,183.62,273.25,37.33,1.17,37.33,197.15,12.45,12.45,0,5.75,31.29,96.65,32,106.3,4.37,39.67,7.4,15.34,0.9,1,0,4.52,2,2,115.54,37.33,1.35,4.46,1.17

75,18:30-18:45,0,0,0,15.67,15.66,0,0,47,39.33,0,0,0,6.46,0.61,87.17,183.62,273.25,37.33,0.59,37.33,197.15,12.45,12.45,0,5.75,31.29,96.65,30.5,106.3,4.37,39.33,7.4,11.66,0.22,0,0,1.1,0,0,115.54,37.33,30.5,4.46,0.59

76,18:45-19:00,0,0,0,15,15,0,0,45,38.67,0,0,0,6.46,0.22,87.17,183.62,273.25,37.33,0.22,37.33,197.15,12.45,12.45,0,5.75,31.29,96.65,30.5,106.3,4.37,38.67,7.4,11.66,0.03,0,0,0.16,0,0,115.54,37.33,30.5,4.46,0.22

77,19:00-19:15,0,0,0,11.33,11.34,0,0,34,26.67,0,0,0,6.37,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,5.05,31.29,96.65,30.5,106.3,4.46,26.67,7.4,11.34,0.02,0,0,0.12,0,0,115.54,37.33,30.5,4.46,0

78,19:15-19:30,0,0,0,11.17,11.16,0,0,33.5,26.67,0,0,0,6.37,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,5.05,31.29,96.65,30.5,106.3,4.46,26.67,7.4,11,0,0,0,0,0,0,115.54,37.33,30.5,4.46,0

79,19:30-19:45,0,0,0,10.83,10.84,0,0,32.5,26.67,0,0,0,6.37,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,5.05,31.29,96.65,30.5,106.3,4.46,26.67,7.4,11,0,0,0,0,0,0,115.54,37.33,30.5,4.46,0

80,19:45-20:00,0,0,0,10.67,10.66,0,0,32,27,0,0,0,6.37,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,5.05,31.29,96.65,30.5,106.3,4.46,27,7.4,10.34,0,0,0,0,0,0,115.54,37.33,30.5,4.46,0

81,20:00-20:15,0,0,0,10,10,0,0,30,27,0,0,0,6.27,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,5.05,31.29,96.65,30.5,106.3,4.46,27,8,9.66,0,0,0,0,0,0,115.54,37.33,30.5,4.3,0

82,20:15-20:30,0,0,0,10,10,0,0,30,27.33,0,0,0,6.27,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,5.05,31.29,96.65,30.5,106.3,4.46,27.33,8,9.34,0,0,0,0,0,0,115.54,37.33,30.5,4.3,0

