Block,Time,L_NR_2019_05,L_NR_2020_07,L_NR_2020_06,L_NR_2019_06,LT-31,L_NR_2012_07,L_NR_2020_02,L_NR_2022_09,SH-06,L_NR_2012_01,LT-35,LT-36,LT-05,LT-59,L_NR_2021_17,L_NR_2019_19,L_NR_2018_61,L_NR_2020_05,SH-07,L_NR_2012_02,L_NR_2022_08,L_NR_2021_12,L_NR_2021_13,L_NR_2019_07,L_NR_2021_14,L_NR_2021_16,L_NR_2019_11,L_NR_2022_10,L_NR_2021_15,LT_MEJA_Delhi,L_NR_2012_04
10,02:15-02:30,0,24.68,24.69,0,0.000000,86.910000,3.800000,45.45,30.830000,100.930000,0.000000,0.000000,115.690000,3.870000,0,0.000000,14.08,74.06,30.830000,260.720000,13.91,0,0,0,0,0,3.830000,45.45,0,6.370000,270.980000

11,02:30-02:45,0,24.61,24.6,0,0.000000,86.910000,3.800000,45.11,23.560000,100.930000,0.000000,0.000000,115.690000,3.870000,0,0.000000,13.88,73.81,23.560000,260.720000,13.77,0,0,0,0,0,3.830000,45.11,0,6.370000,270.980000

12,02:45-03:00,0,24.56,24.55,0,0.000000,86.910000,3.800000,44.68,23.560000,100.930000,0.000000,0.000000,115.690000,3.870000,0,0.000000,13.69,73.66,23.560000,260.720000,13.56,0,0,0,0,0,3.830000,44.68,0,6.370000,270.980000

13,03:00-03:15,0,24.44,24.44,0,0.000000,86.910000,3.800000,44.96,24.640000,100.930000,0.000000,0.000000,115.690000,3.870000,0,0.000000,13.28,73.32,24.640000,260.720000,13.35,0,0,0,0,0,3.760000,44.96,0,6.370000,270.980000

14,03:15-03:30,0,24.39,24.39,0,0.000000,86.910000,3.800000,45.78,26.000000,100.930000,0.000000,0.000000,66.160000,3.870000,0,0.000000,13.06,73.17,26.000000,260.720000,13.21,0,0,0,0,0,3.760000,45.78,0,6.370000,270.980000

15,03:30-03:45,0,24.21,24.23,0,0.000000,86.910000,3.800000,50.2,26.000000,100.930000,0.000000,0.000000,66.160000,3.870000,0,0.000000,12.86,72.68,26.000000,260.720000,16.33,0,0,0,0,0,3.760000,50.2,0,6.370000,270.980000

16,03:45-04:00,0,24.45,24.46,0,0.000000,86.910000,3.800000,50.41,26.000000,100.930000,0.000000,0.000000,66.160000,3.870000,0,0.000000,12.06,73.38,26.000000,260.720000,16.25,0,0,0,0,0,3.760000,50.41,0,6.370000,270.980000

17,04:00-04:15,0,24.72,24.7,0,0.000000,86.910000,3.800000,50.56,26.000000,100.930000,0.000000,0.000000,66.160000,3.870000,0,0.000000,10.66,74.11,26.000000,260.720000,16.14,0,0,0,0,0,3.760000,50.56,0,6.370000,270.980000

18,04:15-04:30,0,24.96,24.97,0,0.000000,86.910000,3.800000,50.72,26.000000,100.930000,0.000000,0.000000,66.160000,3.870000,0,0.000000,9.47,74.9,26.000000,260.720000,15.88,0,0,0,0,0,3.760000,50.72,0,6.370000,270.980000

19,04:30-04:45,0,25.29,25.31,0,0.000000,63.190000,3.800000,50.89,26.000000,100.930000,0.000000,0.000000,66.160000,3.870000,0,0.000000,8.66,75.92,26.000000,212.550000,15.51,0,0,0,0,0,3.760000,50.89,0,6.370000,270.980000

20,04:45-05:00,0,25.64,25.65,0,0.000000,63.190000,3.800000,56.8,26.000000,100.930000,0.000000,0.000000,66.160000,3.870000,0,0.000000,8.06,76.93,26.000000,200.760000,15.2,0,0,0,0,0,3.760000,56.8,0,6.370000,270.980000

21,05:00-05:15,0,27.71,27.73,0,0.000000,44.230000,3.710000,56.72,26.000000,100.930000,0.000000,0.000000,66.160000,3.720000,0,0.000000,15.68,83.18,26.000000,159.630000,15.03,0,0,0,0,0,3.760000,56.72,0,6.370000,270.980000

22,05:15-05:30,0,27.39,27.38,0,0.000000,44.230000,3.710000,56.61,26.000000,100.930000,0.000000,0.000000,66.160000,3.720000,0,0.000000,15.67,82.14,26.000000,159.630000,14.67,0,0,0,0,0,3.760000,56.61,0,6.370000,270.980000

23,05:30-05:45,0,26.95,26.96,0,0.000000,63.190000,3.710000,55.79,26.000000,100.930000,0.000000,0.000000,66.160000,3.720000,0,0.350000,15.48,80.87,26.000000,200.760000,14.35,0,0,0,0,0,3.760000,55.79,0,6.370000,270.980000

24,05:45-06:00,0,26.22,26.22,0,0.000000,63.190000,3.710000,54.52,26.000000,100.930000,0.000000,0.000000,66.160000,3.720000,0.29,3.680000,6.77,78.67,26.000000,200.760000,13.92,0,0,0,0,0.57,3.760000,54.52,0,6.370000,270.980000

25,06:00-06:15,2.58,25.41,25.42,6.17,0.020000,63.190000,3.710000,53.11,26.000000,100.930000,0.020000,0.020000,66.160000,3.720000,1.27,8.370000,6.71,76.25,26.000000,260.720000,13.82,1.81,0.36,4.03,0.03,2.54,3.600000,53.11,0.49,6.370000,270.980000

26,06:15-06:30,7.45,25.39,25.4,13.08,0.130000,63.190000,3.710000,51.84,26.000000,100.930000,0.130000,0.140000,66.160000,3.720000,2.76,13.400000,6.86,76.19,26.000000,260.720000,13.85,6.36,1.27,9.5,0.03,5.51,3.600000,51.84,1.45,6.370000,270.980000

27,06:30-06:45,14.44,19.03,19.04,21.56,0.520000,39.100000,3.710000,38.36,26.000000,72.020000,0.520000,0.530000,66.160000,3.720000,4.77,19.790000,6.89,57.11,26.000000,219.590000,9.21,12.08,2.41,19.51,1.32,9.55,3.600000,38.36,2.65,6.370000,270.980000

28,06:45-07:00,26.2,18.66,18.66,33,1.090000,31.800000,3.710000,37.67,26.000000,51.070000,1.090000,1.110000,66.160000,3.720000,7.45,27.880000,6.86,55.97,26.000000,193.360000,9.06,19.88,3.98,31.01,3.89,14.9,3.600000,37.67,4.5,6.370000,270.980000

29,07:00-07:15,30.15,17.96,17.97,30.15,1.870000,31.800000,3.710000,36.79,26.000000,51.070000,1.870000,1.910000,66.160000,3.720000,11,37.200000,6.75,53.9,26.000000,175.050000,8.94,31.63,6.32,30.15,7.61,22,3.600000,36.79,7.15,6.370000,270.980000

30,07:15-07:30,30.15,17.37,17.37,30.15,2.860000,31.800000,3.710000,35.79,26.000000,51.070000,2.860000,2.930000,66.160000,3.720000,14.33,47.390000,6.85,52.1,26.000000,159.630000,8.83,46.79,9.36,30.15,12.68,28.67,3.600000,35.79,10.34,6.370000,270.980000

31,07:30-07:45,30.15,16.61,16.6,30.15,4.160000,50.750000,3.710000,35.59,26.000000,51.070000,4.160000,4.260000,66.160000,3.720000,19.33,58.070000,6.87,49.82,26.000000,200.760000,8.73,64.84,12.97,30.15,18.96,38.67,3.600000,35.59,13.73,6.370000,270.980000

32,07:45:08:00,30.15,15.7,15.71,30.15,5.440000,31.800000,3.710000,35.36,26.000000,51.070000,5.440000,5.570000,66.160000,3.720000,24.33,67.850000,6.89,47.12,26.000000,159.630000,8.64,84.08,16.81,30.15,25.57,48.67,3.600000,35.36,17.23,6.370000,270.980000

33,08:00-08:15,32,14.53,14.53,32,6.660000,31.800000,3.610000,27.87,30.830000,51.070000,6.660000,6.820000,66.160000,3.720000,25.66,76.050000,6.78,43.59,25.460000,138.740000,7.86,104.53,20.9,32,33.32,51.34,3.830000,27.87,25,6.370000,231.240000

34,08:15-08:30,32,13.09,13.1,32,7.890000,31.800000,3.610000,26.76,30.830000,51.070000,7.890000,8.090000,66.160000,3.720000,27.66,84.450000,6.83,39.28,25.460000,155.120000,7.46,124.38,24.88,32,41.78,55.34,3.830000,26.76,29.24,6.370000,192.700000

35,08:30-08:45,32,11.91,11.91,32,8.960000,31.800000,3.610000,25.45,30.830000,51.070000,8.960000,9.180000,66.160000,3.720000,31,93.610000,6.84,35.73,25.460000,185.210000,7.22,143.57,28.71,32,47.96,62,3.830000,25.45,32.86,6.370000,149.030000

36,08:45:09:00,32,10.99,10.97,32,10.240000,31.800000,3.610000,24.27,30.830000,51.070000,10.240000,10.500000,66.160000,3.720000,34.66,102.960000,6.76,32.92,25.460000,199.670000,7.05,162.03,32.4,32,55.38,69.34,3.830000,24.27,35.82,6.370000,149.030000

37,09:00:09:15,32,10.41,10.4,32,11.320000,31.800000,3.610000,24.04,29.870000,51.070000,11.320000,11.600000,66.160000,3.720000,37,111.700000,6.79,31.2,25.570000,185.210000,6.93,179.47,35.89,32,61.37,74,3.830000,24.04,38.32,6.370000,192.700000

38,09:15-09:30,32,8.5,8.48,32,12.100000,31.800000,3.610000,24.55,29.870000,51.070000,12.100000,12.410000,66.160000,3.720000,39.33,119.250000,6.71,25.45,25.570000,194.850000,6.86,195.98,39.2,32,67.73,78.67,3.830000,24.55,40.31,6.370000,231.240000

39,09:30-09:45,32,8.44,8.43,32,12.970000,55.520000,3.610000,24.98,29.870000,51.070000,12.970000,13.290000,66.160000,3.720000,41.66,125.450000,6.86,25.3,25.570000,219.590000,5.06,211.03,42.2,32,73.37,83.34,3.830000,24.98,43.51,6.370000,270.980000

40,09:45-10:00,32,8.43,8.43,32,13.840000,55.520000,3.610000,25.02,29.870000,51.070000,13.840000,14.190000,66.160000,3.720000,44.33,130.640000,6.8,25.29,25.570000,219.590000,5.15,224.71,44.94,32,78.29,88.67,3.830000,25.02,45.87,6.370000,270.980000

41,10:00-10:15,32,8.43,8.44,32,14.620000,55.520000,3.610000,25.18,29.870000,51.070000,14.620000,14.990000,66.160000,3.640000,46,135.120000,6.77,25.31,25.570000,219.590000,5.32,237.47,47.49,32,83.03,92,3.760000,25.18,47.83,6.370000,270.980000

42,10:15-10:30,32,8.48,8.49,32,15.290000,55.520000,3.610000,26.63,29.870000,51.070000,15.290000,15.670000,66.160000,3.640000,45.66,138.680000,6.87,25.46,25.570000,219.590000,5.55,238.33,47.67,32,87.48,91.34,3.760000,26.63,49.1,6.370000,270.980000

43,10:30-10:45,32,8.39,8.38,32,15.850000,55.520000,3.610000,27.27,29.870000,51.070000,15.850000,16.250000,66.160000,3.640000,45.66,142.170000,6.85,25.15,25.570000,229.230000,5.71,238.33,47.67,32,90.51,91.34,3.760000,27.27,49.75,6.370000,270.980000

44,10:45-11:00,32,8.37,8.39,32,16.340000,55.520000,3.610000,28.14,29.870000,51.070000,16.340000,16.760000,66.160000,3.640000,45.33,144.780000,6.87,25.16,25.570000,229.230000,5.92,238.33,47.67,32,91.99,90.67,3.760000,28.14,50,6.370000,270.980000

45,11:00-11:15,32,17.56,17.56,32,16.780000,55.520000,3.610000,28.9,29.870000,51.070000,16.780000,17.190000,66.160000,3.640000,45,146.620000,9.07,52.67,25.570000,229.230000,6.2,238.33,47.67,32,93.05,90,3.760000,28.9,49.96,6.370000,270.980000

46,11:15-11:30,32,17.78,17.76,32,17.110000,55.520000,3.610000,29.4,29.870000,51.070000,17.110000,17.550000,66.160000,3.640000,45,147.010000,9.05,53.29,25.570000,260.720000,6.48,238.33,47.67,32,93.6,90,3.760000,29.4,50,6.370000,270.980000

47,11:30-11:45,32,18.14,18.14,32,17.350000,55.520000,3.610000,46.77,29.870000,51.070000,17.350000,17.790000,70.330000,3.640000,44.66,146.180000,8.85,54.42,25.570000,260.720000,12.12,238.33,47.67,32,93.67,89.34,3.760000,46.77,50,6.370000,270.980000

48,11:45-12:00,32,18.41,18.41,32,17.720000,55.520000,3.610000,46.32,29.870000,51.070000,17.720000,18.160000,70.330000,3.640000,44.66,144.590000,8.45,55.22,25.570000,260.720000,11.75,238.33,47.67,32,93.65,89.34,3.760000,46.32,50,6.370000,270.980000

49,12:00-12:15,32,18.72,18.74,32,17.750000,55.520000,3.520000,45.11,29.390000,51.070000,17.750000,18.190000,70.330000,3.640000,44.33,146.110000,8.05,56.21,25.620000,260.720000,11.33,238.33,47.67,32,93.64,88.67,3.830000,45.11,50,6.370000,270.980000

50,12:15-12:30,32,19.1,19.11,32,17.790000,55.520000,3.520000,43.83,29.390000,51.070000,17.790000,18.230000,70.330000,3.640000,44.33,141.240000,7.65,57.33,25.620000,260.720000,11.42,238.33,47.67,32,93.67,88.67,3.830000,43.83,50,6.370000,270.980000

51,12:30-12:45,32,25.97,25.98,32,17.760000,55.520000,3.520000,43.22,26.000000,51.070000,17.760000,18.200000,70.330000,3.640000,44.66,140.560000,7.25,77.93,26.000000,260.720000,11.83,238.33,47.67,32,93.65,89.34,3.830000,43.22,50,6.370000,270.980000

52,12:45-13:00,32,26.02,26,32,17.820000,55.520000,3.520000,42.84,26.000000,51.070000,17.820000,18.260000,70.330000,3.640000,45,140.120000,7.05,78.01,26.000000,260.720000,12.08,238.33,47.67,32,93.62,90,3.830000,42.84,49.97,6.370000,270.980000

53,13:00-13:15,32,26.09,26.07,32,17.730000,55.520000,3.610000,42.45,26.000000,51.070000,17.730000,18.170000,70.330000,3.800000,45.33,139.490000,6.84,78.22,26.000000,212.550000,12.46,238.33,47.67,32,93.52,90.67,3.830000,42.45,49.65,6.370000,270.980000

54,13:15-13:30,32,26.23,26.22,32,17.610000,55.520000,3.610000,42.09,26.000000,51.070000,17.610000,18.060000,70.330000,3.800000,45.33,140.350000,6.79,78.67,26.000000,186.560000,12.47,238.33,47.67,32,93.47,90.67,3.830000,42.09,49.01,6.370000,270.980000

55,13:30-13:45,32,25.98,25.97,32,17.400000,55.520000,3.610000,59.55,26.000000,51.170000,17.400000,17.850000,33.090000,3.800000,45.66,138.500000,6.84,77.92,26.000000,186.630000,18.81,238.33,47.67,32,93.51,91.34,3.830000,59.55,48.25,6.370000,270.980000

56,13:45-14:00,32,25.87,25.87,32,16.970000,55.520000,3.610000,58.86,26.000000,51.170000,16.970000,17.390000,33.090000,3.800000,46.33,134.100000,6.87,77.61,26.000000,237.800000,19.03,238.33,47.67,32,93.27,92.67,3.830000,58.86,47.34,6.370000,270.980000

57,14:00-14:15,32,21.71,21.73,32,16.700000,74.470000,3.800000,57.87,26.000000,80.160000,16.700000,17.110000,33.090000,3.800000,47,129.310000,9.1,65.18,26.000000,260.720000,19.29,238.33,47.67,32,92.35,94,4.210000,57.87,45.35,6.370000,270.980000

58,14:15-14:30,32,21.95,21.94,32,16.380000,74.470000,3.800000,57.28,26.000000,80.160000,16.380000,16.800000,64.650000,3.800000,47.66,124.350000,9.07,65.82,26.000000,260.720000,19.47,238.33,47.67,32,91.78,95.34,4.210000,57.28,44.27,6.370000,270.980000

59,14:30-14:45,32,22.07,22.06,32,15.630000,74.470000,3.800000,57.44,26.000000,90.180000,15.630000,16.030000,60.400000,3.800000,48.66,118.010000,9.05,66.18,26.000000,260.720000,19.89,238.33,47.67,32,90.67,97.34,4.210000,57.44,43.04,6.370000,270.980000

60,14:45-15:00,32,22.43,22.42,32,15.080000,86.910000,3.800000,57.03,26.000000,79.970000,15.080000,15.460000,57.850000,3.800000,47.66,110.930000,9.14,67.27,26.000000,260.720000,20.11,238.33,47.67,32,88.83,95.34,4.210000,57.03,41.7,6.370000,270.980000

61,15:00-15:15,32,22.99,22.99,32,14.410000,86.910000,3.990000,57.77,26.000000,100.930000,14.410000,14.770000,57.850000,3.950000,45.33,103.350000,9.14,68.96,26.000000,260.720000,20.41,238.33,47.67,32,84.62,90.67,4.520000,57.77,40.16,6.370000,270.980000

62,15:15-15:30,32,23.38,23.38,32,13.550000,86.910000,3.990000,63.55,26.000000,100.930000,13.550000,13.890000,57.850000,3.950000,42.66,95.970000,9.05,70.14,26.000000,260.720000,20.61,233.93,46.78,32,79.77,85.34,4.520000,63.55,38.36,6.370000,270.980000

63,15:30-15:45,32,28.72,28.72,32,12.860000,86.910000,3.990000,63.22,25.420000,100.930000,12.860000,13.180000,57.850000,3.950000,40,88.010000,13.06,86.16,29.390000,260.720000,20.91,218.47,43.69,32,75.26,80,4.520000,63.22,36.93,6.370000,270.980000

64,15:45-16:00,32,28.55,28.56,32,11.940000,86.910000,3.990000,62.78,25.420000,100.930000,11.940000,12.240000,57.850000,3.950000,37.66,79.680000,13.66,85.68,29.390000,260.720000,21.15,204.84,40.97,32,69.42,75.34,4.520000,62.78,34.71,6.370000,270.980000

65,16:00-16:15,32,28.29,28.27,32,10.790000,86.910000,4.260000,62.22,25.420000,100.930000,10.790000,11.060000,57.850000,3.950000,33.66,70.990000,14.06,84.82,29.390000,260.720000,21.01,187.67,37.53,32,63.56,67.34,4.520000,62.22,32.14,6.370000,270.980000

66,16:15-16:30,32,27.95,27.94,32,10.010000,86.910000,4.260000,61.77,25.420000,100.930000,10.010000,10.260000,57.850000,3.950000,29.66,61.160000,27.76,83.82,29.390000,260.720000,21.12,170.32,34.06,32,57.65,59.34,4.520000,61.77,29.23,6.370000,270.980000

67,16:30-16:45,32,27.75,27.74,32,8.710000,86.910000,4.260000,61.85,25.420000,100.930000,8.710000,8.930000,57.850000,3.950000,26,50.020000,27.01,83.23,29.390000,260.720000,21.18,154.69,30.94,32,51.15,52,4.520000,61.85,26.05,6.250000,270.980000

68,16:45-17:00,32,28.15,28.16,32,7.510000,86.910000,4.260000,62.24,25.420000,100.930000,7.510000,7.700000,57.850000,3.950000,24,39.060000,26.43,84.47,29.390000,260.720000,21.47,136.52,27.3,32,44.15,48,4.520000,62.24,22.71,6.250000,270.980000

69,17:00-17:15,33,26.7,26.71,33,6.320000,86.910000,4.450000,62.48,25.420000,100.930000,6.320000,6.470000,57.850000,4.190000,18.66,29.940000,25.95,80.13,29.390000,260.720000,18.01,116.28,23.25,23.41,36.82,37.34,4.980000,62.48,20.22,6.250000,270.980000

70,17:15-17:30,22.85,26.47,26.47,33,5.120000,86.910000,4.450000,62.01,25.420000,100.930000,5.120000,5.240000,57.850000,4.190000,15,22.360000,25.83,79.4,29.390000,260.720000,17.76,97.43,19.48,13.27,29.82,30,4.980000,62.01,16.6,6.250000,270.980000

71,17:30-17:45,10.07,25.97,25.97,19.92,3.960000,86.910000,4.450000,61,23.330000,100.930000,3.960000,4.060000,57.850000,4.190000,11.33,15.950000,25.36,77.92,29.390000,260.720000,17.66,77.35,15.47,7.73,22.73,22.67,4.980000,61,12.88,6.250000,270.980000

72,17:45-18:00,5.03,25.28,25.28,12.63,2.910000,86.910000,4.450000,60.45,23.330000,100.930000,2.910000,2.990000,57.850000,4.190000,7.33,10.390000,10.06,75.83,29.390000,260.720000,17.43,57.48,11.49,2.39,15.99,14.67,4.980000,60.45,9.36,6.250000,270.980000

73,18:00-18:15,0,25.9,25.9,0,1.960000,86.910000,4.910000,61.13,22.830000,100.930000,1.960000,2.010000,57.850000,4.340000,5,5.840000,10.34,77.7,29.870000,260.720000,17.29,39.92,7.98,0,10.26,10,4.980000,61.13,6.29,6.250000,270.980000

74,18:15-18:30,0,25.1,25.12,0,1.380000,86.910000,4.910000,53.96,11.630000,100.930000,1.380000,1.410000,57.850000,4.340000,2.33,2.920000,10.83,75.35,29.870000,260.720000,17.06,25.66,5.13,0,5.93,4.67,4.980000,53.96,4.04,6.250000,270.980000

75,18:30-18:45,0,20.06,20.05,0,0.000000,86.910000,4.910000,52.74,11.630000,100.930000,0.000000,0.000000,57.850000,5.000000,1,1.420000,11.48,60.16,29.870000,260.720000,15.22,15.4,3.08,0,2.95,2,4.980000,52.74,1.81,6.250000,270.980000

76,18:45-19:00,0,20,20,0,0.000000,86.910000,4.910000,52.08,1.990000,100.930000,0.000000,0.000000,57.850000,5.000000,0.67,0.430000,12.28,59.99,29.870000,260.720000,14.88,8.63,1.72,0,0.91,1.33,4.980000,52.08,0.51,6.250000,270.980000

77,19:00-19:15,0,19.68,19.68,0,0.000000,86.910000,4.910000,50.83,1.990000,100.930000,0.000000,0.000000,57.850000,5.000000,0.25,0.000000,13.15,59.05,29.870000,260.720000,14.44,3.6,0.72,0,0.03,0.51,5.520000,50.83,0.01,6.250000,270.980000

78,19:15-19:30,0,18.72,18.72,0,0.000000,86.910000,4.910000,49.64,1.990000,100.930000,0.000000,0.000000,57.850000,5.000000,0,0.000000,14.27,56.16,29.870000,260.720000,14.17,0.19,0.04,0,0,0,5.520000,49.64,0,6.250000,270.980000

79,19:30-19:45,0,18.69,18.7,0,0.000000,86.910000,4.910000,37.98,0.000000,100.930000,0.000000,0.000000,57.850000,5.000000,0,0.000000,14.91,56.1,28.930000,260.720000,13.88,0,0,0,0,0,5.520000,37.98,0,6.250000,270.980000

80,19:45-20:00,0,18.51,18.5,0,0.000000,86.910000,4.910000,37.94,0.000000,100.930000,0.000000,0.000000,57.850000,5.000000,0,0.000000,15.59,55.51,28.930000,260.720000,8.89,0,0,0,0,0,5.520000,37.94,0,6.250000,270.980000

81,20:00-20:15,0,18.19,18.2,0,0.000000,86.910000,4.770000,38.44,29.880000,100.930000,0.000000,0.000000,57.850000,5.000000,0,0.000000,21.53,54.59,29.880000,260.720000,8.7,0,0,0,0,0,5.520000,38.44,0,6.250000,270.980000

82,20:15-20:30,0,17.85,17.86,0,0.000000,86.910000,4.770000,39.03,29.880000,100.930000,0.000000,0.000000,57.850000,5.000000,0,0.000000,20.75,53.58,29.880000,260.720000,8.61,0,0,0,0,0,5.520000,39.03,0,6.250000,270.980000

83,20:30-20:45,0,16.54,16.56,0,0.000000,86.910000,5.150000,39.45,29.880000,100.930000,0.000000,0.000000,57.850000,5.000000,0,0.000000,19.77,49.67,29.880000,260.720000,8.48,0,0,0,0,0,5.520000,39.45,0,6.250000,270.980000

84,20:45-21:00,0,15.46,15.45,0,0.000000,86.910000,5.150000,39.72,29.880000,100.930000,0.000000,0.000000,57.850000,5.000000,0,0.000000,18.52,46.36,29.880000,260.720000,8.32,0,0,0,0,0,5.520000,39.72,0,6.250000,270.980000

85,21:00-21:15,0,15,15.01,0,0.000000,86.910000,5.150000,39.14,29.880000,100.930000,0.000000,0.000000,57.850000,5.000000,0,0.000000,12.9,45.03,29.880000,260.720000,8.58,0,0,0,0,0,5.370000,39.14,0,6.250000,270.980000

86,21:15-21:30,0,15.06,15.05,0,0.000000,86.910000,5.150000,38.33,29.880000,100.930000,0.000000,0.000000,57.850000,5.000000,0,0.000000,12.18,45.16,29.880000,260.720000,8.73,0,0,0,0,0,5.370000,38.33,0,6.250000,270.980000

87,21:30-21:45,0,15.26,15.25,0,0.000000,86.910000,5.150000,41.7,29.880000,100.930000,0.000000,0.000000,57.850000,5.000000,0,0.000000,11.5,45.75,29.880000,260.720000,9.75,0,0,0,0,0,5.370000,41.7,0,6.250000,270.980000

88,21:45-22:00,0,15.48,15.49,0,0.000000,86.910000,5.150000,41,29.880000,100.930000,0.000000,0.000000,57.850000,5.000000,0,0.000000,10.93,46.46,29.880000,260.720000,9.93,0,0,0,0,0,5.370000,41,0,6.250000,270.980000

89,22:00-22:15,0,15.78,15.77,0,0.000000,86.910000,4.910000,41.79,30.830000,100.930000,0.000000,0.000000,57.850000,5.510000,0,0.000000,9.77,47.32,30.830000,260.720000,10.04,0,0,0,0,0,5.210000,41.79,0,6.250000,270.980000

90,22:15-22:30,0,18.88,18.89,0,0.000000,86.910000,4.910000,42.27,30.830000,100.930000,0.000000,0.000000,57.850000,5.510000,0,0.000000,9.26,56.66,30.830000,260.720000,10.12,0,0,0,0,0,5.210000,42.27,0,6.250000,270.980000

91,22:30-22:45,0,19.47,19.47,0,0.000000,86.910000,4.910000,43.06,30.830000,100.930000,0.000000,0.000000,57.850000,5.510000,0,0.000000,8.81,58.41,30.830000,260.720000,10.19,0,0,0,0,0,5.210000,43.06,0,6.250000,270.980000

92,22:45-23:00,0,19.78,19.78,0,0.000000,86.910000,4.910000,43.95,30.830000,100.930000,0.000000,0.000000,57.850000,5.510000,0,0.000000,8.56,59.34,30.830000,260.720000,12.26,0,0,0,0,0,5.210000,43.95,0,6.250000,270.980000

93,23:00-23:15,0,20.36,20.36,0,0.000000,86.910000,4.910000,45.31,30.830000,100.930000,0.000000,0.000000,57.850000,5.510000,0,0.000000,8.65,61.08,30.830000,260.720000,12.41,0,0,0,0,0,5.210000,45.31,0,6.250000,270.980000

94,23:15-23:30,0,20.85,20.86,0,0.000000,86.910000,4.910000,47.1,30.830000,100.930000,0.000000,0.000000,57.850000,5.510000,0,0.000000,8.63,62.58,30.830000,260.720000,12.37,0,0,0,0,0,5.210000,47.1,0,6.250000,270.980000

95,23:30-23:45,0,21.37,21.36,0,0.000000,86.910000,4.910000,48.93,30.830000,100.930000,0.000000,0.000000,57.850000,5.510000,0,0.000000,8.71,64.08,30.830000,260.720000,12.35,0,0,0,0,0,5.210000,48.93,0,6.250000,270.980000

96,23:45-24:00,0,21.21,21.22,0,0.000000,86.910000,4.910000,48.37,30.830000,100.930000,0.000000,0.000000,57.850000,5.510000,0,0.000000,8.74,63.65,30.830000,260.720000,12.49,0,0,0,0,0,5.210000,48.37,0,6.250000,270.980000

