Block,Time Block,KHSTPP-II,KKNPPU2,KUDGI,MAPS,BSIUL,BRBCL,CHAMERA1,CHAMERA3,CHAMERA2,DADRT2,SINGRAULI,SINGRAULI_HYDRO,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU1AND2,JHAJJAR,KGSU3AND4,KHSTPP-I,KISHANGANGA,KKNP,KOTESHWR,KOLDAM,NAPP,NLCEXP,NJPC,NNTPP,NLCIIST1,NLCIIST2,NLCTS2EXP,NTPL,PARBATI3,RAMPUR,RAPPC,RAPPB,RIHAND2,RIHAND1,RSTPSU1TO6,RSTPSU7,RIHAND3,SEWA2,SASAN,SIMHST1,SIMHST2,SALAL,UNCHAHAR3,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,URI2,URI,DADRI_GF,AURY_GF,DADRI_CRF,AURY_CRF,AURY_RF,AURY_LF,DADRI_RF,DADRI_LF,TANAKPUR,TALA,TANDA2,TALST2,TelanganaSTPP,TEHRI,VALLURNTECL,ANTA_LF,ANTA_GF,ANTA_CRF,ANTA_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,142.56,0,0,0,18.8,15.27,40.52,9.31,12.66,328.94,134.28,0.68,0,20,0,0,231.93,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,270.37,0,0,2.24,21.19,34.39,16.82,0,23.27,33.96,0,0,0,0,0,0,0,0,5.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,142.56,0,0,0,18.8,15.42,40.52,9.31,12.66,310.67,134.28,0.68,0,16.97,0,0,231.93,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,270.37,0,0,6.7,21.19,34.39,16.82,0,23.27,31.84,0,0,0,0,0,0,0,0,5.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,142.56,0,0,0,18.8,14.46,40.52,9.31,12.66,265.46,134.28,0.68,0,16.97,0,0,231.93,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,270.37,0,0,40.21,21.19,34.39,16.82,0,23.27,31.84,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,142.56,0,0,0,12.54,14.5,40.52,9.31,12.66,265.46,134.28,0.68,0,20,0,0,231.93,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,270.37,0,0,40.21,21.19,34.39,16.82,0,23.27,31.84,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,142.56,0,0,0,12.54,15.15,40.52,9.31,12.66,265.46,134.28,0.68,0,20,0,0,231.93,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,270.37,0,0,40.21,21.19,34.39,16.82,0,23.27,31.84,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,142.56,0,0,0,12.54,14.43,40.52,9.31,12.66,265.46,134.28,0.68,0,20,0,0,231.93,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,270.37,0,0,40.21,21.19,34.39,16.82,0,23.27,31.84,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,142.56,0,0,0,12.54,15.77,40.52,9.31,12.66,265.46,134.28,0.68,0,20,0,0,231.93,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,270.37,0,0,40.21,21.19,34.39,16.82,0,23.27,31.84,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,142.56,0,0,0,12.54,19.23,40.52,9.31,12.66,265.46,134.28,0.68,0,20,0,0,231.93,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,270.37,0,0,40.21,17.34,27.66,12.98,0,21.98,31.84,0,0,0,0,0,0,0,0,5.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,142.56,0,0,0,12.54,19.23,40.52,9.31,12.66,265.46,134.28,0.68,0,20,0,0,231.93,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,270.37,0,0,6.7,17.34,27.66,12.98,0,21.98,31.84,0,0,0,0,0,0,0,0,5.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,142.56,0,0,0,12.54,19.23,40.52,9.31,12.66,265.46,134.28,0.68,0,20,0,0,231.93,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,270.37,0,0,2.24,17.34,27.66,12.98,0,21.98,31.84,0,0,0,0,0,0,0,0,5.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,142.56,0,0,0,12.54,19.23,40.52,9.31,12.66,265.46,134.28,0.68,0,20,0,0,231.93,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,270.37,0,0,2.24,17.34,27.66,12.98,0,21.98,31.84,0,0,0,0,0,0,0,0,5.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,142.56,0,0,0,12.54,19.23,40.52,9.31,12.66,265.46,134.28,0.68,0,17.68,0,0,231.93,0,43.77,0,0,8.53,0,19.81,0,2.73,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,279.82,0,0,2.24,20.85,33.28,15.7,0,21.98,31.84,0,0,0,0,0,0,0,0,5.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,142.56,0,0,0,12.54,19.23,40.52,9.31,12.66,265.46,134.28,0.68,0,20,0,0,231.93,0,43.77,0,0,8.53,0,19.81,0,20.03,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,294.25,0,0,2.24,20.85,33.28,15.7,0,21.98,31.84,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,142.56,0,0,0,12.54,19.23,40.52,9.31,12.66,265.46,134.28,0.68,0,20,0,0,231.93,0,43.77,0,0,8.53,0,19.81,0,20.03,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,311.11,0,0,2.24,20.85,33.28,15.7,0,21.34,31.84,0,0,0,0,0,0,0,0,2.95,0,0,0,0,11.63,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,142.56,0,0,0,12.54,19.23,40.52,9.31,12.66,332.75,134.28,0.68,0,20,0,0,231.93,0,43.77,0,0,8.53,0,19.81,0,20.03,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,328.5,0,0,2.24,20.85,33.28,15.7,0,21.34,31.84,0,0,0,0,0,0,0,0,2.95,0,0,0,0,11.63,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,142.56,0,0,0,12.54,19.23,40.52,9.31,12.66,371.21,134.28,0.68,0,16.84,0,0,251.55,0,43.77,0,0,8.53,0,19.81,0,20.03,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,344.71,0,0,2.24,25.38,40.75,19.69,0,21.98,31.84,0,0,0,0,0,0,0,0,2.95,0,0,0,0,23.25,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,142.56,0,0,0,12.54,19.23,40.52,9.31,12.66,431.28,134.28,0.68,0,16.84,0,0,305.95,0,43.77,0,0,8.53,0,19.81,0,20.03,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,360.94,0,0,2.24,25.38,40.75,19.75,0,21.98,31.84,0,0,0,0,0,0,0,0,2.95,0,0,0,0,34.89,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,142.56,0,0,0,12.54,19.23,40.52,9.31,12.66,490.72,134.28,0.68,0,16.84,0,0,364.99,0,43.77,0,0,8.53,0,19.81,0,18.21,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,377.17,0,0,8.93,25.38,40.75,19.75,0,21.98,31.84,0,0,0,0,0,0,0,0,2.95,0,0,0,0,34.89,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,142.56,0,0,0,12.54,19.23,40.52,9.31,12.66,514.97,134.28,0.68,0,16.84,0,0,414.97,0,43.77,0,0,8.53,0,19.81,0,18.21,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,388.59,0,0,53.61,25.38,40.75,19.75,0,21.98,31.84,0,0,0,0,0,0,0,0,2.95,0,0,0,0,34.89,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,142.56,0,0,0,12.54,19.23,40.52,9.31,12.66,436.85,134.28,0.68,0,16.84,15.84,0,414.97,0,43.77,0,0,8.53,0,19.81,0,40.06,0,0,0,0,0,3.43,0,24.52,0,114.16,88.44,0,0,59.75,15.89,389.33,0,0,53.61,25.38,40.75,19.75,0,21.98,38.21,0,0,0,0,0,0,0,0,2.95,0,0,0,0,34.89,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,142.56,0,0,0,12.54,19.23,40.52,18.6,25.32,435.88,134.28,0.68,1.27,16.84,31.68,0,414.97,0,43.77,0,0,17.06,0,19.81,0,55.8,0,0,0,0,0,15.9,0,24.52,0,114.16,88.44,0,0,59.75,15.89,389.33,0,0,53.61,25.38,40.75,19.75,0,21.98,38.21,0,0,0,0,0,0,0,0,2.95,0,0,0,0,46.51,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,142.56,0,0,0,18.8,19.23,40.52,27.94,37.98,435.88,134.28,0.68,15.24,16.84,47.52,0,414.97,0,43.77,0,0,37.54,0,19.81,0,80.11,0,0,0,0,0,15.9,0,24.52,0,114.16,88.44,0,0,59.75,16.27,389.33,0,0,53.61,25.38,40.75,19.75,0,21.98,38.21,0,0,0,0,0,0,0,0,2.95,0,0,0,0,46.51,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,142.56,0,0,0,18.8,19.23,40.52,27.94,37.98,435.88,134.28,0.68,26.35,16.84,47.52,0,414.97,0,43.77,0,0,37.54,0,19.81,0,109.24,0,0,0,0,0,15.9,0,24.52,0,114.16,88.44,0,0,59.75,16.27,389.33,0,0,7.82,25.38,40.75,19.75,0,21.98,38.21,0,0,0,0,0,0,0,0,2.95,0,0,0,0,47.72,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,142.56,0,0,0,18.8,19.23,40.52,27.94,37.98,435.88,134.28,0.68,35.14,16.84,47.52,0,414.97,0,43.77,0,0,37.54,0,19.81,0,109.24,0,0,0,0,0,15.9,0,24.52,0,114.16,88.44,0,0,59.75,16.27,319.04,0,0,2.24,25.38,40.75,19.75,0,21.98,38.21,0,0,0,0,0,0,0,0,2.95,0,0,0,0,47.72,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,142.56,0,0,0,18.8,19.23,40.52,27.94,37.98,494.05,134.28,0.68,35.14,16.84,47.52,0,414.97,0,43.77,0,0,37.54,0,19.81,0,109.24,0,0,0,0,0,15.9,0,24.52,0,114.16,88.44,0,0,59.75,16.27,319.04,0,0,2.24,25.38,40.75,19.75,0,21.98,38.21,0,0,0,0,0,0,0,0,2.95,0,0,0,0,47.72,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,142.56,0,0,0,18.8,19.23,40.52,27.94,37.98,542.97,134.28,0.68,26.35,16.84,47.52,0,414.97,0,43.77,0,0,37.54,0,19.81,0,109.24,0,0,0,0,0,15.9,0,24.52,0,114.16,88.44,0,0,59.75,16.27,319.04,0,0,2.24,25.38,40.75,19.75,0,21.98,38.21,0,0,0,0,0,0,0,0,2.95,0,0,0,0,47.72,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,142.56,0,0,0,18.8,19.23,40.52,27.94,37.98,589.26,134.28,0.68,26.35,16.84,47.52,0,414.97,0,43.77,0,0,37.54,0,19.81,0,109.24,0,0,0,0,0,3.67,0,24.52,0,114.16,88.44,0,0,59.75,16.27,319.04,0,0,2.24,25.38,40.75,19.75,0,21.98,38.21,0,0,0,0,0,0,0,0,2.95,0,0,0,0,47.72,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,142.56,0,0,0,12.54,19.23,26.88,9.31,25.32,621.52,134.28,0.68,15.24,16.77,31.68,0,414.97,0,43.77,0,0,17.06,0,19.81,0,80.11,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,2.24,25.38,40.75,19.75,0,21.98,31.84,0,0,0,0,0,0,0,0,2.95,0,0,0,0,46.75,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,142.56,0,0,0,12.54,19.23,12.91,9.31,12.66,557.7,134.28,0.68,1.27,16.77,15.84,0,364.99,0,43.77,0,0,8.53,0,19.81,0,60.09,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,2.24,25.38,40.75,19.75,0,21.98,31.84,0,0,0,0,0,0,0,0,2.35,0,0,0,0,46.75,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,142.56,0,0,0,12.54,19.23,0,0,12.66,480.79,134.28,0.68,0,16.77,0,0,307.31,0,43.77,0,0,8.53,0,19.81,0,40.06,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,13.41,25.38,40.75,19.75,0,21.98,31.84,0,0,0,0,0,0,0,0,2.35,0,0,0,0,46.75,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,142.56,0,0,0,12.54,19.23,0,0,12.66,413.5,134.28,0.68,0,16.77,0,0,251.55,0,43.77,0,0,8.53,0,19.81,0,40.06,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,67.02,25.38,40.75,19.75,0,21.98,31.84,0,0,0,0,0,0,0,0,2.35,0,0,0,0,34.89,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,142.56,0,0,0,12.54,19.23,0,0,12.66,384.82,134.28,0.68,0,16.77,0,0,248.84,0,43.77,0,0,8.53,0,19.81,0,20.75,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,67.02,21.71,34.39,16.48,0,21.98,31.84,0,0,0,0,0,0,0,0,2.35,0,0,0,0,34.89,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,142.56,0,0,0,12.54,19.23,0,0,0,361.75,134.28,0.68,0,16.77,0,0,229.81,0,43.77,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,67.02,20.37,32.69,16.48,0,21.98,31.84,0,0,0,0,0,0,0,0,2.35,0,0,0,0,34.89,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,142.56,0,0,0,12.54,19.23,0,0,0,361.75,134.28,0.68,0,16.77,0,0,229.81,0,43.77,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,12.29,15.77,25.11,12.63,0,21.98,31.84,0,0,0,0,0,0,0,0,2.35,0,0,0,0,34.89,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,142.56,0,0,0,12.54,19.23,0,0,0,361.75,134.28,0.68,0,17.24,0,0,229.81,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,2.24,15.77,27.07,13.92,0,21.98,31.84,0,0,0,0,0,0,0,0,2.35,0,0,0,0,34.89,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,142.56,0,0,0,6.27,19.23,0,0,0,361.75,134.28,0.68,0,20,0,0,229.23,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,21.98,33.96,0,0,0,0,0,0,0,0,2.35,0,0,0,0,34.89,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,142.56,0,0,0,6.27,19.23,0,0,0,361.75,134.28,0.68,0,20,0,0,229.22,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,21.98,33.96,0,0,0,0,0,0,0,0,2.35,0,0,0,0,23.87,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,142.56,0,0,0,6.27,19.23,0,0,0,361.75,134.28,0.68,0,20,0,0,229.22,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,21.98,33.96,0,0,0,0,0,0,0,0,2.35,0,0,0,0,23.87,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,142.56,0,0,0,6.27,19.23,0,0,0,361.75,134.28,0.68,0,20,0,0,229.22,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,21.98,33.96,0,0,0,0,0,0,0,0,2.35,0,0,0,0,23.87,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,142.56,0,0,0,6.27,19.23,0,0,0,361.75,134.28,0.68,0,20,0,0,229.22,0,32.38,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,21.98,33.96,0,0,0,0,0,0,0,0,2.35,0,0,0,0,23.87,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,142.56,0,0,0,6.27,19.23,0,0,0,361.75,134.28,0.68,0,20,0,0,229.22,0,32.38,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,21.98,33.96,0,0,0,0,0,0,0,0,2.35,0,0,0,0,23.87,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,126.94,0,0,0,6.27,19.23,0,0,0,361.75,134.28,0.68,0,20,0,0,229.22,0,32.38,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,21.98,33.96,0,0,0,0,0,0,0,0,2.35,0,0,0,0,23.87,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,126.54,0,0,0,6.27,19.23,0,0,0,361.75,134.28,0.68,0,20,0,0,229.22,0,32.38,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,21.98,33.96,0,0,0,0,0,0,0,0,2.35,0,0,0,0,23.87,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,126.54,0,0,0,6.27,19.23,0,0,0,361.75,134.28,0.68,0,20,0,0,229.22,0,32.38,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,21.98,28.66,0,0,0,0,0,0,0,0,1.72,0,0,0,0,11.93,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,106.85,0,0,0,6.27,19.23,0,0,0,284.69,134.28,0.68,0,20,0,0,229.22,0,32.38,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,21.98,28.66,0,0,0,0,0,0,0,0,1.72,0,0,0,0,11.93,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,106.85,0,0,0,6.27,19.23,0,0,0,265.46,134.28,0.68,0,20,0,0,229.22,0,32.38,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,25.86,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,106.85,0,0,0,6.27,19.23,0,0,0,265.46,134.28,0.68,0,20,0,0,229.22,0,32.38,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,25.86,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,106.85,0,0,0,6.27,19.23,0,0,0,265.46,134.28,0.68,0,20,0,0,229.22,0,24.53,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,31.03,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,78.41,0,0,0,6.27,19.23,0,0,0,265.46,122.17,0.68,0,20,0,0,229.22,0,24.53,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,63.91,0,0,59.75,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,31.03,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,78.41,0,0,0,6.27,19.23,0,0,0,265.46,122.17,0.68,0,20,0,0,229.22,0,24.53,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,63.91,0,0,59.75,15.89,319.04,0,0,13.41,13.96,22.41,11.41,0,31.03,33.96,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,78.41,0,0,0,6.27,19.23,0,0,0,265.46,122.17,0.68,0,20,0,0,229.22,0,24.53,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,63.91,0,0,59.75,15.89,319.04,0,0,67.02,13.96,22.41,11.41,0,31.03,33.96,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,78.41,0,0,0,6.27,19.23,0,0,0,265.46,122.17,0.68,0,20,0,0,229.22,0,24.53,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,91.9,60.78,0,0,43.57,15.89,319.04,0,0,67.02,13.96,22.41,11.41,0,31.03,33.96,0,0,0,0,0,0,0,0,0.99,0,0,0,0,11.93,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,78.41,0,0,0,6.27,19.23,0,0,0,265.46,122.17,0.68,0,20,0,0,229.22,0,24.53,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,91.9,60.78,0,0,43.57,15.89,319.04,0,0,67.02,13.96,22.41,11.41,0,31.03,33.96,0,0,0,0,0,0,0,0,0.99,0,0,0,0,11.93,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,78.41,0,0,0,6.27,19.23,0,0,0,265.46,122.17,0.68,0,20,0,0,229.22,0,24.53,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,91.9,60.78,0,0,43.57,15.89,319.04,0,0,67.02,13.96,22.41,11.41,0,21.98,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,23.87,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,78.41,0,0,0,6.27,19.23,0,0,0,332.75,122.17,0.68,0,20,0,0,229.22,0,24.53,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,91.9,60.78,0,0,43.57,15.89,319.04,0,0,67.02,13.96,22.41,11.41,0,21.98,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,23.87,0,0,0,0,0,0,0,0,0,0

