Block,Time Block,DADRT2,CHAMERA3,CHAMERA2,BSIUL,BRBCL,CHAMERA1,UNCHAHAR1,UNCHAHAR2,TALST2,TANAKPUR,TALA,TelanganaSTPP,TEHRI,TANDA2,TEHRIPSP,RIHAND1,RAPPB,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,RAPPD,SIMHST2,RSTPSU7,SINGRAULI,SALAL,SEWA2,RAMPUR,RIHAND3,RAPPC,RIHAND2,SASAN,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NAPP,KUDGI,NLCTS2EXP,NNTPP,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KISHANGANGA,KOTESHWR,KHSTPP-II,KKNPPU2,KOLDAM,KHSTPP-I,KKNP,NTPL,PARBATI3,PARBATI2,DADRI_RF,ANTA_RF,DADRI_LF,AURY_LF,ANTA_LF,DADRI_GF,AURY_GF,DADRI_CRF,AURY_CRF,AURY_RF,ANTA_GF,UNCHAHAR4,UNCHAHAR3,VALLURNTECL,URI2,URI,ANTA_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,198.63,32.7,45.4,12.56,9.9,40.61,19.66,39.7,0,12.58,24.64,0,72.8,2.51,0,45.55,0,0,0,0,24.43,0,0,108.68,81.73,17.67,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,18.75,36.91,242.11,0,0,6.71,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.46,25.1,0,24.03,29.78,0,0,0,0,0,0

10,02:15-02:30,121.55,32.7,45.4,12.56,10.74,40.61,17.68,36.39,0,12.58,24.64,0,72.8,2.51,0,45.55,0,0,0,0,24.43,0,0,108.68,81.73,17.67,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,240.5,0,0,6.71,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.46,22.51,0,24.03,29.78,0,0,0,0,0,0

11,02:30-02:45,53.14,32.7,45.4,12.56,11.7,40.61,17.68,36.39,0,12.58,24.64,0,72.8,2.51,0,46.33,0,0,0,0,24.43,0,0,109.6,81.73,17.67,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,240.5,0,0,6.71,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.46,22.51,0,24.03,29.78,0,0,0,0,0,0

12,02:45-03:00,4.96,32.7,45.4,12.56,14.57,40.61,17.68,36.39,0,12.58,24.58,0,72.8,2.51,0,46.33,0,0,0,0,24.43,0,0,109.6,81.73,17.67,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,240.5,0,0,6.71,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.46,22.51,0,24.03,29.78,0,0,0,0,0,0

13,03:00-03:15,4.96,32.7,45.4,12.56,16.37,40.61,17.68,36.39,0,11.48,24.42,0,72.8,2.51,0,45.55,0,0,0,0,24.43,0,0,108.68,79.49,17.67,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,231.24,0,0,6.71,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.25,22.51,0,24.03,27.66,0,0,0,0,0,0

14,03:15-03:30,4.96,32.7,45.4,12.56,17.46,40.61,17.68,36.39,0,11.48,24.33,0,72.8,2.51,0,45.55,0,0,0,0,24.43,0,0,108.68,79.49,17.67,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,231.24,0,0,6.71,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.25,22.51,0,24.03,27.66,0,0,0,0,0,0

15,03:30-03:45,4.96,32.7,45.4,12.56,17.2,40.61,17.68,36.39,0,11.48,24.3,0,72.8,2.51,0,45.55,0,0,0,0,24.43,0,0,108.68,79.49,17.67,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,231.24,0,0,4.47,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.25,22.51,0,24.03,27.66,0,0,0,0,0,0

16,03:45-04:00,4.96,32.7,45.4,12.56,15.16,40.61,17.68,36.39,0,11.48,24.24,0,72.8,2.51,0,45.55,0,0,0,0,24.43,0,0,108.68,79.49,17.67,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,231.24,0,0,4.47,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.25,22.51,0,24.03,27.66,0,0,0,0,0,0

17,04:00-04:15,4.96,32.7,45.4,12.56,14.52,40.61,17.68,36.39,0,11.48,24.18,0,72.8,2.51,0,45.55,0,0,0,0,25.16,0,0,108.68,79.49,17.67,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,231.24,0,0,4.47,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.25,22.51,0,24.03,27.66,0,0,0,0,0,0

18,04:15-04:30,4.96,32.7,45.4,12.56,16.12,40.61,17.68,36.39,0,11.48,24.16,0,72.8,2.51,0,45.55,0,0,0,0,25.16,0,0,108.68,79.49,17.67,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,231.24,0,0,4.47,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.25,22.51,0,24.03,27.66,0,0,0,0,0,0

19,04:30-04:45,4.96,32.7,45.4,12.56,17.49,40.61,17.68,36.39,0,11.48,24.11,0,72.8,2.51,0,45.55,0,0,0,0,25.16,0,0,108.68,79.49,17.67,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,231.24,0,0,4.47,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.25,22.51,0,24.03,27.66,0,0,0,0,0,0

20,04:45-05:00,4.96,32.7,45.4,12.56,19.16,40.61,17.68,36.39,0,11.48,23.99,0,72.8,2.51,0,45.55,0,0,0,0,25.16,0,0,108.68,79.49,17.67,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,231.24,0,0,4.47,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.25,22.51,0,24.03,27.66,0,0,0,0,0,0

21,05:00-05:15,4.96,32.7,45.4,12.56,18.93,40.61,17.68,36.39,0,11.48,23.85,0,72.8,2.51,0,45.55,0,0,0,0,25.16,0,0,108.68,79.49,17.67,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,239.76,0,0,4.47,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.25,22.51,0,24.03,21.27,0,0,0,0,0,0

22,05:15-05:30,4.96,32.7,45.4,12.56,24.08,40.61,17.68,36.39,0,11.48,23.67,0,72.8,2.51,0,45.55,0,0,0,0,25.16,0,0,108.68,79.49,17.67,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,239.76,0,0,4.47,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.25,22.51,0,24.03,21.27,0,0,0,0,0,0

23,05:30-05:45,4.96,32.7,45.4,12.56,24.08,40.61,15.4,31.43,0,11.48,23.54,0,72.8,2.51,0,45.55,0,0,0,0,25.16,0,0,108.68,79.49,17.67,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,239.76,0,0,4.47,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.25,19.42,0,24.03,21.27,0,0,0,0,0,0

24,05:45-06:00,4.96,32.7,45.4,12.56,17.58,40.61,15.4,31.43,0,11.48,23.39,0,72.8,2.51,0,45.55,0,0,0,0,25.16,0,0,108.68,79.49,17.67,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,239.76,0,0,4.47,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.25,19.42,0,24.03,21.27,0,0,0,0,0,0

25,06:00-06:15,4.96,32.7,45.4,12.56,22.16,40.61,15.4,31.43,0,11.48,23.34,0,72.8,2.51,0,45.55,0,0,0,0,25.79,0,0,108.68,79.49,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,239.76,0,0,4.47,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.25,19.42,0,36.05,50.45,0,0,0,0,0,0

26,06:15-06:30,4.96,32.7,45.4,12.56,24.05,40.61,15.4,31.43,0,11.48,23.31,0,72.8,2.51,0,45.55,0,0,0,0,25.79,0,0,108.68,79.49,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,239.76,0,0,4.47,39.09,93.98,0,8.31,43.87,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.25,19.42,0,36.05,50.45,0,0,0,0,0,0

27,06:30-06:45,4.96,32.7,45.4,12.56,22.16,40.61,15.4,31.43,0,11.48,23.28,0,72.8,2.51,0,45.55,0,0,0,0,25.79,0,0,95.19,79.49,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,239.76,0,0,4.47,39.09,84.82,0,8.31,39.27,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.25,19.42,0,36.05,29.78,0,0,0,0,0,0

28,06:45-07:00,4.96,32.7,45.4,12.56,17.42,40.61,15.4,31.43,0,11.48,23.28,0,72.8,2.51,0,45.55,0,0,0,0,25.79,0,0,95.19,79.49,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.38,36.91,239.76,0,0,4.47,39.09,85.37,0,8.31,39.27,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,1.25,19.42,0,24.03,29.78,0,0,0,0,0,0

29,07:00-07:15,4.96,32.7,45.4,12.56,17.42,40.61,11.88,23.85,0,11.48,23,0,72.8,2.51,0,45.55,0,0,0,0,25.79,0,0,95.19,79.49,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,9.8,36.91,232.43,0,0,4.47,39.09,84.96,0,8.31,39.08,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,0.59,14.67,0,24.03,31.91,0,0,0,0,0,0

30,07:15-07:30,4.96,32.7,45.4,12.56,18.27,40.61,11.88,23.85,0,11.48,23,0,72.8,2.51,0,45.55,0,0,0,0,25.79,0,0,95.19,79.49,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,9.8,36.91,232.43,0,0,4.47,39.09,81.45,0,8.31,37.81,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,0.59,14.67,0,36.05,50.45,0,0,0,0,0,0

31,07:30-07:45,4.96,32.7,45.4,12.56,18.29,40.61,11.88,23.85,0,11.48,23,0,72.8,0.93,0,45.55,0,0,0,0,25.79,0,0,95.19,79.49,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,9.8,36.91,232.43,0,0,4.47,39.09,60.81,0,8.31,31.58,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,0.59,14.67,0,36.05,50.45,0,0,0,0,0,0

32,07:45-08:00,4.96,32.7,45.4,12.56,18.86,40.61,11.88,23.85,0,11.48,23.14,0,72.8,0.93,0,45.55,0,0,0,0,25.79,0,0,95.19,79.49,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,9.8,36.91,232.43,0,0,4.47,39.09,65.44,0,8.31,28.34,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,0.59,14.67,0,36.05,50.45,0,0,0,0,0,0

33,08:00-08:15,4.96,32.7,45.4,18.85,21.2,40.61,12.91,28.9,0,3.71,23.14,0,72.8,0.93,0,37.86,0,0,0,0,26.42,0,0,84.73,79.49,11.77,5.46,108.86,63.03,105.89,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,9.8,36.91,232.43,0,0,4.47,39.09,67.16,0,8.31,28.34,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,0.59,15.5,0,24.03,29.78,0,0,0,0,0,0

34,08:15-08:30,4.96,32.7,45.4,18.85,18.75,40.61,12.91,28.9,0,3.71,23.22,0,72.8,0.93,0,28.56,0,0,0,0,26.42,0,0,78.71,79.49,11.77,5.46,92.59,63.03,96.4,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,9.8,36.91,232.43,0,0,4.47,39.09,69.02,0,8.31,34.23,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,0.59,15.5,0,24.03,29.78,0,0,0,0,0,0

35,08:30-08:45,4.96,32.7,45.4,18.85,18.87,40.61,12.91,28.9,0,3.71,23.54,0,72.8,0.93,0,28.56,0,0,0,0,23.63,0,0,78.71,79.49,11.77,5.46,92.59,63.03,96.4,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,9.8,36.91,232.43,0,0,4.47,29.32,69.03,0,8.31,34.23,0,0,54.43,37.29,0,0,0,0,0,0,0,0,0,0,0,0.59,15.5,0,24.03,29.78,0,0,0,0,0,0

36,08:45-09:00,4.96,32.7,45.4,18.85,19.18,40.61,12.91,28.9,0,11.48,23.62,0,72.8,0.93,0,28.56,0,0,0,0,26.42,0,0,78.71,79.49,11.77,5.46,92.59,63.03,96.4,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,9.8,36.91,232.43,0,0,4.47,19.76,69.03,0,8.31,34.23,0,0,54.43,37.29,0,0,0,0,0,0,0,0,0,0,0,0.59,15.5,0,24.03,29.78,0,0,0,0,0,0

37,09:00-09:15,4.96,32.7,45.4,18.85,16.95,40.61,12.91,28.9,0,11.48,24.98,0,72.8,0.93,0,28.56,0,0,0,0,23.63,0,0,78.71,79.49,11.77,5.46,126.06,63.03,96.4,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,10,36.91,232.43,0,0,2.24,9.77,68.51,0,8.31,34.23,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,0.59,15.5,0,22.53,29.78,0,0,0,0,0,0

38,09:15-09:30,4.96,32.7,45.4,18.85,19.24,40.61,12.91,28.9,0,11.48,24.98,0,72.8,0.93,0,28.56,0,0,0,0,23.63,0,0,92.2,79.49,11.77,5.46,126.06,63.03,96.4,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,10,36.91,232.43,0,0,2.24,9.77,73.33,0,8.31,34.23,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,0.59,15.5,0,22.53,29.78,0,0,0,0,0,0

39,09:30-09:45,4.96,32.7,45.4,18.85,16.74,40.61,12.91,28.9,0,11.48,25.22,0,72.8,0.93,0,28.56,0,0,0,0,23.63,0,0,92.2,79.49,11.77,5.46,126.06,63.03,111,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,10,36.91,232.43,0,0,2.24,9.77,73.33,0,8.31,34.23,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,0.59,15.5,0,22.53,50.45,0,0,0,0,0,0

40,09:45-10:00,4.96,32.7,45.4,18.85,18.56,40.61,12.91,28.9,0,11.48,25.25,0,72.8,0.93,0,28.56,0,0,0,0,23.63,0,0,92.2,79.49,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,10,36.91,232.43,0,0,2.24,9.77,73.33,0,8.31,34.23,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,0.59,15.5,0,22.53,50.45,0,0,0,0,0,0

41,10:00-10:15,4.96,32.7,45.4,18.85,17.79,40.61,12.91,28.9,0,11.48,27.04,0,54.6,3.76,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,10,36.91,232.43,0,0,2.24,9.77,73.33,0,8.31,34.23,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,0.59,15.5,0,22.53,29.78,0,0,0,0,0,0

42,10:15-10:30,4.96,32.7,45.4,18.85,17.31,40.61,12.91,28.9,0,11.48,27.06,0,36.4,3.76,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,10,36.91,232.43,0,0,2.24,9.77,73.33,0,8.31,34.23,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,0.59,15.5,0,22.53,29.78,0,0,0,0,0,0

43,10:30-10:45,4.96,32.7,45.4,18.85,18.07,40.61,12.91,28.9,0,11.48,21.51,0,18.2,3.76,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,10,36.91,232.43,0,0,2.24,9.77,73.33,0,8.31,34.23,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,0.59,15.5,0,22.53,36.16,0,0,0,0,0,0

44,10:45-11:00,4.96,32.7,45.4,18.85,12.28,40.61,12.91,28.9,0,11.48,21.6,0,0,3.76,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,10,36.91,232.43,0,0,2.24,9.77,73.33,0,8.31,34.23,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,0.59,15.5,0,22.53,36.16,0,0,0,0,0,0

45,11:00-11:15,4.96,32.7,45.4,18.85,15.25,40.61,12.91,28.9,0,11.48,21.63,0,0,3.76,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,11.74,36.91,232.43,0,0,2.24,9.77,60.7,0,8.31,29.84,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,0.59,15.5,0,22.53,36.16,0,0,0,0,0,0

46,11:15-11:30,4.96,32.7,45.4,18.85,12.72,40.61,12.91,28.9,0,11.48,21.65,0,0,3.76,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,11.74,36.91,232.43,0,0,2.24,9.77,60.7,0,8.31,29.84,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,0.59,15.5,0,22.53,36.16,0,0,0,0,0,0

47,11:30-11:45,8.15,32.7,45.4,18.85,12.54,40.61,13.32,30.24,0,11.48,21.69,0,0,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,11.74,36.91,240.2,0,0,2.24,9.77,81.34,0,8.31,38.51,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,2.23,16.17,0,22.53,36.16,0,0,0,0,0,0

48,11:45-12:00,8.15,32.7,45.4,18.85,15.09,40.61,13.32,30.24,0,11.48,21.71,0,0,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,11.74,36.91,240.2,0,0,2.24,9.77,81.34,0,8.31,38.51,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,2.23,16.17,0,22.53,36.16,0,0,0,0,0,0

49,12:00-12:15,8.15,32.7,45.4,18.85,24.08,40.61,13.32,30.24,0,11.48,21.75,0,0,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,11.74,36.91,240.2,0,0,2.24,9.77,81.34,0,8.31,38.51,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,2.23,16.17,0,22.53,36.16,0,0,0,0,0,0

50,12:15-12:30,8.15,32.7,45.4,18.85,23.12,40.61,13.32,30.24,0,11.48,21.77,0,0,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,11.74,36.91,240.2,0,0,2.24,9.77,81.34,0,8.31,38.51,0,0,54.43,47.46,0,0,0,0,0,0,0,0,0,0,0,2.23,16.17,0,22.53,36.16,0,0,0,0,0,0

51,12:30-12:45,8.15,32.7,45.4,18.85,23.12,40.61,13.32,30.24,0,11.48,21.77,0,0,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,11.74,36.91,240.2,0,0,2.24,9.77,81.34,0,8.31,38.51,0,0,54.43,35.93,0,0,0,0,0,0,0,0,0,0,0,2.23,16.17,0,22.53,36.16,0,0,0,0,0,0

52,12:45-13:00,8.15,32.7,45.4,18.85,22.16,40.61,13.32,30.24,0,11.48,21.77,0,0,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,11.74,36.91,240.2,0,0,2.24,9.77,81.34,0,8.31,38.51,0,0,54.43,35.93,0,0,0,0,0,0,0,0,0,0,0,2.23,16.17,0,22.53,36.16,0,0,0,0,0,0

