Block,Time Block,BRBCL,KGSU1AND2,KGSU3AND4,KHSTPP-II,KOTESHWR,KKNP,KKNPPU2,KUDGI,KISHANGANGA,KOLDAM,KHSTPP-I,MAPS,NLCTS2EXP,NNTPP,NAPP,NTPL,PARBATI3,NLCEXP,NLCIIST1,NJPC,NLCIIST2,TALST2,RIHAND1,RAMPUR,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,RAPPC,SIMHST2,TALA,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,RAPPB,RIHAND2,SASAN,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,JHAJJAR,CHAMERA2,CHAMERA3,CHAMERA1,BSIUL,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,12.51,0,0,68.61,8.52,0,0,0,0,0,31.57,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,66.98,0,100.07,119.43,0,114.09,402.31,0,14.54,15.83,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0,11.19,1.59,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

10,02:15-02:30,12.34,0,0,68.61,8.52,0,0,0,0,0,31.57,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,66.98,0,100.07,119.43,0,114.09,402.31,0,14.54,15.83,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.08,0,11.19,1.59,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

11,02:30-02:45,13.69,0,0,68.61,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,66.98,0,100.07,119.43,0,114.09,402.31,0,14.54,15.83,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,1.59,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

12,02:45-03:00,15.14,0,0,68.61,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,66.98,0,100.07,119.43,0,114.09,402.31,0,14.54,15.83,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,1.59,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

13,03:00-03:15,15.03,0,0,68.61,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,13.4,0,100.07,119.43,0,114.09,402.31,0,14.54,15.83,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,1.59,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

14,03:15-03:30,17.14,0,0,68.61,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,14.54,15.83,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,1.59,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

15,03:30-03:45,16.94,0,0,68.61,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,14.54,15.83,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,1.59,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

16,03:45-04:00,18.45,0,0,68.61,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,14.54,15.83,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,1.59,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

17,04:00-04:15,19.21,0,0,68.61,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,14.54,15.83,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,1.59,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

18,04:15-04:30,19.21,0,0,68.61,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,14.54,15.83,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,1.59,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

19,04:30-04:45,19.21,0,0,68.61,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,14.54,15.83,360.96,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,1.59,0,14.44,0,0,0,4.39,18.82,0,0,0,0,0

20,04:45-05:00,19.21,0,0,68.61,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,20.46,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,14.54,15.83,360.96,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,1.59,0,14.44,0,0,0,4.39,18.82,0,0,0,0,0

21,05:00-05:15,19.21,0,0,68.61,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,42.94,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,14.54,15.83,406.38,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,33.94,14.83,14.44,0,0,0,4.39,18.82,0,0,0,0,0

22,05:15-05:30,19.21,0,0,68.61,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,65.41,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,14.54,15.83,454.41,234.83,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,33.94,29.66,14.44,0,0,0,4.39,18.82,0,0,0,0,0

23,05:30-05:45,19.21,0,0,68.61,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,87.88,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,8.77,14.54,15.83,502.45,234.83,1.54,0,0,6.26,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,4.24,29.66,14.44,0,0,0,4.39,18.82,0,0,0,0,0

24,05:45-06:00,19.21,0,0,83.35,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,112.35,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,17.55,14.54,15.83,483.27,234.83,3.58,9.3,0,6.26,0,0,0,0,0,0,0,0,0,0,0,0,9.85,0,14.71,1.28,43.88,14.44,0,0,0,4.39,18.82,0,0,0,0,0

25,06:00-06:15,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,3.67,0,0,112.35,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,26.32,17.79,31.66,406.38,234.83,7.69,18.6,11.38,6.26,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,1.28,59.79,14.44,0,0,0,4.39,18.82,0,0,0,0,0

26,06:15-06:30,19.21,0,0,94.98,18.95,0,0,0,0,0,31.49,0,0,0,40.84,0,15.9,0,0,134.82,0,0,88.38,0,0,0,0,49.99,0,0,0,13.4,5.06,100.07,119.43,0,114.09,402.31,35.11,17.79,47.49,360.96,234.83,37.96,27.92,26.95,12.53,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,1.28,59.79,14.44,0,0,0,4.39,18.82,0,0,0,0,0

27,06:30-06:45,19.21,0,0,94.98,18.95,0,0,0,0,0,31.49,0,0,0,40.84,0,15.9,0,0,134.82,0,0,88.38,0,0,0,0,49.99,0,0,0,66.98,10.13,100.07,119.43,0,114.09,402.31,35.11,17.79,47.49,360.96,234.83,37.96,27.92,40.45,12.53,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,1.28,59.79,14.44,0,0,0,4.39,18.82,0,0,0,0,0

28,06:45-07:00,19.21,0,0,94.98,18.95,0,0,0,0,0,31.49,0,0,0,40.84,0,15.9,0,0,134.82,0,0,88.38,0,0,0,0,49.99,0,0,0,66.98,10.13,100.07,119.43,0,114.09,402.31,35.11,17.79,47.49,360.96,234.83,37.96,27.92,40.45,12.53,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,1.7,59.79,14.44,0,0,0,4.39,18.82,0,0,0,0,0

29,07:00-07:15,19.21,0,0,94.98,18.95,0,0,0,0,0,31.49,0,0,0,40.84,0,15.9,0,0,134.82,0,0,88.38,0,0,0,0,49.99,0,0,0,66.98,10.13,100.07,119.43,0,114.09,402.31,35.11,19.44,47.49,406.38,234.83,37.96,27.92,37.95,12.53,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,1.28,59.79,14.44,0,0,0,4.39,18.82,0,0,0,0,0

30,07:15-07:30,19.21,0,0,94.98,18.95,0,0,0,0,0,31.49,0,0,0,40.84,0,15.9,0,0,134.82,0,0,88.38,0,0,0,0,49.99,0,0,0,66.98,5.06,100.07,119.43,0,114.09,402.31,35.11,19.98,47.49,454.41,234.83,37.96,27.92,26.95,12.53,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,1.28,59.79,14.44,0,0,0,4.39,18.82,0,0,0,0,0

31,07:30-07:45,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,15.9,0,0,112.35,0,0,88.38,0,0,0,0,49.99,0,0,0,13.4,0,100.07,119.43,0,114.09,402.31,26.32,19.98,31.66,502.45,234.83,3.84,2.45,11.38,6.26,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,1.28,44.49,14.44,0,0,0,4.39,18.82,0,0,0,0,0

32,07:45-08:00,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,3.42,0,0,89.88,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,17.55,19.98,15.83,550.48,234.83,0,0,0,6.26,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,1.28,29.66,14.44,0,0,0,4.39,18.82,0,0,0,0,0

33,08:00-08:15,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,89.88,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,8.77,19.98,15.83,550.48,234.83,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,9.85,0,18.07,33.94,14.95,14.44,0,0,0,4.39,22.76,0,0,0,0,0

34,08:15-08:30,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,63.68,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,19.98,15.83,550.48,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,18.07,33.94,14.16,14.44,0,0,0,4.39,22.76,0,0,0,0,0

35,08:30-08:45,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,36.39,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,17.79,15.83,550.48,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,18.07,3.71,0,14.44,0,0,0,4.39,22.76,0,0,0,0,0

36,08:45-09:00,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,20.01,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,17.79,15.83,550.48,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,18.07,1.28,0,14.44,0,0,0,4.39,22.76,0,0,0,0,0

37,09:00-09:15,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,17.79,15.83,502.45,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,18.07,1.28,0,14.44,0,0,0,4.39,22.76,0,0,0,0,0

38,09:15-09:30,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,17.79,15.83,502.45,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,1.28,0,14.44,0,0,0,4.39,18.82,0,0,0,0,0

39,09:30-09:45,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,17.79,15.83,454.41,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,1.28,0,14.44,0,0,0,4.39,18.82,0,0,0,0,0

40,09:45-10:00,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,17.79,15.83,454.41,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,33.94,0,14.44,0,0,0,4.39,18.82,0,0,0,0,0

41,10:00-10:15,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,17.79,15.83,406.38,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,33.94,0,14.44,0,0,0,4.39,18.82,0,0,0,0,0

42,10:15-10:30,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,17.79,15.83,360.96,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.71,2.65,0,14.44,0,0,0,4.39,18.82,0,0,0,0,0

43,10:30-10:45,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,17.79,15.83,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85,0,11.19,1.07,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

44,10:45-11:00,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,17.79,15.83,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,1.07,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

45,11:00-11:15,19.21,0,0,82.39,8.52,0,0,0,0,0,28.29,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,17.79,15.83,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,1.07,0,11.54,0,0,0,18.09,13.94,0,0,0,0,0

46,11:15-11:30,19.21,0,0,82.39,8.52,0,0,0,0,0,28.29,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,17.79,15.83,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,1.07,0,11.54,0,0,0,18.09,13.94,0,0,0,0,0

47,11:30-11:45,19.21,0,0,82.39,8.52,0,0,0,0,0,28.29,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,14.54,15.83,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,2.12,0,11.54,0,0,0,18.09,13.94,0,0,0,0,0

48,11:45-12:00,19.21,0,0,82.39,8.52,0,0,0,0,0,28.29,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,14.54,15.83,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,33.94,0,11.54,0,0,0,18.09,13.94,0,0,0,0,0

49,12:00-12:15,19.21,0,0,82.39,8.52,0,0,0,0,0,28.29,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,10.99,13.57,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,33.94,0,11.54,0,0,0,18.09,13.94,0,0,0,0,0

50,12:15-12:30,19.21,0,0,63.72,8.52,0,0,0,0,0,25.04,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,10.99,13.57,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,2.65,0,11.54,0,0,0,18.09,13.94,0,0,0,0,0

51,12:30-12:45,19.21,0,0,63.72,8.52,0,0,0,0,0,25.04,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,10.99,13.57,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,1.07,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

52,12:45-13:00,19.21,0,0,63.72,8.52,0,0,0,0,0,25.04,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,10.99,13.57,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,1.07,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

53,13:00-13:15,19.21,0,0,63.72,8.52,0,0,0,0,0,25.04,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,12.28,0,100.07,119.43,0,114.09,402.31,0,10.99,13.57,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85,0,11.19,1.07,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

54,13:15-13:30,19.21,0,0,63.72,8.52,0,0,0,0,0,25.04,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,12.28,0,100.07,119.43,0,114.09,402.31,0,10.99,13.57,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,1.07,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

55,13:30-13:45,19.21,0,0,63.72,8.52,0,0,0,0,0,25.04,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,12.28,0,100.07,119.43,0,114.09,402.31,0,10.99,13.57,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85,0,11.19,12.73,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

56,13:45-14:00,19.21,0,0,63.72,8.52,0,0,0,0,0,25.04,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,12.28,0,100.07,119.43,0,114.09,402.31,0,10.99,13.57,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,12.73,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

57,14:00-14:15,19.21,0,0,63.72,8.52,0,0,0,0,0,25.04,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,12.28,0,100.07,119.43,0,114.09,402.31,0,10.99,13.57,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,12.73,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

58,14:15-14:30,19.21,0,0,63.72,8.52,0,0,0,0,0,25.04,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,12.28,0,100.07,119.43,0,114.09,402.31,0,10.99,13.57,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,12.73,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

59,14:30-14:45,19.21,0,0,63.72,8.52,0,0,0,0,0,25.04,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,12.28,0,100.07,119.43,0,114.09,402.31,0,10.99,13.57,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,1.59,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

60,14:45-15:00,19.21,0,0,63.72,8.52,0,0,0,0,0,25.04,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,12.28,0,100.07,119.43,0,114.09,402.31,0,10.99,13.57,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,1.59,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

61,15:00-15:15,19.21,0,0,63.72,8.52,0,0,0,0,0,25.04,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,12.28,0,100.07,119.43,0,114.09,402.31,0,10.99,13.57,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85,0,11.19,1.59,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

