Block,Time,NR/23032024/30032024/HP-57,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/23032024/30032024/HP-60,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/23032024/30032024/HP-64,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31032024/ ChanjuII,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/31102037/L_NR_2019_11,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/01102023/02012046/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,SR/01032024/31032024/SJVN010324NR1590,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,NR/01032024/31032024/SJVN010324NR1588,NR/01032024/31032024/SJVN010324NR1589,WR/01102023/01102023/L_NR_2022_09,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023
62,15:15-15:30,0.000000,2.250000,12.640000,28.040000,0.000000,58.000000,52.870000,24.490000,0.000000,261.670000,0.000000,80.260000,271.970000,7.020000,12.640000,12.960000,30.940000,1.860000,48.350000,2.310000,48.35,9.34,207.64,41.53,0,15.38,32.05,36,46.13,32.05,14.4,151,19.15,100.697004,15.37,72,96.700000,32.05,0,64,76.23,39.67,36.5,0,0,39.67,48.35

63,15:30-15:45,0.000000,2.250000,11.780000,28.040000,0.000000,58.000000,52.870000,24.490000,0.000000,261.670000,0.000000,80.260000,271.970000,7.020000,11.780000,12.070000,25.570000,1.860000,48.350000,2.310000,48.35,16,189.45,37.89,0,19,32.05,33,57,32.05,14.8,144,19.15,90.741168,19,67,96.700000,32.05,0,61,71.38,40.33,33.8,0,0,40.33,48.35

64,15:45-16:00,0.000000,2.250000,10.820000,28.040000,0.000000,58.000000,52.870000,24.490000,0.000000,261.670000,0.000000,80.260000,271.970000,7.020000,10.820000,11.100000,25.570000,1.860000,48.350000,2.310000,48.35,16.34,176.3,35.26,0,19.33,32.05,30,58,32.05,15.2,130,19.15,80.152752,19.34,61,96.700000,32.05,0,55,66.21,41,30.7,0,0,41,48.35

65,16:00-16:15,0.000000,2.250000,9.790000,29.010000,0.000000,58.000000,76.670000,25.570000,0.000000,261.670000,0.000000,100.200000,271.970000,7.020000,9.790000,10.030000,25.570000,1.950000,48.350000,2.310000,48.35,15,164.68,32.93,0,19.83,32.05,27,59.5,32.05,15.4,116,19.15,70.479144,19.84,54,96.700000,32.05,0,49,60.47,35.67,27.9,0,0,35.67,48.35

66,16:15-16:30,0.000000,2.250000,8.680000,29.010000,0.000000,58.000000,76.670000,25.570000,0.000000,261.670000,0.000000,100.200000,271.970000,7.020000,8.680000,8.900000,25.570000,1.950000,48.350000,2.310000,48.35,15.34,144.71,28.94,0,20.67,32.05,23,62,32.05,15.8,102,19.15,61.885788,20.66,47,96.700000,32.05,0,43,54.59,36.33,24.5,0,0,36.33,48.35

67,16:30-16:45,0.000000,2.490000,7.480000,29.010000,0.000000,58.000000,76.670000,25.570000,0.000000,261.670000,0.000000,100.200000,271.970000,7.020000,7.480000,7.660000,25.570000,1.950000,48.350000,2.310000,48.35,12.66,108.33,21.67,0,16.33,32.05,20,49,32.05,13.19,81,19.15,49.399632,16.34,39,96.700000,32.05,0,34,48.25,33.33,20.8,0,0,33.33,48.35

68,16:45-17:00,0.000000,2.490000,6.220000,29.010000,0.000000,58.000000,76.670000,25.570000,0.000000,261.670000,0.000000,100.200000,271.970000,7.020000,6.220000,6.380000,25.570000,1.950000,48.350000,2.310000,48.35,13.66,83.33,16.67,0,16.83,32.05,16,50.5,32.05,13.71,70,19.15,40.397532,16.84,31,96.700000,32.05,0,30,41.5,33.67,17,0,0,33.67,48.35

69,17:00-17:15,0.000000,2.490000,4.950000,29.010000,0.000000,58.000000,87.220000,25.570000,0.000000,261.670000,0.000000,100.200000,271.970000,7.110000,4.950000,5.070000,25.570000,1.950000,48.350000,2.310000,48.35,14.34,70.83,14.17,0,17.17,33,12,51.5,25.01,16,56,0,30.860172,17.16,25,96.700000,22.38,0,24,34.65,40,14,0,0,40,48.35

70,17:15-17:30,0.000000,2.490000,3.760000,29.010000,0.000000,58.000000,87.220000,25.570000,0.000000,261.670000,0.000000,100.200000,271.970000,7.110000,3.760000,3.860000,25.570000,1.950000,48.350000,2.310000,48.35,14.34,54.17,10.83,0,17.5,27,9,52.5,16.83,16.2,42,0,22.33494,17.5,17,96.700000,15.49,0,18,27.73,40.67,11,0,0,40.67,48.35

71,17:30-17:45,0.000000,2.640000,2.700000,29.010000,0.000000,58.000000,87.220000,25.570000,0.000000,261.670000,0.000000,100.200000,271.970000,7.110000,2.700000,2.770000,25.570000,1.950000,48.350000,2.310000,48.35,14.34,65.41,13.08,0,21,15,5,63,9.41,16,32,0,14.442288,21,10,96.700000,8.54,0,13,20.62,43.33,9,0,0,43.33,48.35

72,17:45-18:00,0.000000,2.640000,1.800000,29.010000,0.000000,58.000000,87.220000,25.570000,0.000000,261.670000,0.000000,100.200000,271.970000,7.110000,1.800000,1.850000,25.570000,1.950000,48.350000,2.310000,48.35,14.34,48.53,9.71,0,20.67,6,4,62,3.84,16.04,18,0,8.457108,20.66,9,96.700000,3.42,0,7,14.06,43,6,0,0,43,48.35

73,18:00-18:15,0.000000,2.640000,1.080000,29.010000,0.000000,58.000000,87.220000,25.570000,0.000000,261.670000,0.000000,100.200000,271.970000,7.200000,1.080000,1.110000,25.570000,1.950000,48.350000,2.470000,96.70,13.66,33.64,6.73,0,20.33,0,1,61,0,15.84,7,0,4.389132,20.34,3,96.700000,0,0,3,8.51,48.67,4,0,0,48.67,48.35

74,18:15-18:30,0.000000,2.640000,0.520000,29.980000,0.000000,58.000000,87.220000,25.570000,0.000000,261.670000,0.000000,100.200000,271.970000,7.200000,0.520000,0.530000,25.570000,1.950000,48.350000,2.470000,96.70,13.34,21.45,4.29,0,20,0,0,60,0,15.64,1,0,1.693368,20,0,96.700000,0,0,1,4.26,47.67,3,0,0,47.67,48.35

75,18:30-18:45,0.000000,2.730000,0.050000,29.980000,0.000000,58.000000,87.220000,25.570000,0.000000,261.670000,0.000000,100.200000,271.970000,7.200000,0.050000,0.050000,25.570000,1.950000,48.350000,2.470000,96.70,12.34,12.32,2.46,0,19.67,0,0,59,0,18.14,1,0,0.019464,19.66,0,96.700000,0,0,0,1.29,46,2,0,0,46,48.35

76,18:45-19:00,0.000000,2.730000,0.000000,29.980000,0.000000,58.000000,87.220000,20.980000,0.000000,261.670000,0.000000,100.200000,271.970000,7.200000,0.000000,0.000000,20.980000,1.950000,48.350000,2.470000,96.70,11.66,0.91,0.18,0,19.33,0,0,58,0,17.87,0,0,0,19.34,0,96.700000,0,0,0,0.64,45,1,0,0,45,48.35

77,19:00-19:15,0.000000,2.730000,0.000000,29.980000,0.000000,58.000000,87.220000,30.940000,0.000000,261.670000,0.000000,100.200000,271.970000,7.200000,0.000000,0.000000,11.010000,2.140000,48.350000,2.470000,96.70,11,0,0,0,16.67,0,0,50,0,22.08,0,0,0,16.66,0,96.700000,0,0,0,0,38.33,0,0,0,38.33,48.35

78,19:15-19:30,0.000000,2.730000,0.000000,29.980000,0.000000,58.000000,87.220000,30.940000,0.000000,261.670000,0.000000,100.200000,271.970000,7.200000,0.000000,0.000000,11.010000,2.140000,48.350000,2.470000,96.70,11.34,0,0,0,16.5,0,0,49.5,0,21.48,0,0,0,16.5,0,96.700000,0,0,0,0,37.33,0,0,0,37.33,48.35

79,19:30-19:45,0.000000,2.730000,0.000000,29.010000,0.000000,58.000000,87.220000,30.940000,0.000000,261.670000,0.000000,100.200000,271.970000,7.200000,0.000000,0.000000,24.490000,2.140000,48.350000,2.470000,96.70,10.66,0,0,0,16.33,0,0,49,0,26.12,0,0,0,16.34,0,96.700000,0,0,0,0,31.33,0,0,0,31.33,48.35

80,19:45-20:00,0.000000,2.730000,0.000000,29.010000,0.000000,58.000000,87.220000,30.940000,0.000000,261.670000,0.000000,100.200000,271.970000,7.200000,0.000000,0.000000,24.490000,2.140000,48.350000,2.470000,96.70,10,0,0,0,16,0,0,48,0,25.08,0,0,0,16,0,96.700000,0,0,0,0,31.67,0,0,0,31.67,48.35

81,20:00-20:15,0.000000,2.880000,0.000000,29.010000,0.000000,58.000000,87.220000,30.940000,0.000000,261.670000,0.000000,100.200000,271.970000,7.290000,0.000000,0.000000,11.010000,2.050000,48.350000,2.530000,96.70,9.66,0,0,0,15.67,0,0,47,0,23.29,0,0,0,15.66,0,193.400000,0,0,0,0,32.33,0,0,0,32.33,48.35

82,20:15-20:30,0.000000,2.880000,0.000000,29.010000,0.000000,58.000000,87.220000,30.940000,0.000000,261.670000,0.000000,100.200000,271.970000,7.290000,0.000000,0.000000,11.010000,2.050000,48.350000,2.530000,96.70,9,0,0,0,15.5,0,0,46.5,0,21,0,0,0,15.5,0,193.400000,0,0,0,0,34.33,0,0,0,34.33,48.35

83,20:30-20:45,0.000000,2.880000,0.000000,29.010000,0.000000,58.000000,87.220000,30.940000,0.000000,261.670000,0.000000,100.200000,252.390000,7.290000,0.000000,0.000000,14.880000,2.050000,48.350000,2.530000,96.70,9,0,0,0,15.67,0,0,47,0,12.16,0,0,0,15.66,0,193.400000,0,0,0,0,35,0,0,0,35,48.35

84,20:45-21:00,0.000000,2.880000,0.000000,29.010000,0.000000,58.000000,87.220000,30.940000,0.000000,261.670000,0.000000,100.200000,232.080000,7.290000,0.000000,0.000000,14.880000,2.050000,48.350000,2.530000,96.70,9.34,0,0,0,15.83,0,0,47.5,0,11.64,0,0,0,15.84,0,193.400000,0,0,0,0,35,0,0,0,35,48.35

85,21:00-21:15,0.000000,2.880000,0.000000,29.010000,0.000000,58.000000,87.220000,30.940000,0.000000,261.670000,0.000000,100.200000,212.740000,7.290000,0.000000,0.000000,14.880000,2.050000,48.350000,2.530000,96.70,9,0,0,0,16,0,0,48,0,11.37,0,0,0,16,0,193.400000,0,0,0,0,35.33,0,0,0,35.33,48.35

86,21:15-21:30,0.000000,2.880000,0.000000,29.010000,0.000000,58.000000,87.220000,30.940000,0.000000,261.670000,0.000000,100.200000,199.200000,7.290000,0.000000,0.000000,14.880000,2.050000,48.350000,2.530000,96.70,9,0,0,0,15.83,0,0,47.5,0,10.92,0,0,0,15.84,0,193.400000,0,0,0,0,35,0,0,0,35,48.35

87,21:30-21:45,0.000000,2.880000,0.000000,29.010000,0.000000,58.000000,87.220000,30.940000,0.000000,261.670000,0.000000,100.200000,185.660000,7.290000,0.000000,0.000000,14.880000,2.050000,48.350000,2.690000,96.70,8.66,0,0,0,15.67,0,0,47,0,14.16,0,0,0,15.66,0,193.400000,0,0,0,0,34.33,0,0,0,34.33,48.35

88,21:45-22:00,0.000000,2.880000,0.000000,29.010000,0.000000,58.000000,87.220000,30.940000,0.000000,261.670000,0.000000,100.200000,132.670000,7.290000,0.000000,0.000000,14.880000,2.050000,48.350000,2.690000,96.70,8.66,0,0,0,15.67,0,0,47,0,13.93,0,0,0,15.66,0,193.400000,0,0,0,0,34.33,0,0,0,34.33,48.35

89,22:00-22:15,173.290000,3.270000,0.000000,28.040000,74.210000,58.000000,87.220000,30.940000,0.000000,261.670000,29.590000,100.200000,132.670000,7.390000,0.000000,0.000000,14.880000,1.950000,48.350000,2.610000,96.70,8.66,0,0,0,16.17,0,0,48.5,0,13.47,0,0,0,16.16,0,193.400000,0,0,0,0,34,0,0,0,34,48.35

90,22:15-22:30,173.290000,3.270000,0.000000,28.040000,74.210000,58.000000,87.220000,30.940000,0.000000,261.670000,29.590000,100.200000,132.670000,7.390000,0.000000,0.000000,14.880000,1.950000,48.350000,2.610000,96.70,9,0,0,0,16.17,0,0,48.5,0,12.87,0,0,0,16.16,0,193.400000,0,0,0,0,33,0,0,0,33,48.35

91,22:30-22:45,173.290000,3.270000,0.000000,28.040000,74.210000,58.000000,87.220000,30.940000,0.000000,261.670000,29.590000,100.200000,132.670000,7.390000,0.000000,0.000000,0.000000,1.950000,48.350000,2.610000,96.70,9.34,0,0,0,16.17,0,0,48.5,0,12.06,0,0,0,16.16,0,193.400000,0,0,0,0,31,0,0,0,31,48.35

92,22:45-23:00,173.290000,3.270000,0.000000,28.040000,74.210000,58.000000,87.220000,30.940000,0.000000,261.670000,29.590000,100.200000,132.670000,7.390000,0.000000,0.000000,0.000000,1.950000,48.350000,2.610000,96.70,8.34,0,0,0,15.67,0,0,47,0,11.07,0,0,0,15.66,0,193.400000,0,0,0,0,29.33,0,0,0,29.33,48.35

93,23:00-23:15,173.290000,3.270000,0.000000,28.040000,74.210000,58.000000,87.220000,30.940000,0.000000,261.670000,29.590000,100.200000,132.670000,7.390000,0.000000,0.000000,0.000000,1.950000,48.350000,2.610000,96.70,8.66,0,0,0,15.67,0,0,47,0,7.41,0,0,0,15.66,0,193.400000,0,0,0,0,28.67,0,0,0,28.67,48.35

94,23:15-23:30,173.290000,3.270000,0.000000,28.040000,74.210000,58.000000,87.220000,30.940000,0.000000,261.670000,29.590000,100.200000,132.670000,7.390000,0.000000,0.000000,0.000000,1.950000,48.350000,2.610000,96.70,8.66,0,0,0,15.67,0,0,47,0,7.41,0,0,0,15.66,0,193.400000,0,0,0,0,28,0,0,0,28,48.35

95,23:30-23:45,173.290000,3.270000,0.000000,28.040000,74.210000,58.000000,87.220000,30.940000,0.000000,261.670000,29.590000,100.200000,132.670000,7.390000,0.000000,0.000000,0.000000,1.950000,48.350000,2.610000,96.70,9,0,0,0,15.67,0,0,47,0,7.41,0,0,0,15.66,0,193.400000,0,0,0,0,28.67,0,0,0,28.67,48.35

96,23:45-24:00,173.290000,3.270000,0.000000,28.040000,74.210000,58.000000,87.220000,30.940000,0.000000,261.670000,29.590000,100.200000,132.670000,7.390000,0.000000,0.000000,0.000000,1.950000,48.350000,2.610000,96.70,9,0,0,0,15.67,0,0,47,0,7.41,0,0,0,15.66,0,193.400000,0,0,0,0,29.67,0,0,0,29.67,48.35

