Column1,Time,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/17/2132,GNA/NR/2025/01/01/3514,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,GNA/NR/2025/01/17/8178,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/7459,NR/01102023/22052037/LT-59,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/17/3869,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/3733,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/01/3925,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/01/01/8625,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/3945,NR/30092023/26122029/SH-06,GNA/NR/2025/01/01/6528,NR/01102023/31052040/LT-31,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2025/01/17/6226,NR/01102023/30042040/GNA_LT_36
67,16:30-16:45,49.01,22,21.96,20.81,1,36.64,53,13,33,16.33,36,27.47,13,40.66,23.33,43.62,16.33,40.67,0,0,24.22,0,19.16,134.31,74.19,0,1.14,1.37,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,85.17,130.05,47.9,1.56,0,0,4.96,43.11,0,14.37,4.96,109.77,25,0,5.08

68,16:45-17:00,46.99,16,17.61,20.61,0,25.39,39,8,21.68,15.67,27,17.08,8,39.66,22.67,33.05,15.67,39.67,0,0,24.73,0,19.16,134.31,82.65,0,1.14,1.37,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,85.17,130.05,47.9,1.56,0,0,3.59,43.11,0,14.37,3.59,88.04,17,0,3.68

69,17:00-17:15,45,10,13.24,21.41,0,16.21,25,5,12.21,15,16,9.98,5,31.66,21.67,25.4,15,31.67,0,0,25.74,0,19.16,134.31,91.1,0,1.14,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,85.17,130.05,47.9,1.75,0,0,2.64,43.11,0,14.37,2.64,66.2,11,0,2.7

70,17:15-17:30,42.49,6,9.18,21.81,0,9.64,14,2,5.86,14.17,9,5.34,1,32,20.67,17.45,14.17,32,0,0,26.24,0,19.16,134.31,99.55,0,1.14,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,85.17,130.05,47.9,1.75,0,0,2.02,43.11,0,14.37,2.02,45.87,2,0,2.06

71,17:30-17:45,40.01,3,5.59,21.81,0,4.43,7,0,2.24,13.33,7,2.64,0,32.66,19.33,9.32,13.33,32.67,0,0,26.24,0,19.16,134.31,114.58,47.9,1.14,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,47.9,47.9,20.12,85.17,130.05,47.9,1.75,0,0,1.37,43.11,0,14.37,1.37,27.97,1,0,1.4

72,17:45-18:00,37.5,1,2.98,21.61,0,0.56,2,0,0.51,12.5,3,1.37,0,33,18.33,4.36,12.5,33,0,0,26.24,0,19.16,134.31,114.58,47.9,1.14,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,47.9,47.9,20.12,85.17,130.05,47.9,1.75,0,0,0.8,43.11,0,14.37,0.8,14.87,0,0,0.82

73,18:00-18:15,37.99,0,0.01,21.41,0,0,0,0,0,12.67,2,0,0,35.66,15.33,1.16,12.67,35.67,30,50,26.24,95.8,19.16,147.53,114.58,47.9,1.14,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,47.9,47.9,20.12,85.17,130.05,47.9,1.75,50,0,0.4,43.11,0,14.37,0.4,0.04,0,0,0.41

74,18:15-18:30,38.51,0,0,21.21,0,0,0,0,0,12.83,0,0,0,36.66,14.67,0.16,12.83,36.67,30,50,26.24,95.8,19.16,155.2,114.58,47.9,1.14,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,47.9,47.9,20.12,85.17,130.05,47.9,1.75,50,0,0.14,43.11,0,14.37,0.14,0,0,0,0.15

75,18:30-18:45,40.99,0,0,20.81,0,0,0,0,0,13.67,0,0,0,33.34,15.33,0,13.67,33.33,30,50,25.74,95.8,19.16,162.86,114.58,47.9,1.14,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,47.9,47.9,20.12,85.17,130.05,47.9,1.75,50,0,0.05,43.11,0,14.37,0.05,0,0,0,0.06

76,18:45-19:00,43.5,0,0,20.81,0,0,0,0,0,14.5,0,0,0,36.66,16,0,14.5,36.67,30,50,25.74,95.8,19.16,170.52,114.58,47.9,1.14,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,47.9,47.9,20.12,85.17,130.05,47.9,1.75,50,0,0,43.11,0,14.37,0,0,0,0,0

77,19:00-19:15,47.51,0,0,20.01,0,0,0,0,0,15.83,0,0,0,31.66,16.67,0,15.83,31.67,30,50,25.23,95.8,19.16,178.19,114.58,47.9,1.03,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,47.9,47.9,20.12,85.17,130.05,47.9,1.66,50,0,0,43.11,0,14.37,0,0,0,0,0

78,19:15-19:30,52.5,0,0,20.61,0,0,0,0,0,17.5,0,0,0,33.34,18.33,0,17.5,33.33,30,50,25.23,95.8,19.16,185.85,114.58,47.9,1.03,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,47.9,47.9,20.12,85.17,130.05,47.9,1.66,50,0,0,43.11,0,14.37,0,0,0,0,0

79,19:30-19:45,58.01,0,0,18.01,0,0,0,0,0,19.33,0,0,0,38.34,19.67,0,19.33,38.33,30,50,25.23,95.8,19.16,193.52,114.58,0,1.03,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,85.17,130.05,47.9,1.66,50,0,0,43.11,0,14.37,0,0,0,0,0

80,19:45-20:00,64.01,0,0,19.41,0,0,0,0,0,21.33,0,0,0,44.34,20.67,0,21.33,44.33,30,50,25.23,95.8,19.16,201.18,114.58,0,1.03,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,85.17,130.05,47.9,1.66,50,0,0,43.11,0,14.37,0,0,0,0,0

81,20:00-20:15,46.99,0,0,16.01,0,0,0,0,0,15.67,0,0,0,30,15.67,0,15.67,30,30,50,25.23,0,19.16,208.84,114.58,0,1.03,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,85.17,130.05,47.9,1.66,50,0,0,43.11,0,14.37,0,0,0,0,0

82,20:15-20:30,48.49,0,0,16.61,0,0,0,0,0,16.17,0,0,0,31.66,16.33,0,16.17,31.67,30,50,25.23,0,19.16,208.84,114.58,0,1.03,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,85.17,130.05,47.9,1.66,50,0,0,43.11,0,14.37,0,0,0,0,0

83,20:30-20:45,49.99,0,0,16.81,0,0,0,0,0,16.67,0,0,0,50,18.67,0,16.67,50,30,50,25.23,0,19.16,208.84,114.58,0,1.03,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,85.17,130.05,47.9,1.66,50,0,0,43.11,0,14.37,0,0,0,0,0

84,20:45-21:00,51.49,0,0,17.21,0,0,0,0,0,17.17,0,0,0,53.34,18,0,17.17,53.33,30,50,25.23,0,19.16,208.84,114.58,0,1.03,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,85.17,130.05,47.9,1.66,50,0,0,43.11,0,14.37,0,0,0,0,0

85,21:00-21:15,51.49,0,0,17.61,0,0,0,0,0,17.17,0,0,0,60,18.67,0,17.17,60,30,50,25.23,0,19.16,208.84,106.12,0,0.99,1.37,86.41,47.9,28.74,26.82,34.49,0,34.49,0,47.9,20.12,85.17,130.05,47.9,1.61,50,0,0,43.11,0,14.37,0,0,0,0,0

86,21:15-21:30,50.51,0,0,18.01,0,0,0,0,0,16.83,0,0,0,63.34,18.67,0,16.83,63.33,30,50,25.23,0,19.16,208.84,97.67,0,0.99,1.37,86.41,47.9,28.74,26.82,34.49,0,34.49,0,47.9,20.12,85.17,130.05,47.9,1.61,50,0,0,43.11,0,14.37,0,0,0,0,0

87,21:30-21:45,49.01,0,0,18.21,0,0,0,0,0,16.33,0,0,0,61.66,15,0,16.33,61.67,30,50,25.23,0,19.16,208.84,89.22,0,0.99,1.37,86.41,47.9,28.74,26.82,34.49,0,34.49,0,47.9,20.12,85.17,130.05,47.9,1.61,50,0,0,43.11,0,14.37,0,0,0,0,0

88,21:45-22:00,48,0,0,18.01,0,0,0,0,0,16,0,0,0,63.34,16,0,16,63.33,30,50,25.23,0,19.16,208.84,69.87,0,0.99,1.37,86.41,47.9,28.74,26.82,34.49,0,34.49,0,47.9,20.12,85.17,130.05,47.9,1.61,50,0,0,34.49,0,14.37,0,0,0,0,0

89,22:00-22:15,49.01,0,0,17.81,0,0,0,0,0,16.33,0,0,0,67.66,13.33,0,16.33,67.67,30,50,25.23,0,19.16,208.84,69.87,0,0.99,1.47,59.23,47.9,28.74,26.82,33.53,0,33.53,0,47.9,20.12,85.17,111.88,47.9,1.48,0,0,0,33.53,0,8.62,0,0,0,0,0

90,22:15-22:30,49.5,0,0,17.41,0,0,0,0,0,16.5,0,0,0,70.34,13.33,0,16.5,70.33,30,50,25.23,0,19.16,208.84,69.87,0,0.99,1.47,59.23,47.9,28.74,26.82,33.53,0,33.53,0,47.9,20.12,85.17,111.88,47.9,1.48,0,0,0,33.53,0,8.62,0,0,0,0,0

91,22:30-22:45,50.51,0,0,17.01,0,0,0,0,0,16.83,0,0,0,70.34,13.33,0,16.83,70.33,30,50,25.23,0,19.16,208.84,69.87,0,0.99,1.47,59.23,47.9,28.74,26.82,33.53,0,33.53,0,47.9,20.12,85.17,111.88,47.9,1.48,0,0,0,33.53,0,8.62,0,0,0,0,0

92,22:45-23:00,51,0,0,16.81,0,0,0,0,0,17,0,0,0,70.34,13.33,0,17,70.33,30,50,25.23,0,19.16,208.84,69.87,0,0.99,1.47,59.23,47.9,28.74,26.82,33.53,0,33.53,0,47.9,20.12,85.17,111.88,47.9,1.48,0,0,0,33.53,0,8.62,0,0,0,0,0

93,23:00-23:15,51.49,0,0,21.01,0,0,0,0,0,17.17,0,0,0,70.34,13.33,0,17.17,70.33,30,50,25.23,0,19.16,208.84,69.87,0,0.99,1.47,59.23,47.9,28.74,26.82,26.82,0,26.82,0,47.9,20.12,85.17,111.88,47.9,1.48,0,0,0,26.82,0,8.62,0,0,0,0,0

94,23:15-23:30,51.49,0,0,20.6,0,0,0,0,0,17.17,0,0,0,70.34,13.33,0,17.17,70.33,30,50,25.23,0,19.16,208.84,69.87,0,0.99,1.47,59.23,47.9,28.74,26.82,26.82,0,26.82,0,47.9,20.12,85.17,111.88,47.9,1.48,0,0,0,26.82,0,8.62,0,0,0,0,0

95,23:30-23:45,51.49,0,0,20.2,0,0,0,0,0,17.17,0,0,0,56.66,13.33,0,17.17,56.67,30,50,25.23,0,19.16,208.84,69.87,0,0.99,1.47,59.23,47.9,28.74,26.82,26.82,0,26.82,0,47.9,20.12,85.17,111.88,47.9,1.48,0,0,0,26.82,0,8.62,0,0,0,0,0

96,23:45-24:00,52.01,0,0,19.6,0,0,0,0,0,17.33,0,0,0,58.34,13.33,0,17.33,58.33,30,50,25.23,0,19.16,208.84,69.87,0,0.99,1.47,59.23,47.9,28.74,26.82,26.82,0,26.82,0,47.9,20.12,85.17,111.88,47.9,1.48,0,0,0,26.82,0,8.62,0,0,0,0,0

