Block,Time,CHAMERA2,KGSU3AND4,KHSTPP-I,KHSTPP-II,MAPS,PARBATI3,SASAN,SINGRAULI,TALST2,TEHRI,URI,ANTA_LF,ANTA_RF,DADRI_LF,KKNP,KUDGI,NLCEXP,NTPL,RIHAND2,UNCHAHAR2,URI2,CHAMERA3,JHAJJAR,TANDA2,UNCHAHAR1,UNCHAHAR3,UNCHAHAR4,VALLURNTECL,AURY_GF,DADRI_GF,DADRT2,DHAULIGNGA,FSTPP I & II,KKNPPU2,KOTESHWR,RIHAND1,RIHAND3,SALAL,SEWA2,TelanganaSTPP,AURY_LF,DADRI_RF,KISHANGANGA,NJPC,SIMHST1,AURY_RF,BRBCL,CHAMERA1,DULHASTI,NNTPP,RAMPUR,RAPPB,RSTPSU1TO6,DADRI_CRF,NAPP,NLCIIST2,NLCTS2EXP,RAPPC,TALA,ANTA_GF,BSIUL,KGSU1AND2,KOLDAM,NLCIIST1,RSTPSU7,SIMHST2,SINGRAULI_HYDRO,TANAKPUR,ANTA_CRF,AURY_CRF
45,11:00-11:15,44.22,0,33.69,98.87,0,17.56,399.38,133.98,0,0,34.23,0,46.72,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.81,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.35,0,13.04,0,1.21,0,0,0,0,8.33,0,0

46,11:15-11:30,44.22,0,33.69,98.87,0,17.56,399.38,133.98,0,0,34.23,0,46.72,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,30.23,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.81,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.35,0,13.04,0,1.21,0,0,0,0,8.33,0,0

47,11:30-11:45,32.82,0,33.69,98.87,0,17.56,399.38,116.85,0,0,34.23,0,46.72,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,20.11,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.81,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.06,0,13.04,0,1.21,0,0,0,0,8.33,0,0

48,11:45-12:00,32.82,0,33.69,98.87,0,17.56,399.38,116.85,0,0,34.23,0,46.72,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,10.05,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.81,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.06,0,13.04,0,1.21,0,0,0,0,8.33,0,0

49,12:00-12:15,32.82,0,33.69,98.87,0,15.46,399.38,116.85,0,0,37.53,0,46.37,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.06,0,13.04,0,1.21,0,0,0,0,8.33,0,0

50,12:15-12:30,32.82,0,33.69,98.87,0,15.46,399.38,116.85,0,0,37.53,0,46.37,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.06,0,13.04,0,1.21,0,0,0,0,8.33,0,0

51,12:30-12:45,32.82,0,33.69,98.87,0,15.46,399.38,116.85,0,0,38.64,0,46.37,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.06,0,13.04,0,1.21,0,0,0,0,8.33,0,0

52,12:45-13:00,32.82,0,33.69,98.87,0,15.46,399.38,116.85,0,0,38.64,0,46.37,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.06,0,13.04,0,1.21,0,0,0,0,8.33,0,0

53,13:00-13:15,32.82,0,33.69,98.87,0,15.46,399.38,116.85,0,0,39.75,0,46.37,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.06,0,6.52,0,1.21,0,0,0,0,8.33,0,0

54,13:15-13:30,32.82,0,33.69,98.87,0,15.46,399.38,116.85,0,0,39.75,0,46.37,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.06,0,6.52,0,1.21,0,0,0,0,8.33,0,0

55,13:30-13:45,32.82,0,33.69,98.87,0,15.46,399.38,116.85,0,0,29.81,0,46.37,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,3.91,0,6.52,0,1.21,0,0,0,0,8.33,0,0

56,13:45-14:00,32.82,0,33.69,98.87,0,15.46,399.38,116.85,0,0,29.81,0,46.37,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.14,0,6.52,0,1.21,0,0,0,0,8.33,0,0

