Block,Time,BSIUL,KGSU3AND4,NLCEXP,RAPPC,SALAL,TALA,URI2,KKNPPU2,KOTESHWR,NLCIIST2,TEHRI,ANTA_GF,ANTA_LF,ANTA_RF,DADRI_GF,DADRI_LF,JHAJJAR,KKNP,NLCIIST1,NTPL,PARBATI3,RIHAND1,RIHAND2,RIHAND3,RSTPSU1TO6,SINGRAULI,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR2,VALLURNTECL,ANTA_CRF,BRBCL,KHSTPP-I,KHSTPP-II,KOLDAM,NAPP,NNTPP,SEWA2,SIMHST1,AURY_GF,AURY_RF,DADRI_RF,CHAMERA3,KUDGI,RAPPB,RSTPSU7,SIMHST2,UNCHAHAR3,AURY_CRF,CHAMERA1,CHAMERA2,NJPC,RAMPUR,SASAN,TALST2,UNCHAHAR1,AURY_LF,KGSU1AND2,KISHANGANGA,MAPS,NLCTS2EXP,TANDA2,URI,DADRT2,DHAULIGNGA,DULHASTI,FSTPP I & II,TANAKPUR,UNCHAHAR4,DADRI_CRF
25,06:00-06:15,19.56,0,0,51.9,2.33,0,4.57,0,19.72,0,31.13,0,0,41.68,0,21.92,654.31,0,0,0,6.36,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,29.06,0,0,0,0,26.39,0,14.05,39.51,140.34,0,225,0,20.56,0,0,0,0,0,0,3.31,341.57,37.65,49.93,20.8,7.68,0,0

26,06:15-06:30,19.56,0,0,51.9,2.33,0,4.57,0,19.72,0,31.13,0,0,41.68,0,21.92,654.31,0,0,0,33.1,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,29.06,0,0,0,0,26.39,0,14.05,39.51,140.34,0,225,0,20.56,0,0,0,0,0,0,39.19,341.57,37.65,49.93,20.8,7.68,0,0

27,06:30-06:45,19.56,0,0,51.9,2.33,0,4.57,0,19.72,0,31.13,0,0,41.68,0,21.92,654.31,0,0,0,33.1,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,29.06,0,0,0,0,26.39,0,14.05,39.51,140.34,0,208.12,0,20.56,0,0,0,0,0,0,39.19,341.57,37.65,49.93,20.8,11.91,0,0

28,06:45-07:00,19.56,0,0,51.9,12.78,0,4.57,0,19.72,0,30.68,0,0,41.68,0,21.92,654.31,0,0,0,33.1,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,29.06,0,0,0,0,26.39,0,14.05,39.51,140.34,0,202.5,0,20.56,0,0,0,0,0,0,3.31,341.57,37.65,49.93,20.8,11.91,0,0

29,07:00-07:15,6.52,0,0,51.9,25.57,0,4.57,0,8.87,0,14.93,0,0,41.68,0,21.92,654.31,0,0,0,33.1,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,19.36,0,0,0,0,26.39,0,11.85,12,116.95,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,27.48,49.43,20.8,7.68,0,0

30,07:15-07:30,6.52,0,0,51.9,79.38,0,4.57,0,8.87,0,0,0,0,41.68,0,21.92,654.31,0,0,0,33.1,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,9.68,0,0,0,0,26.39,0,0,12,116.95,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,18.23,49.43,20.8,7.68,0,0

31,07:30-07:45,6.52,0,0,51.9,79.38,0,4.57,0,8.87,0,0,0,0,41.68,0,21.92,654.31,0,0,0,33.1,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,9.68,0,0,0,0,26.39,0,0,12,93.56,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,9.11,49.43,20.8,7.68,0,0

32,07:45-08:00,6.52,0,0,51.9,79.38,0,4.57,0,8.87,0,0,0,0,41.68,0,21.92,654.31,0,0,0,5.09,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,9.68,0,0,0,0,26.39,0,0,12,70.17,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,1.32,49.43,20.8,7.68,0,0

33,08:00-08:15,1.1,0,0,51.9,79.38,0,4.57,0,8.87,0,0,0,0,41.68,0,21.92,654.31,0,0,0,2.55,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,9.68,0,0,0,0,26.39,0,0,2.4,46.68,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,0,32.96,20.8,7.68,0,0

34,08:15-08:30,0,0,0,51.9,26.73,0,4.57,0,8.87,0,0,0,0,41.68,0,21.92,654.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,9.68,0,0,0,0,26.39,0,0,2.4,39.78,0,202.5,0,20.56,0,0,0,0,0,0,2.76,341.57,0,32.96,20.8,7.68,0,0

35,08:30-08:45,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.68,0,21.92,654.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,9.68,0,0,0,0,26.39,0,0,2.4,39.78,0,202.5,0,20.56,0,0,0,0,0,0,39.19,341.57,0,32.96,20.8,7.68,0,0

36,08:45-09:00,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.68,0,21.92,654.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,9.68,0,0,0,0,26.39,0,0,2.4,39.78,0,202.5,0,20.56,0,0,0,0,0,0,39.19,341.57,0,32.96,20.8,7.68,0,0

37,09:00-09:15,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.68,0,21.92,654.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,9.68,0,0,0,0,26.39,0,0,2.4,39.78,0,202.5,0,20.56,0,0,0,0,0,0,2.76,341.57,0,32.96,20.8,7.68,0,0

38,09:15-09:30,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.68,0,21.92,654.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,0,0,0,0,0,26.39,0,0,2.4,39.78,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,0,32.96,20.8,7.68,0,0

39,09:30-09:45,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.68,0,21.92,654.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,0,0,0,0,0,26.39,0,0,2.4,23.39,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,0,32.96,20.8,7.68,0,0

40,09:45-10:00,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.68,0,21.92,654.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,0,0,0,0,0,26.39,0,0,2.4,23.39,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,0,32.96,20.8,7.68,0,0

41,10:00-10:15,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.48,0,21.92,654.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,0,0,0,0,0,26.39,0,0,2.4,23.39,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,0,32.96,20.8,7.68,0,0

42,10:15-10:30,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.48,0,21.92,654.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,0,0,0,0,0,26.39,0,0,2.4,23.39,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,0,32.96,20.8,7.68,0,0

43,10:30-10:45,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.48,0,21.92,534.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,0,0,0,0,0,26.39,0,0,2.4,23.39,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,0,32.96,20.8,11.91,0,0

44,10:45-11:00,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.48,0,21.92,534.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,0,0,0,0,0,26.39,0,0,2.4,23.39,0,202.5,0,20.56,0,0,0,0,0,0,4.97,341.57,0,32.96,20.8,11.91,0,0

45,11:00-11:15,0,0,0,51.9,12.78,0,26.9,0,8.87,0,0,0,0,41.48,0,21.92,534.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,0,0,0,0,0,26.39,0,0,2.4,23.39,0,202.5,0,20.56,0,0,0,0,0,0,39.19,341.57,0,16.48,20.8,7.68,0,0

46,11:15-11:30,0,0,0,51.9,12.78,0,26.9,0,8.87,0,0,0,0,41.48,0,21.92,534.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,0,0,0,0,0,26.39,0,0,2.4,23.39,0,202.5,0,20.56,0,0,0,0,0,0,39.19,341.57,0,16.48,20.8,7.68,0,0

47,11:30-11:45,0,0,0,51.9,12.78,0,26.9,0,8.87,0,0,0,0,41.48,0,21.92,534.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,0,0,0,0,0,26.39,0,0,2.4,23.39,0,202.5,0,20.56,0,0,0,0,0,0,3.31,341.57,0,16.48,20.8,7.68,0,0

48,11:45-12:00,0,0,0,51.9,12.78,0,26.9,0,8.87,0,0,0,0,41.48,0,21.92,534.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,66.85,0,0,0,0,0,26.39,0,0,2.4,23.39,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,0,16.48,20.8,7.68,0,0

49,12:00-12:15,0,0,0,51.9,12.78,0,26.9,0,8.87,0,0,0,0,41.16,0,21.92,534.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,65.76,0,0,0,0,0,26.39,0,0,2.4,23.39,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,0,16.48,20.8,11.91,0,0

50,12:15-12:30,0,0,0,51.9,12.78,0,26.9,0,8.87,0,0,0,0,41.16,0,21.92,534.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,69.5,65.76,0,0,0,0,0,26.39,0,0,2.4,23.39,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,0,16.48,20.8,11.91,0,0

51,12:30-12:45,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.16,0,21.92,534.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,0,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,0,32.96,20.8,7.68,0,0

52,12:45-13:00,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.16,0,21.92,534.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,0,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,0,32.96,20.8,7.68,0,0

53,13:00-13:15,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.16,0,21.92,554.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,0,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,0,32.96,20.8,7.68,0,0

54,13:15-13:30,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.16,0,21.92,554.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,0,0,202.5,0,20.56,0,0,0,0,0,0,2.21,341.57,0,32.96,20.8,7.68,0,0

55,13:30-13:45,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.16,0,21.92,554.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,0,0,225,0,20.56,0,0,0,0,0,0,2.21,341.57,0,32.96,20.8,7.68,0,0

56,13:45-14:00,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.16,0,21.92,554.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,23.39,0,230.62,0,20.56,0,0,0,0,0,0,2.21,341.57,9.11,32.96,20.8,7.68,0,0

57,14:00-14:15,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.16,0,21.92,554.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,23.39,0,241.88,0,20.56,0,0,0,0,0,0,2.21,341.57,9.11,32.96,20.8,7.68,0,0

58,14:15-14:30,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.16,0,21.92,554.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,23.39,0,247.5,0,20.56,0,0,0,0,0,0,2.21,341.57,9.11,32.96,20.8,7.68,0,0

59,14:30-14:45,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.16,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,23.39,0,258.75,0,20.56,0,0,0,0,0,0,2.21,341.57,9.11,32.96,20.8,7.68,0,0

60,14:45-15:00,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.16,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,23.39,0,264.38,0,20.56,0,0,0,0,0,0,2.21,341.57,9.11,32.96,20.8,7.68,0,0

61,15:00-15:15,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.16,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,23.39,0,275.62,0,20.56,0,0,0,0,0,0,2.21,341.57,9.11,32.96,20.8,7.68,0,0

62,15:15-15:30,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.16,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,23.39,0,281.25,0,20.56,0,0,0,0,0,0,2.21,341.57,9.11,32.96,20.8,7.68,0,0

63,15:30-15:45,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.16,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,23.39,0,292.5,0,20.56,0,0,0,0,0,0,2.21,341.57,9.11,32.96,20.8,7.05,0,0

