Block,Time Block,KGSU1AND2,KGSU3AND4,KHSTPP-I,NTPL,PARBATI3,RAMPUR,DADRI_GF,DADRI_RF,DADRI_LF,KUDGI,KKNP,KISHANGANGA,KKNPPU2,ANTA_LF,DADRI_CRF,VALLURNTECL,AURY_GF,UNCHAHAR4,ANTA_GF,URI2,AURY_CRF,UNCHAHAR3,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,URI,TEHRI,UNCHAHAR1,SASAN,UNCHAHAR2,TANDA2,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALST2,SEWA2,SINGRAULI,TANAKPUR,TelanganaSTPP,TALA,JHAJJAR,DHAULIGNGA,DADRT2,DULHASTI,NLCTS2EXP,NNTPP,RSTPSU7,RSTPSU1TO6,SALAL,RIHAND1,RIHAND2,RIHAND3,KHSTPP-II,FSTPP I & II,BRBCL,CHAMERA1,CHAMERA3,BSIUL,CHAMERA2,NLCEXP,NJPC,NLCIIST1,NLCIIST2,RAPPC,RAPPB,KOTESHWR,KOLDAM,MAPS,NAPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,0,0,32.61,0,20.4,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,10.95,111.67,39.1,585.34,52.06,0,0,0,0,80.98,41.82,117.8,123.5,95.7,15.6,19.36,12.23,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

58,14:15-14:30,0,0,32.61,0,20.4,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,10.95,111.67,39.1,585.34,52.06,0,0,0,0,80.98,41.82,117.8,123.5,95.7,15.6,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

59,14:30-14:45,0,0,32.61,0,20.4,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,2.48,0,10.95,111.41,39.1,585.34,52.06,0,0,0,0,80.98,41.82,117.8,123.5,95.7,15.6,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

60,14:45-15:00,0,0,32.61,0,20.4,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,2.48,0,10.95,111.41,39.1,585.34,52.06,0,0,0,0,80.98,41.82,117.8,123.5,95.7,15.6,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

61,15:00-15:15,0,0,27.36,0,20.4,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,22.93,0,0,0,0,42.74,74.43,17.75,405.33,36.42,0,0,0,0,0,5.6,135.71,4.34,0,10.95,111.41,39.1,515.16,52.06,0,0,0,0,80.98,41.82,117.8,123.5,85.91,17.63,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

62,15:15-15:30,0,0,29.16,0,20.4,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,22.93,0,0,0,0,42.74,74.43,17.75,405.33,36.42,0,0,0,0,0,11.21,135.71,11.4,0,10.95,111.41,39.1,453.95,52.06,0,0,0,0,80.98,41.82,117.8,123.5,85.91,17.63,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

63,15:30-15:45,0,0,24.67,0,20.4,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,42.74,74.43,11.85,405.33,23.27,0,0,0,0,0,16.81,135.71,11.4,0,8.62,111.41,39.1,399.74,52.06,0,0,0,0,80.98,41.82,117.8,123.5,72.7,15.61,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

64,15:45-16:00,0,0,24.67,0,20.4,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,42.74,74.43,11.85,405.33,23.27,0,0,0,0,0,16.81,135.71,11.4,0,8.62,111.41,39.1,365.23,52.06,0,0,0,0,77.04,41.82,117.8,123.5,72.7,15.61,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

65,16:00-16:15,0,0,24.67,0,20.4,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,42.74,74.43,11.85,405.33,23.27,0,0,0,0,0,16.81,135.71,11.4,0,8.62,111.41,39.1,365.23,52.06,0,0,0,0,77.04,41.82,117.8,123.5,72.7,15.61,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

66,16:15-16:30,0,0,24.67,0,20.4,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,42.74,74.43,11.85,405.33,23.27,0,0,0,0,0,16.81,135.71,11.4,0,8.62,111.41,39.1,365.23,52.06,0,0,0,0,77.04,41.82,117.8,123.5,72.7,15.61,19.36,40.8,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

67,16:30-16:45,0,0,24.67,0,20.4,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,42.74,74.43,11.85,405.33,23.27,0,0,0,0,0,16.81,135.71,11.4,0,8.62,111.41,39.1,365.23,52.06,0,0,0,0,77.04,41.82,117.8,123.5,72.7,15.61,19.36,40.8,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

68,16:45-17:00,0,0,24.67,0,20.4,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,42.74,74.43,11.85,405.33,23.27,0,0,0,0,0,16.81,135.71,11.4,0,8.62,111.41,39.1,365.23,52.06,0,0,0,0,77.04,41.82,117.8,123.5,72.7,15.61,19.36,40.8,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

69,17:00-17:15,0,0,24.67,0,17,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,42.74,74.43,11.85,405.33,23.27,0,0,0,0,0,16.81,135.71,11.4,0,8.52,111.41,39.1,365.23,52.06,0,0,0,0,77.04,41.82,117.8,123.5,72.7,15.61,19.36,40.8,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

70,17:15-17:30,0,0,24.67,0,17,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,42.74,74.43,11.85,405.33,23.27,0,0,0,0,0,16.81,135.71,11.4,0,7.97,111.41,39.1,365.23,52.06,0,0,0,0,77.04,41.82,117.8,123.5,72.7,15.61,19.36,40.8,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

71,17:30-17:45,0,0,24.52,0,17,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,42.74,74.43,11.85,405.33,23.27,0,0,0,0,0,16.81,135.71,11.4,0,8.33,111.41,39.1,365.23,52.06,0,0,0,0,77.04,41.82,117.8,123.5,72.23,15.61,19.36,40.8,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

72,17:45-18:00,0,0,29.01,0,17,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,17.65,0,0,0,0,42.74,74.43,12.79,405.33,28.57,0,0,0,0,0,16.81,135.71,11.4,0,8.29,184,39.1,365.23,52.06,0,0,0,0,77.04,41.82,117.8,123.5,85.43,17.63,19.36,40.8,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

73,18:00-18:15,0,0,32.61,0,17,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,17.56,0,0,0,0,42.74,74.43,12.67,405.33,28.19,0,0,0,0,0,16.81,135.71,11.4,0,8.14,251.75,39.1,365.23,52.06,0,0,0,0,77.04,41.82,117.8,123.5,95.7,17.63,19.36,40.8,31.05,3.19,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

74,18:15-18:30,0,0,32.61,0,52.37,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,17.56,0,0,0,0,42.74,74.43,12.67,405.33,28.19,0,0,0,0,0,16.81,135.71,11.4,0,7.54,340.8,39.1,355.36,52.06,0,0,0,0,77.04,41.82,117.8,123.5,95.7,17.63,19.36,40.8,31.05,3.19,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

75,18:30-18:45,0,0,32.61,0,52.37,3.5,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,17.56,0,0,0,0,42.74,74.43,12.67,405.33,28.19,0,0,0,0,0,16.81,135.71,12.03,0,7.51,380.41,40.09,376.16,53.31,0,0,0,0,77.04,43.74,117.8,123.5,95.7,17.63,19.36,40.8,32.66,19.56,44.18,0,163.25,0,0,58.3,0,41.56,5.18,0,43.19,0,0,0,0,0

76,18:45-19:00,0,0,32.61,0,52.37,3.5,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,17.57,0,0,0,0,42.74,74.43,12.67,405.33,28.19,0,0,0,0,0,16.81,135.71,12.03,0,7.31,380.41,40.09,376.29,53.31,0,0,0,0,77.04,43.82,117.8,123.5,95.7,17.63,19.36,40.8,32.66,19.56,44.18,0,163.25,0,0,58.3,0,41.56,5.18,0,43.19,0,0,0,0,0

77,19:00-19:15,0,0,32.61,0,52.37,3.5,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,24.95,0,0,0,0,42.74,74.43,19.53,405.33,39.8,0,0,0,0,0,16.81,135.71,10.79,0,7.71,356.45,40.09,388.91,53.31,0,0,0,0,77.04,43.82,117.8,123.5,95.7,17.63,19.36,40.8,32.66,19.56,44.18,0,163.25,0,0,58.3,0,41.56,5.18,0,43.19,0,0,0,0,0

78,19:15-19:30,0,0,32.61,0,52.37,3.5,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,24.95,0,0,0,0,42.74,74.43,19.53,405.33,39.8,0,0,0,0,0,16.81,135.71,10.79,0,7.45,356.45,40.09,367.4,53.31,0,0,0,0,77.04,43.82,117.8,123.5,95.7,17.63,19.36,40.8,32.66,19.56,44.18,0,163.25,0,0,58.3,0,41.56,5.18,0,43.19,0,0,0,0,0

79,19:30-19:45,0,0,32.61,0,52.37,3.5,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,24.95,0,0,0,0,42.74,74.43,19.53,405.33,39.8,0,0,0,0,0,16.81,135.71,10.79,0,7.54,384.39,40.09,442.21,53.31,0,0,0,0,77.04,41.82,117.8,123.5,95.7,17.63,19.36,40.8,32.66,19.56,44.18,0,163.25,0,0,58.3,0,41.56,5.18,0,43.19,0,0,0,0,0

80,19:45-20:00,0,0,32.61,0,29.93,3.5,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,24.95,0,0,0,0,42.74,74.43,19.53,405.33,39.8,0,0,0,0,0,16.81,135.71,10.79,0,7.69,384.39,40.09,488.49,53.31,0,0,0,0,77.04,41.82,117.8,123.5,95.7,17.63,19.36,40.8,32.66,19.56,44.18,0,163.25,0,0,58.3,0,41.56,5.18,0,43.19,0,0,0,0,0

81,20:00-20:15,0,0,32.61,0,29.93,3.5,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,24.95,0,0,0,0,42.74,74.43,19.53,405.33,39.8,0,0,0,0,0,16.81,135.71,10.79,0,7.83,384.39,40.09,488.49,53.31,0,0,0,0,77.04,41.82,117.8,123.5,95.7,17.63,19.36,40.8,32.66,19.56,44.18,0,163.25,0,0,58.3,0,41.56,5.18,0,43.19,0,0,0,0,0

82,20:15-20:30,0,0,32.61,0,29.93,3.5,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,24.95,0,0,0,0,42.74,74.43,19.53,405.33,39.8,0,0,0,0,0,16.81,135.71,10.79,0,7.97,384.39,40.09,488.49,53.31,0,0,0,0,77.04,41.82,117.8,123.5,95.7,17.63,19.36,40.8,32.66,19.56,44.18,0,163.25,0,0,58.3,0,41.56,5.18,0,43.19,0,0,0,0,0

83,20:30-20:45,0,0,32.61,0,29.93,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,24.95,0,0,0,0,42.74,74.43,19.53,405.33,39.8,0,0,0,0,0,16.81,135.71,10.16,0,8.1,384.39,39.1,488.49,52.06,0,0,0,0,77.04,41.82,117.8,123.5,95.7,17.63,19.36,40.8,31.05,7.45,42.8,0,161.74,0,0,58.3,0,37.61,5.18,0,43.19,0,0,0,0,0

84,20:45-21:00,0,0,32.61,0,29.93,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,24.95,0,0,0,0,42.74,74.43,19.53,405.33,39.8,0,0,0,0,0,16.81,135.71,9.43,0,8.26,384.39,39.1,488.49,52.06,0,0,0,0,77.04,41.82,117.8,123.5,95.7,17.63,19.36,40.8,31.05,7.45,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

85,21:00-21:15,0,0,32.61,0,29.93,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,25.57,0,0,0,0,42.74,74.43,19.91,405.33,40.44,0.12,0,0,0,0,16.81,135.71,9.43,0,8.4,393.36,39.1,491.33,52.06,0,0,0,0,77.04,41.82,117.8,123.5,95.7,17.63,19.36,40.8,31.05,7.45,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

86,21:15-21:30,0,0,32.61,0,29.93,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,25.57,0,0,0,0,42.74,74.43,19.91,405.33,40.44,0.12,0,0,0,0,16.81,135.71,9.43,0,8.4,393.36,39.1,491.33,52.06,0,0,0,0,77.04,41.82,117.8,123.5,95.7,17.63,19.36,40.8,31.05,7.45,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

87,21:30-21:45,0,0,32.61,0,29.93,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,23.23,0,0,0,0,42.74,74.43,17.86,405.33,36.73,0.12,0,0,0,0,16.81,135.71,9.43,0,8.82,365.42,39.1,486.1,52.06,0,0,0,0,77.04,41.82,117.8,123.5,95.7,17.63,19.36,40.8,31.05,7.45,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

88,21:45-22:00,0,0,32.61,0,29.93,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,23.1,0,0,0,0,42.74,74.43,17.86,405.33,36.14,0.12,0,0,0,0,16.81,135.71,9.43,0,9.2,365.42,39.1,515.14,52.06,0,0,0,0,77.04,41.82,117.8,123.5,95.7,17.63,19.36,40.8,31.05,7.45,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

89,22:00-22:15,0,0,32.61,0,29.93,3.5,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,23.1,0,0,0,0,42.74,74.43,17.86,405.33,36.14,0.12,0,0,0,0,16.81,135.71,9.43,0,2.56,365.42,40.09,475.72,53.31,0,0,0,0,77.04,41.82,117.8,123.5,95.7,16.05,19.36,40.8,32.66,19.56,44.18,0,163.25,0,0,58.3,0,41.56,5.18,0,43.19,0,0,0,0,0

90,22:15-22:30,0,0,32.61,0,29.93,3.5,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,23.1,0,0,0,0,42.74,74.43,17.86,405.33,36.14,0.12,0,0,0,0,16.81,135.71,10.04,0,2.56,365.42,40.09,449.32,53.31,0,0,0,0,77.04,41.82,117.8,123.5,95.7,16.05,19.36,40.8,32.66,19.56,44.18,0,163.25,0,0,58.3,0,41.56,5.18,0,43.19,0,0,0,0,0

91,22:30-22:45,0,0,32.61,0,29.93,3.5,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,23.1,0,0,0,0,42.74,74.43,17.86,405.33,36.14,0.12,0,0,0,0,16.81,135.71,10.04,0,2.71,293.74,40.09,444.33,53.31,0,0,0,0,77.04,41.82,117.8,123.5,95.7,16.05,19.36,40.8,32.66,19.56,44.18,0,163.25,0,0,58.3,0,41.56,5.18,0,43.19,0,0,0,0,0

92,22:45-23:00,0,0,32.61,0,29.93,3.5,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,23.1,0,0,0,0,42.74,74.43,17.86,405.33,36.14,0.12,0,0,0,0,16.81,135.71,10.04,0,2.71,206.63,40.09,418.2,53.31,0,0,0,0,77.04,41.82,117.8,123.5,95.7,16.05,19.36,40.8,32.66,19.56,44.18,0,163.25,0,0,58.3,0,41.56,5.18,0,43.19,0,0,0,0,0

93,23:00-23:15,0,0,32.61,0,29.93,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,23.1,0,0,0,0,42.74,74.43,17.86,405.33,36.14,0.12,0,0,0,0,16.81,135.71,10.04,0,2.71,119.52,39.1,405.62,52.06,0,0,0,0,77.04,41.82,117.8,123.5,95.7,16.05,19.36,40.8,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

94,23:15-23:30,0,0,32.61,0,29.93,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,23.1,0,0,0,0,42.74,74.43,17.86,405.33,36.14,0.12,0,0,0,0,16.81,135.71,9.43,0,2.71,119.52,39.1,367.87,52.06,0,0,0,0,77.04,41.82,117.8,123.5,95.7,16.05,19.36,40.8,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

95,23:30-23:45,0,0,32.61,0,29.93,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,23.1,0,0,0,0,42.74,74.43,17.86,405.33,36.14,0.12,0,0,0,0,16.81,135.71,11.4,0,2.71,119.52,39.1,367.87,52.06,0,0,0,0,77.04,41.82,117.8,123.5,95.7,16.05,19.36,40.8,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

96,23:45-24:00,0,0,32.61,0,29.93,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,23.1,0,0,0,0,42.74,74.43,17.86,405.33,36.14,0.12,0,0,0,0,16.81,135.71,11.4,0,2.71,119.52,39.1,367.87,52.06,0,0,0,0,77.04,41.82,117.8,123.5,95.7,16.05,17.17,40.8,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

