Block,Time Block,PARBATI3,RAPPC,RIHAND3,RAPPB,NLCTS2EXP,RIHAND2,NNTPP,NTPL,RIHAND1,RSTPSU7,RAMPUR,RSTPSU1TO6,CHAMERA2,DHAULIGNGA,BRBCL,FSTPP I & II,DULHASTI,DADRT2,CHAMERA1,CHAMERA3,BSIUL,NLCIIST2,MAPS,NAPP,NLCIIST1,NLCEXP,NJPC,KKNP,KHSTPP-I,KISHANGANGA,KHSTPP-II,KOTESHWR,KOLDAM,KUDGI,KGSU3AND4,KGSU1AND2,SASAN,SEWA2,SALAL,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,KKNPPU2,UNCHAHAR2,UNCHAHAR4,TEHRI,UNCHAHAR1,UNCHAHAR3,TANDA2,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALST2,SINGRAULI,TALA,TANAKPUR,TelanganaSTPP,AURY_RF,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,URI2,ANTA_LF,AURY_GF,URI,ANTA_GF,AURY_CRF,JHAJJAR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,10.98,0,360.74,0,0,0,0,0,42.24,0,0,0,0,25.36,0,91.14,8.52,0,0,0,0,329.43,0,1.34,0,0,0,0,0,22.38,0,27.58,5.76,13.94,0,0,0.6,0,0,134.12,0,0.24,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

63,15:30-15:45,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,10.98,0,360.74,0,0,0,0,0,42.24,0,0,0,0,25.36,0,91.85,8.52,0,0,0,0,329.43,0,1.34,0,0,0,0,0,22.38,0,41.37,5.76,13.94,0,0,0.6,0,0,134.12,0,0.24,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

64,15:45-16:00,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,10.98,0,360.74,0,0,0,0,0,42.24,0,0,0,0,25.36,0,91.85,8.52,0,0,0,0,329.43,0,1.34,0,0,0,0,0,22.38,0,41.37,5.76,13.94,0,0,0.6,0,0,134.12,0,0.24,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

65,16:00-16:15,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,10.98,15.82,360.74,0,0,0,0,0,42.24,0,0,0,0,30.4,0,112.01,8.52,0,0,0,0,329.43,0,1.34,0,0,0,0,0,22.38,0,41.37,5.76,13.94,0,0,0.6,0,0,134.12,0,0.24,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

66,16:15-16:30,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,13.02,15.82,360.74,0,0,0,0,0,42.24,0,0,0,0,30.48,0,112.01,17.04,0,0,0,0,329.43,0,1.34,0,0,0,0,0,27.84,0,41.37,6.34,17.59,0,0,0.6,0,0,134.12,0,0.24,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

67,16:30-16:45,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.16,18.41,15.82,360.74,0,0,0,0,0,42.24,0,0,18.18,0,40.07,0,140.94,17.04,0,0,0,0,329.43,0,1.34,0,0,0,0,0,27.84,0,41.37,6.34,17.59,0,0,0.6,0,0,134.12,0,0.24,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

68,16:45-17:00,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,18.41,31.64,360.74,0,0,0,0,0,42.24,0,0,40.01,0,40.07,0,140.94,17.04,0,0,0,0,329.43,0,1.34,0,0,0,0,0,27.84,0,41.37,6.34,17.59,0,0,0.6,0,0,134.12,0,0.24,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

69,17:00-17:15,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,1.27,19.2,18.41,31.64,360.74,0,0,0,0,0,42.24,0,0,60.02,0,40.07,0,140.94,25.56,0,0,0,0,334.08,0,1.34,0,0,0,0,0,32.65,0,55.17,7.69,20.17,0,0,0.6,0,0,134.12,0,0.24,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

70,17:15-17:30,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,2.55,17.54,19.2,18.41,31.64,432.04,12.71,9.29,2.11,0,0,42.24,0,0,80.01,0,40.07,0,140.94,25.56,0,0,0,0,335.06,0,8.92,0,0,0,0,0,40.7,0,55.17,9.87,25.34,0,0,0.6,0,0,134.12,0,0.24,0,0,0,0,0,0,4.14,0,0,1.07,0,0,289.25,0,0,0,0,0

71,17:30-17:45,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,37.93,17.54,19.2,18.41,31.64,531.35,23.13,18.61,12.52,0,0,42.24,0,0,112.28,0,40.07,0,140.94,37.49,0,0,0,0,335.06,7.58,40.16,0,0,0,0,0,40.7,0,55.17,9.87,25.35,0,0,0.6,0,0,134.12,0,0.24,0,0,0,0,0,0,4.14,0,0,1.07,0,0,370.29,0,0,0,0,0

72,17:45-18:00,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,37.93,17.54,19.2,18.41,31.64,579.35,23.13,18.61,12.52,0,0,42.24,0,0,112.28,0,40.07,0,140.94,37.49,0,0,0,0,335.06,7.58,40.16,0,0,0,0,0,40.7,0,55.17,9.87,25.35,0,0,0.6,0,0,134.12,0,0.24,0,0,0,0,0,0,4.14,0,0,1.07,0,0,417.31,0,0,0,0,0

73,18:00-18:15,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,37.93,17.54,19.2,18.41,31.64,627.36,23.13,18.61,12.52,0,0,42.24,0,0,112.28,0,40.07,0,140.94,37.49,0,0,0,0,335.06,7.58,40.16,0,0,0,0,0,40.7,0,55.17,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,417.31,0,0,0,0,0

74,18:15-18:30,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,37.93,17.54,19.2,18.41,31.64,655.51,12.71,18.61,12.52,0,0,42.24,0,0,109.11,0,40.07,0,140.94,37.49,0,0,0,0,335.06,7.58,40.16,0,0,0,0,0,40.7,0,55.17,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,417.31,0,0,0,0,0

75,18:30-18:45,0,51.17,59.68,0,0,114.02,0,0,49.33,0,0,0,37.93,17.54,19.2,18.41,31.64,655.55,0,18.61,12.52,0,0,42.24,0,0,109.11,0,40.07,0,140.94,37.49,0,0,0,0,335.06,7.58,40.16,0,0,0,0,0,40.7,0,55.17,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,417.31,0,0,0,0,0

76,18:45-19:00,0,51.17,59.68,0,0,114.02,0,0,56.58,0,0,0,37.93,17.54,19.2,18.41,31.64,655.55,0,18.61,12.52,0,0,42.24,0,0,80.1,0,40.07,0,140.94,37.49,0,0,0,0,335.06,7.58,40.16,0,0,0,0,0,40.7,0,55.17,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,417.31,0,0,0,0,0

77,19:00-19:15,3.67,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,1.92,17.54,19.2,18.41,31.64,655.55,0,9.29,2.11,0,0,42.24,0,0,60.02,0,40.07,0,140.94,25.56,0,0,0,0,335.06,0,8.92,0,0,0,0,0,40.7,0,55.17,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,417.31,0,0,0,0,0

78,19:15-19:30,15.88,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,8.78,19.2,18.41,31.64,655.55,0,9.29,0,0,0,42.24,0,0,40.01,0,40.07,0,140.94,25.56,0,0,0,0,335.06,0,1.34,0,0,0,0,0,40.7,0,41.37,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,417.31,0,0,0,0,0

79,19:30-19:45,15.88,51.17,59.68,0,0,114.02,0,0,57.19,0,0,0,0,0,19.2,18.41,31.64,655.55,0,9.29,0,0,0,42.24,0,0,18.18,0,40.07,0,140.94,25.56,0,0,0,0,335.06,0,1.34,0,0,0,0,0,40.7,0,41.37,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,417.31,0,0,0,0,0

80,19:45-20:00,15.88,51.17,59.68,0,0,114.02,0,0,61.87,0,0,0,0,0,19.2,18.41,31.64,655.55,0,9.29,0,0,0,42.24,0,0,0,0,40.07,0,140.94,25.56,0,0,0,0,335.06,0,1.34,0,0,0,0,0,40.7,0,41.37,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,417.31,0,0,0,0,0

81,20:00-20:15,15.88,51.17,59.68,0,0,114.02,0,0,64.5,0,0,0,0,0,19.2,19.26,31.64,632.69,0,9.29,0,0,0,42.24,0,0,0,0,40.07,0,140.94,25.56,0,0,0,0,335.06,0,1.34,0,0,0,0,0,40.7,0,27.58,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,10.6,0,0,417.31,0,0,0,0,0

82,20:15-20:30,15.88,51.17,59.68,0,0,114.02,0,0,64.5,0,0,0,0,0,19.2,19.35,31.64,551.44,0,9.29,0,0,0,42.24,0,0,0,0,40.07,0,140.94,25.56,0,0,0,0,335.06,0,1.34,0,0,0,0,0,40.7,0,27.58,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,25.43,0,0,417.31,0,0,0,0,0

83,20:30-20:45,15.88,51.17,59.68,0,0,114.02,0,0,64.5,0,0,0,0,0,19.2,19.35,31.64,475.25,0,9.29,0,0,0,42.24,0,0,0,0,40.07,0,140.94,17.04,0,0,0,0,335.06,0,1.34,0,0,0,0,0,40.7,0,27.58,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,10.33,0,0,25.43,0,0,360.69,0,0,0,0,0

84,20:45-21:00,3.43,51.17,59.68,0,0,114.02,0,0,64.5,0,0,0,0,0,19.2,19.35,31.64,427.24,0,9.29,0,0,0,42.24,0,0,0,0,40.07,0,140.94,17.04,0,0,0,0,335.06,0,1.34,0,0,0,0,0,40.7,0,27.58,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,10.33,0,0,25.43,0,0,301.16,0,0,0,0,0

85,21:00-21:15,0,51.17,59.68,0,0,114.02,0,0,64.5,0,0,0,0,0,19.2,19.35,15.82,360.74,0,9.29,0,0,0,42.24,0,0,0,0,40.07,0,140.94,17.04,0,0,0,0,335.06,0,1.34,0,0,0,0,0,40.7,0,27.58,9.87,25.35,0,0,0,0,0,134.12,0,0,0,0,0,0,0,0,10.33,0,0,25.43,0,0,256.85,0,0,0,0,0

86,21:15-21:30,0,51.17,59.68,0,0,114.02,0,0,64.5,0,0,0,0,0,19.2,19.35,15.82,360.74,0,9.29,0,0,0,42.24,0,0,0,0,40.07,0,140.94,17.04,0,0,0,0,335.06,0,1.34,0,0,0,0,0,40.7,0,27.58,9.87,25.35,0,0,0,0,0,134.12,0,0,0,0,0,0,0,0,10.33,0,0,25.43,0,0,229.72,0,0,0,0,0

87,21:30-21:45,0,51.17,59.68,0,0,114.02,0,0,64.5,0,0,0,0,0,19.2,19.35,15.82,332.34,0,0,0,0,0,42.24,0,0,0,0,40.07,0,140.94,17.04,0,0,0,0,335.06,0,1.34,0,0,0,0,0,40.7,0,26.98,9.87,25.35,0,0,0,0,0,134.12,0,0,0,0,0,0,0,0,10.33,0,0,25.43,0,0,229.72,0,0,0,0,0

88,21:45-22:00,0,51.17,59.68,0,0,114.02,0,0,64.5,0,0,0,0,0,19.2,16.39,15.82,284.33,0,0,0,0,0,42.24,0,0,0,0,40.07,0,140.94,17.04,0,0,0,0,335.06,0,1.34,0,0,0,0,0,35.67,0,26.37,8.25,22.45,0,0,0,0,0,134.12,0,0,0,0,0,0,0,0,10.33,0,0,5.3,0,0,229.72,0,0,0,0,0

89,22:00-22:15,0,51.17,59.68,0,0,114.02,0,0,64.5,0,0,0,0,0,19.2,12.77,15.82,284.33,0,0,0,0,0,42.24,0,0,0,0,34.96,0,120.78,17.04,0,0,0,0,335.06,0,1.34,0,0,0,0,0,29.06,0,26.37,7.03,19.06,0,0,0,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,3.18,0,0,229.72,0,0,0,0,0

90,22:15-22:30,0,51.17,59.68,0,0,114.02,0,0,64.5,0,0,0,0,0,19.2,12.66,15.82,284.33,0,0,0,0,0,42.24,0,0,0,0,34.96,0,120.78,17.04,0,0,0,0,335.06,0,1.34,0,0,0,0,0,28.95,0,26.37,6.18,18.51,0,0,0,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,3.18,0,0,229.72,0,0,0,0,0

91,22:30-22:45,0,51.17,59.68,0,0,114.02,0,0,64.5,0,0,0,0,0,19.2,12.66,15.82,284.33,0,0,0,0,0,42.24,0,0,0,0,28.61,0,120.78,8.52,0,0,0,0,335.06,0,1.34,0,0,0,0,0,28.95,0,26.37,6.18,18.51,0,0,0,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,3.18,0,0,229.72,0,0,0,0,0

92,22:45-23:00,0,51.17,59.68,0,0,114.02,0,0,64.5,0,0,0,0,0,19.2,12.66,15.82,284.33,0,0,0,0,0,42.24,0,0,0,0,28.61,0,120.78,8.52,0,0,0,0,335.06,0,1.34,0,0,0,0,0,28.95,0,13.19,6.18,18.51,0,0,0,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,3.18,0,0,229.72,0,0,0,0,0

93,23:00-23:15,0,51.17,59.68,0,0,114.02,0,0,64.5,0,0,0,0,0,19.2,10.98,15.82,284.33,0,0,0,0,0,42.24,0,0,0,0,28.61,0,120.78,8.52,0,0,0,0,335.06,0,1.34,0,0,0,0,0,22.38,0,13.19,5.76,13.94,0,0,0,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,0.63,0,0,229.52,0,0,0,0,0

94,23:15-23:30,0,51.17,59.68,0,0,114.02,0,0,64.5,0,0,0,0,0,19.2,10.98,15.82,284.33,0,0,0,0,0,42.24,0,0,0,0,28.61,0,111.64,8.52,0,0,0,0,335.06,0,1.34,0,0,0,0,0,22.38,0,13.19,5.76,13.94,0,0,0,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,0.63,0,0,229.52,0,0,0,0,0

95,23:30-23:45,0,51.17,59.68,0,0,114.02,0,0,64.5,0,0,0,0,0,19.2,10.98,15.82,347.07,0,0,0,0,0,42.24,0,0,0,0,28.61,0,103.05,8.52,0,0,0,0,335.06,0,1.34,0,0,0,0,0,22.38,0,0,5.76,13.94,0,0,0,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,0.63,0,0,229.52,0,0,0,0,0

96,23:45-24:00,0,51.17,59.68,0,0,114.02,0,0,64.5,0,0,0,0,0,19.2,10.98,15.82,360.04,0,0,0,0,0,42.24,0,0,0,0,28.61,0,103.05,8.52,0,0,0,0,335.06,0,1.34,0,0,0,0,0,22.38,0,0,5.76,13.94,0,0,0,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,0.63,0,0,229.52,0,0,0,0,0

