Block,Time,CHAMERA1,CHAMERA3,JHAJJAR,KUDGI,NTPL,RIHAND2,RIHAND3,SASAN,ANTA_CRF,AURY_CRF,DULHASTI,KKNPPU2,NLCIIST2,PARBATI2,PARBATI3,RAPPC,RSTPSU1TO6,SINGRAULI,TALA,TANDA2,TelanganaSTPP,UNCHAHAR2,UNCHAHAR3,KOTESHWR,MAPS,NLCIIST1,NNTPP,RAMPUR,SEWA2,SINGRAULI_HYDRO,TALST2,UNCHAHAR4,DADRI_RF,BSIUL,CHAMERA2,NJPC,NLCEXP,NLCTS2EXP,RAPPD,SIMHST1,SIMHST2,URI2,VALLURNTECL,ANTA_LF,FSTPP I & II,KGSU1AND2,KHSTPP-I,NAPP,RSTPSU7,ANTA_RF,AURY_LF,BRBCL,KHSTPP-II,KKNP,KOLDAM,TANAKPUR,TEHRI,TEHRIPSP,ANTA_GF,AURY_GF,DADRT2,DHAULIGNGA,KISHANGANGA,RAPPB,SALAL,UNCHAHAR1,URI,AURY_RF,DADRI_CRF,DADRI_LF,KGSU3AND4,RIHAND1,DADRI_GF
15,03:30-03:45,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,20.29,4.51,0,45,27.69,30.43,0,0,0,5.67,18.34,0,0,3.22,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,18.76,0,45.53,24.1,0,52.59,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,30.91,81.04,0,0,0,47.02,0

16,03:45-04:00,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,20.29,4.51,0,45,27.69,30.43,0,0,0,5.67,18.34,0,0,3.22,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,18.76,0,45.53,24.1,0,52.59,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,30.91,81.04,0,0,0,47.02,0

17,04:00-04:15,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,20.29,4.51,0,45,27.69,30.43,0,0,0,5.67,18.34,0,0,3.22,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,18.76,0,45.53,24.1,0,52.85,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,26.49,81.04,0,0,0,47.02,0

18,04:15-04:30,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,20.29,4.51,0,45,27.69,30.43,0,0,0,5.67,18.34,0,0,3.22,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,18.76,0,45.53,24.1,0,52.85,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,26.49,81.04,0,0,0,47.02,0

19,04:30-04:45,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,20.29,4.51,0,45,27.69,30.43,0,0,0,5.67,18.34,0,0,3.22,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,18.76,0,45.53,24.1,0,52.85,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,26.49,81.04,0,0,0,47.02,0

20,04:45-05:00,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,20.29,4.51,0,45,27.69,30.43,0,0,0,5.67,18.34,0,0,3.22,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,18.76,0,45.53,24.1,0,52.85,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,52.36,81.04,0,0,0,47.02,0

21,05:00-05:15,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,20.29,4.51,0,45,27.69,30.43,0,0,0,5.67,18.34,0,0,1.62,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,18.76,0,45.53,24.1,0,52.85,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,52.36,81.04,0,0,0,47.02,0

22,05:15-05:30,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,20.29,4.51,0,45,27.69,30.43,0,0,0,5.67,18.34,0,0,1.62,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,18.76,0,45.53,24.1,0,52.85,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,26.49,81.04,0,0,0,47.02,0

23,05:30-05:45,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.67,4.51,0,45,27.69,20.29,0,0,0,5.67,18.34,0,0,1.62,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,52.85,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,26.49,81.04,0,0,0,47.02,0

24,05:45-06:00,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.55,4.51,0,43.7,27.09,20.29,0,0,0,5.67,18.34,0,0,1.62,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,52.85,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.25,26.49,81.04,0,0,0,47.02,0

25,06:00-06:15,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.2,4.51,0,43.7,27.09,20.29,0,0,0,5.67,18.34,0,0,1.62,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,52.59,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,685.7,42.46,4.64,0,82.5,21.25,26.49,81.04,0,0,0,47.02,0

26,06:15-06:30,42.15,33.94,244.33,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.03,4.51,0,43.7,27.09,20.29,0,0,0,5.67,18.34,0,0,1.62,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,52.59,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,685.7,42.46,4.64,0,82.5,21.25,26.49,81.04,0,0,0,47.02,0

27,06:30-06:45,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.03,4.51,0,43.7,27.09,10.14,0,0,0,5.67,18.34,0,0,1.62,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,52.59,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,685.7,42.46,4.64,0,82.5,21.25,52.36,81.04,0,0,0,47.02,0

28,06:45-07:00,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.03,4.51,0,43.7,27.09,10.14,0,0,0,5.67,18.34,0,0,1.62,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,52.59,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,685.7,42.46,4.64,0,82.5,21.25,52.36,81.04,0,0,0,47.02,0

29,07:00-07:15,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,18.99,4.51,0,43.7,27.09,10.14,0,0,0,5.67,18.34,0,0,1.62,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,52.59,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,52.36,81.04,0,0,0,47.02,0

30,07:15-07:30,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,18.99,4.51,0,45,27.69,10.14,0,0,0,5.67,18.34,0,0,1.62,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,52.59,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,33.12,81.04,0,0,0,47.02,0

31,07:30-07:45,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.03,4.51,0,45,27.69,10.14,0,0,0,5.67,18.34,0,0,3.22,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,52.59,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,33.12,81.04,0,0,0,47.02,0

32,07:45-08:00,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.03,4.51,0,45,27.69,10.14,0,0,0,5.67,18.34,0,0,3.22,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,52.59,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,33.12,81.04,0,0,0,47.02,0

33,08:00-08:15,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.06,4.51,0,45,27.69,10.14,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,27.28,0,0,16.96,0,45.53,24.1,0,52.09,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,33.12,81.04,0,0,0,47.02,0

34,08:15-08:30,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.06,4.51,0,45,27.69,10.14,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,27.28,0,0,16.96,0,45.53,24.1,0,52.09,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,52.36,81.04,0,0,0,47.02,0

35,08:30-08:45,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.06,4.51,0,45,27.69,10.14,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,27.28,0,0,16.96,0,45.53,24.1,0,52.09,0,24.99,98.87,0,8.62,11.91,56.67,0,0,0,689.38,42.46,4.64,0,82.5,21.65,52.36,81.04,0,0,0,47.02,0

36,08:45-09:00,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.06,4.51,0,45,27.69,10.14,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,27.28,0,0,16.96,0,45.53,24.1,0,52.09,0,24.99,98.87,0,8.62,11.91,37.78,0,0,0,689.38,42.46,4.64,0,82.5,21.65,52.36,81.04,0,0,0,47.02,0

37,09:00-09:15,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.82,4.51,0,45,27.69,10.14,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,37.42,0,0,16.96,0,45.53,24.1,0,51.59,0,24.99,98.87,0,8.62,11.91,18.89,0,0,0,689.38,42.46,4.64,0,82.5,21.65,44.16,80.78,0,0,0,47.02,0

38,09:15-09:30,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.82,4.51,0,45,27.69,10.14,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,37.42,0,0,16.96,0,45.53,24.1,0,51.59,0,24.99,98.87,0,8.62,11.91,0,0,0,0,689.38,42.46,4.64,0,82.5,21.65,44.16,80.78,0,0,0,47.02,0

39,09:30-09:45,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.34,5.37,0,45,27.69,10.14,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,27.28,0,0,16.96,0,45.53,24.1,0,51.59,0,24.99,98.87,0,8.62,11.91,0,0,0,0,689.38,42.46,4.64,0,82.5,21.65,44.16,80.78,0,0,0,47.02,0

40,09:45-10:00,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.34,5.73,0,45,27.69,10.14,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,27.28,0,0,16.96,0,45.53,24.1,0,51.59,0,24.99,98.87,0,8.62,11.91,0,0,0,0,689.38,42.46,4.64,0,82.5,21.65,44.16,80.78,0,0,0,47.02,0

41,10:00-10:15,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.34,5.73,0,45,27.69,10.14,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,27.28,0,0,16.96,0,45.53,24.1,0,50.82,0,24.99,98.87,0,8.62,11.91,0,0,0,0,689.38,42.46,4.64,0,82.5,21.65,48.57,80.78,0,0,0,47.02,0

42,10:15-10:30,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.34,5.73,0,45,27.69,10.14,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,27.28,0,0,16.96,0,45.53,24.1,0,50.82,0,24.99,98.87,0,8.62,11.91,0,0,0,0,689.38,42.46,4.64,0,82.5,21.65,48.57,80.78,0,0,0,47.02,0

43,10:30-10:45,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.37,5.73,0,45,27.69,10.14,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,27.28,0,0,16.96,0,45.53,24.1,0,50.57,0,24.99,98.87,0,8.62,11.91,0,0,0,0,689.38,42.46,4.64,0,82.5,21.65,35.33,80.78,0,0,0,47.02,0

44,10:45-11:00,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.37,5.73,0,45,27.69,10.14,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,27.28,0,0,16.96,0,45.53,24.1,0,50.57,0,24.99,98.87,0,8.62,11.91,0,0,0,0,689.38,42.46,4.64,0,82.5,21.65,35.33,80.78,0,0,0,47.02,0

45,11:00-11:15,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.37,5.73,0,45,27.69,20.29,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,50.06,0,24.99,98.87,0,8.62,11.91,0,0,0,0,689.38,42.46,4.64,0,82.5,21.65,35.33,80.78,0,0,0,47.02,0

46,11:15-11:30,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.37,5.73,0,45,27.69,30.43,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,50.06,0,24.99,98.87,0,8.62,11.91,0,0,0,0,689.38,42.46,4.64,0,82.5,21.65,35.33,80.26,0,0,0,47.02,0

47,11:30-11:45,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.17,5.73,0,45,27.69,40.57,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,50.06,0,24.99,98.87,0,8.62,11.91,0,0,0,0,689.38,42.46,4.64,0,82.5,21.65,35.33,80.26,0,0,0,47.02,0

48,11:45-12:00,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.13,5.73,0,45,27.69,40.57,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,50.06,0,24.99,98.87,0,8.62,11.91,0,0,0,0,689.38,42.46,4.64,0,82.5,21.65,35.33,80.26,0,0,0,47.02,0

49,12:00-12:15,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.13,5.73,0,45,27.69,40.57,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,49.81,0,24.99,98.87,0,8.62,11.91,18.89,0,0,0,689.38,42.46,4.64,0,82.5,21.65,35.33,80.26,0,0,0,47.02,0

50,12:15-12:30,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.13,5.73,0,45,27.69,40.57,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,49.81,0,24.99,98.87,0,8.62,11.91,37.78,0,0,0,689.38,42.46,4.64,0,82.5,21.65,35.33,80.26,0,0,0,47.02,0

51,12:30-12:45,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.2,5.73,0,45,27.69,40.57,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,49.81,0,24.99,98.87,0,8.62,11.91,56.67,0,0,0,689.38,42.46,4.64,0,82.5,21.65,48.57,80.26,0,0,0,47.02,0

52,12:45-13:00,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.29,5.73,0,45,27.69,40.57,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,49.81,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,48.57,80.26,0,0,0,47.02,0

53,13:00-13:15,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.34,5.73,0,45,27.69,40.57,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,49.56,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,48.57,80.26,0,0,0,47.02,0

