Block,Time Block,JHAJJAR,FSTPP I & II,DULHASTI,KGSU3AND4,KGSU1AND2,DHAULIGNGA,NNTPP,NLCTS2EXP,CHAMERA1,BSIUL,BRBCL,CHAMERA3,DADRT2,CHAMERA2,NLCIIST2,UNCHAHAR4,VALLURNTECL,ANTA_GF,URI2,UNCHAHAR3,ANTA_CRF,UNCHAHAR2,URI,ANTA_LF,TEHRIPSP,TANAKPUR,TALST2,SIMHST1,SINGRAULI_HYDRO,TEHRI,TALA,SIMHST2,SEWA2,TANDA2,SINGRAULI,TelanganaSTPP,UNCHAHAR1,MAPS,NLCEXP,NJPC,NLCIIST1,NAPP,SASAN,RIHAND1,RSTPSU1TO6,RAPPD,SALAL,RIHAND3,RSTPSU7,RIHAND2,KUDGI,RAPPC,RAPPB,KOTESHWR,KKNPPU2,KOLDAM,KKNP,NTPL,PARBATI3,PARBATI2,RAMPUR,KISHANGANGA,KHSTPP-II,KHSTPP-I,AURY_GF,DADRI_CRF,AURY_CRF,DADRI_RF,AURY_RF,ANTA_RF,AURY_LF,DADRI_LF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,281.93,19.34,51.71,0,0,40.75,0,0,40.46,0,12.61,32.58,609.62,45.23,0,2.28,0,0,35.92,25.69,0,41.37,42.38,0,0,12.53,0,0,0,71.93,19.49,0,17.6,1.24,109.18,0,18.24,0,0,168.72,0,23.26,331.5,94.37,0,23.17,80.31,125.58,0,120.23,0,62.95,0,38.94,0,8.27,0,0,54.22,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,281.93,19.34,51.71,0,0,40.75,0,0,40.46,0,12.58,32.58,604.82,45.23,0,1.76,0,0,35.92,25.27,0,40.54,42.38,0,0,12.53,0,0,0,71.93,19.49,0,17.6,1.24,109.18,0,20.38,0,0,168.72,0,23.26,331.5,94.37,0,23.17,80.31,125.58,0,120.23,0,62.95,0,38.94,0,8.27,0,0,54.22,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,281.93,19.34,51.71,0,0,40.75,0,0,40.46,0,12.58,32.58,595.22,45.23,0,1.46,0,0,31.42,25.27,0,39.52,42.38,0,0,3.7,0,0,0,71.93,19.49,0,17.6,1.24,109.18,0,17.61,0,0,168.72,0,23.26,331.5,94.37,0,23.17,80.31,125.58,0,120.23,0,62.95,0,38.94,0,8.27,0,0,54.22,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,281.93,19.34,51.71,0,0,40.75,0,0,40.46,0,14.43,32.58,561.63,45.23,0,1.46,0,0,31.42,25.27,0,36.4,42.38,0,0,3.7,0,0,0,71.93,19.49,0,17.6,1.24,109.18,0,17.61,0,0,168.72,0,23.26,331.5,94.37,0,23.17,80.31,125.58,0,120.23,0,62.95,0,38.94,0,8.27,0,0,54.22,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,281.93,19.14,51.71,0,0,40.75,0,0,40.46,0,14.69,32.58,556,45.23,0,1.46,0,0,35.92,25.27,0,36.4,50.26,0,0,3.7,0,0,0,71.93,19.49,0,17.6,1.24,109.18,0,17.61,0,0,168.72,0,23.26,334.59,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,41.11,0,8.27,0,0,54.22,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,281.93,19.14,51.71,0,0,40.75,0,0,40.46,0,14.08,32.58,527.21,45.23,0,1.46,0,0,35.92,24.17,0,36.4,50.26,0,0,11.43,0,0,0,71.93,19.49,0,17.6,1.36,109.18,0,17.61,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,41.11,0,8.27,0,0,54.22,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,281.93,19.14,51.71,0,0,40.75,0,0,40.46,0,13.49,32.58,498.41,45.23,0,1.46,0,0,31.42,23.61,0,36.4,36.02,0,0,12.53,0,0,0,71.93,19.13,0,17.6,1.36,109.18,0,17.61,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,41.11,0,8.27,0,0,54.22,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,281.93,19.14,51.71,0,0,40.75,0,0,40.46,0,14.54,32.58,488.82,45.23,0,1.46,0,0,31.42,23.34,0,36.4,36.02,0,0,12.53,0,0,0,71.93,19.13,0,17.6,1.36,109.18,0,17.61,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,41.11,0,8.27,0,0,54.22,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,281.93,19.14,51.71,0,0,40.75,0,0,40.46,18.77,14.81,32.58,469.62,45.23,0,1.46,0,0,35.92,25.27,0,41.86,36.02,0,0,11.43,0,0,0,71.93,19.07,0,17.6,1.36,109.18,0,20.38,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,29.21,0,8.27,0,0,53.51,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,281.93,19.14,51.71,0,0,40.75,0,0,40.46,18.77,16.5,32.58,460.02,45.23,0,1.46,0,0,35.92,25.27,0,41.86,36.02,0,0,11.43,0,0,0,71.93,19.07,0,17.6,1.36,109.18,0,20.38,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,29.21,0,8.27,0,0,53.51,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,281.93,19.14,51.71,0,0,40.75,0,0,40.46,18.77,18.61,32.58,440.83,45.23,0,1.46,0,0,31.42,25.27,0,41.86,36.02,0,0,11.43,0,0,0,71.93,18.98,0,17.6,1.36,109.18,0,20.38,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,29.21,0,8.27,0,0,53.51,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,281.93,19.14,51.71,0,0,40.75,0,0,40.46,18.77,20.44,32.58,421.63,45.23,0,1.46,0,0,31.42,25.27,0,41.86,36.02,0,0,11.43,0,0,0,71.93,18.98,0,17.6,1.36,109.18,0,18.43,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,29.21,0,8.27,0,0,53.51,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,281.93,19.14,51.71,0,0,40.75,0,0,40.46,18.77,21.29,32.58,432.05,45.23,0,1.46,0,0,35.92,25.36,0,41.94,36.02,0,0,11.43,0,0,0,71.93,18.73,0,17.6,1.36,109.18,0,19.99,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,19.47,0,8.27,0,0,53.51,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,281.93,19.14,51.71,0,0,40.75,0,0,40.46,18.77,20.96,32.58,496.36,45.23,0,1.46,0,0,35.92,25.36,0,41.94,36.02,0,0,11.43,0,0,0,71.93,18.73,0,17.6,1.36,109.18,0,19.99,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,19.47,0,8.27,0,0,53.51,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,281.93,19.14,51.71,0,0,40.75,0,0,40.46,18.77,22.35,32.58,495.22,45.23,0,1.55,0,0,31.42,25.36,0,41.94,36.02,0,0,11.43,0,0,0,71.93,18.59,0,17.6,1.36,109.18,0,19.99,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,19.47,0,8.27,0,0,53.51,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,339.52,19.14,51.71,0,0,40.75,0,0,40.46,18.77,18.14,32.58,486.76,45.23,0,1.55,0,0,31.42,25.36,0,41.94,36.02,0,0,11.43,0,0,0,71.93,18.45,0,17.6,1.36,109.18,0,19.99,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,19.47,0,8.27,0,0,53.51,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,397.11,19.14,51.71,0,0,40.75,0,0,40.46,18.77,19.93,32.58,532.2,45.23,0,1.55,0,0,31.42,25.36,0,41.94,36.02,0,0,11.43,0,0,0,71.93,14.2,0,17.6,1.36,109.18,0,19.99,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,19.47,0,8.27,0,0,49.94,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,356.22,19.14,51.71,0,0,40.75,0,0,40.46,18.77,23.99,32.58,587.96,45.23,0,1.55,0,0,31.42,25.36,0,41.94,36.02,0,0,11.43,0,0,0,71.93,14.1,0,17.6,1.36,109.18,0,19.99,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,19.47,0,8.27,0,0,49.94,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,424.41,19.14,51.71,0,0,40.75,0,0,40.46,18.77,21.66,32.58,574.14,45.23,0,1.55,0,0,29.92,25.36,0,41.94,50.26,0,0,11.43,0,0,0,71.93,14.02,0,17.6,1.36,109.18,0,19.99,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,49.94,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,596.54,19.14,51.71,0,0,40.75,0,0,40.46,18.77,17.68,32.58,490.74,45.23,0,1.55,0,0,29.92,25.36,0,41.94,50.26,0,0,11.43,0,0,0,71.93,13.82,0,17.6,1.36,109.18,0,19.99,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,49.94,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,520.34,17.3,51.71,0,0,40.75,0,0,40.46,18.77,14.71,32.58,388.55,45.23,0,1.55,0,0,29.92,23.89,0,39.8,42.38,0,0,11.43,0,0,0,71.93,13.4,0,17.6,1.36,109.18,0,17.34,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,53.51,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,365.98,19.14,51.71,0,0,40.75,0,0,40.46,18.77,14.86,32.58,316.05,45.23,0,2.52,0,0,29.92,22.42,0,36.25,42.38,0,0,11.43,0,0,0,71.93,13.34,0,17.6,2.85,109.18,0,17.61,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,53.51,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,281.93,19.14,51.71,0,0,40.75,0,0,40.46,18.77,13.33,32.58,211.57,45.23,0,1.91,0,0,29.92,23.5,0,36.25,42.38,0,0,11.43,0,0,0,71.93,13.31,0,17.6,2.51,109.18,0,17.61,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,53.51,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,239.69,16.78,51.71,0,0,40.75,0,0,40.46,18.77,13.71,32.58,105.63,45.23,0,1.46,0,0,29.92,22.42,0,36.25,50.26,0,0,11.43,0,0,0,71.93,13.49,0,17.6,2.51,95.09,0,17.61,0,0,168.72,0,23.26,334.95,73.99,0,23.17,78.07,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,53.51,12.15,5.44,4.45,81.14,37.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,237.07,12.99,51.71,0,0,40.75,0,0,40.46,18.77,15.19,32.58,46.21,45.23,0,0.59,0,0,29.92,17.02,0,29.06,42.38,0,0,11.43,0,0,0,71.93,13.63,0,17.6,2.51,109.18,0,13.4,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,53.51,12.15,5.44,4.45,94.9,37.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,237.07,12.99,51.71,0,0,40.75,0,0,40.46,18.77,16.08,32.58,4.94,45.23,0,0.59,0,0,29.92,17.02,0,28.79,42.38,0,0,11.43,0,0,0,71.93,13.63,0,17.6,2.51,109.18,0,13.4,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,53.51,12.15,5.44,4.45,86.31,37.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,237.07,12.99,51.71,0,0,40.75,0,0,40.46,18.77,14.83,32.58,4.94,45.23,0,0.59,0,0,29.92,17.02,0,28.79,50.26,0,0,11.43,0,0,0,53.95,14.2,0,17.6,2.51,109.18,0,13.4,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,53.51,12.15,5.44,4.45,94.9,37.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,237.07,16.78,51.71,0,0,40.75,0,0,40.46,18.77,15.36,32.58,4.94,45.23,0,1.46,0,0,29.92,17.02,0,28.79,50.26,0,0,11.43,0,0,0,35.96,14.33,0,17.6,2.51,109.18,0,13.4,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,53.51,12.15,5.44,4.45,94.9,37.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,237.07,16.78,51.71,0,0,40.75,0,0,40.46,18.77,12.65,32.58,4.94,45.23,0,1.46,0,0,29.92,15.44,0,28.79,50.26,0,0,11.43,0,0,0,17.99,14.9,0,17.6,2.51,109.18,0,12.86,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,53.51,12.15,5.44,4.45,94.9,38.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,237.07,16.78,51.71,0,0,40.75,0,0,40.46,18.77,13.91,32.58,4.94,45.23,0,1.46,0,0,29.92,15.44,0,28.79,36.02,0,0,11.43,0,0,0,0,14.9,0,17.6,2.51,109.18,0,12.86,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,53.51,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,237.07,16.78,51.71,0,0,40.75,0,0,40.46,18.77,12.53,32.58,4.94,45.23,0,1.46,0,0,29.92,15.44,0,28.79,36.02,0,0,11.43,0,0,0,0,17.21,0,17.6,2.51,109.18,0,12.86,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,47.09,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,237.07,16.78,51.71,0,0,40.75,0,0,40.46,18.77,16.02,32.58,4.94,45.23,0,1.46,0,0,29.92,15.44,0,28.79,36.02,0,0,11.43,0,0,0,0,17.21,0,17.6,2.51,109.18,0,12.86,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.07,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,47.09,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,238.66,13.9,51.71,0,0,40.75,0,0,40.46,18.77,17.37,32.58,4.94,45.23,0,1.46,0,0,29.92,18.87,0,30.71,36.02,0,0,11.43,0,0,0,0,17.38,0,17.6,2.51,109.18,0,14.44,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.63,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,37.1,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,238.66,13.9,51.71,0,0,40.75,0,0,40.46,18.77,17.6,32.58,4.94,45.23,0,1.46,0,0,29.92,18.87,0,30.71,42.38,0,0,11.43,0,0,0,0,17.38,0,17.6,2.51,109.18,0,14.44,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.63,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,37.1,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,238.66,13.9,51.71,0,0,40.75,0,0,40.46,18.77,15.87,32.58,4.94,45.23,0,1.46,0,0,29.92,18.87,0,30.71,42.38,0,0,11.43,0,0,0,0,17.38,0,17.6,5.33,109.18,0,14.44,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.63,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,238.66,13.9,51.71,0,0,40.75,0,0,40.46,18.77,14.42,32.58,4.94,45.23,0,1.46,0,0,29.92,18.87,0,30.71,42.38,0,0,11.43,0,0,0,0,17.38,0,17.6,5.33,109.18,0,14.44,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.63,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,238.66,16.78,51.71,0,0,40.75,0,0,40.46,18.77,14.65,32.58,4.94,45.23,0,1.46,0,0,29.92,18.87,0,30.71,33.91,0,0,11.43,0,0,0,0,17.78,0,17.6,5.33,109.18,0,14.44,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.63,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,238.66,16.78,51.71,0,0,40.75,0,0,40.46,18.77,14.25,32.58,4.94,45.23,0,1.46,0,0,29.92,18.87,0,30.71,33.91,0,0,11.43,0,0,0,0,17.78,0,17.6,5.33,109.18,0,14.44,0,0,168.72,0,23.26,334.95,94.37,0,23.17,78.63,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,238.66,16.78,51.71,0,0,40.75,0,0,40.46,18.77,15.36,32.58,4.94,45.23,0,1.46,0,0,29.92,18.87,0,30.71,29.67,0,0,11.43,0,0,0,0,17.95,0,17.6,5.33,109.18,0,14.44,0,0,168.72,0,23.26,334.95,94.37,0,23.17,81.42,125.58,0,120.23,0,62.95,0,9.73,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,238.66,16.78,51.71,0,0,40.75,0,0,40.46,18.77,17.83,32.58,4.94,45.23,0,1.46,0,0,29.92,18.87,0,30.71,29.67,0,0,11.43,0,0,0,0,17.95,0,17.6,5.33,109.18,0,14.44,0,0,168.72,0,23.26,334.95,94.37,0,23.17,81.42,125.58,0,120.23,0,62.95,0,19.69,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,237.07,13.36,51.71,0,0,40.75,0,0,40.46,18.77,21.29,32.58,4.94,45.23,0,0.59,0,0,29.92,15.44,0,28.79,19.07,0,0,3.7,0,0,0,17.99,17.63,0,17.6,5.33,109.18,0,12.86,0,0,168.72,0,23.26,334.95,94.37,0,23.17,81.42,125.58,0,120.23,0,62.95,0,29.21,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,237.07,12.99,51.71,0,0,40.75,0,0,40.46,18.77,22.33,32.58,4.94,45.23,0,0.59,0,0,29.92,15.44,0,28.79,19.07,0,0,3.7,0,0,0,35.96,17.63,0,17.6,5.33,109.18,0,12.86,0,0,168.72,0,23.26,334.95,94.37,0,23.17,81.42,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,237.07,12.99,51.71,0,0,40.75,0,0,40.46,18.77,20.16,32.58,4.94,45.23,0,0.59,0,0,29.92,15.44,0,28.79,50.26,0,0,3.7,0,0,0,53.95,17.63,0,17.6,5.33,109.18,0,12.86,0,0,168.72,0,23.26,334.95,94.37,0,23.17,81.42,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,237.07,12.99,51.71,0,0,40.75,0,0,40.46,18.77,17.79,32.58,4.94,45.23,0,0.59,0,0,29.92,15.44,0,28.79,50.26,0,0,11.43,0,0,0,71.93,17.63,0,17.6,5.33,109.18,0,12.86,0,0,168.72,0,23.26,334.95,94.37,0,23.17,81.42,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

