Block,Time Block,BRBCL,KGSU1AND2,JHAJJAR,KHSTPP-II,KISHANGANGA,KHSTPP-I,KGSU3AND4,KKNP,URI2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,TANDA2,RSTPSU1TO6,PARBATI3,RSTPSU7,RIHAND3,RAPPB,SALAL,NLCIIST2,NLCTS2EXP,RIHAND2,NNTPP,RIHAND1,RAMPUR,SASAN,NTPL,RAPPC,DHAULIGNGA,FSTPP I & II,DULHASTI,SINGRAULI_HYDRO,TALA,NLCEXP,NLCIIST1,NJPC,MAPS,NAPP,SIMHST1,SIMHST2,SEWA2,SINGRAULI,AURY_CRF,DADRI_RF,AURY_RF,ANTA_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRT2,CHAMERA3,ANTA_GF,ANTA_CRF,ANTA_LF,CHAMERA1,BSIUL,CHAMERA2,KOTESHWR,KKNPPU2,KOLDAM,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,19.28,0,231.3,123.4,0,38.09,0,0,4.41,13.99,0,5.55,0,12.5,0.64,0,0,11.58,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,81.95,0,399.14,0,50.53,0,17.86,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

63,15:30-15:45,19.28,0,232.54,123.4,0,38.09,0,0,4.41,19.23,0,9.88,0,14.91,0.64,0,0,14.87,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,85.89,0,399.14,0,50.53,8.8,17.86,31.78,0,0,0,0,22.55,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

64,15:45-16:00,19.28,0,315.95,123.4,0,38.09,0,0,4.41,22.7,0,5.55,0,18.03,0.64,0,0,14.87,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,86.77,0,399.14,0,50.53,8.8,17.86,31.78,0,0,0,0,45.1,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

65,16:00-16:15,19.28,0,395.04,138.75,0,43.31,0,0,4.41,22.7,0,5.55,0,18.03,0.64,14.89,0,14.87,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.56,0,399.14,0,50.53,8.8,20.05,31.78,0,0,0,0,45.1,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

66,16:15-16:30,19.28,0,395.04,138.75,0,43.31,0,0,4.41,22.7,0,5.55,0,18.03,0.64,29.76,0,16.64,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,399.14,0,50.53,8.8,20.05,31.78,0,0,0,0,67.1,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

67,16:30-16:45,19.28,0,396,138.75,0,43.31,0,0,4.41,25.43,0,5.55,0,20.18,0.64,29.76,0,19.82,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.2,0,50.53,8.8,20.05,31.78,0,0,0,0,90.2,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

68,16:45-17:00,19.28,0,414.24,138.75,0,43.31,0,0,4.41,25.44,0,5.55,0,20.43,0.64,44.65,0,19.82,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,20.05,31.78,0,0,0,0,90.2,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,399.08,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

69,17:00-17:15,19.28,0,226.72,138.75,0,43.31,0,0,4.41,22.84,0,5.55,0,18.13,0.64,44.65,0,17.68,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,20.05,31.78,0,0,0,0,90.2,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,368.32,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

70,17:15-17:30,19.28,0,226.72,138.75,0,43.31,0,0,4.41,22.84,0,5.55,0,18.13,0.64,44.65,0,17.68,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,17.61,20.05,31.78,0,0,0,0,112.75,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,361.95,9.33,0,0,0,11.42,1.06,3.86,8.55,0,0,0,0,0,0,0,0

71,17:30-17:45,19.28,0,226.72,138.75,0,43.31,0,0,4.41,22.84,0,5.55,0,18.13,0.64,60.01,0,17.68,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,26.42,20.05,31.78,0,0,0,0,135.3,0,40.46,0,0,5.08,134.67,0,0,0,0,0,0,0,0,0,361.95,18.66,0,0,0,27.09,3.18,7.71,8.55,0,0,0,0,0,0,0,0

72,17:45-18:00,19.28,0,226.72,138.75,0,43.31,0,0,4.41,22.84,0,5.55,0,18.13,2.66,60.01,0,17.68,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,35.24,20.05,47.66,0,0,0,0,135.3,0,40.46,0,0,10.16,134.67,0,0,0,0,0,0,0,0,0,361.95,28.02,0,0,0,40.64,18.86,38.09,19.01,0,0,0,0,0,0,0,0

73,18:00-18:15,19.28,0,226.72,138.75,0,43.31,0,0,4.41,25.33,0,5.55,0,20.34,34.06,60.01,0,19.82,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,35.24,20.05,47.66,0,0,0,0,135.3,0,40.46,0,0,10.16,134.67,0,0,0,0,0,0,0,0,0,391.02,28.02,0,0,0,40.64,18.86,38.09,19.01,0,0,0,0,0,0,0,0

74,18:15-18:30,19.28,0,226.72,138.75,0,43.31,0,0,4.41,25.44,0,5.55,0,20.43,34.06,60.01,0,19.82,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,35.24,20.05,47.66,0,0,0,0,135.3,0,40.46,0,0,10.16,134.67,0,0,0,0,0,0,0,0,0,447.32,28.02,0,0,0,40.64,18.86,38.09,19.01,0,0,0,0,0,0,0,0

75,18:30-18:45,19.28,0,226.72,138.75,0,43.31,0,0,4.41,25.44,0,5.55,0,20.43,2.66,60.01,0,19.82,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,35.24,20.05,47.66,0,0,0,0,135.3,0,40.46,0,0,10.16,134.67,0,0,0,0,0,0,0,0,0,469.66,28.02,0,0,0,40.64,18.86,38.09,19.01,0,0,0,0,0,0,0,0

76,18:45-19:00,19.28,0,226.72,138.75,0,43.31,0,0,4.41,25.44,0,5.55,0,20.43,1.07,60.01,0,19.82,0,0,0,2.46,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,35.24,20.05,47.66,0,0,0,0,135.3,0,40.46,0,0,10.16,134.67,0,0,0,0,0,0,0,0,0,469.66,28.02,0,0,0,40.64,18.86,38.09,19.01,0,0,0,0,0,0,0,0

77,19:00-19:15,19.28,0,349.91,138.75,0,43.31,0,0,4.41,22.84,0,5.55,0,18.35,1.07,60.01,0,17.68,0,0,0,6.13,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,35.24,20.05,47.66,0,0,0,0,135.3,0,40.46,0,0,10.16,134.67,0,0,0,0,0,0,0,0,0,436.05,28.02,0,0,0,40.64,18.86,38.09,19.01,0,0,0,0,0,0,0,0

78,19:15-19:30,19.28,0,395.04,138.75,0,43.31,0,0,4.41,22.84,0,5.55,0,18.13,1.07,60.01,0,17.68,0,0,0,31.91,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,35.24,20.05,47.66,0,0,0,0,135.3,0,40.46,0,0,10.16,134.67,0,0,0,0,0,0,0,0,0,368.05,28.02,0,0,0,27.08,18.86,38.09,19.01,0,0,0,0,0,0,0,0

79,19:30-19:45,19.28,0,395.04,138.75,0,40.39,0,0,4.41,22.84,0,5.55,0,18.13,1.07,60.01,0,17.68,0,0,0,31.91,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,26.42,20.05,31.78,0,0,0,0,112.75,0,40.46,0,0,5.08,134.67,0,0,0,0,0,0,0,0,0,362.24,18.66,0,0,0,11.96,1.06,1.8,8.55,0,0,0,0,0,0,0,0

80,19:45-20:00,19.28,0,395.04,138.75,0,40.39,0,0,4.41,22.84,0,5.55,0,18.13,1.07,60.01,0,17.68,0,0,0,31.91,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,17.61,20.05,31.78,0,0,0,0,112.75,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,362.24,9.33,0,0,0,0,0,1.8,8.55,0,0,0,0,0,0,0,0

81,20:00-20:15,19.28,0,395.04,138.75,0,40.39,0,0,4.41,22.84,0,5.55,0,18.13,34.06,60.01,0,14.97,0,0,0,31.91,0,119.86,0,13.45,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,20.05,31.78,0,0,0,0,90.2,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.8,8.55,0,0,0,0,0,0,0,0

82,20:15-20:30,19.28,0,327.02,138.75,0,40.39,0,0,4.41,22.84,0,5.55,0,18.13,34.06,44.65,0,14.97,0,0,0,31.91,0,119.86,0,67.22,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,20.05,31.78,0,0,0,0,90.2,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.8,8.55,0,0,0,0,0,0,0,0

83,20:30-20:45,19.28,0,269.18,138.75,0,40.39,0,0,4.41,22.84,0,5.55,0,18.13,2.66,44.65,0,14.97,0,0,0,31.91,0,119.86,0,67.22,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,20.05,15.89,0,0,0,0,67.65,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.8,8.55,0,0,0,0,0,0,0,0

84,20:45-21:00,19.28,0,232.54,138.75,0,40.39,0,0,4.41,22.84,0,5.55,0,18.13,1.07,44.65,0,14.97,0,0,0,4.91,0,119.86,0,67.22,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,20.05,15.89,0,0,0,0,67.65,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.8,8.55,0,0,0,0,0,0,0,0

85,21:00-21:15,19.28,0,232.54,138.75,0,40.39,0,0,4.41,19.37,0,5.55,0,15.32,1.07,29.76,0,14.97,0,0,0,2.46,0,119.86,0,67.22,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,20.05,15.89,0,0,0,0,67.65,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,397.43,0,0,0,0,0,0,1.8,8.55,0,0,0,0,0,0,0,0

86,21:15-21:30,19.28,0,232.54,138.75,0,40.39,0,0,4.41,19.37,0,5.55,0,15.32,1.07,29.76,0,14.97,0,0,0,0,0,119.86,0,13.45,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,20.05,15.89,0,0,0,0,45.1,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,467.81,0,0,0,0,0,0,1.8,8.55,0,0,0,0,0,0,0,0

87,21:30-21:45,19.28,0,232.54,138.75,0,40.39,0,0,4.41,19.37,0,5.55,0,15.32,1.07,29.76,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,20.05,15.89,0,0,0,0,45.1,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,480.16,0,0,0,0,0,0,1.8,8.55,0,0,0,0,0,0,0,0

88,21:45-22:00,19.28,0,232.54,138.75,0,40.39,0,0,4.41,19.37,0,5.55,0,15.32,2.66,14.89,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,20.05,15.89,0,0,0,0,22.55,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,480.16,0,0,0,0,0,0,1.8,8.55,0,0,0,0,0,0,0,0

89,22:00-22:15,19.28,0,232.54,138.75,0,40.39,0,0,4.41,19.37,0,5.55,0,15.32,34.06,14.89,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,18.12,15.89,0,0,0,0,22.55,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,480.16,0,0,0,0,0,0,1.8,8.55,0,0,0,0,0,0,0,0

90,22:15-22:30,19.28,0,232.54,138.75,0,40.39,0,0,18.15,19.37,0,5.55,0,15.32,34.06,11.84,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,17.86,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,480.16,0,0,0,0,0,0,1.8,8.55,0,0,0,0,0,0,0,0

91,22:30-22:45,19.28,0,232.54,138.75,0,40.39,0,0,18.15,19.37,0,5.55,0,15.32,2.66,0,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,17.86,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,480.16,0,0,0,0,0,0,1.8,8.55,0,0,0,0,0,0,0,0

92,22:45-23:00,19.28,0,232.54,138.75,0,40.39,0,0,18.15,19.37,0,5.55,0,15.32,1.07,0,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,20.05,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,480.16,0,0,0,0,0,0,1.8,8.55,0,0,0,0,0,0,0,0

93,23:00-23:15,19.28,0,232.54,138.75,0,40.39,0,0,18.15,19.37,0,5.55,0,15.32,1.07,0,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,20.05,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,501.54,0,0,0,0,0,0,1.8,8.55,0,0,0,0,0,0,0,0

94,23:15-23:30,19.28,0,232.54,138.75,0,40.39,0,0,10.37,19.37,0,5.55,0,15.32,1.07,0,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,20.05,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,522.94,0,0,0,0,0,0,1.8,8.55,0,0,0,0,0,0,0,0

95,23:30-23:45,18.4,0,232.54,138.75,0,40.39,0,0,10.37,19.37,0,5.55,0,15.32,1.07,0,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,20.05,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,544.33,0,0,0,0,0,0,1.8,8.55,0,0,0,0,0,0,0,0

96,23:45-24:00,16.14,0,232.54,138.75,0,40.39,0,0,4.41,19.37,0,5.55,0,15.32,1.07,0,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,88.7,0,403.74,0,50.53,8.8,20.05,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,565.72,0,0,0,0,0,0,1.8,8.55,0,0,0,0,0,0,0,0

