Column1,Time,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/3109,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/8128,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/01/1192,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/2952,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/16/5917,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/SR/2025/01/13/4532
19,04:30-04:45,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,15.24,43.7,19.23,86.72,9.77,26.94,17.21,10.47,10.73,0,5.12,163.44,0,26.75,100.16,4.78,0,0,84.81,0,81.72,26.94,270.39,0,7.66,0,23,8,7.67,25,25,0,33.02

20,04:45-05:00,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,15.24,43.7,19.23,86.72,9.77,26.94,17.21,10.47,10.73,0,5.12,163.44,0,26.75,100.16,4.78,0,0,84.81,0,81.72,26.94,270.39,0,7.5,0,22.5,8,7.5,24,24,0,32.82

21,05:00-05:15,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,15.24,43.7,19.23,86.72,9.77,26.94,17.11,10.47,10.73,0,5.12,163.44,0,26.75,100.16,4.78,0,0,84.81,0,81.72,26.94,270.39,0,10.67,0,31.99,8,10.67,30,30,0,38.02

22,05:15-05:30,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,15.24,43.7,19.23,86.72,9.77,26.94,17.11,10.47,10.73,0,5.12,163.44,0,26.24,100.16,4.78,0,0,115.33,0,81.72,26.94,270.39,0,10.83,0,32.51,8,10.83,29.34,29.33,0,37.62

23,05:30-05:45,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,15.24,43.7,19.23,86.72,9.77,26.94,17.11,10.47,10.73,0,5.12,163.44,0,28.26,100.16,4.78,0,0,115.33,0,81.72,26.94,270.39,0,10.83,0,32.51,8,10.83,36.66,36.67,0,41.02

24,05:45-06:00,0,0,0,0,1,0,0,0,0,0,0.42,-0,134.84,20.74,15.24,43.7,19.23,86.72,9.77,26.94,17.11,10.47,10.73,0,5.12,163.44,0,27.76,100.16,4.78,0,0,115.33,0,81.72,26.94,270.39,0,10.83,0.53,32.51,8.1,10.83,36,36,0,40.82

25,06:00-06:15,1,0.18,3.6,1,1,0,5.2,1,0,0.88,1.18,-0,134.84,20.74,15.24,43.7,19.23,86.72,9.77,26.94,17.03,10.47,10.73,0,4.94,163.44,0,27.25,100.16,4.78,0,0,115.33,0,81.72,26.94,270.39,0,10.17,2.25,30.49,8.1,10.17,43.34,43.33,0,40.42

26,06:15-06:30,2,0.51,10.5,2,3,1,12.4,2,0,2.52,2.29,-0,134.84,20.74,15.24,43.7,19.23,86.72,9.77,26.94,17.03,10.47,10.73,0,4.94,163.44,0,27.25,100.16,4.78,0,0,115.33,0,81.72,26.94,270.39,0,10.17,5.36,30.49,7.8,10.17,42.66,42.67,0,39.02

27,06:30-06:45,3,0.91,20.8,3,4,2,21.9,3,0,4.52,3.51,-0,134.84,20.74,15.24,43.7,19.23,86.72,9.77,26.94,17.03,10.47,10.73,0.67,4.94,163.44,0,26.75,100.16,4.78,0.52,0.67,115.33,0,81.72,26.94,270.39,0,10.17,9.69,30.49,7.5,10.17,45.84,45.83,3,37.42

28,06:45-07:00,7,1.49,32.77,6,6,3,30,4,0,7.42,5.21,-0,134.84,20.74,15.24,43.7,19.23,86.72,9.77,26.94,17.03,10.47,10.73,1.04,4.94,163.44,0,26.24,100.16,4.78,0.8,1.04,115.33,0,81.72,26.94,270.39,0,10,15.26,30,7.2,10,45.1,45.1,5,35.41

29,07:00-07:15,10,1.7,32.33,11,9,5,32.33,5,0,8.48,6.26,-0,134.84,20.74,15.24,43.7,19.23,66.85,6.16,26.94,16.93,10.47,10.73,1.5,4.94,163.44,0,26.24,100.16,4.78,1.16,1.5,106.85,0,81.72,26.94,231.94,0,11.37,21.97,34.09,11.07,11.37,48.34,48.33,7.99,35.41

30,07:15-07:30,12,2.66,33,13,12,6,33,6,0,13.31,8.55,-0,134.84,20.74,15.24,43.7,19.23,66.85,6.16,26.94,16.93,10.47,10.73,2.05,4.94,163.44,0,26.24,100.16,4.78,1.58,2.05,98.37,0,81.72,26.94,193.48,0,11.55,29.5,34.65,11.13,11.55,47.34,47.33,11,34.21

31,07:30-07:45,23,3.64,33,18,18,11,33,7,0,18.17,9.91,-0,134.84,20.74,15.24,43.7,19.23,48.94,6.16,26.94,16.93,10.47,10.73,2.67,4.94,163.44,0,27.25,100.16,4.78,2.06,2.67,89.89,0,81.72,26.94,155.03,0,11.92,32.43,35.74,11.24,11.92,46.66,46.67,16,36.42

32,07:45-08:00,27,4.62,32.86,22,22,13,32.86,8,0,23.09,13.33,-0,134.84,20.74,15.24,43.7,19.23,48.94,6.16,26.94,16.93,10.47,10.73,3.09,4.94,163.44,0,27.25,100.16,4.78,2.4,3.09,81.41,0,81.72,26.94,149.51,0,12.1,40.59,36.3,11.39,12.1,46,46,25,36.01

33,08:00-08:15,22,8.58,31.9,15,19,11,31.9,9,0,42.89,13.58,-0,134.84,20.74,15.24,43.7,19.23,38.01,6.44,26.94,16.83,10.47,10.73,6.5,4.94,163.44,0,27.25,100.16,6.66,5.02,6.5,72.93,0,81.72,26.94,149.51,0,12.65,48.88,37.95,11.39,12.65,45,45,31.9,35.61

34,08:15-08:30,27,12.57,33,17,22,13,33,11,0,62.86,17.47,-0,134.84,20.74,15.24,43.7,19.23,38.01,6.44,26.94,16.83,10.47,10.73,7.53,4.94,163.44,0,27.25,100.16,6.66,5.82,7.53,70.11,0,81.72,26.94,149.51,0,12.83,57.3,38.51,11.29,12.83,43.34,43.33,33,35.01

35,08:30-08:45,30,14.88,33,18,24,15,33,10,0,74.4,21.36,-0,134.84,20.74,15.24,43.7,19.23,38.01,3.08,26.94,16.83,10.47,10.73,8.53,4.94,163.44,0,26.75,100.16,6.66,6.59,8.53,70.11,0,81.72,26.94,149.51,0,12.65,65.24,37.95,12.67,12.65,41.66,41.67,33,41.02

36,08:45-09:00,35,17.03,33,20,27,18,33,11,0,85.12,25.25,-0,134.84,20.74,15.24,43.7,19.23,38.01,3.08,26.94,16.83,10.47,10.73,9.55,4.94,163.44,0,26.24,100.16,6.66,7.38,9.55,70.11,0,81.72,26.94,149.51,0,12.83,82.79,38.51,12.33,12.83,41.66,41.67,33,41.02

37,09:00-09:15,43,19.17,33,23,33,22,33,12,0,95.86,30.29,-90.85,134.84,20.74,15.24,24.04,19.23,38.01,5.95,26.95,16.83,10.47,10.73,5.3,4.94,163.44,0,24.22,100.16,6.66,4.1,5.3,70.11,0,81.72,26.95,149.51,0,13.02,88.51,39.04,12,13.02,41.66,41.67,33,41.02

38,09:15-09:30,47,21.32,33,25,36,23,33,13,0,106.59,35.33,-181.7,134.84,20.74,15.24,24.04,19.23,38.01,5.95,26.95,16.83,10.47,10.73,6.47,4.94,163.44,0,24.22,100.16,6.66,5,6.47,70.11,0,81.72,26.95,149.51,0,13.02,95.44,39.04,11.67,13.02,42.16,42.17,33,41.02

39,09:30-09:45,49,14.66,33,27,39,24,33,15,0,73.27,33.12,-181.7,134.84,20.74,15.24,24.04,19.23,38.01,5.95,26.95,16.83,10.47,10.73,7.04,4.94,163.44,0,24.22,100.16,4,5.44,7.04,70.11,0,81.72,26.95,149.51,0,13.02,101.79,39.04,11.33,13.02,43.64,43.63,33,41.02

40,09:45-10:00,53,15.89,33,28,43,27,33,15,0,79.42,36.37,-181.7,134.84,20.74,15.24,24.04,19.23,38.01,5.95,26.95,16.83,10.47,10.73,7.54,4.94,163.44,0,24.22,100.16,4,5.82,7.54,70.11,0,81.72,26.95,149.51,0,13.2,107.9,39.6,11,13.2,45.1,45.1,33,41.02

41,10:00-10:15,57,17.35,33,25,46,28,33,16,0,86.72,40.77,-181.7,134.84,20.74,15.24,24.04,19.23,55.92,5.95,26.95,16.75,10.47,10.73,8.17,4.75,163.44,0,24.22,100.16,4,6.32,8.17,70.11,0,81.72,26.95,149.51,0,13.38,112.73,40.16,11.09,13.38,48.04,48.03,33,41.02

42,10:15-10:30,60,18.36,33,25,49,30,33,16,0,91.77,45.13,-181.7,134.84,20.74,15.24,24.04,19.23,55.92,5.95,26.95,16.75,10.47,10.73,8.61,4.75,163.44,0,24.22,100.16,4,6.66,8.61,70.11,0,81.72,26.95,149.51,0,13.02,111.18,39.04,11.44,13.02,50.96,50.97,33,41.02

43,10:30-10:45,53,16.27,33,28,48,27,33,17,0,81.33,49.46,-181.7,134.84,20.74,15.24,24.04,19.23,55.92,6.33,26.95,16.75,10.47,10.73,9.18,4.75,163.44,0,20.69,100.16,4,7.1,9.18,70.11,0,81.72,26.95,170.85,0,12.65,113.88,37.95,13.58,12.65,57.28,57.27,33,41.02

44,10:45-11:00,57,16.88,33,32,51,28,33,18,0,84.38,53.79,-181.7,134.84,20.74,15.24,24.04,19.23,55.92,6.33,26.95,16.75,10.47,10.73,9.54,4.75,163.44,0,20.69,100.16,4,7.37,9.54,70.11,0,81.72,26.95,188.23,0,12.47,121.77,37.39,13.86,12.47,57.28,57.27,33,41.02

45,11:00-11:15,59,16.32,33,32,54,29,33,19,0,81.57,43.42,-181.7,134.84,20.74,15.24,24.04,19.23,55.92,5.95,26.95,16.75,10.47,10.73,9.63,3.73,163.44,0,20.69,52.88,4,7.44,9.63,70.11,0,81.72,26.95,214.71,0,15.11,124.52,45.35,13.96,15.11,58.88,58.89,33,41.02

46,11:15-11:30,60,17.36,33,33,55,30,33,19,0,86.82,44.82,-181.7,134.84,20.74,15.24,24.04,19.23,55.92,5.95,26.95,16.75,10.47,10.73,9.69,3.73,163.44,0,20.69,52.88,4,7.49,9.69,70.11,0,81.72,26.95,229.73,0,14.89,125.49,44.66,13.99,14.89,61.3,61.31,33,41.02

47,11:30-11:45,60,18.41,33,32,49,30,33,20,0,92.05,48.3,-181.7,134.84,20.74,15.24,24.04,19.23,55.92,5.95,26.95,16.75,10.47,10.73,9.72,3.73,163.44,0,20.69,52.88,4,7.51,9.72,70.11,0,81.72,26.95,252.73,0,18,127.64,54,15.36,18,63.34,63.33,33,41.22

48,11:45-12:00,63,19.46,33,32,49,32,33,21,0,97.28,51.81,-181.7,134.84,20.74,15.24,24.04,19.23,55.92,5.95,26.95,16.75,10.47,10.73,9.75,3.73,163.44,0,20.69,52.88,4,7.53,9.75,70.11,0,81.72,26.95,270.39,0,18.33,126.71,55.01,15.14,18.33,63.66,63.67,33,40.82

49,12:00-12:15,57,19.21,33,46,49,28,33,22,0,96.05,45,-181.7,134.84,20.74,15.24,24.04,19.23,67.13,3.43,26.96,16.65,10.85,10.73,9.77,4.85,163.44,0,20.69,52.88,2.12,7.55,9.77,70.11,0,81.72,26.96,270.39,0,18.67,124.98,55.99,15.29,18.67,63.34,63.33,33,40.62

50,12:15-12:30,59,21.02,33,48,49,29,33,23,0,105.1,48.33,-181.7,134.84,20.74,15.24,24.04,19.23,75.79,3.43,26.96,16.65,10.85,10.73,9.79,4.85,163.44,0,20.69,52.88,2.12,7.57,9.79,70.11,0,81.72,26.96,270.39,0,19.17,124.52,57.49,15.64,19.17,63.34,63.33,33,40.82

51,12:30-12:45,43,17.06,33,52,45,22,33,23,0,85.29,45,-181.7,134.84,20.74,15.24,24.04,19.23,75.79,3.43,26.96,16.65,10.85,10.73,9.83,4.85,163.44,0,20.69,78.83,2.12,7.6,9.83,70.11,0,81.72,26.96,270.39,0,19.96,123.34,59.89,16.67,19.96,63.34,63.33,33,40.62

52,12:45-13:00,45,17.61,33,52,45,23,33,23,0,88.06,48.33,-181.7,134.84,20.74,15.24,24.04,19.23,75.79,3.43,26.96,16.65,10.85,10.73,9.84,4.85,163.44,0,20.69,100.16,2.12,7.61,9.84,70.11,0,81.72,26.96,270.39,0,21.48,124.03,64.42,16.79,21.48,63.34,63.33,33,40.82

53,13:00-13:15,47,18.34,33,47,42,23,33,23,0,91.69,40.14,-181.7,134.84,20.74,15.24,24.04,19.23,75.79,3.43,26.96,16.65,10.47,10.73,9.81,4.85,163.44,0,21.19,100.16,2.12,7.58,9.81,70.11,0,81.72,26.96,270.39,0,21.73,123.71,65.19,18.33,21.73,59.34,59.33,33,42.02

54,13:15-13:30,50,22.32,33,47,42,25,33,23,0,111.61,41.21,-181.7,134.84,20.74,15.24,24.04,19.23,75.79,3.43,26.96,16.65,10.47,10.73,9.7,4.85,163.44,0,21.19,100.16,2.12,7.5,9.7,70.11,0,81.72,26.96,270.39,0,21.98,118.39,65.94,18.67,21.98,60,60,33,42.02

55,13:30-13:45,50,22.57,33,45,42,25,33,27,0,112.87,48.68,-181.7,134.84,20.74,15.24,24.04,19.23,75.79,3.43,26.96,16.65,10.47,10.73,9.6,4.85,163.44,0,23.21,100.16,2.12,7.41,9.6,70.11,0,81.72,26.96,270.39,0,20,116.89,60,16,20,61.66,61.67,33,42.02

56,13:45-14:00,53,23.39,33,44,42,27,33,27,0,116.93,52.51,-181.7,134.84,20.74,15.24,24.04,19.23,75.79,3.43,26.96,16.65,10.47,10.73,9.52,4.85,163.44,0,23.21,100.16,2.12,7.36,9.52,103.93,0,81.72,26.96,270.39,0,20.67,114.39,61.99,16.33,20.67,61.66,61.67,33,42.02

57,14:00-14:15,52,27.5,33,38,42,26,33,26,0,137.5,70,-181.7,134.84,20.74,15.24,24.04,19.23,75.79,3.43,26.96,16.65,10.47,10.73,9.49,5.04,163.44,0,22.2,100.16,2.12,7.34,9.49,70.11,0,81.72,26.96,270.39,0,21.54,107.72,64.64,16.67,21.54,61.66,61.67,33,42.02

58,14:15-14:30,50,27,33,37,42,25,33,25,0,135,70,-181.7,134.84,20.74,15.24,24.04,19.23,75.79,3.43,26.96,16.65,10.47,10.73,9.5,5.04,163.44,0,22.71,100.16,2.12,7.35,9.5,70.11,0,81.72,26.96,270.39,0,22.2,104.36,66.6,17,22.2,61.66,61.67,33,42.02

59,14:30-14:45,45,26.67,33,36,42,23,33,25,0,133.33,68.29,-181.7,134.84,20.74,15.24,24.04,19.23,75.79,3.43,26.96,16.65,10.47,10.73,9.55,5.04,163.44,0,22.71,100.16,2.12,7.38,9.55,70.11,0,81.72,26.96,270.39,0,23.3,97.53,69.91,17.33,23.3,61.66,61.67,33,42.02

60,14:45-15:00,43,26.33,33,35,42,22,33,24,0,131.67,65.49,-181.7,134.84,20.74,15.24,24.04,19.23,75.79,3.43,26.96,16.65,10.47,10.73,9.51,5.04,163.44,0,22.71,100.16,2.12,7.36,9.51,70.11,0,81.72,26.96,270.39,0,24.4,91.68,73.19,17.67,24.4,63.34,63.33,33,42.02

61,15:00-15:15,33,25.83,33,42,33,17,33,21,0,129.17,54.91,-181.7,134.84,20.74,15.24,24.04,19.23,86.72,5.95,26.96,17.03,10.47,10.73,9.27,5.32,163.44,0,23.21,100.16,2.12,7.17,9.27,70.11,0,81.72,26.96,270.39,0,24.84,82.56,74.51,21.06,24.84,63.34,63.33,33,42.02

62,15:15-15:30,30,25.33,33,38,31,15,33,21,0,126.67,52.1,-181.7,134.84,20.74,15.24,24.04,19.23,86.72,5.95,26.96,17.03,10.47,10.73,8.77,5.32,163.44,0,23.21,100.16,2.12,6.77,8.77,70.11,0,81.72,26.96,270.39,0,25.28,81.68,75.83,20.8,25.28,63.34,63.33,33,42.02

63,15:30-15:45,40,21.67,33,45,30,20,33,16,0,108.33,45,-181.7,134.84,20.74,15.24,24.04,19.23,86.72,5.95,26.96,17.03,10.47,10.73,7.83,5.32,163.44,0,23.21,100.16,2.12,6.05,7.83,70.11,0,81.72,26.96,270.39,0,21.67,75.01,64.99,20.44,21.67,55,55,33,43.02

64,15:45-16:00,37,21.45,33,43,30,18,33,15,0,107.23,43.33,-181.7,134.84,20.74,15.24,24.04,19.23,86.72,5.95,26.96,17.03,10.47,10.73,7.42,5.32,163.44,0,23.21,100.16,2.12,5.73,7.42,70.11,0,81.72,26.96,270.39,0,22,72.19,66,20.04,22,54.66,54.67,33,43.02

65,16:00-16:15,33,22.45,33,43,30,17,33,13,0,112.25,43.33,-181.7,134.84,20.74,15.24,24.04,19.23,66.85,4,26.96,17.3,10.85,10.73,7.07,5.32,163.44,0,24.22,100.16,2.12,5.47,7.07,70.11,0,81.72,26.96,231.94,0,22.33,55.92,67.01,19.68,22.33,54,54,24,43.02

66,16:15-16:30,32,22.48,33,40,30,16,33,11,0,112.37,41.67,-181.7,134.84,20.74,15.24,24.04,19.23,66.85,4,26.96,17.3,10.85,10.73,6.58,5.68,163.44,0,25.23,100.16,2.12,5.09,6.58,70.11,0,81.72,26.96,214.84,0,23,50.38,69,19.32,23,53.34,53.33,16,43.02

67,16:30-16:45,30,18.33,33,38,33,15,33,10,0,91.67,40,-181.7,134.84,20.74,15.24,24.04,19.23,66.85,4,26.96,17.3,10.85,10.73,6,5.68,163.44,0,24.22,100.16,2.12,4.63,6,70.11,0,81.72,26.96,205.8,0,23.33,44.29,70.01,16.67,23.33,53,53,8,43.02

68,16:45-17:00,27,17.5,33,33,30,13,33,9,0,87.5,38.74,-181.7,134.84,20.74,15.24,24.04,19.23,66.85,4,26.96,17.3,10.85,10.73,5.37,5.68,163.44,0,24.22,100.16,2.12,4.15,5.37,70.11,0,81.72,26.96,198.89,0,24.17,38.54,72.49,16.33,24.17,52.66,52.67,5,43.02

69,17:00-17:15,23,16.67,33,23,27,12,33,9,0,83.33,34.45,-181.7,134.84,20.74,15.24,24.04,19.23,66.85,4,26.96,17.76,10.47,10.73,4.73,6.15,163.44,0,23.72,100.16,2.12,3.65,4.73,70.11,0,81.72,26.96,181.86,0,20.83,32.85,62.51,16,20.83,52.34,52.33,2,43.02

70,17:15-17:30,20,15.83,33,20,24,10,33,8,0,79.17,30.01,-181.7,134.84,20.74,15.24,24.04,19.23,66.85,4,26.96,17.76,10.47,10.73,4.08,6.15,163.44,0,24.22,100.16,2.12,3.15,4.08,70.11,0,81.72,26.96,165.25,0,20.67,27.24,61.99,16,20.67,52,52,0,43.02

71,17:30-17:45,17,8.33,33,17,21,8,33,7,0,41.67,23.88,-90.85,134.84,20.74,15.24,24.04,19.23,66.85,4,26.96,19.14,10.47,10.73,2.99,6.15,163.44,0,23.21,100.16,2.12,2.31,2.99,70.11,0,81.72,26.96,149.51,0,22.96,21.69,68.88,22.73,22.96,61.66,61.67,0,43.02

72,17:45-18:00,15,8.33,23.1,13,15,7,28.5,7,0,41.67,19.85,-0,134.84,20.74,15.24,24.04,19.23,66.85,4,26.96,19.14,10.47,10.73,2.18,6.15,163.44,0,24.22,100.16,2.12,1.69,2.18,70.11,0,81.72,26.96,149.51,0,23.33,16.51,70.01,22.63,23.33,62,62,0,43.02

