Block,Time Block,UNCHAHAR1,UNCHAHAR2,SINGRAULI,TALA,TEHRI,TANDA2,SASAN,SIMHST1,SINGRAULI_HYDRO,TALST2,SIMHST2,TANAKPUR,TelanganaSTPP,SALAL,SEWA2,RIHAND1,RSTPSU1TO6,RAPPC,RSTPSU7,RIHAND3,RIHAND2,MAPS,NAPP,NTPL,PARBATI3,NLCEXP,RAPPB,NLCIIST1,NJPC,NLCIIST2,RAMPUR,NLCTS2EXP,NNTPP,KOLDAM,KUDGI,KOTESHWR,KKNPPU2,KISHANGANGA,JHAJJAR,KHSTPP-I,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,DADRT2,FSTPP I & II,DULHASTI,DHAULIGNGA,BSIUL,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,AURY_GF,AURY_LF,URI2,ANTA_GF,AURY_CRF,DADRI_CRF,AURY_RF,URI,ANTA_CRF,ANTA_RF,VALLURNTECL,ANTA_LF,DADRI_LF,DADRI_GF,DADRI_RF,UNCHAHAR4,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
14,03:15-03:30,15.1,30.63,134.62,0,14.39,0,403.61,0,0,0,0,9.26,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,41.08,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,225.77,19.86,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

15,03:30-03:45,15.1,30.63,134.62,0,14.39,0,403.61,0,0,0,0,9.26,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,41.08,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,223.78,15.07,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

16,03:45-04:00,15.1,30.63,134.62,0,14.39,0,403.61,0,0,0,0,9.26,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,41.08,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,224.77,15.07,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

17,04:00-04:15,15.1,30.63,134.62,0,14.39,0,403.61,0,0,0,0,8.64,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,41.08,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,217.78,15.07,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

18,04:15-04:30,15.1,30.63,134.62,0,14.39,0,403.61,0,0,0,0,8.64,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,41.08,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,212.79,15.07,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

19,04:30-04:45,15.1,30.63,134.62,0,14.39,0,403.61,0,0,0,0,8.03,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,41.08,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,209.79,15.07,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

20,04:45-05:00,15.1,30.63,134.62,0,14.39,0,403.61,0,0,0,0,8.03,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,41.08,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,208.79,15.07,31.77,8.78,0,9.33,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

21,05:00-05:15,15.1,30.63,134.62,0,14.39,0,403.61,0,0,0,0,7.4,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,41.08,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,209.79,17,31.77,8.78,0,9.33,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

22,05:15-05:30,15.1,30.63,134.62,0,14.39,0,403.61,0,0,0,0,7.4,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,41.08,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,215.79,17,31.77,8.78,1.06,9.33,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

23,05:30-05:45,15.1,30.63,134.62,0,14.39,0,403.61,0,0,0,0,6.79,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,67.63,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,217.78,17,31.77,17.57,6.28,9.33,12.69,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

24,05:45-06:00,15.1,30.63,134.62,0,14.39,0,403.61,0,0,0,0,6.79,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,2.46,0,0,0,85.71,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,215.79,17,31.77,26.49,6.28,18.66,16.07,14.46,11.42,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

25,06:00-06:15,15.1,30.63,134.62,0,30,0,403.61,0,0,0,0,8.64,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,4.91,0,0,0,112.72,0,0,0,0,0,0,19.01,0,0,175.75,42.13,0,0,142.93,0,208.79,17,48.12,36.29,18.85,29.45,39.31,14.46,13.54,0,0,4.4,0,0,0,0,3.19,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

26,06:15-06:30,15.1,30.63,134.62,0,30,0,403.61,0,0,0,0,8.64,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,31.9,0,0,0,112.72,0,0,0,0,0,0,19.01,0,0,175.75,42.13,0,0,142.93,0,215.79,17,48.12,36.29,18.85,29.45,39.31,14.46,13.54,0,0,4.4,0,0,0,0,6.39,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

27,06:30-06:45,15.1,30.63,134.62,0,30,0,403.61,0,0,0,0,9.88,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,31.9,0,0,0,112.72,0,0,0,0,0,0,19.01,0,0,175.75,42.13,0,0,142.93,0,207.8,17,48.12,36.29,18.85,29.45,39.31,14.46,13.54,0,0,4.4,0,0,0,0,39.37,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

28,06:45-07:00,15.1,30.63,134.62,0,29.57,0,403.61,0,0,0,0,9.88,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,31.9,0,0,0,112.72,0,0,0,0,0,0,19.01,0,0,175.75,42.13,0,0,142.93,0,199.81,17,48.12,36.29,18.85,29.45,39.31,14.46,13.54,0,0,4.4,0,0,0,0,39.37,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

29,07:00-07:15,15.1,30.63,134.62,0,14.39,0,403.61,0,0,0,0,8.64,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,31.9,0,0,0,112.72,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,199.81,17,31.77,26.49,6.28,18.66,38.08,14.46,11.42,0,0,4.4,0,0,0,0,5.32,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

30,07:15-07:30,15.1,30.63,134.62,0,0,0,403.61,0,0,0,0,8.64,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,31.9,0,0,0,90.64,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,191.82,17,31.77,17.57,6.28,9.33,25.39,14.46,0,0,0,4.4,0,0,0,0,2.34,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

31,07:30-07:45,15.1,30.63,134.62,0,0,0,403.61,0,0,0,0,8.64,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,31.9,0,0,0,67.63,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,194.81,17,15.88,8.78,6.28,9.33,25.39,14.46,0,0,0,4.4,0,0,0,0,2.34,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

32,07:45-08:00,15.1,30.63,134.62,0,0,0,403.61,0,0,0,0,8.64,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,4.91,0,0,0,39.25,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,219.78,17,15.88,8.78,6.28,9.33,11.57,14.46,0,0,0,4.4,0,0,0,0,2.34,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

33,08:00-08:15,15.1,30.63,134.62,0,0,0,403.61,0,0,0,0,8.03,0,25.76,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,2.46,0,0,0,39.25,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,247.29,17.27,15.88,8.78,6.28,9.33,11.57,14.46,0,0,0,4.4,0,0,0,0,2.34,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

34,08:15-08:30,15.1,30.63,134.62,0,0,0,403.61,0,0,0,0,8.03,0,76.51,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,39.25,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,278.13,17.27,15.88,8.78,6.26,9.33,11.57,14.46,0,0,0,4.4,0,0,0,0,2.34,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

35,08:30-08:45,15.1,30.63,134.62,0,0,0,403.61,0,0,0,0,8.03,0,76.51,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,39.25,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,283.92,17.27,15.88,8.78,6.26,9.33,11.57,14.46,0,0,0,4.4,0,0,0,0,39.37,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

36,08:45-09:00,15.1,30.63,134.62,0,0,0,403.61,0,0,0,0,8.03,0,76.51,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,39.25,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,290.48,17.27,15.88,8.78,6.26,9.33,2.31,14.46,0,0,0,4.4,0,0,0,0,39.37,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

37,09:00-09:15,15.1,30.63,134.62,0,0,0,403.61,0,0,0,0,8.03,0,76.51,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,39.25,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,264.64,17.27,15.88,8.78,6.26,9.33,2.31,14.46,0,0,0,4.4,0,0,0,0,6.39,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0

38,09:15-09:30,17.88,34.78,134.62,0,0,0,403.61,0,0,0,0,8.03,0,25.76,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,39.25,0,0,0,0,0,0,8.55,0,0,175.75,42.13,0,0,142.93,0,262.71,20.05,15.88,8.78,6.26,9.33,2.31,14.46,0,0,0,4.4,0,0,0,0,2.34,0,0,0,0,0,0,0,0,20.25,0,0,0,0,0

39,09:30-09:45,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,6.79,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,39.25,0,0,0,0,0,0,8.55,0,0,173.82,42.13,0,0,142.93,0,260.79,20.05,15.88,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.34,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

40,09:45-10:00,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,6.79,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,39.25,0,0,0,0,0,0,8.55,0,0,173.82,42.13,0,0,142.93,0,223.68,20.05,15.88,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.34,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

41,10:00-10:15,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,6.79,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,39.25,0,0,0,0,0,0,8.55,0,0,173.82,37.21,0,0,128.24,0,223.68,17.85,15.88,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.34,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

42,10:15-10:30,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,6.79,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,39.25,0,0,0,0,0,0,8.55,0,0,173.82,37.21,0,0,125.9,0,252.11,17.85,15.88,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.34,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

43,10:30-10:45,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,12.59,0,25.19,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,39.25,0,0,0,0,0,0,8.55,0,0,173.82,42.13,0,0,142.93,0,273.31,20.05,15.88,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.34,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

44,10:45-11:00,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,12.59,0,25.19,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,39.25,0,0,0,0,0,0,8.55,0,0,173.82,42.13,0,0,142.93,0,277.17,20.05,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,5.32,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

45,11:00-11:15,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,7.4,0,25.19,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,173.82,42.13,0,0,142.93,0,245.85,17.85,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

46,11:15-11:30,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,7.4,0,25.19,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,173.82,42.13,0,0,142.93,0,218.38,17.85,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,5.32,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

47,11:30-11:45,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,7.4,0,25.19,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,173.82,38.21,0,0,130.72,0,218.38,17.85,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

48,11:45-12:00,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,7.4,0,25.19,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,173.82,37.21,0,0,130.72,0,218.38,17.85,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

49,12:00-12:15,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,12.59,0,25.19,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,173.82,37.21,0,0,135.54,0,218.38,17.85,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

50,12:15-12:30,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,12.59,0,25.19,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,173.82,37.21,0,0,142.93,0,218.38,17.85,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

51,12:30-12:45,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,7.4,0,25.19,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,173.82,42.13,0,0,142.93,0,253.56,17.85,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

52,12:45-13:00,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,7.4,0,25.19,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,173.82,42.13,0,0,142.93,0,256.93,17.85,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

53,13:00-13:15,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,8.03,0,25.19,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,173.82,42.13,0,0,142.93,0,256.93,17.85,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

54,13:15-13:30,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,8.03,0,25.19,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,173.82,42.13,0,0,142.93,0,256.93,17.85,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

55,13:30-13:45,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,12.59,0,25.19,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,173.82,42.13,0,0,142.93,0,256.93,17.85,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

56,13:45-14:00,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,12.59,0,25.19,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,173.82,42.13,0,0,142.93,0,266.57,17.85,31.77,8.78,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,5.32,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

57,14:00-14:15,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,8.64,0,25.19,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,173.82,42.13,0,0,142.93,0,247.29,20.05,31.77,8.78,0,0,2.31,14.46,0,0,0,25.93,0,0,0,0,36.17,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

58,14:15-14:30,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,8.64,0,25.19,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,173.82,42.13,0,0,142.93,0,256.93,20.05,31.77,8.78,0,0,2.31,14.46,0,0,0,25.93,0,0,0,0,36.17,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

59,14:30-14:45,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,8.03,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,172.6,42.13,0,0,142.93,0,255.4,20.05,31.77,8.78,0,0,2.31,14.46,0,0,0,25.93,0,0,0,0,5.32,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

60,14:45-15:00,17.88,36.27,134.62,0,0,0,403.61,0,0,0,0,8.03,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,172.6,42.13,0,0,142.93,0,245.76,20.05,31.77,8.78,0,0,2.31,14.46,0,0,0,25.93,0,0,0,0,2.34,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0

