Block,Time,CHAMERA2,KKNP,NJPC,NLCEXP,TALA,UNCHAHAR2,ANTA_GF,ANTA_RF,AURY_GF,NLCIIST1,RSTPSU1TO6,RSTPSU7,SIMHST1,ANTA_CRF,DADRI_GF,DADRI_RF,FSTPP I & II,KKNPPU2,PARBATI3,SALAL,SIMHST2,TALST2,URI,CHAMERA1,KUDGI,MAPS,NAPP,NLCIIST2,NNTPP,SASAN,SINGRAULI_HYDRO,TEHRI,UNCHAHAR4,DADRI_LF,DULHASTI,RIHAND1,TANAKPUR,UNCHAHAR1,UNCHAHAR3,VALLURNTECL,ANTA_LF,CHAMERA3,DHAULIGNGA,JHAJJAR,KGSU1AND2,KHSTPP-II,KOTESHWR,NTPL,RAMPUR,RAPPB,RAPPC,RIHAND3,SEWA2,AURY_RF,BSIUL,DADRT2,NLCTS2EXP,RIHAND2,TANDA2,DADRI_CRF,BRBCL,KGSU3AND4,KHSTPP-I,KISHANGANGA,KOLDAM,SINGRAULI,TelanganaSTPP,URI2,AURY_CRF,AURY_LF
35,08:30-08:45,44.22,0,0,0,9.85,43.71,0,30.87,0,0,0,0,0,0,0,76.64,11.7,0,0,70.88,0,0,36.43,28.1,0,0,45.34,0,0,393.75,0,67.72,1.62,0,36.23,82.31,12.94,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,28.98,0,0,0,60.38,127.6,17.37,77.94,6.52,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,23.65,0,0

36,08:45-09:00,44.22,0,0,0,9.85,43.71,0,30.75,0,0,0,0,0,0,0,76.64,11.7,0,0,70.88,0,0,36.43,28.1,0,0,45.34,0,0,393.75,0,67.72,1.62,0,36.23,82.31,12.94,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,28.98,0,0,0,60.38,127.6,17.37,77.94,6.52,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,23.65,0,0

37,09:00-09:15,44.22,0,0,0,9.85,43.71,0,30.75,0,0,0,0,0,0,0,76.64,11.7,0,0,70.88,0,0,36.43,28.1,0,0,45.34,0,0,393.75,0,66.5,1.62,0,36.23,82.31,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,28.98,0,0,0,60.38,127.6,17.37,77.69,13.04,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,20.68,0,0

38,09:15-09:30,44.22,0,0,0,9.85,43.71,0,30.75,0,0,0,0,0,0,0,76.64,11.7,0,0,70.88,0,0,36.43,28.1,0,0,45.34,0,0,393.75,0,66.29,1.62,0,36.23,82.31,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,28.98,0,0,0,60.38,127.6,17.37,77.69,13.04,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,20.68,0,0

39,09:30-09:45,44.22,0,0,0,9.85,43.71,0,30.64,0,0,0,0,0,0,0,76.64,13.2,0,0,70.88,0,0,36.43,28.1,0,0,45.34,0,0,393.75,0,50.14,1.62,0,36.23,82.31,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,28.98,0,0,0,60.38,127.6,17.37,77.69,13.04,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,20.68,0,0

40,09:45-10:00,44.22,0,0,0,9.85,43.71,0,30.51,0,0,0,0,0,0,0,76.64,14.3,0,0,70.88,0,0,36.43,28.1,0,0,45.34,0,0,393.75,0,50.14,1.62,0,36.23,82.31,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,28.98,0,0,0,60.38,127.6,17.37,77.69,13.04,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,20.68,0,0

41,10:00-10:15,44.22,0,0,0,13.05,43.71,0,30.4,0,0,0,0,0,0,0,76.64,14.3,0,0,70.88,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0,33.43,1.62,0,36.23,82.31,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.69,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,36.05,0,0

42,10:15-10:30,44.22,0,0,0,13.05,43.71,0,30.4,0,0,0,0,0,0,0,76.64,14.3,0,0,70.88,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0,16.71,1.62,0,36.23,82.31,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.69,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,36.05,0,0

43,10:30-10:45,44.22,0,0,0,13.05,43.71,0,30.4,0,0,0,0,0,0,0,76.64,14.3,0,0,70.88,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0,16.71,1.62,0,36.23,82.31,12.94,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.69,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,36.05,0,0

44,10:45-11:00,44.22,0,0,0,12.91,43.71,0,30.28,0,0,0,0,0,0,0,76.64,14.3,0,0,70.88,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0,0,1.62,0,36.23,82.31,12.94,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.69,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,26.6,0,0

45,11:00-11:15,44.22,0,0,0,12.91,43.71,0,30.28,0,0,0,0,0,0,0,76.64,14.3,0,0,70.88,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0,0,1.62,0,36.23,82.31,12.94,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.69,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,26.6,0,0

46,11:15-11:30,44.22,0,0,0,12.91,43.71,0,30.28,0,0,0,0,0,0,0,76.64,14.3,0,0,70.88,0,0,35.33,28.1,0,0,45.34,0,0,393.75,0,0,1.62,0,36.23,82.31,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.69,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,26.6,0,0

47,11:30-11:45,44.22,0,0,0,12.44,43.71,0,30.16,0,0,0,0,0,0,0,76.64,14.3,0,0,67.39,0,0,35.33,28.1,0,0,45.34,0,0,393.75,0,0,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.69,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,26.6,0,0

48,11:45-12:00,44.22,0,0,0,12.44,43.71,0,29.93,0,0,0,0,0,0,0,76.64,14.3,0,0,67.39,0,0,35.33,28.1,0,0,45.34,0,0,393.75,0,0,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.69,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,26.6,0,0

49,12:00-12:15,44.22,0,0,0,12.44,43.71,0,29.93,0,0,0,0,0,0,0,76.64,14.3,0,0,67.39,0,0,44.16,28.1,0,0,45.34,0,0,393.75,0.62,0,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,29.56,0,0

50,12:15-12:30,44.22,0,0,0,12.44,43.71,0,29.8,0,0,0,0,0,0,0,76.64,14.3,0,0,67.39,0,0,44.16,28.1,0,0,45.34,0,0,393.75,0.62,0,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,29.56,0,0

51,12:30-12:45,44.22,0,0,0,12,43.71,0,29.93,0,0,0,0,0,0,0,76.64,14.3,0,0,41.83,0,0,36.43,28.1,0,0,45.34,0,0,393.75,0.62,0,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,25.12,0,0

52,12:45-13:00,44.22,0,0,0,12,43.71,0,29.93,0,0,0,0,0,0,0,76.64,14.3,0,0,41.83,0,0,36.43,28.1,0,0,45.34,0,0,393.75,0.62,0,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,25.12,0,0

53,13:00-13:15,44.22,0,0,0,12,43.71,0,30.04,0,0,0,0,0,0,0,76.64,14.3,0,0,41.83,0,0,36.43,28.1,0,0,45.34,0,0,393.75,0.62,0,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,25.12,0,0

54,13:15-13:30,44.22,0,0,0,12,43.71,0,30.04,0,0,0,0,0,0,0,76.64,14.3,0,0,41.83,0,0,36.43,28.1,0,0,45.34,0,0,393.75,0.62,0,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,25.12,0,0

55,13:30-13:45,44.22,0,0,0,12,43.71,0,29.93,0,0,0,0,0,0,0,76.64,14.3,0,0,46.48,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,16.71,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,25.12,0,0

56,13:45-14:00,44.22,0,0,0,12,43.71,0,29.8,0,0,0,0,0,0,0,76.64,14.3,0,0,46.48,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,7.18,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,25.12,0,0

57,14:00-14:15,44.22,0,0,0,12.14,43.71,0,29.93,0,0,0,0,0,0,0,76.64,14.3,0,0,51.13,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,0,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,25.12,0,0

58,14:15-14:30,44.22,0,0,0,12.14,43.71,0,29.93,0,0,0,0,0,0,0,76.64,14.3,0,0,51.13,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,0,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,25.12,0,0

