Block,Time,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01022024/15022024/HP-39,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01022024/29022024/79,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01102023/30042040/GNA_LT_36,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01022024/15022024/HP-44,NR/30092023/31122025/SH-07,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/30092023/26122029/SH-06,NR/01022024/15022024/HP-37,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01102023/22052037/LT-59,NR/01022024/15022024/HP-35,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31032024/ ChanjuII,NR/01102023/30042040/GNA_LT_35,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/01022024/29022024/SJVN010224NR1469,NR/01022024/29022024/SJVN010224NR1468
6,01:15-01:30,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,25.220000,18.290000,25.220000,152.540000,67.380000,0.950000,52.940000,1.340000,6.740000,0.710000,18.950000,5.780000,70.180000,33.690000,148.880000,1.560000,0.000000,8.180000,0.000000,23.100000,49.78,0,0,0,17.84,49.78,0,0,0,0,0,0,53.5,0,0,0,0,16,0,13.88,17.83,0,0

7,01:30-01:45,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,25.220000,18.290000,25.220000,152.540000,67.380000,0.950000,52.940000,1.340000,6.740000,0.710000,18.950000,5.780000,70.180000,33.690000,148.880000,1.560000,0.000000,8.180000,0.000000,23.100000,26.95,0,0,0,11.54,26.95,0,0,0,0,0,0,34.6,0,0,0,0,15,0,8,11.53,0,0

8,01:45-02:00,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,25.220000,18.290000,25.220000,152.540000,67.380000,0.950000,52.940000,1.340000,6.740000,0.710000,18.950000,5.780000,70.180000,33.690000,148.880000,1.560000,0.000000,8.180000,0.000000,23.100000,26.86,0,0,0,11.88,26.86,0,0,0,0,0,0,35.67,0,0,0,0,14.4,0,8,11.89,0,0

9,02:00-02:15,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,25.220000,18.290000,25.220000,152.540000,67.380000,0.950000,52.940000,1.340000,6.740000,0.710000,18.950000,5.780000,70.180000,33.690000,148.880000,1.470000,0.000000,8.180000,0.000000,23.100000,17.42,0,0,0,8.67,17.42,0,0,0,0,0,0,26.02,0,0,0,0,17,0,8.25,8.68,0,0

10,02:15-02:30,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,25.220000,18.290000,25.220000,152.540000,67.380000,0.950000,52.940000,1.340000,6.740000,0.710000,18.950000,5.780000,70.180000,33.690000,148.880000,1.470000,0.000000,8.180000,0.000000,23.100000,17.75,0,0,0,8.89,17.75,0,0,0,0,0,0,26.66,0,0,0,0,16.8,0,7.64,8.89,0,0

11,02:30-02:45,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,25.220000,18.290000,25.220000,152.540000,67.380000,0.950000,52.940000,1.340000,6.740000,0.710000,18.950000,5.780000,70.180000,33.690000,148.880000,1.470000,0.000000,8.180000,0.000000,23.100000,18.42,0,0,0,8.93,18.42,0,0,0,0,0,0,26.76,0,0,0,0,16.6,0,11.88,8.92,0,0

12,02:45-03:00,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,25.220000,18.290000,25.220000,152.540000,67.380000,0.950000,52.940000,1.340000,6.740000,0.710000,18.950000,5.780000,70.180000,33.690000,148.880000,1.470000,0.000000,8.180000,0.000000,23.100000,19.09,0,0,0,8.98,19.09,0,0,0,0,0,0,26.97,0,0,0,0,16.4,0,11,8.99,0,0

13,03:00-03:15,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,25.220000,18.290000,25.220000,152.540000,67.380000,0.950000,52.940000,1.340000,6.740000,0.710000,18.950000,5.780000,70.180000,33.690000,148.880000,1.560000,0.000000,8.180000,0.000000,23.100000,21.3,0,0,0,9.13,21.3,0,0,0,0,0,0,27.4,0,0,0,0,16.2,0,10.29,9.13,0,0

14,03:15-03:30,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,25.220000,18.290000,25.220000,152.540000,67.380000,0.950000,52.940000,1.340000,6.740000,0.710000,18.950000,5.780000,70.180000,33.690000,148.880000,1.560000,0.000000,8.180000,0.000000,23.100000,22.57,0,0,0,9.17,22.57,0,0,0,0,0,0,27.5,0,0,0,0,16,0,9.51,9.16,0,0

15,03:30-03:45,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,25.220000,18.290000,25.220000,152.540000,67.380000,0.950000,52.940000,1.340000,6.740000,0.710000,18.950000,5.780000,70.180000,33.690000,148.880000,1.560000,0.000000,8.180000,0.000000,23.100000,23.07,0,0,0,9.35,23.07,0,0,0,0,0,0,28.02,0,0,0,0,16,0,8.84,9.34,0,0

16,03:45-04:00,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,25.220000,18.290000,25.220000,152.540000,67.380000,0.950000,52.940000,1.340000,6.740000,0.710000,18.950000,5.780000,70.180000,33.690000,148.880000,1.560000,0.000000,8.180000,0.000000,23.100000,23.8,0,0,0,9.54,23.8,0,0,0,0,0,0,28.67,0,0,0,0,16,0,8.46,9.56,0,0

17,04:00-04:15,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,25.220000,18.290000,25.220000,152.540000,67.380000,0.950000,52.940000,1.340000,6.740000,0.710000,18.950000,5.780000,70.180000,33.690000,148.880000,1.470000,0.000000,8.180000,0.000000,23.100000,24.37,0,0,0,9.95,24.37,0,0,0,0,0,0,29.82,0,0,0,0,13,0,8.31,9.94,0,0

18,04:15-04:30,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,25.220000,18.290000,25.220000,152.540000,67.380000,0.950000,52.940000,1.340000,6.740000,0.710000,18.950000,5.780000,70.180000,33.690000,148.880000,1.470000,0.000000,8.180000,0.000000,23.100000,24.57,0,0,0,10.17,24.57,0,0,0,0,0,0,30.53,0,0,0,0,12.41,0,8,10.18,0,0

19,04:30-04:45,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,25.220000,18.290000,25.220000,152.540000,67.380000,0.950000,52.940000,1.340000,6.740000,0.710000,18.950000,5.780000,66.030000,33.690000,192.500000,1.470000,0.000000,8.180000,0.000000,23.100000,15,0,0,0,7.34,15,0,0,0,0,0,0,22,0,0,0,0,12.01,0,7,7.33,0,0

20,04:45-05:00,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,25.220000,18.290000,25.220000,152.540000,83.580000,0.950000,52.940000,1.340000,6.740000,0.710000,18.950000,5.780000,66.030000,33.690000,231.000000,1.470000,0.000000,8.180000,0.000000,23.100000,15,0,0,0,7.34,15,0,0,0,0,0,0,22,0,0,0,0,11.81,0,6.34,7.33,0,0

21,05:00-05:15,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,30.800000,18.290000,24.090000,152.540000,83.580000,0.950000,52.940000,1.300000,6.740000,0.710000,18.950000,5.780000,66.030000,51.620000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,15,0,0,0,7.34,15,0,0,0,0,0,0,22,0,0,0,0,14.8,0,6.34,7.33,0,0

22,05:15-05:30,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,30.800000,18.290000,24.090000,152.540000,83.580000,0.950000,52.940000,1.300000,6.740000,0.710000,18.950000,5.780000,66.030000,51.620000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,15,0,0,0,7.34,15,0,0,0,0,0,0,22,0,0,0,0,15,0,6.34,7.33,0,0

23,05:30-05:45,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,30.800000,18.290000,24.090000,152.540000,83.580000,0.950000,52.940000,1.300000,6.740000,0.710000,18.950000,5.780000,66.030000,51.620000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,29.91,0,0,0,7.34,29.91,0,0,0,0,0,0,22,0,0,0,0,10.41,0,6.34,7.33,0,0

24,05:45-06:00,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,30.800000,18.290000,24.090000,152.540000,83.580000,0.950000,52.940000,1.300000,6.740000,0.710000,18.950000,5.780000,66.030000,51.620000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,29.69,0,0,0,7.34,29.69,0,0,0,0,0,0,22,0,0,0,0,10.61,0,6.34,7.33,0,0

25,06:00-06:15,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,81.810000,1.300000,6.740000,0.710000,0.000000,5.780000,66.030000,75.320000,270.700000,1.470000,0.000000,8.180000,0.000000,23.100000,15,0,0,0,7.34,15,0,0,0,0,0,0,22,0,0,0,0,8.81,0,6.34,7.33,0,0

26,06:15-06:30,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.300000,6.740000,0.710000,0.000000,5.780000,66.030000,85.820000,270.700000,1.470000,0.000000,8.180000,0.000000,23.100000,15,0,0,0,7.34,15,0,0,0,0,0,0,22,0,0,0,0,9.01,0,6.34,7.33,0,0

27,06:30-06:45,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.300000,6.740000,0.710000,0.000000,5.780000,66.030000,85.820000,270.700000,1.470000,0.000000,8.180000,0.000000,23.100000,15,0,0,0,7.34,15,0,0,0,0,0,0,22,0,0,0,0,13.6,0.5,6.34,7.33,0,0

28,06:45-07:00,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.300000,6.740000,0.710000,0.000000,5.780000,94.320000,85.820000,270.700000,1.470000,0.000000,8.180000,0.000000,22.140000,15,0,0,0,7.34,15,0,0,0,0,0,0,22,0,0,0,0,13.8,1.9,6.34,7.33,0,0

29,07:00-07:15,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.300000,6.740000,0.650000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,0.000000,8.180000,0.000000,22.140000,15,0,0,1,5.84,15,0,0,0.01,1,0,0,17.5,2.220264,0.06,0,1,14,6.9,6.34,5.83,0,0

30,07:15-07:30,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,0.030000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.300000,6.740000,0.650000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,0.030000,8.180000,0.030000,21.180000,15,0,0.5,3,5.84,15,0,0,0.1,5,1,0,17.5,8.52075,0.53,0,7,14.4,12.9,6.34,5.83,0,0

31,07:30-07:45,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,0.320000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.300000,6.740000,0.650000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,0.320000,8.180000,0.320000,21.180000,22.67,0.33,1,5,5.84,22.67,7,3,0.57,11,3,0,17.5,15.522372,2.87,0,12.5,12.41,19.51,6.34,5.83,0,0

32,07:45:08:00,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,1.400000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.300000,6.740000,0.650000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,1.370000,8.180000,1.370000,20.210000,22.33,5,4,10,5.84,22.33,18,7,5.54,14.67,5,0,17.5,22.971942,27.71,0,27.68,12.6,27.6,6.34,5.83,0,0

33,08:00-08:15,96.250000,51.580000,4.810000,0.000000,48.120000,6.740000,2.990000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.300000,6.740000,0.650000,0.000000,5.780000,115.450000,85.820000,270.700000,1.560000,2.920000,8.180000,2.920000,20.210000,26,10.24,8.1,18,10.17,26,35,15,8.48,25.32,9,0,30.53,32.28147,42.42,0,25.32,12.8,25.31,6.34,10.18,0,0

34,08:15-08:30,96.250000,51.580000,4.810000,0.000000,48.120000,6.740000,5.100000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.300000,6.740000,0.650000,0.000000,5.780000,115.450000,85.820000,270.700000,1.560000,4.980000,8.180000,4.980000,20.210000,25.67,19.82,13.44,27,9.87,25.67,53,22,13.25,26.98,13,0,29.6,43.499646,66.27,0,26.98,13,26.99,6.34,9.87,0,0

35,08:30-08:45,96.250000,51.580000,4.810000,0.000000,48.120000,6.740000,6.790000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.300000,6.740000,0.650000,0.000000,5.780000,115.450000,85.820000,270.700000,1.560000,6.630000,8.180000,6.630000,19.250000,24.92,29.19,17.81,37,9.51,24.92,70,30,18.22,27.82,18,0,28.5,56.032452,91.12,0,27.82,13.6,27.81,6.34,9.5,0,0

36,08:45:09:00,96.250000,51.580000,4.810000,0.000000,48.120000,6.740000,8.390000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.300000,6.740000,0.650000,0.000000,5.780000,115.450000,85.820000,270.700000,1.560000,8.190000,8.180000,8.190000,19.250000,21.64,38.43,23.61,47,9.63,21.64,91,39,23.03,28.48,23,0,28.88,68.954778,115.18,0,28.48,13.8,28.49,6.34,9.62,0,0

37,09:00:09:15,96.250000,51.580000,4.810000,0.000000,48.120000,6.740000,9.870000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.300000,6.740000,0.000000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,9.640000,8.180000,9.640000,0.000000,19.59,47.02,27.31,59,9.01,19.59,109,46,27.58,28.48,29,0,27.05,81.84789,137.89,0,28.48,16.07,28.49,6.34,9.02,0,0

38,09:15-09:30,96.250000,51.580000,4.810000,0.000000,48.120000,6.740000,11.200000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.300000,6.740000,0.000000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,10.930000,8.180000,10.930000,0.000000,19,54.75,30.64,65,8.98,19,126,54,31.83,30.48,33,0,26.92,94.156722,159.14,0,30.48,16.27,30.49,6.34,8.97,0,0

39,09:30-09:45,96.250000,51.580000,4.810000,0.000000,48.120000,6.740000,12.420000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.300000,6.740000,0.650000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,12.120000,8.180000,12.120000,0.000000,17.33,61.96,33.78,72,8.66,17.33,139,59,35.84,30.48,36,0,26,106.056558,179.21,0,30.48,16.73,30.49,6.34,8.67,0,0

40,09:45-10:00,96.250000,51.580000,4.810000,0.000000,48.120000,6.740000,13.540000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.300000,6.740000,0.650000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,13.210000,8.180000,13.210000,0.000000,16,68.64,36.44,79,8.34,16,153,65,39.59,30.98,39,0,25,116.495694,197.93,0,30.98,17,30.99,6.34,8.33,0,0

41,10:00-10:15,96.250000,51.580000,4.810000,0.000000,48.120000,6.740000,14.500000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.340000,6.740000,0.690000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,14.140000,8.180000,14.140000,0.000000,15,74.72,38.94,84,8,15,161,69,41.34,30.98,42,0,24,125.337798,206.69,0,30.98,16.73,30.99,6.34,8,28.88,24.06

42,10:15-10:30,96.250000,51.580000,4.810000,0.000000,48.120000,6.740000,15.330000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.340000,6.740000,0.690000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,14.960000,8.180000,14.960000,0.000000,14,80.23,41.11,88,7.5,14,172,73,44.19,30.98,44,0,22.5,132.767892,220.94,0,30.98,16.21,30.99,6.34,7.5,28.88,24.06

43,10:30-10:45,96.250000,51.580000,4.810000,0.000000,48.120000,6.740000,16.130000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.340000,6.740000,0.690000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,15.740000,8.180000,15.740000,0.000000,14,84.92,43.08,92,7.34,14,179,76,46.91,30.98,46,0,22,140.529078,234.53,0,30.98,18.1,30.99,6.34,7.33,28.88,24.06

44,10:45-11:00,96.250000,51.580000,4.810000,0.000000,48.120000,6.740000,16.800000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.340000,6.740000,0.690000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,16.390000,8.180000,16.390000,0.000000,14.39,88.68,44.86,95,5.84,14.39,186,79,46.91,30.98,48,0,17.5,144.85275,234.53,0,30.98,18.13,30.99,6.34,5.83,28.88,24.06

45,11:00-11:15,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,17.130000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.340000,6.740000,0.690000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,16.710000,8.180000,16.710000,0.000000,15.06,91.38,46.27,97,7.5,15.06,193,82,46.91,31.15,48,0,22.5,148.076028,234.53,0,31.15,18.12,31.15,6.66,7.5,9.63,24.06

46,11:15-11:30,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,17.130000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.340000,6.740000,0.690000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,16.710000,8.180000,16.710000,0.000000,15.34,92.29,47.45,97,7.5,15.34,200,85,46.91,31.15,49,0,22.5,151.065594,234.53,0,31.15,23.08,31.15,6.66,7.5,9.63,24.06

47,11:30-11:45,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,17.130000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.340000,6.740000,0.690000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,16.710000,8.180000,16.710000,0.000000,15.94,92.33,48,97,7.5,15.94,203,87,46.91,31.48,49,0,22.5,152.292582,234.53,0,31.48,23.14,31.49,6.66,7.5,9.63,24.06

48,11:45-12:00,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,16.940000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.340000,6.740000,0.690000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,16.530000,8.180000,16.530000,0.000000,16.8,92.32,48,97,7.5,16.8,203,87,46.91,31.48,49,0,22.5,152.64315,234.53,0,31.48,23.14,31.49,6.66,7.5,9.63,24.06

49,12:00-12:15,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,16.940000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.340000,6.740000,0.690000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,16.530000,8.180000,16.530000,0.000000,17.43,92.31,48,97,7.5,17.43,203,87,46.91,31.48,49,0,22.5,157.716648,234.53,0,31.48,23.14,31.49,7,7.5,28.88,24.06

50,12:15-12:30,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,16.940000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,129.160000,0.950000,99.730000,1.340000,6.740000,0.690000,0.000000,5.780000,115.450000,85.820000,270.700000,1.470000,16.530000,8.180000,16.530000,0.000000,18.68,92.3,48,97,7.82,18.68,203,87,46.91,31.48,49,0,23.48,158.456736,234.53,0,31.48,23.14,31.49,7.4,7.83,28.88,24.06

51,12:30-12:45,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,16.940000,11.550000,0.000000,30.800000,18.290000,24.100000,0.000000,129.160000,0.950000,99.730000,1.340000,6.740000,0.690000,0.000000,5.780000,115.450000,75.320000,270.700000,1.470000,16.530000,8.180000,16.530000,0.000000,20.74,92.31,48.5,97,9.74,20.74,203,87,46.91,31.48,49,0,29.22,158.885208,234.53,0,31.48,25.11,31.49,10,9.74,28.88,24.06

52,12:45-13:00,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,16.940000,11.550000,0.000000,30.800000,18.290000,24.100000,0.000000,129.160000,0.950000,70.860000,1.340000,6.740000,0.690000,0.000000,5.780000,115.450000,75.320000,270.700000,1.470000,16.530000,8.180000,16.530000,0.000000,23.6,92.32,48.5,97,11.95,23.6,203,87,46.91,31.48,49,0,35.83,158.622282,234.53,0,31.48,25.08,31.49,10.34,11.94,28.88,24.06

