Block,Time,KGSU1AND2,KOLDAM,KUDGI,RSTPSU1TO6,KGSU3AND4,NJPC,NLCIIST2,TALA,TANDA2,TEHRI,TelanganaSTPP,UNCHAHAR4,VALLURNTECL,ANTA_RF,BRBCL,KOTESHWR,SIMHST2,URI,AURY_LF,DADRI_CRF,CHAMERA1,DADRT2,DHAULIGNGA,JHAJJAR,PARBATI3,RAPPC,RIHAND1,RIHAND2,SASAN,SIMHST1,TALST2,URI2,ANTA_CRF,ANTA_LF,DADRI_LF,CHAMERA2,KHSTPP-I,KHSTPP-II,KKNP,NLCEXP,NLCTS2EXP,NTPL,RAMPUR,SALAL,SEWA2,SINGRAULI,DADRI_RF,DULHASTI,FSTPP I & II,NAPP,NLCIIST1,NNTPP,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR1,AURY_CRF,MAPS,UNCHAHAR3,ANTA_GF,BSIUL,CHAMERA3,KISHANGANGA,KKNPPU2,RAPPB,RIHAND3,RSTPSU7,UNCHAHAR2,AURY_GF,AURY_RF,DADRI_GF
9,02:00-02:15,0,0,0,0,0,0,0,0,0,0,0,0,0,44.83,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,18.2,44.43,0,0,0,0.51,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

10,02:15-02:30,0,0,0,0,0,0,0,0,0,0,0,0,0,44.83,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,18.2,44.43,0,0,0,0.51,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

11,02:30-02:45,0,0,0,0,0,0,0,0,0,0,0,0,0,44.83,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,18.2,44.43,0,0,0,0.51,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

12,02:45-03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,45.05,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,18.2,44.43,0,0,0,0.51,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

13,03:00-03:15,0,0,0,0,0,0,0,0,0,0,0,0,0,45.05,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,18.2,44.43,0,0,0,0.51,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

14,03:15-03:30,0,0,0,0,0,0,0,0,0,0,0,0,0,45.05,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,18.2,44.43,0,0,0,0.51,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

15,03:30-03:45,0,0,0,0,0,0,0,0,0,0,0,0,0,45.05,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,18.2,44.43,0,0,0,0,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

16,03:45-04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,45.05,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,18.2,44.43,0,0,0,0,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

17,04:00-04:15,0,0,0,0,0,0,0,0,0,0,0,0,0,45.05,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,18.2,44.43,0,0,0,0.51,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

18,04:15-04:30,0,0,0,0,0,0,0,0,0,0,0,0,0,45.05,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,18.2,44.43,0,0,0,0.51,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

19,04:30-04:45,0,0,0,0,0,0,0,0,0,0,0,0,0,45.25,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,9.29,0,125.96,44.94,0,18.2,44.43,0,0,0,0.51,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

20,04:45-05:00,0,0,0,0,0,0,0,0,0,15.56,0,0,0,45.25,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,55.77,0,125.96,44.94,0,18.2,44.43,0,0,0,0.51,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

21,05:00-05:15,0,0,0,0,0,0,0,0,0,31.12,0,0,0,45.25,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,55.77,0,125.96,44.94,0,18.2,44.43,0,0,0,0.51,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

22,05:15-05:30,0,0,0,0,0,0,0,0,0,31.12,0,0,0,45.25,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,55.77,0,125.96,44.94,0,18.2,44.43,0,0,0,0.51,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

23,05:30-05:45,0,0,0,0,0,20.83,0,0,0,31.12,0,0,0,45.25,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,55.77,0,125.96,44.94,0,15.99,44.43,0,0,0,0.51,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

24,05:45-06:00,0,0,0,0,0,40.24,0,0,0,46.68,0,0,0,45.25,20,8.88,0,1.11,0,2.19,0,683.14,7.92,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,41.83,0,125.96,44.94,0,15.29,44.43,0,0,0,0.51,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

25,06:00-06:15,0,0,0,0,0,58.72,0,0,0,62.24,0,0,0,45.25,20,8.88,0,1.11,0,2.19,0,683.14,15.98,654.3,3.82,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,41.83,0,125.96,44.94,0,15.29,44.43,0,0,0,5.76,20.56,0,0,26.39,0,1.1,0,0,0,0,124.32,0,42.39,0,71.46,0

26,06:15-06:30,0,0,0,0,0,77.65,0,0,0,62.24,0,0,0,45.47,20,17.75,0,1.11,0,2.19,0,683.14,15.98,654.3,16.55,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,2.67,45.22,148.3,0,0,0,0,0,9.29,0,125.96,44.94,0,15.29,44.43,0,0,0,5.76,20.56,0,0,26.39,0,6.52,0,0,0,0,124.32,0,42.39,0,71.46,0

27,06:30-06:45,0,0,0,0,0,94.7,0,0,0,62.24,0,0,0,45.47,20,26.63,0,1.11,0,2.19,14.05,683.14,27.41,654.3,16.55,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,8,45.22,148.3,0,0,0,0,0,1.4,5.27,125.96,44.94,16.48,15.29,44.43,0,0,0,5.76,20.56,0,0,26.39,0,6.52,9.67,0,0,0,124.32,0,42.39,0,70.59,0

28,06:45-07:00,0,0,0,0,0,113.64,0,0,0,62.24,0,0,0,45.47,20,39.83,0,1.11,0,2.19,14.05,683.14,27.41,654.3,16.55,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,26.34,45.22,148.3,0,0,0,0,0,1.4,10.53,125.96,44.94,32.95,15.29,44.43,0,0,0,5.76,20.56,0,0,26.39,0,13.04,19.38,0,0,0,124.32,0,42.39,0,70.59,0

29,07:00-07:15,0,0,0,0,0,113.64,0,0,0,62.24,0,0,0,45.47,20,39.83,0,1.11,0,2.19,14.05,683.14,27.41,654.3,16.55,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,26.34,45.22,148.3,0,0,0,0,0,1.4,15.81,125.96,44.94,32.95,15.29,44.43,0,0,0,5.76,20.56,0,0,26.39,0,13.04,19.38,0,0,0,124.32,0,42.39,0,70.59,0

30,07:15-07:30,0,0,0,0,0,113.64,0,0,0,62.24,0,0,0,45.47,20,39.83,0,1.11,0,2.19,14.05,683.14,27.41,654.3,16.55,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,26.34,45.22,148.3,0,0,0,0,0,1.4,15.81,125.96,44.94,32.95,15.29,44.43,0,0,0,5.76,20.56,0,0,26.39,0,13.04,19.38,0,0,0,124.32,0,42.39,0,70.59,0

31,07:30-07:45,0,0,0,0,0,140.35,0,0,0,62.24,0,0,0,45.47,20,39.83,0,2.21,0,2.19,14.05,683.14,27.41,654.3,16.55,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,26.34,45.22,148.3,0,0,0,0,0,1.4,10.53,125.96,44.94,32.95,15.29,44.43,0,0,0,0.51,20.56,0,0,26.39,0,13.04,19.38,0,0,0,124.32,0,42.39,0,70.59,0

32,07:45-08:00,0,0,0,0,0,140.35,0,0,0,62.24,0,0,0,45.47,20,39.83,0,26.49,0,2.19,14.05,683.14,27.41,654.3,3.56,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,26.34,45.22,148.3,0,0,0,0,0,1.4,5.27,125.96,44.94,32.95,15.29,44.43,0,0,0,0.51,20.56,0,0,26.39,0,13.04,19.38,0,0,0,124.32,0,42.39,0,70.59,0

33,08:00-08:15,0,0,0,0,0,113.64,0,0,0,62.24,0,0,0,45.47,20,39.83,0,26.49,0,2.19,14.05,683.14,27.41,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,26.34,45.22,148.3,0,0,0,0,0,1.4,5.27,125.96,44.94,32.95,15.29,44.43,0,0,0,0.51,20.56,0,0,26.39,0,13.04,19.38,0,0,0,124.32,0,42.39,0,70.59,0

34,08:15-08:30,0,0,0,0,0,94.7,0,0,0,62.24,0,0,0,45.47,20,39.83,0,26.49,0,2.19,13.99,683.14,15.98,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,26.34,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,32.95,15.29,44.43,0,0,0,0.51,20.56,0,0,26.39,0,13.04,19.38,0,0,0,124.32,0,42.39,0,70.59,0

35,08:30-08:45,0,0,0,0,0,77.65,0,0,0,62.24,0,0,0,45.25,20,19.72,0,3.31,0,2.19,13.99,683.14,8.62,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,13.17,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,32.95,15.29,44.43,0,0,0,1.15,20.56,0,0,26.39,0,6.52,9.67,0,0,0,124.32,0,42.39,0,70.59,0

36,08:45-09:00,0,0,0,0,0,58.72,0,0,0,62.24,0,0,0,45.05,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,13.17,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.15,20.56,0,0,26.39,0,6.52,9.67,0,0,0,124.32,0,42.39,0,70.59,0

37,09:00-09:15,0,0,0,0,0,39.78,0,0,0,62.24,0,0,0,44.83,20,8.88,0,1.11,0,2.19,0,683.14,0,622.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,13.17,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.15,20.56,0,0,26.39,0,1.1,9.67,0,0,0,124.32,0,42.39,0,70.59,0

38,09:15-09:30,0,0,0,0,0,19.03,0,0,0,62.24,0,0,0,44.83,20,8.88,0,1.11,0,2.19,0,683.14,0,622.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.15,20.56,0,0,26.39,0,0,9.67,0,0,0,124.32,0,42.39,0,70.59,0

39,09:30-09:45,0,0,0,0,0,0,0,0,0,46.68,0,0,0,44.63,20,8.88,0,1.11,0,2.19,0,683.14,0,572.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.15,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

40,09:45-10:00,0,0,0,0,0,0,0,0,0,46.68,0,0,0,44.41,20,8.88,0,1.11,0,2.19,0,683.14,0,572.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.15,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

41,10:00-10:15,0,0,0,0,0,0,0,0,0,31.12,0,0,0,44.31,20,8.88,0,1.11,0,2.19,0,683.14,0,572.3,0,54.06,45,118.75,410.62,0,0,8.07,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,15.29,44.43,0,0,0,1.15,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

42,10:15-10:30,0,0,0,0,0,0,0,0,0,31.12,0,0,0,44.31,20,8.88,0,1.11,0,2.19,0,683.14,0,572.3,0,54.06,45,118.75,410.62,0,0,8.07,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,15.29,44.43,0,0,0,1.15,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

43,10:30-10:45,0,0,0,0,0,0,0,0,0,15.56,0,0,0,44.1,20,8.88,0,1.11,0,2.19,0,683.14,0,552.3,0,54.06,45,118.75,410.62,0,0,8.07,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,15.29,44.43,0,0,0,1.15,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

44,10:45-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,43.89,20,8.88,0,1.11,0,2.19,0,683.14,0,552.3,0,54.06,45,118.75,410.62,0,0,8.07,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,15.29,44.43,0,0,0,1.15,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

45,11:00-11:15,0,0,0,0,0,0,0,0,0,0,0,0,0,43.68,20,8.88,0,26.49,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,8.07,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

46,11:15-11:30,0,0,0,0,0,0,0,0,0,0,0,0,0,43.68,20,8.88,0,26.49,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,8.07,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

47,11:30-11:45,0,0,0,0,0,0,0,0,0,0,0,0,0,43.47,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

48,11:45-12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,43.47,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

49,12:00-12:15,0,0,0,0,0,0,0,0,0,0,0,0,0,43.36,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,0,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

50,12:15-12:30,0,0,0,0,0,0,0,0,0,0,0,0,0,43.16,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

51,12:30-12:45,0,0,0,0,0,0,0,0,0,0,0,0,0,43.16,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

52,12:45-13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

53,13:00-13:15,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

54,13:15-13:30,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

55,13:30-13:45,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

56,13:45-14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,42.74,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

57,14:00-14:15,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

58,14:15-14:30,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

59,14:30-14:45,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

60,14:45-15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

61,15:00-15:15,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,9.29,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

62,15:15-15:30,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,55.77,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

63,15:30-15:45,0,0,0,0,0,0,0,0,0,12.6,0,0,0,42.94,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,8.07,0,0,23.57,0,45.22,148.3,0,0,0,0,0,55.77,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

