Time,Block,NR/2023/18105/A/2080,NR/2023/18062/A/2082,NR/2023/17525/A,NR/2023/18074/A/2081,NR/2023/18185/C,NR/2023/17270/A,WR/2023/20577/A/2184,WR/2023/20256/A/2199,WR/2023/19446/A,NER/2023/1777/C,NR/2023/18184/C,Total
23,05:30-05:45,0.960000,4.820000,51.110000,0.390000,1.840000,0.000000,0.000000,0.000000,75.000000,0.000000,0,134.12

24,05:45-06:00,0.960000,4.820000,51.110000,0.390000,1.840000,0.000000,0.000000,0.000000,75.000000,0.000000,0,134.12

25,06:00-06:15,0.960000,4.820000,0.000000,0.390000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,0,183.01

26,06:15-06:30,0.960000,4.820000,0.000000,0.390000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,0,183.01

27,06:30-06:45,0.960000,4.820000,0.000000,0.390000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,0,183.01

28,06:45-07:00,0.960000,4.820000,0.000000,0.390000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,0,183.01

29,07:00-07:15,0.960000,4.820000,0.000000,0.530000,1.930000,100.000000,0.000000,0.000000,75.000000,0.000000,0,183.24

30,07:15-07:30,0.960000,4.820000,0.000000,0.530000,1.930000,100.000000,0.000000,0.000000,75.000000,0.000000,0.11,183.35

31,07:30-07:45,0.960000,4.820000,0.000000,0.530000,1.930000,100.000000,0.000000,0.000000,75.000000,0.000000,0.25,183.49

32,07:45:08:00,0.960000,4.820000,0.000000,0.530000,1.930000,100.000000,0.000000,0.000000,75.000000,0.000000,0.42,183.66

33,08:00-08:15,0.960000,4.820000,0.000000,0.770000,1.930000,50.000000,0.000000,0.000000,75.000000,0.000000,0.79,134.27

34,08:15-08:30,0.960000,4.820000,0.000000,0.770000,1.930000,50.000000,0.000000,0.000000,75.000000,0.000000,1.94,135.42

35,08:30-08:45,0.960000,4.820000,0.000000,0.770000,1.930000,50.000000,0.000000,0.000000,75.000000,0.000000,1.82,135.3

36,08:45:09:00,0.960000,4.820000,0.000000,0.770000,1.930000,50.000000,0.000000,0.000000,75.000000,0.000000,2.44,135.92

37,09:00:09:15,0.960000,4.820000,0.000000,0.770000,1.930000,50.000000,0.000000,0.000000,75.000000,0.000000,2.66,136.14

38,09:15-09:30,0.960000,4.820000,0.000000,0.770000,1.930000,50.000000,0.000000,0.000000,75.000000,0.000000,3.39,136.87

39,09:30-09:45,0.960000,4.820000,0.000000,0.770000,1.930000,50.000000,0.000000,0.000000,75.000000,0.000000,3.77,137.25

40,09:45-10:00,0.960000,4.820000,0.000000,0.770000,1.930000,50.000000,0.000000,0.000000,75.000000,0.000000,4.2,137.68

41,10:00-10:15,0.960000,4.820000,0.000000,0.770000,1.930000,50.000000,0.000000,0.000000,75.000000,0.000000,4.76,138.24

42,10:15-10:30,0.960000,4.820000,0.000000,0.770000,1.930000,50.000000,0.000000,0.000000,75.000000,0.000000,5.31,138.79

43,10:30-10:45,0.960000,4.820000,0.000000,0.770000,1.930000,50.000000,0.000000,0.000000,75.000000,0.000000,5.34,138.82

44,10:45-11:00,0.960000,4.820000,0.000000,0.770000,1.930000,50.000000,0.000000,0.000000,75.000000,0.000000,5.72,139.2

45,11:00-11:15,0.960000,4.820000,0.000000,0.770000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,6.04,189.43

46,11:15-11:30,0.960000,4.820000,0.000000,0.770000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,6.19,189.58

47,11:30-11:45,0.960000,4.820000,0.000000,0.770000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,6.28,189.67

48,11:45-12:00,0.960000,4.820000,0.000000,0.770000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,6.53,189.92

49,12:00-12:15,0.960000,4.820000,0.000000,0.770000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,6.44,189.83

50,12:15-12:30,0.960000,4.820000,0.000000,0.770000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,6.65,190.04

51,12:30-12:45,0.960000,4.820000,0.000000,0.770000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,6.64,190.03

52,12:45-13:00,0.960000,4.820000,0.000000,0.770000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,6.79,190.18

53,13:00-13:15,0.960000,4.820000,0.000000,0.770000,1.930000,100.000000,0.000000,0.000000,75.000000,0.000000,6.6,190.08

54,13:15-13:30,0.960000,4.820000,0.000000,0.770000,1.930000,100.000000,0.000000,0.000000,75.000000,0.000000,6.57,190.05

55,13:30-13:45,0.960000,4.820000,0.000000,0.770000,1.930000,100.000000,0.000000,0.000000,75.000000,0.000000,6.21,189.69

56,13:45-14:00,0.960000,4.820000,0.000000,0.770000,1.930000,100.000000,0.000000,0.000000,75.000000,0.000000,6.06,189.54

57,14:00-14:15,0.960000,4.820000,0.000000,0.770000,1.930000,100.000000,0.000000,0.000000,75.000000,0.000000,5.83,189.31

58,14:15-14:30,0.960000,4.820000,0.000000,0.770000,1.930000,100.000000,0.000000,0.000000,75.000000,0.000000,5.55,189.03

59,14:30-14:45,0.960000,4.820000,0.000000,0.770000,1.930000,100.000000,0.000000,0.000000,75.000000,0.000000,5.24,188.72

60,14:45-15:00,0.960000,4.820000,0.000000,0.770000,1.930000,100.000000,0.000000,0.000000,75.000000,0.000000,4.8,188.28

61,15:00-15:15,0.960000,4.820000,0.000000,0.630000,1.930000,100.000000,0.000000,0.000000,75.000000,0.000000,4.42,187.76

62,15:15-15:30,0.960000,4.820000,0.000000,0.630000,1.930000,100.000000,0.000000,0.000000,75.000000,0.000000,3.9,187.24

63,15:30-15:45,0.960000,4.820000,0.000000,0.630000,1.930000,100.000000,0.000000,0.000000,75.000000,0.000000,3.42,186.76

64,15:45-16:00,0.960000,4.820000,0.000000,0.630000,1.930000,100.000000,0.000000,0.000000,75.000000,0.000000,2.91,186.25

65,16:00-16:15,0.960000,4.820000,0.000000,0.480000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,2.35,185.45

66,16:15-16:30,0.960000,4.820000,0.000000,0.480000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,1.91,185.01

67,16:30-16:45,0.960000,4.820000,0.000000,0.480000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,1.44,184.54

68,16:45-17:00,0.960000,4.820000,0.000000,0.480000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,0.99,184.09

69,17:00-17:15,0.960000,4.820000,0.000000,0.480000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,0.63,183.73

70,17:15-17:30,0.960000,4.820000,0.000000,0.480000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,0.38,183.48

71,17:30-17:45,0.960000,4.820000,0.000000,0.480000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,0.17,183.27

72,17:45-18:00,0.960000,4.820000,0.000000,0.480000,1.840000,100.000000,0.000000,0.000000,75.000000,0.000000,0.1,183.2

73,18:00-18:15,0.960000,4.820000,0.000000,0.530000,1.930000,100.000000,55.000000,25.000000,75.000000,0.000000,0,263.24

74,18:15-18:30,0.960000,4.820000,0.000000,0.530000,1.930000,100.000000,55.000000,25.000000,75.000000,0.000000,0,263.24

75,18:30-18:45,0.960000,4.820000,0.000000,0.530000,1.930000,100.000000,55.000000,25.000000,75.000000,0.000000,0,263.24

76,18:45-19:00,0.960000,4.820000,0.000000,0.530000,1.930000,100.000000,55.000000,25.000000,75.000000,0.000000,0,263.24

77,19:00-19:15,0.960000,4.820000,0.000000,0.530000,1.930000,100.000000,55.000000,25.000000,75.000000,0.000000,0,263.24

78,19:15-19:30,0.960000,4.820000,0.000000,0.530000,1.930000,100.000000,55.000000,25.000000,75.000000,0.000000,0,263.24

79,19:30-19:45,0.960000,4.820000,0.000000,0.530000,1.930000,100.000000,55.000000,25.000000,75.000000,0.000000,0,263.24

80,19:45-20:00,0.960000,4.820000,0.000000,0.530000,1.930000,100.000000,55.000000,25.000000,75.000000,0.000000,0,263.24

81,20:00-20:15,0.960000,4.820000,0.000000,0.530000,1.930000,0.000000,55.000000,25.000000,75.000000,0.000000,0,163.24

82,20:15-20:30,0.960000,4.820000,0.000000,0.530000,1.930000,0.000000,55.000000,25.000000,75.000000,0.000000,0,163.24

83,20:30-20:45,0.960000,4.820000,0.000000,0.530000,1.930000,0.000000,55.000000,25.000000,75.000000,0.000000,0,163.24

84,20:45-21:00,0.960000,4.820000,0.000000,0.530000,1.930000,0.000000,55.000000,25.000000,75.000000,0.000000,0,163.24

85,21:00-21:15,0.960000,4.820000,0.000000,0.530000,1.930000,0.000000,55.000000,25.000000,75.000000,0.000000,0,163.24

86,21:15-21:30,0.960000,4.820000,0.000000,0.530000,1.930000,0.000000,55.000000,25.000000,75.000000,0.000000,0,163.24

87,21:30-21:45,0.960000,4.820000,0.000000,0.530000,1.930000,0.000000,55.000000,25.000000,75.000000,0.000000,0,163.24

88,21:45-22:00,0.960000,4.820000,0.000000,0.530000,1.930000,0.000000,55.000000,25.000000,75.000000,0.000000,0,163.24

89,22:00-22:15,0.960000,4.820000,51.110000,0.480000,1.930000,0.000000,55.000000,0.000000,75.000000,0.000000,0,189.3

90,22:15-22:30,0.960000,4.820000,51.110000,0.480000,1.930000,0.000000,55.000000,0.000000,75.000000,0.000000,0,189.3

91,22:30-22:45,0.960000,4.820000,51.110000,0.480000,1.930000,0.000000,55.000000,0.000000,75.000000,0.000000,0,189.3

92,22:45-23:00,0.960000,4.820000,51.110000,0.480000,1.930000,0.000000,55.000000,0.000000,75.000000,0.000000,0,189.3

93,23:00-23:15,0.960000,4.820000,51.110000,0.430000,1.840000,0.000000,0.000000,0.000000,75.000000,0.000000,0,134.16

94,23:15-23:30,0.960000,4.820000,51.110000,0.430000,1.840000,0.000000,0.000000,0.000000,75.000000,0.000000,0,134.16

95,23:30-23:45,0.960000,4.820000,51.110000,0.430000,1.840000,0.000000,0.000000,0.000000,75.000000,0.000000,0,134.16

96,23:45-24:00,0.960000,4.820000,51.110000,0.430000,1.840000,0.000000,0.000000,0.000000,75.000000,0.000000,0,134.16

