Block,Time,CHAMERA1,NTPL,SASAN,SIMHST1,SIMHST2,UNCHAHAR2,AURY_GF,CHAMERA2,CHAMERA3,KGSU3AND4,KKNPPU2,NLCTS2EXP,TALST2,TelanganaSTPP,UNCHAHAR1,UNCHAHAR4,DADRI_CRF,DADRI_RF,BRBCL,DHAULIGNGA,KHSTPP-II,KUDGI,NJPC,RIHAND3,RSTPSU1TO6,TANDA2,ANTA_CRF,ANTA_GF,ANTA_LF,DADRI_LF,DADRT2,NLCIIST1,RIHAND2,UNCHAHAR3,ANTA_RF,AURY_RF,RAMPUR,RSTPSU7,SINGRAULI_HYDRO,TANAKPUR,DADRI_GF,BSIUL,DULHASTI,JHAJJAR,KOLDAM,NAPP,NLCEXP,NLCIIST2,PARBATI3,RAPPB,RIHAND1,SALAL,SEWA2,TALA,TEHRI,URI,KGSU1AND2,KISHANGANGA,NNTPP,RAPPC,SINGRAULI,VALLURNTECL,AURY_CRF,FSTPP I & II,KHSTPP-I,KKNP,KOTESHWR,MAPS,URI2,AURY_LF
30,07:15-07:30,12.01,0,405,0,0,21.19,0,26.34,29.06,0,0,0,0,0,20.56,0,66.85,0,20,36.55,98.87,0,140.34,124.32,0,0,43.05,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,13.04,49.43,654.31,0,42.93,0,0,16.55,0,78,69.72,5.27,0,62.24,35.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,19.72,0,4.57,0

31,07:30-07:45,12.01,0,418.77,0,0,21.19,0,4,1.91,0,0,0,0,0,20.56,0,66.85,0,20,27.4,98.87,0,116.95,124.32,0,0,43.05,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,6.52,32.96,654.31,0,42.93,0,0,16.55,0,78,69.72,0,0,46.31,35.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

32,07:45-08:00,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,18.27,98.87,0,93.56,124.32,0,0,43.05,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,6.52,14.12,654.31,0,42.93,0,0,3.56,0,78,13.36,0,0,30.87,2.21,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

33,08:00-08:15,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,9.13,98.87,0,70.17,124.32,0,0,42.84,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,1.1,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,15.44,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

34,08:15-08:30,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,68.84,124.32,0,0,42.84,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,15.44,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

35,08:30-08:45,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,20.83,124.32,0,0,42.84,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

36,08:45-09:00,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,20.83,124.32,0,0,42.84,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

37,09:00-09:15,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,42.84,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.2,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

38,09:15-09:30,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,42.84,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.2,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

39,09:30-09:45,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,42.84,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.2,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

40,09:45-10:00,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,42.84,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.2,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

41,10:00-10:15,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,42.42,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.2,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,35.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,18.83,0

42,10:15-10:30,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,42.42,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,35.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,18.83,0

43,10:30-10:45,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,42.42,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,3.31,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,18.83,0

44,10:45-11:00,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,42.42,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,1.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,18.83,0

45,11:00-11:15,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,42.42,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,10.25,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,1.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,10.76,0

46,11:15-11:30,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,42.42,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,10.25,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,1.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,10.76,0

47,11:30-11:45,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,42.21,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.2,0,0,3.85,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,1.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

48,11:45-12:00,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,42.21,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.2,0,0,3.85,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,1.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

49,12:00-12:15,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,41.79,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.2,0,0,3.85,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,35.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

50,12:15-12:30,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,41.79,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,3.85,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,35.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

51,12:30-12:45,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,41.79,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,3.85,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,2.76,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

52,12:45-13:00,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,41.79,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,3.85,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,1.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

53,13:00-13:15,0,0,410.62,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,41.79,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,3.85,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,1.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

54,13:15-13:30,0,0,410.62,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,41.79,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,3.85,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,1.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

55,13:30-13:45,0,0,410.62,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,41.79,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,3.85,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,1.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

56,13:45-14:00,0,0,410.62,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,41.79,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,3.85,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,1.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

57,14:00-14:15,0,0,410.62,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,41.58,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,10.25,0,0,3.85,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,7.73,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

58,14:15-14:30,0,0,410.62,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,41.58,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,10.25,0,0,3.85,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,7.73,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

59,14:30-14:45,0,0,410.62,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,41.58,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,3.85,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,7.73,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

60,14:45-15:00,0,0,410.62,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,41.58,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,3.85,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,7.73,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

61,15:00-15:15,0,0,410.62,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,41.58,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,3.85,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,7.73,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

62,15:15-15:30,0,0,410.62,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,41.58,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,3.85,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,7.73,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

63,15:30-15:45,0,0,410.62,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,41.58,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,3.85,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,7.73,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

64,15:45-16:00,0,0,410.62,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,41.58,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.85,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,7.73,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

