Block,Time,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/03112023/30112023/IEX-231101-05680,NR/01102023/08032047/L_NR_2021_14,NR/01112023/30112023/HP-10,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/14082046/L_NR_2021_16,NR/01112023/30112023/HP-09,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,WR/01102023/16072048/L_NR_2022_08,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/22102023/11042047/L_NR_2021_16,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/30042040/GNA_LT_35,WR/01102023/01102023/L_NR_2020_06
15,03:30-03:45,23.3,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,23.3,22.5,1.690000,2.310000,0.000000,1.780000,0,26.030000,149.190000,6.66,144.68,71.760000,26.030000,0,25.080000,0.000000,0.000000,0,31.830000,48.220000,169.740000,7.5,0,0.000000,7.5

16,03:45-04:00,23.33,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,23.33,22.5,1.690000,2.310000,0.000000,1.780000,0,26.030000,149.190000,6.66,144.68,71.760000,26.030000,0,25.080000,0.000000,0.000000,0,31.830000,48.220000,169.740000,7.5,0,0.000000,7.5

17,04:00-04:15,23.35,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,23.35,22.5,1.690000,2.310000,0.000000,1.710000,0,26.030000,149.190000,6.66,144.68,71.760000,26.030000,0,25.080000,0.000000,0.000000,0,55.570000,48.220000,169.740000,7.5,0,0.000000,7.5

18,04:15-04:30,23.36,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,23.36,22.5,1.690000,2.310000,0.000000,1.710000,0,26.030000,149.190000,6.66,144.68,71.760000,26.030000,0,25.080000,0.000000,0.000000,0,55.570000,48.220000,169.740000,7.5,0,0.000000,7.5

19,04:30-04:45,18.33,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,18.33,22.5,1.690000,2.310000,0.000000,1.710000,0,26.030000,192.900000,6.66,144.68,71.760000,26.030000,0,25.080000,0.000000,0.000000,0,55.570000,48.220000,168.910000,7.5,0,0.000000,7.5

20,04:45-05:00,18.33,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,18.33,22.5,1.690000,2.310000,0.000000,1.710000,0,26.030000,231.480000,6.66,144.68,71.760000,26.030000,0,25.080000,0.000000,0.000000,0,55.570000,48.220000,168.860000,7.5,0,0.000000,7.5

21,05:00-05:15,18.33,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,18.33,22.5,1.690000,2.280000,0.000000,1.710000,0,26.030000,271.270000,6.66,144.68,67.520000,26.030000,0,25.080000,0.000000,0.000000,0,55.570000,48.220000,168.810000,7.5,0,0.000000,7.5

22,05:15-05:30,18.33,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,18.33,22.5,1.690000,2.280000,0.000000,1.710000,0,26.030000,271.270000,6.66,144.68,67.520000,26.030000,0,25.080000,0.000000,0.000000,0,55.570000,48.220000,205.350000,7.5,0,0.000000,7.5

23,05:30-05:45,18.33,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,18.33,22.5,1.690000,2.280000,0.000000,1.710000,0,26.030000,271.270000,6.66,144.68,67.520000,26.030000,0,25.080000,0.000000,0.000000,0,55.570000,48.220000,182.460000,7.5,0,0.000000,7.5

24,05:45-06:00,18.33,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,18.33,22.5,1.690000,2.280000,0.000000,1.710000,0,26.030000,271.270000,6.66,144.68,67.520000,26.030000,0,25.080000,0.000000,0.000000,0,68.030000,48.220000,202.280000,7.5,0,0.000000,7.5

25,06:00-06:15,18.33,7.21,0,0,0,0,48.220000,0,203.780000,0,0,0,0.000000,48.220000,0,0,18.33,22.5,1.690000,2.280000,0.000000,1.710000,0,26.030000,271.270000,6.66,144.68,67.520000,26.030000,0,25.080000,0.000000,0.000000,0,68.030000,67.520000,174.390000,7.5,0,0.000000,7.5

26,06:15-06:30,18.33,7.21,0,0,0,0,48.220000,0,203.780000,0,0,0,0.000000,48.220000,0,0,18.33,22.5,1.690000,2.280000,0.000000,1.710000,0,26.030000,271.270000,6.66,144.68,67.520000,26.030000,0,25.080000,0.000000,0.000000,0,68.030000,101.020000,166.950000,7.5,1.12,0.000000,7.5

27,06:30-06:45,18.33,7.21,0,0,0,0,48.220000,0,203.780000,0.4863,0,0,0.000000,48.220000,0,0,18.33,22.5,1.690000,2.180000,0.000000,1.710000,3,26.030000,271.270000,6.66,144.68,67.520000,26.030000,0.95,25.080000,0.000000,0.000000,0,68.030000,101.020000,166.950000,7.5,4.55,0.000000,7.5

28,06:45-07:00,21.34,7.21,0.08,0,3.5,0,48.220000,0,203.780000,6.973542,0.39,0,0.000000,48.220000,1.5,0,21.34,22.5,1.690000,2.180000,0.110000,1.710000,7,26.030000,271.270000,6.66,144.68,67.520000,26.030000,3.98,23.150000,0.000000,0.110000,0,68.030000,101.020000,205.350000,7.5,15,0.110000,7.5

29,07:00-07:15,21.28,7.21,0.55,0,7,0,48.220000,0,203.780000,18.09036,2.74,0,0.000000,48.220000,3,2.55,21.28,22.5,1.690000,2.180000,0.270000,1.710000,14,26.030000,271.270000,6.66,144.68,67.520000,26.030000,19,23.150000,0.000000,0.280000,1,68.030000,101.020000,260.990000,7.5,25.9,0.270000,7.5

30,07:15-07:30,20.84,7.21,1.48,1,11,0,48.220000,0.33,203.780000,28.341564,7.4,0,0.000000,48.220000,4,5,20.84,22.5,1.690000,2.180000,0.590000,1.710000,25.32,26.030000,271.270000,6.66,144.68,71.760000,26.030000,25.31,23.150000,0.000000,0.600000,3,68.030000,101.020000,260.990000,7.5,25.32,0.590000,7.5

31,07:30-07:45,20.34,7.21,3.44,3,14,0,48.220000,1.67,203.780000,38.349618,17.22,0,0.000000,48.220000,6,9,20.34,22.5,1.690000,2.180000,1.070000,1.710000,26.82,26.030000,271.270000,6.66,144.68,71.760000,26.030000,26.81,23.150000,0.000000,1.100000,7,68.030000,101.020000,260.990000,7.5,26.82,1.070000,7.5

32,07:45:08:00,20.01,7.21,6.12,6,22,0,48.220000,8.32,203.780000,49.233012,30.6,0,0.000000,48.220000,10,12,20.01,22.5,1.690000,2.180000,1.680000,1.710000,26.82,26.030000,271.270000,6.66,144.68,71.760000,26.030000,26.81,23.150000,0.000000,1.720000,12,68.030000,101.020000,260.990000,7.5,26.82,1.680000,7.5

33,08:00-08:15,19.62,7.21,9.19,9,49,0,48.220000,16.02,203.780000,60.59298,45.97,0,0.000000,48.220000,21,9.49,19.62,22.5,1.690000,2.180000,2.460000,1.710000,27.15,26.030000,271.270000,6.66,144.68,67.520000,26.030000,27.15,23.150000,0.000000,2.520000,19,68.030000,101.020000,260.990000,7.5,27.15,2.460000,7.5

34,08:15-08:30,19.17,7.21,12.65,13,63,0,48.220000,23.72,203.780000,71.612538,63.25,0,0.000000,48.220000,27,14.6,19.17,22.5,1.690000,2.180000,3.470000,1.710000,27.32,26.030000,271.270000,6.66,144.68,67.520000,26.030000,27.31,23.150000,0.000000,3.550000,26,68.030000,101.020000,260.990000,7.5,27.32,3.470000,7.5

35,08:30-08:45,19.51,7.21,16.05,17,77,0,48.220000,31.42,203.780000,81.678948,80.27,0,0.000000,48.220000,33,18.63,19.51,22.5,1.690000,2.180000,4.630000,1.710000,29.48,26.030000,271.270000,6.66,144.68,67.520000,26.030000,29.49,23.150000,0.000000,4.750000,34,68.030000,77.160000,260.990000,7.5,29.48,4.630000,7.5

36,08:45:09:00,19.53,7.21,19.77,21,91,0,48.220000,38.38,203.780000,90.860292,98.88,0,0.000000,48.220000,39,22.33,19.53,22.5,1.690000,2.180000,5.930000,1.710000,29.48,26.030000,271.270000,6.66,144.68,67.520000,26.030000,29.49,23.150000,0.000000,6.080000,42,68.030000,57.870000,260.990000,7.5,29.48,5.930000,7.5

37,09:00:09:15,19.22,7.21,24.63,25,109,0,48.220000,45.5,203.780000,89.04153,123.15,0,0.000000,48.220000,46,25.44,19.22,22.5,1.610000,2.180000,7.210000,1.710000,29.48,26.030000,271.270000,6.66,144.68,67.520000,26.030000,29.49,23.150000,0.000000,7.390000,51,68.030000,57.870000,260.990000,7.5,29.48,7.210000,7.5

38,09:15-09:30,19.07,7.21,28.43,29,123,0,48.220000,51.48,203.780000,97.493424,142.13,0,0.000000,48.220000,52,28.15,19.07,22.5,1.610000,2.180000,8.410000,1.710000,29.48,26.030000,271.270000,6.66,144.68,67.520000,26.030000,29.49,23.150000,0.000000,8.620000,58,87.000000,57.870000,260.990000,7.5,29.48,8.410000,7.5

39,09:30-09:45,19.2,7.21,31.86,31,137,0,48.220000,56.79,203.780000,104.787924,159.28,0,0.000000,48.220000,58,30.93,19.2,22.5,1.610000,2.180000,9.470000,1.710000,29.48,26.030000,271.270000,6.66,144.68,117.670000,26.030000,29.49,23.150000,0.000000,9.710000,62,87.000000,67.520000,260.990000,7.5,29.48,9.470000,7.5

40,09:45-10:00,19.43,11.14,35.01,35,147,0,48.220000,62.27,203.780000,111.55722,175.07,0,0.000000,48.220000,63,32.73,19.43,22.5,1.610000,2.180000,10.370000,1.710000,29.32,26.030000,271.270000,6.66,144.68,117.670000,26.030000,29.31,23.150000,0.000000,10.640000,71,87.000000,77.160000,246.660000,7.5,29.32,10.370000,7.5

41,10:00-10:15,18.94,10.94,37.86,35,154,0,48.220000,66.94,203.780000,117.032958,189.29,0,0.000000,48.220000,66,34.76,18.94,22.5,1.610000,2.180000,11.190000,1.710000,29.65,26.030000,271.270000,6.66,144.68,117.670000,26.030000,29.65,24.110000,0.000000,11.480000,71,87.000000,86.800000,236.200000,7.5,29.65,11.190000,7.5

42,10:15-10:30,18.19,10.74,40.58,36,165,0,48.220000,70.98,203.780000,121.18596,202.91,0,0.000000,48.220000,70,36.88,18.19,22.5,1.610000,2.180000,11.900000,1.710000,29.65,26.030000,271.270000,6.66,144.68,117.670000,26.030000,29.65,24.110000,0.000000,12.200000,73,87.000000,86.800000,245.420000,7.5,29.65,11.900000,7.5

43,10:30-10:45,17.89,14.13,43.45,38,172,0,48.220000,74.56,203.780000,121.681986,217.27,0,0.000000,48.220000,73,39.73,17.89,22.5,1.610000,2.180000,12.550000,1.710000,29.85,26.030000,271.270000,6.66,144.68,117.670000,26.030000,29.85,24.110000,0.000000,12.860000,75,86.220000,72.090000,258.570000,7.5,29.85,12.550000,7.5

44,10:45-11:00,17.92,14.12,45.59,37,179,0,48.220000,77.42,203.780000,125.212524,227.93,0,0.000000,48.220000,76,41.15,17.92,22.5,1.610000,2.180000,13.160000,1.710000,29.68,26.030000,271.270000,6.66,144.68,117.670000,26.030000,29.69,24.110000,0.000000,13.480000,75,86.220000,53.050000,258.570000,7.5,29.68,13.160000,7.5

45,11:00-11:15,15.2,19.2,45.83,38,182,0,48.220000,79.91,203.780000,127.984434,229.17,0,0.000000,48.220000,78,42.06,15.2,22.5,1.690000,2.180000,13.670000,1.710000,29.35,26.030000,271.270000,6.66,144.68,117.670000,26.030000,29.35,24.110000,0.000000,14.000000,75,86.220000,77.160000,258.570000,7.5,29.35,13.670000,7.5

46,11:15-11:30,15.12,19.07,45.83,38,186,0,48.220000,82.18,203.780000,130.13388,229.17,0,0.000000,48.220000,79,43.21,15.12,22.5,1.690000,2.180000,14.050000,1.710000,29.35,26.030000,271.270000,6.66,144.68,117.670000,26.030000,29.35,24.110000,0.000000,14.400000,76,86.220000,67.520000,258.570000,7.5,29.35,14.050000,7.5

47,11:30-11:45,15.15,18.91,45.83,38,189,0,48.220000,83.75,203.780000,131.242644,229.17,0,0.000000,48.220000,81,43.75,15.15,22.5,1.690000,2.180000,14.140000,1.710000,29.35,26.030000,271.270000,6.66,144.68,117.670000,26.030000,29.35,24.110000,0.000000,14.500000,77,86.220000,57.870000,258.570000,7.5,29.35,14.140000,7.5

48,11:45-12:00,15.21,18.71,45.83,39,189,0,48.220000,84.71,203.780000,132.117984,229.17,0,0.000000,48.220000,81,44,15.21,22.5,1.690000,2.180000,14.160000,1.710000,29.35,26.030000,271.270000,6.66,144.68,117.670000,26.030000,29.35,24.110000,0.000000,14.520000,78,86.220000,53.050000,258.570000,7.5,29.35,14.160000,7.5

49,12:00-12:15,15.12,15.13,45.83,39,189,0,48.220000,85.53,203.780000,134.568936,229.17,0,0.000000,48.220000,81,44,15.12,22.5,1.770000,2.180000,14.160000,1.550000,29.35,25.480000,271.270000,6.66,144.68,117.670000,30.860000,29.35,24.110000,0.000000,14.520000,77,86.220000,53.050000,258.570000,7.5,29.35,14.160000,7.5

50,12:15-12:30,14.76,14.07,45.83,39,189,0,48.220000,86.27,203.780000,133.324008,229.17,0,0.000000,48.220000,81,44,14.76,22.5,1.770000,2.180000,14.160000,1.550000,29.35,25.480000,271.270000,6.66,144.68,117.670000,30.860000,29.35,24.110000,0.000000,14.520000,77,74.550000,53.050000,258.570000,7.5,29.35,14.160000,7.5

51,12:30-12:45,14.25,13.64,45.83,39,189,0,48.220000,86.36,203.780000,131.310726,229.17,0,0.000000,48.220000,81,44,14.25,22.5,1.770000,2.180000,14.160000,1.550000,29.35,25.480000,271.270000,6.66,144.68,117.670000,30.860000,29.35,24.110000,0.000000,14.520000,77,50.800000,53.050000,226.580000,7.5,29.35,14.160000,7.5

52,12:45-13:00,14.1,12.96,45.83,39,189,0,48.220000,85.95,203.780000,128.470734,229.17,0,0.000000,48.220000,81,44,14.1,22.5,1.770000,2.180000,14.120000,1.550000,29.35,25.480000,271.270000,6.66,144.68,96.450000,30.860000,29.35,24.110000,0.000000,14.480000,77,50.800000,53.050000,201.280000,7.5,29.35,14.120000,7.5

53,13:00-13:15,14.16,11.11,45.83,39,182,0,48.220000,84.78,203.780000,124.560882,229.17,0,0.000000,48.220000,78,43,14.16,22.5,1.920000,2.180000,14.070000,1.630000,29.35,25.480000,271.270000,6.66,144.68,67.520000,30.860000,29.35,23.150000,0.000000,14.420000,77,31.830000,53.050000,153.060000,7.5,29.35,14.070000,7.5

54,13:15-13:30,14.28,8.22,45.83,36,182,0,48.220000,83.24,203.780000,120.242538,229.17,0,0.000000,48.220000,78,42,14.28,22.5,1.920000,2.180000,13.630000,1.630000,29.35,25.480000,271.270000,6.66,144.68,67.520000,30.860000,29.35,23.150000,0.000000,13.970000,71,31.830000,53.050000,110.920000,7.5,29.35,13.630000,7.5

55,13:30-13:45,14.37,7.78,45.39,32,182,0,48.220000,80.96,203.780000,119.19213,226.94,0,0.000000,48.220000,78,41,14.37,22.5,1.920000,2.180000,13.230000,1.630000,29.35,25.480000,271.270000,6.66,144.68,67.520000,30.860000,29.35,23.150000,0.000000,13.550000,64,31.830000,53.050000,159.140000,7.5,29.35,13.230000,7.5

56,13:45-14:00,14.12,7.46,43.78,30,175,0,48.220000,79.06,203.780000,113.521872,218.92,0,0.000000,48.220000,75,40,14.12,22.5,1.920000,2.180000,12.700000,1.630000,29.35,25.480000,271.270000,6.66,144.68,67.520000,30.860000,29.35,23.150000,0.000000,13.020000,59,31.830000,53.050000,174.570000,7.5,29.35,12.700000,7.5

57,14:00-14:15,14.21,7.21,43.59,28,172,0,48.220000,75.46,203.780000,106.995726,217.97,0,0.000000,48.220000,73,38.75,14.21,22.5,2.070000,2.180000,12.300000,1.780000,29.35,25.480000,271.270000,6.66,144.68,67.520000,30.860000,29.35,23.150000,0.000000,12.620000,55,44.280000,81.980000,216.920000,7.5,29.35,12.300000,7.5

58,14:15-14:30,14.08,7.21,41.59,26,165,0,48.220000,71.66,203.780000,99.623418,207.97,0,0.000000,48.220000,70,36.73,14.08,22.5,2.070000,2.180000,11.730000,1.780000,29.35,25.480000,271.270000,6.66,144.68,67.520000,30.860000,29.35,23.150000,0.000000,12.010000,53,63.250000,101.020000,228.710000,7.5,29.35,11.730000,7.5

59,14:30-14:45,14.51,7.21,40.64,25,154,0,48.220000,68.12,203.780000,91.628646,203.23,0,0.000000,48.220000,66,34.24,14.51,22.5,2.070000,2.180000,10.930000,1.780000,29.35,25.480000,271.270000,6.66,144.68,117.670000,30.860000,29.35,23.150000,0.000000,11.200000,50,68.070000,101.020000,224.230000,7.5,29.35,10.930000,7.5

60,14:45-15:00,15.17,7.21,38.38,22,144,0,48.220000,63.3,203.780000,83.196204,191.91,0,0.000000,48.220000,61,32.3,15.17,22.5,2.070000,2.180000,9.970000,1.780000,29.68,25.480000,271.270000,6.66,144.68,117.670000,30.860000,29.69,23.150000,0.000000,10.220000,43,77.720000,101.020000,224.230000,7.5,29.68,9.970000,7.5

61,15:00-15:15,15.84,7.21,36.34,21,130,0,48.220000,58.11,203.780000,73.586916,181.73,0,0.000000,48.220000,55,30.07,15.84,22.5,2.070000,2.230000,8.990000,1.860000,29.68,26.030000,271.270000,7.46,144.68,117.670000,26.030000,29.69,23.150000,0.000000,9.210000,43,87.000000,101.020000,228.710000,7.5,29.68,8.990000,7.5

62,15:15-15:30,16.51,7.21,32.9,18,116,0,48.220000,52.1,203.780000,63.452424,164.52,0,0.000000,48.220000,49,27.26,16.51,22.5,2.070000,2.230000,8.020000,1.860000,29.68,26.030000,271.270000,9.18,144.68,117.670000,26.030000,29.69,23.150000,0.000000,8.220000,37,87.000000,101.020000,228.710000,7.5,29.68,8.020000,7.5

63,15:30-15:45,16.74,7.21,29.62,17,98,0,48.220000,45.5,203.780000,52.734372,148.11,0,0.000000,48.220000,42,24.11,16.74,22.5,2.070000,2.230000,6.930000,1.860000,29.85,26.030000,271.270000,10.4,144.68,117.670000,26.030000,29.85,23.150000,0.000000,7.110000,33,87.000000,101.020000,260.990000,7.5,29.85,6.930000,7.5

64,15:45-16:00,17.92,7.21,25.99,16,84,0,48.220000,39.59,203.780000,41.559198,129.95,0,0.000000,48.220000,36,20.25,17.92,26.06,2.070000,2.230000,5.830000,1.860000,29.85,26.030000,271.270000,8.3,144.68,117.670000,26.030000,29.85,23.150000,0.000000,5.970000,31,87.000000,101.020000,260.990000,8.69,29.85,5.830000,8.68

65,16:00-16:15,18.42,7.21,21.91,14,70,0,48.220000,32.64,203.780000,30.384024,109.58,0,0.000000,48.220000,30,16.89,18.42,26.8,2.000000,2.230000,4.670000,1.860000,30.18,26.030000,271.270000,8.4,144.68,117.670000,26.030000,30.19,24.110000,0.000000,4.780000,27,87.000000,101.020000,260.990000,8.93,30.18,4.670000,8.93

66,16:15-16:30,19.01,7.21,18.9,10,56,0,48.220000,25.64,203.780000,20.609394,94.5,0,0.000000,48.220000,24,11.82,19.01,27.42,2.000000,2.230000,3.510000,1.860000,26,26.030000,271.270000,8.53,144.68,117.670000,26.030000,29.67,24.110000,0.000000,3.600000,20,87.000000,101.020000,260.990000,9.14,32.74,3.510000,9.14

67,16:30-16:45,19.96,7.21,14.87,3,42,0,48.220000,17.66,203.780000,12.624348,74.38,0,0.000000,48.220000,18,7.3,19.96,28.2,2.000000,2.230000,2.480000,1.860000,12,30.860000,271.270000,8.76,144.68,117.670000,25.480000,11.07,25.080000,0.000000,2.540000,7,87.000000,101.020000,260.990000,9.4,16.06,2.480000,9.4

68,16:45-17:00,21.17,7.21,10.53,4,32,0,48.220000,9.75,203.780000,6.769296,52.66,0,0.000000,48.220000,13,6,21.17,28,2.000000,2.230000,1.600000,1.860000,5,30.860000,271.270000,8.66,144.68,117.670000,25.480000,5.7,25.080000,0.000000,1.640000,7,87.000000,101.020000,260.990000,9.33,7.45,1.600000,9.34

69,17:00-17:15,23.47,7.21,7.41,4,21,0,48.220000,1.67,203.780000,2.82054,37.03,0,0.000000,48.220000,9,5,23.47,28.01,2.000000,2.280000,0.980000,1.940000,1,30.860000,271.270000,8.53,144.68,114.200000,25.480000,2.85,25.080000,0.000000,1.000000,8,87.000000,101.020000,260.990000,9.34,5,0.980000,9.33

70,17:15-17:30,25.81,7.21,4.17,5,14,0,48.220000,0.33,203.780000,0.690546,20.83,0,0.000000,48.220000,6,3,25.81,26.99,2.000000,2.280000,0.530000,1.940000,0,30.860000,271.270000,8.27,144.68,114.200000,24.390000,0.95,26.040000,0.000000,0.540000,10,87.000000,101.020000,260.990000,9,1,0.530000,8.99

